,Unnamed: 0,Unnamed: 0.1,品番,日付,日量数,当月必要数,当月稼働日数,仕入先名/工場名,箱種類,収容数,基準在庫日数,基準在庫枚数,A,B,C,日量数（箱）,日量数（箱）_切り上げ,平均日量数（箱）,検収数,入庫数（箱）,出庫数（箱）,在庫数（箱）,不等ピッチ係数日,設計値MIN,設計値MAX,入庫数（箱）＞検収数,入庫数（箱）＞日量数（箱）,入庫数（箱）＜検収数,入庫数（箱）＜日量数（箱）
96,96,93,34989ECC010,4,156.0,3179,21.0,（株）槌屋,TP-131 ﾊﾝﾖｳ,500,0.78,1,1,1,2.33,0.312,1,0.30276190476190473,1,0.0,1.0,3.0,0.0,0.10081971428571428,0.40358161904761897,0,0,1,1
97,97,94,34989ECE020,4,234.0,4785,21.0,（株）槌屋,TP-131 ﾊﾝﾖｳ,500,0.82,1,1,1,2.33,0.468,1,0.4557142857142858,1,0.0,1.0,2.0,0.0,0.1517528571428572,0.6074671428571429,0,0,1,1
98,98,95,34989ECE030,4,132.0,2581,21.0,（株）槌屋,TP-131 ﾊﾝﾖｳ,500,0.8,3,1,1,2.33,0.264,1,0.24580952380952376,1,0.0,0.0,2.0,0.0,0.08185457142857143,0.32766409523809514,0,0,1,1
99,99,96,9050827A011,4,411.0,8236,21.0,（株）東郷製作所,TP-331 ﾊﾝﾖｳ,200,0.78,1,1,8,11.12,2.055,3,1.960952380952381,1,1.0,1.0,4.0,0.08,0.2970842857142857,0.6990795238095239,0,0,0,1
100,100,97,2030044001J,4,411.0,8236,21.0,ＮＯＫ（株）,TP-131 ﾊﾝﾖｳ,400,0.54,1,1,2,3.52,1.0275,2,0.9804761904761904,1,0.0,0.0,2.0,0.03,0.22158761904761906,0.74124,0,0,1,1
101,101,98,9030106A018,4,5017.0,99964,21.0,ＮＯＫ（株）,TP-131 ﾊﾝﾖｳ,2000,0.56,3,1,2,3.52,2.5085,3,2.380095238095238,2,2.0,2.0,2.0,0.03,0.5379015238095238,1.7993519999999998,0,0,0,0
102,102,99,9030111A014,4,4730.0,94070,21.0,ＮＯＫ（株）,TP-131 ﾊﾝﾖｳ,1000,0.56,3,1,2,3.52,4.73,5,4.479523809523808,4,3.0,2.0,6.0,0.03,1.0123723809523806,3.3865199999999986,0,0,0,1
103,103,100,9030115A011,4,1070.0,21156,21.0,ＮＯＫ（株）,TP-131 ﾊﾝﾖｳ,1000,0.56,1,1,2,3.52,1.07,2,1.0074285714285711,1,1.0,1.0,2.0,0.03,0.2276788571428571,0.7616159999999997,0,0,0,0
104,104,101,9030117A010,4,1357.0,27050,21.0,ＮＯＫ（株）,TP-131 ﾊﾝﾖｳ,1000,0.54,3,1,2,3.52,1.357,2,1.2880952380952382,1,0.0,1.0,3.0,0.03,0.2911095238095238,0.9738,0,0,1,1
105,105,102,9030119A010,4,1070.0,21156,21.0,ＮＯＫ（株）,TP-131 ﾊﾝﾖｳ,1000,0.58,1,1,2,3.52,1.07,2,1.0074285714285711,1,1.0,1.0,3.0,0.03,0.2276788571428571,0.7616159999999997,0,0,0,0
106,106,103,9030119A011,4,822.0,16472,21.0,ＮＯＫ（株）,TP-131 ﾊﾝﾖｳ,200,0.54,1,1,2,3.52,4.11,5,3.921904761904762,4,2.0,2.0,4.0,0.03,0.8863504761904761,2.96496,0,0,1,1
107,107,104,9031150A014,4,946.0,18814,21.0,ＮＯＫ（株）,B-24,84,0.54,1,1,2,3.52,11.261904761904766,12,10.665532879818594,10,6.0,6.0,5.0,0.03,2.4104104308390024,8.063142857142857,0,0,1,1
108,108,105,9031150A015,4,946.0,18814,21.0,ＮＯＫ（株）,B-24,84,0.53,1,1,2,3.52,11.261904761904766,12,10.665532879818594,12,5.0,6.0,3.0,0.03,2.4104104308390024,8.063142857142857,0,0,1,1
109,109,106,G1250ECB010,4,255.0,5056,21.0,（株）バルカー,TP-332.5ｾﾝﾖｳ,60,0.87,1,1,2,6.2,4.25,5,4.0126984126984135,4,4.0,2.0,9.0,0.24,1.4445714285714288,4.413968253968255,0,0,0,0
110,110,107,G1250ECC010,4,156.0,3180,21.0,（株）バルカー,TP-332.5ｾﾝﾖｳ,60,0.87,1,1,2,6.2,2.6,3,2.5238095238095237,3,3.0,1.0,7.0,0.24,0.9085714285714288,2.776190476190477,0,0,0,0
111,111,108,G1250ECE010,4,535.0,10578,21.0,（株）バルカー,TP-332.5ｾﾝﾖｳ,60,0.88,1,1,2,6.2,8.916666666666666,9,8.395238095238097,9,9.0,4.0,20.0,0.24,3.0222857142857147,9.234761904761909,0,0,0,0
112,112,109,9036324A003,4,411.0,8236,21.0,日本精工（株）,T-10 ﾊﾝﾖｳ,22,0.74,1,1,8,9.0,18.681818181818183,19,17.826839826839823,11,11.0,10.0,8.0,0.09,2.2283549783549783,6.06112554112554,0,0,0,1
113,113,110,9036324A004,4,946.0,18814,21.0,日本精工（株）,T-10 ﾊﾝﾖｳ,30,0.74,1,1,8,9.0,31.53333333333333,32,29.863492063492064,18,17.0,17.0,20.0,0.09,3.732936507936509,10.153587301587304,0,0,0,1
114,114,111,9036324A005,4,535.0,10578,21.0,日本精工（株）,T-10 ｾﾝﾖｳ,22,0.69,1,1,8,9.0,24.318181818181817,25,22.89610389610389,12,14.0,13.0,22.0,0.09,2.8620129870129865,7.784675324675324,0,0,0,1
115,115,112,9036340A010,4,1892.0,37628,21.0,日本精工（株）,T-10 ｾﾝﾖｳ,80,0.74,3,1,8,9.0,23.65,24,22.39761904761905,13,13.0,12.0,16.0,0.09,2.799702380952382,7.615190476190477,0,0,0,1
116,116,113,35165ECE010,4,535.0,10578,21.0,（株）松尾製作所,TP-131 ﾊﾝﾖｳ,200,0.63,1,1,1,1.21,2.675,3,2.5185714285714287,3,3.0,2.0,10.0,0.0,0.5566042857142858,3.0751757142857143,0,0,0,0
117,117,114,3539450A010,4,1892.0,37628,21.0,ミズショー（株）,TP-331 ﾊﾝﾖｳ,2000,0.71,3,1,1,1.88,0.946,1,0.8959047619047621,1,2.0,1.0,4.0,0.0,0.2580205714285715,1.1539253333333337,1,1,0,0
118,118,115,82125ECB010,4,411.0,8236,21.0,矢崎総業（株）,TP-332 ﾊﾝﾖｳ,100,0.58,1,1,1,1.79,4.11,5,3.921904761904762,3,3.0,3.0,8.0,0.0,1.0942114285714286,5.0161161904761915,0,0,0,0
119,119,116,82125ECE010,4,535.0,10578,21.0,矢崎総業（株）,TP-332 ﾊﾝﾖｳ,100,0.58,1,1,1,1.79,5.35,6,5.0371428571428565,6,6.0,3.0,11.0,0.0,1.4053628571428571,6.442505714285714,0,0,0,0
120,120,117,82824ECB010,4,411.0,8236,21.0,矢崎総業（株）,TP-331 ﾊﾝﾖｳ,32,0.57,1,1,1,1.79,12.84375,13,12.25595238095238,11,11.0,7.0,16.0,0.0,3.419410714285714,15.675363095238097,0,0,0,0
121,121,118,82824ECB020,4,946.0,18814,21.0,矢崎総業（株）,TP-331 ｾﾝﾖｳ,40,0.58,1,1,1,1.79,23.65,24,22.39761904761905,23,23.0,12.0,37.0,0.0,6.248935714285716,28.64655476190477,0,0,0,0
122,122,119,G1144ECE010,4,535.0,10578,21.0,矢崎総業（株）,TP-331 ﾊﾝﾖｳ,8,0.58,2,1,1,1.79,66.875,67,62.964285714285715,67,67.0,35.0,111.0,0.0,17.567035714285716,80.53132142857143,0,0,0,0
123,123,120,35847ECB010,4,411.0,8236,21.0,（株）メタルテック,TP-332 ﾊﾝﾖｳ,80,0.51,1,1,1,1.9,5.1375,6,4.902380952380953,6,4.0,4.0,8.0,0.0,1.4216904761904765,6.324071428571429,0,0,0,0
124,124,121,35847ECB020,4,411.0,8236,21.0,（株）メタルテック,TP-332 ﾊﾝﾖｳ,70,0.5,1,1,1,1.9,5.871428571428571,6,5.602721088435374,5,5.0,4.0,10.0,0.0,1.6247891156462586,7.227510204081633,0,0,0,0
125,125,122,35847ECE010,4,535.0,10578,21.0,（株）メタルテック,TP-332 ﾊﾝﾖｳ,40,0.5,1,1,1,1.9,13.375,14,12.592857142857143,14,14.0,7.0,24.0,0.0,3.651928571428572,16.244785714285715,0,0,0,0
126,126,123,35847ECE020,4,535.0,10578,21.0,（株）メタルテック,TP-332 ﾊﾝﾖｳ,60,0.49,1,1,1,1.9,8.916666666666666,9,8.395238095238097,9,9.0,5.0,17.0,0.0,2.4346190476190483,10.829857142857144,0,0,0,0
127,127,124,35882ECB010,4,411.0,8236,21.0,（株）メタルテック,TP-332 ﾊﾝﾖｳ,50,0.5,1,1,1,1.9,8.22,9,7.843809523809524,8,7.0,5.0,12.0,0.0,2.2747047619047622,10.118514285714287,0,0,0,0
128,128,125,35441ECB010,4,946.0,18814,21.0,（株）ニフコ,TP-331 ﾊﾝﾖｳ,48,0.67,3,1,1,2.14,19.70833333333333,20,18.664682539682538,19,0.0,11.0,24.0,0.0,5.860710317460318,24.525392857142855,0,0,1,1
129,129,126,35441TFA010,4,411.0,8236,21.0,（株）ニフコ,TP-331 ﾊﾝﾖｳ,100,0.67,1,1,1,2.14,4.11,5,3.921904761904762,3,0.0,2.0,7.0,0.0,1.2314780952380957,5.153382857142859,0,0,1,1
130,130,127,35409ECB010,4,411.0,8236,21.0,サンコール（株）,AW-131 ｾﾝﾖｳ,200,0.66,1,1,1,2.26,2.055,3,1.960952380952381,1,0.0,1.0,6.0,0.0,0.6392704761904762,2.600222857142857,0,0,1,1
131,131,128,35300ECB010,5,945.0,18814,21.0,アイシン精機（株）,TP-341 ﾊﾝﾖｳ,12,0.91,3,1,4,8.04,78.75,79,74.6587301587302,68,48.0,80.0,95.0,0.14,16.872873015873026,45.989777777777796,0,0,0,1
132,132,129,35580ECB011,5,411.0,8235,21.0,アイシン精機（株）,TP-342 ｾﾝﾖｳ,6,0.9,3,1,4,8.04,68.5,69,65.35714285714286,63,34.0,67.0,51.0,0.14,14.770714285714286,40.26000000000001,0,0,1,1
133,133,130,1040052001Z,5,534.0,10578,21.0,（株）青山製作所,TP-131 ﾊﾝﾖｳ,200,0.53,3,1,6,5.76,2.67,3,2.5185714285714287,3,2.0,5.0,2.0,0.08,0.28375904761904763,0.9050066666666668,0,0,0,0
134,134,131,1040183011P,5,1233.0,24705,21.0,（株）青山製作所,TP-331 ﾊﾝﾖｳ,500,0.54,1,1,6,5.76,2.466,3,2.3528571428571428,4,3.0,0.0,1.0,0.08,0.26508857142857145,0.84546,0,0,0,0
135,135,132,3040052001B,5,4314.0,85834,21.0,（株）青山製作所,TP-331 ﾊﾝﾖｳ,500,0.52,3,1,6,5.76,8.628,9,8.174666666666667,9,7.0,8.0,4.0,0.08,0.9210124444444444,2.9374302222222224,0,0,0,0
136,136,133,9010506A089,5,1890.0,37628,21.0,（株）青山製作所,TP-331 ﾊﾝﾖｳ,1500,0.5,3,1,6,5.76,1.26,2,1.1945396825396826,2,1.0,1.0,3.0,0.08,0.13458480423280425,0.429237925925926,0,0,1,0
137,137,134,9010508A014,5,35745.0,711380,21.0,（株）青山製作所,TP-331 ﾊﾝﾖｳ,500,0.54,3,1,6,5.76,71.49,72,67.75047619047618,83,77.0,89.0,34.0,0.08,7.6332203174603155,24.34500444444444,0,0,0,0
138,138,135,9010508A042,5,2055.0,41180,21.0,（株）青山製作所,TP-331 ﾊﾝﾖｳ,300,0.53,1,1,6,5.76,6.85,7,6.536507936507936,8,6.0,6.0,1.0,0.08,0.7364465608465608,2.348785185185185,0,0,0,0
139,139,136,9010512A018,5,12984.0,258712,21.0,（株）青山製作所,TP-331 ﾊﾝﾖｳ,200,0.74,3,1,6,5.76,64.92,65,61.59809523809525,72,57.0,66.0,31.0,0.08,6.9400520634920655,22.134248888888887,0,0,0,0
140,140,137,9011906908,5,1356.0,27050,21.0,（株）青山製作所,TP-331 ﾊﾝﾖｳ,2000,0.54,3,1,6,5.76,0.6779999999999999,1,0.6440476190476191,1,0.0,1.0,3.0,0.08,0.07256269841269841,0.2314277777777778,0,0,1,1
141,141,138,9011906A065,5,2835.0,56442,21.0,（株）青山製作所,TP-331 ﾊﾝﾖｳ,1000,0.53,1,1,6,5.76,2.835,3,2.6877142857142857,2,1.0,3.0,2.0,0.08,0.3028158095238096,0.9657853333333332,0,0,1,1
142,142,139,9014908A008,5,2835.0,56442,21.0,（株）青山製作所,TP-331 ﾊﾝﾖｳ,800,0.52,1,1,6,5.76,3.54375,4,3.3596428571428567,6,5.0,3.0,6.0,0.08,0.3785197619047619,1.2072316666666665,0,0,0,0
143,143,140,9015905A007,5,5670.0,112860,21.0,（株）青山製作所,TP-331 ﾊﾝﾖｳ,2000,0.53,3,1,6,5.76,2.835,3,2.6871428571428573,4,3.0,2.0,5.0,0.08,0.3027514285714286,0.96558,0,0,0,0
144,144,141,9015906A021,5,7971.0,158714,21.0,（株）青山製作所,TP-331 ﾊﾝﾖｳ,1200,0.52,3,1,6,5.76,6.6425,7,6.298174603174603,8,6.0,6.0,4.0,0.08,0.7095943386243387,2.2631440740740745,0,0,0,0
145,145,142,9015906A022,5,14175.0,282180,21.0,（株）青山製作所,TP-331 ﾊﾝﾖｳ,1500,0.51,3,1,6,5.76,9.45,10,8.958095238095238,10,8.0,10.0,6.0,0.08,1.0092787301587305,3.2189422222222217,0,0,0,0
146,146,143,9015906A023,5,2835.0,56430,21.0,（株）青山製作所,TP-331 ﾊﾝﾖｳ,1300,0.52,3,1,6,5.76,2.1807692307692306,3,2.0670329670329672,3,2.0,3.0,5.0,0.08,0.2328857142857143,0.7427538461538462,0,0,0,0
147,147,144,9034114A004,5,411.0,8236,21.0,（株）青山製作所,TP-331 ﾊﾝﾖｳ,500,0.5,1,1,6,5.76,0.8220000000000001,1,0.7843809523809524,1,1.0,1.0,1.0,0.08,0.0883735873015873,0.28185422222222223,0,0,0,0
148,148,145,9034118A024,5,534.0,10578,21.0,（株）青山製作所,TP-131 ﾊﾝﾖｳ,200,0.52,3,1,6,5.76,2.67,3,2.5185714285714287,3,1.0,2.0,4.0,0.08,0.28375904761904763,0.9050066666666668,0,0,1,1
149,149,146,9155180614,5,4602.0,91728,21.0,（株）青山製作所,TP-331 ﾊﾝﾖｳ,1500,0.54,3,1,6,5.76,3.068,4,2.912,2,1.0,3.0,1.0,0.08,0.3280853333333333,1.0463786666666668,0,0,1,1
150,150,147,9155180640,5,1890.0,37628,21.0,（株）青山製作所,TP-331 ﾊﾝﾖｳ,1000,0.54,3,1,6,5.76,1.89,2,1.7918095238095242,2,2.0,2.0,5.0,0.08,0.2018772063492064,0.643856888888889,0,0,0,0
151,151,148,9161140614,5,15120.0,301024,21.0,（株）青山製作所,TP-331 ﾊﾝﾖｳ,2500,0.52,3,1,6,5.76,6.047999999999999,7,5.733790476190476,6,5.0,6.0,2.0,0.08,0.6460070603174604,2.0603420444444445,0,0,0,0
152,152,149,9167180618,5,2835.0,56442,21.0,（株）青山製作所,TP-331 ﾊﾝﾖｳ,1000,0.53,3,1,6,5.76,2.835,3,2.6877142857142857,3,2.0,3.0,3.0,0.08,0.3028158095238096,0.9657853333333332,0,0,0,0
153,153,150,G1163ECB010,5,765.0,15168,21.0,（株）青山製作所,TP-331 ﾊﾝﾖｳ,80,0.54,1,1,6,5.76,9.5625,10,9.028571428571428,13,5.0,4.0,1.0,0.08,1.0172190476190477,3.244266666666667,0,0,1,1
154,154,151,G1163ECE010,5,2070.0,41274,21.0,（株）青山製作所,TP-331 ﾊﾝﾖｳ,100,0.53,1,1,6,5.76,20.7,21,19.654285714285713,23,18.0,21.0,8.0,0.08,2.214382857142857,7.06244,0,0,0,0
155,155,152,35145ECE020,5,534.0,10578,21.0,（株）浅賀井製作所,TP-131 ﾊﾝﾖｳ,100,0.65,1,1,4,6.88,5.34,6,5.0371428571428565,4,3.0,5.0,6.0,0.13,0.9923171428571428,2.906431428571428,0,0,0,1
156,156,153,35174ECB010,5,411.0,8236,21.0,（株）浅賀井製作所,TP-332 ﾊﾝﾖｳ,20,0.87,1,1,4,6.88,20.55,21,19.609523809523807,18,10.0,20.0,8.0,0.13,3.86307619047619,11.314695238095233,0,0,1,1
157,157,154,35174ECE010,5,534.0,10578,21.0,（株）浅賀井製作所,TP-332 ﾊﾝﾖｳ,40,0.87,1,1,4,6.88,13.35,14,12.592857142857143,8,7.0,13.0,14.0,0.13,2.480792857142857,7.2660785714285705,0,0,0,1
158,158,155,35174ECE020,5,534.0,10578,21.0,（株）浅賀井製作所,TP-331 ﾊﾝﾖｳ,90,0.63,3,1,4,6.88,5.933333333333334,6,5.5968253968253965,2,3.0,6.0,10.0,0.13,1.102574603174603,3.2293682539682536,0,0,0,1
159,159,156,35312ECB010,5,411.0,8236,21.0,（株）旭工業所,TP-331 ﾊﾝﾖｳ,63,0.59,1,1,1,1.9,6.523809523809524,7,6.2252456538170815,6,6.0,6.0,10.0,0.0,1.8053212396069536,8.030566893424037,0,0,0,0
160,160,157,01912ECB040,5,945.0,18814,26.0,愛産樹脂工業（株）,TP-342 ﾊﾝﾖｳ,50,0.25,1,1,1,2.12,18.9,19,14.472307692307696,16,16.0,18.0,37.0,0.0,4.515360000000001,18.987667692307696,0,0,0,0
161,161,158,019128GA010,5,945.0,18814,26.0,石黒ゴム工業（株）,TP-342 ﾊﾝﾖｳ,50,1.07,1,1,2,3.64,18.9,19,14.472307692307696,14,8.0,19.0,41.0,0.29,3.357575384615386,14.790698461538465,0,0,1,1
162,162,159,01912ECB010,5,1890.0,37620,26.0,石黒ゴム工業（株）,TP-332 ﾊﾝﾖｳ,300,0.85,1,1,2,3.64,6.3,7,4.823076923076923,6,3.0,6.0,13.0,0.29,1.1189538461538462,4.929184615384616,0,0,1,1
163,163,160,82821CWA030,5,945.0,18810,26.0,石黒ゴム工業（株）,TP-332 ﾊﾝﾖｳ,200,0.83,1,1,2,3.64,4.725,5,3.6173076923076923,3,2.0,5.0,11.0,0.29,0.8392153846153847,3.6968884615384616,0,0,0,1
164,164,161,82821ECB010,5,945.0,18814,26.0,石黒ゴム工業（株）,TP-332 ｾﾝﾖｳ,400,0.83,1,1,2,3.64,2.3625,3,1.8090384615384616,1,0.0,2.0,4.0,0.29,0.4196969230769232,1.848837307692308,0,0,1,1
165,165,162,82821ECB020,5,945.0,18814,26.0,石黒ゴム工業（株）,TP-131 ﾊﾝﾖｳ,200,0.87,1,1,2,3.64,4.725,5,3.618076923076924,4,2.0,5.0,10.0,0.29,0.8393938461538465,3.697674615384616,0,0,1,1
166,166,163,82821ECB040,5,411.0,8236,21.0,石黒ゴム工業（株）,TP-342 ｾﾝﾖｳ,100,0.83,1,1,2,3.64,4.11,5,3.921904761904762,3,2.0,4.0,5.0,0.29,0.9098819047619048,4.008186666666667,0,0,0,1
167,167,164,82821ECB050,5,945.0,18810,26.0,石黒ゴム工業（株）,TP-332 ﾊﾝﾖｳ,100,0.83,1,1,2,3.64,9.45,10,7.234615384615385,7,3.0,9.0,19.0,0.29,1.6784307692307696,7.393776923076923,0,0,1,1
168,168,165,82821ECE010,5,534.0,10577,26.0,石黒ゴム工業（株）,TP-332 ﾊﾝﾖｳ,50,1.07,1,1,2,3.64,10.68,11,8.136153846153848,8,5.0,11.0,35.0,0.29,1.887587692307693,8.315149230769233,0,0,1,1
169,169,166,82821XAE010,5,945.0,18814,26.0,石黒ゴム工業（株）,TP-131 ﾊﾝﾖｳ,100,0.87,1,1,2,3.64,9.45,10,7.236153846153848,8,4.0,9.0,21.0,0.29,1.678787692307693,7.395349230769233,0,0,1,1
170,170,167,2030045013L,5,2424.0,48206,21.0,伊藤金属工業（株）,TP-331 ﾊﾝﾖｳ,2000,0.53,3,1,1,1.96,1.212,2,1.1477619047619048,1,2.0,1.0,3.0,0.0,0.3397375238095238,1.4874994285714287,1,1,0,0
171,171,168,36108ECB010,5,411.0,8236,21.0,（株）オーハシテクニカ,TP-331-5 ﾊﾝﾖｳ,150,0.64,1,1,1,1.97,2.74,3,2.614603174603175,2,2.0,3.0,6.0,0.0,0.7765371428571428,3.3911403174603176,0,0,0,0
172,172,169,35501ECB010,5,411.0,8236,21.0,大橋鉄工（株）,TP-331 ﾊﾝﾖｳ,100,0.6,1,1,1,1.38,4.11,5,3.921904761904762,2,4.0,4.0,5.0,0.0,0.9334133333333334,4.855318095238095,1,0,0,0
173,173,170,9036345A004,5,945.0,18814,21.0,岡谷鋼機（株）,ｻﾝﾎﾞｯｸｽ#9T,90,0.64,1,1,1,2.29,10.5,11,9.954497354497354,9,10.0,10.0,16.0,0.0,3.2750296296296297,13.229526984126984,0,0,0,0
174,174,171,35557ECB010,5,411.0,8236,21.0,小川工業（株）,TP-131 ﾊﾝﾖｳ,46,0.89,1,1,2,4.94,8.934782608695652,9,8.525879917184268,8,4.0,9.0,7.0,0.05,2.532186335403728,7.221420289855075,0,0,1,1
175,175,172,41310ECB010,5,411.0,8236,21.0,（株）オンド,ｻﾝﾎﾞｯｸｽ#24-A,2,0.69,2,1,4,4.0,205.5,206,196.09523809523807,76,221.0,206.0,67.0,0.05,24.51190476190476,83.3404761904762,1,0,0,0
176,176,173,41310ECE010,5,534.0,10578,21.0,（株）オンド,ｻﾝﾎﾞｯｸｽ#24-A,2,0.7,3,1,4,4.0,267.0,267,251.85714285714286,97,198.0,271.0,130.0,0.05,31.482142857142854,107.03928571428571,1,0,0,0
177,177,174,1040043104R,5,1890.0,37628,21.0,（株）ギフ加藤製作所,AW-131 ｾﾝﾖｳ,1000,0.75,3,1,2,3.8,1.89,2,1.7918095238095242,2,1.0,2.0,3.0,0.12,0.4300342857142858,1.5409561904761908,0,0,1,1
178,178,175,35556ECB010,5,411.0,8236,21.0,（株）ギフ加藤製作所,TP-131 ﾊﾝﾖｳ,100,0.75,1,1,2,3.8,4.11,5,3.921904761904762,4,2.0,4.0,4.0,0.12,0.9412571428571428,3.3728380952380954,0,0,1,1
179,179,176,9025006A007,5,822.0,16472,21.0,（株）ギフ加藤製作所,AW-131 ｾﾝﾖｳ,200,0.76,1,1,2,3.8,4.11,5,3.921904761904762,6,3.0,3.0,2.0,0.12,0.9412571428571428,3.3728380952380954,0,0,1,0
180,180,177,33490ECB010,5,411.0,8236,21.0,マレリ（株）,TP-332 ﾊﾝﾖｳ,4,0.82,3,1,2,3.92,102.75,103,98.04761904761904,92,86.0,103.0,39.0,0.23,24.119714285714284,95.6944761904762,0,0,0,0
181,181,178,33490ECE010,5,534.0,10578,21.0,マレリ（株）,TP-332 ﾊﾝﾖｳ,4,0.81,3,1,2,3.92,133.5,134,125.92857142857143,120,129.0,135.0,90.0,0.23,30.97842857142857,122.90628571428572,0,0,0,0
182,182,179,9036628A005,5,411.0,8236,21.0,（株）ジェイテクト,PT- 9 ｾﾝﾖｳ,60,0.62,1,1,1,1.9,6.85,7,6.536507936507936,6,6.0,7.0,10.0,0.0,1.8955873015873013,8.432095238095236,0,0,0,0
183,183,180,9036628A006,5,411.0,8236,21.0,（株）ジェイテクト,PT- 9 ｾﾝﾖｳ,80,0.62,1,1,1,1.9,5.1375,6,4.902380952380953,4,4.0,6.0,9.0,0.0,1.4216904761904765,6.324071428571429,0,0,0,0
184,184,181,9036628A007,5,534.0,10578,21.0,（株）ジェイテクト,PT- 9 ｾﾝﾖｳ,72,0.57,1,1,1,1.9,7.416666666666668,8,6.996031746031746,8,8.0,7.0,15.0,0.0,2.0288492063492067,9.024880952380952,0,0,0,0
185,185,182,9036628A008,5,534.0,10578,21.0,（株）ジェイテクト,PT- 9 ｾﾝﾖｳ,100,0.58,1,1,1,1.9,5.34,6,5.0371428571428565,5,5.0,6.0,11.0,0.0,1.4607714285714284,6.497914285714286,0,0,0,0
186,186,183,9036630A017,5,945.0,18814,21.0,（株）ジェイテクト,PT- 9 ｾﾝﾖｳ,72,0.6,1,1,1,1.9,13.125,14,12.443121693121693,12,12.0,13.0,20.0,0.0,3.6085052910052906,16.051626984126987,0,0,0,0
187,187,184,9036630A018,5,945.0,18814,21.0,（株）ジェイテクト,PT- 9 ｾﾝﾖｳ,38,0.34,3,1,1,1.9,24.86842105263158,25,23.576441102756892,24,23.0,24.0,33.0,0.0,6.837167919799497,30.41360902255639,0,0,0,0
188,188,185,9036652A003,5,534.0,10578,21.0,（株）ジェイテクト,PT- 9 ｾﾝﾖｳ,60,0.57,1,1,1,1.9,8.9,9,8.395238095238097,9,9.0,10.0,16.0,0.0,2.4346190476190483,10.829857142857144,0,0,0,0
189,189,186,9036652A004,5,534.0,10578,21.0,（株）ジェイテクト,PT- 9 ｾﾝﾖｳ,63,0.57,1,1,1,1.9,8.476190476190476,9,7.995464852607711,8,8.0,9.0,14.0,0.0,2.318684807256236,10.314149659863947,0,0,0,0
190,190,187,9036658A001,5,411.0,8236,21.0,（株）ジェイテクト,PT- 9 ｾﾝﾖｳ,45,0.57,1,1,1,1.9,9.133333333333333,10,8.715343915343915,8,8.0,9.0,12.0,0.0,2.527449735449736,11.24279365079365,0,0,0,0
191,191,188,9036658A002,5,411.0,8236,21.0,（株）ジェイテクト,PT- 9 ｾﾝﾖｳ,36,0.59,1,1,1,1.9,11.416666666666664,12,10.894179894179898,10,10.0,11.0,14.0,0.0,3.159312169312169,14.053492063492065,0,0,0,0
192,192,189,9036659A009,5,945.0,18814,21.0,（株）ジェイテクト,PT- 9 ｾﾝﾖｳ,36,0.59,1,1,1,1.9,26.25,27,24.886243386243386,25,23.0,25.0,37.0,0.0,7.217010582010581,32.10325396825397,0,0,0,0
193,193,190,9036659A010,5,945.0,18814,21.0,（株）ジェイテクト,PT- 9 ｾﾝﾖｳ,36,0.59,1,1,1,1.9,26.25,27,24.886243386243386,25,25.0,26.0,38.0,0.0,7.217010582010581,32.10325396825397,0,0,0,0
194,194,191,G9201ECB030,5,411.0,8235,21.0,佐藤工業（株）,ｻﾝﾎﾞｯｸｽ#20B,8,0.78,2,1,2,5.82,51.375,52,49.01785714285714,79,49.0,50.0,8.0,0.05,16.715089285714285,43.67491071428571,0,0,1,0
195,195,192,G9201ECE010,5,534.0,10577,21.0,佐藤工業（株）,ｻﾝﾎﾞｯｸｽ#20B,8,0.86,2,1,2,5.82,66.75,67,62.95833333333334,108,104.0,66.0,61.0,0.05,21.46879166666667,56.09587500000002,0,1,0,0
196,196,193,35198ECE010,5,534.0,10578,21.0,サトープレス工業（株）,AW-331 ｾﾝﾖｳ,200,0.58,1,1,1,1.78,2.67,3,2.5185714285714287,2,2.0,3.0,7.0,0.0,0.7001628571428573,3.218734285714286,0,0,0,0
197,197,194,3548255A010,5,534.0,10578,21.0,サトープレス工業（株）,AW-131 ｾﾝﾖｳ,300,0.57,1,1,1,1.78,1.78,2,1.6790476190476191,1,1.0,2.0,7.0,0.0,0.4667752380952382,2.145822857142857,0,0,0,1
198,198,195,35595ECB010,5,411.0,8236,21.0,サトープレス工業（株）,TP-131 ｾﾝﾖｳ,40,0.57,1,1,1,1.78,10.275,11,9.804761904761904,7,7.0,10.0,13.0,0.0,2.7257238095238097,12.530485714285714,0,0,0,0
199,199,196,5040056001E,5,2055.0,41180,21.0,サトープレス工業（株）,AW-131 ｾﾝﾖｳ,300,0.58,3,1,1,1.78,6.85,7,6.536507936507936,8,8.0,5.0,7.0,0.0,1.8171492063492063,8.353657142857143,0,0,0,0
200,200,197,9033904A002,5,945.0,18814,21.0,サトープレス工業（株）,AW-131 ｾﾝﾖｳ,1000,0.61,1,1,1,1.78,0.945,1,0.8959047619047621,1,1.0,0.0,4.0,0.0,0.2490615238095239,1.1449662857142857,0,0,0,0
201,201,198,9033904A003,5,822.0,16472,21.0,サトープレス工業（株）,AW-131 ｾﾝﾖｳ,2000,0.6,3,1,1,1.78,0.411,1,0.3921904761904762,1,1.0,0.0,4.0,0.0,0.1090289523809524,0.5012194285714286,0,1,0,0
