,Unnamed: 0,品番,日付,日量数,仕入先名/工場名,箱種類,収容数,基準在庫日数,基準在庫枚数,A,B,C,日量数（箱）,日量数（箱）_切り上げ,検収数,入庫数（箱）,出庫数（箱）,在庫数（箱）,不等ピッチ係数日
2231,2187,9036628A005,25,384.0,（株）ジェイテクト,PT- 9 ｾﾝﾖｳ,60.0,0.62,1,1,1,1.9,6.4,7,8,8.0,4.0,8.0,0.0
2232,2188,9036628A006,25,384.0,（株）ジェイテクト,PT- 9 ｾﾝﾖｳ,80.0,0.62,1,1,1,1.9,4.8,5,6,6.0,3.0,7.0,0.0
2233,2189,9036628A007,25,493.0,（株）ジェイテクト,PT- 9 ｾﾝﾖｳ,72.0,0.57,1,1,1,1.9,6.847222222222222,7,7,7.0,4.0,10.0,0.0
2234,2190,9036628A008,25,493.0,（株）ジェイテクト,PT- 9 ｾﾝﾖｳ,100.0,0.58,1,1,1,1.9,4.93,5,6,6.0,3.0,8.0,0.0
2235,2191,9036630A017,25,877.0,（株）ジェイテクト,PT- 9 ｾﾝﾖｳ,72.0,0.6,1,1,1,1.9,12.180555555555555,13,14,14.0,7.0,17.0,0.0
2236,2192,9036630A018,25,877.0,（株）ジェイテクト,PT- 9 ｾﾝﾖｳ,38.0,0.34,3,1,1,1.9,23.078947368421048,24,25,25.0,13.0,26.0,0.0
2237,2193,9036652A003,25,493.0,（株）ジェイテクト,PT- 9 ｾﾝﾖｳ,60.0,0.57,1,1,1,1.9,8.216666666666667,9,9,9.0,4.0,13.0,0.0
2238,2194,9036652A004,25,493.0,（株）ジェイテクト,PT- 9 ｾﾝﾖｳ,63.0,0.57,1,1,1,1.9,7.825396825396825,8,9,9.0,5.0,12.0,0.0
2239,2195,9036658A001,25,384.0,（株）ジェイテクト,PT- 9 ｾﾝﾖｳ,45.0,0.57,1,1,1,1.9,8.533333333333333,9,9,9.0,4.0,8.0,0.0
2240,2196,9036658A002,25,384.0,（株）ジェイテクト,PT- 9 ｾﾝﾖｳ,36.0,0.59,1,1,1,1.9,10.666666666666666,11,12,12.0,7.0,11.0,0.0
2241,2197,9036659A009,25,877.0,（株）ジェイテクト,PT- 9 ｾﾝﾖｳ,36.0,0.59,1,1,1,1.9,24.36111111111111,25,27,27.0,14.0,32.0,0.0
2242,2198,9036659A010,25,877.0,（株）ジェイテクト,PT- 9 ｾﾝﾖｳ,36.0,0.59,1,1,1,1.9,24.36111111111111,25,28,28.0,14.0,32.0,0.0
2243,2199,G9201ECB030,25,384.0,佐藤工業（株）,ｻﾝﾎﾞｯｸｽ#20B,8.0,0.78,2,1,2,5.82,48.0,48,51,68.0,28.0,62.0,0.05
2244,2200,G9201ECE010,25,493.0,佐藤工業（株）,ｻﾝﾎﾞｯｸｽ#20B,8.0,0.86,2,1,2,5.82,61.625,62,60,60.0,35.0,51.0,0.05
2245,2201,35198ECE010,25,493.0,サトープレス工業（株）,AW-331 ｾﾝﾖｳ,200.0,0.58,1,1,1,1.78,2.465,3,2,2.0,2.0,6.0,0.0
2246,2202,3548255A010,25,493.0,サトープレス工業（株）,AW-131 ｾﾝﾖｳ,300.0,0.57,1,1,1,1.78,1.643333333333333,2,2,2.0,1.0,4.0,0.0
2247,2203,35595ECB010,25,384.0,サトープレス工業（株）,TP-131 ｾﾝﾖｳ,40.0,0.57,1,1,1,1.78,9.6,10,11,11.0,6.0,11.0,0.0
2248,2204,5040056001E,25,,サトープレス工業（株）,AW-131 ｾﾝﾖｳ,300.0,0.58,3,1,1,1.78,0.0,0,8,8.0,3.0,8.0,0.0
2249,2205,9033106A003,25,493.0,サトープレス工業（株）,AW-131 ｾﾝﾖｳ,,0.67,3,1,1,1.78,0.0,0,2,1.0,0.0,1.0,0.0
2250,2206,9033904A002,25,877.0,サトープレス工業（株）,AW-131 ｾﾝﾖｳ,,0.61,1,1,1,1.78,0.0,0,1,1.0,1.0,2.0,0.0
2251,2207,35145ECB010,25,384.0,三共鋼業（株）,AW-131 ｾﾝﾖｳ,100.0,0.62,3,1,1,1.74,3.84,4,4,4.0,2.0,8.0,0.0
2252,2208,35145ECE010,25,493.0,三共鋼業（株）,AW-131 ｾﾝﾖｳ,100.0,0.65,1,1,1,1.74,4.93,5,5,5.0,3.0,7.0,0.0
2253,2209,35195ECE010,25,986.0,三共鋼業（株）,TP-131 ﾊﾝﾖｳ,400.0,0.62,3,1,1,1.74,2.465,3,3,3.0,2.0,8.0,0.0
2254,2210,35195TFG010,25,986.0,三共鋼業（株）,TP-131 ﾊﾝﾖｳ,400.0,0.62,1,1,1,1.74,2.465,3,3,3.0,2.0,6.0,0.0
2255,2211,35771ECB010,25,384.0,アイシン機工（株）,TP-341 ﾊﾝﾖｳ,4.0,0.78,3,1,6,4.92,96.0,96,76,40.0,54.0,30.0,0.12
2256,2212,35771ECE010,25,493.0,アイシン機工（株）,TP-341 ﾊﾝﾖｳ,6.0,0.78,2,1,6,4.92,82.16666666666667,83,55,33.0,48.0,43.0,0.12
2257,2213,35141ECB010,25,384.0,（株）アイシン福井,Aﾊﾟﾚ ﾊﾝﾖｳ,16.0,0.62,3,1,24,19.68,24.0,24,19,0.0,0.0,,
2258,2214,35141ECE010,25,493.0,（株）アイシン福井,Aﾊﾟﾚ ﾊﾝﾖｳ,20.0,0.63,3,1,24,19.68,24.65,25,17,0.0,0.0,,
2259,2215,39171ECB010,25,384.0,（株）アイシン福井,Aﾊﾟﾚ ﾊﾝﾖｳ,16.0,0.62,3,1,24,19.68,24.0,24,18,0.0,0.0,,
2260,2216,39171ECE010,25,493.0,（株）アイシン福井,Aﾊﾟﾚ ﾊﾝﾖｳ,20.0,0.63,3,1,24,19.68,24.65,25,17,0.0,0.0,,
2261,2217,01912ECB060,25,384.0,新光ゴム工業（株）,TP-331 ﾊﾝﾖｳ,400.0,0.78,1,1,1,3.25,0.96,1,1,1.0,0.0,1.0,0.0
2262,2218,2030052002N,25,877.0,（株）杉浦製作所,TP-331 ﾊﾝﾖｳ,300.0,0.5,3,1,2,1.06,2.9233333333333333,3,4,2.0,2.0,4.0,0.12
2263,2219,9034108A006,25,,（株）杉浦製作所,TP-331 ﾊﾝﾖｳ,,0.53,3,1,2,1.06,0.0,0,4,2.0,2.0,5.0,0.12
2264,2220,9034118090,25,877.0,（株）杉浦製作所,TP-331 ﾊﾝﾖｳ,300.0,0.54,3,1,2,1.06,2.9233333333333333,3,3,1.0,1.0,6.0,0.12
2265,2221,3559850A010,25,384.0,アイコー（株）,AW-131 ｾﾝﾖｳ,100.0,0.9,1,1,2,3.92,3.84,4,4,2.0,2.0,1.0,0.32
2266,2222,9034118060,25,493.0,住友商事（株）鉄鋼部輸送機材,TP-331 ﾊﾝﾖｳ,300.0,0.74,1,1,1,3.0,1.643333333333333,2,2,0.0,1.0,4.0,0.0
2267,2223,G1174ECB010,25,384.0,住友電装（株）,TP-362 ﾊﾝﾖｳ,50.0,0.85,1,1,1,2.28,7.68,8,9,0.0,4.0,4.0,0.0
2268,2223,G1174ECB010,25,384.0,住友電装（株）,TP-362 ﾊﾝﾖｳ,50.0,0.85,1,1,1,2.28,7.68,8,9,0.0,4.0,4.0,0.0
2269,2224,G1174ECE010,25,493.0,住友電装（株）,TP-362 ﾊﾝﾖｳ,50.0,0.87,1,1,1,2.28,9.86,10,10,0.0,6.0,10.0,0.0
2270,2224,G1174ECE010,25,493.0,住友電装（株）,TP-362 ﾊﾝﾖｳ,50.0,0.87,1,1,1,2.28,9.86,10,10,0.0,6.0,10.0,0.0
2271,2225,82824ECE010,25,493.0,住友電装（株）,TP-332 ﾊﾝﾖｳ,45.0,0.36,1,1,1,3.25,10.955555555555556,11,11,11.0,7.0,16.0,0.0
2272,2225,82824ECE010,25,493.0,住友電装（株）,TP-332 ﾊﾝﾖｳ,45.0,0.36,1,1,1,3.25,10.955555555555556,11,11,11.0,7.0,16.0,0.0
2273,2226,G1144ECB010,25,384.0,住友電気工業（株）,TP-331 ﾊﾝﾖｳ,6.0,0.63,2,1,1,2.28,64.0,64,75,0.0,36.0,13.0,0.0
2274,2227,G117362010,25,877.0,多摩川精機販売（株）,TP-331-5 ﾊﾝﾖｳ,18.0,0.85,1,1,1,3.05,48.72222222222222,49,55,55.0,29.0,83.0,0.0
2275,2228,3519510A010,25,384.0,中庸スプリング（株）,AW-131 ｾﾝﾖｳ,600.0,0.63,1,1,2,2.34,0.64,1,1,0.0,0.0,2.0,0.1
2276,2229,35505ECB010,25,384.0,中庸スプリング（株）,AW-131 ｾﾝﾖｳ,24.0,0.81,1,1,2,2.34,16.0,16,18,10.0,9.0,12.0,0.1
2277,2230,9094906A012,25,,中庸スプリング（株）,TP-131 ﾊﾝﾖｳ,500.0,0.59,3,1,2,2.34,0.0,0,4,3.0,3.0,7.0,0.1
2278,2231,34989ECB010,25,240.0,（株）槌屋,TP-131 ﾊﾝﾖｳ,500.0,0.81,1,1,1,2.33,0.48,1,1,0.0,0.0,1.0,0.0
2279,2232,34989ECB020,25,877.0,（株）槌屋,TP-131 ﾊﾝﾖｳ,500.0,0.81,1,1,1,2.33,1.754,2,2,0.0,1.0,6.0,0.0
2280,2233,34989ECB030,25,877.0,（株）槌屋,TP-131 ﾊﾝﾖｳ,,0.8,1,1,1,2.33,0.0,0,1,0.0,1.0,3.0,0.0
2281,2234,34989ECC010,25,144.0,（株）槌屋,TP-131 ﾊﾝﾖｳ,500.0,0.78,1,1,1,2.33,0.28800000000000003,1,1,0.0,0.0,2.0,0.0
2282,2235,34989ECE020,25,223.0,（株）槌屋,TP-131 ﾊﾝﾖｳ,500.0,0.82,1,1,1,2.33,0.446,1,1,0.0,1.0,1.0,0.0
2283,2236,9050827A011,25,384.0,（株）東郷製作所,TP-331 ﾊﾝﾖｳ,200.0,0.78,1,1,8,11.12,1.92,2,2,2.0,1.0,3.0,0.08
2284,2237,2030044001J,25,384.0,ＮＯＫ（株）,TP-131 ﾊﾝﾖｳ,400.0,0.54,1,1,2,3.52,0.96,1,1,0.0,1.0,1.0,0.03
2285,2238,9030106A018,25,,ＮＯＫ（株）,TP-131 ﾊﾝﾖｳ,,0.56,3,1,2,3.52,0.0,0,4,2.0,1.0,4.0,0.03
2286,2239,9030111A014,25,,ＮＯＫ（株）,TP-131 ﾊﾝﾖｳ,,0.56,3,1,2,3.52,0.0,0,4,3.0,2.0,8.0,0.03
2287,2240,9030115A011,25,986.0,ＮＯＫ（株）,TP-131 ﾊﾝﾖｳ,,0.56,1,1,2,3.52,0.0,0,1,1.0,1.0,4.0,0.03
2288,2241,9030117A010,25,,ＮＯＫ（株）,TP-131 ﾊﾝﾖｳ,,0.54,3,1,2,3.52,0.0,0,1,0.0,1.0,4.0,0.03
2289,2242,9030119A010,25,986.0,ＮＯＫ（株）,TP-131 ﾊﾝﾖｳ,,0.58,1,1,2,3.52,0.0,0,1,1.0,0.0,2.0,0.03
2290,2243,9030119A011,25,768.0,ＮＯＫ（株）,TP-131 ﾊﾝﾖｳ,200.0,0.54,1,1,2,3.52,3.84,4,4,2.0,3.0,3.0,0.03
2291,2244,9031150A014,25,877.0,ＮＯＫ（株）,B-24,84.0,0.54,1,1,2,3.52,10.44047619047619,11,13,6.0,6.0,7.0,0.03
2292,2245,9031150A015,25,877.0,ＮＯＫ（株）,B-24,84.0,0.53,1,1,2,3.52,10.44047619047619,11,11,5.0,6.0,7.0,0.03
2293,2246,G1250ECB010,25,240.0,（株）バルカー,TP-332.5ｾﾝﾖｳ,60.0,0.87,1,1,2,6.2,4.0,4,5,5.0,3.0,6.0,0.24
2294,2247,G1250ECC010,25,144.0,（株）バルカー,TP-332.5ｾﾝﾖｳ,60.0,0.87,1,1,2,6.2,2.4,3,3,3.0,1.0,4.0,0.24
2295,2248,G1250ECE010,25,493.0,（株）バルカー,TP-332.5ｾﾝﾖｳ,60.0,0.88,1,1,2,6.2,8.216666666666667,9,9,9.0,4.0,16.0,0.24
2296,2249,9036324A003,25,384.0,日本精工（株）,T-10 ﾊﾝﾖｳ,22.0,0.73,1,1,8,9.0,17.454545454545453,18,13,14.0,10.0,12.0,0.09
2297,2250,9036324A004,25,877.0,日本精工（株）,T-10 ﾊﾝﾖｳ,30.0,0.73,1,1,8,9.0,29.23333333333333,30,21,21.0,17.0,25.0,0.09
2298,2251,9036324A005,25,493.0,日本精工（株）,T-10 ｾﾝﾖｳ,22.0,0.68,1,1,8,9.0,22.40909090909091,23,14,15.0,13.0,22.0,0.09
2299,2252,9036340A010,25,,日本精工（株）,T-10 ｾﾝﾖｳ,80.0,0.73,3,1,8,9.0,0.0,0,15,16.0,13.0,21.0,0.09
2300,2253,35165ECE010,25,493.0,（株）松尾製作所,TP-131 ﾊﾝﾖｳ,200.0,0.63,1,1,1,1.21,2.465,3,2,0.0,1.0,4.0,0.0
2301,2254,9025006027,25,877.0,（株）水野鉄工所,TP-131 ﾊﾝﾖｳ,,0.62,3,1,1,1.81,0.0,0,2,1.0,0.0,4.0,0.0
2302,2255,82125ECB010,25,384.0,矢崎総業（株）,TP-332 ﾊﾝﾖｳ,100.0,0.58,1,1,1,1.79,3.84,4,4,4.0,3.0,5.0,0.0
2303,2256,82125ECE010,25,493.0,矢崎総業（株）,TP-332 ﾊﾝﾖｳ,100.0,0.58,1,1,1,1.79,4.93,5,5,5.0,3.0,7.0,0.0
2304,2257,82824ECB010,25,384.0,矢崎総業（株）,TP-331 ﾊﾝﾖｳ,32.0,0.57,1,1,1,1.79,12.0,12,14,14.0,7.0,15.0,0.0
2305,2258,82824ECB020,25,877.0,矢崎総業（株）,TP-331 ｾﾝﾖｳ,40.0,0.58,1,1,1,1.79,21.925,22,25,25.0,13.0,27.0,0.0
2306,2259,G1144ECE010,25,493.0,矢崎総業（株）,TP-331 ﾊﾝﾖｳ,8.0,0.58,2,1,1,1.79,61.625,62,67,67.0,36.0,88.0,0.0
2307,2260,35847ECB010,25,384.0,（株）メタルテック,TP-332 ﾊﾝﾖｳ,80.0,0.51,1,1,1,1.9,4.8,5,7,6.0,4.0,5.0,0.0
2308,2261,35847ECB020,25,384.0,（株）メタルテック,TP-332 ﾊﾝﾖｳ,70.0,0.5,1,1,1,1.9,5.485714285714287,6,7,7.0,3.0,8.0,0.0
2309,2262,35847ECE010,25,493.0,（株）メタルテック,TP-332 ﾊﾝﾖｳ,40.0,0.5,1,1,1,1.9,12.325,13,13,12.0,7.0,18.0,0.0
2310,2263,35847ECE020,25,493.0,（株）メタルテック,TP-332 ﾊﾝﾖｳ,60.0,0.49,1,1,1,1.9,8.216666666666667,9,8,8.0,5.0,13.0,0.0
2311,2264,35882ECB010,25,384.0,（株）メタルテック,TP-332 ﾊﾝﾖｳ,50.0,0.5,1,1,1,1.9,7.68,8,10,9.0,5.0,7.0,0.0
2312,2265,35441ECB010,25,877.0,（株）ニフコ,TP-331 ﾊﾝﾖｳ,48.0,0.67,3,1,1,2.14,18.27083333333333,19,21,21.0,11.0,35.0,0.0
2313,2266,35441TFA010,25,384.0,（株）ニフコ,TP-331 ﾊﾝﾖｳ,100.0,0.67,1,1,1,2.14,3.84,4,5,5.0,2.0,7.0,0.0
2314,2267,35409ECB010,25,384.0,サンコール（株）,AW-131 ｾﾝﾖｳ,200.0,0.66,1,1,1,2.26,1.92,2,2,0.0,1.0,2.0,0.0
2315,2268,35300ECB010,26,877.0,アイシン精機（株）,TP-341 ﾊﾝﾖｳ,12.0,0.91,3,1,4,8.04,73.08333333333333,74,82,89.0,83.0,118.0,0.14
2316,2269,35580ECB011,26,384.0,アイシン精機（株）,TP-342 ｾﾝﾖｳ,6.0,0.9,3,1,4,8.04,64.0,64,75,55.0,76.0,80.0,0.14
2317,2270,1040052001Z,26,493.0,（株）青山製作所,TP-131 ﾊﾝﾖｳ,200.0,0.53,3,1,6,5.76,2.465,3,4,4.0,4.0,4.0,0.08
2318,2271,1040183011P,26,,（株）青山製作所,TP-331 ﾊﾝﾖｳ,500.0,0.54,1,1,6,5.76,0.0,0,2,2.0,3.0,1.0,0.08
2319,2272,3040052001B,26,,（株）青山製作所,TP-331 ﾊﾝﾖｳ,500.0,0.52,3,1,6,5.76,0.0,0,5,11.0,9.0,3.0,0.08
2320,2273,9010506A003,26,,（株）青山製作所,TP-331 ﾊﾝﾖｳ,,0.52,1,1,6,5.76,0.0,0,2,1.0,0.0,1.0,0.08
2321,2274,9010506A089,26,,（株）青山製作所,TP-331 ﾊﾝﾖｳ,,0.5,3,1,6,5.76,0.0,0,2,1.0,1.0,3.0,0.08
2322,2275,9010508A014,26,,（株）青山製作所,TP-331 ﾊﾝﾖｳ,500.0,0.54,3,1,6,5.76,0.0,0,62,75.0,92.0,23.0,0.08
2323,2276,9010508A042,26,,（株）青山製作所,TP-331 ﾊﾝﾖｳ,300.0,0.53,1,1,6,5.76,0.0,0,3,5.0,7.0,1.0,0.08
2324,2277,9010512A018,26,,（株）青山製作所,TP-331 ﾊﾝﾖｳ,200.0,0.74,3,1,6,5.76,0.0,0,61,66.0,70.0,26.0,0.08
2325,2278,9011906A065,26,,（株）青山製作所,TP-331 ﾊﾝﾖｳ,,0.53,1,1,6,5.76,0.0,0,2,2.0,3.0,2.0,0.08
2326,2279,9014908A008,26,,（株）青山製作所,TP-331 ﾊﾝﾖｳ,800.0,0.52,1,1,6,5.76,0.0,0,2,3.0,4.0,7.0,0.08
2327,2280,9015905A007,26,,（株）青山製作所,TP-331 ﾊﾝﾖｳ,,0.53,3,1,6,5.76,0.0,0,1,2.0,3.0,4.0,0.08
2328,2281,9015906A021,26,,（株）青山製作所,TP-331 ﾊﾝﾖｳ,,0.52,3,1,6,5.76,0.0,0,6,6.0,6.0,5.0,0.08
2329,2282,9015906A022,26,,（株）青山製作所,TP-331 ﾊﾝﾖｳ,,0.51,3,1,6,5.76,0.0,0,9,9.0,10.0,6.0,0.08
2330,2283,9015906A023,26,,（株）青山製作所,TP-331 ﾊﾝﾖｳ,,0.52,3,1,6,5.76,0.0,0,1,2.0,2.0,6.0,0.08
2331,2284,9034118A024,26,493.0,（株）青山製作所,TP-131 ﾊﾝﾖｳ,200.0,0.52,3,1,6,5.76,2.465,3,2,2.0,2.0,5.0,0.08
2332,2285,9093003179,26,877.0,（株）青山製作所,TP-331 ﾊﾝﾖｳ,500.0,0.5,1,1,6,5.76,1.754,2,2,2.0,2.0,5.0,0.08
2333,2286,9155180614,26,,（株）青山製作所,TP-331 ﾊﾝﾖｳ,,0.54,3,1,6,5.76,0.0,0,4,3.0,4.0,3.0,0.08
2334,2287,9155180640,26,,（株）青山製作所,TP-331 ﾊﾝﾖｳ,,0.54,3,1,6,5.76,0.0,0,2,3.0,2.0,6.0,0.08
2335,2288,9161140614,26,,（株）青山製作所,TP-331 ﾊﾝﾖｳ,,0.52,3,1,6,5.76,0.0,0,6,5.0,7.0,2.0,0.08
2336,2289,9167180618,26,,（株）青山製作所,TP-331 ﾊﾝﾖｳ,,0.53,3,1,6,5.76,0.0,0,6,4.0,3.0,4.0,0.08
2337,2290,G1163ECB010,26,720.0,（株）青山製作所,TP-331 ﾊﾝﾖｳ,80.0,0.54,1,1,6,5.76,9.0,9,9,8.0,11.0,3.0,0.08
2338,2291,G1163ECE010,26,,（株）青山製作所,TP-331 ﾊﾝﾖｳ,100.0,0.53,1,1,6,5.76,0.0,0,17,19.0,21.0,12.0,0.08
2339,2292,35145ECE020,26,493.0,（株）浅賀井製作所,TP-131 ﾊﾝﾖｳ,100.0,0.65,1,1,4,6.88,4.93,5,5,4.0,5.0,4.0,0.13
2340,2293,35174ECB010,26,384.0,（株）浅賀井製作所,TP-332 ﾊﾝﾖｳ,20.0,0.87,1,1,4,6.88,19.2,20,18,23.0,21.0,13.0,0.13
2341,2294,35174ECE010,26,493.0,（株）浅賀井製作所,TP-332 ﾊﾝﾖｳ,40.0,0.87,1,1,4,6.88,12.325,13,11,13.0,14.0,13.0,0.13
2342,2295,35174ECE020,26,493.0,（株）浅賀井製作所,TP-331 ﾊﾝﾖｳ,90.0,0.63,3,1,4,6.88,5.477777777777778,6,5,7.0,6.0,11.0,0.13
2343,2296,35312ECB010,26,384.0,（株）旭工業所,TP-331 ﾊﾝﾖｳ,63.0,0.59,1,1,1,1.9,6.095238095238094,7,6,8.0,7.0,4.0,0.0
2344,2297,01912ECB040,26,877.0,愛産樹脂工業（株）,TP-342 ﾊﾝﾖｳ,50.0,0.25,1,1,1,2.12,17.54,18,19,19.0,20.0,31.0,0.0
2345,2298,019128GA010,26,877.0,石黒ゴム工業（株）,TP-342 ﾊﾝﾖｳ,50.0,1.07,1,1,2,3.64,17.54,18,22,32.0,19.0,39.0,0.29
2346,2299,01912ECB010,26,,石黒ゴム工業（株）,TP-332 ﾊﾝﾖｳ,300.0,0.85,1,1,2,3.64,0.0,0,7,10.0,6.0,14.0,0.29
2347,2300,82821CWA030,26,877.0,石黒ゴム工業（株）,TP-332 ﾊﾝﾖｳ,200.0,0.83,1,1,2,3.64,4.385,5,5,8.0,5.0,11.0,0.29
2348,2301,82821ECB010,26,877.0,石黒ゴム工業（株）,TP-332 ｾﾝﾖｳ,400.0,0.83,1,1,2,3.64,2.1925,3,3,4.0,2.0,6.0,0.29
2349,2302,82821ECB020,26,877.0,石黒ゴム工業（株）,TP-131 ﾊﾝﾖｳ,200.0,0.87,1,1,2,3.64,4.385,5,5,7.0,5.0,11.0,0.29
2350,2303,82821ECB040,26,384.0,石黒ゴム工業（株）,TP-342 ｾﾝﾖｳ,100.0,0.83,1,1,2,3.64,3.84,4,4,6.0,4.0,4.0,0.29
2351,2304,82821ECB050,26,877.0,石黒ゴム工業（株）,TP-332 ﾊﾝﾖｳ,100.0,0.83,1,1,2,3.64,8.77,9,10,13.0,10.0,17.0,0.29
2352,2305,82821ECE010,26,493.0,石黒ゴム工業（株）,TP-332 ﾊﾝﾖｳ,50.0,1.07,1,1,2,3.64,9.86,10,11,15.0,11.0,32.0,0.29
2353,2306,82821XAE010,26,877.0,石黒ゴム工業（株）,TP-131 ﾊﾝﾖｳ,100.0,0.87,1,1,2,3.64,8.77,9,10,15.0,10.0,21.0,0.29
2354,2307,82821XAE020,26,384.0,石黒ゴム工業（株）,TP-332 ﾊﾝﾖｳ,400.0,0.81,1,1,2,3.64,0.96,1,2,3.0,1.0,3.0,0.29
2355,2308,2030045013L,26,,伊藤金属工業（株）,TP-331 ﾊﾝﾖｳ,,0.53,3,1,1,1.96,0.0,0,1,2.0,1.0,2.0,0.0
2356,2309,36108ECB010,26,384.0,（株）オーハシテクニカ,TP-331-5 ﾊﾝﾖｳ,150.0,0.64,1,1,1,1.97,2.56,3,2,3.0,3.0,3.0,0.0
2357,2310,35501ECB010,26,384.0,大橋鉄工（株）,TP-331 ﾊﾝﾖｳ,100.0,0.6,1,1,1,1.38,3.84,4,4,4.0,5.0,3.0,0.0
2358,2311,9036345A004,26,877.0,岡谷鋼機（株）,ｻﾝﾎﾞｯｸｽ#9T,90.0,0.64,1,1,1,2.29,9.744444444444444,10,10,11.0,11.0,10.0,0.0
2359,2312,35557ECB010,26,384.0,小川工業（株）,TP-131 ﾊﾝﾖｳ,46.0,0.89,1,1,2,4.94,8.347826086956523,9,13,13.0,11.0,12.0,0.05
2360,2313,41310ECB010,26,384.0,（株）オンド,ｻﾝﾎﾞｯｸｽ#24-A,2.0,0.69,2,1,4,4.0,192.0,192,212,235.0,222.0,96.0,0.05
2361,2314,41310ECE010,26,493.0,（株）オンド,ｻﾝﾎﾞｯｸｽ#24-A,2.0,0.7,3,1,4,4.0,246.5,247,266,241.0,276.0,114.0,0.05
2362,2315,1040043104R,26,,（株）ギフ加藤製作所,AW-131 ｾﾝﾖｳ,,0.75,3,1,2,3.8,0.0,0,3,4.0,2.0,5.0,0.12
2363,2316,35556ECB010,26,384.0,（株）ギフ加藤製作所,TP-131 ﾊﾝﾖｳ,100.0,0.75,1,1,2,3.8,3.84,4,5,8.0,5.0,6.0,0.12
2364,2317,9025006A007,26,768.0,（株）ギフ加藤製作所,AW-131 ｾﾝﾖｳ,200.0,0.76,1,1,2,3.8,3.84,4,5,8.0,5.0,4.0,0.12
2365,2318,33490ECB010,26,384.0,マレリ（株）,TP-332 ﾊﾝﾖｳ,4.0,0.82,3,1,2,3.92,96.0,96,122,73.0,109.0,50.0,0.23
2366,2319,33490ECE010,26,493.0,マレリ（株）,TP-332 ﾊﾝﾖｳ,4.0,0.81,3,1,2,3.92,123.25,124,152,107.0,136.0,109.0,0.23
2367,2320,9036628A005,26,384.0,（株）ジェイテクト,PT- 9 ｾﾝﾖｳ,60.0,0.62,1,1,1,1.9,6.4,7,7,7.0,8.0,7.0,0.0
2368,2321,9036628A006,26,384.0,（株）ジェイテクト,PT- 9 ｾﾝﾖｳ,80.0,0.62,1,1,1,1.9,4.8,5,5,5.0,6.0,6.0,0.0
2369,2322,9036628A007,26,493.0,（株）ジェイテクト,PT- 9 ｾﾝﾖｳ,72.0,0.57,1,1,1,1.9,6.847222222222222,7,7,7.0,7.0,10.0,0.0
2370,2323,9036628A008,26,493.0,（株）ジェイテクト,PT- 9 ｾﾝﾖｳ,100.0,0.58,1,1,1,1.9,4.93,5,4,4.0,6.0,6.0,0.0
2371,2324,9036630A017,26,877.0,（株）ジェイテクト,PT- 9 ｾﾝﾖｳ,72.0,0.6,1,1,1,1.9,12.180555555555555,13,12,12.0,13.0,16.0,0.0
2372,2325,9036630A018,26,877.0,（株）ジェイテクト,PT- 9 ｾﾝﾖｳ,38.0,0.34,3,1,1,1.9,23.078947368421048,24,24,24.0,26.0,23.0,0.0
2373,2326,9036652A003,26,493.0,（株）ジェイテクト,PT- 9 ｾﾝﾖｳ,60.0,0.57,1,1,1,1.9,8.216666666666667,9,8,8.0,9.0,12.0,0.0
2374,2327,9036652A004,26,493.0,（株）ジェイテクト,PT- 9 ｾﾝﾖｳ,63.0,0.57,1,1,1,1.9,7.825396825396825,8,7,7.0,8.0,11.0,0.0
2375,2328,9036658A001,26,384.0,（株）ジェイテクト,PT- 9 ｾﾝﾖｳ,45.0,0.57,1,1,1,1.9,8.533333333333333,9,10,10.0,9.0,8.0,0.0
2376,2329,9036658A002,26,384.0,（株）ジェイテクト,PT- 9 ｾﾝﾖｳ,36.0,0.59,1,1,1,1.9,10.666666666666666,11,12,12.0,12.0,11.0,0.0
2377,2330,9036659A009,26,877.0,（株）ジェイテクト,PT- 9 ｾﾝﾖｳ,36.0,0.59,1,1,1,1.9,24.36111111111111,25,26,25.0,28.0,29.0,0.0
2378,2331,9036659A010,26,877.0,（株）ジェイテクト,PT- 9 ｾﾝﾖｳ,36.0,0.59,1,1,1,1.9,24.36111111111111,25,26,26.0,28.0,30.0,0.0
2379,2332,35352ECB010,26,384.0,五興商事（株）,TP-331 ﾊﾝﾖｳ,504.0,0.64,1,1,1,1.97,0.7619047619047619,1,1,1.0,1.0,2.0,0.0
2380,2333,G9201ECB030,26,384.0,佐藤工業（株）,ｻﾝﾎﾞｯｸｽ#20B,8.0,0.78,2,1,2,5.82,48.0,48,54,0.0,54.0,8.0,0.05
2381,2334,G9201ECE010,26,493.0,佐藤工業（株）,ｻﾝﾎﾞｯｸｽ#20B,8.0,0.86,2,1,2,5.82,61.625,62,66,59.0,68.0,34.0,0.05
2382,2335,35198ECE010,26,493.0,サトープレス工業（株）,AW-331 ｾﾝﾖｳ,200.0,0.58,1,1,1,1.78,2.465,3,3,3.0,2.0,7.0,0.0
2383,2336,3548255A010,26,493.0,サトープレス工業（株）,AW-131 ｾﾝﾖｳ,300.0,0.57,1,1,1,1.78,1.643333333333333,2,2,2.0,2.0,4.0,0.0
2384,2337,35482TFA010,26,384.0,サトープレス工業（株）,TP-131 ﾊﾝﾖｳ,,0.66,1,1,1,1.78,0.0,0,1,1.0,0.0,2.0,0.0
