,品番,Year,Week_Number,在庫数（箱）,入庫数（箱）,出庫数（箱）,基準在庫日数,基準在庫枚数,箱種類,A,B,C,収容数,納入便,社内LT（検収～回収LT）,日量数（箱数）,仕入先名,かんばん数,実績LT/設計値LT,順立装置在庫量/設計値MIN,不等ピッチ,順立装置在庫量/設計値MAX,OPERATION_RATE,KAKO_CNT
420,9052409A003    ,2023,38,1.0,0.0,0.0,0.78,1.0,ＴＰ３３１フタナシ,1.0,8.0,11.12,500,5.5,5.55,0.8069999999999999,（株）東郷製作所,4,7.115384615384615,8.179256587368775,0.08,0.12018535099195318,97.085,450.0
421,9056439A005    ,2023,38,13.0,0.0,0.0,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,5.225,3.08,（株）ムロコーポレーション,14,5.618279569892472,24.397567750168903,0.0,0.4704763811282672,97.085,450.0
422,9056439A006    ,2023,38,4.0,0.0,0.0,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,6.26,1.1,（株）ムロコーポレーション,8,6.731182795698924,21.0194429847609,0.0,0.18038784571720462,97.085,450.0
423,9056450A002    ,2023,38,7.0,0.0,0.0,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,3.4899999999999998,0.84,（株）ムロコーポレーション,13,3.7526881720430105,48.16955684007708,0.0,0.14270698935860726,97.085,450.0
424,9056451A084    ,2023,38,12.0,0.0,0.0,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,7.609999999999999,0.95,（株）ムロコーポレーション,1,8.18279569892473,73.01490721022209,0.0,0.1621349778006226,97.085,450.0
425,9056451A087    ,2023,38,6.0,0.0,0.0,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,6.94,0.16,（株）ムロコーポレーション,1,7.462365591397849,216.76300578034682,0.0,0.02765856350693958,97.085,450.0
426,9056455A042    ,2023,38,11.0,0.0,0.0,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,5.62,0.54,（株）ムロコーポレーション,1,6.043010752688172,117.74780560907728,0.0,0.09297230336788943,97.085,450.0
427,9056455A045    ,2023,38,7.0,0.0,0.0,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,3.625,0.49,（株）ムロコーポレーション,3,3.897849462365591,82.57638315441783,0.0,0.08424510288320146,97.085,450.0
428,9056457A135    ,2023,38,11.0,0.0,0.0,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,6.37,1.84,（株）ムロコーポレーション,2,6.849462365591398,34.556421211359634,0.0,0.3014654960345465,97.085,450.0
429,9056457A136    ,2023,38,5.0,0.0,0.0,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,6.51,0.98,（株）ムロコーポレーション,6,6.999999999999999,29.49156541229208,0.0,0.1638239636932238,97.085,450.0
430,9056457A137    ,2023,38,3.0,0.0,0.0,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,4.655,0.49,（株）ムロコーポレーション,4,5.005376344086022,35.3898784947505,0.0,0.08355526890511761,97.085,450.0
431,9056457A138    ,2023,38,3.0,0.0,0.0,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,6.600000000000001,0.13,（株）ムロコーポレーション,1,7.096774193548388,133.39261894175186,0.0,0.022467009621389488,97.085,450.0
432,9056463A033    ,2023,38,3.0,0.0,0.0,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,5.155,0.125,（株）ムロコーポレーション,2,5.543010752688172,138.72832369942196,0.0,0.02160456006075502,97.085,450.0
433,9056463A034    ,2023,38,2.0,0.0,0.0,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,3.575,0.055,（株）ムロコーポレーション,5,3.8440860215053765,210.19442984760903,0.0,0.009512386513422129,97.085,450.0
434,9056463A035    ,2023,38,1.0,0.0,0.0,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,1.6099999999999999,0.0,（株）ムロコーポレーション,6,1.7311827956989245,inf,0.0,0.0,97.085,450.0
435,9056463A036    ,2023,38,1.0,0.0,0.0,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,1.3800000000000003,0.0,（株）ムロコーポレーション,5,1.4838709677419357,inf,0.0,0.0,97.085,450.0
436,9056463A037    ,2023,38,1.0,0.0,0.0,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,9.860000000000001,0.0,（株）ムロコーポレーション,1,10.60215053763441,inf,0.0,0.0,97.085,450.0
437,9094906A012    ,2023,38,7.0,0.0,0.0,0.59,3.0,AW131ﾌﾀﾅｼ,1.0,2.0,2.34,500,1.5,2.395,6.024,中庸スプリング（株）,30,4.059322033898305,6.958195163457945,0.1,0.6815043028335205,97.085,450.0
438,G1144ECB010    ,2023,38,43.0,0.0,2.0,0.63,2.0,ＴＰ３３１フタナシ,1.0,1.0,2.28,6,1.0,1.4299999999999997,63.0,住友電気工業（株）,304,2.2698412698412693,2.08091366627952,0.0,0.6302128711087608,97.085,450.0
439,G1144ECE010    ,2023,38,66.5,0.0,3.0,0.58,2.0,ＴＰ３３１フタアリ,1.0,1.0,1.79,8,1.0,1.7099999999999995,62.375,矢崎総業（株）,298,2.948275862068965,3.8212625968783445,0.0,0.9593881254375604,97.085,450.0
440,G1163ECB010    ,2023,38,3.0,0.0,0.0,0.54,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,80,3.0,0.73,8.775,（株）青山製作所,46,1.3518518518518516,3.0344409042633895,0.08,0.6078176405675316,97.085,450.0
441,G1163ECE010    ,2023,38,14.0,0.0,1.0,0.53,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,100,3.0,1.06,19.29,（株）青山製作所,93,2.0,6.44169803160113,0.08,1.3181187243045425,97.085,450.0
442,G117362010     ,2023,38,59.0,0.0,2.0,0.85,1.0,ＴＰ３３１．５フタナシ,1.0,1.0,3.05,18,1.0,1.9299999999999997,48.72222222222222,多摩川精機販売（株）,231,2.2705882352941176,2.9899911313822374,0.0,1.0895997352318059,97.085,450.0
443,G1174ECB010    ,2023,38,9.0,0.0,0.0,0.85,1.0,ＴＰ３６２フタナシ,1.0,1.0,2.28,50,1.0,2.5,7.56,住友電装（株）,35,2.9411764705882355,3.6295005807200926,0.0,0.7780418887551711,97.085,450.0
444,G1174ECE010    ,2023,38,15.0,0.0,0.0,0.87,1.0,ＴＰ３６２フタナシ,1.0,1.0,2.28,50,1.0,2.71,9.98,住友電装（株）,47,3.1149425287356323,4.582335402512341,0.0,0.9959276252156158,97.085,450.0
445,G1250ECB010    ,2023,38,4.0,0.0,0.0,0.87,1.0,ＴＰ３３２フタナシ,1.0,2.0,6.2,60,1.0,1.8399999999999999,3.9,（株）バルカー,19,2.114942528735632,2.8490028490028494,0.24,0.8009606964478762,97.085,450.0
446,G1250ECC010    ,2023,38,3.0,0.0,0.0,0.87,1.0,ＴＰ３３２フタナシ,1.0,2.0,6.2,60,1.0,2.9749999999999996,2.4,（株）バルカー,12,3.4195402298850572,3.472222222222222,0.24,0.6260143751449108,97.085,450.0
447,G1250ECE010    ,2023,38,13.0,0.0,0.0,0.88,1.0,ＴＰ３３２フタナシ,1.0,2.0,6.2,60,1.0,1.7849999999999997,8.316666666666666,（株）バルカー,40,2.0284090909090904,4.342017368069472,0.24,1.4580228435566063,97.085,450.0
448,G9201ECB030    ,2023,38,49.0,0.0,2.0,0.78,2.0,Ｔ２０３フタナシ,1.0,2.0,5.82,8,1.0,1.8900000000000006,47.25,佐藤工業（株）,185,2.423076923076924,3.0411643314869123,0.05,1.6879867237587818,97.085,450.0
449,G9201ECE010    ,2023,38,54.0,0.0,3.0,0.86,2.0,サンボックス＃２０Ｂフタナシ,1.0,2.0,5.82,8,1.0,1.8950000000000005,62.375,佐藤工業（株）,244,2.2034883720930236,2.538801944064081,0.05,1.4655970652987413,97.085,450.0
450,019128GA010    ,2023,39,40.0,0.0,1.0,1.07,1.0,ＴＰ３４２フタナシ,1.0,2.0,3.64,50,1.0,2.255,16.44,石黒ゴム工業（株）,52,2.1074766355140184,10.487457001426293,0.29,2.048188026788389,99.44999999999999,464.0
451,01912ECB010    ,2023,39,14.0,0.0,0.0,0.85,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,300,2.0,2.875,5.48,石黒ゴム工業（株）,16,3.3823529411764706,11.011829851497605,0.29,0.998158408324421,99.44999999999999,464.0
452,01912ECB040    ,2023,39,26.5,0.0,1.0,0.25,1.0,ＴＰ３４２フタナシ,1.0,1.0,2.12,50,1.0,1.7999999999999998,17.56,愛産樹脂工業（株）,64,7.199999999999999,4.836896209333567,0.0,1.1385657646616323,99.44999999999999,464.0
453,01912ECB060    ,2023,39,1.0,0.0,0.0,0.78,1.0,ＴＰ３３１フタナシ,1.0,1.0,3.25,400,1.0,2.5700000000000003,0.96875,新光ゴム工業（株）,2,3.294871794871795,2.428842504743833,0.0,0.29018899969628587,99.44999999999999,464.0
454,1040043104R    ,2023,39,5.0,0.0,0.0,0.75,3.0,AW131ﾌﾀﾅｼ,1.0,2.0,3.8,1000,1.5,3.7249999999999996,0.938,（株）ギフ加藤製作所,2,4.966666666666666,22.210376687988628,0.12,0.22000964208284138,99.44999999999999,464.0
455,1040052001Z    ,2023,39,3.0,0.0,0.0,0.53,3.0,ＴＰ１３１フタナシ,1.0,6.0,5.76,200,4.0,2.8599999999999994,2.34,（株）青山製作所,5,5.396226415094338,11.37915339098771,0.08,0.25239452170242493,99.44999999999999,464.0
456,1040183011P    ,2023,39,2.0,0.0,0.0,0.54,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,500,4.0,1.2200000000000002,2.322,（株）青山製作所,9,2.2592592592592595,7.644909254927144,0.08,0.2454587295406654,99.44999999999999,464.0
457,2030044001J    ,2023,39,1.0,0.0,0.0,0.54,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,400,2.0,1.8599999999999999,0.9675,ＮＯＫ（株）,3,3.444444444444444,4.573414740115707,0.03,0.19586567746064337,99.44999999999999,464.0
458,2030045013L    ,2023,39,2.0,0.0,0.0,0.53,3.0,ＴＰ３３１フタナシ,1.0,1.0,1.96,2000,1.0,3.3899999999999997,0.56175,伊藤金属工業（株）,2,6.396226415094339,12.02804941122698,0.0,0.1585051454392467,99.44999999999999,464.0
459,2030052002N    ,2023,39,4.0,0.0,0.0,0.5,3.0,ＴＰ３３１フタナシ,1.0,2.0,1.06,300,1.0,1.845,2.9266666666666667,（株）杉浦製作所,8,3.69,13.269345600106153,0.12,0.26883504955047527,99.44999999999999,464.0
460,3040052001B    ,2023,39,3.0,0.0,0.0,0.52,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,500,2.0,0.9199999999999999,8.006,（株）青山製作所,34,1.769230769230769,3.325907935911971,0.08,0.5928219612064146,99.44999999999999,464.0
461,33490ECB010    ,2023,39,77.5,0.0,4.0,0.82,3.0,ＴＰ３３１．５フタアリ,1.0,2.0,3.92,4,1.0,1.11,96.75,マレリ（株）,458,1.353658536585366,3.256234112728724,0.23,1.372440895262261,99.44999999999999,464.0
462,33490ECE010    ,2023,39,122.5,0.0,6.0,0.81,3.0,ＴＰ３３１．５フタアリ,1.0,2.0,3.92,4,1.0,1.2850000000000001,122.75,マレリ（株）,548,1.58641975308642,4.0567615452121935,0.23,1.7116286706774737,99.44999999999999,464.0
463,34989ECB020    ,2023,39,6.0,0.0,0.0,0.81,1.0,ＴＰ１３１フタナシ,1.0,1.0,2.33,500,1.0,1.87,1.756,（株）槌屋,1,2.308641975308642,10.260830306388392,0.0,0.4956780874863575,99.44999999999999,464.0
464,35141ECB010    ,2023,39,12.0,0.0,1.0,0.62,3.0,Aﾊﾟﾚﾌﾀﾅｼ,1.0,24.0,19.68,16,11.0,0.5699999999999998,24.1875,（株）アイシン福井,106,0.9193548387096772,5.7577256983491525,,1.5047185720446536,99.44999999999999,464.0
465,35141ECE010    ,2023,39,23.0,0.0,1.0,0.63,3.0,Aﾊﾟﾚﾌﾀﾅｼ,1.0,24.0,19.68,20,10.5,1.03,24.55,（株）アイシン福井,94,1.6349206349206349,10.872691030423836,,1.7526336391416861,99.44999999999999,464.0
466,35145ECB010    ,2023,39,7.0,0.0,0.0,0.62,3.0,ＴＰ１３１フタナシ,1.0,1.0,1.74,100,1.0,1.75,3.87,三共鋼業（株）,13,2.8225806451612905,6.601407042758256,0.0,0.6563582759732706,99.44999999999999,464.0
467,35145ECE010    ,2023,39,7.0,0.0,0.0,0.65,1.0,ＴＰ１３１フタナシ,1.0,1.0,1.74,100,1.0,1.8,4.91,三共鋼業（株）,18,2.769230769230769,5.203145673212719,0.0,0.6757640159564373,99.44999999999999,464.0
468,35145ECE020    ,2023,39,7.0,0.0,0.0,0.65,1.0,ＴＰ３３１フタナシ,1.0,4.0,6.88,100,3.0,1.58,4.91,（株）浅賀井製作所,17,2.430769230769231,7.236862509950686,0.13,0.8036866244447335,99.44999999999999,464.0
469,35165ECE010    ,2023,39,4.0,0.0,0.0,0.63,1.0,ＴＰ１３１フタナシ,1.0,1.0,1.21,200,1.0,2.765,2.3975,（株）松尾製作所,6,4.388888888888889,7.549342027658901,0.0,0.39734900554071034,99.44999999999999,464.0
470,35174ECB010    ,2023,39,17.0,0.0,1.0,0.87,1.0,ＴＰ３３２フタナシ,1.0,4.0,6.88,20,2.0,1.3300000000000005,19.35,（株）浅賀井製作所,81,1.5287356321839087,4.459659754194047,0.13,1.656167901040651,99.44999999999999,464.0
471,35174ECE010    ,2023,39,17.0,0.0,0.0,0.87,1.0,ＴＰ３３２フタナシ,1.0,4.0,6.88,40,2.0,1.2599999999999998,12.275,（株）浅賀井製作所,43,1.4482758620689653,7.03009500966638,0.13,1.5869170807502997,99.44999999999999,464.0
472,35174ECE020    ,2023,39,11.0,0.0,0.0,0.63,3.0,ＴＰ３３１フタナシ,1.0,4.0,6.88,90,2.0,1.235,5.455555555555556,（株）浅賀井製作所,18,1.9603174603174605,10.234991264073113,0.13,0.9265765627829657,99.44999999999999,464.0
473,3519510A010    ,2023,39,2.0,0.0,0.0,0.63,1.0,ＡＷ１３１フタナシ,1.0,2.0,2.34,600,2.0,2.8600000000000003,0.7016666666666667,中庸スプリング（株）,1,4.53968253968254,17.068001763693516,0.1,0.11458744968815164,99.44999999999999,464.0
474,35195ECE010    ,2023,39,8.0,0.0,0.0,0.62,3.0,ＴＰ１３１フタナシ,1.0,1.0,1.74,400,1.0,2.17,2.455,三共鋼業（株）,5,3.5,11.892904395914785,0.0,0.5528430008153938,99.44999999999999,464.0
475,35195TFG010    ,2023,39,5.5,0.0,0.0,0.62,1.0,ＴＰ１３１フタナシ,1.0,1.0,1.74,400,1.0,0.9499999999999997,2.465,三共鋼業（株）,7,1.5322580645161286,8.143201906989828,0.0,0.5125121975729703,99.44999999999999,464.0
476,35198ECE010    ,2023,39,6.0,0.0,0.0,0.58,1.0,ＴＰ３３１フタナシ,1.0,1.0,1.78,200,1.0,1.705,2.3975,サトープレス工業（株）,6,2.9396551724137936,9.002183029384623,0.0,0.5208533161337372,99.44999999999999,464.0
477,35300ECB010    ,2023,39,128.0,0.0,3.0,0.91,3.0,TP341ﾌﾀﾅｼ,1.0,4.0,8.04,12,2.0,2.34,73.16666666666667,アイシン精機（株）,211,2.571428571428571,7.7408430261858205,0.14,4.311093487211207,99.44999999999999,464.0
478,35312ECB010    ,2023,39,5.0,0.0,0.0,0.59,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.9,63,1.0,1.4350000000000003,6.142857142857143,（株）旭工業所,24,2.432203389830509,2.806736166800321,0.0,0.5401471868597393,99.44999999999999,464.0
479,35352ECB010    ,2023,39,2.0,0.0,0.0,0.64,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.97,504,1.0,2.4650000000000003,0.4176587301587302,五興商事（株）,2,3.8515625000000004,16.1232275246527,0.0,0.12076004543332684,99.44999999999999,464.0
480,35409ECB010    ,2023,39,2.5,0.0,0.0,0.66,1.0,ＴＰ１３１フタナシ,1.0,1.0,2.26,200,1.0,1.9450000000000003,1.8525,サンコール（株）,6,2.9469696969696972,4.139655415083249,0.0,0.41086116991220895,99.44999999999999,464.0
481,35441ECB010    ,2023,39,22.0,0.0,1.0,0.67,3.0,ＴＰ３３１フタナシ,1.0,1.0,2.14,48,1.0,1.5299999999999998,18.291666666666668,（株）ニフコ,67,2.2835820895522385,3.830361417814082,0.0,0.9550015668965759,99.44999999999999,464.0
482,35441TFA010    ,2023,39,4.0,0.0,0.0,0.67,1.0,ＴＰ３３１フタナシ,1.0,1.0,2.14,100,1.0,1.7999999999999998,3.87,（株）ニフコ,15,2.6865671641791042,3.2916934116756362,0.0,0.5438334216542013,99.44999999999999,464.0
483,3548255A010    ,2023,39,3.0,0.0,0.0,0.57,1.0,ＡＷ１３１フタナシ,1.0,1.0,1.78,300,1.0,1.16,1.6366666666666667,サトープレス工業（株）,5,2.0350877192982457,6.593503201512109,0.0,0.36092382633517794,99.44999999999999,464.0
484,35501ECB010    ,2023,39,4.5,0.0,0.0,0.6,1.0,ＴＰ３３１フタナシ,1.0,1.0,1.38,100,1.0,1.615,3.87,大橋鉄工（株）,14,2.691666666666667,4.885675200312683,0.0,0.502839635974807,99.44999999999999,464.0
485,35505ECB010    ,2023,39,12.0,0.0,1.0,0.81,1.0,ＴＰ１３１フタナシ,1.0,2.0,2.34,24,1.0,0.9600000000000004,16.125,中庸スプリング（株）,70,1.1851851851851856,4.456203871327113,0.1,0.9005659693743351,99.44999999999999,464.0
486,35556ECB010    ,2023,39,5.0,0.0,0.0,0.75,1.0,ＡＷ１３１フタナシ,1.0,2.0,3.8,100,1.0,1.5300000000000002,3.87,（株）ギフ加藤製作所,14,2.0400000000000005,5.383290267011197,0.12,0.665620287877048,99.44999999999999,464.0
487,35557ECB010    ,2023,39,11.0,0.0,0.0,0.89,1.0,ＴＰ１３１フタナシ,1.0,2.0,4.94,46,1.0,1.6100000000000003,8.41304347826087,小川工業（株）,33,1.8089887640449442,4.402335151689156,0.05,1.2182279148446387,99.44999999999999,464.0
488,35580ECB011    ,2023,39,85.0,0.0,3.0,0.9,3.0,ＴＰ３４２フタアリ,1.0,4.0,8.04,6,2.0,1.87,64.5,アイシン精機（株）,203,2.077777777777778,5.831103793647528,0.14,3.3755470251245723,99.44999999999999,464.0
489,35595ECB010    ,2023,39,7.0,0.0,0.0,0.57,1.0,ＴＰ３３１フタナシ,1.0,1.0,1.78,40,1.0,1.0500000000000003,9.675,サトープレス工業（株）,42,1.8421052631578954,2.6025691075046935,0.0,0.5485326353044043,99.44999999999999,464.0
490,3559850A010    ,2023,39,3.0,0.0,0.0,0.9,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.92,100,1.0,1.3900000000000001,3.87,アイコー（株）,15,1.5444444444444445,3.1511943026407003,0.32,0.5682147162383085,99.44999999999999,464.0
491,35771ECB010    ,2023,39,48.0,0.0,4.0,0.79,3.0,ＴＰ３４１フタナシ,1.0,6.0,4.92,4,3.0,0.8400000000000003,96.75,アイシン機工（株）,431,1.0632911392405067,5.02828409805154,0.12,1.8468084617577363,99.44999999999999,464.0
492,35771ECE010    ,2023,39,57.0,0.0,4.0,0.79,2.0,ＴＰ３４１フタナシ,1.0,6.0,4.92,6,3.0,0.8900000000000001,81.83333333333333,アイシン機工（株）,339,1.1265822784810127,7.059503495348708,0.12,2.2993087625549977,99.44999999999999,464.0
493,35847ECB010    ,2023,39,5.0,0.0,0.0,0.51,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,80,1.0,1.3999999999999995,5.04375,（株）メタルテック,24,2.7450980392156854,3.4183651668589494,0.0,0.5737693756053849,99.44999999999999,464.0
494,35847ECB020    ,2023,39,8.0,0.0,0.0,0.5,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,70,1.0,1.0149999999999997,5.5285714285714285,（株）メタルテック,24,2.0299999999999994,4.989753185422792,0.0,0.7411007794789769,99.44999999999999,464.0
495,35847ECE010    ,2023,39,18.0,0.0,0.0,0.5,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,40,1.0,1.5199999999999998,12.275,（株）メタルテック,48,3.0399999999999996,5.056534869021701,0.0,1.0030489976268224,99.44999999999999,464.0
496,35847ECE020    ,2023,39,12.0,0.0,0.0,0.49,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,60,1.0,1.6799999999999997,8.183333333333334,（株）メタルテック,31,3.428571428571428,5.056534869021701,0.0,0.8791830422556539,99.44999999999999,464.0
497,35882ECB010    ,2023,39,8.0,0.0,0.0,0.5,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,50,1.0,1.0899999999999999,7.74,（株）メタルテック,39,2.1799999999999997,3.5641094181591373,0.0,0.6842806541160288,99.44999999999999,464.0
498,36108ECB010    ,2023,39,3.0,0.0,0.0,0.64,1.0,ＴＰ３３１．５フタナシ,1.0,1.0,1.97,150,1.0,1.6900000000000004,2.4699999999999998,（株）オーハシテクニカ,8,2.6406250000000004,4.089477773688301,0.0,0.44890168747999826,99.44999999999999,464.0
499,39171ECB010    ,2023,39,11.0,0.0,1.0,0.62,3.0,Aﾊﾟﾚﾌﾀﾅｼ,1.0,24.0,19.68,16,11.0,0.57,24.1875,（株）アイシン福井,106,0.9193548387096774,5.277915223486723,,1.4676249820473173,99.44999999999999,464.0
500,39171ECE010    ,2023,39,21.0,0.0,1.0,0.63,3.0,Aﾊﾟﾚﾌﾀﾅｼ,1.0,24.0,19.68,20,11.0,0.97,24.55,（株）アイシン福井,95,1.5396825396825395,9.927239636473937,,1.7244697565149807,99.44999999999999,464.0
501,41310ECB010    ,2023,39,82.5,0.0,9.0,0.69,2.0,サンボックス＃２４Ａフタアリ,1.0,4.0,4.0,2,2.0,0.8600000000000003,193.5,（株）オンド,866,1.2463768115942035,3.4108527131782944,0.05,1.342317855318505,99.44999999999999,464.0
502,41310ECE010    ,2023,39,132.0,0.0,12.0,0.7,3.0,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,1.0,4.0,4.0,2,2.0,1.2000000000000002,245.5,（株）オンド,993,1.7142857142857146,4.30142566191446,0.05,1.6933622301213742,99.44999999999999,464.0
503,5040056001E    ,2023,39,6.0,0.0,0.0,0.58,3.0,AW131ﾌﾀﾅｼ,1.0,1.0,1.78,300,1.0,1.2999999999999998,7.0,サトープレス工業（株）,24,2.2413793103448274,3.083247687564234,0.0,0.5750845929931883,99.44999999999999,464.0
504,82125ECB010    ,2023,39,3.0,0.0,0.0,0.58,1.0,ＴＰ３３２フタアリ,1.0,1.0,1.79,100,1.0,1.6300000000000003,3.87,矢崎総業（株）,15,2.8103448275862077,2.7784723958767468,0.0,0.43847005313963605,99.44999999999999,464.0
505,82125ECE010    ,2023,39,5.0,0.0,0.0,0.58,1.0,ＴＰ３３２フタアリ,1.0,1.0,1.79,100,1.0,1.5999999999999996,5.17,矢崎総業（株）,17,2.758620689655172,3.466372718260158,0.0,0.562121590535587,99.44999999999999,464.0
506,82821CWA030    ,2023,39,11.0,0.0,0.0,0.83,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,200,1.0,2.78,4.11,石黒ゴム工業（株）,11,3.3493975903614457,11.536202701568921,0.29,0.7972919499634584,99.44999999999999,464.0
507,82821ECB010    ,2023,39,6.0,0.0,0.0,0.83,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,400,1.0,1.93,2.055,石黒ゴム工業（株）,4,2.325301204819277,12.584948401711552,0.29,0.43747088625792285,99.44999999999999,464.0
508,82821ECB020    ,2023,39,12.0,0.0,0.0,0.87,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.64,200,1.0,2.505,4.25,石黒ゴム工業（株）,10,2.8793103448275863,12.170385395537522,0.29,0.8271363932672833,99.44999999999999,464.0
509,82821ECB040    ,2023,39,5.0,0.0,0.0,0.83,1.0,ＴＰ３４２フタナシ,1.0,2.0,3.64,100,1.5,1.8399999999999996,3.87,石黒ゴム工業（株）,14,2.2168674698795177,5.568920965873652,0.29,0.6495682154019367,99.44999999999999,464.0
510,82821ECB050    ,2023,39,19.0,0.0,0.0,0.83,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,100,1.0,2.8000000000000003,8.22,石黒ゴム工業（株）,25,3.373493975903615,9.963084151354979,0.29,1.311784701155755,99.44999999999999,464.0
511,82821ECE010    ,2023,39,33.0,0.0,0.0,1.07,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,50,1.0,3.7600000000000002,9.36,石黒ゴム工業（株）,15,3.514018691588785,15.19672855879752,0.29,1.622041793510686,99.44999999999999,464.0
512,82821XAE010    ,2023,39,23.0,0.0,0.0,0.87,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.64,100,1.0,2.6700000000000004,8.5,石黒ゴム工業（株）,24,3.06896551724138,11.663286004056793,0.29,1.407736404803362,99.44999999999999,464.0
513,82821XAE020    ,2023,39,2.0,0.0,0.0,0.81,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,400,1.0,2.2250000000000005,1.01,石黒ゴム工業（株）,2,2.7469135802469142,8.535336292249912,0.29,0.2200017617416599,99.44999999999999,464.0
514,82824ECB010    ,2023,39,8.0,0.0,0.0,0.57,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.79,32,1.0,1.0500000000000003,12.09375,矢崎総業（株）,54,1.8421052631578954,2.370963111148157,0.0,0.5308771202274427,99.44999999999999,464.0
515,82824ECB020    ,2023,39,17.0,0.0,1.0,0.58,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.79,40,1.0,1.1600000000000001,21.95,矢崎総業（株）,95,2.0000000000000004,2.775940758158408,0.0,0.6583166108346419,99.44999999999999,464.0
516,82824ECE010    ,2023,39,14.0,0.0,0.0,0.36,1.0,ＴＰ３３２,1.0,1.0,3.25,45,1.0,0.8199999999999998,10.911111111111111,住友電装（株）,42,2.2777777777777772,3.0190487600335447,0.0,0.9671370006471139,99.44999999999999,464.0
517,9010506A003    ,2023,39,1.0,0.0,0.0,0.52,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,2000,6.0,2.3300000000000005,0.842,（株）青山製作所,1,4.480769230769232,10.541258485713081,0.08,0.0932514675798398,99.44999999999999,464.0
518,9010506A089    ,2023,39,3.0,0.0,0.0,0.5,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1500,3.0,2.13,1.2506666666666666,（株）青山製作所,3,4.26,21.2904202571252,0.08,0.13913754549420615,99.44999999999999,464.0
519,9010508A014    ,2023,39,21.0,0.0,1.0,0.54,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,500,3.0,0.9500000000000002,66.37,（株）青山製作所,277,1.7592592592592595,2.808355168666245,0.08,1.2217455463117353,99.44999999999999,464.0
520,9010508A042    ,2023,39,3.0,0.0,0.0,0.53,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,300,2.0,0.8199999999999998,6.45,（株）青山製作所,23,1.5471698113207544,4.128250997660658,0.08,0.542912628757622,99.44999999999999,464.0
521,9010512A018    ,2023,39,30.0,0.0,3.0,0.74,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,200,3.0,0.8399999999999999,60.42,（株）青山製作所,272,1.1351351351351349,4.40702067774102,0.08,1.7144796290109867,99.44999999999999,464.0
