,品番,Year,Week_Number,基準在庫日数,基準在庫枚数,箱種類,A,B,C,収容数,納入便,社内LT（検収～回収LT）,日量数（箱数）,仕入先名,かんばん数
514,9034118090,2023,36,0.54,3.0,ＴＰ３３１フタナシ,1.0,2.0,1.06,300,2.0,2.3049999999999997,3.15,（株）杉浦製作所,16
515,9034118090,2023,37,0.54,3.0,ＴＰ３３１フタナシ,1.0,2.0,1.06,300,2.0,2.2800000000000002,2.9233333333333333,（株）杉浦製作所,15
516,9034118090,2023,38,0.54,3.0,ＴＰ３３１フタナシ,1.0,2.0,1.06,300,1.0,3.33,2.9233333333333333,（株）杉浦製作所,15
517,9034118090,2023,39,0.54,3.0,ＴＰ３３１フタナシ,1.0,2.0,1.06,300,1.0,2.42,2.74,（株）杉浦製作所,9
518,9034118A024    ,2023,35,0.52,3.0,ＴＰ１３１フタナシ,1.0,6.0,5.76,200,2.5,4.15,2.6574999999999998,（株）青山製作所,14
519,9034118A024    ,2023,36,0.52,3.0,ＴＰ１３１フタナシ,1.0,6.0,5.76,200,3.0,3.2300000000000004,2.67,（株）青山製作所,12
520,9034118A024    ,2023,37,0.52,3.0,ＴＰ１３１フタナシ,1.0,6.0,5.76,200,4.0,3.0000000000000004,2.5,（株）青山製作所,13
521,9034118A024    ,2023,38,0.52,3.0,ＴＰ１３１フタナシ,1.0,6.0,5.76,200,2.0,3.74,2.495,（株）青山製作所,13
522,9034118A024    ,2023,39,0.52,3.0,ＴＰ１３１フタナシ,1.0,6.0,5.76,200,2.5,2.135,2.3975,（株）青山製作所,6
523,9036324A003    ,2023,35,0.74,1.0,テンバコ１０フタナシ,1.0,8.0,9.0,22,4.0,1.12,18.681818181818183,日本精工（株）,81
524,9036324A003    ,2023,36,0.74,1.0,テンバコ１０フタナシ,1.0,8.0,9.0,22,5.0,0.7899999999999998,18.681818181818183,日本精工（株）,92
525,9036324A003    ,2023,37,0.74,1.0,テンバコ１０フタナシ,1.0,8.0,9.0,22,5.0,0.815,17.181818181818183,日本精工（株）,92
526,9036324A003    ,2023,38,0.74,1.0,テンバコ１０フタナシ,1.0,8.0,9.0,22,4.0,0.815,17.181818181818183,日本精工（株）,83
527,9036324A003    ,2023,39,0.74,1.0,テンバコ１０フタナシ,1.0,8.0,9.0,22,4.0,0.9699999999999998,17.59090909090909,日本精工（株）,77
528,9036324A004    ,2023,35,0.74,1.0,テンバコ１０フタナシ,1.0,8.0,9.0,30,5.0,1.0899999999999999,31.533333333333335,日本精工（株）,151
529,9036324A004    ,2023,36,0.74,1.0,テンバコ１０フタナシ,1.0,8.0,9.0,30,5.0,0.8999999999999999,31.5,日本精工（株）,156
530,9036324A004    ,2023,37,0.74,1.0,テンバコ１０フタナシ,1.0,8.0,9.0,30,5.0,1.0,29.233333333333334,日本精工（株）,160
531,9036324A004    ,2023,38,0.74,1.0,テンバコ１０フタナシ,1.0,8.0,9.0,30,5.0,1.0299999999999998,29.233333333333334,日本精工（株）,142
532,9036324A004    ,2023,39,0.74,1.0,テンバコ１０フタナシ,1.0,8.0,9.0,30,4.0,1.13,29.266666666666666,日本精工（株）,122
533,9036324A005    ,2023,35,0.69,1.0,サンボックス＃Ｋ１０Ｂフタナシ,1.0,8.0,9.0,22,5.0,1.1700000000000002,24.295454545454547,日本精工（株）,126
534,9036324A005    ,2023,36,0.69,1.0,サンボックス＃Ｋ１０Ｂフタナシ,1.0,8.0,9.0,22,5.0,1.0200000000000002,24.045454545454547,日本精工（株）,120
535,9036324A005    ,2023,37,0.69,1.0,サンボックス＃Ｋ１０Ｂフタナシ,1.0,8.0,9.0,22,5.0,1.0499999999999998,22.681818181818183,日本精工（株）,122
536,9036324A005    ,2023,38,0.69,1.0,サンボックス＃Ｋ１０Ｂフタナシ,1.0,8.0,9.0,22,5.0,1.08,22.681818181818183,日本精工（株）,112
537,9036324A005    ,2023,39,0.69,1.0,サンボックス＃Ｋ１０Ｂフタナシ,1.0,8.0,9.0,22,4.0,1.25,22.318181818181817,日本精工（株）,89
538,9036340A010    ,2023,35,0.74,3.0,ｻﾝﾎﾞｯｸｽ＃K-10Bﾌﾀﾅｼ,1.0,8.0,9.0,80,5.0,1.27,23.625,日本精工（株）,113
539,9036340A010    ,2023,36,0.74,3.0,ｻﾝﾎﾞｯｸｽ＃K-10Bﾌﾀﾅｼ,1.0,8.0,9.0,80,5.0,1.02,23.625,日本精工（株）,115
540,9036340A010    ,2023,37,0.74,3.0,ｻﾝﾎﾞｯｸｽ＃K-10Bﾌﾀﾅｼ,1.0,8.0,9.0,80,5.0,1.2000000000000002,21.925,日本精工（株）,117
541,9036340A010    ,2023,38,0.74,3.0,ｻﾝﾎﾞｯｸｽ＃K-10Bﾌﾀﾅｼ,1.0,8.0,9.0,80,5.0,1.2349999999999999,21.925,日本精工（株）,106
542,9036340A010    ,2023,39,0.74,3.0,ｻﾝﾎﾞｯｸｽ＃K-10Bﾌﾀﾅｼ,1.0,8.0,9.0,80,4.0,1.2800000000000002,21.95,日本精工（株）,86
543,9036345A004    ,2023,35,0.64,1.0,サンボックス＃９Ｂフタナシ,1.0,1.0,2.29,90,1.0,2.695,10.5,岡谷鋼機（株）,50
544,9036345A004    ,2023,36,0.64,1.0,サンボックス＃９Ｂフタナシ,1.0,1.0,2.29,90,1.0,2.1,10.5,岡谷鋼機（株）,48
545,9036345A004    ,2023,37,0.64,1.0,サンボックス＃９Ｂフタナシ,1.0,1.0,2.29,90,1.0,1.7799999999999998,9.744444444444444,岡谷鋼機（株）,50
546,9036345A004    ,2023,38,0.64,1.0,サンボックス＃９Ｂフタナシ,1.0,1.0,2.29,90,1.0,2.1499999999999995,9.744444444444444,岡谷鋼機（株）,48
547,9036345A004    ,2023,39,0.64,1.0,サンボックス＃９Ｂフタナシ,1.0,1.0,2.29,90,1.0,1.51,9.755555555555556,岡谷鋼機（株）,34
548,9036628A005    ,2023,35,0.62,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,60,1.0,2.9650000000000003,6.85,（株）ジェイテクト,32
549,9036628A005    ,2023,36,0.62,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,60,1.0,1.6800000000000002,6.85,（株）ジェイテクト,30
550,9036628A005    ,2023,37,0.62,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,60,1.0,1.6400000000000001,6.3,（株）ジェイテクト,33
551,9036628A005    ,2023,38,0.62,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,60,1.0,1.6150000000000004,6.3,（株）ジェイテクト,30
552,9036628A005    ,2023,39,0.62,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,60,1.0,1.2250000000000005,6.45,（株）ジェイテクト,28
553,9036628A006    ,2023,35,0.62,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,80,1.0,2.6799999999999997,5.1375,（株）ジェイテクト,25
554,9036628A006    ,2023,36,0.62,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,80,1.0,2.04,5.1375,（株）ジェイテクト,21
555,9036628A006    ,2023,37,0.62,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,80,1.0,1.6700000000000004,4.725,（株）ジェイテクト,25
556,9036628A006    ,2023,38,0.62,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,80,1.0,1.8599999999999999,4.725,（株）ジェイテクト,23
557,9036628A006    ,2023,39,0.62,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,80,1.0,1.6400000000000001,4.8375,（株）ジェイテクト,20
558,9036628A007    ,2023,35,0.57,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,72,1.0,2.1550000000000002,7.416666666666667,（株）ジェイテクト,38
559,9036628A007    ,2023,36,0.57,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,72,1.0,2.2100000000000004,7.347222222222222,（株）ジェイテクト,33
560,9036628A007    ,2023,37,0.57,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,72,1.0,1.8600000000000003,6.930555555555555,（株）ジェイテクト,37
561,9036628A007    ,2023,38,0.57,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,72,1.0,2.3150000000000004,6.930555555555555,（株）ジェイテクト,32
562,9036628A007    ,2023,39,0.57,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,72,1.0,1.3200000000000003,6.819444444444445,（株）ジェイテクト,27
563,9036628A008    ,2023,35,0.58,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,100,1.0,2.7700000000000005,5.34,（株）ジェイテクト,27
564,9036628A008    ,2023,36,0.58,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,100,1.0,2.625,5.29,（株）ジェイテクト,24
565,9036628A008    ,2023,37,0.58,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,100,1.0,2.1800000000000006,4.99,（株）ジェイテクト,26
566,9036628A008    ,2023,38,0.58,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,100,1.0,2.2800000000000002,4.99,（株）ジェイテクト,22
567,9036628A008    ,2023,39,0.58,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,100,1.0,1.6399999999999997,4.91,（株）ジェイテクト,19
568,9036630A017    ,2023,35,0.6,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,72,1.0,1.96,13.125,（株）ジェイテクト,64
569,9036630A017    ,2023,36,0.6,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,72,1.0,1.7900000000000005,13.125,（株）ジェイテクト,60
570,9036630A017    ,2023,37,0.6,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,72,1.0,1.67,12.180555555555555,（株）ジェイテクト,64
571,9036630A017    ,2023,38,0.6,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,72,1.0,1.8599999999999999,12.180555555555555,（株）ジェイテクト,59
572,9036630A017    ,2023,39,0.6,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,72,1.0,1.345,12.194444444444445,（株）ジェイテクト,50
573,9036630A018    ,2023,35,0.34,3.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,38,1.0,1.5700000000000003,24.894736842105264,（株）ジェイテクト,123
574,9036630A018    ,2023,36,0.34,3.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,38,1.0,1.13,24.86842105263158,（株）ジェイテクト,115
575,9036630A018    ,2023,37,0.34,3.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,38,1.0,1.2400000000000002,23.07894736842105,（株）ジェイテクト,121
576,9036630A018    ,2023,38,0.34,3.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,38,1.0,1.3399999999999999,23.07894736842105,（株）ジェイテクト,111
577,9036630A018    ,2023,39,0.34,3.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,38,1.0,1.0950000000000002,23.105263157894736,（株）ジェイテクト,102
578,9036652A003    ,2023,35,0.57,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,60,1.0,2.2300000000000004,8.9,（株）ジェイテクト,45
579,9036652A003    ,2023,36,0.57,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,60,1.0,2.13,8.816666666666666,（株）ジェイテクト,41
580,9036652A003    ,2023,37,0.57,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,60,1.0,1.9000000000000004,8.316666666666666,（株）ジェイテクト,43
581,9036652A003    ,2023,38,0.57,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,60,1.0,2.2100000000000004,8.316666666666666,（株）ジェイテクト,39
582,9036652A003    ,2023,39,0.57,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,60,1.0,1.6,8.183333333333334,（株）ジェイテクト,32
583,9036652A004    ,2023,35,0.57,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,63,1.0,2.175,8.476190476190476,（株）ジェイテクト,42
584,9036652A004    ,2023,36,0.57,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,63,1.0,1.6200000000000003,8.396825396825397,（株）ジェイテクト,38
585,9036652A004    ,2023,37,0.57,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,63,1.0,1.8100000000000003,7.920634920634921,（株）ジェイテクト,42
586,9036652A004    ,2023,38,0.57,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,63,1.0,1.9000000000000006,7.920634920634921,（株）ジェイテクト,38
587,9036652A004    ,2023,39,0.57,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,63,1.0,1.6400000000000006,7.7936507936507935,（株）ジェイテクト,31
588,9036658A001    ,2023,35,0.57,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,45,1.0,2.0700000000000003,9.133333333333333,（株）ジェイテクト,43
589,9036658A001    ,2023,36,0.57,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,45,1.0,1.1300000000000001,9.133333333333333,（株）ジェイテクト,40
590,9036658A001    ,2023,37,0.57,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,45,1.0,1.2200000000000002,8.4,（株）ジェイテクト,45
591,9036658A001    ,2023,38,0.57,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,45,1.0,1.35,8.4,（株）ジェイテクト,40
592,9036658A001    ,2023,39,0.57,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,45,1.0,1.2200000000000002,8.6,（株）ジェイテクト,37
593,9036658A002    ,2023,35,0.59,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,36,1.0,2.095,11.416666666666666,（株）ジェイテクト,54
594,9036658A002    ,2023,36,0.59,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,36,1.0,1.28,11.416666666666666,（株）ジェイテクト,48
595,9036658A002    ,2023,37,0.59,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,36,1.0,1.27,10.5,（株）ジェイテクト,57
596,9036658A002    ,2023,38,0.59,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,36,1.0,1.4100000000000001,10.5,（株）ジェイテクト,51
597,9036658A002    ,2023,39,0.59,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,36,1.0,1.2150000000000005,10.75,（株）ジェイテクト,46
598,9036659A009    ,2023,35,0.59,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,36,1.0,1.75,26.25,（株）ジェイテクト,129
599,9036659A009    ,2023,36,0.59,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,36,1.0,1.13,26.25,（株）ジェイテクト,121
600,9036659A009    ,2023,37,0.59,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,36,1.0,1.4000000000000004,24.36111111111111,（株）ジェイテクト,128
601,9036659A009    ,2023,38,0.59,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,36,1.0,1.6400000000000001,24.36111111111111,（株）ジェイテクト,117
602,9036659A009    ,2023,39,0.59,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,36,1.0,1.2550000000000001,24.38888888888889,（株）ジェイテクト,104
603,9036659A010    ,2023,35,0.59,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,36,1.0,1.75,26.25,（株）ジェイテクト,129
604,9036659A010    ,2023,36,0.59,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,36,1.0,1.38,26.25,（株）ジェイテクト,121
605,9036659A010    ,2023,37,0.59,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,36,1.0,1.4800000000000004,24.36111111111111,（株）ジェイテクト,128
606,9036659A010    ,2023,38,0.59,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,36,1.0,1.6000000000000005,24.36111111111111,（株）ジェイテクト,116
607,9036659A010    ,2023,39,0.59,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,36,1.0,1.2400000000000002,24.38888888888889,（株）ジェイテクト,105
608,9050827A011    ,2023,35,0.78,1.0,ＴＰ３３１フタナシ,1.0,8.0,11.12,200,4.5,3.16,2.055,（株）東郷製作所,8
609,9050827A011    ,2023,36,0.78,1.0,ＴＰ３３１フタナシ,1.0,8.0,11.12,200,4.0,1.47,2.055,（株）東郷製作所,10
610,9050827A011    ,2023,37,0.78,1.0,ＴＰ３３１フタナシ,1.0,8.0,11.12,200,5.5,2.5599999999999996,1.89,（株）東郷製作所,10
611,9050827A011    ,2023,38,0.78,1.0,ＴＰ３３１フタナシ,1.0,8.0,11.12,200,6.0,2.795,1.89,（株）東郷製作所,9
612,9050827A011    ,2023,39,0.78,1.0,ＴＰ３３１フタナシ,1.0,8.0,11.12,200,2.0,0.9799999999999995,1.8525,（株）東郷製作所,6
613,9052409A003    ,2023,35,0.78,1.0,ＴＰ３３１フタナシ,1.0,8.0,11.12,500,4.0,4.46,0.822,（株）東郷製作所,3
614,9052409A003    ,2023,36,0.78,1.0,ＴＰ３３１フタナシ,1.0,8.0,11.12,500,4.0,6.630000000000001,0.744,（株）東郷製作所,3
615,9052409A003    ,2023,37,0.78,1.0,ＴＰ３３１フタナシ,1.0,8.0,11.12,500,4.5,5.680000000000001,0.758,（株）東郷製作所,4
616,9052409A003    ,2023,38,0.78,1.0,ＴＰ３３１フタナシ,1.0,8.0,11.12,500,5.5,5.55,0.8069999999999999,（株）東郷製作所,4
617,9052409A003    ,2023,39,0.78,1.0,ＴＰ３３１フタナシ,1.0,8.0,11.12,500,8.0,3.43,0.708,（株）東郷製作所,1
618,9056439A005    ,2023,35,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,3.875,,（株）ムロコーポレーション,21
619,9056439A005    ,2023,36,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,4.735,3.31,（株）ムロコーポレーション,22
620,9056439A005    ,2023,37,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,7.839999999999999,3.13,（株）ムロコーポレーション,16
621,9056439A005    ,2023,38,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,5.225,3.08,（株）ムロコーポレーション,14
622,9056439A005    ,2023,39,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,2.5000000000000004,3.24,（株）ムロコーポレーション,5
623,9056439A006    ,2023,35,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,12.675,,（株）ムロコーポレーション,4
624,9056439A006    ,2023,36,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,6.595000000000001,1.19,（株）ムロコーポレーション,2
625,9056439A006    ,2023,37,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,1.8350000000000002,0.525,（株）ムロコーポレーション,12
626,9056439A006    ,2023,38,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,6.26,1.1,（株）ムロコーポレーション,8
627,9056450A002    ,2023,35,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,3.6100000000000003,,（株）ムロコーポレーション,14
628,9056450A002    ,2023,36,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,2.49,0.91,（株）ムロコーポレーション,17
629,9056450A002    ,2023,37,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,4.159999999999999,0.84,（株）ムロコーポレーション,17
630,9056450A002    ,2023,38,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,3.4899999999999998,0.84,（株）ムロコーポレーション,13
631,9056450A002    ,2023,39,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,2.455,0.825,（株）ムロコーポレーション,8
632,9056450A003    ,2023,36,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,17.3,2.26,（株）ムロコーポレーション,1
633,9056450A003    ,2023,37,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,14.05,2.64,（株）ムロコーポレーション,1
634,9056451A083    ,2023,35,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,,,（株）ムロコーポレーション,2
635,9056451A083    ,2023,37,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,14.870000000000001,0.91,（株）ムロコーポレーション,1
636,9056451A084    ,2023,35,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,1.5999999999999996,,（株）ムロコーポレーション,4
637,9056451A084    ,2023,36,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,10.129999999999999,0.89,（株）ムロコーポレーション,3
638,9056451A084    ,2023,37,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,4.4799999999999995,0.85,（株）ムロコーポレーション,2
639,9056451A084    ,2023,38,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,7.609999999999999,0.95,（株）ムロコーポレーション,1
640,9056451A085    ,2023,35,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,15.64,,（株）ムロコーポレーション,6
641,9056451A085    ,2023,36,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,17.549999999999997,0.715,（株）ムロコーポレーション,5
642,9056451A085    ,2023,37,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,14.51,0.79,（株）ムロコーポレーション,3
643,9056451A086    ,2023,35,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,18.450000000000003,,（株）ムロコーポレーション,3
644,9056451A086    ,2023,36,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,20.755000000000003,0.53,（株）ムロコーポレーション,2
645,9056451A086    ,2023,37,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,14.4,0.45,（株）ムロコーポレーション,1
646,9056451A087    ,2023,36,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,18.18,0.16,（株）ムロコーポレーション,1
647,9056451A087    ,2023,38,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,6.94,0.16,（株）ムロコーポレーション,1
648,9056451A087    ,2023,39,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,2.93,0.14,（株）ムロコーポレーション,1
649,9056455A041    ,2023,35,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,7.06,,（株）ムロコーポレーション,1
650,9056455A042    ,2023,37,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,11.4,0.53,（株）ムロコーポレーション,2
651,9056455A042    ,2023,38,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,5.62,0.54,（株）ムロコーポレーション,1
652,9056455A043    ,2023,35,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,28.14,,（株）ムロコーポレーション,4
653,9056455A043    ,2023,36,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,20.919999999999998,0.55,（株）ムロコーポレーション,2
654,9056455A043    ,2023,37,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,,,（株）ムロコーポレーション,1
655,9056455A044    ,2023,35,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,19.970000000000002,,（株）ムロコーポレーション,3
656,9056455A044    ,2023,36,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,19.06,0.46,（株）ムロコーポレーション,4
657,9056455A044    ,2023,37,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,7.909999999999999,0.43,（株）ムロコーポレーション,3
658,9056455A045    ,2023,35,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,13.845,,（株）ムロコーポレーション,3
659,9056455A045    ,2023,37,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,6.34,0.48,（株）ムロコーポレーション,2
660,9056455A045    ,2023,38,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,3.625,0.49,（株）ムロコーポレーション,3
661,9056455A045    ,2023,39,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,3.5100000000000002,0.45,（株）ムロコーポレーション,1
662,9056455A046    ,2023,35,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,28.36,,（株）ムロコーポレーション,1
663,9056455A046    ,2023,37,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,,,（株）ムロコーポレーション,1
664,9056457A134    ,2023,35,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,21.3,,（株）ムロコーポレーション,1
665,9056457A134    ,2023,36,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,16.57,1.14,（株）ムロコーポレーション,1
666,9056457A134    ,2023,37,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,,,（株）ムロコーポレーション,1
667,9056457A135    ,2023,35,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,11.46,,（株）ムロコーポレーション,3
668,9056457A135    ,2023,36,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,18.32,1.75,（株）ムロコーポレーション,4
669,9056457A135    ,2023,37,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,,,（株）ムロコーポレーション,1
670,9056457A135    ,2023,38,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,6.37,1.84,（株）ムロコーポレーション,2
671,9056457A136    ,2023,35,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,6.859999999999999,,（株）ムロコーポレーション,5
672,9056457A136    ,2023,36,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,5.65,1.0,（株）ムロコーポレーション,7
673,9056457A136    ,2023,37,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,7.220000000000001,0.8999999999999999,（株）ムロコーポレーション,7
674,9056457A136    ,2023,38,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,6.51,0.98,（株）ムロコーポレーション,6
675,9056457A136    ,2023,39,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,2.18,0.88,（株）ムロコーポレーション,1
676,9056457A137    ,2023,35,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,5.4,,（株）ムロコーポレーション,6
677,9056457A137    ,2023,36,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,1.52,0.51,（株）ムロコーポレーション,7
678,9056457A137    ,2023,37,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,1.83,0.46,（株）ムロコーポレーション,7
679,9056457A137    ,2023,38,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,4.655,0.49,（株）ムロコーポレーション,4
