品番,加工図符号,設変符号,品名,ステータス,発注区分,整備室,整備室名,手配区分,工程内外製,工程コード,仕入先名/工場名,発送場所,発送場所名,受給区分,後工程内外製,後工程コード,後工程仕入先名/工場名,受入場所,受入場所名,箱種類,収容数,基準在庫日数,基準在庫枚数,サイクル間隔,サイクル回数,サイクル情報,更新,更新者,最終更新日時,マイナス必要数有無,当月必要数,当月稼働日数,翌月必要数,翌月稼働日数,翌々月必要数,翌々月稼働日数,翌々々月必要数,翌々々月稼働日数,1(金),2(土),3(日),4(月),5(火),6(水),7(木),8(金),9(土),10(日),11(月),12(火),13(水),14(木),15(金),16(土),17(日),18(月),19(火),20(水),21(木),22(金),23(土),24(日),25(月),26(火),27(水),28(木),29(金),30(土),,当月計算数,翌月計算数,翌々月計算数,翌々々月計算数,1(金),2(土),3(日),4(月),5(火),6(水),7(木),8(金),9(土),10(日),11(月),12(火),13(水),14(木),15(金),16(土),17(日),18(月),19(火),20(水),21(木),22(金),23(土),24(日),25(月),26(火),27(水),28(木),29(金),30(土)
35145-ECB010,, A,"PLATE, OIL",使用中,かんばん,1Y,第１工場,手配,Ｐ,2036,三共鋼業（株）,01,東浦南工場,――,Ｍ,01,第１,1Y,安城第１工場,AW-131 ｾﾝﾖｳ,100,0.62,3,1,01,1.74,,,,,"8,236",21.0,"7,913",22.0,"8,678",22.0,"7,657",20.0,393,0,0,411,411,417,411,417,0,0,371,411,371,412,372,0,0,378,378,379,378,360,0,0,384,420,387,421,354,0,,"8,236","7,913","8,678","7,657",393,0,0,411,411,417,411,417,0,0,371,411,371,412,372,0,0,378,378,379,378,360,0,0,384,420,387,421,354,0
35145-ECE010,, A,"PLATE, OIL",使用中,かんばん,1Y,第１工場,手配,Ｐ,2036,三共鋼業（株）,01,東浦南工場,――,Ｍ,01,第１,1Y,安城第１工場,AW-131 ｾﾝﾖｳ,100,0.65,1,1,01,1.74,,,,,"10,578",21.0,"10,464",22.0,"11,351",22.0,"9,569",20.0,487,0,0,535,534,529,534,528,0,0,474,534,475,535,474,0,0,500,499,500,499,455,0,0,493,517,491,517,468,0,,"10,578","10,464","11,351","9,569",487,0,0,535,534,529,534,528,0,0,474,534,475,535,474,0,0,500,499,500,499,455,0,0,493,517,491,517,468,0
35195-ECE010,,,"CLAMP, TUBE",使用中,かんばん,1Y,第１工場,手配,Ｐ,2036,三共鋼業（株）,01,東浦南工場,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,400,0.62,3,1,01,1.74,,,,,"21,156",21.0,"20,928",22.0,"22,702",22.0,"19,138",20.0,974,0,0,"1,070","1,068","1,058","1,068","1,056",0,0,948,"1,068",950,"1,070",948,0,0,"1,000",998,"1,000",998,910,0,0,986,"1,034",982,"1,034",936,0,,"21,156","20,928","22,702","19,138",974,0,0,"1,070","1,068","1,058","1,068","1,056",0,0,948,"1,068",950,"1,070",948,0,0,"1,000",998,"1,000",998,910,0,0,986,"1,034",982,"1,034",936,0
35195-TFG010,, A,"CLAMP, TRANSAXLE APPLY TUBE, NO.1",使用中,かんばん,1Y,第１工場,手配,Ｐ,2036,三共鋼業（株）,01,東浦南工場,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,400,0.62,1,1,01,1.74,,,,,"21,156",21.0,"20,928",22.0,"22,702",22.0,"19,138",20.0,974,0,0,"1,070","1,068","1,058","1,068","1,056",0,0,948,"1,068",950,"1,070",948,0,0,"1,000",998,"1,000",998,910,0,0,986,"1,034",982,"1,034",936,0,,"21,156","20,928","22,702","19,138",974,0,0,"1,070","1,068","1,058","1,068","1,056",0,0,948,"1,068",950,"1,070",948,0,0,"1,000",998,"1,000",998,910,0,0,986,"1,034",982,"1,034",936,0
35257-ECA010,,,"PLATE, OIL GUIDE",使用中,かんばん,1Y,第１工場,手配,Ｐ,2036,三共鋼業（株）,01,東浦南工場,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,50,0.82,3,1,01,1.74,,,,,0,21.0,0,22.0,42,22.0,34,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,42,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35285-ECA010,,,"CLAMP, SOLENOID",使用中,かんばん,1Y,第１工場,手配,Ｐ,2036,三共鋼業（株）,01,東浦南工場,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,500,0.82,3,1,01,1.74,,,,,0,21.0,0,22.0,42,22.0,34,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,42,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90462-14A008,,,CLAMP,使用中,かんばん,1Y,第１工場,手配,Ｐ,2036,三共鋼業（株）,01,東浦南工場,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,50,0.82,3,1,01,1.74,,,,,0,21.0,0,22.0,42,22.0,34,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,42,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90462-14A009,,,CLAMP,使用中,かんばん,1Y,第１工場,手配,Ｐ,2036,三共鋼業（株）,01,東浦南工場,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,200,0.82,3,1,01,1.74,,,,,0,21.0,0,22.0,42,22.0,34,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,42,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35771-ECB010,, C,"SHAFT, OUTPUT",使用中,かんばん,1Y,第１工場,手配,Ｐ,2038,アイシン機工（株）,06,吉良工場,――,Ｍ,01,第１,1Y,安城第１工場,TP-341 ﾊﾝﾖｳ,4,0.79,3,1,06,4.92,,,,,"8,236",21.0,"7,913",22.0,"8,678",22.0,"7,657",20.0,393,0,0,411,411,417,411,417,0,0,371,411,371,412,372,0,0,378,378,379,378,360,0,0,384,420,387,421,354,0,,"8,236","7,913","8,678","7,657",393,0,0,411,411,417,411,417,0,0,371,411,371,412,372,0,0,378,378,379,378,360,0,0,384,420,387,421,354,0
35771-ECE010,, D,"SHAFT, OUTPUT",使用中,かんばん,1Y,第１工場,手配,Ｐ,2038,アイシン機工（株）,06,吉良工場,――,Ｍ,01,第１,1Y,安城第１工場,TP-341 ﾊﾝﾖｳ,6,0.79,2,1,06,4.92,,,,,"10,578",21.0,"10,464",22.0,"11,351",22.0,"9,569",20.0,487,0,0,535,534,529,534,528,0,0,474,534,475,535,474,0,0,500,499,500,499,455,0,0,493,517,491,517,468,0,,"10,578","10,464","11,351","9,569",487,0,0,535,534,529,534,528,0,0,474,534,475,535,474,0,0,500,499,500,499,455,0,0,493,517,491,517,468,0
35141-ECA020,, D,"CASE, TRANSAXLE",使用中,かんばん,1Y,第１工場,手配,Ｐ,2041,（株）アイシン福井,01,本社工場,――,Ｍ,01,第１,1Y,安城第１工場,Aﾊﾟﾚ ﾊﾝﾖｳ,6,0.62,3,1,24,19.68,,,,,0,21.0,0,22.0,42,22.0,34,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,42,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35141-ECB010,, D,"CASE, TRANSAXLE",使用中,かんばん,1Y,第１工場,手配,Ｐ,2041,（株）アイシン福井,01,本社工場,――,Ｍ,01,第１,1Y,安城第１工場,Aﾊﾟﾚ ﾊﾝﾖｳ,16,0.62,3,1,24,19.68,,,,,"8,236",21.0,"7,913",22.0,"8,678",22.0,"7,657",20.0,393,0,0,411,411,417,411,417,0,0,371,411,371,412,372,0,0,378,378,379,378,360,0,0,384,420,387,421,354,0,,"8,236","7,913","8,678","7,657",393,0,0,411,411,417,411,417,0,0,371,411,371,412,372,0,0,378,378,379,378,360,0,0,384,420,387,421,354,0
35141-ECE010,, B,"CASE, TRANSAXLE",使用中,かんばん,1Y,第１工場,手配,Ｐ,2041,（株）アイシン福井,01,本社工場,――,Ｍ,01,第１,1Y,安城第１工場,Aﾊﾟﾚ ﾊﾝﾖｳ,20,0.63,3,1,24,19.68,,,,,"10,578",21.0,"10,464",22.0,"11,351",22.0,"9,569",20.0,487,0,0,535,534,529,534,528,0,0,474,534,475,535,474,0,0,500,499,500,499,455,0,0,493,517,491,517,468,0,,"10,578","10,464","11,351","9,569",487,0,0,535,534,529,534,528,0,0,474,534,475,535,474,0,0,500,499,500,499,455,0,0,493,517,491,517,468,0
39171-ECA040,, D,"COVER, MOTOR HOUSING",使用中,かんばん,1Y,第１工場,手配,Ｐ,2041,（株）アイシン福井,01,本社工場,――,Ｍ,01,第１,1Y,安城第１工場,Aﾊﾟﾚ ﾊﾝﾖｳ,36,0.62,3,1,24,19.68,,,,,0,21.0,0,22.0,42,22.0,34,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,42,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39171-ECB010,, B,"COVER, MOTOR HOUSING",使用中,かんばん,1Y,第１工場,手配,Ｐ,2041,（株）アイシン福井,01,本社工場,――,Ｍ,01,第１,1Y,安城第１工場,Aﾊﾟﾚ ﾊﾝﾖｳ,16,0.62,3,1,24,19.68,,,,,"8,236",21.0,"7,913",22.0,"8,678",22.0,"7,657",20.0,393,0,0,411,411,417,411,417,0,0,371,411,371,412,372,0,0,378,378,379,378,360,0,0,384,420,387,421,354,0,,"8,236","7,913","8,678","7,657",393,0,0,411,411,417,411,417,0,0,371,411,371,412,372,0,0,378,378,379,378,360,0,0,384,420,387,421,354,0
39171-ECE010,, A,"COVER, MOTOR HOUSING",使用中,かんばん,1Y,第１工場,手配,Ｐ,2041,（株）アイシン福井,01,本社工場,――,Ｍ,01,第１,1Y,安城第１工場,Aﾊﾟﾚ ﾊﾝﾖｳ,20,0.63,3,1,24,19.68,,,,,"10,578",21.0,"10,464",22.0,"11,351",22.0,"9,569",20.0,487,0,0,535,534,529,534,528,0,0,474,534,475,535,474,0,0,500,499,500,499,455,0,0,493,517,491,517,468,0,,"10,578","10,464","11,351","9,569",487,0,0,535,534,529,534,528,0,0,474,534,475,535,474,0,0,500,499,500,499,455,0,0,493,517,491,517,468,0
01912-ECB060,,,"CAP, SHIPPING",使用中,かんばん,1Y,第１工場,手配,Ｐ,2242,新光ゴム工業（株）,01,本社,――,Ｍ,01,第１,1Y,安城第１工場,TP-331 ﾊﾝﾖｳ,400,0.78,1,1,01,3.25,,,,,"8,236",21.0,"7,913",22.0,"8,678",22.0,"7,657",20.0,393,0,0,411,411,417,411,417,0,0,371,411,371,412,372,0,0,378,378,379,378,360,0,0,384,420,387,421,354,0,,"8,236","7,913","8,678","7,657",393,0,0,411,411,417,411,417,0,0,371,411,371,412,372,0,0,378,378,379,378,360,0,0,384,420,387,421,354,0
2030 052 002N,, A,"PLUG, W/HEAD STRAIGHT SCREW",使用中,かんばん,1Y,第１工場,手配,Ｐ,2408,（株）杉浦製作所,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-331 ﾊﾝﾖｳ,300,0.5,3,1,02,1.06,,,,,"18,814",21.0,"18,377",22.0,"20,029",22.0,"17,226",20.0,880,0,0,946,945,946,945,945,0,0,845,945,846,947,846,0,0,878,877,879,877,815,0,0,877,937,878,938,822,0,,"18,814","18,377","20,029","17,226",880,0,0,946,945,946,945,945,0,0,845,945,846,947,846,0,0,878,877,879,877,815,0,0,877,937,878,938,822,0
90116-06048,, G,"BOLT, STUD",使用中,かんばん,1Y,第１工場,手配,Ｐ,2408,（株）杉浦製作所,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-331 ﾊﾝﾖｳ,"3,000",0.61,1,1,02,1.06,,,,,"16,315",26.0,"16,643",22.0,"19,667",22.0,"16,319",20.0,752,0,0,836,834,823,834,822,0,0,726,816,727,817,726,0,0,769,769,770,763,695,0,0,757,799,767,799,714,0,,"16,315","16,643","19,667","16,319",752,0,0,836,834,823,834,822,0,0,726,816,727,817,726,0,0,769,769,770,763,695,0,0,757,799,767,799,714,0
90341-08A006,,,"PLUG, W/HEAD STRAIGHT SCREW",使用中,かんばん,1Y,第１工場,手配,Ｐ,2408,（株）杉浦製作所,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-331 ﾊﾝﾖｳ,"1,000",0.53,3,1,02,1.06,,,,,"83,492",21.0,"81,421",22.0,"88,836",22.0,"76,595",20.0,"3,913",0,0,"4,195","4,191","4,201","4,191","4,197",0,0,"3,751","4,191","3,755","4,200","3,756",0,0,"3,890","3,886","3,895","3,886","3,620",0,0,"3,892","4,168","3,899","4,173","3,642",0,,"83,492","81,421","88,836","76,595","3,913",0,0,"4,195","4,191","4,201","4,191","4,197",0,0,"3,751","4,191","3,755","4,200","3,756",0,0,"3,890","3,886","3,895","3,886","3,620",0,0,"3,892","4,168","3,899","4,173","3,642",0
90341-08A007,,,"PLUG, W/HEAD STRAIGHT SCREW",使用中,かんばん,1Y,第１工場,手配,Ｐ,2408,（株）杉浦製作所,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-331 ﾊﾝﾖｳ,"1,000",0.77,3,1,02,1.06,,,,,0,21.0,0,22.0,42,22.0,34,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,42,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90341-08A010,,,"PLUG, W/HEAD STRAIGHT SCREW",使用中,かんばん,1Y,第１工場,手配,Ｐ,2408,（株）杉浦製作所,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-331 ﾊﾝﾖｳ,"1,000",0.47,1,1,02,1.06,,,,,"16,472",21.0,"15,826",22.0,"17,356",22.0,"15,314",20.0,786,0,0,822,822,834,822,834,0,0,742,822,742,824,744,0,0,756,756,758,756,720,0,0,768,840,774,842,708,0,,"16,472","15,826","17,356","15,314",786,0,0,822,822,834,822,834,0,0,742,822,742,824,744,0,0,756,756,758,756,720,0,0,768,840,774,842,708,0
90341-18090,,,"PLUG, W/HEAD STRAIGHT SCREW",使用中,かんばん,1Y,第１工場,手配,Ｐ,2408,（株）杉浦製作所,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-331 ﾊﾝﾖｳ,300,0.54,3,1,02,1.06,,,,,"18,814",21.0,"18,377",22.0,"20,071",22.0,"17,260",20.0,880,0,0,946,945,946,945,945,0,0,845,945,846,947,846,0,0,878,877,879,877,815,0,0,877,937,878,938,822,0,,"18,814","18,377","20,071","17,260",880,0,0,946,945,946,945,945,0,0,845,945,846,947,846,0,0,878,877,879,877,815,0,0,877,937,878,938,822,0
35598-50A010,, A,"PIN SUB-ASSY, PARKING LOCK",使用中,かんばん,1Y,第１工場,手配,Ｐ,2411,アイコー（株）,01,,――,Ｍ,01,第１,1Y,安城第１工場,AW-131 ｾﾝﾖｳ,100,0.9,1,1,02,3.92,,,,,"8,236",21.0,"7,913",22.0,"8,720",22.0,"7,691",20.0,393,0,0,411,411,417,411,417,0,0,371,411,371,412,372,0,0,378,378,379,378,360,0,0,384,420,387,421,354,0,,"8,236","7,913","8,720","7,691",393,0,0,411,411,417,411,417,0,0,371,411,371,412,372,0,0,378,378,379,378,360,0,0,384,420,387,421,354,0
90560-20006,, D,SPACER,使用中,かんばん,1Y,第１工場,手配,Ｐ,2411,アイコー（株）,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,400,1.11,3,1,02,3.92,,,,,0,21.0,0,22.0,42,22.0,34,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,42,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90341-18060,, C,"PLUG, W/HEAD STRAIGHT SCREW",使用中,かんばん,1Y,第１工場,手配,Ｐ,2502,住友商事（株）鉄鋼部輸送機材,01,鉄鋼部輸送機材,――,Ｍ,01,第１,1Y,安城第１工場,TP-331 ﾊﾝﾖｳ,300,0.74,1,1,01,3,,,,,"10,578",26.0,"11,108",22.0,"13,143",22.0,"11,395",20.0,487,0,0,535,534,529,534,528,0,0,474,534,475,535,474,0,0,500,499,500,499,455,0,0,493,517,491,517,468,0,,"10,578","11,108","13,143","11,395",487,0,0,535,534,529,534,528,0,0,474,534,475,535,474,0,0,500,499,500,499,455,0,0,493,517,491,517,468,0
G1174-ECB010,, A,"WIRE, MOTOR REVOLUTION SENSOR",使用中,かんばん,1Y,第１工場,手配,Ｐ,2506,住友電装（株）,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-362 ﾊﾝﾖｳ,50,0.85,1,1,01,2.28,,,,,"8,236",21.0,"7,913",22.0,"8,678",22.0,"7,657",20.0,393,0,0,411,411,417,411,417,0,0,371,411,371,412,372,0,0,378,378,379,378,360,0,0,384,420,387,421,354,0,,"8,236","7,913","8,678","7,657",393,0,0,411,411,417,411,417,0,0,371,411,371,412,372,0,0,378,378,379,378,360,0,0,384,420,387,421,354,0
G1174-ECE010,, A,"WIRE, MOTOR REVOLUTION SENSOR",使用中,かんばん,1Y,第１工場,手配,Ｐ,2506,住友電装（株）,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-362 ﾊﾝﾖｳ,50,0.87,1,1,01,2.28,,,,,"10,578",21.0,"10,464",22.0,"11,351",22.0,"9,569",20.0,487,0,0,535,534,529,534,528,0,0,474,534,475,535,474,0,0,500,499,500,499,455,0,0,493,517,491,517,468,0,,"10,578","10,464","11,351","9,569",487,0,0,535,534,529,534,528,0,0,474,534,475,535,474,0,0,500,499,500,499,455,0,0,493,517,491,517,468,0
82824-ECE010,,,"CONNECTOR, WIRING HARNESS",使用中,かんばん,1Y,第１工場,手配,Ｐ,2506,住友電装（株）,04,四日市物流センター,――,Ｍ,01,第１,1Y,安城第１工場,TP-332 ﾊﾝﾖｳ,45,0.36,1,1,01,3.25,,,,,"10,578",21.0,"10,464",22.0,"11,351",22.0,"9,569",20.0,487,0,0,535,534,529,534,528,0,0,474,534,475,535,474,0,0,500,499,500,499,455,0,0,493,517,491,517,468,0,,"10,578","10,464","11,351","9,569",487,0,0,535,534,529,534,528,0,0,474,534,475,535,474,0,0,500,499,500,499,455,0,0,493,517,491,517,468,0
G1144-ECB010,, A,"TERMINAL, MOTOR CABLE",使用中,かんばん,1Y,第１工場,手配,Ｐ,2508,住友電気工業（株）,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-331 ﾊﾝﾖｳ,6,0.63,2,1,01,2.28,,,,,"8,236",21.0,"7,913",22.0,"8,678",22.0,"7,657",20.0,393,0,0,411,411,417,411,417,0,0,371,411,371,412,372,0,0,378,378,379,378,360,0,0,384,420,387,421,354,0,,"8,236","7,913","8,678","7,657",393,0,0,411,411,417,411,417,0,0,371,411,371,412,372,0,0,378,378,379,378,360,0,0,384,420,387,421,354,0
G1173-62010,,,"SENSOR, MOTOR REVOLUTION",使用中,かんばん,1Y,第１工場,手配,Ｐ,3102,多摩川精機販売（株）,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-331-5 ﾊﾝﾖｳ,18,0.85,1,1,01,3.05,,,,,"18,814",21.0,"18,377",22.0,"20,029",22.0,"17,226",20.0,880,0,0,946,945,946,945,945,0,0,845,945,846,947,846,0,0,878,877,879,877,815,0,0,877,937,878,938,822,0,,"18,814","18,377","20,029","17,226",880,0,0,946,945,946,945,945,0,0,845,945,846,947,846,0,0,878,877,879,877,815,0,0,877,937,878,938,822,0
G1173-ECA010,,,"SENSOR, MOTOR REVOLUTION",使用中,かんばん,1Y,第１工場,手配,Ｐ,3102,多摩川精機販売（株）,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-331-5 ﾊﾝﾖｳ,18,0.95,3,1,01,3.05,,,,,0,21.0,0,22.0,42,22.0,34,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,42,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y0217-82011,,,"CAP, SHIPPING",使用中,かんばん,1Y,第１工場,手配,Ｐ,3227,（株）チューゲン,01,本社工場,――,Ｍ,01,第１,1Y,安城第１工場,TP-332 ﾊﾝﾖｳ,400,0.54,3,1,01,2.19,,,,,"8,236",21.0,"7,913",22.0,"8,720",22.0,"7,691",20.0,393,0,0,411,411,417,411,417,0,0,371,411,371,412,372,0,0,378,378,379,378,360,0,0,384,420,387,421,354,0,,"8,236","7,913","8,720","7,691",393,0,0,411,411,417,411,417,0,0,371,411,371,412,372,0,0,378,378,379,378,360,0,0,384,420,387,421,354,0
35195-10A010,, A,"CLAMP, TRANSAXLE APPLY TUBE, NO.1",使用中,かんばん,1Y,第１工場,手配,Ｐ,3236,中庸スプリング（株）,01,,――,Ｍ,01,第１,1Y,安城第１工場,AW-131 ｾﾝﾖｳ,600,0.63,1,1,02,2.34,,,,,"8,236",21.0,"7,913",22.0,"8,678",22.0,"7,657",20.0,393,0,0,411,411,417,411,417,0,0,371,411,371,412,372,0,0,378,378,379,378,360,0,0,384,420,387,421,354,0,,"8,236","7,913","8,678","7,657",393,0,0,411,411,417,411,417,0,0,371,411,371,412,372,0,0,378,378,379,378,360,0,0,384,420,387,421,354,0
35505-ECA020,,,"LEVER SUB-ASSY, PARKING LOCK",使用中,かんばん,1Y,第１工場,手配,Ｐ,3236,中庸スプリング（株）,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-331 ﾊﾝﾖｳ,60,0.81,3,1,02,2.34,,,,,0,21.0,0,22.0,42,22.0,34,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,42,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35505-ECB010,,,"LEVER SUB-ASSY, PARKING LOCK",使用中,かんばん,1Y,第１工場,手配,Ｐ,3236,中庸スプリング（株）,01,,――,Ｍ,01,第１,1Y,安城第１工場,AW-131 ｾﾝﾖｳ,24,0.81,1,1,02,2.34,,,,,"8,236",21.0,"7,913",22.0,"8,678",22.0,"7,657",20.0,393,0,0,411,411,417,411,417,0,0,371,411,371,412,372,0,0,378,378,379,378,360,0,0,384,420,387,421,354,0,,"8,236","7,913","8,678","7,657",393,0,0,411,411,417,411,417,0,0,371,411,371,412,372,0,0,378,378,379,378,360,0,0,384,420,387,421,354,0
90949-06A012,,,"CLAMP, WIRING",使用中,かんばん,1Y,第１工場,手配,Ｐ,3236,中庸スプリング（株）,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,500,0.59,3,1,02,2.34,,,,,"64,678",21.0,"63,044",22.0,"68,849",22.0,"59,403",20.0,"3,033",0,0,"3,249","3,246","3,255","3,246","3,252",0,0,"2,906","3,246","2,909","3,253","2,910",0,0,"3,012","3,009","3,016","3,009","2,805",0,0,"3,015","3,231","3,021","3,235","2,820",0,,"64,678","63,044","68,849","59,403","3,033",0,0,"3,249","3,246","3,255","3,246","3,252",0,0,"2,906","3,246","2,909","3,253","2,910",0,0,"3,012","3,009","3,016","3,009","2,805",0,0,"3,015","3,231","3,021","3,235","2,820",0
34989-ECA040,,,LABEL,使用中,かんばん,1Y,第１工場,手配,Ｐ,3407,（株）槌屋,01,知立工場,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,500,0.88,3,1,01,2.33,,,,,0,21.0,0,22.0,42,22.0,34,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,42,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34989-ECB010,,,LABEL,使用中,かんばん,1Y,第１工場,手配,Ｐ,3407,（株）槌屋,01,知立工場,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,500,0.81,1,1,01,2.33,,,,,"5,056",21.0,"4,770",22.0,"3,893",22.0,"2,760",20.0,242,0,0,255,255,261,255,261,0,0,218,246,218,246,225,0,0,234,234,234,234,216,0,0,240,264,237,259,222,0,,"5,056","4,770","3,893","2,760",242,0,0,255,255,261,255,261,0,0,218,246,218,246,225,0,0,234,234,234,234,216,0,0,240,264,237,259,222,0
34989-ECB020,, A,LABEL,使用中,かんばん,1Y,第１工場,手配,Ｐ,3407,（株）槌屋,01,知立工場,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,500,0.81,1,1,01,2.33,,,,,"18,812",26.0,"19,019",22.0,"21,777",22.0,"19,018",20.0,880,0,0,946,945,946,945,945,0,0,845,945,846,946,846,0,0,877,877,879,877,815,0,0,877,937,878,938,822,0,,"18,812","19,019","21,777","19,018",880,0,0,946,945,946,945,945,0,0,845,945,846,946,846,0,0,877,877,879,877,815,0,0,877,937,878,938,822,0
34989-ECB030,, A,LABEL,使用中,かんばん,1Y,第１工場,手配,Ｐ,3407,（株）槌屋,01,知立工場,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,"1,000",0.8,1,1,01,2.33,,,,,"18,812",26.0,"19,019",22.0,"21,819",22.0,"19,052",20.0,880,0,0,946,945,946,945,945,0,0,845,945,846,946,846,0,0,877,877,879,877,815,0,0,877,937,878,938,822,0,,"18,812","19,019","21,819","19,052",880,0,0,946,945,946,945,945,0,0,845,945,846,946,846,0,0,877,877,879,877,815,0,0,877,937,878,938,822,0
34989-ECC010,,,LABEL,使用中,かんばん,1Y,第１工場,手配,Ｐ,3407,（株）槌屋,01,知立工場,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,500,0.78,1,1,01,2.33,,,,,"3,179",21.0,"3,137",22.0,"4,639",22.0,"3,907",20.0,151,0,0,156,156,156,156,156,0,0,153,165,153,165,147,0,0,144,144,145,144,144,0,0,144,156,150,162,132,0,,"3,179","3,137","4,639","3,907",151,0,0,156,156,156,156,156,0,0,153,165,153,165,147,0,0,144,144,145,144,144,0,0,144,156,150,162,132,0
34989-ECE010,,,LABEL,使用中,かんばん,1Y,第１工場,手配,Ｐ,3407,（株）槌屋,01,知立工場,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,500,0.72,1,1,01,2.33,,,,,"3,211",26.0,"3,194",22.0,"4,762",22.0,"4,161",20.0,144,0,0,169,174,162,168,162,0,0,138,162,138,162,138,0,0,150,150,150,150,138,0,0,144,156,162,156,138,0,,"3,211","3,194","4,762","4,161",144,0,0,169,174,162,168,162,0,0,138,162,138,162,138,0,0,150,150,150,150,138,0,0,144,156,162,156,138,0
