,品番,年,週番号,在庫数（箱）,入庫数（箱）,出庫数（箱）,日量数（箱数）,発注～印刷LT,発注～検収LT,発注～順立装置入庫LT,発注～順立装置出庫LT,発注～回収LT,基準在庫日数,基準在庫日数（基準在庫枚数込み）,基準在庫枚数,納入回数（間隔）,納入回数（回数）,納入回数（遅れ）,収容数,納入かんばん数,合計日量数（箱数）,印刷検収LT,検収入庫LT,入庫出庫LT,出庫回収LT,社内LT（検収～回収LT）,不等ピッチ係数,社内LT/設計値LT,社内LT/設計値LT（基準在庫枚数込み）,順立装置在庫量/設計値MIN,順立装置在庫量/設計値MAX,時間稼働率,加工数,回収かんばん数,先週からの順立装置在庫量増加率,先週からの社内LT増加率,先週からの回収かんばん増加率,納入数/日量数（箱数）,入庫数/納入数（箱数）,出庫数/入庫数（箱数）,回収数/出庫数（箱数）,回収数/納入数（箱数）,出庫数/納入数（箱数）,便Ave,仕入先名_アイコー（株）,仕入先名_アイシン機工（株）,仕入先名_アイシン精機（株）,仕入先名_サトープレス工業（株）,仕入先名_サンコール（株）,仕入先名_マレリ（株）,仕入先名_三共鋼業（株）,仕入先名_中庸スプリング（株）,仕入先名_住友商事（株）鉄鋼部輸送機材,仕入先名_住友電気工業（株）,仕入先名_住友電装（株）,仕入先名_佐藤工業（株）,仕入先名_多摩川精機販売（株）,仕入先名_大橋鉄工（株）,仕入先名_小川工業（株）,仕入先名_岡谷鋼機（株）,仕入先名_愛産樹脂工業（株）,仕入先名_日本精工（株）,仕入先名_矢崎総業（株）,仕入先名_石黒ゴム工業（株）,仕入先名_（株）オンド,仕入先名_（株）オーハシテクニカ,仕入先名_（株）ギフ加藤製作所,仕入先名_（株）ジェイテクト,仕入先名_（株）ニフコ,仕入先名_（株）バルカー,仕入先名_（株）ムロコーポレーション,仕入先名_（株）メタルテック,仕入先名_（株）旭工業所,仕入先名_（株）杉浦製作所,仕入先名_（株）東郷製作所,仕入先名_（株）松尾製作所,仕入先名_（株）槌屋,仕入先名_（株）浅賀井製作所,仕入先名_（株）青山製作所,仕入先名_ＮＯＫ（株）,箱種類_アイコー（株）,箱種類_アイシン機工（株）,箱種類_アイシン精機（株）,箱種類_サトープレス工業（株）,箱種類_サンコール（株）,箱種類_マレリ（株）,箱種類_三共鋼業（株）,箱種類_中庸スプリング（株）,箱種類_住友商事（株）鉄鋼部輸送機材,箱種類_住友電気工業（株）,箱種類_住友電装（株）,箱種類_佐藤工業（株）,箱種類_多摩川精機販売（株）,箱種類_大橋鉄工（株）,箱種類_小川工業（株）,箱種類_岡谷鋼機（株）,箱種類_愛産樹脂工業（株）,箱種類_日本精工（株）,箱種類_矢崎総業（株）,箱種類_石黒ゴム工業（株）,箱種類_（株）オンド,箱種類_（株）オーハシテクニカ,箱種類_（株）ギフ加藤製作所,箱種類_（株）ジェイテクト,箱種類_（株）ニフコ,箱種類_（株）バルカー,箱種類_（株）ムロコーポレーション,箱種類_（株）メタルテック,箱種類_（株）旭工業所,箱種類_（株）杉浦製作所,箱種類_（株）東郷製作所,箱種類_（株）松尾製作所,箱種類_（株）槌屋,箱種類_（株）浅賀井製作所,箱種類_（株）青山製作所,箱種類_ＮＯＫ（株）,使用工程_1.デフ・大物ギヤ・Brg,使用工程_2.MGケース,使用工程_3.ギヤサブ・共通部品,使用工程_4.TA・カバー・メイン,使用工程_7.ファイナル前半,使用工程_8.ファイナル後半
1039,35556ECB010    ,2023,48,4.0,5.0,5.0,3.37,0.185,2.02,2.4450000000000003,2.805,2.87,0.79,1.0802336380786532,1.0,1.0,1.0,2.29,100.0,4.0,3.37,1.835,0.42500000000000027,0.35999999999999943,0.06500000000000039,0.8500000000000001,0.12,1.0759493670886076,0.7868668129163651,3.607731368322314,0.5597355856306483,94.615,369.5,16,0.0,0.0,-0.2,1.1869436201780414,1.25,1.0,3.2,4.0,1.25,3.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1040,35556ECB010    ,2023,49,4.0,16.0,16.0,3.26,0.14,2.03,2.5,4.9,5.0950000000000015,0.79,1.0802336380786532,1.0,1.0,1.0,2.29,100.0,14.0,16.36,1.89,0.4700000000000002,2.4000000000000004,0.19500000000000028,3.0650000000000013,0.12,3.879746835443038,2.8373491548101875,3.7294646353515963,0.5592477843552974,98.915,386.0,16,0.0,2.605882352941177,0.0,0.8557457212713937,1.1428571428571428,1.0,1.0,1.1428571428571428,1.1428571428571428,3.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1041,35556ECB010    ,2023,50,3.0,17.0,18.0,3.56,0.15,2.07,2.46,3.98,4.96,0.79,1.0802336380786532,1.0,1.0,1.0,2.29,100.0,15.0,17.77,1.92,0.3900000000000001,1.52,0.98,2.89,0.12,3.6582278481012658,2.675347163915641,2.5613879307400698,0.4762367444240811,99.77,390.0,18,-0.25,-0.057096247960848674,0.125,0.8441193021947102,1.1333333333333333,1.0588235294117647,1.0,1.2,1.2,3.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1042,35556ECB010    ,2023,51,3.0,18.0,15.0,3.37,0.195,2.045,3.3,4.79,5.425,0.79,1.0802336380786532,1.0,1.0,1.0,2.29,100.0,16.0,17.130000000000006,1.85,1.255,1.4900000000000002,0.6349999999999998,3.38,0.12,4.278481012658228,3.1289527384203684,2.705798526241736,0.4804382729929497,100.0,371.5,15,0.0,0.16955017301038056,-0.16666666666666666,0.9340338587273784,1.125,0.8333333333333334,1.0,0.9375,0.9375,3.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1063,35557ECB010    ,2023,48,13.0,14.0,10.0,7.3260869565217375,0.33,2.52,2.91,3.81,5.61,0.93,1.0635074735161805,1.0,1.0,4.0,4.0,46.0,7.0,7.3260869565217375,2.19,0.3900000000000001,0.8999999999999999,1.8000000000000005,3.0900000000000003,0.05,3.3225806451612905,2.9054802875844468,14.19584569732938,0.7929889149336946,94.615,369.5,34,0.0,0.0,-0.2272727272727273,0.9554896142433236,2.0,0.7142857142857143,3.4,4.857142857142857,1.4285714285714286,1.8315217391304344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1064,35557ECB010    ,2023,49,9.0,38.0,37.0,7.043478260869565,0.31,2.65,3.0,5.06,5.38,0.93,1.0635074735161805,1.0,1.0,4.0,4.0,46.0,24.0,28.39130434782609,2.34,0.3500000000000001,2.06,0.3200000000000003,2.73,0.05,2.935483870967741,2.5669777298076166,10.222222222222221,0.7296154147411296,98.915,386.0,36,-0.3076923076923077,-0.1165048543689321,0.058823529411764726,0.8453292496171515,1.5833333333333333,0.9736842105263158,0.972972972972973,1.5,1.5416666666666667,1.7608695652173914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1065,35557ECB010    ,2023,50,7.0,31.0,37.0,7.739130434782607,0.33,4.53,4.69,5.26,5.5950000000000015,0.93,1.0635074735161805,1.0,1.0,4.0,4.0,46.0,34.0,38.630434782608695,4.2,0.16000000000000014,0.5699999999999994,0.33500000000000085,1.0650000000000004,0.05,1.1451612903225812,1.0014034000897851,7.235955056179775,0.732394222217679,99.77,390.0,39,-0.2222222222222222,-0.6098901098901097,0.08333333333333326,0.8801350590883512,0.9117647058823528,1.1935483870967742,1.054054054054054,1.1470588235294117,1.088235294117647,1.934782608695652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1066,35557ECB010    ,2023,51,8.0,36.0,34.0,7.478260869565218,0.32,4.53,4.75,5.69,6.04,0.93,1.0635074735161805,1.0,1.0,4.0,4.0,46.0,34.0,37.23913043478261,4.21,0.21999999999999967,0.9399999999999996,0.3500000000000005,1.5099999999999998,0.05,1.6236559139784943,1.4198301728972536,8.55813953488372,0.740629797431385,100.0,371.5,34,0.1428571428571428,0.4178403755868538,-0.1282051282051282,0.9130180969060128,1.0588235294117647,0.9444444444444444,1.0,1.0,1.0,1.8695652173913044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1087,35580ECB011    ,2023,48,59.0,98.0,81.0,56.16666666666666,0.16,1.19,1.42,4.81,5.02,0.9,0.9522420548541576,3.0,1.0,6.0,4.92,6.0,57.0,56.16666666666666,1.03,0.23,3.39,0.21,3.83,0.14,4.255555555555556,4.0220865907740135,10.646403079637503,2.5859219096606414,94.615,369.5,274,0.0,0.0,-0.1410658307210031,1.0148367952522257,1.7192982456140349,0.8265306122448979,3.3827160493827164,4.807017543859649,1.4210526315789471,9.361111111111107,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1088,35580ECB011    ,2023,49,82.0,310.0,272.0,54.33333333333334,0.21,1.18,1.58,4.635,4.96,0.9,0.9522420548541576,3.0,1.0,6.0,4.92,6.0,230.0,217.66666666666669,0.97,0.4000000000000001,3.055,0.3250000000000002,3.78,0.14,4.2,3.9695789329310114,15.295970817443207,3.029385813816168,98.915,386.0,275,0.3898305084745763,-0.013054830287206332,0.00364963503649629,1.0566615620214397,1.3478260869565215,0.8774193548387097,1.0110294117647058,1.1956521739130437,1.182608695652174,9.055555555555557,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1089,35580ECB011    ,2023,50,78.0,240.0,272.0,59.33333333333334,0.2,1.18,1.72,4.63,4.9,0.9,0.9522420548541576,3.0,1.0,6.0,4.92,6.0,280.0,296.16666666666663,0.98,0.54,2.91,0.2700000000000005,3.7200000000000006,0.14,4.133333333333334,3.906569743519408,13.323716975402368,2.979456358375207,99.77,390.0,299,-0.048780487804878085,-0.015873015873015706,0.08727272727272717,0.9454136184580756,0.8571428571428571,1.1333333333333333,1.099264705882353,1.0678571428571428,0.9714285714285714,9.888888888888893,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1090,35580ECB011    ,2023,51,78.5,252.0,254.0,57.33333333333334,0.2,1.18,1.71,4.93,5.17,0.9,0.9522420548541576,3.0,1.0,6.0,4.92,6.0,261.0,285.5,0.98,0.53,3.22,0.2400000000000002,3.99,0.14,4.433333333333334,4.1901110958716234,13.876885606536767,2.984892130605188,100.0,371.5,260,0.006410256410256388,0.07258064516129026,-0.13043478260869568,0.914185639229422,0.9655172413793104,1.007936507936508,1.0236220472440944,0.9961685823754788,0.9731800766283524,9.555555555555557,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1110,35595ECB010    ,2023,48,5.0,7.0,12.0,8.425,0.12,1.94,2.12,2.71,4.92,0.61,0.7260934552314613,1.0,1.0,1.0,1.79,40.0,7.0,8.425,1.82,0.18000000000000016,0.5899999999999999,2.21,2.98,0.0,4.885245901639344,4.104154883271943,2.1271391042617243,0.4556477449667902,94.615,369.5,40,0.0,0.0,-0.2,0.830860534124629,1.0,1.7142857142857142,3.333333333333333,5.7142857142857135,1.7142857142857142,8.425,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1111,35595ECB010    ,2023,49,6.0,42.0,41.0,8.175,0.12,1.95,2.1,3.315,3.84,0.61,0.7260934552314613,1.0,1.0,1.0,1.79,40.0,34.0,32.75,1.83,0.15000000000000013,1.215,0.5249999999999999,1.89,0.0,3.098360655737705,2.60297071455838,2.6306270757291768,0.5350274883288486,98.915,386.0,41,0.2,-0.3657718120805371,0.024999999999999908,1.0381679389312977,1.2352941176470589,0.9761904761904762,1.0,1.2058823529411764,1.2058823529411764,8.175,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1112,35595ECB010    ,2023,50,7.0,45.0,40.0,8.9,0.12,1.94,2.25,4.47,4.71,0.61,0.7260934552314613,1.0,1.0,1.0,1.79,40.0,45.0,44.425,1.82,0.31000000000000005,2.22,0.2400000000000002,2.77,0.0,4.5409836065573765,3.814935914987679,2.8190568241311262,0.5754659075673964,99.77,390.0,45,0.16666666666666674,0.4656084656084656,0.09756097560975617,1.0129431626336522,1.0,0.8888888888888888,1.125,1.0,0.8888888888888888,8.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1113,35595ECB010    ,2023,51,10.0,45.0,38.0,8.6,0.11,1.94,2.21,4.82,5.03,0.61,0.7260934552314613,1.0,1.0,1.0,1.79,40.0,43.0,42.825,1.83,0.27,2.6100000000000003,0.21,3.0900000000000003,0.0,5.065573770491804,4.255650533325607,4.167708593815121,0.7577072890279096,100.0,371.5,39,0.4285714285714286,0.1155234657039712,-0.1333333333333333,1.004086398131932,1.0465116279069768,0.8444444444444444,1.0263157894736843,0.9069767441860463,0.8837209302325582,8.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1133,3559850A010    ,2023,48,4.0,3.0,5.0,3.37,0.14,2.13,2.22,5.57,5.96,0.94,1.2302336380786532,1.0,1.0,24.0,19.68,100.0,3.0,3.37,1.99,0.0900000000000003,3.35,0.3899999999999997,3.83,0.32,4.074468085106384,3.113229781280891,13.774974315412473,0.28401242278073197,94.615,369.5,16,0.0,0.0,-0.2,0.8902077151335311,1.0,1.6666666666666667,3.2,5.333333333333333,1.6666666666666667,0.14041666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1134,3559850A010    ,2023,49,4.0,16.0,16.0,3.24,0.16,2.35,2.54,5.13,5.66,0.94,1.2302336380786532,1.0,1.0,24.0,19.68,100.0,13.0,16.36,2.19,0.18999999999999995,2.59,0.5300000000000002,3.31,0.32,3.5212765957446814,2.6905458423080284,14.327673902141983,0.27351037204420303,98.915,386.0,16,0.0,-0.13577023498694518,0.0,0.7946210268948656,1.2307692307692308,1.0,1.0,1.2307692307692308,1.2307692307692308,0.135,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1135,3559850A010    ,2023,50,3.0,15.0,17.0,3.56,0.48,2.36,2.62,4.94,5.305,0.94,1.2302336380786532,1.0,1.0,24.0,19.68,100.0,18.0,17.77,1.88,0.26000000000000023,2.3199999999999994,0.3650000000000002,2.945,0.32,3.1329787234042548,2.3938542312982305,9.779844826462083,0.2968481212744353,99.77,390.0,18,-0.25,-0.11027190332326288,0.125,1.0129431626336522,0.8333333333333334,1.1333333333333333,1.0588235294117647,1.0,0.9444444444444444,0.14833333333333334,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1136,3559850A010    ,2023,51,4.0,18.0,15.0,3.44,0.14,2.36,2.65,5.49,6.1,0.94,1.2302336380786532,1.0,1.0,24.0,19.68,100.0,17.0,17.130000000000006,2.22,0.29000000000000004,2.8400000000000003,0.6099999999999994,3.74,0.32,3.9787234042553186,3.0400729456894338,13.494669605505823,0.2896451230108306,100.0,371.5,16,0.3333333333333333,0.2699490662139221,-0.11111111111111116,0.9924109748978396,1.0588235294117647,0.8333333333333334,1.0666666666666669,0.9411764705882352,0.8823529411764706,0.14333333333333334,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1157,35771ECB010    ,2023,48,23.0,118.0,120.0,84.25,0.38,1.16,1.31,1.57,1.72,0.79,0.8248280365694385,3.0,1.0,1.0,2.28,4.0,87.0,84.25,0.7799999999999999,0.15000000000000013,0.26,0.1499999999999999,0.56,0.07,0.7088607594936709,0.6789293951853396,0.8323080263443584,0.2575737661389493,94.615,369.5,393,0.0,0.0,-0.2186878727634195,1.032640949554896,1.3563218390804597,1.0169491525423728,3.275,4.517241379310344,1.3793103448275863,84.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1158,35771ECB010    ,2023,49,18.0,410.0,416.0,81.5,0.39,1.17,1.42,1.74,1.91,0.79,0.8248280365694385,3.0,1.0,1.0,2.28,4.0,364.0,409.0,0.7799999999999999,0.25,0.3200000000000001,0.16999999999999993,0.74,0.07,0.9367088607594936,0.8971567007806273,0.6733502917851265,0.2086996439828072,98.915,386.0,408,-0.21739130434782605,0.3214285714285714,0.03816793893129766,0.8899755501222494,1.1263736263736264,1.0146341463414634,0.9807692307692308,1.120879120879121,1.1428571428571428,81.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1159,35771ECB010    ,2023,50,17.0,401.0,408.0,89.0,0.39,1.2,1.435,1.64,1.8,0.79,0.8248280365694385,3.0,1.0,1.0,2.28,4.0,422.0,444.25,0.8099999999999999,0.2350000000000001,0.20499999999999985,0.16000000000000014,0.6000000000000001,0.07,0.7594936708860759,0.7274243519842924,0.5823513291312689,0.18078884298550327,99.77,390.0,456,-0.05555555555555558,-0.18918918918918906,0.11764705882352945,0.9499155880697804,0.9502369668246444,1.0174563591022443,1.1176470588235294,1.080568720379147,0.9668246445497629,89.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1160,35771ECB010    ,2023,51,30.0,415.0,385.0,86.0,0.39,1.18,1.44,1.93,2.165,0.79,0.8248280365694385,3.0,1.0,1.0,2.28,4.0,412.0,428.25,0.7899999999999999,0.26,0.49,0.2350000000000001,0.985,0.07,1.2468354430379749,1.1941883111742135,1.0635280771412363,0.3283585981341484,100.0,371.5,384,0.7647058823529411,0.6416666666666664,-0.1578947368421053,0.9620548744892002,1.0072815533980584,0.927710843373494,0.9974025974025974,0.9320388349514565,0.9344660194174758,86.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1181,35771ECE010    ,2023,48,43.0,96.0,104.0,68.5,0.38,1.16,1.31,2.12,4.03,0.79,0.8195602906761917,2.0,1.0,6.0,4.92,6.0,67.0,68.5,0.7799999999999999,0.15000000000000013,0.81,1.91,2.87,0.07,3.632911392405063,3.5018778150318366,6.36220161767607,2.027931857686169,94.615,369.5,373,0.0,0.0,-0.07901234567901239,0.978102189781022,1.4328358208955223,1.0833333333333333,3.5865384615384617,5.567164179104478,1.5522388059701493,11.416666666666664,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1182,35771ECE010    ,2023,49,38.0,346.0,354.0,70.0,0.39,1.17,1.42,2.0,2.21,0.79,0.8195602906761917,2.0,1.0,6.0,4.92,6.0,307.0,349.33333333333326,0.7799999999999999,0.25,0.5800000000000001,0.21,1.04,0.07,1.3164556962025316,1.2689731455167634,5.501930501930501,1.838537937046608,98.915,386.0,353,-0.11627906976744184,-0.6376306620209059,-0.0536193029490617,0.8788167938931299,1.1270358306188926,1.0231213872832372,0.9971751412429378,1.1498371335504889,1.153094462540717,11.666666666666664,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1183,35771ECE010    ,2023,50,35.0,296.0,301.0,65.16666666666667,0.39,1.2,1.44,2.09,2.36,0.79,0.8195602906761917,2.0,1.0,6.0,4.92,6.0,313.0,326.8333333333333,0.8099999999999999,0.24,0.6499999999999999,0.27,1.16,0.07,1.4683544303797469,1.4153931238456208,5.443422962604545,1.789103778691902,99.77,390.0,335,-0.07894736842105265,0.1153846153846152,-0.050991501416430614,0.9576746557878634,0.9456869009584664,1.016891891891892,1.1129568106312293,1.0702875399361025,0.9616613418530352,10.861111111111114,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1184,35771ECE010    ,2023,51,51.5,327.0,302.0,67.0,0.39,1.19,1.45,3.76,4.03,0.79,0.8195602906761917,2.0,1.0,6.0,4.92,6.0,326.0,338.16666666666663,0.7999999999999999,0.26,2.31,0.2700000000000005,2.8400000000000003,0.07,3.59493670886076,3.4652728204496235,7.790439693424767,2.308681330902522,100.0,371.5,304,0.4714285714285715,1.4482758620689655,-0.09253731343283578,0.9640216855593888,1.003067484662577,0.9235474006116208,1.0066225165562914,0.9325153374233128,0.9263803680981596,11.166666666666664,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1205,35847ECB010    ,2023,48,3.0,7.0,7.0,4.2125,0.09,2.02,2.13,2.87,5.35,0.55,0.7821869104629227,1.0,1.0,6.0,5.76,80.0,5.0,4.2125,1.93,0.10999999999999988,0.7400000000000002,2.4799999999999995,3.33,0.0,6.054545454545454,4.257294459235071,6.321001527575367,0.4147249554771524,94.615,369.5,20,0.0,0.0,-0.2,1.1869436201780414,1.4,1.0,2.8571428571428568,4.0,1.4,0.7020833333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
