,品番,年,週番号,在庫数（箱）,入庫数（箱）,出庫数（箱）,仕入先名,日量数（箱数）,発注～印刷LT,発注～検収LT,発注～順立装置入庫LT,発注～順立装置出庫LT,発注～回収LT,基準在庫日数,基準在庫日数（基準在庫枚数込み）,基準在庫枚数,箱種類,納入回数（間隔）,納入回数（回数）,納入回数（遅れ）,収容数,納入かんばん数,合計日量数（箱数）,印刷検収LT,検収入庫LT,入庫出庫LT,出庫回収LT,社内LT（検収～回収LT）,不等ピッチ係数,社内LT/設計値LT,社内LT/設計値LT（基準在庫枚数込み）,設計値MIN,順立装置在庫量/設計値MIN,順立装置在庫量/設計値MAX,時間稼働率,加工数,使用工程,回収かんばん数,先週からの順立装置在庫量増加率,先週からの社内LT増加率,先週からの回収かんばん増加率,納入数/日量数（箱数）,入庫数/納入数（箱数）,出庫数/入庫数（箱数）,回収数/出庫数（箱数）,回収数/納入数（箱数）,出庫数/納入数（箱数）,便Ave,年＆週番号
265,35312ECB010    ,2023,50,5.0,22.0,26.0,（株）旭工業所,5.650793650793651,0.66,2.03,2.34,4.7,5.04,0.59,0.7728471919895515,1.0,（株）旭工業所,1.0,1.0,1.9,63.0,27.0,28.20634920634921,1.3699999999999997,0.31000000000000005,2.3600000000000003,0.33999999999999986,3.01,0.0,5.101694915254238,3.8946897021794373,1.638730158730159,3.0511429678419213,0.6603219855777293,99.77,390.0,2.MGケース,29,-0.2857142857142857,-0.035256410256410686,0.11538461538461542,0.9572312886888013,0.8148148148148148,1.1818181818181819,1.1153846153846154,1.0740740740740742,0.9629629629629629,5.650793650793651,2023-50
388,35312ECB010    ,2023,51,6.0,30.0,25.0,（株）旭工業所,5.4603174603174605,0.65,2.04,2.29,4.99,5.45,0.59,0.7728471919895515,1.0,（株）旭工業所,1.0,1.0,1.9,63.0,29.0,27.190476190476193,1.39,0.25,2.7,0.46,3.41,0.0,5.779661016949151,4.412256440010591,1.5834920634920635,3.7890938251804327,0.8200277681360638,100.0,371.5,2.MGケース,24,0.19999999999999996,0.1328903654485052,-0.1724137931034483,1.0665499124343256,1.0344827586206897,0.8333333333333334,0.96,0.8275862068965517,0.8620689655172413,5.4603174603174605,2023-51
1259,35312ECB010    ,2023,52,,,,（株）旭工業所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0.0,0.0,-0.45833333333333337,,,,,,,,2023-52
1285,35352ECB010    ,2024,2,,,,五興商事（株）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.0,0.0,0.0,,,,,,,,2024-2
1264,35352ECB010    ,2023,31,,,,五興商事（株）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0.0,0.0,0.33333333333333326,,,,,,,,2023-31
1265,35352ECB010    ,2023,32,,,,五興商事（株）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0.0,0.0,0.0,,,,,,,,2023-32
1266,35352ECB010    ,2023,34,,,,五興商事（株）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0.0,0.0,0.0,,,,,,,,2023-34
1267,35352ECB010    ,2023,35,,,,五興商事（株）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0.0,0.0,0.0,,,,,,,,2023-35
1268,35352ECB010    ,2023,36,,,,五興商事（株）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0.0,0.0,0.0,,,,,,,,2023-36
1269,35352ECB010    ,2023,37,,,,五興商事（株）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0.0,0.0,0.0,,,,,,,,2023-37
1270,35352ECB010    ,2023,38,,,,五興商事（株）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0.0,0.0,0.0,,,,,,,,2023-38
1271,35352ECB010    ,2023,39,,,,五興商事（株）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0.0,0.0,0.0,,,,,,,,2023-39
1272,35352ECB010    ,2023,40,,,,五興商事（株）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.0,0.0,-0.25,,,,,,,,2023-40
1273,35352ECB010    ,2023,41,,,,五興商事（株）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0.0,0.0,0.33333333333333326,,,,,,,,2023-41
1274,35352ECB010    ,2023,42,,,,五興商事（株）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.0,0.0,-0.25,,,,,,,,2023-42
1275,35352ECB010    ,2023,43,,,,五興商事（株）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0.0,0.0,0.33333333333333326,,,,,,,,2023-43
1276,35352ECB010    ,2023,44,,,,五興商事（株）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0.0,0.0,0.0,,,,,,,,2023-44
1277,35352ECB010    ,2023,45,,,,五興商事（株）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0.0,0.0,0.0,,,,,,,,2023-45
1278,35352ECB010    ,2023,46,,,,五興商事（株）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.0,0.0,-0.25,,,,,,,,2023-46
1279,35352ECB010    ,2023,47,,,,五興商事（株）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0.0,0.0,0.33333333333333326,,,,,,,,2023-47
1280,35352ECB010    ,2023,48,,,,五興商事（株）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0.0,0.0,0.0,,,,,,,,2023-48
1281,35352ECB010    ,2023,49,,,,五興商事（株）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.0,0.0,-0.25,,,,,,,,2023-49
1282,35352ECB010    ,2023,50,,,,五興商事（株）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.0,0.0,0.0,,,,,,,,2023-50
1283,35352ECB010    ,2023,51,,,,五興商事（株）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0.0,0.0,0.33333333333333326,,,,,,,,2023-51
1284,35352ECB010    ,2023,52,,,,五興商事（株）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,-0.75,,,,,,,,2023-52
1310,3539450A010    ,2024,2,,,,ミズショー（株）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.0,0.0,0.0,,,,,,,,2024-2
1311,3539450A010    ,2024,3,,,,ミズショー（株）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.0,0.0,-0.33333333333333337,,,,,,,,2024-3
1287,3539450A010    ,2023,31,,,,< NULL >,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,-0.6666666666666667,,,,,,,,2023-31
1289,3539450A010    ,2023,31,,,,ミズショー（株）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.0,0.0,2.0,,,,,,,,2023-31
1290,3539450A010    ,2023,32,,,,ミズショー（株）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0.0,0.0,0.33333333333333326,,,,,,,,2023-32
1291,3539450A010    ,2023,34,,,,ミズショー（株）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0.0,0.0,0.0,,,,,,,,2023-34
1292,3539450A010    ,2023,35,,,,ミズショー（株）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0.0,0.0,0.0,,,,,,,,2023-35
1293,3539450A010    ,2023,36,,,,ミズショー（株）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.0,0.0,-0.25,,,,,,,,2023-36
1294,3539450A010    ,2023,37,,,,ミズショー（株）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0.0,0.0,0.6666666666666667,,,,,,,,2023-37
1295,3539450A010    ,2023,38,,,,ミズショー（株）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0.0,0.0,-0.19999999999999996,,,,,,,,2023-38
1296,3539450A010    ,2023,39,,,,ミズショー（株）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0.0,0.0,0.25,,,,,,,,2023-39
1297,3539450A010    ,2023,40,,,,ミズショー（株）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0.0,0.0,0.0,,,,,,,,2023-40
1298,3539450A010    ,2023,41,,,,ミズショー（株）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.0,0.0,-0.4,,,,,,,,2023-41
1299,3539450A010    ,2023,42,,,,ミズショー（株）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0.0,0.0,0.33333333333333326,,,,,,,,2023-42
1300,3539450A010    ,2023,43,,,,ミズショー（株）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0.0,0.0,0.25,,,,,,,,2023-43
1301,3539450A010    ,2023,44,,,,ミズショー（株）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0.0,0.0,0.0,,,,,,,,2023-44
1302,3539450A010    ,2023,45,,,,ミズショー（株）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.0,0.0,-0.4,,,,,,,,2023-45
1303,3539450A010    ,2023,46,,,,ミズショー（株）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0.0,0.0,0.33333333333333326,,,,,,,,2023-46
1304,3539450A010    ,2023,47,,,,ミズショー（株）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.0,0.0,-0.25,,,,,,,,2023-47
1305,3539450A010    ,2023,48,,,,ミズショー（株）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0.0,0.0,0.33333333333333326,,,,,,,,2023-48
1306,3539450A010    ,2023,49,,,,ミズショー（株）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0.0,0.0,0.0,,,,,,,,2023-49
1307,3539450A010    ,2023,50,,,,ミズショー（株）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.0,0.0,-0.25,,,,,,,,2023-50
1308,3539450A010    ,2023,51,,,,ミズショー（株）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.0,0.0,-0.33333333333333337,,,,,,,,2023-51
1309,3539450A010    ,2023,52,,,,ミズショー（株）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,-0.5,,,,,,,,2023-52
1332,35409ECB010    ,2024,2,,,,サンコール（株）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.0,0.0,0.0,,,,,,,,2024-2
1333,35409ECB010    ,2024,3,,,,サンコール（株）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.0,0.0,0.0,,,,,,,,2024-3
1313,35409ECB010    ,2023,31,,,,< NULL >,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,-0.75,,,,,,,,2023-31
1315,35409ECB010    ,2023,31,,,,サンコール（株）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0.0,0.0,8.0,,,,,,,,2023-31
1316,35409ECB010    ,2023,32,,,,サンコール（株）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,0.0,0.0,0.22222222222222232,,,,,,,,2023-32
1317,35409ECB010    ,2023,34,,,,サンコール（株）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0.0,0.0,-0.09090909090909094,,,,,,,,2023-34
1318,35409ECB010    ,2023,35,,,,サンコール（株）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0.0,0.0,-0.09999999999999998,,,,,,,,2023-35
1319,35409ECB010    ,2023,36,,,,サンコール（株）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0.0,0.0,0.11111111111111116,,,,,,,,2023-36
1320,35409ECB010    ,2023,37,,,,サンコール（株）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0.0,0.0,0.0,,,,,,,,2023-37
1321,35409ECB010    ,2023,38,,,,サンコール（株）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0.0,0.0,0.0,,,,,,,,2023-38
1322,35409ECB010    ,2023,39,,,,サンコール（株）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0.0,0.0,0.0,,,,,,,,2023-39
1323,35409ECB010    ,2023,40,,,,サンコール（株）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0.0,0.0,-0.19999999999999996,,,,,,,,2023-40
1324,35409ECB010    ,2023,41,,,,サンコール（株）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0.0,0.0,0.25,,,,,,,,2023-41
1325,35409ECB010    ,2023,42,,,,サンコール（株）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0.0,0.0,-0.19999999999999996,,,,,,,,2023-42
1326,35409ECB010    ,2023,43,,,,サンコール（株）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0.0,0.0,0.25,,,,,,,,2023-43
1327,35409ECB010    ,2023,44,,,,サンコール（株）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0.0,0.0,0.0,,,,,,,,2023-44
1328,35409ECB010    ,2023,45,,,,サンコール（株）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0.0,0.0,-0.09999999999999998,,,,,,,,2023-45
1329,35409ECB010    ,2023,46,,,,サンコール（株）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0.0,0.0,0.11111111111111116,,,,,,,,2023-46
1330,35409ECB010    ,2023,47,,,,サンコール（株）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0.0,0.0,-0.09999999999999998,,,,,,,,2023-47
24,35409ECB010    ,2023,48,1.0,2.0,5.0,サンコール（株）,1.685,0.13,2.4,6.44,6.74,7.47,0.7,1.2804672761573066,1.0,サンコール（株）,1.0,1.0,2.26,200.0,1.0,1.685,2.27,4.040000000000001,0.2999999999999998,0.7299999999999995,5.07,0.0,7.242857142857144,3.9594920498203705,0.5493100000000001,1.820465675119696,0.4313021875646953,94.615,369.5,4.TA・カバー・メイン,8,0.0,0.0,-0.11111111111111116,0.5934718100890207,2.0,2.5,1.6,8.0,5.0,1.685,2023-48
144,35409ECB010    ,2023,49,3.0,12.0,5.0,サンコール（株）,1.625,0.12,3.39,3.66,5.86,6.255,0.7,1.2804672761573066,1.0,サンコール（株）,1.0,1.0,2.26,200.0,8.0,6.53,3.27,0.2700000000000005,2.2,0.3949999999999996,2.865,0.0,4.092857142857143,2.2374644423541152,0.5297499999999999,5.663048607833884,1.341681574239714,98.915,386.0,4.TA・カバー・メイン,8,2.0,-0.4349112426035503,0.0,1.225114854517611,1.5,0.4166666666666667,1.6,1.0,0.625,1.625,2023-49
266,35409ECB010    ,2023,50,3.0,6.0,8.0,サンコール（株）,1.78,0.12,4.38,4.63,6.105,6.555,0.7,1.2804672761573066,1.0,サンコール（株）,1.0,1.0,2.26,200.0,8.0,8.885,4.26,0.25,1.4750000000000003,0.4499999999999993,2.175,0.0,3.1071428571428568,1.6985986604258982,0.58028,5.169917970634867,1.2248497517637835,99.77,390.0,4.TA・カバー・メイン,9,0.0,-0.24083769633507868,0.125,0.9003939223410242,0.75,1.3333333333333333,1.125,1.125,1.0,1.78,2023-50
389,35409ECB010    ,2023,51,3.0,10.0,8.0,サンコール（株）,1.72,0.12,4.39,4.64,6.35,7.19,0.7,1.2804672761573066,1.0,サンコール（株）,1.0,1.0,2.26,200.0,9.0,8.565000000000001,4.27,0.25,1.71,0.8400000000000007,2.8000000000000007,0.0,4.000000000000001,2.1867017237666744,0.56072,5.350263946354687,1.267577068685776,100.0,371.5,4.TA・カバー・メイン,7,0.0,0.2873563218390809,-0.2222222222222222,1.0507880910683012,1.1111111111111112,0.8,0.875,0.7777777777777778,0.8888888888888888,1.72,2023-51
1331,35409ECB010    ,2023,52,,,,サンコール（株）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0.0,0.0,-0.2857142857142857,,,,,,,,2023-52
1353,35441ECB010    ,2024,2,,,,（株）ニフコ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,0.0,0.0,0.0,,,,,,,,2024-2
1354,35441ECB010    ,2024,4,,,,（株）ニフコ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0.0,0.0,-0.05555555555555558,,,,,,,,2024-4
1336,35441ECB010    ,2023,31,,,,（株）ニフコ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,0.0,0.0,0.41428571428571437,,,,,,,,2023-31
1337,35441ECB010    ,2023,32,,,,（株）ニフコ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,0.0,0.0,-0.02020202020202022,,,,,,,,2023-32
1338,35441ECB010    ,2023,34,,,,（株）ニフコ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,0.0,0.0,-0.020618556701030966,,,,,,,,2023-34
1339,35441ECB010    ,2023,35,,,,（株）ニフコ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,0.0,0.0,0.0,,,,,,,,2023-35
1340,35441ECB010    ,2023,36,,,,（株）ニフコ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,0.0,0.0,0.042105263157894646,,,,,,,,2023-36
1341,35441ECB010    ,2023,37,,,,（株）ニフコ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,0.0,0.0,-0.04040404040404044,,,,,,,,2023-37
1342,35441ECB010    ,2023,38,,,,（株）ニフコ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,0.0,0.0,-0.052631578947368474,,,,,,,,2023-38
1343,35441ECB010    ,2023,39,,,,（株）ニフコ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,0.0,0.0,0.04444444444444451,,,,,,,,2023-39
1344,35441ECB010    ,2023,40,,,,（株）ニフコ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,0.0,0.0,-0.04255319148936165,,,,,,,,2023-40
1345,35441ECB010    ,2023,41,,,,（株）ニフコ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,0.0,0.0,-0.033333333333333326,,,,,,,,2023-41
1346,35441ECB010    ,2023,42,,,,（株）ニフコ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,0.0,0.0,-0.011494252873563204,,,,,,,,2023-42
1347,35441ECB010    ,2023,43,,,,（株）ニフコ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,0.0,0.0,0.04651162790697683,,,,,,,,2023-43
1348,35441ECB010    ,2023,44,,,,（株）ニフコ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,0.0,0.0,0.05555555555555558,,,,,,,,2023-44
1349,35441ECB010    ,2023,45,,,,（株）ニフコ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,0.0,0.0,-0.021052631578947323,,,,,,,,2023-45
1350,35441ECB010    ,2023,46,,,,（株）ニフコ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,0.0,0.0,-0.08602150537634412,,,,,,,,2023-46
1351,35441ECB010    ,2023,47,,,,（株）ニフコ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,0.0,0.0,0.09411764705882364,,,,,,,,2023-47
25,35441ECB010    ,2023,48,25.0,29.0,22.0,（株）ニフコ,15.583333333333336,0.09,2.23,2.62,5.815,5.92,0.71,0.9018720852764824,3.0,（株）ニフコ,1.0,1.0,2.14,48.0,16.0,15.583333333333336,2.14,0.3900000000000001,3.1949999999999994,0.10500000000000044,3.69,0.0,5.19718309859155,4.091489314550383,4.893166666666668,5.109165843523278,1.1761569463829251,94.615,369.5,2.MGケース,79,0.0,0.0,-0.15053763440860213,1.0267379679144384,1.8125,0.7586206896551724,3.590909090909091,4.9375,1.375,15.583333333333336,2023-48
145,35441ECB010    ,2023,49,20.0,73.0,78.0,（株）ニフコ,15.541666666666664,0.09,2.24,2.6,5.19,5.3,0.71,0.9018720852764824,3.0,（株）ニフコ,1.0,1.0,2.14,48.0,58.0,62.18749999999999,2.1500000000000004,0.3599999999999999,2.5899999999999994,0.11000000000000032,3.06,0.0,4.309859154929576,3.3929423584076344,4.880083333333333,4.098290671265859,0.9434481457312904,98.915,386.0,2.MGケース,78,-0.19999999999999996,-0.1707317073170731,-0.012658227848101222,0.9326633165829147,1.2586206896551724,1.0684931506849316,1.0,1.3448275862068966,1.3448275862068966,15.541666666666664,2023-49
267,35441ECB010    ,2023,50,15.0,58.0,72.0,（株）ニフコ,15.5625,0.09,2.23,2.72,4.965,5.09,0.71,0.9018720852764824,3.0,（株）ニフコ,1.0,1.0,2.14,48.0,76.0,77.875,2.14,0.4900000000000002,2.245,0.125,2.86,0.0,4.028169014084507,3.17118141994962,4.886625,3.069603253779449,0.70663887220436,99.77,390.0,2.MGケース,79,-0.25,-0.06535947712418311,0.012820512820512775,0.9759229534510433,0.7631578947368421,1.2413793103448276,1.0972222222222223,1.0394736842105263,0.9473684210526315,15.5625,2023-50
390,35441ECB010    ,2023,51,19.0,82.0,69.0,（株）ニフコ,15.5625,0.09,2.23,2.62,5.58,5.67,0.71,0.9018720852764824,3.0,（株）ニフコ,1.0,1.0,2.14,48.0,75.0,77.95833333333333,2.14,0.3900000000000001,2.96,0.08999999999999986,3.44,0.0,4.845070422535211,3.814288141477864,4.886625,3.8881641214539684,0.8950759047921892,100.0,371.5,2.MGケース,71,0.2666666666666666,0.20279720279720292,-0.10126582278481011,0.9620523784072689,1.0933333333333333,0.8414634146341463,1.0289855072463767,0.9466666666666667,0.92,15.5625,2023-51
1352,35441ECB010    ,2023,52,,,,（株）ニフコ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,0.0,0.0,-0.45070422535211263,,,,,,,,2023-52
1374,35441TFA010    ,2024,2,,,,（株）ニフコ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0.0,0.0,0.0,,,,,,,,2024-2
1375,35441TFA010    ,2024,4,,,,（株）ニフコ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,-0.75,,,,,,,,2024-4
1357,35441TFA010    ,2023,31,,,,（株）ニフコ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,0.0,0.0,0.6666666666666667,,,,,,,,2023-31
1358,35441TFA010    ,2023,32,,,,（株）ニフコ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,0.0,0.0,0.050000000000000044,,,,,,,,2023-32
1359,35441TFA010    ,2023,34,,,,（株）ニフコ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,0.0,0.0,-0.09523809523809523,,,,,,,,2023-34
1360,35441TFA010    ,2023,35,,,,（株）ニフコ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,0.0,0.0,0.0,,,,,,,,2023-35
1361,35441TFA010    ,2023,36,,,,（株）ニフコ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,0.0,0.0,0.0,,,,,,,,2023-36
1362,35441TFA010    ,2023,37,,,,（株）ニフコ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,0.0,0.0,0.10526315789473695,,,,,,,,2023-37
1363,35441TFA010    ,2023,38,,,,（株）ニフコ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,0.0,0.0,-0.1428571428571429,,,,,,,,2023-38
1364,35441TFA010    ,2023,39,,,,（株）ニフコ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,0.0,0.0,0.11111111111111116,,,,,,,,2023-39
1365,35441TFA010    ,2023,40,,,,（株）ニフコ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,0.0,0.0,-0.09999999999999998,,,,,,,,2023-40
1366,35441TFA010    ,2023,41,,,,（株）ニフコ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,0.0,0.0,0.0,,,,,,,,2023-41
1367,35441TFA010    ,2023,42,,,,（株）ニフコ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0.0,0.0,-0.05555555555555558,,,,,,,,2023-42
1368,35441TFA010    ,2023,43,,,,（株）ニフコ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,0.0,0.0,0.05882352941176472,,,,,,,,2023-43
1369,35441TFA010    ,2023,44,,,,（株）ニフコ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,0.0,0.0,0.11111111111111116,,,,,,,,2023-44
1370,35441TFA010    ,2023,45,,,,（株）ニフコ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,0.0,0.0,-0.050000000000000044,,,,,,,,2023-45
1371,35441TFA010    ,2023,46,,,,（株）ニフコ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,0.0,0.0,0.0,,,,,,,,2023-46
1372,35441TFA010    ,2023,47,,,,（株）ニフコ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,0.0,0.0,0.0,,,,,,,,2023-47
26,35441TFA010    ,2023,48,6.0,5.0,5.0,（株）ニフコ,3.37,0.09,2.23,2.62,5.76,5.84,0.71,1.0002336380786532,1.0,（株）ニフコ,1.0,1.0,2.14,100.0,3.0,3.37,2.14,0.3900000000000001,3.14,0.08000000000000007,3.61,0.0,5.084507042253522,3.609156763548208,1.05818,5.670112835245421,1.3052899048878757,94.615,369.5,2.MGケース,16,0.0,0.0,-0.1578947368421053,0.8902077151335311,1.6666666666666667,1.0,3.2,5.333333333333333,1.6666666666666667,3.37,2023-48
146,35441TFA010    ,2023,49,6.0,16.0,16.0,（株）ニフコ,3.26,0.09,2.24,2.6,6.09,6.25,0.71,1.0002336380786532,1.0,（株）ニフコ,1.0,1.0,2.14,100.0,13.0,13.06,2.1500000000000004,0.3599999999999999,3.49,0.16000000000000014,4.01,0.0,5.647887323943663,4.009063330146345,1.02364,5.861435660974561,1.3493334292859327,98.915,386.0,2.MGケース,17,0.0,0.11080332409972304,0.0625,0.9954058192955589,1.2307692307692308,1.0,1.0625,1.3076923076923077,1.2307692307692308,3.26,2023-49
268,35441TFA010    ,2023,50,4.0,14.0,16.0,（株）ニフコ,3.56,0.09,2.23,2.72,5.3,5.66,0.71,1.0002336380786532,1.0,（株）ニフコ,1.0,1.0,2.14,100.0,17.0,17.77,2.14,0.4900000000000002,2.58,0.3600000000000003,3.43,0.0,4.830985915492958,3.429198808579044,1.11784,3.5783296357260435,0.8237503706876669,99.77,390.0,2.MGケース,18,-0.33333333333333337,-0.1446384039900248,0.05882352941176472,0.9566685424873382,0.8235294117647058,1.1428571428571428,1.125,1.0588235294117647,0.9411764705882353,3.56,2023-50
391,35441TFA010    ,2023,51,6.0,18.0,16.0,（株）ニフコ,3.44,0.09,2.23,2.62,6.025,6.245,0.71,1.0002336380786532,1.0,（株）ニフコ,1.0,1.0,2.14,100.0,16.0,17.130000000000006,2.14,0.3900000000000001,3.405,0.21999999999999967,4.0150000000000015,0.0,5.6549295774647925,4.014062162228823,1.08016,5.5547326322026365,1.2787287731023669,100.0,371.5,2.MGケース,14,0.5,0.17055393586005874,-0.2222222222222222,0.9340338587273785,1.125,0.8888888888888888,0.875,0.875,1.0,3.44,2023-51
1373,35441TFA010    ,2023,52,,,,（株）ニフコ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0.0,0.0,-0.3571428571428571,,,,,,,,2023-52
1395,3548255A010    ,2024,2,,,,サトープレス工業（株）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0.0,0.0,0.0,,,,,,,,2024-2
1396,3548255A010    ,2024,4,,,,サトープレス工業（株）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.0,0.0,-0.5,,,,,,,,2024-4
1378,3548255A010    ,2023,31,,,,サトープレス工業（株）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0.0,0.0,2.0,,,,,,,,2023-31
1379,3548255A010    ,2023,32,,,,サトープレス工業（株）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0.0,0.0,0.0,,,,,,,,2023-32
