,品番,年,週番号,在庫数（箱）,入庫数（箱）,出庫数（箱）,仕入先名,日量数（箱数）,発注～印刷LT,発注～検収LT,発注～順立装置入庫LT,発注～順立装置出庫LT,発注～回収LT,基準在庫日数,基準在庫日数（基準在庫枚数込み）,基準在庫枚数,箱種類,納入回数（間隔）,納入回数（回数）,納入回数（遅れ）,収容数,納入かんばん数,合計日量数（箱数）,印刷検収LT,検収入庫LT,入庫出庫LT,出庫回収LT,社内LT（検収～回収LT）,不等ピッチ係数,社内LT/設計値LT,社内LT/設計値LT（基準在庫枚数込み）,設計値MIN,順立装置在庫量/設計値MIN,順立装置在庫量/設計値MAX,時間稼働率,加工数
279,35847ECB010    ,2023,50,5.0,27.0,25.0,（株）メタルテック,4.45,0.09,4.01,4.125,4.78,5.5299999999999985,0.55,0.7821869104629227,1.0,（株）メタルテック,1.0,1.0,1.9,80,22,22.2125,3.92,0.1150000000000002,0.6550000000000002,0.7499999999999991,1.5199999999999996,0.0,2.7636363636363632,1.9432695429541464,1.2905,3.874467260751647,0.8385041086701325,99.77000000000001,390.0
280,35847ECB020    ,2023,50,4.0,26.0,24.0,（株）メタルテック,5.085714285714285,0.09,4.01,4.12,4.535,5.13,0.5,0.7031635466550573,1.0,（株）メタルテック,1.0,1.0,1.9,70,26,25.385714285714286,3.92,0.11000000000000032,0.415,0.5949999999999998,1.12,0.0,2.24,1.5928015684655867,1.4748571428571429,2.7121270825261528,0.5869528760690927,99.77000000000001,390.0
281,35847ECE010    ,2023,50,15.0,52.0,45.0,（株）メタルテック,9.775,0.09,4.01,4.125,5.335,5.6850000000000005,0.5,0.5985343022539722,1.0,（株）メタルテック,1.0,1.0,1.9,40,52,49.02500000000001,3.92,0.1150000000000002,1.21,0.3500000000000005,1.6750000000000007,0.0,3.3500000000000014,2.7985029324004542,2.83475,5.291471911103272,1.1451692941939915,99.77000000000001,390.0
282,35847ECE020    ,2023,50,11.0,34.0,31.0,（株）メタルテック,6.516666666666668,0.09,4.01,4.125,5.475,5.805,0.53,0.6778014533809582,1.0,（株）メタルテック,1.0,1.0,1.9,60,34,32.68333333333334,3.92,0.1150000000000002,1.3499999999999996,0.3300000000000001,1.795,0.0,3.3867924528301883,2.6482681485061974,1.8898333333333333,5.820619102213597,1.2596862236133906,99.77000000000001,390.0
283,35882ECB010    ,2023,50,6.0,39.0,35.0,（株）メタルテック,7.12,0.09,4.01,4.12,4.74,5.135,0.54,0.6851168190393266,1.0,（株）メタルテック,1.0,1.0,1.9,50,34,35.54,3.92,0.11000000000000032,0.6200000000000001,0.3949999999999996,1.125,0.0,2.083333333333333,1.6420557323019442,2.0648,2.905850445563735,0.6288780815025994,99.77000000000001,390.0
284,36108ECB010    ,2023,50,3.0,10.0,10.0,（株）オーハシテクニカ,2.373333333333333,0.73,2.02,2.3,5.425,6.22,0.64,1.07535045711798,1.0,（株）オーハシテクニカ,1.0,1.0,1.97,150,12,11.846666666666666,1.29,0.2799999999999998,3.125,0.7949999999999999,4.199999999999998,0.0,6.562499999999999,3.905703458997279,0.7048800000000001,4.256043581886279,0.9384149545807164,99.77000000000001,390.0
285,39171ECB010    ,2023,50,10.0,101.0,103.0,（株）アイシン福井,22.25,0.26,1.0,0.99,1.52,1.7,0.62,0.7593121462777536,3.0,（株）アイシン福井,1.0,24.0,19.68,16,103,111.0625,0.74,-0.010000000000000007,0.53,0.17999999999999994,0.7,,1.1290322580645158,0.921887004483585,1.9172083333333332,5.2159172407797785,2.5273001063572127,99.77000000000001,390.0
286,39171ECE010    ,2023,50,19.0,92.0,91.0,（株）アイシン福井,19.55,0.26,1.04,0.99,2.17,2.49,0.63,0.7778014533809583,3.0,（株）アイシン福井,1.0,24.0,19.68,20,95,98.05,0.78,-0.05000000000000005,1.18,0.3200000000000003,1.4500000000000002,,2.301587301587302,1.8642289670418069,1.6845583333333334,11.278920785369065,5.465044091879856,99.77000000000001,390.0
287,41310ECB010    ,2023,50,60.0,761.0,817.0,（株）オンド,178.0,0.18,1.14,1.58,1.8,1.97,0.69,0.7016093455231461,2.0,（株）オンド,1.0,4.0,4.0,2,816,888.5,0.96,0.44000000000000017,0.22,0.16999999999999993,0.8300000000000001,0.05,1.202898550724638,1.1829945044148764,22.25,2.696629213483146,0.7931262392597488,99.77000000000001,390.0
288,41310ECE010    ,2023,50,99.0,910.0,906.0,（株）オンド,195.5,0.19,1.14,1.94,2.27,2.43,0.7,0.7147801453380958,3.0,（株）オンド,1.0,4.0,4.0,2,951,980.5,0.95,0.8,0.3300000000000001,0.16000000000000014,1.2900000000000005,0.05,1.8428571428571436,1.8047507452656253,24.4375,4.051150895140665,1.191514969159019,99.77000000000001,390.0
289,5040056001E    ,2023,50,6.0,27.0,29.0,サトープレス工業（株）,5.933333333333334,0.12,1.94,2.25,3.1,5.11,0.58,1.102420548541576,3.0,サトープレス工業（株）,1.0,1.0,1.78,300,27,29.61666666666667,1.82,0.31000000000000005,0.8500000000000001,2.01,3.1700000000000004,0.0,5.465517241379311,2.8754906684147765,1.6494666666666669,3.637539406676905,0.7614728577230269,99.77000000000001,390.0
290,82125ECB010    ,2023,50,4.0,18.0,17.0,矢崎総業（株）,3.56,0.13,1.98,2.25,4.545,4.8599999999999985,0.58,0.8702336380786533,1.0,矢崎総業（株）,1.0,1.0,1.79,100,18,17.77,1.85,0.27,2.295,0.3149999999999995,2.8799999999999994,0.0,4.96551724137931,3.3094560747601207,0.99324,4.027224034473038,0.8454443232640915,99.77000000000001,390.0
291,82125ECE010    ,2023,50,5.0,21.0,18.0,矢崎総業（株）,3.91,0.13,1.98,2.25,5.04,5.25,0.62,0.8663357556349304,1.0,矢崎総業（株）,1.0,1.0,1.79,100,21,19.61,1.85,0.27,2.79,0.21,3.27,0.0,5.274193548387096,3.774518111172087,1.09089,4.5834135430703355,0.9622064548657818,99.77000000000001,390.0
292,82821CWA030    ,2023,50,7.0,19.0,19.0,石黒ゴム工業（株）,3.985,0.13,1.93,2.55,5.52,6.01,0.83,1.1113104377893688,1.0,石黒ゴム工業（株）,1.0,2.0,3.64,200,20,19.435,1.7999999999999998,0.6199999999999999,2.97,0.4900000000000002,4.08,0.29,4.91566265060241,3.6713413833455766,0.92452,7.571496560377276,2.2462751943830286,99.77000000000001,390.0
293,82821ECB010    ,2023,50,3.0,9.0,9.0,石黒ゴム工業（株）,1.9925,0.13,3.6,3.99,5.8,6.47,0.83,1.3925879043600562,1.0,石黒ゴム工業（株）,1.0,2.0,3.64,400,9,7.85,3.47,0.3900000000000001,1.81,0.6699999999999999,2.87,0.29,3.4578313253012047,2.0609111934796442,0.4622600000000001,6.4898541946090935,1.925378738042596,99.77000000000001,390.0
294,82821ECB020    ,2023,50,8.0,22.0,19.0,石黒ゴム工業（株）,3.985,0.12,1.93,2.55,6.0950000000000015,6.625,0.87,1.151293952180028,1.0,石黒ゴム工業（株）,1.0,2.0,3.64,200,22,19.44,1.81,0.6199999999999999,3.5450000000000013,0.5299999999999994,4.695,0.29,5.396551724137932,4.078020205968946,0.92452,8.653138926145457,2.567171650723461,99.77000000000001,390.0
295,82821ECB040    ,2023,50,3.0,15.0,16.0,石黒ゴム工業（株）,3.565,0.22,1.93,2.155,4.465,5.17,0.83,1.1782803656943839,1.0,石黒ゴム工業（株）,1.0,2.0,3.64,100,18,17.77,1.71,0.2250000000000003,2.31,0.7050000000000001,3.24,0.29,3.9036144578313263,2.7497699990024054,0.8270800000000001,3.6272186487401448,1.0761057883730354,99.77000000000001,390.0
296,82821ECB050    ,2023,50,11.0,39.0,39.0,石黒ゴム工業（株）,7.97,0.13,1.93,2.55,5.365,5.805,0.83,0.9706552188946844,1.0,石黒ゴム工業（株）,1.0,2.0,3.64,100,44,38.87000000000001,1.7999999999999998,0.6199999999999999,2.8150000000000004,0.4399999999999995,3.875,0.29,4.668674698795182,3.992148730640509,1.84904,5.949033011725002,1.764930509872379,99.77000000000001,390.0
297,82821ECE010    ,2023,50,22.0,45.0,48.0,石黒ゴム工業（株）,8.82,0.13,3.6,3.99,6.69,6.95,1.07,1.1879593040401062,1.0,石黒ゴム工業（株）,1.0,2.0,3.64,50,49,42.22000000000001,3.47,0.3900000000000001,2.7,0.2599999999999998,3.35,0.29,3.130841121495327,2.81996192008182,2.0462400000000005,10.75142700758464,3.1896816697693566,99.77000000000001,390.0
298,82821XAE010    ,2023,50,14.0,40.0,39.0,石黒ゴム工業（株）,7.97,0.23,1.93,2.55,5.625,5.975,0.87,1.010646976090014,1.0,石黒ゴム工業（株）,1.0,2.0,3.64,100,44,38.88,1.7,0.6199999999999999,3.075,0.34999999999999964,4.045,0.29,4.649425287356323,4.002386684665377,1.84904,7.571496560377276,2.2462751943830286,99.77000000000001,390.0
299,82824ECB010    ,2023,50,8.0,54.0,49.0,矢崎総業（株）,11.125,0.13,1.98,2.24,3.18,4.56,0.57,0.662874764185169,1.0,矢崎総業（株）,1.0,1.0,1.79,32,53,55.53125,1.85,0.26000000000000023,0.94,1.3799999999999994,2.58,0.0,4.526315789473684,3.892137911105176,3.1038750000000004,2.577423382062744,0.5410843668890185,99.77000000000001,390.0
300,82824ECB020    ,2023,50,13.0,96.0,88.0,矢崎総業（株）,18.675,0.13,1.98,2.25,3.655,4.61,0.58,0.6332978014656895,1.0,矢崎総業（株）,1.0,1.0,1.79,40,96,93.45,1.85,0.27,1.4050000000000002,0.955,2.6300000000000003,0.0,4.53448275862069,4.152864566896001,5.210325000000001,2.495045894449962,0.5237906731012336,99.77000000000001,390.0
301,82824ECE010    ,2023,50,10.0,44.0,40.0,住友電装（株）,8.688888888888886,1.45,5.41,5.39,6.4049999999999985,6.71,0.36,0.4708510900357187,1.0,住友電装（株）,1.0,1.0,3.25,45,44,43.577777777777776,3.96,-0.020000000000000462,1.0149999999999997,0.3050000000000006,1.2999999999999998,0.0,3.611111111111111,2.7609578219334314,3.692777777777777,2.7079885662704983,0.7802678919762454,99.77000000000001,390.0
302,9010506A089    ,2023,50,4.0,5.0,5.0,（株）青山製作所,0.996,0.31,1.17,1.45,7.26,8.14,1.0,3.9980013324450367,3.0,（株）青山製作所,1.0,6.0,5.76,1500,5,4.984,0.8599999999999999,0.28,5.81,0.8800000000000008,6.9700000000000015,0.08,6.9700000000000015,1.7433711048158642,0.11221599999999997,35.64554074285307,12.194527096239208,99.77000000000001,390.0
303,9010508A014    ,2023,50,19.0,103.0,111.0,（株）青山製作所,56.21,0.31,1.24,1.56,1.88,2.33,1.08,1.133008684589492,3.0,（株）青山製作所,1.0,6.0,5.76,500,276,281.27,0.93,0.3200000000000001,0.31999999999999984,0.4500000000000002,1.09,0.08,1.0092592592592593,0.9620402869152987,6.3329933333333335,3.000161061278026,1.026370889384588,99.77000000000001,390.0
304,9010508A042    ,2023,50,2.0,22.0,21.0,（株）青山製作所,5.933333333333334,0.315,1.24,1.57,1.855,3.5650000000000004,1.07,1.244140182847192,1.0,（株）青山製作所,1.0,6.0,5.76,300,26,29.61666666666667,0.925,0.3300000000000001,0.2849999999999999,1.7100000000000004,2.325,0.08,2.1728971962616823,1.8687604757522418,0.6684888888888889,2.991822352237218,1.0235181731337852,99.77000000000001,390.0
305,9010512A018    ,2023,50,26.0,229.0,247.0,（株）青山製作所,51.94,0.31,1.24,1.56,2.045,2.365,1.04,1.0977800889813372,3.0,（株）青山製作所,1.0,6.0,5.76,200,258,259.82,0.93,0.3200000000000001,0.4849999999999999,0.3200000000000003,1.1250000000000002,0.08,1.0817307692307694,1.0247954132998724,5.851906666666667,4.442996356742987,1.5199724378331272,99.77000000000001,390.0
306,9011906A065    ,2023,50,2.0,8.0,9.0,（株）青山製作所,2.241,0.31,1.24,1.56,3.13,4.47,1.07,1.5141483455474132,1.0,（株）青山製作所,1.0,6.0,5.76,1000,11,11.214,0.93,0.3200000000000001,1.5699999999999998,1.34,3.2299999999999995,0.08,3.0186915887850465,2.1332123827221507,0.252486,7.921231276189571,2.70989491027538,99.77000000000001,390.0
307,9014908A008    ,2023,50,1.0,12.0,6.0,（株）青山製作所,2.80125,0.315,1.25,1.565,1.78,2.76,1.02,1.3753186764379302,1.0,（株）青山製作所,1.0,6.0,5.76,800,14,14.0175,0.935,0.31499999999999995,0.21500000000000008,0.9799999999999998,1.5099999999999998,0.08,1.480392156862745,1.097927357396828,0.31560750000000004,3.168492510475828,1.0839579641101518,99.77000000000001,390.0
308,9015905A007    ,2023,50,3.0,10.0,10.0,（株）青山製作所,2.241,0.31,1.26,1.58,4.67,5.66,1.03,2.362533813045506,3.0,（株）青山製作所,1.0,6.0,5.76,2000,11,11.210999999999999,0.95,0.3200000000000001,3.09,0.9900000000000002,4.4,0.08,4.271844660194175,1.8624072069165556,0.252486,11.881846914284356,4.06484236541307,99.77000000000001,390.0
309,9015906A021    ,2023,50,4.0,23.0,24.0,（株）青山製作所,5.276666666666666,0.31,1.23,1.53,2.73,3.0,1.02,1.587094350322535,3.0,（株）青山製作所,1.0,6.0,5.76,1200,27,26.394166666666663,0.92,0.30000000000000004,1.2,0.27,1.77,0.08,1.7352941176470589,1.1152456056820403,0.5945044444444444,6.728292845208148,2.3017843944133136,99.77000000000001,390.0
310,9015906A022    ,2023,50,2.0,30.0,23.0,（株）青山製作所,7.47,0.32,1.26,1.57,1.775,2.895,1.01,1.4097335109926716,3.0,（株）青山製作所,1.0,6.0,5.76,1500,34,37.38,0.94,0.31000000000000005,0.20499999999999985,1.12,1.635,0.08,1.6188118811881191,1.159793668271889,0.84162,2.376369382856871,0.8129684730826139,99.77000000000001,390.0
311,9015906A023    ,2023,50,3.0,8.0,8.0,（株）青山製作所,1.7238461538461538,0.32,1.215,1.455,3.99,5.675,1.02,2.752293956959158,3.0,（株）青山製作所,1.0,6.0,5.76,1300,8,8.623846153846152,0.8949999999999998,0.2400000000000002,2.535,1.685,4.46,0.08,4.372549019607844,1.6204664435362792,0.19422,15.446400988569662,5.28429507503699,99.77000000000001,390.0
312,9020150A002    ,2023,50,4.0,14.0,17.0,（株）ムロコーポレーション,3.56,0.1,0.855,0.995,1.93,2.425,0.73,1.0202336380786532,1.0,（株）ムロコーポレーション,1.0,1.0,0.73,100,14,14.21,0.755,0.14,0.935,0.4949999999999999,1.5699999999999998,0.0,2.150684931506849,1.5388631989792942,0.61588,6.4947717087744365,0.9187207731954028,99.77000000000001,390.0
313,9020156A001    ,2023,50,3.0,13.0,15.0,（株）ムロコーポレーション,3.57,0.1,0.85,1.0,1.9,2.2,0.75,1.0402336380786532,1.0,（株）ムロコーポレーション,1.0,1.0,0.73,100,13,14.21,0.75,0.15000000000000002,0.8999999999999999,0.3000000000000003,1.35,0.0,1.8,1.2977853729989888,0.61761,4.85743430320105,0.6871104942385786,99.77000000000001,390.0
314,9020156A002    ,2023,50,3.0,14.0,16.0,（株）ムロコーポレーション,3.9,0.1,0.855,1.0,1.765,2.22,0.73,0.9763357556349304,1.0,（株）ムロコーポレーション,1.0,1.0,0.73,100,14,15.7,0.755,0.14500000000000002,0.7650000000000001,0.4550000000000001,1.3650000000000002,0.0,1.8698630136986305,1.3980846159959734,0.6747000000000001,4.446420631391729,0.6289703754953141,99.77000000000001,390.0
315,9025006A007    ,2023,50,2.0,16.0,11.0,（株）ギフ加藤製作所,3.555,0.15,2.07,4.33,4.565,5.32,0.76,1.0502336380786534,1.0,（株）ギフ加藤製作所,1.0,2.0,3.8,200,14,17.77,1.92,2.26,0.23499999999999946,0.7550000000000008,3.2500000000000004,0.12,4.276315789473685,3.0945495194247474,0.8531999999999998,2.3441162681669017,0.7121365877975396,99.77000000000001,390.0
316,9030106A018    ,2023,50,6.0,8.0,10.0,ＮＯＫ（株）,2.028,0.33,1.94,2.17,6.65,7.64,0.56,2.046749346449767,3.0,ＮＯＫ（株）,1.0,2.0,3.52,2000,9,10.1415,1.61,0.23,4.48,0.9899999999999992,5.699999999999998,0.03,10.178571428571429,2.784903784084288,0.458328,13.091061423260198,3.8126029402793873,99.77000000000001,390.0
317,9030111A014    ,2023,50,4.0,17.0,17.0,ＮＯＫ（株）,3.735,0.31,1.94,2.17,4.65,5.5150000000000015,0.56,1.3594670219853433,3.0,ＮＯＫ（株）,1.0,2.0,3.52,1000,20,18.69,1.63,0.23,2.4800000000000004,0.8650000000000002,3.5750000000000006,0.03,6.383928571428572,2.6297070412043757,0.8441099999999999,4.7387188873488055,1.3800908099752964,99.77000000000001,390.0
318,9030117A010    ,2023,50,3.0,5.0,5.0,ＮＯＫ（株）,1.102,0.15,1.94,2.17,6.95,7.58,0.58,3.3196009314643167,3.0,ＮＯＫ（株）,1.0,2.0,3.52,1000,5,4.4060000000000015,1.79,0.23,4.78,0.6299999999999999,5.6400000000000015,0.03,9.724137931034484,1.6989994027722264,0.249052,12.04567720797263,3.5081482590229567,99.77000000000001,390.0
319,9030119A011    ,2023,50,4.0,15.0,16.0,ＮＯＫ（株）,3.56,0.15,1.94,2.17,4.45,4.8,0.54,0.8302336380786534,1.0,ＮＯＫ（株）,1.0,2.0,3.52,200,17,17.77,1.79,0.23,2.28,0.34999999999999964,2.86,0.03,5.296296296296296,3.444813446271197,0.8045599999999999,4.971661529283087,1.4479323526004866,99.77000000000001,390.0
320,9031150A014    ,2023,50,4.0,39.0,39.0,ＮＯＫ（株）,8.892857142857142,0.31,1.94,2.17,2.72,4.505,0.54,0.6519253830779481,1.0,ＮＯＫ（株）,1.0,2.0,3.52,84,44,44.5,1.63,0.23,0.5499999999999998,1.785,2.565,0.03,4.75,3.934499356183702,2.009785714285714,1.9902619326864983,0.5796381401896246,99.77000000000001,390.0
321,9031150A015    ,2023,50,4.0,41.0,39.0,ＮＯＫ（株）,8.892857142857142,0.31,1.94,2.17,2.92,4.56,0.53,0.6419253830779481,1.0,ＮＯＫ（株）,1.0,2.0,3.52,84,47,44.5,1.63,0.23,0.75,1.6399999999999997,2.62,0.03,4.943396226415094,4.081471256733053,2.009785714285714,1.9902619326864983,0.5796381401896246,99.77000000000001,390.0
322,9034108A006    ,2023,50,2.0,15.0,15.0,（株）杉浦製作所,3.344,0.14,0.91,1.12,2.11,2.47,0.53,1.4264455932228717,3.0,（株）杉浦製作所,1.0,2.0,1.06,1000,17,16.729,0.77,0.21000000000000008,0.9899999999999998,0.3600000000000003,1.56,0.12,2.9433962264150937,1.0936274102648242,0.344432,5.806661401960327,0.9159052441070656,99.77000000000001,390.0
323,9034118060     ,2023,50,6.0,8.0,9.0,住友商事（株）鉄鋼部輸送機材,1.47,0.23,4.95,5.19,8.98,11.63,0.74,1.4477558242406368,1.0,住友商事（株）鉄鋼部輸送機材,1.0,1.0,3.0,300,5,5.746666666666666,4.72,0.2400000000000002,3.79,2.6500000000000004,6.6800000000000015,0.0,9.027027027027028,4.6140377321595185,0.588,10.20408163265306,2.8149190710767065,99.77000000000001,390.0
324,9034118090     ,2023,50,5.0,10.0,11.0,（株）杉浦製作所,2.49,0.135,0.91,1.125,4.744999999999999,4.865,0.58,1.7792005329780145,3.0,（株）杉浦製作所,1.0,2.0,1.06,300,12,12.46,0.775,0.215,3.6199999999999988,0.12000000000000098,3.955,0.12,6.81896551724138,2.222908506766321,0.25647000000000003,19.495457558388885,3.0750874862389828,99.77000000000001,390.0
325,9034118A024    ,2023,50,7.0,7.0,9.0,（株）青山製作所,1.955,0.305,1.26,1.5750000000000002,6.215,6.47,1.06,2.5380145338095828,3.0,（株）青山製作所,1.0,6.0,5.76,200,8,9.805,0.955,0.31500000000000017,4.64,0.2549999999999999,5.21,0.08,4.915094339622642,2.052785723090302,0.22026333333333334,31.780141951300713,10.872153825444979,99.77000000000001,390.0
326,9036324A003    ,2023,50,6.0,66.0,74.0,日本精工（株）,16.181818181818183,0.15,1.33,1.5550000000000002,1.91,2.205,0.74,0.8038514003773037,1.0,日本精工（株）,1.0,8.0,9.0,22,76,80.77272727272727,1.1800000000000002,0.2250000000000001,0.35499999999999976,0.2950000000000001,0.875,0.09,1.1824324324324325,1.088509641942903,2.022727272727273,2.9662921348314604,1.2359550561797747,99.77000000000001,390.0
327,9036324A004    ,2023,50,15.0,104.0,115.0,日本精工（株）,24.9,0.15,1.32,1.56,2.23,2.36,0.74,0.7799733510992671,1.0,日本精工（株）,1.0,8.0,9.0,30,119,124.6,1.1700000000000002,0.24,0.6699999999999999,0.1299999999999999,1.0399999999999998,0.09,1.4054054054054053,1.3333788885662061,3.1125000000000003,4.819277108433735,2.0080321285140563,99.77000000000001,390.0
328,9036324A005    ,2023,50,15.0,74.0,83.0,日本精工（株）,17.772727272727273,0.15,1.33,1.56,2.475,2.63,0.69,0.7441938662396846,1.0,日本精工（株）,1.0,8.0,9.0,22,84,89.13636363636363,1.1800000000000002,0.23,0.915,0.1549999999999998,1.2999999999999998,0.09,1.884057971014493,1.7468566444503657,2.2215909090909096,6.751918158567772,2.8132992327365733,99.77000000000001,390.0
329,9036340A010    ,2023,50,11.0,78.0,87.0,日本精工（株）,18.675,0.11,1.32,1.56,2.2,2.63,0.74,0.8998934043970686,3.0,日本精工（株）,1.0,8.0,9.0,80,89,93.45,1.21,0.24,0.6400000000000001,0.4299999999999997,1.3099999999999998,0.09,1.7702702702702702,1.4557279713342317,2.334375,4.712182061579653,1.9634091923248551,99.77000000000001,390.0
330,9036345A004    ,2023,50,9.0,34.0,37.0,岡谷鋼機（株）,8.3,0.14,2.4,4.68,5.53,5.77,0.68,0.7999200532978015,1.0,岡谷鋼機（株）,1.0,1.0,2.29,90,43,41.53333333333335,2.26,2.28,0.8500000000000005,0.2399999999999993,3.37,0.0,4.955882352941176,4.212921011426857,2.730700000000001,3.2958582048558966,0.7863215006508993,99.77000000000001,390.0
331,9036628A005    ,2023,50,5.0,28.0,26.0,（株）ジェイテクト,5.933333333333334,0.09,2.02,2.6,3.635,4.855,0.62,0.794140182847192,1.0,（株）ジェイテクト,1.0,1.0,1.9,60,28,29.61666666666667,1.93,0.5800000000000001,1.0349999999999997,1.2200000000000006,2.8350000000000004,0.0,4.572580645161291,3.5698986919863613,1.7206666666666668,2.905850445563735,0.6288780815025994,99.77000000000001,390.0
332,9036628A006    ,2023,50,3.0,21.0,17.0,（株）ジェイテクト,4.45,0.09,2.02,2.6,3.27,5.05,0.62,0.8521869104629226,1.0,（株）ジェイテクト,1.0,1.0,1.9,80,21,22.2125,1.93,0.5800000000000001,0.6699999999999999,1.7799999999999998,3.03,0.0,4.887096774193548,3.5555580152645763,1.2905,2.324680356450988,0.5031024652020795,99.77000000000001,390.0
333,9036628A007    ,2023,50,7.0,28.0,25.0,（株）ジェイテクト,5.4305555555555545,0.09,2.02,2.31,5.325,5.885,0.57,0.7473617440571498,1.0,（株）ジェイテクト,1.0,1.0,1.9,72,28,27.23611111111111,1.93,0.29000000000000004,3.015,0.5599999999999996,3.865,0.0,6.780701754385965,5.171525075686036,1.5748611111111108,4.4448364053267495,0.9619422071229532,99.77000000000001,390.0
334,9036628A008    ,2023,50,5.0,20.0,18.0,（株）ジェイテクト,3.91,0.09,2.02,2.31,4.92,5.865,0.58,0.8263357556349303,1.0,（株）ジェイテクト,1.0,1.0,1.9,100,20,19.61,1.93,0.29000000000000004,2.61,0.9450000000000004,3.845,0.0,6.629310344827587,4.653072281793765,1.1339,4.4095599259193925,0.9543077451616596,99.77000000000001,390.0
335,9036630A017    ,2023,50,9.0,53.0,48.0,（株）ジェイテクト,10.375,0.09,2.02,2.6,4.68,5.06,0.6,0.6959360426382412,1.0,（株）ジェイテクト,1.0,1.0,1.9,72,53,51.91666666666667,1.93,0.5800000000000001,2.08,0.3799999999999999,3.04,0.0,5.066666666666666,4.3682174995213465,3.00875,2.9912754466140425,0.6473655817299047,99.77000000000001,390.0
336,9036630A018    ,2023,50,12.0,101.0,90.0,（株）ジェイテクト,19.657894736842106,0.09,2.02,2.6,3.69,4.79,0.34,0.4918987341772152,3.0,（株）ジェイテクト,1.0,1.0,1.9,38,101,98.36842105263159,1.93,0.5800000000000001,1.09,1.1,2.77,0.0,8.147058823529411,5.6312403499742665,5.7007894736842095,2.1049716105802516,0.4555535575136366,99.77000000000001,390.0
337,9036652A003    ,2023,50,8.0,33.0,30.0,（株）ジェイテクト,6.516666666666668,0.09,2.02,2.31,5.195,5.615,0.57,0.7178014533809582,1.0,（株）ジェイテクト,1.0,1.0,1.9,60,34,32.68333333333334,1.93,0.29000000000000004,2.885,0.4199999999999999,3.595,0.0,6.30701754385965,5.008348733576648,1.8898333333333333,4.233177528882616,0.9161354353551932,99.77000000000001,390.0
338,9036652A004    ,2023,50,8.0,33.0,28.0,（株）ジェイテクト,6.206349206349207,0.09,2.02,2.31,5.1,5.35,0.57,0.7251915260500061,1.0,（株）ジェイテクト,1.0,1.0,1.9,63,33,31.12698412698413,1.93,0.29000000000000004,2.79,0.25,3.33,0.0,5.842105263157895,4.591890390857072,1.7998412698412702,4.444836405326748,0.9619422071229528,99.77000000000001,390.0
339,9036658A001    ,2023,50,4.0,38.0,33.0,（株）ジェイテクト,7.911111111111111,0.09,2.02,2.32,3.18,4.705,0.57,0.7006051371353941,1.0,（株）ジェイテクト,1.0,1.0,1.9,45,38,39.4888888888889,1.93,0.2999999999999998,0.8599999999999999,1.5250000000000004,2.685,0.0,4.7105263157894735,3.832401245269653,2.2942222222222224,1.7435102673382408,0.3773268489015596,99.77000000000001,390.0
340,9036658A002    ,2023,50,7.0,48.0,45.0,（株）ジェイテクト,9.888888888888893,0.09,2.02,2.32,3.57,4.77,0.59,0.6944841097083152,1.0,（株）ジェイテクト,1.0,1.0,1.9,36,48,49.36111111111111,1.93,0.2999999999999998,1.25,1.1999999999999995,2.75,0.0,4.6610169491525415,3.9597738257179214,2.8677777777777784,2.4409143742735373,0.5282575884621833,99.77000000000001,390.0
341,9036659A009    ,2023,50,17.0,105.0,96.0,（株）ジェイテクト,20.75,0.09,2.02,2.65,4.449999999999998,4.880000000000001,0.59,0.6379680213191206,1.0,（株）ジェイテクト,1.0,1.0,1.9,36,106,103.83333333333334,1.93,0.6299999999999999,1.7999999999999994,0.4300000000000015,2.8600000000000008,0.0,4.8474576271186445,4.482983322716404,6.0175,2.8250934773577066,0.6114008271893544,99.77000000000001,390.0
342,9036659A010    ,2023,50,16.0,105.0,95.0,（株）ジェイテクト,20.75,0.09,2.02,2.65,4.69,4.86,0.59,0.6379680213191206,1.0,（株）ジェイテクト,1.0,1.0,1.9,36,105,103.83333333333334,1.93,0.6299999999999999,2.0400000000000005,0.16999999999999993,2.8400000000000003,0.0,4.813559322033898,4.4516337889911135,6.0175,2.6589115081013714,0.5754360726488041,99.77000000000001,390.0
343,9050827A011    ,2023,50,2.0,7.0,8.0,（株）東郷製作所,1.7825,0.1,1.47,1.685,2.765,4.33,0.82,1.4004672761573067,1.0,（株）東郷製作所,1.0,8.0,11.12,200,8,8.885,1.37,0.21500000000000008,1.0799999999999996,1.5650000000000004,2.8600000000000003,0.08,3.4878048780487814,2.0421755286188867,0.27004875,7.40607020028791,3.43650730579975,99.77000000000001,390.0
344,9056439A005    ,2023,50,13.0,9.0,10.0,（株）ムロコーポレーション,2.46,0.1,0.86,0.99,10.77,12.77,0.93,2.1078563015312133,3.0,（株）ムロコーポレーション,1.0,1.0,0.73,100,5,7.43,0.76,0.13,9.78,2.0,11.91,0.0,12.806451612903226,5.650290293198926,0.42558,30.546548240048875,4.3209753438499225,99.77000000000001,390.0
345,9056450A003    ,2023,50,13.0,5.0,6.0,（株）ムロコーポレーション,2.24,2.1,2.86,3.0,11.91,19.41,0.93,2.3182461823229987,3.0,（株）ムロコーポレーション,1.0,1.0,0.73,100,2,2.24,0.7599999999999998,0.14000000000000012,8.91,7.5,16.55,0.0,17.795698924731184,7.139017471999487,0.3875200000000001,33.54665565648224,4.745356850835181,99.77000000000001,390.0
