,品番,年,週番号,在庫数（箱）,入庫数（箱）,出庫数（箱）,仕入先名,日量数（箱数）,発注～印刷LT,発注～検収LT,発注～順立装置入庫LT,発注～順立装置出庫LT,発注～回収LT,基準在庫日数,基準在庫日数（基準在庫枚数込み）,基準在庫枚数,箱種類,納入回数（間隔）,納入回数（回数）,納入回数（遅れ）,収容数,納入かんばん数,合計日量数（箱数）,印刷検収LT,検収入庫LT,入庫出庫LT,出庫回収LT,社内LT（検収～回収LT）,不等ピッチ係数,社内LT/設計値LT,社内LT/設計値LT（基準在庫枚数込み）,設計値MIN,順立装置在庫量/設計値MIN,順立装置在庫量/設計値MAX
57,35145ECE010    ,2023,50,6.0,21.0,18.0,三共鋼業（株）,3.91,0.1,1.86,2.23,5.18,5.56,0.65,0.8963357556349304,1.0,三共鋼業（株）,1.0,1.0,1.74,100,21,19.61,1.76,0.3699999999999999,2.9499999999999997,0.3799999999999999,3.6999999999999993,0.0,5.692307692307691,4.127917442475626,1.0713400000000002,5.600462971605652,1.1590081980513207
58,35145ECE010    ,2023,51,9.0,21.0,18.0,三共鋼業（株）,4.02,0.1,1.87,2.0,4.94,5.16,0.65,0.8963357556349304,1.0,三共鋼業（株）,1.0,1.0,1.74,100,19,20.290000000000003,1.77,0.1299999999999999,2.9400000000000004,0.21999999999999975,3.29,0.0,5.061538461538461,3.670499563714814,1.10148,8.17082470857392,1.6909410650674124
59,35145ECE020    ,2023,48,5.0,9.0,6.0,（株）浅賀井製作所,4.11,0.29,1.74,1.98,4.86,5.29,0.65,0.8963357556349304,1.0,（株）浅賀井製作所,1.0,4.0,6.88,100,5,4.11,1.45,0.24,2.8800000000000003,0.4299999999999997,3.55,0.13,5.461538461538461,3.9605694380509386,0.8096700000000001,6.175355391702792,2.447776684437525
60,35145ECE020    ,2023,49,4.0,19.0,20.0,（株）浅賀井製作所,4.22,0.58,1.83,2.01,4.07,4.61,0.65,0.8963357556349304,1.0,（株）浅賀井製作所,1.0,4.0,6.88,100,15,16.79,1.25,0.17999999999999972,2.0600000000000005,0.54,2.7800000000000002,0.13,4.276923076923077,3.1015163486708763,0.83134,4.811509129838574,1.9071776631352093
61,35145ECE020    ,2023,50,4.0,18.0,18.0,（株）浅賀井製作所,3.91,0.29,1.73,2.01,4.36,4.9,0.65,0.8963357556349304,1.0,（株）浅賀井製作所,1.0,4.0,6.88,100,21,19.61,1.44,0.2799999999999998,2.3500000000000005,0.54,3.1700000000000004,0.13,4.876923076923077,3.536621160175064,0.77027,5.192984278240098,2.058386122360763
62,35145ECE020    ,2023,51,5.0,19.0,19.0,（株）浅賀井製作所,4.02,0.62,1.92,2.23,4.8,5.71,0.65,0.8963357556349304,1.0,（株）浅賀井製作所,1.0,4.0,6.88,100,19,20.290000000000003,1.2999999999999998,0.31000000000000005,2.57,0.9100000000000001,3.79,0.13,5.8307692307692305,4.228326245130439,0.7919399999999999,6.31360961689017,2.5025776549846346
63,35165ECE010    ,2023,48,4.0,3.0,3.0,（株）松尾製作所,2.055,0.06,1.3,1.65,1.86,4.42,0.63,1.1226715112698609,1.0,（株）松尾製作所,1.0,1.0,1.21,200,1,2.055,1.24,0.34999999999999987,0.2100000000000002,2.5599999999999996,3.12,0.0,4.9523809523809526,2.7790853946858847,0.45415500000000003,8.807565698935385,1.5314492678715343
64,35165ECE010    ,2023,49,3.0,10.0,11.0,（株）松尾製作所,2.1,0.09,1.31,1.65,4.94,6.43,0.63,1.1226715112698609,1.0,（株）松尾製作所,1.0,1.0,1.21,200,7,8.395,1.22,0.33999999999999986,3.2900000000000005,1.4899999999999993,5.119999999999999,0.0,8.126984126984127,4.5605503912794,0.4641,6.464124111182935,1.1239743733842866
65,35165ECE010    ,2023,50,4.0,9.0,9.0,（株）松尾製作所,1.955,0.06,1.3,1.66,5.41,6.44,0.63,1.1226715112698609,1.0,（株）松尾製作所,1.0,1.0,1.21,200,11,9.805,1.24,0.3599999999999999,3.75,1.0300000000000002,5.140000000000001,0.0,8.15873015873016,4.578365041245337,0.432055,9.258080568446147,1.6097842687856792
66,35165ECE010    ,2023,51,4.0,10.0,9.0,（株）松尾製作所,2.0475,0.07,1.315,1.665,4.445,6.02,0.63,1.1226715112698609,1.0,（株）松尾製作所,1.0,1.0,1.21,200,8,10.145000000000001,1.2449999999999999,0.3500000000000001,2.7800000000000002,1.5749999999999993,4.705,0.0,7.468253968253968,4.190896404486246,0.4524975,8.839827844352731,1.537058972149452
67,35174ECB010    ,2023,48,13.0,28.0,23.0,（株）浅賀井製作所,16.85,0.58,1.83,1.99,4.56,4.88,0.91,0.9680467276157309,1.0,（株）浅賀井製作所,1.0,4.0,6.88,20,19,16.85,1.25,0.15999999999999992,2.5699999999999994,0.3200000000000003,3.05,0.13,3.3516483516483513,3.1506743558878147,3.3194500000000007,3.9163114371356693,1.552340750735869
68,35174ECB010    ,2023,49,11.0,86.0,82.0,（株）浅賀井製作所,16.3,0.58,1.81,2.0,3.03,3.56,0.91,0.9680467276157309,1.0,（株）浅賀井製作所,1.0,4.0,6.88,20,71,81.80000000000001,1.23,0.18999999999999995,1.0299999999999998,0.5300000000000002,1.75,0.13,1.923076923076923,1.80776397468973,3.2111000000000005,3.4256173896795485,1.3578402932935032
69,35174ECB010    ,2023,50,10.0,70.0,81.0,（株）浅賀井製作所,17.8,0.29,1.83,2.05,3.0,3.3,0.91,0.9680467276157309,1.0,（株）浅賀井製作所,1.0,4.0,6.88,20,85,88.85000000000001,1.54,0.21999999999999975,0.9500000000000002,0.2999999999999998,1.4699999999999998,0.13,1.615384615384615,1.518521738739373,3.5066000000000006,2.8517652426852216,1.1303777722514863
70,35174ECB010    ,2023,51,12.0,91.0,76.0,（株）浅賀井製作所,17.2,0.61,1.83,2.08,4.42,4.61,0.91,0.9680467276157309,1.0,（株）浅賀井製作所,1.0,4.0,6.88,20,91,85.65,1.2200000000000002,0.25,2.34,0.1900000000000004,2.7800000000000002,0.13,3.054945054945055,2.8717621997928284,3.3884000000000003,3.541494510683508,1.4037714660053344
71,35174ECE010    ,2023,48,15.0,16.0,15.0,（株）浅賀井製作所,10.275,0.43499999999999994,1.7850000000000001,1.99,4.585,4.845000000000001,0.87,0.9685343022539722,1.0,（株）浅賀井製作所,1.0,4.0,6.88,40,10,10.275,1.35,0.20499999999999985,2.5949999999999998,0.2600000000000007,3.0600000000000005,0.13,3.5172413793103456,3.1594131388829196,2.024175,7.410426470043351,2.9373320213250302
72,35174ECE010    ,2023,49,14.0,53.0,54.0,（株）浅賀井製作所,10.5,0.58,1.81,1.98,4.24,4.58,0.87,0.9685343022539722,1.0,（株）浅賀井製作所,1.0,4.0,6.88,40,43,52.4,1.23,0.16999999999999993,2.2600000000000002,0.33999999999999986,2.77,0.13,3.1839080459770117,2.85999163225676,2.0685,6.768189509306262,2.6827632461435273
73,35174ECE010    ,2023,50,12.0,41.0,45.0,（株）浅賀井製作所,9.775,0.29,1.83,2.05,4.56,5.0,0.87,0.9685343022539722,1.0,（株）浅賀井製作所,1.0,4.0,6.88,40,49,49.025000000000006,1.54,0.21999999999999975,2.51,0.4400000000000004,3.17,0.13,3.6436781609195403,3.2729868138100824,1.925675,6.231581133888117,2.470063346832916
74,35174ECE010    ,2023,51,15.0,53.0,45.0,（株）浅賀井製作所,10.05,0.62,1.92,2.24,5.195,5.805,0.87,0.9685343022539722,1.0,（株）浅賀井製作所,1.0,4.0,6.88,40,48,50.725,1.2999999999999998,0.3200000000000003,2.955,0.6099999999999994,3.885,0.13,4.4655172413793105,4.0112157008366465,1.97985,7.576331540268201,3.0030931859815606
75,35174ECE020    ,2023,48,8.0,8.0,7.0,（株）浅賀井製作所,4.566666666666666,0.29,1.74,1.99,6.0,6.34,0.63,1.295106540214312,3.0,（株）浅賀井製作所,1.0,4.0,6.88,90,5,4.566666666666666,1.45,0.25,4.01,0.33999999999999986,4.6,0.13,7.301587301587301,3.55183134141134,0.8996333333333333,8.892511764052022,3.5247984255900366
76,35174ECE020    ,2023,49,7.0,24.0,23.0,（株）浅賀井製作所,4.688888888888889,0.58,1.81,1.99,4.67,5.02,0.63,1.295106540214312,3.0,（株）浅賀井製作所,1.0,4.0,6.88,90,19,23.28888888888889,1.23,0.17999999999999994,2.6799999999999997,0.34999999999999964,3.2099999999999995,0.13,5.095238095238094,2.478560566506609,0.9237111111111113,7.578126879495753,3.003804819437955
77,35174ECE020    ,2023,50,7.0,20.0,21.0,（株）浅賀井製作所,4.344444444444443,0.29,1.82,2.025,4.3149999999999995,4.914999999999999,0.63,1.295106540214312,3.0,（株）浅賀井製作所,1.0,4.0,6.88,90,22,21.788888888888888,1.53,0.20499999999999985,2.2899999999999996,0.5999999999999996,3.094999999999999,0.13,4.912698412698411,2.389764782971325,0.8558555555555554,8.178950238228156,3.241958142718203
78,35174ECE020    ,2023,51,9.0,27.0,20.0,（株）浅賀井製作所,4.466666666666667,0.62,1.92,2.25,5.06,5.45,0.63,1.295106540214312,3.0,（株）浅賀井製作所,1.0,4.0,6.88,90,21,22.544444444444444,1.2999999999999998,0.33000000000000007,2.8099999999999996,0.39000000000000057,3.5300000000000002,0.13,5.603174603174604,2.7256444859091373,0.8799333333333333,10.228047579362073,4.054175801075107
79,35195ECE010    ,2023,48,6.0,2.0,3.0,三共鋼業（株）,2.055,0.1,1.86,2.135,9.24,12.0,0.66,2.1380145338095824,3.0,三共鋼業（株）,1.0,1.0,1.74,400,2,2.055,1.76,0.2749999999999997,7.105,2.76,10.14,0.0,15.363636363636363,4.742717993563975,0.5630700000000001,10.655868719697372,2.2052175447107856
80,35195ECE010    ,2023,49,6.0,9.0,11.0,三共鋼業（株）,2.1,0.11,1.87,1.96,5.92,7.02,0.66,2.1380145338095824,3.0,三共鋼業（株）,1.0,1.0,1.74,400,7,8.395,1.76,0.08999999999999986,3.96,1.0999999999999996,5.1499999999999995,0.0,7.803030303030302,2.408776890222334,0.5754,10.427528675703858,2.1579628830384117
81,35195ECE010    ,2023,50,5.0,13.0,9.0,三共鋼業（株）,1.955,0.1,1.86,2.23,7.28,8.03,0.66,2.1380145338095824,3.0,三共鋼業（株）,1.0,1.0,1.74,400,13,9.805,1.76,0.3699999999999999,5.050000000000001,0.7499999999999991,6.169999999999999,0.0,9.348484848484846,2.8858550315867575,0.5356700000000001,9.334104952676086,1.9316803300855347
82,35195ECE010    ,2023,51,8.0,10.0,9.0,三共鋼業（株）,2.01,0.1,1.87,1.99,6.92,8.18,0.66,2.1380145338095824,3.0,三共鋼業（株）,1.0,1.0,1.74,400,9,10.145000000000001,1.77,0.11999999999999988,4.93,1.2599999999999998,6.31,0.0,9.560606060606059,2.951336345107365,0.55074,14.5259105930203,3.006117449008733
83,35195TFG010    ,2023,48,4.0,3.0,3.0,三共鋼業（株）,2.055,0.1,1.86,2.14,6.64,7.96,0.62,1.1126715112698609,1.0,三共鋼業（株）,1.0,1.0,1.74,400,3,2.055,1.76,0.28,4.5,1.3200000000000003,6.1,0.0,9.838709677419354,5.482300875159678,0.5630700000000001,7.103912479798248,1.4701450298071903
84,35195TFG010    ,2023,49,4.0,9.0,10.0,三共鋼業（株）,2.1,0.11,1.87,1.96,5.52,5.97,0.62,1.1126715112698609,1.0,三共鋼業（株）,1.0,1.0,1.74,400,7,8.395,1.76,0.08999999999999986,3.5599999999999996,0.4500000000000002,4.1,0.0,6.612903225806451,3.684825178386013,0.5754,6.951685783802572,1.4386419220256077
85,35195TFG010    ,2023,50,4.0,11.0,9.0,三共鋼業（株）,1.955,0.1,1.86,2.23,5.54,7.52,0.62,1.1126715112698609,1.0,三共鋼業（株）,1.0,1.0,1.74,400,11,9.805,1.76,0.3699999999999999,3.31,1.9799999999999995,5.659999999999999,0.0,9.129032258064514,5.086856221869471,0.5356700000000001,7.467283962140869,1.5453442640684278
86,35195TFG010    ,2023,51,5.0,11.0,10.0,三共鋼業（株）,2.01,0.1,3.85,3.97,5.51,7.07,0.62,1.1126715112698609,1.0,三共鋼業（株）,1.0,1.0,1.74,400,7,8.3,3.75,0.1200000000000001,1.5399999999999996,1.5600000000000005,3.22,0.0,5.193548387096775,2.893935871805601,0.55074,9.078694120637687,1.878823405630458
87,35198ECE010    ,2023,48,5.0,2.0,3.0,サトープレス工業（株）,2.055,0.12,1.94,2.13,5.925000000000001,6.205,0.58,1.0726715112698608,1.0,サトープレス工業（株）,1.0,1.0,1.78,200,2,2.055,1.8199999999999998,0.18999999999999995,3.795000000000001,0.27999999999999936,4.265000000000001,0.0,7.35344827586207,3.9760541369752285,0.5712900000000002,8.752122389679494,1.8321461026588102
88,35198ECE010    ,2023,49,5.0,10.0,10.0,サトープレス工業（株）,2.085,0.12,1.95,3.09,7.53,7.7,0.58,1.0726715112698608,1.0,サトープレス工業（株）,1.0,1.0,1.78,200,7,8.38,1.83,1.14,4.44,0.16999999999999993,5.75,0.0,9.913793103448276,5.360448133085009,0.5796300000000001,8.626192571122957,1.8057842882320652
89,35198ECE010    ,2023,50,5.0,11.0,9.0,サトープレス工業（株）,1.955,0.12,1.94,2.25,6.53,6.68,0.58,1.0726715112698608,1.0,サトープレス工業（株）,1.0,1.0,1.78,200,11,9.805,1.8199999999999998,0.31000000000000005,4.28,0.14999999999999947,4.74,0.0,8.172413793103448,4.4188737653605115,0.5434900000000001,9.199801284292256,1.925862015838289
90,35198ECE010    ,2023,51,6.0,10.0,9.0,サトープレス工業（株）,2.01,0.11,2.94,3.17,6.195,6.375,0.58,1.0726715112698608,1.0,サトープレス工業（株）,1.0,1.0,1.78,200,8,10.145000000000001,2.83,0.22999999999999998,3.0250000000000004,0.17999999999999972,3.435,0.0,5.922413793103448,3.2022851021125223,0.5587799999999999,10.737678513905294,2.2477971587843917
91,35300ECB010    ,2023,48,90.0,93.0,92.0,アイシン精機（株）,62.33333333333334,0.16,1.19,1.51,4.94,5.15,0.91,0.9579680213191206,3.0,アイシン精機（株）,1.0,4.0,8.04,12,59,62.33333333333334,1.03,0.32000000000000006,3.4300000000000006,0.20999999999999996,3.9600000000000004,0.14,4.351648351648352,4.1337496783526095,14.087333333333333,6.388717997255218,2.7449624855126977
92,35300ECB010    ,2023,49,94.0,321.0,312.0,アイシン精機（株）,62.16666666666666,0.21,1.18,1.475,4.65,4.97,0.91,0.9579680213191206,3.0,アイシン精機（株）,1.0,4.0,8.04,12,254,248.74999999999997,0.97,0.29500000000000015,3.1750000000000003,0.3199999999999994,3.79,0.14,4.164835164835165,3.956290727514239,14.049666666666665,6.690550190989111,2.8746470402348647
93,35300ECB010    ,2023,50,86.0,259.0,290.0,アイシン精機（株）,62.25,0.19,1.18,1.59,4.7,4.97,0.91,0.9579680213191206,3.0,アイシン精機（株）,1.0,4.0,8.04,12,311,311.5,0.99,0.41000000000000014,3.1100000000000003,0.2699999999999996,3.79,0.14,4.164835164835165,3.956290727514239,14.068499999999998,6.112947364679959,2.6264754836837847
94,35300ECB010    ,2023,51,93.5,282.0,280.0,アイシン精機（株）,62.25,0.2,1.18,1.68,5.02,5.28,0.91,0.9579680213191206,3.0,アイシン精機（株）,1.0,4.0,8.04,12,285,311.8333333333333,0.98,0.5,3.34,0.2600000000000007,4.1000000000000005,0.14,4.505494505494506,4.279892343748914,14.068499999999998,6.6460532395067,2.8555285781910915
95,35312ECB010    ,2023,48,7.0,10.0,7.0,（株）旭工業所,5.349206349206349,0.66,2.01,2.25,5.215,5.29,0.59,0.7728471919895515,1.0,（株）旭工業所,1.0,1.0,1.9,63,4,5.349206349206349,1.3499999999999996,0.2400000000000002,2.965,0.07500000000000018,3.2800000000000002,0.0,5.559322033898305,4.244047250215465,1.5512698412698411,4.512432211194106,0.9765711501837993
96,35312ECB010    ,2023,49,7.0,27.0,27.0,（株）旭工業所,5.158730158730159,0.675,2.03,2.25,4.77,5.15,0.59,0.7728471919895515,1.0,（株）旭工業所,1.0,1.0,1.9,63,22,20.73015873015873,1.3549999999999998,0.2200000000000002,2.5199999999999996,0.3800000000000008,3.1200000000000006,0.0,5.28813559322034,4.0370205550830045,1.496031746031746,4.679045092838196,1.012629161882893
97,35312ECB010    ,2023,50,5.0,22.0,26.0,（株）旭工業所,5.650793650793651,0.66,2.03,2.34,4.7,5.04,0.59,0.7728471919895515,1.0,（株）旭工業所,1.0,1.0,1.9,63,27,28.206349206349213,1.3699999999999997,0.31000000000000005,2.3600000000000003,0.33999999999999986,3.0100000000000002,0.0,5.101694915254238,3.8946897021794364,1.638730158730159,3.0511429678419213,0.6603219855777293
98,35312ECB010    ,2023,51,6.0,30.0,25.0,（株）旭工業所,5.4603174603174605,0.65,2.04,2.29,4.99,5.45,0.59,0.7728471919895515,1.0,（株）旭工業所,1.0,1.0,1.9,63,29,27.19047619047619,1.3900000000000001,0.25,2.7,0.45999999999999996,3.41,0.0,5.779661016949153,4.412256440010591,1.5834920634920637,3.7890938251804327,0.8200277681360638
99,35409ECB010    ,2023,48,1.0,2.0,5.0,サンコール（株）,1.685,0.13,2.4,6.44,6.74,7.47,0.7,1.2804672761573066,1.0,サンコール（株）,1.0,1.0,2.26,200,1,1.685,2.27,4.040000000000001,0.2999999999999998,0.7299999999999995,5.07,0.0,7.242857142857144,3.9594920498203705,0.5493100000000001,1.8204656751196953,0.4313021875646953
100,35409ECB010    ,2023,49,3.0,12.0,5.0,サンコール（株）,1.625,0.12,3.3899999999999997,3.66,5.86,6.255,0.7,1.2804672761573066,1.0,サンコール（株）,1.0,1.0,2.26,200,8,6.53,3.2699999999999996,0.27000000000000046,2.2,0.3949999999999996,2.865,0.0,4.092857142857143,2.237464442354115,0.5297499999999999,5.663048607833884,1.341681574239714
101,35409ECB010    ,2023,50,3.0,6.0,8.0,サンコール（株）,1.78,0.12,4.38,4.63,6.105,6.555,0.7,1.2804672761573066,1.0,サンコール（株）,1.0,1.0,2.26,200,8,8.885,4.26,0.25,1.4750000000000005,0.4499999999999993,2.175,0.0,3.107142857142857,1.6985986604258982,0.58028,5.169917970634866,1.2248497517637837
102,35409ECB010    ,2023,51,3.0,10.0,8.0,サンコール（株）,1.72,0.12,4.39,4.64,6.35,7.19,0.7,1.2804672761573066,1.0,サンコール（株）,1.0,1.0,2.26,200,9,8.565000000000001,4.27,0.25,1.71,0.8400000000000007,2.8000000000000007,0.0,4.000000000000001,2.1867017237666744,0.56072,5.350263946354687,1.2675770686857761
103,35441ECB010    ,2023,48,25.0,29.0,22.0,（株）ニフコ,15.583333333333336,0.09,2.23,2.62,5.8149999999999995,5.92,0.71,0.9018720852764824,3.0,（株）ニフコ,1.0,1.0,2.14,48,16,15.583333333333336,2.14,0.3900000000000001,3.1949999999999994,0.10500000000000043,3.69,0.0,5.19718309859155,4.091489314550383,4.893166666666668,5.109165843523279,1.1761569463829251
104,35441ECB010    ,2023,49,20.0,73.0,78.0,（株）ニフコ,15.541666666666664,0.09,2.24,2.6,5.1899999999999995,5.3,0.71,0.9018720852764824,3.0,（株）ニフコ,1.0,1.0,2.14,48,58,62.18749999999999,2.1500000000000004,0.3599999999999999,2.5899999999999994,0.11000000000000032,3.0599999999999996,0.0,4.309859154929577,3.3929423584076344,4.880083333333333,4.098290671265859,0.9434481457312904
105,35441ECB010    ,2023,50,15.0,58.0,72.0,（株）ニフコ,15.5625,0.09,2.23,2.72,4.965,5.09,0.71,0.9018720852764824,3.0,（株）ニフコ,1.0,1.0,2.14,48,76,77.875,2.14,0.4900000000000002,2.2449999999999997,0.125,2.86,0.0,4.028169014084507,3.1711814199496193,4.886625,3.069603253779449,0.70663887220436
106,35441ECB010    ,2023,51,19.0,82.0,69.0,（株）ニフコ,15.5625,0.09,2.23,2.62,5.58,5.67,0.71,0.9018720852764824,3.0,（株）ニフコ,1.0,1.0,2.14,48,75,77.95833333333333,2.14,0.3900000000000001,2.96,0.08999999999999986,3.44,0.0,4.845070422535211,3.814288141477864,4.886625,3.8881641214539684,0.8950759047921892
107,35441TFA010    ,2023,48,6.0,5.0,5.0,（株）ニフコ,3.37,0.09,2.23,2.62,5.76,5.84,0.71,1.0002336380786532,1.0,（株）ニフコ,1.0,1.0,2.14,100,3,3.37,2.14,0.3900000000000001,3.1399999999999997,0.08000000000000007,3.61,0.0,5.084507042253521,3.6091567635482065,1.0581800000000001,5.670112835245421,1.3052899048878757
108,35441TFA010    ,2023,49,6.0,16.0,16.0,（株）ニフコ,3.26,0.09,2.24,2.6,6.09,6.25,0.71,1.0002336380786532,1.0,（株）ニフコ,1.0,1.0,2.14,100,13,13.06,2.1500000000000004,0.3599999999999999,3.4899999999999998,0.16000000000000014,4.01,0.0,5.647887323943662,4.009063330146345,1.02364,5.861435660974561,1.3493334292859327
109,35441TFA010    ,2023,50,4.0,14.0,16.0,（株）ニフコ,3.56,0.09,2.23,2.72,5.3,5.66,0.71,1.0002336380786532,1.0,（株）ニフコ,1.0,1.0,2.14,100,17,17.77,2.14,0.4900000000000002,2.5799999999999996,0.3600000000000003,3.43,0.0,4.830985915492958,3.429198808579044,1.11784,3.5783296357260435,0.8237503706876669
110,35441TFA010    ,2023,51,6.0,18.0,16.0,（株）ニフコ,3.44,0.09,2.23,2.62,6.025,6.245,0.71,1.0002336380786532,1.0,（株）ニフコ,1.0,1.0,2.14,100,16,17.130000000000003,2.14,0.3900000000000001,3.4050000000000002,0.21999999999999975,4.015000000000001,0.0,5.65492957746479,4.014062162228823,1.08016,5.5547326322026365,1.2787287731023667
111,3548255A010    ,2023,48,2.0,2.0,2.0,サトープレス工業（株）,1.37,0.12,1.94,2.125,7.005,8.575,0.61,1.3490072669047912,1.0,サトープレス工業（株）,1.0,1.0,1.78,300,2,1.37,1.8199999999999998,0.18500000000000005,4.88,1.5699999999999994,6.635,0.0,10.87704918032787,4.918431622109473,0.3808600000000001,5.251273433807697,1.099287661595286
112,3548255A010    ,2023,49,1.0,5.0,5.0,サトープレス工業（株）,1.39,0.12,1.95,2.1,2.92,6.11,0.61,1.3490072669047912,1.0,サトープレス工業（株）,1.0,1.0,1.78,300,5,5.586666666666667,1.83,0.15000000000000013,0.8199999999999998,3.1900000000000004,4.16,0.0,6.8196721311475414,3.0837491406142292,0.38642,2.5878577713368873,0.5417352864696195
113,3548255A010    ,2023,50,1.0,8.0,4.0,サトープレス工業（株）,1.3,0.12,1.935,2.21,4.895,6.645,0.61,1.3490072669047912,1.0,サトープレス工業（株）,1.0,1.0,1.78,300,8,6.536666666666667,1.815,0.2749999999999999,2.6849999999999996,1.75,4.709999999999999,0.0,7.721311475409835,3.4914563587242826,0.36140000000000005,2.767017155506364,0.5792400370713624
114,3548255A010    ,2023,51,2.0,7.0,6.0,サトープレス工業（株）,1.3333333333333335,0.11,1.94,2.21,4.355,7.0600000000000005,0.61,1.3490072669047912,1.0,サトープレス工業（株）,1.0,1.0,1.78,300,6,6.763333333333334,1.8299999999999998,0.27,2.1450000000000005,2.705,5.120000000000001,0.0,8.393442622950822,3.795383557679052,0.37066666666666676,5.3956834532374085,1.1295180722891565
115,35501ECB010    ,2023,48,6.0,8.0,5.0,大橋鉄工（株）,3.37,0.12,1.45,1.72,5.495,5.72,0.64,0.9302336380786532,1.0,大橋鉄工（株）,1.0,1.0,1.38,100,4,3.37,1.33,0.27,3.7750000000000004,0.22499999999999964,4.27,0.0,6.671874999999999,4.590244671026358,0.80206,7.480737101962447,1.3823101166669738
116,35501ECB010    ,2023,49,5.0,18.0,18.0,大橋鉄工（株）,3.25,0.11499999999999999,1.455,1.75,4.305,4.445,0.64,0.9302336380786532,1.0,大橋鉄工（株）,1.0,1.0,1.38,100,14,13.06,1.34,0.29499999999999993,2.5549999999999997,0.14000000000000057,2.99,0.0,4.671875,3.214246268470448,0.7735,6.464124111182935,1.1944577161968466
117,35501ECB010    ,2023,50,4.0,15.0,17.0,大橋鉄工（株）,3.56,0.13,1.46,1.75,4.81,4.93,0.64,0.9302336380786532,1.0,大橋鉄工（株）,1.0,1.0,1.38,100,17,17.77,1.33,0.29000000000000004,3.0599999999999996,0.1200000000000001,3.4699999999999998,0.0,5.421874999999999,3.7302456694289137,0.84728,4.7209895194032665,0.8723567590201688
118,35501ECB010    ,2023,51,5.0,19.0,17.0,大橋鉄工（株）,3.44,0.12,1.46,1.7,5.05,5.29,0.64,0.9302336380786532,1.0,大橋鉄工（株）,1.0,1.0,1.38,100,17,17.130000000000003,1.3399999999999999,0.24,3.3499999999999996,0.2400000000000002,3.83,0.0,5.984375,4.117245220147764,0.8187199999999999,6.1070940003908545,1.1284847609417883
119,35505ECB010    ,2023,48,9.0,23.0,20.0,中庸スプリング（株）,14.041666666666664,0.24,1.3050000000000002,1.4700000000000002,4.04,4.375,0.85,0.9196560731388768,1.0,中庸スプリング（株）,1.0,2.0,2.34,24,16,14.041666666666664,1.0650000000000002,0.16500000000000004,2.57,0.33499999999999996,3.07,0.1,3.611764705882353,3.3382044545433027,2.344958333333333,3.8380212868032486,0.8939324336068935
120,35505ECB010    ,2023,49,11.0,72.0,70.0,中庸スプリング（株）,13.583333333333336,0.33,1.33,1.6,2.54,2.925,0.85,0.9196560731388768,1.0,中庸スプリング（株）,1.0,2.0,2.34,24,58,54.41666666666667,1.0,0.27,0.94,0.3849999999999998,1.5949999999999998,0.1,1.876470588235294,1.7343440081422044,2.268416666666667,4.849197310899672,1.129450419693508
121,35505ECB010    ,2023,50,10.0,69.0,71.0,中庸スプリング（株）,14.833333333333336,0.32,1.35,1.64,2.88,3.09,0.85,0.9196560731388768,1.0,中庸スプリング（株）,1.0,2.0,2.34,24,73,74.04166666666666,1.03,0.2899999999999998,1.24,0.20999999999999996,1.7399999999999998,0.1,2.0470588235294116,1.8920116452460412,2.477166666666667,4.036870080064589,0.9402472850359642
122,35505ECB010    ,2023,51,12.0,69.0,64.0,中庸スプリング（株）,14.333333333333336,0.33,1.34,1.62,3.62,3.885,0.85,0.9196560731388768,1.0,中庸スプリング（株）,1.0,2.0,2.34,24,74,71.375,1.01,0.28,2.0,0.2649999999999997,2.545,0.1,2.9941176470588236,2.7673388719259626,2.3936666666666673,5.013229355243001,1.167655930719081
123,35556ECB010    ,2023,48,4.0,5.0,5.0,（株）ギフ加藤製作所,3.37,0.185,2.02,2.4450000000000003,2.8049999999999997,2.87,0.79,1.0802336380786532,1.0,（株）ギフ加藤製作所,1.0,2.0,3.8,100,4,3.37,1.835,0.42500000000000027,0.35999999999999943,0.06500000000000039,0.8500000000000001,0.12,1.0759493670886076,0.7868668129163651,0.8088,4.945598417408506,1.5024602787063817
124,35556ECB010    ,2023,49,4.0,16.0,16.0,（株）ギフ加藤製作所,3.26,0.14,2.03,2.5,4.9,5.095000000000001,0.79,1.0802336380786532,1.0,（株）ギフ加藤製作所,1.0,2.0,3.8,100,14,16.36,1.8899999999999997,0.4700000000000002,2.4000000000000004,0.19500000000000028,3.065000000000001,0.12,3.8797468354430387,2.8373491548101875,0.7824,5.112474437627812,1.5531567911780697
125,35556ECB010    ,2023,50,3.0,17.0,18.0,（株）ギフ加藤製作所,3.56,0.15,2.07,2.46,3.98,4.96,0.79,1.0802336380786532,1.0,（株）ギフ加藤製作所,1.0,2.0,3.8,100,15,17.77,1.92,0.3900000000000001,1.52,0.98,2.89,0.12,3.6582278481012658,2.675347163915641,0.8544,3.5112359550561796,1.0667045939411177
126,35556ECB010    ,2023,51,3.0,18.0,15.0,（株）ギフ加藤製作所,3.37,0.195,2.045,3.3,4.79,5.425,0.79,1.0802336380786532,1.0,（株）ギフ加藤製作所,1.0,2.0,3.8,100,16,17.130000000000003,1.8499999999999999,1.255,1.4900000000000002,0.6349999999999998,3.38,0.12,4.2784810126582276,3.128952738420369,0.8088,3.7091988130563798,1.1268452090297862
