,品番,年,週番号,在庫数（箱）,入庫数（箱）,出庫数（箱）,仕入先名,日量数（箱数）,発注～印刷LT,発注～検収LT,発注～順立装置入庫LT,発注～順立装置出庫LT,発注～回収LT,基準在庫日数,基準在庫日数（基準在庫枚数込み）,基準在庫枚数,箱種類,納入回数（間隔）,納入回数（回数）,納入回数（遅れ）,収容数,納入かんばん数,合計日量数（箱数）,印刷検収LT,検収入庫LT,入庫出庫LT,出庫回収LT,社内LT（検収～回収LT）,不等ピッチ係数,社内LT/設計値LT,社内LT/設計値LT（基準在庫枚数込み）,設計値MIN,順立装置在庫量/設計値MIN,順立装置在庫量/設計値MAX
127,35557ECB010    ,2023,48,13.0,14.0,10.0,小川工業（株）,7.326086956521738,0.33,2.52,2.91,3.81,5.61,0.93,1.0635074735161805,1.0,小川工業（株）,1.0,2.0,4.94,46,7,7.326086956521738,2.19,0.3900000000000001,0.8999999999999999,1.8000000000000003,3.0900000000000003,0.05,3.3225806451612905,2.9054802875844468,2.1758478260869563,5.974682532546034,2.095018550373285
128,35557ECB010    ,2023,49,9.0,38.0,37.0,小川工業（株）,7.043478260869565,0.31,2.65,3.0,5.06,5.38,0.93,1.0635074735161805,1.0,小川工業（株）,1.0,2.0,4.94,46,24,28.391304347826086,2.34,0.3500000000000001,2.0599999999999996,0.3200000000000003,2.73,0.05,2.9354838709677415,2.5669777298076175,2.091913043478261,4.302282080059857,1.5085924176833265
129,35557ECB010    ,2023,50,7.0,31.0,37.0,小川工業（株）,7.7391304347826075,0.33,4.53,4.69,5.26,5.595000000000001,0.93,1.0635074735161805,1.0,小川工業（株）,1.0,2.0,4.94,46,34,38.630434782608695,4.2,0.16000000000000014,0.5699999999999994,0.33500000000000085,1.0650000000000004,0.05,1.145161290322581,1.0014034000897853,2.2985217391304347,3.0454356297052927,1.0678800260005572
130,35557ECB010    ,2023,51,8.0,36.0,34.0,小川工業（株）,7.478260869565218,0.32,4.53,4.75,5.6899999999999995,6.04,0.93,1.0635074735161805,1.0,小川工業（株）,1.0,2.0,4.94,46,34,37.23913043478261,4.21,0.21999999999999975,0.9399999999999995,0.35000000000000053,1.5099999999999998,0.05,1.6236559139784943,1.4198301728972536,2.22104347826087,3.6019105786547643,1.26300760550232
131,35580ECB011    ,2023,48,59.0,98.0,81.0,アイシン精機（株）,56.16666666666666,0.16,1.19,1.42,4.81,5.02,0.9,0.9522420548541576,3.0,アイシン精機（株）,1.0,4.0,8.04,6,57,56.16666666666666,1.03,0.22999999999999998,3.3899999999999997,0.20999999999999996,3.8299999999999996,0.14,4.255555555555555,4.0220865907740135,12.693666666666665,4.647987185210473,1.9970439236835873
132,35580ECB011    ,2023,49,82.0,310.0,272.0,アイシン精機（株）,54.33333333333334,0.21,1.18,1.58,4.635,4.96,0.9,0.9522420548541576,3.0,アイシン精機（株）,1.0,4.0,8.04,6,230,217.66666666666669,0.97,0.40000000000000013,3.0549999999999997,0.3250000000000002,3.7800000000000002,0.14,4.2,3.969578932931011,12.279333333333334,6.677886964547478,2.86920618628846
133,35580ECB011    ,2023,50,78.0,240.0,272.0,アイシン精機（株）,59.33333333333334,0.2,1.18,1.72,4.63,4.9,0.9,0.9522420548541576,3.0,アイシン精機（株）,1.0,4.0,8.04,6,280,296.16666666666663,0.98,0.54,2.91,0.27000000000000046,3.7200000000000006,0.14,4.133333333333334,3.906569743519408,13.409333333333334,5.81684398926121,2.4992523604050065
134,35580ECB011    ,2023,51,78.5,252.0,254.0,アイシン精機（株）,57.33333333333334,0.2,1.18,1.71,4.93,5.17,0.9,0.9522420548541576,3.0,アイシン精機（株）,1.0,4.0,8.04,6,261,285.5,0.98,0.53,3.2199999999999998,0.2400000000000002,3.99,0.14,4.433333333333334,4.190111095871623,12.957333333333336,6.058345338547025,2.603015297550623
135,35595ECB010    ,2023,48,5.0,7.0,12.0,サトープレス工業（株）,8.425,0.12,1.94,2.12,2.71,4.92,0.61,0.7260934552314613,1.0,サトープレス工業（株）,1.0,1.0,1.78,40,7,8.425,1.8199999999999998,0.18000000000000016,0.5899999999999999,2.21,2.98,0.0,4.885245901639344,4.104154883271943,2.3421500000000006,2.1347906837734554,0.44689142325980474
136,35595ECB010    ,2023,49,6.0,42.0,41.0,サトープレス工業（株）,8.175,0.12,1.95,2.1,3.315,3.84,0.61,0.7260934552314613,1.0,サトープレス工業（株）,1.0,1.0,1.78,40,34,32.75,1.83,0.15000000000000013,1.2149999999999999,0.5249999999999999,1.89,0.0,3.098360655737705,2.60297071455838,2.2726500000000005,2.640089763051943,0.5526693931690063
137,35595ECB010    ,2023,50,7.0,45.0,40.0,サトープレス工業（株）,8.9,0.12,1.94,2.25,4.47,4.71,0.61,0.7260934552314613,1.0,サトープレス工業（株）,1.0,1.0,1.78,40,45,44.425000000000004,1.8199999999999998,0.31000000000000005,2.2199999999999998,0.2400000000000002,2.77,0.0,4.540983606557377,3.8149359149876787,2.4742000000000006,2.8291973163042594,0.5922566671179097
138,35595ECB010    ,2023,51,10.0,45.0,38.0,サトープレス工業（株）,8.6,0.11,1.94,2.21,4.82,5.03,0.61,0.7260934552314613,1.0,サトープレス工業（株）,1.0,1.0,1.78,40,43,42.825,1.8299999999999998,0.27,2.6100000000000003,0.20999999999999996,3.0900000000000003,0.0,5.065573770491804,4.255650533325606,2.3908,4.1827003513468295,0.8755954048753152
139,3559850A010    ,2023,48,4.0,3.0,5.0,アイコー（株）,3.37,0.14,2.13,2.22,5.57,5.96,0.94,1.2302336380786532,1.0,アイコー（株）,1.0,2.0,3.92,100,3,3.37,1.9899999999999998,0.0900000000000003,3.35,0.3899999999999997,3.83,0.32,4.074468085106384,3.113229781280891,0.8290200000000001,4.824974065764396,1.4911352012286954
140,3559850A010    ,2023,49,4.0,16.0,16.0,アイコー（株）,3.24,0.16,2.35,2.54,5.13,5.66,0.94,1.2302336380786532,1.0,アイコー（株）,1.0,2.0,3.92,100,13,16.36,2.19,0.18999999999999995,2.59,0.5300000000000002,3.31,0.32,3.521276595744681,2.6905458423080284,0.7970400000000001,5.01856870420556,1.550964700043427
141,3559850A010    ,2023,50,3.0,15.0,17.0,アイコー（株）,3.56,0.48,2.36,2.62,4.9399999999999995,5.305,0.94,1.2302336380786532,1.0,アイコー（株）,1.0,2.0,3.92,100,18,17.77,1.88,0.26000000000000023,2.3199999999999994,0.3650000000000002,2.945,0.32,3.132978723404255,2.3938542312982305,0.8757600000000001,3.425596053713346,1.0586641070521146
142,3559850A010    ,2023,51,4.0,18.0,15.0,アイコー（株）,3.44,0.14,2.36,2.65,5.49,6.1,0.94,1.2302336380786532,1.0,アイコー（株）,1.0,2.0,3.92,100,17,17.130000000000003,2.2199999999999998,0.29000000000000004,2.8400000000000003,0.6099999999999994,3.7399999999999998,0.32,3.978723404255319,3.0400729456894338,0.8462400000000001,4.7267914539610505,1.4607923337618323
143,35771ECB010    ,2023,48,23.0,118.0,120.0,アイシン機工（株）,84.25,0.38,1.16,1.31,1.57,1.72,0.79,0.8248280365694385,3.0,アイシン機工（株）,1.0,6.0,4.92,4,87,84.25,0.7799999999999999,0.15000000000000013,0.26,0.1499999999999999,0.56,0.07,0.7088607594936709,0.6789293951853396,8.312666666666667,2.7668618173069213,0.8657411183116793
144,35771ECB010    ,2023,49,18.0,410.0,416.0,アイシン機工（株）,81.5,0.39,1.17,1.42,1.74,1.91,0.79,0.8248280365694385,3.0,アイシン機工（株）,1.0,6.0,4.92,4,364,409.0,0.7799999999999999,0.25,0.32000000000000006,0.16999999999999993,0.74,0.07,0.9367088607594937,0.8971567007806273,8.041333333333334,2.238434753772177,0.7003981893409771
145,35771ECB010    ,2023,50,17.0,401.0,408.0,アイシン機工（株）,89.0,0.39,1.2,1.435,1.64,1.8,0.79,0.8248280365694385,3.0,アイシン機工（株）,1.0,6.0,4.92,4,422,444.25,0.8099999999999999,0.2350000000000001,0.20499999999999985,0.16000000000000014,0.6000000000000001,0.07,0.759493670886076,0.7274243519842924,8.781333333333334,1.9359246887336772,0.6057438772359075
146,35771ECB010    ,2023,51,30.0,415.0,385.0,アイシン機工（株）,86.0,0.39,1.18,1.44,1.93,2.165,0.79,0.8248280365694385,3.0,アイシン機工（株）,1.0,6.0,4.92,4,412,428.25,0.7899999999999999,0.26,0.49,0.2350000000000001,0.9850000000000001,0.07,1.2468354430379747,1.1941883111742135,8.485333333333335,3.5355122564424883,1.1062490781257681
147,35771ECE010    ,2023,48,43.0,96.0,104.0,アイシン機工（株）,68.5,0.38,1.16,1.31,2.12,4.03,0.79,0.8195602906761917,2.0,アイシン機工（株）,1.0,6.0,4.92,6,67,68.5,0.7799999999999999,0.15000000000000013,0.81,1.9100000000000001,2.87,0.07,3.632911392405063,3.5018778150318375,6.758666666666667,6.36220161767607,1.9907100199071
148,35771ECE010    ,2023,49,38.0,346.0,354.0,アイシン機工（株）,70.0,0.39,1.17,1.42,2.0,2.21,0.79,0.8195602906761917,2.0,アイシン機工（株）,1.0,6.0,4.92,6,307,349.3333333333333,0.7799999999999999,0.25,0.5800000000000001,0.20999999999999996,1.04,0.07,1.3164556962025316,1.2689731455167634,6.906666666666666,5.501930501930502,1.7215342796738147
149,35771ECE010    ,2023,50,35.0,296.0,301.0,アイシン機工（株）,65.16666666666667,0.39,1.2,1.44,2.09,2.36,0.79,0.8195602906761917,2.0,アイシン機工（株）,1.0,6.0,4.92,6,313,326.8333333333333,0.8099999999999999,0.24,0.6499999999999999,0.27,1.16,0.07,1.4683544303797467,1.4153931238456208,6.429777777777779,5.443422962604547,1.7032274808995203
150,35771ECE010    ,2023,51,51.5,327.0,302.0,アイシン機工（株）,67.0,0.39,1.19,1.45,3.76,4.03,0.79,0.8195602906761917,2.0,アイシン機工（株）,1.0,6.0,4.92,6,326,338.16666666666663,0.7999999999999999,0.26,2.3099999999999996,0.27000000000000046,2.8400000000000003,0.07,3.5949367088607596,3.4652728204496235,6.610666666666667,7.7904396934247675,2.4376005806064813
151,35847ECB010    ,2023,48,3.0,7.0,7.0,（株）メタルテック,4.2125,0.09,2.02,2.13,2.87,5.35,0.55,0.7821869104629227,1.0,（株）メタルテック,1.0,1.0,1.9,80,5,4.2125,1.93,0.10999999999999988,0.7400000000000002,2.4799999999999995,3.3299999999999996,0.0,6.054545454545454,4.257294459235071,1.2216250000000002,2.4557454210580167,0.5314672926170334
152,35847ECB010    ,2023,49,4.0,27.0,26.0,（株）メタルテック,4.075,0.09,2.03,2.14,4.39,4.87,0.55,0.7821869104629227,1.0,（株）メタルテック,1.0,1.0,1.9,80,17,16.325000000000003,1.9399999999999997,0.11000000000000032,2.2499999999999996,0.4800000000000004,2.8400000000000003,0.0,5.163636363636364,3.630845724993275,1.18175,3.3848106621535856,0.7325336507645819
153,35847ECB010    ,2023,50,5.0,27.0,25.0,（株）メタルテック,4.45,0.09,4.01,4.125,4.78,5.529999999999999,0.55,0.7821869104629227,1.0,（株）メタルテック,1.0,1.0,1.9,80,22,22.212500000000002,3.92,0.11500000000000021,0.6550000000000002,0.7499999999999991,1.5199999999999996,0.0,2.763636363636363,1.9432695429541464,1.2905,3.8744672607516466,0.8385041086701325
154,35847ECB010    ,2023,51,6.0,27.0,23.0,（株）メタルテック,4.3,0.09,4.01,4.12,5.08,5.94,0.55,0.7821869104629227,1.0,（株）メタルテック,1.0,1.0,1.9,80,21,21.4125,3.92,0.11000000000000032,0.96,0.8600000000000003,1.9300000000000006,0.0,3.5090909090909097,2.4674409328299376,1.2469999999999999,4.811547714514836,1.0413051023950017
155,35847ECB020    ,2023,48,3.0,4.0,7.0,（株）メタルテック,4.814285714285714,0.09,2.02,2.13,5.78,6.0,0.5,0.7031635466550573,1.0,（株）メタルテック,1.0,1.0,1.9,70,5,4.814285714285714,1.93,0.10999999999999988,3.6500000000000004,0.21999999999999975,3.98,0.0,7.96,5.660134145083067,1.3961428571428571,2.148777243425765,0.46503388103990434
156,35847ECB020    ,2023,49,4.0,23.0,23.0,（株）メタルテック,4.6571428571428575,0.09,2.03,2.14,4.72,5.12,0.5,0.7031635466550573,1.0,（株）メタルテック,1.0,1.0,1.9,70,19,18.65714285714286,1.9399999999999997,0.11000000000000032,2.5799999999999996,0.40000000000000036,3.0900000000000003,0.0,6.180000000000001,4.394425755855949,1.3505714285714288,2.9617093293843872,0.6409669444190091
157,35847ECB020    ,2023,50,4.0,26.0,24.0,（株）メタルテック,5.085714285714285,0.09,4.01,4.12,4.535,5.13,0.5,0.7031635466550573,1.0,（株）メタルテック,1.0,1.0,1.9,70,26,25.385714285714286,3.92,0.11000000000000032,0.41500000000000004,0.5949999999999998,1.12,0.0,2.24,1.5928015684655867,1.4748571428571429,2.7121270825261528,0.5869528760690927
158,35847ECB020    ,2023,51,6.0,25.0,21.0,（株）メタルテック,4.914285714285715,0.09,4.01,4.11,5.15,5.45,0.5,0.7031635466550573,1.0,（株）メタルテック,1.0,1.0,1.9,70,23,24.47142857142857,3.92,0.10000000000000053,1.04,0.2999999999999998,1.4400000000000004,0.0,2.880000000000001,2.047887730884326,1.4251428571428573,4.210104250200481,0.9111419645956265
159,35847ECE010    ,2023,48,12.0,11.0,15.0,（株）メタルテック,10.275,0.09,2.02,2.13,5.7,5.87,0.5,0.5985343022539722,1.0,（株）メタルテック,1.0,1.0,1.9,40,11,10.275,1.93,0.10999999999999988,3.5700000000000003,0.16999999999999993,3.85,0.0,7.7,6.432379874472682,2.97975,4.0271834885476965,0.8715546355812179
160,35847ECE010    ,2023,49,14.0,51.0,54.0,（株）メタルテック,10.5,0.09,2.03,2.14,5.15,5.43,0.5,0.5985343022539722,1.0,（株）メタルテック,1.0,1.0,1.9,40,41,41.975,1.9399999999999997,0.11000000000000032,3.0100000000000002,0.27999999999999936,3.4,0.0,6.8,5.680543265768082,3.045,4.597701149425287,0.9950248756218906
161,35847ECE010    ,2023,50,15.0,52.0,45.0,（株）メタルテック,9.775,0.09,4.01,4.125,5.335,5.6850000000000005,0.5,0.5985343022539722,1.0,（株）メタルテック,1.0,1.0,1.9,40,52,49.025000000000006,3.92,0.11500000000000021,1.21,0.35000000000000053,1.6750000000000007,0.0,3.3500000000000014,2.798502932400454,2.83475,5.2914719111032715,1.1451692941939917
162,35847ECE010    ,2023,51,19.0,52.0,45.0,（株）メタルテック,10.05,0.09,4.01,4.115,6.105,6.32,0.5,0.5985343022539722,1.0,（株）メタルテック,1.0,1.0,1.9,40,50,50.725,3.92,0.10500000000000043,1.9900000000000002,0.21499999999999986,2.3100000000000005,0.0,4.620000000000001,3.85942792468361,2.9145000000000003,6.519128495453765,1.4108561669265611
163,35847ECE020    ,2023,48,9.0,8.0,10.0,（株）メタルテック,6.85,0.09,2.02,2.13,6.67,6.95,0.53,0.6778014533809582,1.0,（株）メタルテック,1.0,1.0,1.9,60,8,6.85,1.93,0.10999999999999988,4.54,0.28000000000000025,4.93,0.0,9.301886792452828,7.273516419017022,1.9865,4.530581424616159,0.9804989650288705
164,35847ECE020    ,2023,49,11.0,35.0,35.0,（株）メタルテック,7.0,0.09,2.03,2.14,6.11,6.32,0.53,0.6778014533809582,1.0,（株）メタルテック,1.0,1.0,1.9,60,27,27.983333333333334,1.9399999999999997,0.11000000000000032,3.97,0.20999999999999996,4.290000000000001,0.0,8.094339622641511,6.329287107014814,2.0300000000000002,5.418719211822659,1.1727078891257994
165,35847ECE020    ,2023,50,11.0,34.0,31.0,（株）メタルテック,6.5166666666666675,0.09,4.01,4.125,5.475,5.805,0.53,0.6778014533809582,1.0,（株）メタルテック,1.0,1.0,1.9,60,34,32.68333333333334,3.92,0.11500000000000021,1.3499999999999996,0.33000000000000007,1.795,0.0,3.3867924528301883,2.6482681485061974,1.8898333333333335,5.820619102213598,1.2596862236133906
166,35847ECE020    ,2023,51,14.0,35.0,30.0,（株）メタルテック,6.7,0.09,4.01,4.12,5.34,5.9,0.53,0.6778014533809582,1.0,（株）メタルテック,1.0,1.0,1.9,60,31,33.81666666666667,3.92,0.11000000000000032,1.2199999999999998,0.5600000000000005,1.8900000000000006,0.0,3.5660377358490574,2.7884271870065263,1.943,7.205352547606793,1.5593673423925147
167,35882ECB010    ,2023,48,5.0,8.0,10.0,（株）メタルテック,6.74,0.09,2.02,2.13,2.69,2.87,0.54,0.6851168190393266,1.0,（株）メタルテック,1.0,1.0,1.9,50,6,6.74,1.93,0.10999999999999988,0.56,0.18000000000000016,0.8500000000000001,0.0,1.5740740740740742,1.24066433107258,1.9546000000000001,2.558068146935434,0.5536117631427432
168,35882ECB010    ,2023,49,6.0,39.0,39.0,（株）メタルテック,6.52,0.09,2.03,3.125,4.85,5.28,0.54,0.6851168190393266,1.0,（株）メタルテック,1.0,1.0,1.9,50,26,26.12,1.9399999999999997,1.0950000000000002,1.7249999999999996,0.4300000000000006,3.2500000000000004,0.0,6.018518518518519,4.743716559983395,1.8907999999999998,3.173259995768987,0.6867502975917956
169,35882ECB010    ,2023,50,6.0,39.0,35.0,（株）メタルテック,7.12,0.09,4.01,4.12,4.74,5.135,0.54,0.6851168190393266,1.0,（株）メタルテック,1.0,1.0,1.9,50,34,35.54,3.92,0.11000000000000032,0.6200000000000001,0.3949999999999996,1.125,0.0,2.083333333333333,1.642055732301944,2.0648,2.905850445563735,0.6288780815025994
170,35882ECB010    ,2023,51,8.0,40.0,35.0,（株）メタルテック,6.88,0.09,4.01,4.12,5.08,5.43,0.54,0.6851168190393266,1.0,（株）メタルテック,1.0,1.0,1.9,50,33,34.260000000000005,3.92,0.11000000000000032,0.96,0.34999999999999964,1.42,0.0,2.6296296296296293,2.0726392354388983,1.9951999999999999,4.0096230954290295,0.8677542519958349
171,36108ECB010    ,2023,48,4.0,3.0,4.0,（株）オーハシテクニカ,2.2466666666666666,0.72,2.01,2.29,5.975,6.545,0.64,1.07535045711798,1.0,（株）オーハシテクニカ,1.0,1.0,1.97,150,2,2.2466666666666666,1.2899999999999998,0.28000000000000025,3.6849999999999996,0.5700000000000003,4.535,0.0,7.0859375,4.217229806322063,0.66726,5.994664748373948,1.3217634968575072
172,36108ECB010    ,2023,49,3.0,10.0,11.0,（株）オーハシテクニカ,2.166666666666667,0.74,1.975,2.275,3.2699999999999996,5.09,0.64,1.07535045711798,1.0,（株）オーハシテクニカ,1.0,1.0,1.97,150,8,8.706666666666667,1.235,0.2999999999999998,0.9949999999999997,1.8200000000000003,3.1149999999999998,0.0,4.867187499999999,2.896730065422982,0.6435000000000001,4.662004662004661,1.027925304094569
173,36108ECB010    ,2023,50,3.0,10.0,10.0,（株）オーハシテクニカ,2.373333333333333,0.73,2.02,2.3,5.425,6.22,0.64,1.07535045711798,1.0,（株）オーハシテクニカ,1.0,1.0,1.97,150,12,11.846666666666666,1.29,0.2799999999999998,3.125,0.7949999999999999,4.199999999999999,0.0,6.562499999999999,3.9057034589972788,0.70488,4.256043581886279,0.9384149545807163
174,36108ECB010    ,2023,51,3.0,12.0,10.0,（株）オーハシテクニカ,2.293333333333333,0.74,2.955,3.285,4.79,5.775,0.64,1.07535045711798,1.0,（株）オーハシテクニカ,1.0,1.0,1.97,150,10,11.42,2.215,0.33000000000000007,1.505,0.9850000000000003,2.8200000000000003,0.0,4.40625,2.6224008938981735,0.68112,4.404510218463707,0.971150359973067
175,39171ECB010    ,2023,48,12.0,31.0,30.0,（株）アイシン福井,21.0625,0.275,0.99,1.06,1.6949999999999998,1.82,0.62,0.7593121462777536,3.0,（株）アイシン福井,1.0,24.0,19.68,16,24,21.0625,0.715,0.07000000000000006,0.6349999999999998,0.12500000000000022,0.8300000000000001,,1.338709677419355,1.0930945910305367,1.8148854166666668,6.611987671397987,3.2037466036670663
176,39171ECB010    ,2023,49,10.0,100.0,102.0,（株）アイシン福井,20.375,0.27,1.045,1.23,1.82,2.0,0.62,0.7593121462777536,3.0,（株）アイシン福井,1.0,24.0,19.68,16,92,102.25,0.7749999999999999,0.18500000000000005,0.5900000000000001,0.17999999999999994,0.9550000000000001,,1.5403225806451615,1.2577172704026054,1.7556458333333336,5.695909624900618,2.759873735776588
177,39171ECB010    ,2023,50,10.0,101.0,103.0,（株）アイシン福井,22.25,0.26,1.0,0.99,1.52,1.7,0.62,0.7593121462777536,3.0,（株）アイシン福井,1.0,24.0,19.68,16,103,111.0625,0.74,-0.010000000000000009,0.53,0.17999999999999994,0.7,,1.129032258064516,0.921887004483585,1.9172083333333334,5.215917240779779,2.5273001063572127
178,39171ECB010    ,2023,51,13.0,101.0,95.0,（株）アイシン福井,21.5,0.27,1.03,1.04,1.94,2.18,0.62,0.7593121462777536,3.0,（株）アイシン福井,1.0,24.0,19.68,16,103,107.0625,0.76,0.010000000000000009,0.8999999999999999,0.2400000000000002,1.1500000000000001,,1.8548387096774195,1.5145286502230328,1.8525833333333335,7.017228194863028,3.4001002593666225
179,39171ECE010    ,2023,48,17.0,25.0,30.0,（株）アイシン福井,20.55,0.22999999999999998,0.975,1.03,3.975,4.1,0.63,0.7778014533809583,3.0,（株）アイシン福井,1.0,24.0,19.68,20,20,20.55,0.745,0.05500000000000005,2.9450000000000003,0.12499999999999956,3.1249999999999996,,4.96031746031746,4.017734842762514,1.7707249999999999,9.600587330048427,4.651830974353362
180,39171ECE010    ,2023,49,17.0,105.0,105.0,（株）アイシン福井,21.0,0.27,1.04,1.18,1.96,2.145,0.63,0.7778014533809583,3.0,（株）アイシン福井,1.0,24.0,19.68,20,92,104.8,0.77,0.1399999999999999,0.78,0.18500000000000005,1.105,,1.753968253968254,1.4206710404008251,1.8094999999999999,9.394860458690246,4.55214888204579
181,39171ECE010    ,2023,50,19.0,92.0,91.0,（株）アイシン福井,19.55,0.26,1.04,0.99,2.17,2.49,0.63,0.7778014533809583,3.0,（株）アイシン福井,1.0,24.0,19.68,20,95,98.05000000000001,0.78,-0.050000000000000044,1.18,0.3200000000000003,1.4500000000000002,,2.301587301587302,1.864228967041807,1.6845583333333334,11.278920785369063,5.4650440918798555
182,39171ECE010    ,2023,51,24.0,92.0,90.0,（株）アイシン福井,20.1,0.27,1.06,1.06,3.97,4.1,0.63,0.7778014533809583,3.0,（株）アイシン福井,1.0,24.0,19.68,20,97,101.45,0.79,0.0,2.91,0.12999999999999945,3.0399999999999996,,4.825396825396825,3.9084524550393738,1.7319500000000003,13.8572129680418,6.714319685546027
183,41310ECB010    ,2023,48,64.0,276.0,233.0,（株）オンド,168.5,0.13,1.09,1.44,1.72,1.89,0.69,0.7016093455231461,2.0,（株）オンド,1.0,4.0,4.0,2,163,168.5,0.9600000000000001,0.34999999999999987,0.28,0.16999999999999993,0.7999999999999998,0.05,1.1594202898550723,1.1402356669059046,21.0625,3.0385756676557865,0.8936987257811136
184,41310ECB010    ,2023,49,108.0,866.0,821.0,（株）オンド,163.0,0.18,1.13,1.48,2.225,2.42,0.69,0.7016093455231461,2.0,（株）オンド,1.0,4.0,4.0,2,808,818.0,0.95,0.3500000000000001,0.7450000000000001,0.19499999999999984,1.29,0.05,1.8695652173913044,1.8386300128857718,20.375,5.300613496932515,1.5590039696860338
185,41310ECB010    ,2023,50,60.0,761.0,817.0,（株）オンド,178.0,0.18,1.14,1.58,1.8,1.97,0.69,0.7016093455231461,2.0,（株）オンド,1.0,4.0,4.0,2,816,888.5,0.96,0.44000000000000017,0.21999999999999997,0.16999999999999993,0.8300000000000001,0.05,1.202898550724638,1.1829945044148764,22.25,2.696629213483146,0.7931262392597488
186,41310ECB010    ,2023,51,72.5,761.0,768.0,（株）オンド,172.0,0.18,1.25,1.58,2.25,2.47,0.69,0.7016093455231461,2.0,（株）オンド,1.0,4.0,4.0,2,827,856.5,1.07,0.33000000000000007,0.6699999999999999,0.2200000000000002,1.2200000000000002,0.05,1.768115942028986,1.7388593920315052,21.5,3.372093023255814,0.9917920656634748
187,41310ECE010    ,2023,48,191.0,367.0,299.0,（株）オンド,205.5,0.13,1.13,1.43,4.08,4.26,0.7,0.7147801453380958,3.0,（株）オンド,1.0,4.0,4.0,2,197,205.5,0.9999999999999999,0.30000000000000004,2.6500000000000004,0.17999999999999972,3.13,0.05,4.4714285714285715,4.378968862543726,25.6875,7.435523114355231,2.1869185630456562
188,41310ECE010    ,2023,49,124.5,976.0,1064.0,（株）オンド,210.0,0.18,1.13,1.49,2.23,2.41,0.7,0.7147801453380958,3.0,（株）オンド,1.0,4.0,4.0,2,964,1048.0,0.95,0.3600000000000001,0.74,0.18000000000000016,1.2800000000000002,0.05,1.828571428571429,1.790760429410853,26.25,4.742857142857143,1.3949579831932772
189,41310ECE010    ,2023,50,99.0,910.0,906.0,（株）オンド,195.5,0.19,1.14,1.94,2.27,2.43,0.7,0.7147801453380958,3.0,（株）オンド,1.0,4.0,4.0,2,951,980.5,0.95,0.8,0.33000000000000007,0.16000000000000014,1.2900000000000003,0.05,1.8428571428571434,1.8047507452656253,24.4375,4.051150895140665,1.191514969159019
190,41310ECE010    ,2023,51,151.0,1003.0,911.0,（株）オンド,201.0,0.18,1.25,1.64,3.98,4.17,0.7,0.7147801453380958,3.0,（株）オンド,1.0,4.0,4.0,2,989,1014.5,1.07,0.3899999999999999,2.34,0.18999999999999995,2.92,0.05,4.171428571428572,4.085172229593508,25.125,6.009950248756219,1.7676324261047702
191,5040056001E    ,2023,48,4.0,6.0,8.0,サトープレス工業（株）,5.616666666666666,0.12,1.94,2.13,5.05,5.65,0.58,1.102420548541576,3.0,サトープレス工業（株）,1.0,1.0,1.78,300,6,5.616666666666666,1.8199999999999998,0.18999999999999995,2.92,0.6000000000000005,3.7100000000000004,0.0,6.396551724137932,3.3653218863781764,1.5614333333333335,2.561748820528147,0.5362697079117658
192,5040056001E    ,2023,49,6.0,30.0,26.0,サトープレス工業（株）,5.5,0.12,1.95,3.1,4.59,5.75,0.58,1.102420548541576,3.0,サトープレス工業（株）,1.0,1.0,1.78,300,21,21.833333333333332,1.83,1.1500000000000001,1.4899999999999998,1.1600000000000001,3.8,0.0,6.551724137931035,3.4469604227054096,1.5290000000000001,3.924133420536298,0.8214676889375684
193,5040056001E    ,2023,50,6.0,27.0,29.0,サトープレス工業（株）,5.933333333333334,0.12,1.94,2.25,3.1,5.11,0.58,1.102420548541576,3.0,サトープレス工業（株）,1.0,1.0,1.78,300,27,29.616666666666667,1.8199999999999998,0.31000000000000005,0.8500000000000001,2.0100000000000002,3.1700000000000004,0.0,5.465517241379311,2.875490668414776,1.6494666666666669,3.6375394066769053,0.7614728577230269
194,5040056001E    ,2023,51,5.0,31.0,22.0,サトープレス工業（株）,5.7333333333333325,0.11,1.94,2.2,4.6899999999999995,5.245,0.58,1.102420548541576,3.0,サトープレス工業（株）,1.0,1.0,1.78,300,30,28.549999999999997,1.8299999999999998,0.26000000000000023,2.4899999999999993,0.5550000000000006,3.305,0.0,5.698275862068966,2.9979484729056263,1.5938666666666668,3.137025263510122,0.6566965536564864
195,82125ECB010    ,2023,48,5.0,3.0,5.0,矢崎総業（株）,3.37,0.14,1.98,2.14,6.18,6.6,0.58,0.8702336380786533,1.0,矢崎総業（株）,1.0,1.0,1.79,100,3,3.37,1.8399999999999999,0.16000000000000014,4.039999999999999,0.41999999999999993,4.619999999999999,0.0,7.96551724137931,5.308919119927694,0.9402300000000001,5.317847760654307,1.116387904606886
196,82125ECB010    ,2023,49,4.0,15.0,16.0,矢崎総業（株）,3.3,0.14,1.98,2.15,4.775,5.125,0.58,0.8702336380786533,1.0,矢崎総業（株）,1.0,1.0,1.79,100,12,13.100000000000001,1.8399999999999999,0.16999999999999993,2.6250000000000004,0.34999999999999964,3.145,0.0,5.422413793103448,3.6139719983057574,0.9207,4.344520473552731,0.9120550881273229
