,品番,仕入先名,年,月,週番号,日,印刷～検収LT,検収～入庫LT,入庫～出庫LT,出庫～回収LT,社内LT（検収～回収LT）,納入かんばん数,回収かんばん数,実績納入回数,時間稼働率,加工数,不等ピッチ係数【日】,使用工程,曜日_番号,曜日_名前,在庫数（箱）_1日の中央値,入庫数（箱）_1日の合計値,出庫数（箱）_1日の合計値,納入回数（間隔）,納入回数（回数）,納入回数（遅れ）,箱重量,箱種類,基準在庫日数,基準在庫枚数,収容数,日量数,日量数（箱数）,月平均日量数,月平均日量数（箱数）,基準在庫枚数（日数）,基準在庫日数（基準在庫枚数込み）,週最大日量数（箱数）,週最大日量数（箱数）_繰り上げ,実績最小納入回数,社内LT/設計値LT,社内LT/設計値LT（基準在庫枚数込み）,社内LT-設計値LT,社内LT-設計値LT（基準在庫枚数込み）,便Ave,便Ave_実績便数使用,便Ave_繰り上げ,便Ave_実績便数使用_繰り上げ,設計納入回数-実績納入回数,不等ピッチ在庫,不等ピッチ在庫_繰り上げ,設計値MIN,設計値MIN_実績便数使用,設計値MIN_繰り上げ,設計値MIN_実績便数使用_繰り上げ,設計値MAX,設計値MAX_実績便数使用,設計値MAX_繰り上げ,設計値MAX_実績便数使用_繰り上げ,順立装置在庫量/設計値MIN_繰り上げ,順立装置在庫量/設計値MIN_実績便数使用_繰り上げ,順立装置在庫量-設計値MIN_繰り上げ,順立装置在庫量-設計値MIN_実績便数使用_繰り上げ,順立装置在庫量/設計値MAX_繰り上げ,順立装置在庫量/設計値MAX_実績便数使用_繰り上げ,順立装置在庫量-設計値MAX_繰り上げ,順立装置在庫量-設計値MAX_実績便数使用_繰り上げ
726,9030119A010    ,ＮＯＫ（株）,2023.0,12.0,49.0,7.0,1.53,0.25,3.35,1.1899999999999995,4.789999999999999,1.0,,1.0,43.725,130.0,0.03,7.ファイナル前半,3.0,木曜日,1.0,1.0,0.0,1.0,2.0,3.52,0.8,TP-131 ﾊﾝﾖｳ,0.58,1.0,1000.0,846.0,0.846,811.9,0.8119,1.231678778174652,1.811678778174652,0.846,1.0,1.0,8.25862068965517,2.6439565654272,4.209999999999999,2.978321221825347,0.423,0.846,1.0,1.0,1.0,0.02538,1.0,0.22599999999999998,0.45199999999999996,1.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,0.3333333333333333,0.3333333333333333,-2.0,-2.0
727,9030119A010    ,ＮＯＫ（株）,2023.0,12.0,49.0,8.0,,,,,,,1.0,,99.77,390.0,0.03,7.ファイナル前半,4.0,金曜日,1.0,0.0,1.0,1.0,2.0,3.52,0.8,TP-131 ﾊﾝﾖｳ,0.58,1.0,1000.0,828.0,0.828,811.9,0.8119,1.231678778174652,1.811678778174652,0.846,1.0,1.0,,,,,0.423,0.846,1.0,1.0,,0.02538,1.0,0.22599999999999998,0.45199999999999996,1.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,0.3333333333333333,0.3333333333333333,-2.0,-2.0
728,9030119A010    ,,2023.0,12.0,49.0,9.0,,,,,,,,,,,,,5.0,土曜日,1.0,0.0,0.0,1.0,2.0,3.52,0.8,TP-131 ﾊﾝﾖｳ,0.58,1.0,1000.0,0.0,0.0,811.9,0.8119,1.231678778174652,1.811678778174652,0.846,1.0,1.0,,,,,0.423,0.846,1.0,1.0,,,,0.22599999999999998,0.45199999999999996,1.0,1.0,,,,,1.0,1.0,0.0,0.0,,,,
729,9030119A010    ,,2023.0,12.0,49.0,10.0,,,,,,,,,,,,,6.0,日曜日,1.0,0.0,0.0,1.0,2.0,3.52,0.8,TP-131 ﾊﾝﾖｳ,0.58,1.0,1000.0,0.0,0.0,811.9,0.8119,1.231678778174652,1.811678778174652,0.846,1.0,1.0,,,,,0.423,0.846,1.0,1.0,,,,0.22599999999999998,0.45199999999999996,1.0,1.0,,,,,1.0,1.0,0.0,0.0,,,,
730,9030119A010    ,ＮＯＫ（株）,2023.0,12.0,50.0,11.0,3.8,0.1499999999999999,2.5,1.2000000000000002,3.85,1.0,1.0,1.0,99.22,388.0,0.03,7.ファイナル前半,0.0,月曜日,1.0,1.0,0.0,1.0,2.0,3.52,0.8,TP-131 ﾊﾝﾖｳ,0.58,1.0,1000.0,782.0,0.782,811.9,0.8119,1.231678778174652,1.811678778174652,0.802,1.0,1.0,6.637931034482759,2.1251007884957667,3.27,2.038321221825348,0.401,0.802,1.0,1.0,1.0,0.02406,1.0,0.22599999999999998,0.45199999999999996,1.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,0.3333333333333333,0.3333333333333333,-2.0,-2.0
731,9030119A010    ,ＮＯＫ（株）,2023.0,12.0,50.0,12.0,3.8,0.16000000000000014,0.09999999999999963,1.3899999999999997,1.6499999999999997,1.0,1.0,1.0,99.85,390.0,0.03,7.ファイナル前半,1.0,火曜日,1.0,1.0,1.0,1.0,2.0,3.52,0.8,TP-131 ﾊﾝﾖｳ,0.58,1.0,1000.0,780.0,0.78,811.9,0.8119,1.231678778174652,1.811678778174652,0.802,1.0,1.0,2.8448275862068964,0.9107574807838998,1.0699999999999998,-0.16167877817465226,0.401,0.802,1.0,1.0,1.0,0.02406,1.0,0.22599999999999998,0.45199999999999996,1.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,0.3333333333333333,0.3333333333333333,-2.0,-2.0
732,9030119A010    ,ＮＯＫ（株）,2023.0,12.0,50.0,13.0,1.7999999999999998,0.23,1.61,3.120000000000001,4.960000000000001,1.0,1.0,1.0,99.92,361.5,0.03,7.ファイナル前半,2.0,水曜日,1.0,1.0,1.0,1.0,2.0,3.52,0.8,TP-131 ﾊﾝﾖｳ,0.58,1.0,1000.0,784.0,0.784,811.9,0.8119,1.231678778174652,1.811678778174652,0.802,1.0,1.0,8.551724137931037,2.7377921846594817,4.380000000000001,3.148321221825349,0.401,0.802,1.0,1.0,1.0,0.02406,1.0,0.22599999999999998,0.45199999999999996,1.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,0.3333333333333333,0.3333333333333333,-2.0,-2.0
733,9030119A010    ,ＮＯＫ（株）,2023.0,12.0,50.0,14.0,1.53,0.24,3.35,1.12,4.71,1.0,1.0,1.0,99.605,389.0,0.03,7.ファイナル前半,3.0,木曜日,1.0,1.0,1.0,1.0,2.0,3.52,0.8,TP-131 ﾊﾝﾖｳ,0.58,1.0,1000.0,802.0,0.802,811.9,0.8119,1.231678778174652,1.811678778174652,0.802,1.0,1.0,8.120689655172415,2.599798626964951,4.13,2.898321221825348,0.401,0.802,1.0,1.0,1.0,0.02406,1.0,0.22599999999999998,0.45199999999999996,1.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,0.3333333333333333,0.3333333333333333,-2.0,-2.0
734,9030119A010    ,ＮＯＫ（株）,2023.0,12.0,50.0,15.0,1.53,0.24999999999999975,4.91,1.25,6.409999999999998,1.0,,1.0,99.85,390.0,0.03,7.ファイナル前半,4.0,金曜日,1.0,0.0,0.0,1.0,2.0,3.52,0.8,TP-131 ﾊﾝﾖｳ,0.58,1.0,1000.0,774.0,0.774,811.9,0.8119,1.231678778174652,1.811678778174652,0.802,1.0,1.0,11.051724137931032,3.538154819287756,5.829999999999998,4.598321221825346,0.401,0.802,1.0,1.0,1.0,0.02406,1.0,0.22599999999999998,0.45199999999999996,1.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,0.3333333333333333,0.3333333333333333,-2.0,-2.0
735,9030119A010    ,,2023.0,11.0,48.0,30.0,,,,,,,,,,,,,3.0,木曜日,2.0,0.0,0.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
736,9030119A011    ,ＮＯＫ（株）,2023.0,12.0,48.0,1.0,1.5,0.2799999999999998,3.05,0.09000000000000075,3.2900000000000005,3.0,3.0,2.0,94.615,369.5,0.03,7.ファイナル前半,4.0,金曜日,3.5,3.0,3.0,1.0,2.0,3.52,0.58,TP-131 ﾊﾝﾖｳ,0.54,1.0,200.0,674.0,3.37,689.1,3.4455,0.2902336380786533,0.8302336380786534,3.37,4.0,2.0,6.0925925925925934,3.9627399434378465,2.7500000000000004,2.4597663619213472,1.685,1.685,2.0,2.0,0.0,0.1011,1.0,0.9039999999999999,0.9039999999999999,1.0,1.0,4.0,4.0,4.0,4.0,3.5,3.5,2.5,2.5,0.875,0.875,-0.5,-0.5
737,9030119A011    ,,2023.0,12.0,48.0,2.0,,,,,,,,,,,,,5.0,土曜日,4.0,0.0,0.0,1.0,2.0,3.52,0.58,TP-131 ﾊﾝﾖｳ,0.54,1.0,200.0,0.0,0.0,689.1,3.4455,0.2902336380786533,0.8302336380786534,3.37,4.0,2.0,,,,,1.685,1.685,2.0,2.0,,,,0.9039999999999999,0.9039999999999999,1.0,1.0,,,,,4.0,4.0,3.0,3.0,,,,
738,9030119A011    ,,2023.0,12.0,48.0,3.0,,,,,,,,,,,,,6.0,日曜日,4.0,0.0,0.0,1.0,2.0,3.52,0.58,TP-131 ﾊﾝﾖｳ,0.54,1.0,200.0,0.0,0.0,689.1,3.4455,0.2902336380786533,0.8302336380786534,3.37,4.0,2.0,,,,,1.685,1.685,2.0,2.0,,,,0.9039999999999999,0.9039999999999999,1.0,1.0,,,,,4.0,4.0,3.0,3.0,,,,
739,9030119A011    ,ＮＯＫ（株）,2023.0,12.0,49.0,4.0,3.8,0.20000000000000015,1.3099999999999996,0.1200000000000001,1.59,3.0,3.0,2.0,96.84,378.5,0.03,7.ファイナル前半,0.0,月曜日,3.0,3.0,4.0,1.0,2.0,3.52,0.58,TP-131 ﾊﾝﾖｳ,0.54,1.0,200.0,660.0,3.3,689.1,3.4455,0.2902336380786533,0.8302336380786534,3.32,4.0,2.0,2.944444444444444,1.9151235592906308,1.05,0.7597663619213467,1.66,1.66,2.0,2.0,0.0,0.0996,1.0,0.9039999999999999,0.9039999999999999,1.0,1.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,0.75,0.75,-1.0,-1.0
740,9030119A011    ,ＮＯＫ（株）,2023.0,12.0,49.0,5.0,1.54,0.2599999999999998,0.5699999999999994,0.08999999999999986,0.94,3.0,4.0,2.0,99.01,386.0,0.03,7.ファイナル前半,1.0,火曜日,3.0,3.0,3.0,1.0,2.0,3.52,0.58,TP-131 ﾊﾝﾖｳ,0.54,1.0,200.0,652.0,3.26,689.1,3.4455,0.2902336380786533,0.8302336380786534,3.32,4.0,2.0,1.7407407407407405,1.1322114124108131,0.3999999999999999,0.10976636192134659,1.66,1.66,2.0,2.0,0.0,0.0996,1.0,0.9039999999999999,0.9039999999999999,1.0,1.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,0.75,0.75,-1.0,-1.0
741,9030119A011    ,ＮＯＫ（株）,2023.0,12.0,49.0,6.0,1.81,0.22,0.23,0.1299999999999999,0.5800000000000001,3.0,3.0,2.0,99.455,388.5,0.03,7.ファイナル前半,2.0,水曜日,3.0,3.0,3.0,1.0,2.0,3.52,0.58,TP-131 ﾊﾝﾖｳ,0.54,1.0,200.0,648.0,3.24,689.1,3.4455,0.2902336380786533,0.8302336380786534,3.32,4.0,2.0,1.0740740740740742,0.6985985310619912,0.040000000000000036,-0.2502336380786533,1.66,1.66,2.0,2.0,0.0,0.0996,1.0,0.9039999999999999,0.9039999999999999,1.0,1.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,0.75,0.75,-1.0,-1.0
742,9030119A011    ,ＮＯＫ（株）,2023.0,12.0,49.0,7.0,1.67,0.21000000000000008,0.97,0.08500000000000019,1.265,4.0,3.0,2.0,43.725,130.0,0.03,7.ファイナル前半,3.0,木曜日,3.0,2.0,3.0,1.0,2.0,3.52,0.58,TP-131 ﾊﾝﾖｳ,0.54,1.0,200.0,648.0,3.24,689.1,3.4455,0.2902336380786533,0.8302336380786534,3.32,4.0,2.0,2.342592592592592,1.5236674858507218,0.7249999999999999,0.43476636192134654,1.66,1.66,2.0,2.0,0.0,0.0996,1.0,0.9039999999999999,0.9039999999999999,1.0,1.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,0.75,0.75,-1.0,-1.0
743,9030119A011    ,ＮＯＫ（株）,2023.0,12.0,49.0,8.0,1.66,0.23,3.13,0.08000000000000007,3.44,4.0,3.0,2.0,99.77,390.0,0.03,7.ファイナル前半,4.0,金曜日,4.0,4.0,4.0,1.0,2.0,3.52,0.58,TP-131 ﾊﾝﾖｳ,0.54,1.0,200.0,664.0,3.32,689.1,3.4455,0.2902336380786533,0.8302336380786534,3.32,4.0,2.0,6.37037037037037,4.143411977333189,2.9,2.6097663619213467,1.66,1.66,2.0,2.0,0.0,0.0996,1.0,0.9039999999999999,0.9039999999999999,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,1.0,1.0,0.0,0.0
744,9030119A011    ,,2023.0,12.0,49.0,9.0,,,,,,,,,,,,,5.0,土曜日,4.0,0.0,0.0,1.0,2.0,3.52,0.58,TP-131 ﾊﾝﾖｳ,0.54,1.0,200.0,0.0,0.0,689.1,3.4455,0.2902336380786533,0.8302336380786534,3.32,4.0,2.0,,,,,1.66,1.66,2.0,2.0,,,,0.9039999999999999,0.9039999999999999,1.0,1.0,,,,,4.0,4.0,3.0,3.0,,,,
745,9030119A011    ,,2023.0,12.0,49.0,10.0,,,,,,,,,,,,,6.0,日曜日,4.0,0.0,0.0,1.0,2.0,3.52,0.58,TP-131 ﾊﾝﾖｳ,0.54,1.0,200.0,0.0,0.0,689.1,3.4455,0.2902336380786533,0.8302336380786534,3.32,4.0,2.0,,,,,1.66,1.66,2.0,2.0,,,,0.9039999999999999,0.9039999999999999,1.0,1.0,,,,,4.0,4.0,3.0,3.0,,,,
746,9030119A011    ,ＮＯＫ（株）,2023.0,12.0,50.0,11.0,3.8,0.1499999999999999,1.4000000000000004,0.08999999999999986,1.64,3.0,4.0,2.0,99.22,388.0,0.03,7.ファイナル前半,0.0,月曜日,4.0,3.0,3.0,1.0,2.0,3.52,0.58,TP-131 ﾊﾝﾖｳ,0.54,1.0,200.0,712.0,3.56,689.1,3.4455,0.2902336380786533,0.8302336380786534,3.61,4.0,2.0,3.0370370370370368,1.9753475705890782,1.0999999999999999,0.8097663619213465,1.805,1.805,2.0,2.0,0.0,0.1083,1.0,0.9039999999999999,0.9039999999999999,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,1.0,1.0,0.0,0.0
747,9030119A011    ,ＮＯＫ（株）,2023.0,12.0,50.0,12.0,3.8,0.16000000000000014,0.8499999999999996,0.08999999999999986,1.09,3.0,4.0,2.0,99.85,390.0,0.03,7.ファイナル前半,1.0,火曜日,3.0,3.0,4.0,1.0,2.0,3.52,0.58,TP-131 ﾊﾝﾖｳ,0.54,1.0,200.0,714.0,3.57,689.1,3.4455,0.2902336380786533,0.8302336380786534,3.61,4.0,2.0,2.0185185185185186,1.3128834463061558,0.55,0.2597663619213467,1.805,1.805,2.0,2.0,0.0,0.1083,1.0,0.9039999999999999,0.9039999999999999,1.0,1.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,0.75,0.75,-1.0,-1.0
748,9030119A011    ,ＮＯＫ（株）,2023.0,12.0,50.0,13.0,1.665,0.1299999999999999,1.08,0.13000000000000012,1.4500000000000002,4.0,3.0,2.0,99.92,361.5,0.03,7.ファイナル前半,2.0,水曜日,3.0,4.0,4.0,1.0,2.0,3.52,0.58,TP-131 ﾊﾝﾖｳ,0.54,1.0,200.0,710.0,3.55,689.1,3.4455,0.2902336380786533,0.8302336380786534,3.61,4.0,2.0,2.685185185185185,1.746496327654978,0.9100000000000001,0.6197663619213468,1.805,1.805,2.0,2.0,0.0,0.1083,1.0,0.9039999999999999,0.9039999999999999,1.0,1.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,0.75,0.75,-1.0,-1.0
749,9030119A011    ,ＮＯＫ（株）,2023.0,12.0,50.0,14.0,1.67,0.2,0.71,0.08000000000000007,1.12,4.0,4.0,2.0,99.605,389.0,0.03,7.ファイナル前半,3.0,木曜日,4.0,4.0,3.0,1.0,2.0,3.52,0.58,TP-131 ﾊﾝﾖｳ,0.54,1.0,200.0,696.0,3.48,689.1,3.4455,0.2902336380786533,0.8302336380786534,3.61,4.0,2.0,2.074074074074074,1.3490178530852244,0.5800000000000001,0.28976636192134675,1.805,1.805,2.0,2.0,0.0,0.1083,1.0,0.9039999999999999,0.9039999999999999,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,1.0,1.0,0.0,0.0
750,9030119A011    ,ＮＯＫ（株）,2023.0,12.0,50.0,15.0,1.53,0.24999999999999975,2.7900000000000005,0.1200000000000001,3.12,3.0,2.0,2.0,99.85,390.0,0.03,7.ファイナル前半,4.0,金曜日,3.0,1.0,2.0,1.0,2.0,3.52,0.58,TP-131 ﾊﾝﾖｳ,0.54,1.0,200.0,722.0,3.61,689.1,3.4455,0.2902336380786533,0.8302336380786534,3.61,4.0,2.0,5.777777777777778,3.7579783050231246,2.58,2.289766361921347,1.805,1.805,2.0,2.0,0.0,0.1083,1.0,0.9039999999999999,0.9039999999999999,1.0,1.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,0.75,0.75,-1.0,-1.0
751,9030119A011    ,ＮＯＫ（株）,2023.0,11.0,48.0,30.0,,,,,,,1.0,,,,0.03,7.ファイナル前半,3.0,木曜日,4.0,3.0,1.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
752,9031150A014    ,ＮＯＫ（株）,2023.0,12.0,48.0,1.0,1.65,0.21499999999999986,1.5,0.4650000000000001,3.03,10.0,9.0,2.0,94.615,369.5,0.03,8.ファイナル後半,4.0,金曜日,5.0,10.0,9.0,1.0,2.0,3.52,5.257999999999999,B-24,0.54,1.0,84.0,748.0,8.904761904761905,750.5,8.93452380952381,0.11192538307794804,0.6519253830779481,8.904761904761905,9.0,2.0,5.611111111111111,4.647771169293027,2.4899999999999998,2.378074616922052,4.4523809523809526,4.4523809523809526,5.0,5.0,0.0,0.2671428571428571,1.0,2.034,2.034,3.0,3.0,9.0,9.0,9.0,9.0,1.6666666666666667,1.6666666666666667,2.0,2.0,0.5555555555555556,0.5555555555555556,-4.0,-4.0
753,9031150A014    ,,2023.0,12.0,48.0,2.0,,,,,,,,,,,,,5.0,土曜日,5.0,0.0,0.0,1.0,2.0,3.52,5.257999999999999,B-24,0.54,1.0,84.0,0.0,0.0,750.5,8.93452380952381,0.11192538307794804,0.6519253830779481,8.904761904761905,9.0,2.0,,,,,4.4523809523809526,4.4523809523809526,5.0,5.0,,,,2.034,2.034,3.0,3.0,,,,,1.6666666666666667,1.6666666666666667,2.0,2.0,,,,
754,9031150A014    ,,2023.0,12.0,48.0,3.0,,,,,,,,,,,,,6.0,日曜日,5.0,0.0,0.0,1.0,2.0,3.52,5.257999999999999,B-24,0.54,1.0,84.0,0.0,0.0,750.5,8.93452380952381,0.11192538307794804,0.6519253830779481,8.904761904761905,9.0,2.0,,,,,4.4523809523809526,4.4523809523809526,5.0,5.0,,,,2.034,2.034,3.0,3.0,,,,,1.6666666666666667,1.6666666666666667,2.0,2.0,,,,
755,9031150A014    ,ＮＯＫ（株）,2023.0,12.0,49.0,4.0,3.8,0.20000000000000015,0.4299999999999997,0.33999999999999986,1.02,9.0,9.0,2.0,96.84,378.5,0.03,8.ファイナル後半,0.0,月曜日,5.0,9.0,9.0,1.0,2.0,3.52,5.257999999999999,B-24,0.54,1.0,84.0,747.0,8.892857142857142,750.5,8.93452380952381,0.11192538307794804,0.6519253830779481,8.892857142857142,9.0,2.0,1.8888888888888888,1.564596235207554,0.48,0.3680746169220519,4.446428571428571,4.446428571428571,5.0,5.0,0.0,0.26678571428571424,1.0,2.034,2.034,3.0,3.0,9.0,9.0,9.0,9.0,1.6666666666666667,1.6666666666666667,2.0,2.0,0.5555555555555556,0.5555555555555556,-4.0,-4.0
756,9031150A014    ,ＮＯＫ（株）,2023.0,12.0,49.0,5.0,1.54,0.2799999999999998,0.34999999999999964,0.3799999999999999,1.0399999999999996,9.0,9.0,2.0,99.01,386.0,0.03,8.ファイナル後半,1.0,火曜日,5.0,9.0,9.0,1.0,2.0,3.52,5.257999999999999,B-24,0.54,1.0,84.0,746.0,8.880952380952381,750.5,8.93452380952381,0.11192538307794804,0.6519253830779481,8.892857142857142,9.0,2.0,1.9259259259259252,1.5952745927606427,0.49999999999999956,0.3880746169220515,4.446428571428571,4.446428571428571,5.0,5.0,0.0,0.26678571428571424,1.0,2.034,2.034,3.0,3.0,9.0,9.0,9.0,9.0,1.6666666666666667,1.6666666666666667,2.0,2.0,0.5555555555555556,0.5555555555555556,-4.0,-4.0
757,9031150A014    ,ＮＯＫ（株）,2023.0,12.0,49.0,6.0,1.52,0.23999999999999974,0.4299999999999997,0.3500000000000001,1.27,9.0,9.0,2.0,99.455,388.5,0.03,8.ファイナル後半,2.0,水曜日,4.0,9.0,9.0,1.0,2.0,3.52,5.257999999999999,B-24,0.54,1.0,84.0,746.0,8.880952380952381,750.5,8.93452380952381,0.11192538307794804,0.6519253830779481,8.892857142857142,9.0,2.0,2.3518518518518516,1.94807570462117,0.73,0.6180746169220519,4.446428571428571,4.446428571428571,5.0,5.0,0.0,0.26678571428571424,1.0,2.034,2.034,3.0,3.0,9.0,9.0,9.0,9.0,1.3333333333333333,1.3333333333333333,1.0,1.0,0.4444444444444444,0.4444444444444444,-5.0,-5.0
758,9031150A014    ,ＮＯＫ（株）,2023.0,12.0,49.0,7.0,1.67,0.215,0.5449999999999999,0.2850000000000001,1.08,8.0,9.0,2.0,43.725,130.0,0.03,8.ファイナル後半,3.0,木曜日,5.0,8.0,8.0,1.0,2.0,3.52,5.257999999999999,B-24,0.54,1.0,84.0,747.0,8.892857142857142,750.5,8.93452380952381,0.11192538307794804,0.6519253830779481,8.892857142857142,9.0,2.0,2.0,1.656631307866822,0.54,0.42807461692205195,4.446428571428571,4.446428571428571,5.0,5.0,0.0,0.26678571428571424,1.0,2.034,2.034,3.0,3.0,9.0,9.0,9.0,9.0,1.6666666666666667,1.6666666666666667,2.0,2.0,0.5555555555555556,0.5555555555555556,-4.0,-4.0
759,9031150A014    ,ＮＯＫ（株）,2023.0,12.0,49.0,8.0,1.66,0.2250000000000001,2.38,0.39500000000000013,3.115,10.0,9.0,2.0,99.77,390.0,0.03,8.ファイナル後半,4.0,金曜日,5.5,10.0,9.0,1.0,2.0,3.52,5.257999999999999,B-24,0.54,1.0,84.0,746.0,8.880952380952381,750.5,8.93452380952381,0.11192538307794804,0.6519253830779481,8.892857142857142,9.0,2.0,5.768518518518518,4.778154188893658,2.575,2.463074616922052,4.446428571428571,4.446428571428571,5.0,5.0,0.0,0.26678571428571424,1.0,2.034,2.034,3.0,3.0,9.0,9.0,9.0,9.0,1.8333333333333333,1.8333333333333333,2.5,2.5,0.6111111111111112,0.6111111111111112,-3.5,-3.5
760,9031150A014    ,,2023.0,12.0,49.0,9.0,,,,,,,,,,,,,5.0,土曜日,6.0,0.0,0.0,1.0,2.0,3.52,5.257999999999999,B-24,0.54,1.0,84.0,0.0,0.0,750.5,8.93452380952381,0.11192538307794804,0.6519253830779481,8.892857142857142,9.0,2.0,,,,,4.446428571428571,4.446428571428571,5.0,5.0,,,,2.034,2.034,3.0,3.0,,,,,2.0,2.0,3.0,3.0,,,,
761,9031150A014    ,,2023.0,12.0,49.0,10.0,,,,,,,,,,,,,6.0,日曜日,6.0,0.0,0.0,1.0,2.0,3.52,5.257999999999999,B-24,0.54,1.0,84.0,0.0,0.0,750.5,8.93452380952381,0.11192538307794804,0.6519253830779481,8.892857142857142,9.0,2.0,,,,,4.446428571428571,4.446428571428571,5.0,5.0,,,,2.034,2.034,3.0,3.0,,,,,2.0,2.0,3.0,3.0,,,,
762,9031150A014    ,ＮＯＫ（株）,2023.0,12.0,50.0,11.0,3.8,0.1499999999999999,0.5899999999999999,0.29000000000000004,1.0500000000000005,7.0,10.0,2.0,99.22,388.0,0.03,8.ファイナル後半,0.0,月曜日,5.0,7.0,9.0,1.0,2.0,3.52,5.257999999999999,B-24,0.54,1.0,84.0,747.0,8.892857142857142,750.5,8.93452380952381,0.11192538307794804,0.6519253830779481,8.916666666666666,9.0,2.0,1.9444444444444453,1.6106137715371887,0.5100000000000005,0.39807461692205237,4.458333333333333,4.458333333333333,5.0,5.0,0.0,0.26749999999999996,1.0,2.034,2.034,3.0,3.0,9.0,9.0,9.0,9.0,1.6666666666666667,1.6666666666666667,2.0,2.0,0.5555555555555556,0.5555555555555556,-4.0,-4.0
763,9031150A014    ,ＮＯＫ（株）,2023.0,12.0,50.0,12.0,2.66,0.23,0.3600000000000003,0.395,1.0500000000000005,10.0,9.0,2.0,99.85,390.0,0.03,8.ファイナル後半,1.0,火曜日,4.0,9.0,9.0,1.0,2.0,3.52,5.257999999999999,B-24,0.54,1.0,84.0,747.0,8.892857142857142,750.5,8.93452380952381,0.11192538307794804,0.6519253830779481,8.916666666666666,9.0,2.0,1.9444444444444453,1.6106137715371887,0.5100000000000005,0.39807461692205237,4.458333333333333,4.458333333333333,5.0,5.0,0.0,0.26749999999999996,1.0,2.034,2.034,3.0,3.0,9.0,9.0,9.0,9.0,1.3333333333333333,1.3333333333333333,1.0,1.0,0.4444444444444444,0.4444444444444444,-5.0,-5.0
764,9031150A014    ,ＮＯＫ（株）,2023.0,12.0,50.0,13.0,1.665,0.1299999999999999,0.5199999999999999,0.4000000000000001,0.96,10.0,9.0,2.0,99.92,361.5,0.03,8.ファイナル後半,2.0,水曜日,5.5,10.0,8.0,1.0,2.0,3.52,5.257999999999999,B-24,0.54,1.0,84.0,747.0,8.892857142857142,750.5,8.93452380952381,0.11192538307794804,0.6519253830779481,8.916666666666666,9.0,2.0,1.7777777777777777,1.472561162548286,0.41999999999999993,0.30807461692205185,4.458333333333333,4.458333333333333,5.0,5.0,0.0,0.26749999999999996,1.0,2.034,2.034,3.0,3.0,9.0,9.0,9.0,9.0,1.8333333333333333,1.8333333333333333,2.5,2.5,0.6111111111111112,0.6111111111111112,-3.5,-3.5
765,9031150A014    ,ＮＯＫ（株）,2023.0,12.0,50.0,14.0,1.53,0.22999999999999976,0.4500000000000002,0.3600000000000003,1.03,9.0,9.0,2.0,99.605,389.0,0.03,8.ファイナル後半,3.0,木曜日,4.0,9.0,10.0,1.0,2.0,3.52,5.257999999999999,B-24,0.54,1.0,84.0,749.0,8.916666666666666,750.5,8.93452380952381,0.11192538307794804,0.6519253830779481,8.916666666666666,9.0,2.0,1.9074074074074074,1.5799354139840986,0.49,0.3780746169220519,4.458333333333333,4.458333333333333,5.0,5.0,0.0,0.26749999999999996,1.0,2.034,2.034,3.0,3.0,9.0,9.0,9.0,9.0,1.3333333333333333,1.3333333333333333,1.0,1.0,0.4444444444444444,0.4444444444444444,-5.0,-5.0
766,9031150A014    ,ＮＯＫ（株）,2023.0,12.0,50.0,15.0,1.53,0.24999999999999975,0.3499999999999999,0.52,3.05,10.0,6.0,2.0,99.85,390.0,0.03,8.ファイナル後半,4.0,金曜日,2.0,4.0,3.0,1.0,2.0,3.52,5.257999999999999,B-24,0.54,1.0,84.0,748.0,8.904761904761905,750.5,8.93452380952381,0.11192538307794804,0.6519253830779481,8.916666666666666,9.0,2.0,5.648148148148147,4.678449526846117,2.51,2.3980746169220515,4.458333333333333,4.458333333333333,5.0,5.0,0.0,0.26749999999999996,1.0,2.034,2.034,3.0,3.0,9.0,9.0,9.0,9.0,0.6666666666666666,0.6666666666666666,-1.0,-1.0,0.2222222222222222,0.2222222222222222,-7.0,-7.0
