,品番,仕入先名,年,月,週番号,日,印刷～検収LT,検収～入庫LT,入庫～出庫LT,出庫～回収LT,社内LT（検収～回収LT）,納入かんばん数,回収かんばん数,実績納入回数,時間稼働率,加工数,不等ピッチ係数【日】,使用工程,曜日_番号,曜日_名前,在庫数（箱）_1日の中央値,入庫数（箱）_1日の合計値,出庫数（箱）_1日の合計値,納入回数（間隔）,納入回数（回数）,納入回数（遅れ）,箱重量,箱種類,基準在庫日数,基準在庫枚数,収容数,日量数,日量数（箱数）,月平均日量数,月平均日量数（箱数）,基準在庫枚数（日数）,基準在庫日数（基準在庫枚数込み）,週最大日量数（箱数）,週最大日量数（箱数）_繰り上げ,実績最小納入回数,社内LT/設計値LT,社内LT/設計値LT（基準在庫枚数込み）,社内LT-設計値LT,社内LT-設計値LT（基準在庫枚数込み）,便Ave,便Ave_実績便数使用,便Ave_繰り上げ,便Ave_実績便数使用_繰り上げ,設計納入回数-実績納入回数,不等ピッチ在庫,不等ピッチ在庫_繰り上げ,設計値MIN,設計値MIN_実績便数使用,設計値MIN_繰り上げ,設計値MIN_実績便数使用_繰り上げ,設計値MAX,設計値MAX_実績便数使用,設計値MAX_繰り上げ,設計値MAX_実績便数使用_繰り上げ,順立装置在庫量/設計値MIN_繰り上げ,順立装置在庫量/設計値MIN_実績便数使用_繰り上げ,順立装置在庫量-設計値MIN_繰り上げ,順立装置在庫量-設計値MIN_実績便数使用_繰り上げ,順立装置在庫量/設計値MAX_繰り上げ,順立装置在庫量/設計値MAX_実績便数使用_繰り上げ,順立装置在庫量-設計値MAX_繰り上げ,順立装置在庫量-設計値MAX_実績便数使用_繰り上げ
2431,9056455A045    ,（株）ムロコーポレーション,2023.0,12.0,49.0,7.0,0.75,0.13,12.48,5.9700000000000015,18.58,1.0,,1.0,43.725,130.0,0.0,,3.0,木曜日,2.0,1.0,0.0,1.0,1.0,0.73,7.71,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,41.0,0.41,43.6,0.436,6.8807339449541285,7.810733944954128,0.42,1.0,1.0,19.978494623655912,2.378777734709938,17.65,10.76926605504587,0.42,0.42,1.0,1.0,0.0,0.0,0.0,0.17300000000000001,0.17300000000000001,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0
2432,9056455A045    ,,2023.0,12.0,49.0,4.0,,,,,,,,,,,,,0.0,月曜日,2.0,0.0,0.0,1.0,1.0,0.73,7.71,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,42.0,0.42,43.6,0.436,6.8807339449541285,7.810733944954128,0.42,1.0,1.0,,,,,0.42,0.42,1.0,1.0,,,,0.17300000000000001,0.17300000000000001,1.0,1.0,,,,,2.0,2.0,1.0,1.0,,,,
2433,9056455A045    ,,2023.0,12.0,49.0,5.0,,,,,,,,,,,,,1.0,火曜日,2.0,0.0,0.0,1.0,1.0,0.73,7.71,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,41.0,0.41,43.6,0.436,6.8807339449541285,7.810733944954128,0.42,1.0,1.0,,,,,0.42,0.42,1.0,1.0,,,,0.17300000000000001,0.17300000000000001,1.0,1.0,,,,,2.0,2.0,1.0,1.0,,,,
2434,9056455A045    ,,2023.0,12.0,49.0,8.0,,,,,,,,,,,,,4.0,金曜日,3.0,0.0,0.0,1.0,1.0,0.73,7.71,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,42.0,0.42,43.6,0.436,6.8807339449541285,7.810733944954128,0.42,1.0,1.0,,,,,0.42,0.42,1.0,1.0,,,,0.17300000000000001,0.17300000000000001,1.0,1.0,,,,,3.0,3.0,2.0,2.0,,,,
2435,9056455A045    ,,2023.0,12.0,49.0,9.0,,,,,,,,,,,,,5.0,土曜日,3.0,0.0,0.0,1.0,1.0,0.73,7.71,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,0.0,0.0,43.6,0.436,6.8807339449541285,7.810733944954128,0.42,1.0,1.0,,,,,0.42,0.42,1.0,1.0,,,,0.17300000000000001,0.17300000000000001,1.0,1.0,,,,,3.0,3.0,2.0,2.0,,,,
2436,9056455A045    ,,2023.0,12.0,49.0,10.0,,,,,,,,,,,,,6.0,日曜日,3.0,0.0,0.0,1.0,1.0,0.73,7.71,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,0.0,0.0,43.6,0.436,6.8807339449541285,7.810733944954128,0.42,1.0,1.0,,,,,0.42,0.42,1.0,1.0,,,,0.17300000000000001,0.17300000000000001,1.0,1.0,,,,,3.0,3.0,2.0,2.0,,,,
2437,9056455A045    ,（株）ムロコーポレーション,2023.0,12.0,50.0,12.0,,,,,,,1.0,,99.85,390.0,0.0,,1.0,火曜日,3.0,0.0,1.0,1.0,1.0,0.73,7.71,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,45.0,0.45,43.6,0.436,6.8807339449541285,7.810733944954128,0.46,1.0,1.0,,,,,0.46,0.46,1.0,1.0,,0.0,0.0,0.17300000000000001,0.17300000000000001,1.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,1.5,1.5,1.0,1.0
2438,9056455A045    ,（株）ムロコーポレーション,2023.0,12.0,50.0,13.0,0.75,0.16000000000000006,,,,1.0,,1.0,99.92,361.5,0.0,,2.0,水曜日,2.0,1.0,0.0,1.0,1.0,0.73,7.71,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,45.0,0.45,43.6,0.436,6.8807339449541285,7.810733944954128,0.46,1.0,1.0,,,,,0.46,0.46,1.0,1.0,0.0,0.0,0.0,0.17300000000000001,0.17300000000000001,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0
2439,9056455A045    ,,2023.0,12.0,50.0,11.0,,,,,,,,,,,,,0.0,月曜日,3.0,0.0,0.0,1.0,1.0,0.73,7.71,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,45.0,0.45,43.6,0.436,6.8807339449541285,7.810733944954128,0.46,1.0,1.0,,,,,0.46,0.46,1.0,1.0,,,,0.17300000000000001,0.17300000000000001,1.0,1.0,,,,,3.0,3.0,2.0,2.0,,,,
2440,9056455A045    ,,2023.0,12.0,50.0,14.0,,,,,,,,,,,,,3.0,木曜日,3.0,0.0,0.0,1.0,1.0,0.73,7.71,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,44.0,0.44,43.6,0.436,6.8807339449541285,7.810733944954128,0.46,1.0,1.0,,,,,0.46,0.46,1.0,1.0,,,,0.17300000000000001,0.17300000000000001,1.0,1.0,,,,,3.0,3.0,2.0,2.0,,,,
2441,9056455A045    ,,2023.0,12.0,50.0,15.0,,,,,,,,,,,,,4.0,金曜日,3.0,0.0,0.0,1.0,1.0,0.73,7.71,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,46.0,0.46,43.6,0.436,6.8807339449541285,7.810733944954128,0.46,1.0,1.0,,,,,0.46,0.46,1.0,1.0,,,,0.17300000000000001,0.17300000000000001,1.0,1.0,,,,,3.0,3.0,2.0,2.0,,,,
2442,9056455A045    ,,2023.0,11.0,48.0,30.0,,,,,,,,,,,,,3.0,木曜日,3.0,0.0,0.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443,9056455A045    ,,2023.0,12.0,48.0,1.0,,,,,,,,,,,,,4.0,金曜日,3.0,0.0,0.0,1.0,1.0,0.73,7.71,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,43.0,0.43,43.6,0.436,6.8807339449541285,7.810733944954128,0.43,1.0,1.0,,,,,0.43,0.43,1.0,1.0,,,,0.17300000000000001,0.17300000000000001,1.0,1.0,,,,,3.0,3.0,2.0,2.0,,,,
2444,9056455A045    ,,2023.0,12.0,48.0,2.0,,,,,,,,,,,,,5.0,土曜日,3.0,0.0,0.0,1.0,1.0,0.73,7.71,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,0.0,0.0,43.6,0.436,6.8807339449541285,7.810733944954128,0.43,1.0,1.0,,,,,0.43,0.43,1.0,1.0,,,,0.17300000000000001,0.17300000000000001,1.0,1.0,,,,,3.0,3.0,2.0,2.0,,,,
2445,9056455A045    ,,2023.0,12.0,48.0,3.0,,,,,,,,,,,,,6.0,日曜日,3.0,0.0,0.0,1.0,1.0,0.73,7.71,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,0.0,0.0,43.6,0.436,6.8807339449541285,7.810733944954128,0.43,1.0,1.0,,,,,0.43,0.43,1.0,1.0,,,,0.17300000000000001,0.17300000000000001,1.0,1.0,,,,,3.0,3.0,2.0,2.0,,,,
2446,9056457A129    ,（株）ムロコーポレーション,2023.0,12.0,49.0,6.0,,,,,,,1.0,,99.455,388.5,0.0,,2.0,水曜日,,0.0,0.0,1.0,1.0,0.73,6.5,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,1.0,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
2447,9056457A129    ,（株）ムロコーポレーション,2023.0,12.0,49.0,7.0,0.75,0.13,,,32.64,1.0,,1.0,43.725,130.0,0.0,,3.0,木曜日,1.0,1.0,0.0,1.0,1.0,0.73,6.5,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,1.0,35.096774193548384,35.096774193548384,31.71,31.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,inf,1.0,1.0,inf,inf,1.0,1.0
2448,9056457A129    ,,2023.0,12.0,49.0,4.0,,,,,,,,,,,,,0.0,月曜日,1.0,0.0,0.0,1.0,1.0,0.73,6.5,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,1.0,,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,,inf,inf,1.0,1.0,,,,
2449,9056457A129    ,,2023.0,12.0,49.0,5.0,,,,,,,,,,,,,1.0,火曜日,1.0,0.0,0.0,1.0,1.0,0.73,6.5,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,1.0,,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,,inf,inf,1.0,1.0,,,,
2450,9056457A129    ,,2023.0,12.0,49.0,8.0,,,,,,,,,,,,,4.0,金曜日,1.0,0.0,0.0,1.0,1.0,0.73,6.5,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,1.0,,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,,inf,inf,1.0,1.0,,,,
2451,9056457A129    ,,2023.0,12.0,49.0,9.0,,,,,,,,,,,,,5.0,土曜日,1.0,0.0,0.0,1.0,1.0,0.73,6.5,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,1.0,,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,,inf,inf,1.0,1.0,,,,
2452,9056457A129    ,,2023.0,12.0,49.0,10.0,,,,,,,,,,,,,6.0,日曜日,1.0,0.0,0.0,1.0,1.0,0.73,6.5,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,1.0,,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,,inf,inf,1.0,1.0,,,,
2453,9056457A129    ,,2023.0,11.0,48.0,30.0,,,,,,,,,,,,,3.0,木曜日,1.0,0.0,0.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454,9056457A129    ,,2023.0,12.0,48.0,1.0,,,,,,,,,,,,,4.0,金曜日,1.0,0.0,0.0,1.0,1.0,0.73,6.5,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,1.0,,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,,inf,inf,1.0,1.0,,,,
2455,9056457A129    ,,2023.0,12.0,48.0,2.0,,,,,,,,,,,,,5.0,土曜日,1.0,0.0,0.0,1.0,1.0,0.73,6.5,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,1.0,,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,,inf,inf,1.0,1.0,,,,
2456,9056457A129    ,,2023.0,12.0,48.0,3.0,,,,,,,,,,,,,6.0,日曜日,1.0,0.0,0.0,1.0,1.0,0.73,6.5,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,1.0,,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,,inf,inf,1.0,1.0,,,,
2457,9056457A129    ,,2023.0,12.0,50.0,11.0,,,,,,,,,,,,,0.0,月曜日,1.0,0.0,0.0,1.0,1.0,0.73,6.5,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,1.0,,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,,inf,inf,1.0,1.0,,,,
2458,9056457A129    ,,2023.0,12.0,50.0,12.0,,,,,,,,,,,,,1.0,火曜日,1.0,0.0,0.0,1.0,1.0,0.73,6.5,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,1.0,,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,,inf,inf,1.0,1.0,,,,
2459,9056457A129    ,,2023.0,12.0,50.0,13.0,,,,,,,,,,,,,2.0,水曜日,1.0,0.0,0.0,1.0,1.0,0.73,6.5,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,1.0,,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,,inf,inf,1.0,1.0,,,,
2460,9056457A129    ,,2023.0,12.0,50.0,14.0,,,,,,,,,,,,,3.0,木曜日,1.0,0.0,0.0,1.0,1.0,0.73,6.5,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,1.0,,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,,inf,inf,1.0,1.0,,,,
2461,9056457A129    ,,2023.0,12.0,50.0,15.0,,,,,,,,,,,,,4.0,金曜日,1.0,0.0,0.0,1.0,1.0,0.73,6.5,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,1.0,,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,,inf,inf,1.0,1.0,,,,
2462,9056457A135    ,（株）ムロコーポレーション,2023.0,12.0,49.0,6.0,,,,,,,1.0,,99.455,388.5,0.0,,2.0,水曜日,10.0,0.0,1.0,1.0,1.0,0.73,4.9,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,150.0,1.5,144.6,1.446,2.074688796680498,3.0046887966804983,1.51,2.0,1.0,,,,,1.51,1.51,2.0,2.0,,0.0,0.0,0.34600000000000003,0.34600000000000003,1.0,1.0,3.0,3.0,3.0,3.0,10.0,10.0,9.0,9.0,3.3333333333333335,3.3333333333333335,7.0,7.0
2463,9056457A135    ,（株）ムロコーポレーション,2023.0,12.0,49.0,7.0,0.75,0.13,,,42.48,1.0,,1.0,43.725,130.0,0.0,,3.0,木曜日,9.0,1.0,0.0,1.0,1.0,0.73,4.9,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,151.0,1.51,144.6,1.446,2.074688796680498,3.0046887966804983,1.51,2.0,1.0,45.677419354838705,14.137903415132639,41.55,39.4753112033195,1.51,1.51,2.0,2.0,0.0,0.0,0.0,0.34600000000000003,0.34600000000000003,1.0,1.0,3.0,3.0,3.0,3.0,9.0,9.0,8.0,8.0,3.0,3.0,6.0,6.0
2464,9056457A135    ,,2023.0,12.0,49.0,4.0,,,,,,,,,,,,,0.0,月曜日,10.0,0.0,0.0,1.0,1.0,0.73,4.9,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,149.0,1.49,144.6,1.446,2.074688796680498,3.0046887966804983,1.51,2.0,1.0,,,,,1.51,1.51,2.0,2.0,,,,0.34600000000000003,0.34600000000000003,1.0,1.0,,,,,10.0,10.0,9.0,9.0,,,,
2465,9056457A135    ,,2023.0,12.0,49.0,5.0,,,,,,,,,,,,,1.0,火曜日,10.0,0.0,0.0,1.0,1.0,0.73,4.9,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,150.0,1.5,144.6,1.446,2.074688796680498,3.0046887966804983,1.51,2.0,1.0,,,,,1.51,1.51,2.0,2.0,,,,0.34600000000000003,0.34600000000000003,1.0,1.0,,,,,10.0,10.0,9.0,9.0,,,,
2466,9056457A135    ,,2023.0,12.0,49.0,8.0,,,,,,,,,,,,,4.0,金曜日,10.0,0.0,0.0,1.0,1.0,0.73,4.9,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,147.0,1.47,144.6,1.446,2.074688796680498,3.0046887966804983,1.51,2.0,1.0,,,,,1.51,1.51,2.0,2.0,,,,0.34600000000000003,0.34600000000000003,1.0,1.0,,,,,10.0,10.0,9.0,9.0,,,,
2467,9056457A135    ,,2023.0,12.0,49.0,9.0,,,,,,,,,,,,,5.0,土曜日,10.0,0.0,0.0,1.0,1.0,0.73,4.9,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,0.0,0.0,144.6,1.446,2.074688796680498,3.0046887966804983,1.51,2.0,1.0,,,,,1.51,1.51,2.0,2.0,,,,0.34600000000000003,0.34600000000000003,1.0,1.0,,,,,10.0,10.0,9.0,9.0,,,,
2468,9056457A135    ,,2023.0,12.0,49.0,10.0,,,,,,,,,,,,,6.0,日曜日,9.0,0.0,0.0,1.0,1.0,0.73,4.9,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,0.0,0.0,144.6,1.446,2.074688796680498,3.0046887966804983,1.51,2.0,1.0,,,,,1.51,1.51,2.0,2.0,,,,0.34600000000000003,0.34600000000000003,1.0,1.0,,,,,9.0,9.0,8.0,8.0,,,,
2469,9056457A135    ,（株）ムロコーポレーション,2023.0,12.0,50.0,12.0,,,,,,,1.0,,99.85,390.0,0.0,,1.0,火曜日,9.0,0.0,1.0,1.0,1.0,0.73,4.9,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,139.0,1.39,144.6,1.446,2.074688796680498,3.0046887966804983,1.43,2.0,1.0,,,,,1.43,1.43,2.0,2.0,,0.0,0.0,0.34600000000000003,0.34600000000000003,1.0,1.0,3.0,3.0,3.0,3.0,9.0,9.0,8.0,8.0,3.0,3.0,6.0,6.0
2470,9056457A135    ,（株）ムロコーポレーション,2023.0,12.0,50.0,13.0,0.75,0.16000000000000006,,,,1.0,,1.0,99.92,361.5,0.0,,2.0,水曜日,8.0,1.0,0.0,1.0,1.0,0.73,4.9,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,140.0,1.4,144.6,1.446,2.074688796680498,3.0046887966804983,1.43,2.0,1.0,,,,,1.43,1.43,2.0,2.0,0.0,0.0,0.0,0.34600000000000003,0.34600000000000003,1.0,1.0,3.0,3.0,3.0,3.0,8.0,8.0,7.0,7.0,2.6666666666666665,2.6666666666666665,5.0,5.0
2471,9056457A135    ,（株）ムロコーポレーション,2023.0,12.0,50.0,14.0,,,,,,,1.0,,99.605,389.0,0.0,,3.0,木曜日,8.0,0.0,1.0,1.0,1.0,0.73,4.9,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,143.0,1.43,144.6,1.446,2.074688796680498,3.0046887966804983,1.43,2.0,1.0,,,,,1.43,1.43,2.0,2.0,,0.0,0.0,0.34600000000000003,0.34600000000000003,1.0,1.0,3.0,3.0,3.0,3.0,8.0,8.0,7.0,7.0,2.6666666666666665,2.6666666666666665,5.0,5.0
2472,9056457A135    ,（株）ムロコーポレーション,2023.0,12.0,50.0,15.0,0.75,0.13,,,,1.0,,1.0,99.85,390.0,0.0,,4.0,金曜日,7.0,0.0,0.0,1.0,1.0,0.73,4.9,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,138.0,1.38,144.6,1.446,2.074688796680498,3.0046887966804983,1.43,2.0,1.0,,,,,1.43,1.43,2.0,2.0,0.0,0.0,0.0,0.34600000000000003,0.34600000000000003,1.0,1.0,3.0,3.0,3.0,3.0,7.0,7.0,6.0,6.0,2.3333333333333335,2.3333333333333335,4.0,4.0
2473,9056457A135    ,,2023.0,12.0,50.0,11.0,,,,,,,,,,,,,0.0,月曜日,9.0,0.0,0.0,1.0,1.0,0.73,4.9,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,139.0,1.39,144.6,1.446,2.074688796680498,3.0046887966804983,1.43,2.0,1.0,,,,,1.43,1.43,2.0,2.0,,,,0.34600000000000003,0.34600000000000003,1.0,1.0,,,,,9.0,9.0,8.0,8.0,,,,
2474,9056457A135    ,,2023.0,11.0,48.0,30.0,,,,,,,,,,,,,3.0,木曜日,11.0,0.0,0.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475,9056457A135    ,,2023.0,12.0,48.0,1.0,,,,,,,,,,,,,4.0,金曜日,12.0,1.0,0.0,1.0,1.0,0.73,4.9,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,146.0,1.46,144.6,1.446,2.074688796680498,3.0046887966804983,1.46,2.0,1.0,,,,,1.46,1.46,2.0,2.0,,,,0.34600000000000003,0.34600000000000003,1.0,1.0,,,,,12.0,12.0,11.0,11.0,,,,
2476,9056457A135    ,,2023.0,12.0,48.0,2.0,,,,,,,,,,,,,5.0,土曜日,11.0,0.0,0.0,1.0,1.0,0.73,4.9,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,0.0,0.0,144.6,1.446,2.074688796680498,3.0046887966804983,1.46,2.0,1.0,,,,,1.46,1.46,2.0,2.0,,,,0.34600000000000003,0.34600000000000003,1.0,1.0,,,,,11.0,11.0,10.0,10.0,,,,
2477,9056457A135    ,,2023.0,12.0,48.0,3.0,,,,,,,,,,,,,6.0,日曜日,11.0,0.0,0.0,1.0,1.0,0.73,4.9,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,0.0,0.0,144.6,1.446,2.074688796680498,3.0046887966804983,1.46,2.0,1.0,,,,,1.46,1.46,2.0,2.0,,,,0.34600000000000003,0.34600000000000003,1.0,1.0,,,,,11.0,11.0,10.0,10.0,,,,
2478,9056463A028    ,（株）ムロコーポレーション,2023.0,12.0,49.0,6.0,,,,,,,1.0,,99.455,388.5,0.0,,2.0,水曜日,,0.0,0.0,1.0,1.0,0.73,7.43,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,74.0,0.74,71.25,0.7125,4.2105263157894735,5.140526315789472,0.74,1.0,1.0,,,,,0.74,0.74,1.0,1.0,,0.0,0.0,0.17300000000000001,0.17300000000000001,1.0,1.0,2.0,2.0,2.0,2.0,,,,,,,,
2479,9056463A028    ,（株）ムロコーポレーション,2023.0,12.0,49.0,7.0,0.75,0.13,,,,1.0,,1.0,43.725,130.0,0.0,,3.0,木曜日,1.0,1.0,0.0,1.0,1.0,0.73,7.43,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,74.0,0.74,71.25,0.7125,4.2105263157894735,5.140526315789472,0.74,1.0,1.0,,,,,0.74,0.74,1.0,1.0,0.0,0.0,0.0,0.17300000000000001,0.17300000000000001,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.5,0.5,-1.0,-1.0
2480,9056463A028    ,,2023.0,12.0,49.0,8.0,,,,,,,,,,,,,4.0,金曜日,1.0,0.0,0.0,1.0,1.0,0.73,7.43,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,73.0,0.73,71.25,0.7125,4.2105263157894735,5.140526315789472,0.74,1.0,1.0,,,,,0.74,0.74,1.0,1.0,,,,0.17300000000000001,0.17300000000000001,1.0,1.0,,,,,1.0,1.0,0.0,0.0,,,,
2481,9056463A028    ,,2023.0,12.0,49.0,9.0,,,,,,,,,,,,,5.0,土曜日,1.0,0.0,0.0,1.0,1.0,0.73,7.43,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,0.0,0.0,71.25,0.7125,4.2105263157894735,5.140526315789472,0.74,1.0,1.0,,,,,0.74,0.74,1.0,1.0,,,,0.17300000000000001,0.17300000000000001,1.0,1.0,,,,,1.0,1.0,0.0,0.0,,,,
2482,9056463A028    ,,2023.0,12.0,49.0,10.0,,,,,,,,,,,,,6.0,日曜日,1.0,0.0,0.0,1.0,1.0,0.73,7.43,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,0.0,0.0,71.25,0.7125,4.2105263157894735,5.140526315789472,0.74,1.0,1.0,,,,,0.74,0.74,1.0,1.0,,,,0.17300000000000001,0.17300000000000001,1.0,1.0,,,,,1.0,1.0,0.0,0.0,,,,
2483,9056463A028    ,,2023.0,12.0,50.0,11.0,,,,,,,,,,,,,0.0,月曜日,1.0,0.0,0.0,1.0,1.0,0.73,7.43,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,69.0,0.69,71.25,0.7125,4.2105263157894735,5.140526315789472,0.7,1.0,1.0,,,,,0.7,0.7,1.0,1.0,,,,0.17300000000000001,0.17300000000000001,1.0,1.0,,,,,1.0,1.0,0.0,0.0,,,,
2484,9056463A028    ,,2023.0,12.0,50.0,12.0,,,,,,,,,,,,,1.0,火曜日,1.0,0.0,0.0,1.0,1.0,0.73,7.43,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,68.0,0.68,71.25,0.7125,4.2105263157894735,5.140526315789472,0.7,1.0,1.0,,,,,0.7,0.7,1.0,1.0,,,,0.17300000000000001,0.17300000000000001,1.0,1.0,,,,,1.0,1.0,0.0,0.0,,,,
2485,9056463A028    ,,2023.0,12.0,50.0,13.0,,,,,,,,,,,,,2.0,水曜日,1.0,0.0,0.0,1.0,1.0,0.73,7.43,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,69.0,0.69,71.25,0.7125,4.2105263157894735,5.140526315789472,0.7,1.0,1.0,,,,,0.7,0.7,1.0,1.0,,,,0.17300000000000001,0.17300000000000001,1.0,1.0,,,,,1.0,1.0,0.0,0.0,,,,
2486,9056463A028    ,,2023.0,12.0,50.0,14.0,,,,,,,,,,,,,3.0,木曜日,1.0,0.0,0.0,1.0,1.0,0.73,7.43,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,70.0,0.7,71.25,0.7125,4.2105263157894735,5.140526315789472,0.7,1.0,1.0,,,,,0.7,0.7,1.0,1.0,,,,0.17300000000000001,0.17300000000000001,1.0,1.0,,,,,1.0,1.0,0.0,0.0,,,,
2487,9056463A028    ,,2023.0,12.0,50.0,15.0,,,,,,,,,,,,,4.0,金曜日,1.0,0.0,0.0,1.0,1.0,0.73,7.43,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,68.0,0.68,71.25,0.7125,4.2105263157894735,5.140526315789472,0.7,1.0,1.0,,,,,0.7,0.7,1.0,1.0,,,,0.17300000000000001,0.17300000000000001,1.0,1.0,,,,,1.0,1.0,0.0,0.0,,,,
