,仕入先名,品番,検収日,納入便,納入回数（間隔）,納入回数（回数）,納入回数（遅れ）,かんばん数,最大日量数（箱数）,日量数（箱数）2,ユニークな納入便の数,不等ピッチ係数,日在庫数（箱）,合計入庫数（箱）,合計出庫数（箱）,不等ピッチ在庫,最大便Ave,便Ave+不等ピッチ在庫,差分,設計値MIN,設計値MAX,在庫数/設計値MAX
1677,日本精工（株）,9036340A010    ,18,5.0,1.0,8.0,9.0,2.0,20.225,18.675000000000004,5.0,0.09,14.214285714285714,14.0,9.0,1.8202500000000001,2.528125,4.348375000000001,-2.3483750000000008,3.0,8.0,1.7767857142857142
1678,日本精工（株）,9036340A010    ,19,1.0,1.0,8.0,9.0,3.0,20.225,18.649999999999995,8.0,0.09,14.791666666666666,17.0,20.0,1.8202500000000001,2.528125,4.348375000000001,-1.3483750000000008,3.0,8.0,1.8489583333333333
1679,日本精工（株）,9036340A010    ,19,2.0,1.0,8.0,9.0,3.0,20.225,18.649999999999995,8.0,0.09,14.791666666666666,17.0,20.0,1.8202500000000001,2.528125,4.348375000000001,-1.3483750000000008,3.0,8.0,1.8489583333333333
1680,日本精工（株）,9036340A010    ,19,3.0,1.0,8.0,9.0,1.0,20.225,18.649999999999995,8.0,0.09,14.791666666666666,17.0,20.0,1.8202500000000001,2.528125,4.348375000000001,-3.3483750000000008,3.0,8.0,1.8489583333333333
1681,日本精工（株）,9036340A010    ,19,4.0,1.0,8.0,9.0,2.0,20.225,18.649999999999995,8.0,0.09,14.791666666666666,17.0,20.0,1.8202500000000001,2.528125,4.348375000000001,-2.3483750000000008,3.0,8.0,1.8489583333333333
1682,日本精工（株）,9036340A010    ,19,5.0,1.0,8.0,9.0,2.0,20.225,18.649999999999995,8.0,0.09,14.791666666666666,17.0,20.0,1.8202500000000001,2.528125,4.348375000000001,-2.3483750000000008,3.0,8.0,1.8489583333333333
1683,日本精工（株）,9036340A010    ,19,6.0,1.0,8.0,9.0,3.0,20.225,18.649999999999995,8.0,0.09,14.791666666666666,17.0,20.0,1.8202500000000001,2.528125,4.348375000000001,-1.3483750000000008,3.0,8.0,1.8489583333333333
1684,日本精工（株）,9036340A010    ,19,7.0,1.0,8.0,9.0,1.0,20.225,18.649999999999995,8.0,0.09,14.791666666666666,17.0,20.0,1.8202500000000001,2.528125,4.348375000000001,-3.3483750000000008,3.0,8.0,1.8489583333333333
1685,日本精工（株）,9036340A010    ,19,8.0,1.0,8.0,9.0,3.0,20.225,18.649999999999995,8.0,0.09,14.791666666666666,17.0,20.0,1.8202500000000001,2.528125,4.348375000000001,-1.3483750000000008,3.0,8.0,1.8489583333333333
1686,日本精工（株）,9036340A010    ,20,1.0,1.0,8.0,9.0,3.0,20.225,18.675000000000004,8.0,0.09,13.666666666666666,18.0,18.0,1.8202500000000001,2.528125,4.348375000000001,-1.3483750000000008,3.0,8.0,1.7083333333333333
1687,日本精工（株）,9036340A010    ,20,2.0,1.0,8.0,9.0,3.0,20.225,18.675000000000004,8.0,0.09,13.666666666666666,18.0,18.0,1.8202500000000001,2.528125,4.348375000000001,-1.3483750000000008,3.0,8.0,1.7083333333333333
1688,日本精工（株）,9036340A010    ,20,3.0,1.0,8.0,9.0,3.0,20.225,18.675000000000004,8.0,0.09,13.666666666666666,18.0,18.0,1.8202500000000001,2.528125,4.348375000000001,-1.3483750000000008,3.0,8.0,1.7083333333333333
1689,日本精工（株）,9036340A010    ,20,4.0,1.0,8.0,9.0,1.0,20.225,18.675000000000004,8.0,0.09,13.666666666666666,18.0,18.0,1.8202500000000001,2.528125,4.348375000000001,-3.3483750000000008,3.0,8.0,1.7083333333333333
1690,日本精工（株）,9036340A010    ,20,5.0,1.0,8.0,9.0,3.0,20.225,18.675000000000004,8.0,0.09,13.666666666666666,18.0,18.0,1.8202500000000001,2.528125,4.348375000000001,-1.3483750000000008,3.0,8.0,1.7083333333333333
1691,日本精工（株）,9036340A010    ,20,6.0,1.0,8.0,9.0,3.0,20.225,18.675000000000004,8.0,0.09,13.666666666666666,18.0,18.0,1.8202500000000001,2.528125,4.348375000000001,-1.3483750000000008,3.0,8.0,1.7083333333333333
1692,日本精工（株）,9036340A010    ,20,7.0,1.0,8.0,9.0,1.0,20.225,18.675000000000004,8.0,0.09,13.666666666666666,18.0,18.0,1.8202500000000001,2.528125,4.348375000000001,-3.3483750000000008,3.0,8.0,1.7083333333333333
1693,日本精工（株）,9036340A010    ,20,8.0,1.0,8.0,9.0,3.0,20.225,18.675000000000004,8.0,0.09,13.666666666666666,18.0,18.0,1.8202500000000001,2.528125,4.348375000000001,-1.3483750000000008,3.0,8.0,1.7083333333333333
1694,日本精工（株）,9036340A010    ,21,1.0,1.0,8.0,9.0,3.0,20.225,20.225000000000005,8.0,0.09,14.75,24.0,19.0,1.8202500000000001,2.528125,4.348375000000001,-1.3483750000000008,3.0,8.0,1.84375
1695,日本精工（株）,9036340A010    ,21,2.0,1.0,8.0,9.0,3.0,20.225,20.225000000000005,8.0,0.09,14.75,24.0,19.0,1.8202500000000001,2.528125,4.348375000000001,-1.3483750000000008,3.0,8.0,1.84375
1696,日本精工（株）,9036340A010    ,21,3.0,1.0,8.0,9.0,2.0,20.225,20.225000000000005,8.0,0.09,14.75,24.0,19.0,1.8202500000000001,2.528125,4.348375000000001,-2.3483750000000008,3.0,8.0,1.84375
1697,日本精工（株）,9036340A010    ,21,4.0,1.0,8.0,9.0,2.0,20.225,20.225000000000005,8.0,0.09,14.75,24.0,19.0,1.8202500000000001,2.528125,4.348375000000001,-2.3483750000000008,3.0,8.0,1.84375
1698,日本精工（株）,9036340A010    ,21,5.0,1.0,8.0,9.0,1.0,20.225,20.225000000000005,8.0,0.09,14.75,24.0,19.0,1.8202500000000001,2.528125,4.348375000000001,-3.3483750000000008,3.0,8.0,1.84375
1699,日本精工（株）,9036340A010    ,21,6.0,1.0,8.0,9.0,1.0,20.225,20.225000000000005,8.0,0.09,14.75,24.0,19.0,1.8202500000000001,2.528125,4.348375000000001,-3.3483750000000008,3.0,8.0,1.84375
1700,日本精工（株）,9036340A010    ,21,7.0,1.0,8.0,9.0,3.0,20.225,20.225000000000005,8.0,0.09,14.75,24.0,19.0,1.8202500000000001,2.528125,4.348375000000001,-1.3483750000000008,3.0,8.0,1.84375
1701,日本精工（株）,9036340A010    ,21,8.0,1.0,8.0,9.0,3.0,20.225,20.225000000000005,8.0,0.09,14.75,24.0,19.0,1.8202500000000001,2.528125,4.348375000000001,-1.3483750000000008,3.0,8.0,1.84375
1702,日本精工（株）,9036340A010    ,22,1.0,1.0,8.0,9.0,3.0,20.225,17.324999999999996,8.0,0.09,16.375,11.0,15.0,1.8202500000000001,2.528125,4.348375000000001,-1.3483750000000008,3.0,8.0,2.046875
1703,日本精工（株）,9036340A010    ,22,2.0,1.0,8.0,9.0,3.0,20.225,17.324999999999996,8.0,0.09,16.375,11.0,15.0,1.8202500000000001,2.528125,4.348375000000001,-1.3483750000000008,3.0,8.0,2.046875
1704,日本精工（株）,9036340A010    ,22,3.0,1.0,8.0,9.0,1.0,20.225,17.324999999999996,8.0,0.09,16.375,11.0,15.0,1.8202500000000001,2.528125,4.348375000000001,-3.3483750000000008,3.0,8.0,2.046875
1705,日本精工（株）,9036340A010    ,22,4.0,1.0,8.0,9.0,2.0,20.225,17.324999999999996,8.0,0.09,16.375,11.0,15.0,1.8202500000000001,2.528125,4.348375000000001,-2.3483750000000008,3.0,8.0,2.046875
1706,日本精工（株）,9036340A010    ,22,5.0,1.0,8.0,9.0,3.0,20.225,17.324999999999996,8.0,0.09,16.375,11.0,15.0,1.8202500000000001,2.528125,4.348375000000001,-1.3483750000000008,3.0,8.0,2.046875
1707,日本精工（株）,9036340A010    ,22,6.0,1.0,8.0,9.0,3.0,20.225,17.324999999999996,8.0,0.09,16.375,11.0,15.0,1.8202500000000001,2.528125,4.348375000000001,-1.3483750000000008,3.0,8.0,2.046875
1708,日本精工（株）,9036340A010    ,22,7.0,1.0,8.0,9.0,1.0,20.225,17.324999999999996,8.0,0.09,16.375,11.0,15.0,1.8202500000000001,2.528125,4.348375000000001,-3.3483750000000008,3.0,8.0,2.046875
1709,日本精工（株）,9036340A010    ,22,8.0,1.0,8.0,9.0,3.0,20.225,17.324999999999996,8.0,0.09,16.375,11.0,15.0,1.8202500000000001,2.528125,4.348375000000001,-1.3483750000000008,3.0,8.0,2.046875
1710,日本精工（株）,9036340A010    ,23,6.0,1.0,8.0,9.0,3.0,20.225,0.0,3.0,0.09,21.541666666666668,11.0,2.0,1.8202500000000001,2.528125,4.348375000000001,-1.3483750000000008,3.0,8.0,2.6927083333333335
1711,日本精工（株）,9036340A010    ,23,7.0,1.0,8.0,9.0,2.0,20.225,0.0,3.0,0.09,21.541666666666668,11.0,2.0,1.8202500000000001,2.528125,4.348375000000001,-2.3483750000000008,3.0,8.0,2.6927083333333335
1712,日本精工（株）,9036340A010    ,23,8.0,1.0,8.0,9.0,2.0,20.225,0.0,3.0,0.09,21.541666666666668,11.0,2.0,1.8202500000000001,2.528125,4.348375000000001,-2.3483750000000008,3.0,8.0,2.6927083333333335
1713,日本精工（株）,9036340A010    ,25,1.0,1.0,8.0,9.0,2.0,20.225,18.675,4.0,0.09,,,,1.8202500000000001,2.528125,4.348375000000001,-2.3483750000000008,3.0,8.0,
1714,日本精工（株）,9036340A010    ,25,2.0,1.0,8.0,9.0,2.0,20.225,18.675,4.0,0.09,,,,1.8202500000000001,2.528125,4.348375000000001,-2.3483750000000008,3.0,8.0,
1715,日本精工（株）,9036340A010    ,25,3.0,1.0,8.0,9.0,2.0,20.225,18.675,4.0,0.09,,,,1.8202500000000001,2.528125,4.348375000000001,-2.3483750000000008,3.0,8.0,
1716,日本精工（株）,9036340A010    ,25,4.0,1.0,8.0,9.0,2.0,20.225,18.675,4.0,0.09,,,,1.8202500000000001,2.528125,4.348375000000001,-2.3483750000000008,3.0,8.0,
1717,日本精工（株）,9036340A010    ,26,4.0,1.0,8.0,9.0,2.0,20.225,20.224999999999998,5.0,0.09,,,,1.8202500000000001,2.528125,4.348375000000001,-2.3483750000000008,3.0,8.0,
1718,日本精工（株）,9036340A010    ,26,5.0,1.0,8.0,9.0,3.0,20.225,20.224999999999998,5.0,0.09,,,,1.8202500000000001,2.528125,4.348375000000001,-1.3483750000000008,3.0,8.0,
1719,日本精工（株）,9036340A010    ,26,6.0,1.0,8.0,9.0,3.0,20.225,20.224999999999998,5.0,0.09,,,,1.8202500000000001,2.528125,4.348375000000001,-1.3483750000000008,3.0,8.0,
1720,日本精工（株）,9036340A010    ,26,7.0,1.0,8.0,9.0,3.0,20.225,20.224999999999998,5.0,0.09,,,,1.8202500000000001,2.528125,4.348375000000001,-1.3483750000000008,3.0,8.0,
1721,日本精工（株）,9036340A010    ,26,8.0,1.0,8.0,9.0,2.0,20.225,20.224999999999998,5.0,0.09,,,,1.8202500000000001,2.528125,4.348375000000001,-2.3483750000000008,3.0,8.0,
1722,日本精工（株）,9036340A010    ,27,1.0,1.0,8.0,9.0,3.0,20.225,18.675000000000004,8.0,0.09,,,,1.8202500000000001,2.528125,4.348375000000001,-1.3483750000000008,3.0,8.0,
1723,日本精工（株）,9036340A010    ,27,2.0,1.0,8.0,9.0,3.0,20.225,18.675000000000004,8.0,0.09,,,,1.8202500000000001,2.528125,4.348375000000001,-1.3483750000000008,3.0,8.0,
1724,日本精工（株）,9036340A010    ,27,3.0,1.0,8.0,9.0,2.0,20.225,18.675000000000004,8.0,0.09,,,,1.8202500000000001,2.528125,4.348375000000001,-2.3483750000000008,3.0,8.0,
1725,日本精工（株）,9036340A010    ,27,4.0,1.0,8.0,9.0,3.0,20.225,18.675000000000004,8.0,0.09,,,,1.8202500000000001,2.528125,4.348375000000001,-1.3483750000000008,3.0,8.0,
1726,日本精工（株）,9036340A010    ,27,5.0,1.0,8.0,9.0,3.0,20.225,18.675000000000004,8.0,0.09,,,,1.8202500000000001,2.528125,4.348375000000001,-1.3483750000000008,3.0,8.0,
1727,日本精工（株）,9036340A010    ,27,6.0,1.0,8.0,9.0,3.0,20.225,18.675000000000004,8.0,0.09,,,,1.8202500000000001,2.528125,4.348375000000001,-1.3483750000000008,3.0,8.0,
1728,日本精工（株）,9036340A010    ,27,7.0,1.0,8.0,9.0,2.0,20.225,18.675000000000004,8.0,0.09,,,,1.8202500000000001,2.528125,4.348375000000001,-2.3483750000000008,3.0,8.0,
1729,日本精工（株）,9036340A010    ,27,8.0,1.0,8.0,9.0,2.0,20.225,18.675000000000004,8.0,0.09,,,,1.8202500000000001,2.528125,4.348375000000001,-2.3483750000000008,3.0,8.0,
1730,日本精工（株）,9036340A010    ,28,1.0,1.0,8.0,9.0,3.0,20.225,18.675000000000004,8.0,0.09,,,,1.8202500000000001,2.528125,4.348375000000001,-1.3483750000000008,3.0,8.0,
1731,日本精工（株）,9036340A010    ,28,2.0,1.0,8.0,9.0,3.0,20.225,18.675000000000004,8.0,0.09,,,,1.8202500000000001,2.528125,4.348375000000001,-1.3483750000000008,3.0,8.0,
1732,日本精工（株）,9036340A010    ,28,3.0,1.0,8.0,9.0,3.0,20.225,18.675000000000004,8.0,0.09,,,,1.8202500000000001,2.528125,4.348375000000001,-1.3483750000000008,3.0,8.0,
1733,日本精工（株）,9036340A010    ,28,4.0,1.0,8.0,9.0,2.0,20.225,18.675000000000004,8.0,0.09,,,,1.8202500000000001,2.528125,4.348375000000001,-2.3483750000000008,3.0,8.0,
1734,日本精工（株）,9036340A010    ,28,5.0,1.0,8.0,9.0,2.0,20.225,18.675000000000004,8.0,0.09,,,,1.8202500000000001,2.528125,4.348375000000001,-2.3483750000000008,3.0,8.0,
1735,日本精工（株）,9036340A010    ,28,6.0,1.0,8.0,9.0,3.0,20.225,18.675000000000004,8.0,0.09,,,,1.8202500000000001,2.528125,4.348375000000001,-1.3483750000000008,3.0,8.0,
1736,日本精工（株）,9036340A010    ,28,7.0,1.0,8.0,9.0,2.0,20.225,18.675000000000004,8.0,0.09,,,,1.8202500000000001,2.528125,4.348375000000001,-2.3483750000000008,3.0,8.0,
1737,日本精工（株）,9036340A010    ,28,8.0,1.0,8.0,9.0,3.0,20.225,18.675000000000004,8.0,0.09,,,,1.8202500000000001,2.528125,4.348375000000001,-1.3483750000000008,3.0,8.0,
1738,日本精工（株）,9036340A010    ,29,6.0,1.0,8.0,9.0,3.0,20.225,0.0,2.0,0.09,,,,1.8202500000000001,2.528125,4.348375000000001,-1.3483750000000008,3.0,8.0,
1739,日本精工（株）,9036340A010    ,29,7.0,1.0,8.0,9.0,1.0,20.225,0.0,2.0,0.09,,,,1.8202500000000001,2.528125,4.348375000000001,-3.3483750000000008,3.0,8.0,
1740,矢崎総業（株）,82125ECB010    ,1,1.0,1.0,1.0,1.79,3.0,3.77,3.3699999999999997,1.0,0.0,6.083333333333333,3.0,3.0,0.0,3.77,3.77,-0.77,2.0,6.0,1.0138888888888888
1741,矢崎総業（株）,82125ECB010    ,4,1.0,1.0,1.0,1.79,3.0,3.77,3.2999999999999994,1.0,0.0,5.083333333333333,3.0,2.0,0.0,3.77,3.77,-0.77,2.0,6.0,0.8472222222222222
1742,矢崎総業（株）,82125ECB010    ,6,1.0,1.0,1.0,1.79,2.0,3.77,3.24,1.0,0.0,5.041666666666667,2.0,3.0,0.0,3.77,3.77,-1.77,2.0,6.0,0.8402777777777778
1743,矢崎総業（株）,82125ECB010    ,7,1.0,1.0,1.0,1.79,3.0,3.77,3.24,1.0,0.0,3.7916666666666665,3.0,3.0,0.0,3.77,3.77,-0.77,2.0,6.0,0.6319444444444444
1744,矢崎総業（株）,82125ECB010    ,8,1.0,1.0,1.0,1.79,4.0,3.77,3.32,1.0,0.0,3.9166666666666665,4.0,4.0,0.0,3.77,3.77,0.22999999999999998,2.0,6.0,0.6527777777777778
1745,矢崎総業（株）,82125ECB010    ,11,1.0,1.0,1.0,1.79,4.0,3.77,3.56,1.0,0.0,4.208333333333333,4.0,2.0,0.0,3.77,3.77,0.22999999999999998,2.0,6.0,0.7013888888888888
1746,矢崎総業（株）,82125ECB010    ,12,1.0,1.0,1.0,1.79,3.0,3.77,3.57,1.0,0.0,4.333333333333333,3.0,4.0,0.0,3.77,3.77,-0.77,2.0,6.0,0.7222222222222222
1747,矢崎総業（株）,82125ECB010    ,13,1.0,1.0,1.0,1.79,3.0,3.77,3.5499999999999994,1.0,0.0,3.625,3.0,4.0,0.0,3.77,3.77,-0.77,2.0,6.0,0.6041666666666666
1748,矢崎総業（株）,82125ECB010    ,14,1.0,1.0,1.0,1.79,4.0,3.77,3.48,1.0,0.0,3.3333333333333335,4.0,3.0,0.0,3.77,3.77,0.22999999999999998,2.0,6.0,0.5555555555555556
1749,矢崎総業（株）,82125ECB010    ,15,1.0,1.0,1.0,1.79,4.0,3.77,3.61,1.0,0.0,3.1578947368421053,4.0,4.0,0.0,3.77,3.77,0.22999999999999998,2.0,6.0,0.5263157894736842
1750,矢崎総業（株）,82125ECB010    ,18,1.0,1.0,1.0,1.79,4.0,3.77,3.49,1.0,0.0,4.857142857142857,4.0,1.0,0.0,3.77,3.77,0.22999999999999998,2.0,6.0,0.8095238095238094
1751,矢崎総業（株）,82125ECB010    ,19,1.0,1.0,1.0,1.79,4.0,3.77,3.44,1.0,0.0,4.583333333333333,4.0,4.0,0.0,3.77,3.77,0.22999999999999998,2.0,6.0,0.7638888888888888
1752,矢崎総業（株）,82125ECB010    ,20,1.0,1.0,1.0,1.79,4.0,3.77,3.3,1.0,0.0,5.416666666666667,4.0,3.0,0.0,3.77,3.77,0.22999999999999998,2.0,6.0,0.9027777777777778
1753,矢崎総業（株）,82125ECB010    ,21,1.0,1.0,1.0,1.79,3.0,3.77,3.66,1.0,0.0,5.541666666666667,3.0,4.0,0.0,3.77,3.77,-0.77,2.0,6.0,0.9236111111111112
1754,矢崎総業（株）,82125ECB010    ,22,1.0,1.0,1.0,1.79,3.0,3.77,3.24,1.0,0.0,5.833333333333333,3.0,3.0,0.0,3.77,3.77,-0.77,2.0,6.0,0.9722222222222222
1755,矢崎総業（株）,82125ECB010    ,25,1.0,1.0,1.0,1.79,3.0,3.77,3.4500000000000006,1.0,0.0,,,,0.0,3.77,3.77,-0.77,2.0,6.0,
1756,矢崎総業（株）,82125ECB010    ,26,1.0,1.0,1.0,1.79,3.0,3.77,3.77,1.0,0.0,,,,0.0,3.77,3.77,-0.77,2.0,6.0,
1757,矢崎総業（株）,82125ECB010    ,27,1.0,1.0,1.0,1.79,2.0,3.77,3.56,1.0,0.0,,,,0.0,3.77,3.77,-1.77,2.0,6.0,
1758,矢崎総業（株）,82125ECB010    ,28,1.0,1.0,1.0,1.79,4.0,3.77,3.5,1.0,0.0,,,,0.0,3.77,3.77,0.22999999999999998,2.0,6.0,
1759,矢崎総業（株）,82125ECE010    ,1,1.0,1.0,1.0,1.79,5.0,4.43,4.11,1.0,0.0,7.75,5.0,5.0,0.0,4.43,4.43,0.5700000000000003,2.0,7.0,1.1071428571428572
1760,矢崎総業（株）,82125ECE010    ,4,1.0,1.0,1.0,1.79,5.0,4.43,4.17,1.0,0.0,8.083333333333334,5.0,3.0,0.0,4.43,4.43,0.5700000000000003,2.0,7.0,1.1547619047619049
1761,矢崎総業（株）,82125ECE010    ,6,1.0,1.0,1.0,1.79,2.0,4.43,4.22,1.0,0.0,8.083333333333334,2.0,4.0,0.0,4.43,4.43,-2.4299999999999997,2.0,7.0,1.1547619047619049
1762,矢崎総業（株）,82125ECE010    ,7,1.0,1.0,1.0,1.79,3.0,4.43,4.23,1.0,0.0,6.208333333333333,3.0,4.0,0.0,4.43,4.43,-1.4299999999999997,2.0,7.0,0.8869047619047619
1763,矢崎総業（株）,82125ECE010    ,8,1.0,1.0,1.0,1.79,5.0,4.43,4.14,1.0,0.0,6.125,5.0,5.0,0.0,4.43,4.43,0.5700000000000003,2.0,7.0,0.875
1764,矢崎総業（株）,82125ECE010    ,11,1.0,1.0,1.0,1.79,4.0,4.43,3.91,1.0,0.0,5.416666666666667,4.0,2.0,0.0,4.43,4.43,-0.4299999999999997,2.0,7.0,0.7738095238095238
1765,矢崎総業（株）,82125ECE010    ,12,1.0,1.0,1.0,1.79,4.0,4.43,3.9,1.0,0.0,5.875,4.0,4.0,0.0,4.43,4.43,-0.4299999999999997,2.0,7.0,0.8392857142857143
1766,矢崎総業（株）,82125ECE010    ,13,1.0,1.0,1.0,1.79,4.0,4.43,3.92,1.0,0.0,5.75,4.0,4.0,0.0,4.43,4.43,-0.4299999999999997,2.0,7.0,0.8214285714285714
1767,矢崎総業（株）,82125ECE010    ,14,1.0,1.0,1.0,1.79,4.0,4.43,4.01,1.0,0.0,5.833333333333333,4.0,4.0,0.0,4.43,4.43,-0.4299999999999997,2.0,7.0,0.8333333333333333
1768,矢崎総業（株）,82125ECE010    ,15,1.0,1.0,1.0,1.79,5.0,4.43,3.87,1.0,0.0,5.473684210526316,5.0,4.0,0.0,4.43,4.43,0.5700000000000003,2.0,7.0,0.7819548872180452
1769,矢崎総業（株）,82125ECE010    ,18,1.0,1.0,1.0,1.79,4.0,4.43,3.98,1.0,0.0,7.285714285714286,4.0,2.0,0.0,4.43,4.43,-0.4299999999999997,2.0,7.0,1.0408163265306123
1770,矢崎総業（株）,82125ECE010    ,19,1.0,1.0,1.0,1.79,4.0,4.43,4.02,1.0,0.0,6.75,4.0,4.0,0.0,4.43,4.43,-0.4299999999999997,2.0,7.0,0.9642857142857143
1771,矢崎総業（株）,82125ECE010    ,20,1.0,1.0,1.0,1.79,4.0,4.43,4.17,1.0,0.0,7.0,4.0,4.0,0.0,4.43,4.43,-0.4299999999999997,2.0,7.0,1.0
1772,矢崎総業（株）,82125ECE010    ,21,1.0,1.0,1.0,1.79,4.0,4.43,4.43,1.0,0.0,6.958333333333333,4.0,4.0,0.0,4.43,4.43,-0.4299999999999997,2.0,7.0,0.994047619047619
1773,矢崎総業（株）,82125ECE010    ,22,1.0,1.0,1.0,1.79,5.0,4.43,3.69,1.0,0.0,7.791666666666667,5.0,4.0,0.0,4.43,4.43,0.5700000000000003,2.0,7.0,1.1130952380952381
1774,矢崎総業（株）,82125ECE010    ,25,1.0,1.0,1.0,1.79,4.0,4.43,4.02,1.0,0.0,,,,0.0,4.43,4.43,-0.4299999999999997,2.0,7.0,
1775,矢崎総業（株）,82125ECE010    ,26,1.0,1.0,1.0,1.79,3.0,4.43,4.32,1.0,0.0,,,,0.0,4.43,4.43,-1.4299999999999997,2.0,7.0,
1776,矢崎総業（株）,82125ECE010    ,27,1.0,1.0,1.0,1.79,2.0,4.43,3.91,1.0,0.0,,,,0.0,4.43,4.43,-2.4299999999999997,2.0,7.0,
1777,矢崎総業（株）,82125ECE010    ,28,1.0,1.0,1.0,1.79,5.0,4.43,3.97,1.0,0.0,,,,0.0,4.43,4.43,0.5700000000000003,2.0,7.0,
1778,矢崎総業（株）,82824ECB010    ,1,1.0,1.0,1.0,1.79,11.0,11.78125,10.53125,1.0,0.0,10.041666666666666,12.0,10.0,0.0,11.78125,11.78125,-0.78125,4.0,16.0,0.6276041666666666
1779,矢崎総業（株）,82824ECB010    ,4,1.0,1.0,1.0,1.79,9.0,11.78125,10.3125,1.0,0.0,8.875,9.0,5.0,0.0,11.78125,11.78125,-2.78125,4.0,16.0,0.5546875
1780,矢崎総業（株）,82824ECB010    ,6,1.0,1.0,1.0,1.79,11.0,11.78125,10.125,1.0,0.0,7.583333333333333,12.0,10.0,0.0,11.78125,11.78125,-0.78125,4.0,16.0,0.4739583333333333
1781,矢崎総業（株）,82824ECB010    ,7,1.0,1.0,1.0,1.79,10.0,11.78125,10.125,1.0,0.0,8.208333333333334,10.0,9.0,0.0,11.78125,11.78125,-1.78125,4.0,16.0,0.5130208333333334
1782,矢崎総業（株）,82824ECB010    ,8,1.0,1.0,1.0,1.79,12.0,11.78125,10.375,1.0,0.0,10.083333333333334,13.0,12.0,0.0,11.78125,11.78125,0.21875,4.0,16.0,0.6302083333333334
1783,矢崎総業（株）,82824ECB010    ,11,1.0,1.0,1.0,1.79,11.0,11.78125,11.125,1.0,0.0,9.25,11.0,6.0,0.0,11.78125,11.78125,-0.78125,4.0,16.0,0.578125
1784,矢崎総業（株）,82824ECB010    ,12,1.0,1.0,1.0,1.79,9.0,11.78125,11.15625,1.0,0.0,8.791666666666666,9.0,12.0,0.0,11.78125,11.78125,-2.78125,4.0,16.0,0.5494791666666666
1785,矢崎総業（株）,82824ECB010    ,13,1.0,1.0,1.0,1.79,11.0,11.78125,11.09375,1.0,0.0,6.916666666666667,12.0,11.0,0.0,11.78125,11.78125,-0.78125,4.0,16.0,0.4322916666666667
1786,矢崎総業（株）,82824ECB010    ,14,1.0,1.0,1.0,1.79,11.0,11.78125,10.875,1.0,0.0,7.166666666666667,11.0,11.0,0.0,11.78125,11.78125,-0.78125,4.0,16.0,0.4479166666666667
1787,矢崎総業（株）,82824ECB010    ,15,1.0,1.0,1.0,1.79,11.0,11.78125,11.28125,1.0,0.0,5.555555555555555,11.0,9.0,0.0,11.78125,11.78125,-0.78125,4.0,16.0,0.3472222222222222
1788,矢崎総業（株）,82824ECB010    ,18,1.0,1.0,1.0,1.79,11.0,11.78125,10.90625,1.0,0.0,8.214285714285714,11.0,5.0,0.0,11.78125,11.78125,-0.78125,4.0,16.0,0.5133928571428571
1789,矢崎総業（株）,82824ECB010    ,19,1.0,1.0,1.0,1.79,12.0,11.78125,10.75,1.0,0.0,7.583333333333333,12.0,12.0,0.0,11.78125,11.78125,0.21875,4.0,16.0,0.4739583333333333
1790,矢崎総業（株）,82824ECB010    ,20,1.0,1.0,1.0,1.79,11.0,11.78125,10.3125,1.0,0.0,9.166666666666666,11.0,10.0,0.0,11.78125,11.78125,-0.78125,4.0,16.0,0.5729166666666666
1791,矢崎総業（株）,82824ECB010    ,21,1.0,1.0,1.0,1.79,10.0,11.78125,11.4375,1.0,0.0,8.666666666666666,10.0,11.0,0.0,11.78125,11.78125,-1.78125,4.0,16.0,0.5416666666666666
1792,矢崎総業（株）,82824ECB010    ,22,1.0,1.0,1.0,1.79,13.0,11.78125,10.125,1.0,0.0,11.416666666666666,13.0,9.0,0.0,11.78125,11.78125,1.21875,4.0,16.0,0.7135416666666666
1793,矢崎総業（株）,82824ECB010    ,25,1.0,1.0,1.0,1.79,9.0,11.78125,10.78125,1.0,0.0,,,,0.0,11.78125,11.78125,-2.78125,4.0,16.0,
1794,矢崎総業（株）,82824ECB010    ,26,1.0,1.0,1.0,1.79,10.0,11.78125,11.78125,1.0,0.0,,,,0.0,11.78125,11.78125,-1.78125,4.0,16.0,
1795,矢崎総業（株）,82824ECB010    ,27,1.0,1.0,1.0,1.79,7.0,11.78125,11.125,1.0,0.0,,,,0.0,11.78125,11.78125,-4.78125,4.0,16.0,
1796,矢崎総業（株）,82824ECB010    ,28,1.0,1.0,1.0,1.79,12.0,11.78125,10.9375,1.0,0.0,,,,0.0,11.78125,11.78125,0.21875,4.0,16.0,
1797,矢崎総業（株）,82824ECB020    ,1,1.0,1.0,1.0,1.79,19.0,20.225,18.699999999999996,1.0,0.0,18.541666666666668,19.0,19.0,0.0,20.225,20.225,-1.2250000000000014,6.0,27.0,0.6867283950617284
1798,矢崎総業（株）,82824ECB020    ,4,1.0,1.0,1.0,1.79,19.0,20.225,18.675000000000004,1.0,0.0,17.5,19.0,11.0,0.0,20.225,20.225,-1.2250000000000014,6.0,27.0,0.6481481481481481
1799,矢崎総業（株）,82824ECB020    ,6,1.0,1.0,1.0,1.79,18.0,20.225,18.649999999999995,1.0,0.0,15.208333333333334,18.0,19.0,0.0,20.225,20.225,-2.2250000000000014,6.0,27.0,0.5632716049382717
