,仕入先名,品番,検収日,納入便,納入回数（間隔）,納入回数（回数）,納入回数（遅れ）,かんばん数,最大日量数（箱数）,日量数（箱数）2,ユニークな納入便の数,不等ピッチ係数,日在庫数（箱）,合計入庫数（箱）,合計出庫数（箱）,不等ピッチ在庫,最大便Ave,便Ave+不等ピッチ在庫,差分,設計値MIN,設計値MAX,在庫数/設計値MAX
3817,（株）ギフ加藤製作所,35556ECB010    ,20,2.0,1.0,2.0,3.8,2.0,3.77,3.3,2.0,0.12,2.1666666666666665,4.0,3.0,0.45239999999999997,1.885,2.3374,-0.33740000000000014,1.0,4.0,0.5416666666666666
3818,（株）ギフ加藤製作所,35556ECB010    ,21,1.0,1.0,2.0,3.8,1.0,3.77,3.66,2.0,0.12,2.7083333333333335,3.0,4.0,0.45239999999999997,1.885,2.3374,-1.3374000000000001,1.0,4.0,0.6770833333333334
3819,（株）ギフ加藤製作所,35556ECB010    ,21,2.0,1.0,2.0,3.8,2.0,3.77,3.66,2.0,0.12,2.7083333333333335,3.0,4.0,0.45239999999999997,1.885,2.3374,-0.33740000000000014,1.0,4.0,0.6770833333333334
3820,（株）ギフ加藤製作所,35556ECB010    ,22,1.0,1.0,2.0,3.8,3.0,3.77,3.2400000000000007,2.0,0.12,2.75,2.0,3.0,0.45239999999999997,1.885,2.3374,0.6625999999999999,1.0,4.0,0.6875
3821,（株）ギフ加藤製作所,35556ECB010    ,22,2.0,1.0,2.0,3.8,2.0,3.77,3.2400000000000007,2.0,0.12,2.75,2.0,3.0,0.45239999999999997,1.885,2.3374,-0.33740000000000014,1.0,4.0,0.6875
3822,（株）ギフ加藤製作所,35556ECB010    ,23,2.0,1.0,2.0,3.8,2.0,3.77,0.0,1.0,0.12,3.8333333333333335,2.0,0.0,0.45239999999999997,1.885,2.3374,-0.33740000000000014,1.0,4.0,0.9583333333333334
3823,（株）ギフ加藤製作所,35556ECB010    ,25,1.0,1.0,2.0,3.8,1.0,3.77,3.45,1.0,0.12,,,,0.45239999999999997,1.885,2.3374,-1.3374000000000001,1.0,4.0,
3824,（株）ギフ加藤製作所,35556ECB010    ,26,1.0,1.0,2.0,3.8,1.0,3.77,3.77,2.0,0.12,,,,0.45239999999999997,1.885,2.3374,-1.3374000000000001,1.0,4.0,
3825,（株）ギフ加藤製作所,35556ECB010    ,26,2.0,1.0,2.0,3.8,2.0,3.77,3.77,2.0,0.12,,,,0.45239999999999997,1.885,2.3374,-0.33740000000000014,1.0,4.0,
3826,（株）ギフ加藤製作所,35556ECB010    ,27,2.0,1.0,2.0,3.8,1.0,3.77,3.56,1.0,0.12,,,,0.45239999999999997,1.885,2.3374,-1.3374000000000001,1.0,4.0,
3827,（株）ギフ加藤製作所,35556ECB010    ,28,1.0,1.0,2.0,3.8,1.0,3.77,3.5,2.0,0.12,,,,0.45239999999999997,1.885,2.3374,-1.3374000000000001,1.0,4.0,
3828,（株）ギフ加藤製作所,35556ECB010    ,28,2.0,1.0,2.0,3.8,2.0,3.77,3.5,2.0,0.12,,,,0.45239999999999997,1.885,2.3374,-0.33740000000000014,1.0,4.0,
3829,（株）ギフ加藤製作所,9025006A007    ,1,2.0,1.0,2.0,3.8,2.0,3.77,3.37,1.0,0.12,2.142857142857143,4.0,2.0,0.45239999999999997,1.885,2.3374,-0.33740000000000014,1.0,4.0,0.5357142857142857
3830,（株）ギフ加藤製作所,9025006A007    ,2,2.0,1.0,2.0,3.8,2.0,3.77,0.0,1.0,0.12,1.0,0.0,1.0,0.45239999999999997,1.885,2.3374,-0.33740000000000014,1.0,4.0,0.25
3831,（株）ギフ加藤製作所,9025006A007    ,4,1.0,1.0,2.0,3.8,2.0,3.77,3.3,1.0,0.12,1.1538461538461537,2.0,1.0,0.45239999999999997,1.885,2.3374,-0.33740000000000014,1.0,4.0,0.28846153846153844
3832,（株）ギフ加藤製作所,9025006A007    ,5,1.0,1.0,2.0,3.8,2.0,3.77,3.26,1.0,0.12,1.2142857142857142,4.0,2.0,0.45239999999999997,1.885,2.3374,-0.33740000000000014,1.0,4.0,0.30357142857142855
3833,（株）ギフ加藤製作所,9025006A007    ,6,2.0,1.0,2.0,3.8,1.0,3.77,3.24,1.0,0.12,1.2608695652173914,3.0,2.0,0.45239999999999997,1.885,2.3374,-1.3374000000000001,1.0,4.0,0.31521739130434784
3834,（株）ギフ加藤製作所,9025006A007    ,7,1.0,1.0,2.0,3.8,2.0,3.77,3.24,2.0,0.12,1.0,2.0,1.0,0.45239999999999997,1.885,2.3374,-0.33740000000000014,1.0,4.0,0.25
3835,（株）ギフ加藤製作所,9025006A007    ,7,2.0,1.0,2.0,3.8,2.0,3.77,3.24,2.0,0.12,1.0,2.0,1.0,0.45239999999999997,1.885,2.3374,-0.33740000000000014,1.0,4.0,0.25
3836,（株）ギフ加藤製作所,9025006A007    ,8,1.0,1.0,2.0,3.8,1.0,3.77,3.32,1.0,0.12,1.5833333333333333,2.0,2.0,0.45239999999999997,1.885,2.3374,-1.3374000000000001,1.0,4.0,0.3958333333333333
3837,（株）ギフ加藤製作所,9025006A007    ,9,2.0,1.0,2.0,3.8,2.0,3.77,0.0,1.0,0.12,1.0,1.0,0.0,0.45239999999999997,1.885,2.3374,-0.33740000000000014,1.0,4.0,0.25
3838,（株）ギフ加藤製作所,9025006A007    ,11,1.0,1.0,2.0,3.8,1.0,3.77,3.56,1.0,0.12,1.2,2.0,1.0,0.45239999999999997,1.885,2.3374,-1.3374000000000001,1.0,4.0,0.3
3839,（株）ギフ加藤製作所,9025006A007    ,12,1.0,1.0,2.0,3.8,2.0,3.77,3.57,2.0,0.12,1.0,2.0,0.0,0.45239999999999997,1.885,2.3374,-0.33740000000000014,1.0,4.0,0.25
3840,（株）ギフ加藤製作所,9025006A007    ,12,2.0,1.0,2.0,3.8,1.0,3.77,3.57,2.0,0.12,1.0,2.0,0.0,0.45239999999999997,1.885,2.3374,-1.3374000000000001,1.0,4.0,0.25
3841,（株）ギフ加藤製作所,9025006A007    ,13,1.0,1.0,2.0,3.8,1.0,3.77,3.5499999999999994,2.0,0.12,2.0,5.0,3.0,0.45239999999999997,1.885,2.3374,-1.3374000000000001,1.0,4.0,0.5
3842,（株）ギフ加藤製作所,9025006A007    ,13,2.0,1.0,2.0,3.8,2.0,3.77,3.5499999999999994,2.0,0.12,2.0,5.0,3.0,0.45239999999999997,1.885,2.3374,-0.33740000000000014,1.0,4.0,0.5
3843,（株）ギフ加藤製作所,9025006A007    ,14,1.0,1.0,2.0,3.8,2.0,3.77,3.48,2.0,0.12,2.0,4.0,3.0,0.45239999999999997,1.885,2.3374,-0.33740000000000014,1.0,4.0,0.5
3844,（株）ギフ加藤製作所,9025006A007    ,14,2.0,1.0,2.0,3.8,2.0,3.77,3.48,2.0,0.12,2.0,4.0,3.0,0.45239999999999997,1.885,2.3374,-0.33740000000000014,1.0,4.0,0.5
3845,（株）ギフ加藤製作所,9025006A007    ,15,1.0,1.0,2.0,3.8,2.0,3.77,3.61,2.0,0.12,1.736842105263158,3.0,4.0,0.45239999999999997,1.885,2.3374,-0.33740000000000014,1.0,4.0,0.4342105263157895
3846,（株）ギフ加藤製作所,9025006A007    ,15,2.0,1.0,2.0,3.8,1.0,3.77,3.61,2.0,0.12,1.736842105263158,3.0,4.0,0.45239999999999997,1.885,2.3374,-1.3374000000000001,1.0,4.0,0.4342105263157895
3847,（株）ギフ加藤製作所,9025006A007    ,19,1.0,1.0,2.0,3.8,2.0,3.77,3.44,2.0,0.12,1.8823529411764706,2.0,3.0,0.45239999999999997,1.885,2.3374,-0.33740000000000014,1.0,4.0,0.47058823529411764
3848,（株）ギフ加藤製作所,9025006A007    ,19,2.0,1.0,2.0,3.8,2.0,3.77,3.44,2.0,0.12,1.8823529411764706,2.0,3.0,0.45239999999999997,1.885,2.3374,-0.33740000000000014,1.0,4.0,0.47058823529411764
3849,（株）ギフ加藤製作所,9025006A007    ,20,1.0,1.0,2.0,3.8,1.0,3.77,3.2999999999999994,2.0,0.12,1.4166666666666667,6.0,3.0,0.45239999999999997,1.885,2.3374,-1.3374000000000001,1.0,4.0,0.3541666666666667
3850,（株）ギフ加藤製作所,9025006A007    ,20,2.0,1.0,2.0,3.8,2.0,3.77,3.2999999999999994,2.0,0.12,1.4166666666666667,6.0,3.0,0.45239999999999997,1.885,2.3374,-0.33740000000000014,1.0,4.0,0.3541666666666667
3851,（株）ギフ加藤製作所,9025006A007    ,21,1.0,1.0,2.0,3.8,1.0,3.77,3.66,2.0,0.12,1.5238095238095237,3.0,3.0,0.45239999999999997,1.885,2.3374,-1.3374000000000001,1.0,4.0,0.38095238095238093
3852,（株）ギフ加藤製作所,9025006A007    ,21,2.0,1.0,2.0,3.8,2.0,3.77,3.66,2.0,0.12,1.5238095238095237,3.0,3.0,0.45239999999999997,1.885,2.3374,-0.33740000000000014,1.0,4.0,0.38095238095238093
3853,（株）ギフ加藤製作所,9025006A007    ,22,1.0,1.0,2.0,3.8,3.0,3.77,3.2400000000000007,2.0,0.12,1.1578947368421053,2.0,1.0,0.45239999999999997,1.885,2.3374,0.6625999999999999,1.0,4.0,0.2894736842105263
3854,（株）ギフ加藤製作所,9025006A007    ,22,2.0,1.0,2.0,3.8,2.0,3.77,3.2400000000000007,2.0,0.12,1.1578947368421053,2.0,1.0,0.45239999999999997,1.885,2.3374,-0.33740000000000014,1.0,4.0,0.2894736842105263
3855,（株）ギフ加藤製作所,9025006A007    ,23,2.0,1.0,2.0,3.8,2.0,3.77,0.0,1.0,0.12,,0.0,0.0,0.45239999999999997,1.885,2.3374,-0.33740000000000014,1.0,4.0,
3856,（株）ギフ加藤製作所,9025006A007    ,25,1.0,1.0,2.0,3.8,1.0,3.77,3.45,1.0,0.12,,,,0.45239999999999997,1.885,2.3374,-1.3374000000000001,1.0,4.0,
3857,（株）ギフ加藤製作所,9025006A007    ,26,1.0,1.0,2.0,3.8,2.0,3.77,3.77,2.0,0.12,,,,0.45239999999999997,1.885,2.3374,-0.33740000000000014,1.0,4.0,
3858,（株）ギフ加藤製作所,9025006A007    ,26,2.0,1.0,2.0,3.8,1.0,3.77,3.77,2.0,0.12,,,,0.45239999999999997,1.885,2.3374,-1.3374000000000001,1.0,4.0,
3859,（株）ギフ加藤製作所,9025006A007    ,27,2.0,1.0,2.0,3.8,2.0,3.77,3.56,1.0,0.12,,,,0.45239999999999997,1.885,2.3374,-0.33740000000000014,1.0,4.0,
3860,（株）ギフ加藤製作所,9025006A007    ,28,1.0,1.0,2.0,3.8,2.0,3.77,3.5,2.0,0.12,,,,0.45239999999999997,1.885,2.3374,-0.33740000000000014,1.0,4.0,
3861,（株）ギフ加藤製作所,9025006A007    ,28,2.0,1.0,2.0,3.8,1.0,3.77,3.5,2.0,0.12,,,,0.45239999999999997,1.885,2.3374,-1.3374000000000001,1.0,4.0,
3862,（株）ジェイテクト,9036628A005    ,1,1.0,1.0,1.0,1.9,6.0,6.283333333333332,5.616666666666666,1.0,0.0,5.333333333333333,6.0,6.0,0.0,6.283333333333332,6.283333333333332,-0.2833333333333323,2.0,9.0,0.5925925925925926
3863,（株）ジェイテクト,9036628A005    ,4,1.0,1.0,1.0,1.9,5.0,6.283333333333332,5.5,1.0,0.0,3.6666666666666665,0.0,3.0,0.0,6.283333333333332,6.283333333333332,-1.2833333333333323,2.0,9.0,0.4074074074074074
3864,（株）ジェイテクト,9036628A005    ,6,1.0,1.0,1.0,1.9,6.0,6.283333333333332,5.3999999999999995,1.0,0.0,4.458333333333333,6.0,6.0,0.0,6.283333333333332,6.283333333333332,-0.2833333333333323,2.0,9.0,0.49537037037037035
3865,（株）ジェイテクト,9036628A005    ,7,1.0,1.0,1.0,1.9,5.0,6.283333333333332,5.4,1.0,0.0,4.958333333333333,5.0,4.0,0.0,6.283333333333332,6.283333333333332,-1.2833333333333323,2.0,9.0,0.5509259259259259
3866,（株）ジェイテクト,9036628A005    ,8,1.0,1.0,1.0,1.9,7.0,6.283333333333332,5.533333333333332,1.0,0.0,5.916666666666667,7.0,6.0,0.0,6.283333333333332,6.283333333333332,0.7166666666666677,2.0,9.0,0.6574074074074074
3867,（株）ジェイテクト,9036628A005    ,11,1.0,1.0,1.0,1.9,5.0,6.283333333333332,5.933333333333334,1.0,0.0,5.541666666666667,5.0,3.0,0.0,6.283333333333332,6.283333333333332,-1.2833333333333323,2.0,9.0,0.6157407407407408
3868,（株）ジェイテクト,9036628A005    ,12,1.0,1.0,1.0,1.9,5.0,6.283333333333332,5.95,1.0,0.0,4.916666666666667,5.0,6.0,0.0,6.283333333333332,6.283333333333332,-1.2833333333333323,2.0,9.0,0.5462962962962963
3869,（株）ジェイテクト,9036628A005    ,13,1.0,1.0,1.0,1.9,6.0,6.283333333333332,5.916666666666668,1.0,0.0,2.7777777777777777,0.0,5.0,0.0,6.283333333333332,6.283333333333332,-0.2833333333333323,2.0,9.0,0.30864197530864196
3870,（株）ジェイテクト,9036628A005    ,14,1.0,1.0,1.0,1.9,6.0,6.283333333333332,5.8,1.0,0.0,4.416666666666667,12.0,6.0,0.0,6.283333333333332,6.283333333333332,-0.2833333333333323,2.0,9.0,0.49074074074074076
3871,（株）ジェイテクト,9036628A005    ,15,1.0,1.0,1.0,1.9,6.0,6.283333333333332,6.016666666666667,1.0,0.0,4.052631578947368,6.0,6.0,0.0,6.283333333333332,6.283333333333332,-0.2833333333333323,2.0,9.0,0.4502923976608187
3872,（株）ジェイテクト,9036628A005    ,18,1.0,1.0,1.0,1.9,6.0,6.283333333333332,5.816666666666666,1.0,0.0,4.428571428571429,6.0,3.0,0.0,6.283333333333332,6.283333333333332,-0.2833333333333323,2.0,9.0,0.4920634920634921
3873,（株）ジェイテクト,9036628A005    ,19,1.0,1.0,1.0,1.9,6.0,6.283333333333332,5.733333333333333,1.0,0.0,4.666666666666667,6.0,6.0,0.0,6.283333333333332,6.283333333333332,-0.2833333333333323,2.0,9.0,0.5185185185185186
3874,（株）ジェイテクト,9036628A005    ,20,1.0,1.0,1.0,1.9,6.0,6.283333333333332,5.5,1.0,0.0,3.0,6.0,5.0,0.0,6.283333333333332,6.283333333333332,-0.2833333333333323,2.0,9.0,0.3333333333333333
3875,（株）ジェイテクト,9036628A005    ,21,1.0,1.0,1.0,1.9,6.0,6.283333333333332,6.1000000000000005,1.0,0.0,5.333333333333333,6.0,6.0,0.0,6.283333333333332,6.283333333333332,-0.2833333333333323,2.0,9.0,0.5925925925925926
3876,（株）ジェイテクト,9036628A005    ,22,1.0,1.0,1.0,1.9,7.0,6.283333333333332,5.3999999999999995,1.0,0.0,6.458333333333333,7.0,5.0,0.0,6.283333333333332,6.283333333333332,0.7166666666666677,2.0,9.0,0.7175925925925926
3877,（株）ジェイテクト,9036628A005    ,25,1.0,1.0,1.0,1.9,5.0,6.283333333333332,5.75,1.0,0.0,,,,0.0,6.283333333333332,6.283333333333332,-1.2833333333333323,2.0,9.0,
3878,（株）ジェイテクト,9036628A005    ,26,1.0,1.0,1.0,1.9,6.0,6.283333333333332,6.283333333333332,1.0,0.0,,,,0.0,6.283333333333332,6.283333333333332,-0.2833333333333323,2.0,9.0,
3879,（株）ジェイテクト,9036628A005    ,27,1.0,1.0,1.0,1.9,3.0,6.283333333333332,5.933333333333334,1.0,0.0,,,,0.0,6.283333333333332,6.283333333333332,-3.2833333333333323,2.0,9.0,
3880,（株）ジェイテクト,9036628A005    ,28,1.0,1.0,1.0,1.9,6.0,6.283333333333332,5.833333333333332,1.0,0.0,,,,0.0,6.283333333333332,6.283333333333332,-0.2833333333333323,2.0,9.0,
3881,（株）ジェイテクト,9036628A006    ,1,1.0,1.0,1.0,1.9,5.0,4.7125,4.2125,1.0,0.0,3.125,5.0,4.0,0.0,4.7125,4.7125,0.28749999999999964,2.0,7.0,0.44642857142857145
3882,（株）ジェイテクト,9036628A006    ,4,1.0,1.0,1.0,1.9,3.0,4.7125,4.125,1.0,0.0,2.8333333333333335,3.0,2.0,0.0,4.7125,4.7125,-1.7125000000000004,2.0,7.0,0.40476190476190477
3883,（株）ジェイテクト,9036628A006    ,6,1.0,1.0,1.0,1.9,4.0,4.7125,4.05,1.0,0.0,2.142857142857143,4.0,3.0,0.0,4.7125,4.7125,-0.7125000000000004,2.0,7.0,0.30612244897959184
3884,（株）ジェイテクト,9036628A006    ,7,1.0,1.0,1.0,1.9,5.0,4.7125,4.05,1.0,0.0,3.0,5.0,2.0,0.0,4.7125,4.7125,0.28749999999999964,2.0,7.0,0.42857142857142855
3885,（株）ジェイテクト,9036628A006    ,8,1.0,1.0,1.0,1.9,5.0,4.7125,4.15,1.0,0.0,4.083333333333333,5.0,5.0,0.0,4.7125,4.7125,0.28749999999999964,2.0,7.0,0.5833333333333333
3886,（株）ジェイテクト,9036628A006    ,11,1.0,1.0,1.0,1.9,4.0,4.7125,4.45,1.0,0.0,3.5833333333333335,4.0,2.0,0.0,4.7125,4.7125,-0.7125000000000004,2.0,7.0,0.511904761904762
3887,（株）ジェイテクト,9036628A006    ,12,1.0,1.0,1.0,1.9,4.0,4.7125,4.4625,1.0,0.0,3.3333333333333335,4.0,5.0,0.0,4.7125,4.7125,-0.7125000000000004,2.0,7.0,0.4761904761904762
3888,（株）ジェイテクト,9036628A006    ,13,1.0,1.0,1.0,1.9,4.0,4.7125,4.4375,1.0,0.0,2.1875,0.0,3.0,0.0,4.7125,4.7125,-0.7125000000000004,2.0,7.0,0.3125
3889,（株）ジェイテクト,9036628A006    ,14,1.0,1.0,1.0,1.9,5.0,4.7125,4.35,1.0,0.0,2.8260869565217392,9.0,4.0,0.0,4.7125,4.7125,0.28749999999999964,2.0,7.0,0.4037267080745342
3890,（株）ジェイテクト,9036628A006    ,15,1.0,1.0,1.0,1.9,4.0,4.7125,4.5125,1.0,0.0,2.5,4.0,3.0,0.0,4.7125,4.7125,-0.7125000000000004,2.0,7.0,0.35714285714285715
3891,（株）ジェイテクト,9036628A006    ,18,1.0,1.0,1.0,1.9,5.0,4.7125,4.3625,1.0,0.0,3.3846153846153846,5.0,2.0,0.0,4.7125,4.7125,0.28749999999999964,2.0,7.0,0.4835164835164835
3892,（株）ジェイテクト,9036628A006    ,19,1.0,1.0,1.0,1.9,4.0,4.7125,4.3,1.0,0.0,2.9583333333333335,4.0,4.0,0.0,4.7125,4.7125,-0.7125000000000004,2.0,7.0,0.4226190476190476
3893,（株）ジェイテクト,9036628A006    ,20,1.0,1.0,1.0,1.9,5.0,4.7125,4.125,1.0,0.0,2.1666666666666665,5.0,3.0,0.0,4.7125,4.7125,0.28749999999999964,2.0,7.0,0.3095238095238095
3894,（株）ジェイテクト,9036628A006    ,21,1.0,1.0,1.0,1.9,4.0,4.7125,4.575,1.0,0.0,3.7916666666666665,4.0,5.0,0.0,4.7125,4.7125,-0.7125000000000004,2.0,7.0,0.5416666666666666
3895,（株）ジェイテクト,9036628A006    ,22,1.0,1.0,1.0,1.9,5.0,4.7125,4.05,1.0,0.0,4.166666666666667,5.0,3.0,0.0,4.7125,4.7125,0.28749999999999964,2.0,7.0,0.5952380952380952
3896,（株）ジェイテクト,9036628A006    ,25,1.0,1.0,1.0,1.9,4.0,4.7125,4.3125,1.0,0.0,,,,0.0,4.7125,4.7125,-0.7125000000000004,2.0,7.0,
3897,（株）ジェイテクト,9036628A006    ,26,1.0,1.0,1.0,1.9,3.0,4.7125,4.7125,1.0,0.0,,,,0.0,4.7125,4.7125,-1.7125000000000004,2.0,7.0,
3898,（株）ジェイテクト,9036628A006    ,27,1.0,1.0,1.0,1.9,3.0,4.7125,4.45,1.0,0.0,,,,0.0,4.7125,4.7125,-1.7125000000000004,2.0,7.0,
3899,（株）ジェイテクト,9036628A006    ,28,1.0,1.0,1.0,1.9,4.0,4.7125,4.375,1.0,0.0,,,,0.0,4.7125,4.7125,-0.7125000000000004,2.0,7.0,
3900,（株）ジェイテクト,9036628A007    ,1,1.0,1.0,1.0,1.9,6.0,6.152777777777778,5.708333333333332,1.0,0.0,8.916666666666666,6.0,5.0,0.0,6.152777777777778,6.152777777777778,-0.15277777777777768,2.0,9.0,0.9907407407407407
3901,（株）ジェイテクト,9036628A007    ,4,1.0,1.0,1.0,1.9,6.0,6.152777777777778,5.791666666666668,1.0,0.0,6.833333333333333,1.0,3.0,0.0,6.152777777777778,6.152777777777778,-0.15277777777777768,2.0,9.0,0.7592592592592592
3902,（株）ジェイテクト,9036628A007    ,6,1.0,1.0,1.0,1.9,4.0,6.152777777777778,5.861111111111112,1.0,0.0,8.333333333333334,4.0,6.0,0.0,6.152777777777778,6.152777777777778,-2.1527777777777777,2.0,9.0,0.925925925925926
3903,（株）ジェイテクト,9036628A007    ,7,1.0,1.0,1.0,1.9,6.0,6.152777777777778,5.875,1.0,0.0,7.291666666666667,6.0,5.0,0.0,6.152777777777778,6.152777777777778,-0.15277777777777768,2.0,9.0,0.8101851851851852
3904,（株）ジェイテクト,9036628A007    ,8,1.0,1.0,1.0,1.9,6.0,6.152777777777778,5.75,1.0,0.0,8.166666666666666,6.0,6.0,0.0,6.152777777777778,6.152777777777778,-0.15277777777777768,2.0,9.0,0.9074074074074073
3905,（株）ジェイテクト,9036628A007    ,11,1.0,1.0,1.0,1.9,5.0,6.152777777777778,5.4305555555555545,1.0,0.0,7.333333333333333,5.0,3.0,0.0,6.152777777777778,6.152777777777778,-1.1527777777777777,2.0,9.0,0.8148148148148148
3906,（株）ジェイテクト,9036628A007    ,12,1.0,1.0,1.0,1.9,6.0,6.152777777777778,5.416666666666668,1.0,0.0,7.041666666666667,6.0,6.0,0.0,6.152777777777778,6.152777777777778,-0.15277777777777768,2.0,9.0,0.7824074074074074
3907,（株）ジェイテクト,9036628A007    ,13,1.0,1.0,1.0,1.9,6.0,6.152777777777778,5.4444444444444455,1.0,0.0,7.583333333333333,6.0,5.0,0.0,6.152777777777778,6.152777777777778,-0.15277777777777768,2.0,9.0,0.8425925925925926
3908,（株）ジェイテクト,9036628A007    ,14,1.0,1.0,1.0,1.9,5.0,6.152777777777778,5.5694444444444455,1.0,0.0,7.875,5.0,6.0,0.0,6.152777777777778,6.152777777777778,-1.1527777777777777,2.0,9.0,0.875
3909,（株）ジェイテクト,9036628A007    ,15,1.0,1.0,1.0,1.9,6.0,6.152777777777778,5.375,1.0,0.0,6.842105263157895,6.0,5.0,0.0,6.152777777777778,6.152777777777778,-0.15277777777777768,2.0,9.0,0.7602339181286549
3910,（株）ジェイテクト,9036628A007    ,18,1.0,1.0,1.0,1.9,6.0,6.152777777777778,5.527777777777778,1.0,0.0,8.285714285714286,6.0,3.0,0.0,6.152777777777778,6.152777777777778,-0.15277777777777768,2.0,9.0,0.9206349206349207
3911,（株）ジェイテクト,9036628A007    ,19,1.0,1.0,1.0,1.9,5.0,6.152777777777778,5.583333333333332,1.0,0.0,8.333333333333334,5.0,6.0,0.0,6.152777777777778,6.152777777777778,-1.1527777777777777,2.0,9.0,0.925925925925926
3912,（株）ジェイテクト,9036628A007    ,20,1.0,1.0,1.0,1.9,6.0,6.152777777777778,5.791666666666668,1.0,0.0,7.625,6.0,5.0,0.0,6.152777777777778,6.152777777777778,-0.15277777777777768,2.0,9.0,0.8472222222222222
3913,（株）ジェイテクト,9036628A007    ,21,1.0,1.0,1.0,1.9,6.0,6.152777777777778,6.152777777777778,1.0,0.0,8.333333333333334,6.0,6.0,0.0,6.152777777777778,6.152777777777778,-0.15277777777777768,2.0,9.0,0.925925925925926
3914,（株）ジェイテクト,9036628A007    ,22,1.0,1.0,1.0,1.9,6.0,6.152777777777778,5.125,1.0,0.0,9.083333333333334,6.0,5.0,0.0,6.152777777777778,6.152777777777778,-0.15277777777777768,2.0,9.0,1.0092592592592593
3915,（株）ジェイテクト,9036628A007    ,25,1.0,1.0,1.0,1.9,5.0,6.152777777777778,5.583333333333332,1.0,0.0,,,,0.0,6.152777777777778,6.152777777777778,-1.1527777777777777,2.0,9.0,
3916,（株）ジェイテクト,9036628A007    ,26,1.0,1.0,1.0,1.9,5.0,6.152777777777778,6.0,1.0,0.0,,,,0.0,6.152777777777778,6.152777777777778,-1.1527777777777777,2.0,9.0,
3917,（株）ジェイテクト,9036628A007    ,27,1.0,1.0,1.0,1.9,3.0,6.152777777777778,5.4305555555555545,1.0,0.0,,,,0.0,6.152777777777778,6.152777777777778,-3.1527777777777777,2.0,9.0,
3918,（株）ジェイテクト,9036628A007    ,28,1.0,1.0,1.0,1.9,7.0,6.152777777777778,5.5138888888888875,1.0,0.0,,,,0.0,6.152777777777778,6.152777777777778,0.8472222222222223,2.0,9.0,
3919,（株）ジェイテクト,9036628A008    ,1,1.0,1.0,1.0,1.9,5.0,4.43,4.11,1.0,0.0,5.875,5.0,4.0,0.0,4.43,4.43,0.5700000000000003,2.0,7.0,0.8392857142857143
3920,（株）ジェイテクト,9036628A008    ,4,1.0,1.0,1.0,1.9,5.0,4.43,4.17,1.0,0.0,5.0,0.0,3.0,0.0,4.43,4.43,0.5700000000000003,2.0,7.0,0.7142857142857143
3921,（株）ジェイテクト,9036628A008    ,6,1.0,1.0,1.0,1.9,2.0,4.43,4.22,1.0,0.0,6.041666666666667,2.0,4.0,0.0,4.43,4.43,-2.4299999999999997,2.0,7.0,0.8630952380952381
3922,（株）ジェイテクト,9036628A008    ,7,1.0,1.0,1.0,1.9,4.0,4.43,4.23,1.0,0.0,4.416666666666667,4.0,4.0,0.0,4.43,4.43,-0.4299999999999997,2.0,7.0,0.630952380952381
3923,（株）ジェイテクト,9036628A008    ,8,1.0,1.0,1.0,1.9,5.0,4.43,4.14,1.0,0.0,5.083333333333333,5.0,5.0,0.0,4.43,4.43,0.5700000000000003,2.0,7.0,0.7261904761904762
3924,（株）ジェイテクト,9036628A008    ,11,1.0,1.0,1.0,1.9,4.0,4.43,3.91,1.0,0.0,4.875,4.0,2.0,0.0,4.43,4.43,-0.4299999999999997,2.0,7.0,0.6964285714285714
3925,（株）ジェイテクト,9036628A008    ,12,1.0,1.0,1.0,1.9,4.0,4.43,3.9,1.0,0.0,4.833333333333333,4.0,4.0,0.0,4.43,4.43,-0.4299999999999997,2.0,7.0,0.6904761904761905
3926,（株）ジェイテクト,9036628A008    ,13,1.0,1.0,1.0,1.9,4.0,4.43,3.92,1.0,0.0,5.083333333333333,4.0,4.0,0.0,4.43,4.43,-0.4299999999999997,2.0,7.0,0.7261904761904762
3927,（株）ジェイテクト,9036628A008    ,14,1.0,1.0,1.0,1.9,3.0,4.43,4.01,1.0,0.0,5.083333333333333,3.0,4.0,0.0,4.43,4.43,-1.4299999999999997,2.0,7.0,0.7261904761904762
3928,（株）ジェイテクト,9036628A008    ,15,1.0,1.0,1.0,1.9,5.0,4.43,3.87,1.0,0.0,3.6842105263157894,5.0,4.0,0.0,4.43,4.43,0.5700000000000003,2.0,7.0,0.5263157894736842
3929,（株）ジェイテクト,9036628A008    ,18,1.0,1.0,1.0,1.9,4.0,4.43,3.98,1.0,0.0,5.5,4.0,2.0,0.0,4.43,4.43,-0.4299999999999997,2.0,7.0,0.7857142857142857
3930,（株）ジェイテクト,9036628A008    ,19,1.0,1.0,1.0,1.9,4.0,4.43,4.02,1.0,0.0,5.166666666666667,4.0,4.0,0.0,4.43,4.43,-0.4299999999999997,2.0,7.0,0.7380952380952381
3931,（株）ジェイテクト,9036628A008    ,20,1.0,1.0,1.0,1.9,4.0,4.43,4.17,1.0,0.0,4.75,4.0,4.0,0.0,4.43,4.43,-0.4299999999999997,2.0,7.0,0.6785714285714286
3932,（株）ジェイテクト,9036628A008    ,21,1.0,1.0,1.0,1.9,4.0,4.43,4.43,1.0,0.0,5.083333333333333,4.0,4.0,0.0,4.43,4.43,-0.4299999999999997,2.0,7.0,0.7261904761904762
