,品番,年月日,年,月,週番号,日,曜日_番号,曜日_名前,手配）品名,手配）仕入先名,手配）手配区分,手配）仕入先発送場所名,手配）受入場所,手配）受入場所名,納入回数（間隔）,納入回数（回数）,納入回数（遅れ）,箱重量,箱種類,基準在庫日数,基準在庫枚数,収容数,日量数,日量計算数,日量数（箱数）,日量計算数（箱数）,月平均日量数,月平均日量数（箱数）,基準在庫枚数（日数）,基準在庫日数（基準在庫枚数込み）,印刷～検収LT,検収～入庫LT,入庫～出庫LT,出庫～回収LT,社内LT（検収～回収LT）,納入かんばん数,回収かんばん数,仕入先名,実績納入回数,在庫数（箱）_1日の平均値,入庫数（箱）_1日の合計値,出庫数（箱）_1日の合計値,時間稼働率,加工数,発送場所名,不等ピッチ係数【日】,使用工程,週最大日量数（箱数）,実績最小納入回数,社内LT/設計値LT,社内LT/設計値LT（基準在庫枚数込み）,社内LT-設計値LT,社内LT-設計値LT（基準在庫枚数込み）,便Ave,便Ave_実績便数使用,不等ピッチ在庫,日量数（箱数）_繰り上げ,週最大日量数（箱数）_繰り上げ,便Ave_繰り上げ,便Ave_実績便数使用_繰り上げ,不等ピッチ在庫_繰り上げ,設計納入回数-実績納入回数,納入数-日量数（箱数）,納入数-週最大日量数（箱数）,入庫数-日量数（箱数）,入庫数-週最大日量数（箱数）,納入数/日量数（箱数）,回収数/日量数（箱数）,設計値MIN,設計値MIN_実績便数使用,設計値MIN_繰り上げ,設計値MIN_実績便数使用_繰り上げ,設計値MAX,設計値MAX_実績便数使用,設計値MAX_繰り上げ,設計値MAX_実績便数使用_繰り上げ,順立装置在庫量/設計値MIN_繰り上げ,順立装置在庫量/設計値MIN_実績便数使用_繰り上げ,順立装置在庫量-設計値MIN_繰り上げ,順立装置在庫量-設計値MIN_実績便数使用_繰り上げ,順立装置在庫量/設計値MAX_繰り上げ,順立装置在庫量/設計値MAX_実績便数使用_繰り上げ,順立装置在庫量-設計値MAX_繰り上げ,順立装置在庫量-設計値MAX_実績便数使用_繰り上げ,便数ズレ
10663,35441ECB010,2023-12-14,2023,12,50,14,3,木曜日,"STRAINER, OIL",（株）ニフコ,手配,名古屋事業所,1Y,安城第１工場,1.0,1.0,2.14,0.75,TP-331 ﾊﾝﾖｳ,0.71,3.0,48.0,749.0,749.0,15.604166666666664,15.604166666666664,750.5,15.635416666666664,0.1918720852764824,0.9018720852764824,2.14,0.4900000000000002,0.55,0.10000000000000007,1.325,16.0,17.0,（株）ニフコ,1.0,10.0,16.0,16.0,99.605,389.0,名古屋事業所,0.0,2.MGケース,15.604166666666664,1.0,1.8661971830985915,1.4691662172843516,0.615,0.4231279147235175,15.604166666666664,15.604166666666664,0.0,16.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0625,5.024000000000001,5.024000000000001,6.0,6.0,22.0,22.0,22.0,22.0,1.6666666666666667,1.6666666666666667,4.0,4.0,0.45454545454545453,0.45454545454545453,-12.0,-12.0,0
10664,35441ECB010,2023-12-15,2023,12,50,15,4,金曜日,"STRAINER, OIL",（株）ニフコ,手配,名古屋事業所,1Y,安城第１工場,1.0,1.0,2.14,0.75,TP-331 ﾊﾝﾖｳ,0.71,3.0,48.0,748.0,748.0,15.583333333333336,15.583333333333336,750.5,15.635416666666664,0.1918720852764824,0.9018720852764824,2.15,0.31999999999999984,2.985,0.1200000000000001,3.385,18.0,15.0,（株）ニフコ,1.0,10.5,0.0,8.0,99.85,390.0,名古屋事業所,0.0,2.MGケース,15.604166666666664,1.0,4.767605633802817,3.7533038834019097,2.675,2.4831279147235175,15.604166666666664,15.604166666666664,0.0,16.0,16.0,16.0,16.0,0.0,0.0,2.0,2.0,18.0,2.0,1.125,0.9375,5.024000000000001,5.024000000000001,6.0,6.0,22.0,22.0,22.0,22.0,1.75,1.75,4.5,4.5,0.4772727272727273,0.4772727272727273,-11.5,-11.5,0
10667,35441ECB010,2023-12-18,2023,12,51,18,0,月曜日,"STRAINER, OIL",（株）ニフコ,手配,名古屋事業所,1Y,安城第１工場,1.0,1.0,2.14,0.75,TP-331 ﾊﾝﾖｳ,0.71,3.0,48.0,747.0,747.0,15.5625,15.5625,750.5,15.635416666666664,0.1918720852764824,0.9018720852764824,4.15,0.3099999999999996,1.0,0.10000000000000052,1.3999999999999997,15.0,16.0,（株）ニフコ,1.0,14.782608695652176,15.0,15.0,100.0,364.5,名古屋事業所,0.0,2.MGケース,16.854166666666668,1.0,1.9718309859154926,1.5523265692061072,0.6899999999999997,0.49812791472351725,16.854166666666668,16.854166666666668,0.0,16.0,17.0,17.0,17.0,0.0,0.0,-1.0,-2.0,0.0,-2.0,0.9375,1.0,5.338000000000001,5.338000000000001,6.0,6.0,23.0,23.0,23.0,23.0,2.4637681159420293,2.4637681159420293,8.782608695652176,8.782608695652176,0.6427221172022685,0.6427221172022685,-8.217391304347824,-8.217391304347824,0
10668,35441ECB010,2023-12-19,2023,12,51,19,1,火曜日,"STRAINER, OIL",（株）ニフコ,手配,名古屋事業所,1Y,安城第１工場,1.0,1.0,2.14,0.75,TP-331 ﾊﾝﾖｳ,0.71,3.0,48.0,746.0,746.0,15.541666666666664,15.541666666666664,750.5,15.635416666666664,0.1918720852764824,0.9018720852764824,4.1400000000000015,0.3199999999999994,1.1,0.10500000000000044,1.5399999999999996,20.0,17.0,（株）ニフコ,1.0,15.541666666666664,20.0,16.0,100.0,390.0,名古屋事業所,0.0,2.MGケース,16.854166666666668,1.0,2.1690140845070416,1.7075592261267178,0.8299999999999996,0.6381279147235172,16.854166666666668,16.854166666666668,0.0,16.0,17.0,17.0,17.0,0.0,0.0,4.0,3.0,0.0,3.0,1.25,1.0625,5.338000000000001,5.338000000000001,6.0,6.0,23.0,23.0,23.0,23.0,2.5902777777777772,2.5902777777777772,9.541666666666664,9.541666666666664,0.6757246376811593,0.6757246376811593,-7.458333333333336,-7.458333333333336,0
10669,35441ECB010,2023-12-20,2023,12,51,20,2,水曜日,"STRAINER, OIL",（株）ニフコ,手配,名古屋事業所,1Y,安城第１工場,1.0,1.0,2.14,0.75,TP-331 ﾊﾝﾖｳ,0.71,3.0,48.0,747.0,747.0,15.5625,15.5625,750.5,15.635416666666664,0.1918720852764824,0.9018720852764824,2.14,0.3500000000000001,1.34,0.15500000000000025,1.815,16.0,14.0,（株）ニフコ,1.0,18.45833333333333,16.0,15.0,100.0,362.5,名古屋事業所,0.0,2.MGケース,16.854166666666668,1.0,2.556338028169014,2.012480516506489,1.105,0.9131279147235175,16.854166666666668,16.854166666666668,0.0,16.0,17.0,17.0,17.0,0.0,0.0,0.0,-1.0,0.0,-1.0,1.0,0.875,5.338000000000001,5.338000000000001,6.0,6.0,23.0,23.0,23.0,23.0,3.076388888888888,3.076388888888888,12.458333333333329,12.458333333333329,0.8025362318840578,0.8025362318840578,-4.541666666666671,-4.541666666666671,0
10670,35441ECB010,2023-12-21,2023,12,51,21,3,木曜日,"STRAINER, OIL",（株）ニフコ,手配,名古屋事業所,1Y,安城第１工場,1.0,1.0,2.14,0.75,TP-331 ﾊﾝﾖｳ,0.71,3.0,48.0,809.0,809.0,16.854166666666668,16.854166666666668,750.5,15.635416666666664,0.1918720852764824,0.9018720852764824,2.14,0.31000000000000005,3.67,0.09999999999999963,4.050000000000002,15.0,14.0,（株）ニフコ,1.0,19.666666666666668,15.0,14.0,100.0,327.5,名古屋事業所,0.0,2.MGケース,16.854166666666668,1.0,5.704225352112679,4.490659003774812,3.3400000000000016,3.1481279147235193,16.854166666666668,16.854166666666668,0.0,17.0,17.0,17.0,17.0,0.0,0.0,-2.0,-2.0,0.0,-2.0,0.8823529411764706,0.8235294117647058,5.338000000000001,5.338000000000001,6.0,6.0,23.0,23.0,23.0,23.0,3.277777777777778,3.277777777777778,13.666666666666668,13.666666666666668,0.855072463768116,0.855072463768116,-3.333333333333332,-3.333333333333332,0
10671,35441ECB010,2023-12-22,2023,12,51,22,4,金曜日,"STRAINER, OIL",（株）ニフコ,手配,名古屋事業所,1Y,安城第１工場,1.0,1.0,2.14,0.75,TP-331 ﾊﾝﾖｳ,0.71,3.0,48.0,693.0,693.0,14.4375,14.4375,750.5,15.635416666666664,0.1918720852764824,0.9018720852764824,2.14,0.3900000000000001,3.77,0.10000000000000052,3.81,16.0,10.0,（株）ニフコ,1.0,21.125,16.0,9.0,100.0,230.5,名古屋事業所,0.0,2.MGケース,16.854166666666668,1.0,5.366197183098592,4.224545877625193,3.1,2.9081279147235177,16.854166666666668,16.854166666666668,0.0,15.0,17.0,17.0,17.0,0.0,0.0,1.0,-1.0,0.0,-1.0,1.0666666666666667,0.6666666666666666,5.338000000000001,5.338000000000001,6.0,6.0,23.0,23.0,23.0,23.0,3.5208333333333335,3.5208333333333335,15.125,15.125,0.9184782608695652,0.9184782608695652,-1.875,-1.875,0
10674,35441ECB010,2023-12-25,2023,12,52,25,0,月曜日,"STRAINER, OIL",（株）ニフコ,手配,名古屋事業所,1Y,安城第１工場,1.0,1.0,2.14,0.75,TP-331 ﾊﾝﾖｳ,0.71,3.0,48.0,747.0,747.0,15.5625,15.5625,750.5,15.635416666666664,0.1918720852764824,0.9018720852764824,4.15,0.27999999999999936,0.7999999999999998,0.1200000000000001,1.0499999999999998,15.0,16.0,（株）ニフコ,1.0,26.75,15.0,17.0,100.0,421.0,名古屋事業所,0.0,2.MGケース,16.854166666666668,1.0,1.4788732394366195,1.1642449269045805,0.33999999999999986,0.14812791472351738,16.854166666666668,16.854166666666668,0.0,16.0,17.0,17.0,17.0,0.0,0.0,-1.0,-2.0,0.0,-2.0,0.9375,1.0,5.338000000000001,5.338000000000001,6.0,6.0,23.0,23.0,23.0,23.0,4.458333333333333,4.458333333333333,20.75,20.75,1.1630434782608696,1.1630434782608696,3.75,3.75,0
10675,35441ECB010,2023-12-26,2023,12,52,26,1,火曜日,"STRAINER, OIL",（株）ニフコ,手配,名古屋事業所,1Y,安城第１工場,1.0,1.0,2.14,0.75,TP-331 ﾊﾝﾖｳ,0.71,3.0,48.0,809.0,809.0,16.854166666666668,16.854166666666668,750.5,15.635416666666664,0.1918720852764824,0.9018720852764824,4.1400000000000015,0.3799999999999999,0.4299999999999997,0.08000000000000007,0.6799999999999997,14.0,18.0,（株）ニフコ,1.0,22.375,14.0,18.0,100.0,423.0,名古屋事業所,0.0,2.MGケース,16.854166666666668,1.0,0.957746478873239,0.7539871907572518,-0.03000000000000025,-0.22187208527648272,16.854166666666668,16.854166666666668,0.0,17.0,17.0,17.0,17.0,0.0,0.0,-3.0,-3.0,0.0,-3.0,0.8235294117647058,1.0588235294117647,5.338000000000001,5.338000000000001,6.0,6.0,23.0,23.0,23.0,23.0,3.7291666666666665,3.7291666666666665,16.375,16.375,0.9728260869565217,0.9728260869565217,-0.625,-0.625,0
10676,35441ECB010,2023-12-27,2023,12,52,27,2,水曜日,"STRAINER, OIL",（株）ニフコ,手配,名古屋事業所,1Y,安城第１工場,1.0,1.0,2.14,0.75,TP-331 ﾊﾝﾖｳ,0.71,3.0,48.0,747.0,747.0,15.5625,15.5625,750.5,15.635416666666664,0.1918720852764824,0.9018720852764824,2.14,0.3799999999999999,0.2750000000000001,,12.205,10.0,5.0,（株）ニフコ,1.0,17.375,10.0,17.0,100.0,415.0,名古屋事業所,0.0,2.MGケース,16.854166666666668,1.0,17.190140845070424,13.532961269400387,11.495000000000001,11.303127914723518,16.854166666666668,16.854166666666668,0.0,16.0,17.0,17.0,17.0,0.0,0.0,-6.0,-7.0,0.0,-7.0,0.625,0.3125,5.338000000000001,5.338000000000001,6.0,6.0,23.0,23.0,23.0,23.0,2.8958333333333335,2.8958333333333335,11.375,11.375,0.7554347826086957,0.7554347826086957,-5.625,-5.625,0
10677,35441ECB010,2023-12-28,2023,12,52,28,3,木曜日,"STRAINER, OIL",（株）ニフコ,手配,名古屋事業所,1Y,安城第１工場,1.0,1.0,2.14,0.75,TP-331 ﾊﾝﾖｳ,0.71,3.0,48.0,747.0,747.0,15.5625,15.5625,750.5,15.635416666666664,0.1918720852764824,0.9018720852764824,2.1500000000000004,0.3799999999999999,0.22,10.2,11.43,17.0,0.0,（株）ニフコ,1.0,12.333333333333336,17.0,17.0,100.0,384.5,名古屋事業所,0.0,2.MGケース,16.854166666666668,1.0,16.098591549295776,12.673637632875577,10.719999999999999,10.528127914723518,16.854166666666668,16.854166666666668,0.0,16.0,17.0,17.0,17.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0625,0.0,5.338000000000001,5.338000000000001,6.0,6.0,23.0,23.0,23.0,23.0,2.055555555555556,2.055555555555556,6.333333333333336,6.333333333333336,0.5362318840579711,0.5362318840579711,-10.666666666666664,-10.666666666666664,0
10680,35441TFA010,2023-12-01,2023,12,48,1,4,金曜日,"STRAINER, OIL",（株）ニフコ,手配,名古屋事業所,1Y,安城第１工場,1.0,1.0,2.14,0.69,TP-331 ﾊﾝﾖｳ,0.71,1.0,100.0,337.0,337.0,3.37,3.37,344.55,3.4455,0.2902336380786533,1.0002336380786532,2.14,0.3900000000000001,3.14,0.16999999999999993,3.61,3.0,3.0,（株）ニフコ,1.0,5.875,3.0,4.0,94.615,369.5,名古屋事業所,0.0,2.MGケース,3.37,1.0,5.084507042253521,3.6091567635482065,2.9,2.6097663619213467,3.37,3.37,0.0,4.0,4.0,4.0,4.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,0.75,0.75,1.2560000000000002,1.2560000000000002,2.0,2.0,6.0,6.0,6.0,6.0,2.9375,2.9375,3.875,3.875,0.9791666666666666,0.9791666666666666,-0.125,-0.125,0
10683,35441TFA010,2023-12-04,2023,12,49,4,0,月曜日,"STRAINER, OIL",（株）ニフコ,手配,名古屋事業所,1Y,安城第１工場,1.0,1.0,2.14,0.69,TP-331 ﾊﾝﾖｳ,0.71,1.0,100.0,330.0,330.0,3.3,3.3,344.55,3.4455,0.2902336380786533,1.0002336380786532,,,2.0600000000000005,0.21,,3.0,4.0,（株）ニフコ,1.0,5.625,3.0,3.0,96.84,378.5,名古屋事業所,0.0,2.MGケース,3.32,1.0,,,,,3.32,3.32,0.0,4.0,4.0,4.0,4.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,0.75,1.0,1.2560000000000002,1.2560000000000002,2.0,2.0,6.0,6.0,6.0,6.0,2.8125,2.8125,3.625,3.625,0.9375,0.9375,-0.375,-0.375,0
10684,35441TFA010,2023-12-05,2023,12,49,5,1,火曜日,"STRAINER, OIL",（株）ニフコ,手配,名古屋事業所,1Y,安城第１工場,1.0,1.0,2.14,0.69,TP-331 ﾊﾝﾖｳ,0.71,1.0,100.0,326.0,326.0,3.26,3.26,344.55,3.4455,0.2902336380786533,1.0002336380786532,4.1400000000000015,0.3799999999999999,1.99,0.1900000000000004,2.43,3.0,3.0,（株）ニフコ,1.0,5.0,3.0,4.0,99.01,386.0,名古屋事業所,0.0,2.MGケース,3.32,1.0,3.422535211267606,2.429432392083696,1.7200000000000002,1.429766361921347,3.32,3.32,0.0,4.0,4.0,4.0,4.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,0.75,0.75,1.2560000000000002,1.2560000000000002,2.0,2.0,6.0,6.0,6.0,6.0,2.5,2.5,3.0,3.0,0.8333333333333334,0.8333333333333334,-1.0,-1.0,0
10685,35441TFA010,2023-12-06,2023,12,49,6,2,水曜日,"STRAINER, OIL",（株）ニフコ,手配,名古屋事業所,1Y,安城第１工場,1.0,1.0,2.14,0.69,TP-331 ﾊﾝﾖｳ,0.71,1.0,100.0,324.0,324.0,3.24,3.24,344.55,3.4455,0.2902336380786533,1.0002336380786532,2.14,0.1200000000000001,1.7399999999999998,0.22000000000000064,2.07,3.0,3.0,（株）ニフコ,1.0,5.5,3.0,3.0,99.455,388.5,名古屋事業所,0.0,2.MGケース,3.32,1.0,2.915492957746479,2.0695164821453704,1.3599999999999999,1.0697663619213467,3.32,3.32,0.0,4.0,4.0,4.0,4.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,0.75,0.75,1.2560000000000002,1.2560000000000002,2.0,2.0,6.0,6.0,6.0,6.0,2.75,2.75,3.5,3.5,0.9166666666666666,0.9166666666666666,-0.5,-0.5,0
10686,35441TFA010,2023-12-07,2023,12,49,7,3,木曜日,"STRAINER, OIL",（株）ニフコ,手配,名古屋事業所,1Y,安城第１工場,1.0,1.0,2.14,0.69,TP-331 ﾊﾝﾖｳ,0.71,1.0,100.0,324.0,324.0,3.24,3.24,344.55,3.4455,0.2902336380786533,1.0002336380786532,2.1500000000000004,0.3699999999999997,3.68,0.13999999999999968,4.37,3.0,3.0,（株）ニフコ,1.0,4.708333333333333,3.0,3.0,43.725,130.0,名古屋事業所,0.0,2.MGケース,3.32,1.0,6.154929577464789,4.368979240084671,3.66,3.369766361921347,3.32,3.32,0.0,4.0,4.0,4.0,4.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,0.75,0.75,1.2560000000000002,1.2560000000000002,2.0,2.0,6.0,6.0,6.0,6.0,2.3541666666666665,2.3541666666666665,2.708333333333333,2.708333333333333,0.7847222222222222,0.7847222222222222,-1.291666666666667,-1.291666666666667,0
10687,35441TFA010,2023-12-08,2023,12,49,8,4,金曜日,"STRAINER, OIL",（株）ニフコ,手配,名古屋事業所,1Y,安城第１工場,1.0,1.0,2.14,0.69,TP-331 ﾊﾝﾖｳ,0.71,1.0,100.0,332.0,332.0,3.32,3.32,344.55,3.4455,0.2902336380786533,1.0002336380786532,2.1500000000000004,0.3599999999999999,3.365,0.16000000000000014,3.885,4.0,4.0,（株）ニフコ,1.0,4.916666666666667,4.0,3.0,99.77,390.0,名古屋事業所,0.0,2.MGケース,3.32,1.0,5.471830985915493,3.884092528084427,3.175,2.8847663619213466,3.32,3.32,0.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.2560000000000002,1.2560000000000002,2.0,2.0,6.0,6.0,6.0,6.0,2.4583333333333335,2.4583333333333335,2.916666666666667,2.916666666666667,0.8194444444444445,0.8194444444444445,-1.083333333333333,-1.083333333333333,0
10690,35441TFA010,2023-12-11,2023,12,50,11,0,月曜日,"STRAINER, OIL",（株）ニフコ,手配,名古屋事業所,1Y,安城第１工場,1.0,1.0,2.14,0.69,TP-331 ﾊﾝﾖｳ,0.71,1.0,100.0,356.0,356.0,3.56,3.56,344.55,3.4455,0.2902336380786533,1.0002336380786532,4.1400000000000015,0.4099999999999993,1.0200000000000005,0.2400000000000002,1.63,3.0,3.0,（株）ニフコ,1.0,4.875,3.0,4.0,99.22,388.0,名古屋事業所,0.0,2.MGケース,3.61,1.0,2.295774647887324,1.6296192588874172,0.9199999999999999,0.6297663619213467,3.61,3.61,0.0,4.0,4.0,4.0,4.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,0.75,0.75,1.2560000000000002,1.2560000000000002,2.0,2.0,6.0,6.0,6.0,6.0,2.4375,2.4375,2.875,2.875,0.8125,0.8125,-1.125,-1.125,0
10691,35441TFA010,2023-12-12,2023,12,50,12,1,火曜日,"STRAINER, OIL",（株）ニフコ,手配,名古屋事業所,1Y,安城第１工場,1.0,1.0,2.14,0.69,TP-331 ﾊﾝﾖｳ,0.71,1.0,100.0,357.0,357.0,3.57,3.57,344.55,3.4455,0.2902336380786533,1.0002336380786532,4.1400000000000015,0.28999999999999915,1.260000000000001,0.2599999999999998,1.81,3.0,4.0,（株）ニフコ,1.0,4.375,3.0,4.0,99.85,390.0,名古屋事業所,0.0,2.MGケース,3.61,1.0,2.5492957746478875,1.80957721385658,1.1,0.8097663619213469,3.61,3.61,0.0,4.0,4.0,4.0,4.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,0.75,1.0,1.2560000000000002,1.2560000000000002,2.0,2.0,6.0,6.0,6.0,6.0,2.1875,2.1875,2.375,2.375,0.7291666666666666,0.7291666666666666,-1.625,-1.625,0
10692,35441TFA010,2023-12-13,2023,12,50,13,2,水曜日,"STRAINER, OIL",（株）ニフコ,手配,名古屋事業所,1Y,安城第１工場,1.0,1.0,2.14,0.69,TP-331 ﾊﾝﾖｳ,0.71,1.0,100.0,355.0,355.0,3.55,3.55,344.55,3.4455,0.2902336380786533,1.0002336380786532,2.14,0.41000000000000014,1.2299999999999998,0.16999999999999993,1.81,4.0,3.0,（株）ニフコ,1.0,3.9166666666666665,4.0,3.0,99.92,361.5,名古屋事業所,0.0,2.MGケース,3.61,1.0,2.5492957746478875,1.80957721385658,1.1,0.8097663619213469,3.61,3.61,0.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.75,1.2560000000000002,1.2560000000000002,2.0,2.0,6.0,6.0,6.0,6.0,1.9583333333333333,1.9583333333333333,1.9166666666666665,1.9166666666666665,0.6527777777777778,0.6527777777777778,-2.0833333333333335,-2.0833333333333335,0
10693,35441TFA010,2023-12-14,2023,12,50,14,3,木曜日,"STRAINER, OIL",（株）ニフコ,手配,名古屋事業所,1Y,安城第１工場,1.0,1.0,2.14,0.69,TP-331 ﾊﾝﾖｳ,0.71,1.0,100.0,348.0,348.0,3.48,3.48,344.55,3.4455,0.2902336380786533,1.0002336380786532,2.14,0.4900000000000002,2.27,0.15500000000000005,3.1900000000000004,4.0,4.0,（株）ニフコ,1.0,3.9166666666666665,4.0,4.0,99.605,389.0,名古屋事業所,0.0,2.MGケース,3.61,1.0,4.492957746478874,3.1892548686201607,2.4800000000000004,2.189766361921347,3.61,3.61,0.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.2560000000000002,1.2560000000000002,2.0,2.0,6.0,6.0,6.0,6.0,1.9583333333333333,1.9583333333333333,1.9166666666666665,1.9166666666666665,0.6527777777777778,0.6527777777777778,-2.0833333333333335,-2.0833333333333335,0
10694,35441TFA010,2023-12-15,2023,12,50,15,4,金曜日,"STRAINER, OIL",（株）ニフコ,手配,名古屋事業所,1Y,安城第１工場,1.0,1.0,2.14,0.69,TP-331 ﾊﾝﾖｳ,0.71,1.0,100.0,361.0,361.0,3.61,3.61,344.55,3.4455,0.2902336380786533,1.0002336380786532,2.15,0.31999999999999984,3.54,0.14000000000000054,4.0,3.0,4.0,（株）ニフコ,1.0,4.3,0.0,1.0,99.85,390.0,名古屋事業所,0.0,2.MGケース,3.61,1.0,5.633802816901409,3.999065665981392,3.29,2.999766361921347,3.61,3.61,0.0,4.0,4.0,4.0,4.0,0.0,0.0,-1.0,-1.0,3.0,-1.0,0.75,1.0,1.2560000000000002,1.2560000000000002,2.0,2.0,6.0,6.0,6.0,6.0,2.15,2.15,2.3,2.3,0.7166666666666667,0.7166666666666667,-1.7000000000000002,-1.7000000000000002,0
10697,35441TFA010,2023-12-18,2023,12,51,18,0,月曜日,"STRAINER, OIL",（株）ニフコ,手配,名古屋事業所,1Y,安城第１工場,1.0,1.0,2.14,0.69,TP-331 ﾊﾝﾖｳ,0.71,1.0,100.0,349.0,349.0,3.49,3.49,344.55,3.4455,0.2902336380786533,1.0002336380786532,4.15,0.3099999999999996,1.7000000000000002,0.13999999999999968,2.3,3.0,2.0,（株）ニフコ,1.0,4.6521739130434785,4.0,4.0,100.0,364.5,名古屋事業所,0.0,2.MGケース,3.66,1.0,3.23943661971831,2.2994627579393003,1.5899999999999999,1.2997663619213466,3.66,3.66,0.0,4.0,4.0,4.0,4.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.75,0.5,1.2560000000000002,1.2560000000000002,2.0,2.0,6.0,6.0,6.0,6.0,2.3260869565217392,2.3260869565217392,2.6521739130434785,2.6521739130434785,0.7753623188405797,0.7753623188405797,-1.3478260869565215,-1.3478260869565215,0
10698,35441TFA010,2023-12-19,2023,12,51,19,1,火曜日,"STRAINER, OIL",（株）ニフコ,手配,名古屋事業所,1Y,安城第１工場,1.0,1.0,2.14,0.69,TP-331 ﾊﾝﾖｳ,0.71,1.0,100.0,344.0,344.0,3.44,3.44,344.55,3.4455,0.2902336380786533,1.0002336380786532,4.1400000000000015,0.3199999999999994,1.4600000000000004,0.125,1.905,4.0,4.0,（株）ニフコ,1.0,5.041666666666667,4.0,3.0,100.0,390.0,名古屋事業所,0.0,2.MGケース,3.66,1.0,2.683098591549296,1.9045550234236381,1.195,0.9047663619213469,3.66,3.66,0.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.2560000000000002,1.2560000000000002,2.0,2.0,6.0,6.0,6.0,6.0,2.5208333333333335,2.5208333333333335,3.041666666666667,3.041666666666667,0.8402777777777778,0.8402777777777778,-0.958333333333333,-0.958333333333333,0
10699,35441TFA010,2023-12-20,2023,12,51,20,2,水曜日,"STRAINER, OIL",（株）ニフコ,手配,名古屋事業所,1Y,安城第１工場,1.0,1.0,2.14,0.69,TP-331 ﾊﾝﾖｳ,0.71,1.0,100.0,330.0,330.0,3.3,3.3,344.55,3.4455,0.2902336380786533,1.0002336380786532,2.14,0.3500000000000001,1.815,0.10000000000000032,3.43,4.0,3.0,（株）ニフコ,1.0,5.458333333333332,4.0,4.0,100.0,362.5,名古屋事業所,0.0,2.MGケース,3.66,1.0,4.830985915492958,3.429198808579044,2.72,2.429766361921347,3.66,3.66,0.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.75,1.2560000000000002,1.2560000000000002,2.0,2.0,6.0,6.0,6.0,6.0,2.729166666666666,2.729166666666666,3.458333333333332,3.458333333333332,0.909722222222222,0.909722222222222,-0.5416666666666679,-0.5416666666666679,0
