,品番,年月日,年,月,週番号,日,曜日_番号,曜日_名前,手配）品名,手配）仕入先名,手配）手配区分,手配）仕入先発送場所名,手配）受入場所,手配）受入場所名,納入回数（間隔）,納入回数（回数）,納入回数（遅れ）,箱重量,箱種類,基準在庫日数,基準在庫枚数,収容数,日量数,日量計算数,日量数（箱数）,日量計算数（箱数）,月平均日量数,月平均日量数（箱数）,基準在庫枚数（日数）,基準在庫日数（基準在庫枚数込み）,印刷～検収LT,検収～入庫LT,入庫～出庫LT,出庫～回収LT,社内LT（検収～回収LT）,納入かんばん数,回収かんばん数,仕入先名,実績納入回数,在庫数（箱）_1日の平均値,入庫数（箱）_1日の合計値,出庫数（箱）_1日の合計値,時間稼働率,加工数,発送場所名,不等ピッチ係数【日】,使用工程
4691,9056450A009,2023-12-12,2023,12,50,12,1,火曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,6.5,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,,,,,,0.0,0.0,,0.0,,,,99.85,390.0,,,
4692,9056450A009,2023-12-13,2023,12,50,13,2,水曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,6.5,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,,,,,,0.0,0.0,,0.0,,,,99.92,361.5,,,
4693,9056450A009,2023-12-14,2023,12,50,14,3,木曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,6.5,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,,,,,,0.0,0.0,,0.0,,,,99.60499999999999,389.0,,,
4694,9056450A009,2023-12-15,2023,12,50,15,4,金曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,6.5,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,,,,,,0.0,0.0,,0.0,,,,99.85,390.0,,,
4695,9056450A009,2023-12-16,2023,12,50,16,5,土曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,6.5,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,,,,,,0.0,0.0,,0.0,,,,0.0,0.0,,,
4696,9056450A009,2023-12-17,2023,12,50,17,6,日曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,6.5,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,,,,,,0.0,0.0,,0.0,,,,0.0,0.0,,,
4697,9056450A009,2023-12-18,2023,12,51,18,0,月曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,6.5,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,,,,,,0.0,0.0,,0.0,,,,100.0,364.5,,,
4698,9056450A009,2023-12-19,2023,12,51,19,1,火曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,6.5,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,,,,,,0.0,0.0,,0.0,,,,100.0,390.0,,,
4699,9056450A009,2023-12-20,2023,12,51,20,2,水曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,6.5,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,,,,,,0.0,0.0,,0.0,,,,100.0,362.5,,,
4700,9056450A009,2023-12-21,2023,12,51,21,3,木曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,6.5,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,,,,,,0.0,0.0,,0.0,,,,100.0,327.5,,,
4701,9056450A009,2023-12-22,2023,12,51,22,4,金曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,6.5,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,,,,,,0.0,0.0,,0.0,,,,100.0,230.5,,,
4702,9056450A009,2023-12-23,2023,12,51,23,5,土曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,6.5,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,,,,,,0.0,0.0,,0.0,,,,0.0,0.0,,,
4703,9056450A009,2023-12-24,2023,12,51,24,6,日曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,6.5,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,,,,,,0.0,0.0,,0.0,,,,0.0,0.0,,,
4704,9056450A009,2023-12-25,2023,12,52,25,0,月曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,6.5,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,,,,,,0.0,0.0,,0.0,,,,100.0,421.0,,,
4705,9056450A009,2023-12-26,2023,12,52,26,1,火曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,6.5,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,,,,,,0.0,0.0,,0.0,,,,100.0,423.0,,,
4706,9056450A009,2023-12-27,2023,12,52,27,2,水曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,6.5,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,,,,,,0.0,0.0,,0.0,,,,100.0,415.0,,,
4707,9056450A009,2023-12-28,2023,12,52,28,3,木曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,6.5,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,,,,,,0.0,0.0,,0.0,,,,100.0,384.5,,,
4708,9056450A009,2023-12-29,2023,12,52,29,4,金曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,6.5,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,,,,,,0.0,0.0,,0.0,,,,0.0,0.0,,,
4709,9056450A009,2023-12-30,2023,12,52,30,5,土曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,6.5,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,,,,,,0.0,0.0,,0.0,,,,0.0,0.0,,,
4710,9056451A066,2023-12-01,2023,12,48,1,4,金曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,6.5,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,,,,,,0.0,0.0,,0.0,,,,94.61500000000001,369.5,,,
4711,9056451A066,2023-12-02,2023,12,48,2,5,土曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,6.5,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,,,,,,0.0,0.0,,0.0,,,,0.0,0.0,,,
4712,9056451A066,2023-12-03,2023,12,48,3,6,日曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,6.5,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,,,,,,0.0,0.0,,0.0,,,,0.0,0.0,,,
4713,9056451A066,2023-12-04,2023,12,49,4,0,月曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,6.5,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,,,,,,0.0,0.0,,0.0,,,,96.84,378.5,,,
4714,9056451A066,2023-12-05,2023,12,49,5,1,火曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,6.5,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,,,,,,0.0,0.0,,0.0,,,,99.01,386.0,,,
4715,9056451A066,2023-12-06,2023,12,49,6,2,水曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,6.5,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,,,,,,0.0,0.0,,0.0,,,,99.455,388.5,,,
4716,9056451A066,2023-12-07,2023,12,49,7,3,木曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,6.5,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,,,,,,0.0,0.0,,0.0,,,,43.725,130.0,,,
4717,9056451A066,2023-12-08,2023,12,49,8,4,金曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,6.5,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,,,,,,0.0,0.0,,0.0,,,,99.77000000000001,390.0,,,
4718,9056451A066,2023-12-09,2023,12,49,9,5,土曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,6.5,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,,,,,,0.0,0.0,,0.0,,,,0.0,0.0,,,
4719,9056451A066,2023-12-10,2023,12,49,10,6,日曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,6.5,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,,,,,,0.0,0.0,,0.0,,,,0.0,0.0,,,
4720,9056451A066,2023-12-11,2023,12,50,11,0,月曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,6.5,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,,,,,,0.0,0.0,,0.0,,,,99.22,388.0,,,
4721,9056451A066,2023-12-12,2023,12,50,12,1,火曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,6.5,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,,,,,,0.0,0.0,,0.0,,,,99.85,390.0,,,
4722,9056451A066,2023-12-13,2023,12,50,13,2,水曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,6.5,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,,,,,,0.0,0.0,,0.0,,,,99.92,361.5,,,
4723,9056451A066,2023-12-14,2023,12,50,14,3,木曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,6.5,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,,,,,,0.0,0.0,,0.0,,,,99.60499999999999,389.0,,,
4724,9056451A066,2023-12-15,2023,12,50,15,4,金曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,6.5,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,,,,,,0.0,0.0,,0.0,,,,99.85,390.0,,,
4725,9056451A066,2023-12-16,2023,12,50,16,5,土曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,6.5,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,,,,,,0.0,0.0,,0.0,,,,0.0,0.0,,,
4726,9056451A066,2023-12-17,2023,12,50,17,6,日曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,6.5,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,,,,,,0.0,0.0,,0.0,,,,0.0,0.0,,,
4727,9056451A066,2023-12-18,2023,12,51,18,0,月曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,6.5,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,,,,,,0.0,0.0,,0.0,,,,100.0,364.5,,,
4728,9056451A066,2023-12-19,2023,12,51,19,1,火曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,6.5,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,,,,,,0.0,0.0,,0.0,,,,100.0,390.0,,,
4729,9056451A066,2023-12-20,2023,12,51,20,2,水曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,6.5,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,,,,,,0.0,0.0,,0.0,,,,100.0,362.5,,,
4730,9056451A066,2023-12-21,2023,12,51,21,3,木曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,6.5,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,,,,,,0.0,0.0,,0.0,,,,100.0,327.5,,,
4731,9056451A066,2023-12-22,2023,12,51,22,4,金曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,6.5,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,,,,,,0.0,0.0,,0.0,,,,100.0,230.5,,,
4732,9056451A066,2023-12-23,2023,12,51,23,5,土曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,6.5,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,,,,,,0.0,0.0,,0.0,,,,0.0,0.0,,,
4733,9056451A066,2023-12-24,2023,12,51,24,6,日曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,6.5,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,,,,,,0.0,0.0,,0.0,,,,0.0,0.0,,,
4734,9056451A066,2023-12-25,2023,12,52,25,0,月曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,6.5,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,,,,,,0.0,0.0,,0.0,,,,100.0,421.0,,,
4735,9056451A066,2023-12-26,2023,12,52,26,1,火曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,6.5,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,,,,,,0.0,0.0,,0.0,,,,100.0,423.0,,,
4736,9056451A066,2023-12-27,2023,12,52,27,2,水曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,6.5,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,,,,,,0.0,0.0,,0.0,,,,100.0,415.0,,,
4737,9056451A066,2023-12-28,2023,12,52,28,3,木曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,6.5,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,,,,,,0.0,0.0,,0.0,,,,100.0,384.5,,,
4738,9056451A066,2023-12-29,2023,12,52,29,4,金曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,6.5,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,,,,,,0.0,0.0,,0.0,,,,0.0,0.0,,,
4739,9056451A066,2023-12-30,2023,12,52,30,5,土曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,6.5,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,,,,,,0.0,0.0,,0.0,,,,0.0,0.0,,,
4740,9056451A067,2023-12-01,2023,12,48,1,4,金曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,6.5,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,,,,,,0.0,0.0,,0.0,,,,94.61500000000001,369.5,,,
4741,9056451A067,2023-12-02,2023,12,48,2,5,土曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,6.5,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,,,,,,0.0,0.0,,0.0,,,,0.0,0.0,,,
4742,9056451A067,2023-12-03,2023,12,48,3,6,日曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,6.5,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,,,,,,0.0,0.0,,0.0,,,,0.0,0.0,,,
4743,9056451A067,2023-12-04,2023,12,49,4,0,月曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,6.5,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,,,,,,0.0,0.0,,0.0,,,,96.84,378.5,,,
4744,9056451A067,2023-12-05,2023,12,49,5,1,火曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,6.5,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,,,,,,0.0,0.0,,0.0,,,,99.01,386.0,,,
4745,9056451A067,2023-12-06,2023,12,49,6,2,水曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,6.5,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,,,,,,0.0,0.0,,0.0,,,,99.455,388.5,,,
4746,9056451A067,2023-12-07,2023,12,49,7,3,木曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,6.5,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,,,,,,0.0,0.0,,0.0,,,,43.725,130.0,,,
4747,9056451A067,2023-12-08,2023,12,49,8,4,金曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,6.5,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,,,,,,0.0,0.0,,0.0,,,,99.77000000000001,390.0,,,
4748,9056451A067,2023-12-09,2023,12,49,9,5,土曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,6.5,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,,,,,,0.0,0.0,,0.0,,,,0.0,0.0,,,
4749,9056451A067,2023-12-10,2023,12,49,10,6,日曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,6.5,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,,,,,,0.0,0.0,,0.0,,,,0.0,0.0,,,
4750,9056451A067,2023-12-11,2023,12,50,11,0,月曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,6.5,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,,,,,,0.0,0.0,,0.0,,,,99.22,388.0,,,
4751,9056451A067,2023-12-12,2023,12,50,12,1,火曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,6.5,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,,,,,,0.0,0.0,,0.0,,,,99.85,390.0,,,
4752,9056451A067,2023-12-13,2023,12,50,13,2,水曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,6.5,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,,,,,,0.0,0.0,,0.0,,,,99.92,361.5,,,
4753,9056451A067,2023-12-14,2023,12,50,14,3,木曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,6.5,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,,,,,,0.0,0.0,,0.0,,,,99.60499999999999,389.0,,,
4754,9056451A067,2023-12-15,2023,12,50,15,4,金曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,6.5,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,,,,,,0.0,0.0,,0.0,,,,99.85,390.0,,,
4755,9056451A067,2023-12-16,2023,12,50,16,5,土曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,6.5,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,,,,,,0.0,0.0,,0.0,,,,0.0,0.0,,,
4756,9056451A067,2023-12-17,2023,12,50,17,6,日曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,6.5,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,,,,,,0.0,0.0,,0.0,,,,0.0,0.0,,,
4757,9056451A067,2023-12-18,2023,12,51,18,0,月曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,6.5,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,,,,,,0.0,0.0,,0.0,,,,100.0,364.5,,,
4758,9056451A067,2023-12-19,2023,12,51,19,1,火曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,6.5,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,,,,,,0.0,0.0,,0.0,,,,100.0,390.0,,,
4759,9056451A067,2023-12-20,2023,12,51,20,2,水曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,6.5,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,,,,,,0.0,0.0,,0.0,,,,100.0,362.5,,,
4760,9056451A067,2023-12-21,2023,12,51,21,3,木曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,6.5,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,,,,,,0.0,0.0,,0.0,,,,100.0,327.5,,,
4761,9056451A067,2023-12-22,2023,12,51,22,4,金曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,6.5,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,,,,,,0.0,0.0,,0.0,,,,100.0,230.5,,,
4762,9056451A067,2023-12-23,2023,12,51,23,5,土曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,6.5,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,,,,,,0.0,0.0,,0.0,,,,0.0,0.0,,,
4763,9056451A067,2023-12-24,2023,12,51,24,6,日曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,6.5,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,,,,,,0.0,0.0,,0.0,,,,0.0,0.0,,,
4764,9056451A067,2023-12-25,2023,12,52,25,0,月曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,6.5,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,,,,,,0.0,0.0,,0.0,,,,100.0,421.0,,,
4765,9056451A067,2023-12-26,2023,12,52,26,1,火曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,6.5,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,,,,,,0.0,0.0,,0.0,,,,100.0,423.0,,,
4766,9056451A067,2023-12-27,2023,12,52,27,2,水曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,6.5,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,,,,,,0.0,0.0,,0.0,,,,100.0,415.0,,,
4767,9056451A067,2023-12-28,2023,12,52,28,3,木曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,6.5,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,,,,,,0.0,0.0,,0.0,,,,100.0,384.5,,,
