,品番,年月日,年,月,週番号,日,曜日_番号,曜日_名前,手配）品名,手配）仕入先名,手配）手配区分,手配）仕入先発送場所名,手配）受入場所,手配）受入場所名,納入回数（間隔）,納入回数（回数）,納入回数（遅れ）,箱重量,箱種類,基準在庫日数,基準在庫枚数,収容数,日量数,日量計算数,日量数（箱数）,日量計算数（箱数）,月平均日量数,月平均日量数（箱数）,基準在庫枚数（日数）,基準在庫日数（基準在庫枚数込み）,印刷～検収LT,検収～入庫LT,入庫～出庫LT,出庫～回収LT,社内LT（検収～回収LT）,納入かんばん数,回収かんばん数,仕入先名,実績納入回数,在庫数（箱）_1日の平均値,入庫数（箱）_1日の合計値,出庫数（箱）_1日の合計値,時間稼働率,加工数,発送場所名,不等ピッチ係数【日】,使用工程
1816,9036630A018,2023-12-17,2023,12,50,17,6,日曜日,"RACE, TAPERED ROLLER BEARING, INNER",（株）ジェイテクト,手配,香川工場,1Y,安城第１工場,1.0,1.0,1.9,9.51,PT- 9 ｾﾝﾖｳ,0.34,3.0,38.0,0.0,0.0,0.0,0.0,750.5,19.75,0.1518987341772152,0.4918987341772152,,,,,,0.0,0.0,,0.0,,,,0.0,0.0,,,1.デフ・大物ギヤ・Brg
1817,9036630A018,2023-12-18,2023,12,51,18,0,月曜日,"RACE, TAPERED ROLLER BEARING, INNER",（株）ジェイテクト,手配,香川工場,1Y,安城第１工場,1.0,1.0,1.9,9.51,PT- 9 ｾﾝﾖｳ,0.34,3.0,38.0,747.0,747.0,19.657894736842106,19.657894736842106,750.5,19.75,0.1518987341772152,0.4918987341772152,3.9299999999999997,0.25,0.8400000000000007,0.14000000000000057,1.2600000000000007,21.0,20.0,（株）ジェイテクト,1.0,17.565217391304348,21.0,19.0,100.0,364.5,香川工場,0.0,1.デフ・大物ギヤ・Brg
1818,9036630A018,2023-12-19,2023,12,51,19,1,火曜日,"RACE, TAPERED ROLLER BEARING, INNER",（株）ジェイテクト,手配,香川工場,1Y,安城第１工場,1.0,1.0,1.9,9.51,PT- 9 ｾﾝﾖｳ,0.34,3.0,38.0,746.0,746.0,19.63157894736842,19.63157894736842,750.5,19.75,0.1518987341772152,0.4918987341772152,3.92,0.23000000000000043,0.9049999999999998,0.1549999999999998,1.33,22.0,20.0,（株）ジェイテクト,1.0,19.666666666666668,22.0,21.0,100.0,390.0,香川工場,0.0,1.デフ・大物ギヤ・Brg
1819,9036630A018,2023-12-20,2023,12,51,20,2,水曜日,"RACE, TAPERED ROLLER BEARING, INNER",（株）ジェイテクト,手配,香川工場,1Y,安城第１工場,1.0,1.0,1.9,9.51,PT- 9 ｾﾝﾖｳ,0.34,3.0,38.0,747.0,747.0,19.657894736842106,19.657894736842106,750.5,19.75,0.1518987341772152,0.4918987341772152,1.9199999999999997,0.5700000000000003,0.6599999999999999,0.16999999999999993,1.4600000000000002,20.0,19.0,（株）ジェイテクト,1.0,14.041666666666664,20.0,19.0,100.0,362.5,香川工場,0.0,1.デフ・大物ギヤ・Brg
1820,9036630A018,2023-12-21,2023,12,51,21,3,木曜日,"RACE, TAPERED ROLLER BEARING, INNER",（株）ジェイテクト,手配,香川工場,1Y,安城第１工場,1.0,1.0,1.9,9.51,PT- 9 ｾﾝﾖｳ,0.34,3.0,38.0,809.0,809.0,21.289473684210527,21.289473684210527,750.5,19.75,0.1518987341772152,0.4918987341772152,1.9199999999999997,0.23000000000000043,2.5799999999999996,0.15500000000000025,4.11,20.0,18.0,（株）ジェイテクト,1.0,21.66666666666667,20.0,17.0,100.0,327.5,香川工場,0.0,1.デフ・大物ギヤ・Brg
1821,9036630A018,2023-12-22,2023,12,51,22,4,金曜日,"RACE, TAPERED ROLLER BEARING, INNER",（株）ジェイテクト,手配,香川工場,1Y,安城第１工場,1.0,1.0,1.9,9.51,PT- 9 ｾﾝﾖｳ,0.34,3.0,38.0,693.0,693.0,18.236842105263158,18.236842105263158,750.5,19.75,0.1518987341772152,0.4918987341772152,1.93,0.25,3.56,0.1299999999999999,3.9099999999999997,20.0,12.0,（株）ジェイテクト,1.0,24.75,20.0,12.0,100.0,230.5,香川工場,0.0,1.デフ・大物ギヤ・Brg
1822,9036630A018,2023-12-23,2023,12,51,23,5,土曜日,"RACE, TAPERED ROLLER BEARING, INNER",（株）ジェイテクト,手配,香川工場,1Y,安城第１工場,1.0,1.0,1.9,9.51,PT- 9 ｾﾝﾖｳ,0.34,3.0,38.0,0.0,0.0,0.0,0.0,750.5,19.75,0.1518987341772152,0.4918987341772152,,,,,,0.0,0.0,,0.0,27.0,0.0,0.0,0.0,0.0,,,1.デフ・大物ギヤ・Brg
1823,9036630A018,2023-12-24,2023,12,51,24,6,日曜日,"RACE, TAPERED ROLLER BEARING, INNER",（株）ジェイテクト,手配,香川工場,1Y,安城第１工場,1.0,1.0,1.9,9.51,PT- 9 ｾﾝﾖｳ,0.34,3.0,38.0,0.0,0.0,0.0,0.0,750.5,19.75,0.1518987341772152,0.4918987341772152,,,,,,0.0,0.0,,0.0,27.0,0.0,0.0,0.0,0.0,,,1.デフ・大物ギヤ・Brg
1824,9036630A018,2023-12-25,2023,12,52,25,0,月曜日,"RACE, TAPERED ROLLER BEARING, INNER",（株）ジェイテクト,手配,香川工場,1Y,安城第１工場,1.0,1.0,1.9,9.51,PT- 9 ｾﾝﾖｳ,0.34,3.0,38.0,747.0,747.0,19.657894736842106,19.657894736842106,750.5,19.75,0.1518987341772152,0.4918987341772152,3.92,0.8200000000000003,0.8599999999999994,0.125,1.7899999999999996,19.0,20.0,（株）ジェイテクト,1.0,19.416666666666668,19.0,22.0,100.0,421.0,香川工場,0.0,1.デフ・大物ギヤ・Brg
1825,9036630A018,2023-12-26,2023,12,52,26,1,火曜日,"RACE, TAPERED ROLLER BEARING, INNER",（株）ジェイテクト,手配,香川工場,1Y,安城第１工場,1.0,1.0,1.9,9.51,PT- 9 ｾﾝﾖｳ,0.34,3.0,38.0,809.0,809.0,21.289473684210527,21.289473684210527,750.5,19.75,0.1518987341772152,0.4918987341772152,3.92,0.28000000000000025,1.295,0.13999999999999968,1.0300000000000002,18.0,23.0,（株）ジェイテクト,1.0,25.875,18.0,21.0,100.0,423.0,香川工場,0.0,1.デフ・大物ギヤ・Brg
1826,9036630A018,2023-12-27,2023,12,52,27,2,水曜日,"RACE, TAPERED ROLLER BEARING, INNER",（株）ジェイテクト,手配,香川工場,1Y,安城第１工場,1.0,1.0,1.9,9.51,PT- 9 ｾﾝﾖｳ,0.34,3.0,38.0,747.0,747.0,19.657894736842106,19.657894736842106,750.5,19.75,0.1518987341772152,0.4918987341772152,1.92,0.2599999999999998,0.7600000000000002,,,12.0,5.0,（株）ジェイテクト,1.0,18.08333333333333,12.0,22.0,100.0,415.0,香川工場,0.0,1.デフ・大物ギヤ・Brg
1827,9036630A018,2023-12-28,2023,12,52,28,3,木曜日,"RACE, TAPERED ROLLER BEARING, INNER",（株）ジェイテクト,手配,香川工場,1Y,安城第１工場,1.0,1.0,1.9,9.51,PT- 9 ｾﾝﾖｳ,0.34,3.0,38.0,747.0,747.0,19.657894736842106,19.657894736842106,750.5,19.75,0.1518987341772152,0.4918987341772152,1.9199999999999997,0.56,0.30000000000000027,10.239999999999998,11.31,20.0,0.0,（株）ジェイテクト,1.0,10.0,19.0,18.0,100.0,384.5,香川工場,0.0,1.デフ・大物ギヤ・Brg
1828,9036630A018,2023-12-29,2023,12,52,29,4,金曜日,"RACE, TAPERED ROLLER BEARING, INNER",（株）ジェイテクト,手配,香川工場,1Y,安城第１工場,1.0,1.0,1.9,9.51,PT- 9 ｾﾝﾖｳ,0.34,3.0,38.0,0.0,0.0,0.0,0.0,750.5,19.75,0.1518987341772152,0.4918987341772152,,,,,,0.0,0.0,,0.0,10.0,0.0,0.0,0.0,0.0,,,1.デフ・大物ギヤ・Brg
1829,9036630A018,2023-12-30,2023,12,52,30,5,土曜日,"RACE, TAPERED ROLLER BEARING, INNER",（株）ジェイテクト,手配,香川工場,1Y,安城第１工場,1.0,1.0,1.9,9.51,PT- 9 ｾﾝﾖｳ,0.34,3.0,38.0,0.0,0.0,0.0,0.0,750.5,19.75,0.1518987341772152,0.4918987341772152,,,,,,0.0,0.0,,0.0,10.0,0.0,0.0,0.0,0.0,,,1.デフ・大物ギヤ・Brg
1830,9036652A003,2023-12-01,2023,12,48,1,4,金曜日,"RACE, TAPERED ROLLER BEARING, INNER",（株）ジェイテクト,手配,香川工場,1Y,安城第１工場,1.0,1.0,1.9,11.98,PT- 9 ｾﾝﾖｳ,0.57,1.0,60.0,411.0,411.0,6.85,6.85,405.95,6.765833333333332,0.14780145338095824,0.7178014533809582,1.92,0.2599999999999998,3.5850000000000004,0.25,4.1000000000000005,8.0,7.0,（株）ジェイテクト,1.0,10.791666666666664,8.0,8.0,94.61500000000001,369.5,香川工場,0.0,1.デフ・大物ギヤ・Brg
1831,9036652A003,2023-12-02,2023,12,48,2,5,土曜日,"RACE, TAPERED ROLLER BEARING, INNER",（株）ジェイテクト,手配,香川工場,1Y,安城第１工場,1.0,1.0,1.9,11.98,PT- 9 ｾﾝﾖｳ,0.57,1.0,60.0,0.0,0.0,0.0,0.0,405.95,6.765833333333332,0.14780145338095824,0.7178014533809582,,,,,,0.0,0.0,,0.0,9.0,0.0,0.0,0.0,0.0,,,1.デフ・大物ギヤ・Brg
1832,9036652A003,2023-12-03,2023,12,48,3,6,日曜日,"RACE, TAPERED ROLLER BEARING, INNER",（株）ジェイテクト,手配,香川工場,1Y,安城第１工場,1.0,1.0,1.9,11.98,PT- 9 ｾﾝﾖｳ,0.57,1.0,60.0,0.0,0.0,0.0,0.0,405.95,6.765833333333332,0.14780145338095824,0.7178014533809582,,,,,,0.0,0.0,,0.0,9.0,0.0,0.0,0.0,0.0,,,1.デフ・大物ギヤ・Brg
1833,9036652A003,2023-12-04,2023,12,49,4,0,月曜日,"RACE, TAPERED ROLLER BEARING, INNER",（株）ジェイテクト,手配,香川工場,1Y,安城第１工場,1.0,1.0,1.9,11.98,PT- 9 ｾﾝﾖｳ,0.57,1.0,60.0,417.0,417.0,6.95,6.95,405.95,6.765833333333332,0.14780145338095824,0.7178014533809582,3.93,0.5800000000000001,1.3099999999999996,0.2599999999999998,2.1799999999999997,8.0,7.0,（株）ジェイテクト,1.0,8.625,8.0,7.0,96.84,378.5,香川工場,0.0,1.デフ・大物ギヤ・Brg
1834,9036652A003,2023-12-05,2023,12,49,5,1,火曜日,"RACE, TAPERED ROLLER BEARING, INNER",（株）ジェイテクト,手配,香川工場,1Y,安城第１工場,1.0,1.0,1.9,11.98,PT- 9 ｾﾝﾖｳ,0.57,1.0,60.0,420.0,420.0,7.0,7.0,405.95,6.765833333333332,0.14780145338095824,0.7178014533809582,,,1.5300000000000002,0.2699999999999996,,7.0,7.0,（株）ジェイテクト,1.0,11.208333333333336,7.0,7.0,99.01,386.0,香川工場,0.0,1.デフ・大物ギヤ・Brg
1835,9036652A003,2023-12-06,2023,12,49,6,2,水曜日,"RACE, TAPERED ROLLER BEARING, INNER",（株）ジェイテクト,手配,香川工場,1Y,安城第１工場,1.0,1.0,1.9,11.98,PT- 9 ｾﾝﾖｳ,0.57,1.0,60.0,422.0,422.0,7.033333333333332,7.033333333333332,405.95,6.765833333333332,0.14780145338095824,0.7178014533809582,1.93,0.2999999999999998,1.9000000000000004,0.35999999999999943,2.5599999999999996,5.0,8.0,（株）ジェイテクト,1.0,9.291666666666666,5.0,8.0,99.455,388.5,香川工場,0.0,1.デフ・大物ギヤ・Brg
1836,9036652A003,2023-12-07,2023,12,49,7,3,木曜日,"RACE, TAPERED ROLLER BEARING, INNER",（株）ジェイテクト,手配,香川工場,1Y,安城第１工場,1.0,1.0,1.9,11.98,PT- 9 ｾﾝﾖｳ,0.57,1.0,60.0,423.0,423.0,7.05,7.05,405.95,6.765833333333332,0.14780145338095824,0.7178014533809582,1.9299999999999997,0.27,1.37,0.27,1.8400000000000003,7.0,6.0,（株）ジェイテクト,1.0,9.333333333333334,7.0,6.0,43.725,130.0,香川工場,0.0,1.デフ・大物ギヤ・Brg
1837,9036652A003,2023-12-08,2023,12,49,8,4,金曜日,"RACE, TAPERED ROLLER BEARING, INNER",（株）ジェイテクト,手配,香川工場,1Y,安城第１工場,1.0,1.0,1.9,11.98,PT- 9 ｾﾝﾖｳ,0.57,1.0,60.0,414.0,414.0,6.9,6.9,405.95,6.765833333333332,0.14780145338095824,0.7178014533809582,1.9199999999999997,0.2400000000000002,3.5599999999999996,0.28000000000000025,4.07,7.0,7.0,（株）ジェイテクト,1.0,9.625,7.0,7.0,99.77000000000001,390.0,香川工場,0.0,1.デフ・大物ギヤ・Brg
1838,9036652A003,2023-12-09,2023,12,49,9,5,土曜日,"RACE, TAPERED ROLLER BEARING, INNER",（株）ジェイテクト,手配,香川工場,1Y,安城第１工場,1.0,1.0,1.9,11.98,PT- 9 ｾﾝﾖｳ,0.57,1.0,60.0,0.0,0.0,0.0,0.0,405.95,6.765833333333332,0.14780145338095824,0.7178014533809582,,,,,,0.0,0.0,,0.0,8.0,0.0,0.0,0.0,0.0,,,1.デフ・大物ギヤ・Brg
1839,9036652A003,2023-12-10,2023,12,49,10,6,日曜日,"RACE, TAPERED ROLLER BEARING, INNER",（株）ジェイテクト,手配,香川工場,1Y,安城第１工場,1.0,1.0,1.9,11.98,PT- 9 ｾﾝﾖｳ,0.57,1.0,60.0,0.0,0.0,0.0,0.0,405.95,6.765833333333332,0.14780145338095824,0.7178014533809582,,,,,,0.0,0.0,,0.0,8.0,0.0,0.0,0.0,0.0,,,1.デフ・大物ギヤ・Brg
1840,9036652A003,2023-12-11,2023,12,50,11,0,月曜日,"RACE, TAPERED ROLLER BEARING, INNER",（株）ジェイテクト,手配,香川工場,1Y,安城第１工場,1.0,1.0,1.9,11.98,PT- 9 ｾﾝﾖｳ,0.57,1.0,60.0,391.0,391.0,6.5166666666666675,6.5166666666666675,405.95,6.765833333333332,0.14780145338095824,0.7178014533809582,3.92,0.2599999999999998,1.04,0.29000000000000004,1.6800000000000006,7.0,7.0,（株）ジェイテクト,1.0,9.458333333333334,7.0,7.0,99.22,388.0,香川工場,0.0,1.デフ・大物ギヤ・Brg
1841,9036652A003,2023-12-12,2023,12,50,12,1,火曜日,"RACE, TAPERED ROLLER BEARING, INNER",（株）ジェイテクト,手配,香川工場,1Y,安城第１工場,1.0,1.0,1.9,11.98,PT- 9 ｾﾝﾖｳ,0.57,1.0,60.0,390.0,390.0,6.5,6.5,405.95,6.765833333333332,0.14780145338095824,0.7178014533809582,3.92,0.2999999999999998,1.5500000000000007,0.3250000000000002,2.1,6.0,7.0,（株）ジェイテクト,1.0,8.125,5.0,6.0,99.85,390.0,香川工場,0.0,1.デフ・大物ギヤ・Brg
1842,9036652A003,2023-12-13,2023,12,50,13,2,水曜日,"RACE, TAPERED ROLLER BEARING, INNER",（株）ジェイテクト,手配,香川工場,1Y,安城第１工場,1.0,1.0,1.9,11.98,PT- 9 ｾﾝﾖｳ,0.57,1.0,60.0,392.0,392.0,6.533333333333332,6.533333333333332,405.95,6.765833333333332,0.14780145338095824,0.7178014533809582,1.9199999999999997,0.30000000000000027,1.37,0.26000000000000023,1.8900000000000001,7.0,6.0,（株）ジェイテクト,1.0,8.125,7.0,7.0,99.92,361.5,香川工場,0.0,1.デフ・大物ギヤ・Brg
1843,9036652A003,2023-12-14,2023,12,50,14,3,木曜日,"RACE, TAPERED ROLLER BEARING, INNER",（株）ジェイテクト,手配,香川工場,1Y,安城第１工場,1.0,1.0,1.9,11.98,PT- 9 ｾﾝﾖｳ,0.57,1.0,60.0,401.0,401.0,6.683333333333334,6.683333333333334,405.95,6.765833333333332,0.14780145338095824,0.7178014533809582,1.92,0.29000000000000004,1.355,0.21999999999999975,1.8499999999999999,6.0,7.0,（株）ジェイテクト,1.0,8.416666666666666,6.0,7.0,99.60499999999999,389.0,香川工場,0.0,1.デフ・大物ギヤ・Brg
1844,9036652A003,2023-12-15,2023,12,50,15,4,金曜日,"RACE, TAPERED ROLLER BEARING, INNER",（株）ジェイテクト,手配,香川工場,1Y,安城第１工場,1.0,1.0,1.9,11.98,PT- 9 ｾﾝﾖｳ,0.57,1.0,60.0,387.0,387.0,6.45,6.45,405.95,6.765833333333332,0.14780145338095824,0.7178014533809582,1.92,0.2999999999999998,3.41,0.25,3.945,8.0,7.0,（株）ジェイテクト,1.0,7.1,8.0,3.0,99.85,390.0,香川工場,0.0,1.デフ・大物ギヤ・Brg
1845,9036652A003,2023-12-16,2023,12,50,16,5,土曜日,"RACE, TAPERED ROLLER BEARING, INNER",（株）ジェイテクト,手配,香川工場,1Y,安城第１工場,1.0,1.0,1.9,11.98,PT- 9 ｾﾝﾖｳ,0.57,1.0,60.0,0.0,0.0,0.0,0.0,405.95,6.765833333333332,0.14780145338095824,0.7178014533809582,,,,,,0.0,0.0,,0.0,,,,0.0,0.0,,,1.デフ・大物ギヤ・Brg
1846,9036652A003,2023-12-17,2023,12,50,17,6,日曜日,"RACE, TAPERED ROLLER BEARING, INNER",（株）ジェイテクト,手配,香川工場,1Y,安城第１工場,1.0,1.0,1.9,11.98,PT- 9 ｾﾝﾖｳ,0.57,1.0,60.0,0.0,0.0,0.0,0.0,405.95,6.765833333333332,0.14780145338095824,0.7178014533809582,,,,,,0.0,0.0,,0.0,,,,0.0,0.0,,,1.デフ・大物ギヤ・Brg
1847,9036652A003,2023-12-18,2023,12,51,18,0,月曜日,"RACE, TAPERED ROLLER BEARING, INNER",（株）ジェイテクト,手配,香川工場,1Y,安城第１工場,1.0,1.0,1.9,11.98,PT- 9 ｾﾝﾖｳ,0.57,1.0,60.0,398.0,398.0,6.633333333333334,6.633333333333334,405.95,6.765833333333332,0.14780145338095824,0.7178014533809582,3.9299999999999997,0.25,1.5,0.21999999999999975,1.9300000000000006,7.0,6.0,（株）ジェイテクト,1.0,10.173913043478262,7.0,6.0,100.0,364.5,香川工場,0.0,1.デフ・大物ギヤ・Brg
1848,9036652A003,2023-12-19,2023,12,51,19,1,火曜日,"RACE, TAPERED ROLLER BEARING, INNER",（株）ジェイテクト,手配,香川工場,1Y,安城第１工場,1.0,1.0,1.9,11.98,PT- 9 ｾﾝﾖｳ,0.57,1.0,60.0,402.0,402.0,6.7,6.7,405.95,6.765833333333332,0.14780145338095824,0.7178014533809582,3.92,0.2549999999999999,1.6,0.30000000000000027,2.1,8.0,8.0,（株）ジェイテクト,1.0,11.083333333333336,8.0,7.0,100.0,390.0,香川工場,0.0,1.デフ・大物ギヤ・Brg
1849,9036652A003,2023-12-20,2023,12,51,20,2,水曜日,"RACE, TAPERED ROLLER BEARING, INNER",（株）ジェイテクト,手配,香川工場,1Y,安城第１工場,1.0,1.0,1.9,11.98,PT- 9 ｾﾝﾖｳ,0.57,1.0,60.0,417.0,417.0,6.95,6.95,405.95,6.765833333333332,0.14780145338095824,0.7178014533809582,1.9199999999999997,0.33000000000000007,1.9100000000000001,0.3700000000000001,2.6000000000000005,7.0,6.0,（株）ジェイテクト,1.0,11.25,7.0,7.0,100.0,362.5,香川工場,0.0,1.デフ・大物ギヤ・Brg
1850,9036652A003,2023-12-21,2023,12,51,21,3,木曜日,"RACE, TAPERED ROLLER BEARING, INNER",（株）ジェイテクト,手配,香川工場,1Y,安城第１工場,1.0,1.0,1.9,11.98,PT- 9 ｾﾝﾖｳ,0.57,1.0,60.0,443.0,443.0,7.383333333333334,7.383333333333334,405.95,6.765833333333332,0.14780145338095824,0.7178014533809582,1.9199999999999997,0.23000000000000043,4.55,0.2250000000000001,4.9750000000000005,6.0,6.0,（株）ジェイテクト,1.0,11.5,6.0,6.0,100.0,327.5,香川工場,0.0,1.デフ・大物ギヤ・Brg
1851,9036652A003,2023-12-22,2023,12,51,22,4,金曜日,"RACE, TAPERED ROLLER BEARING, INNER",（株）ジェイテクト,手配,香川工場,1Y,安城第１工場,1.0,1.0,1.9,11.98,PT- 9 ｾﾝﾖｳ,0.57,1.0,60.0,369.0,369.0,6.15,6.15,405.95,6.765833333333332,0.14780145338095824,0.7178014533809582,1.93,0.2599999999999998,3.9250000000000007,0.22999999999999998,4.165,8.0,4.0,（株）ジェイテクト,1.0,12.958333333333336,8.0,4.0,100.0,230.5,香川工場,0.0,1.デフ・大物ギヤ・Brg
1852,9036652A003,2023-12-23,2023,12,51,23,5,土曜日,"RACE, TAPERED ROLLER BEARING, INNER",（株）ジェイテクト,手配,香川工場,1Y,安城第１工場,1.0,1.0,1.9,11.98,PT- 9 ｾﾝﾖｳ,0.57,1.0,60.0,0.0,0.0,0.0,0.0,405.95,6.765833333333332,0.14780145338095824,0.7178014533809582,,,,,,0.0,0.0,,0.0,14.0,0.0,0.0,0.0,0.0,,,1.デフ・大物ギヤ・Brg
1853,9036652A003,2023-12-24,2023,12,51,24,6,日曜日,"RACE, TAPERED ROLLER BEARING, INNER",（株）ジェイテクト,手配,香川工場,1Y,安城第１工場,1.0,1.0,1.9,11.98,PT- 9 ｾﾝﾖｳ,0.57,1.0,60.0,0.0,0.0,0.0,0.0,405.95,6.765833333333332,0.14780145338095824,0.7178014533809582,,,,,,0.0,0.0,,0.0,14.0,0.0,0.0,0.0,0.0,,,1.デフ・大物ギヤ・Brg
1854,9036652A003,2023-12-25,2023,12,52,25,0,月曜日,"RACE, TAPERED ROLLER BEARING, INNER",（株）ジェイテクト,手配,香川工場,1Y,安城第１工場,1.0,1.0,1.9,11.98,PT- 9 ｾﾝﾖｳ,0.57,1.0,60.0,402.0,402.0,6.7,6.7,405.95,6.765833333333332,0.14780145338095824,0.7178014533809582,3.92,0.6100000000000003,1.4199999999999995,0.20999999999999996,2.04,6.0,7.0,（株）ジェイテクト,1.0,12.791666666666664,6.0,7.0,100.0,421.0,香川工場,0.0,1.デフ・大物ギヤ・Brg
1855,9036652A003,2023-12-26,2023,12,52,26,1,火曜日,"RACE, TAPERED ROLLER BEARING, INNER",（株）ジェイテクト,手配,香川工場,1Y,安城第１工場,1.0,1.0,1.9,11.98,PT- 9 ｾﾝﾖｳ,0.57,1.0,60.0,432.0,432.0,7.2,7.2,405.95,6.765833333333332,0.14780145338095824,0.7178014533809582,3.92,0.5499999999999998,1.2950000000000004,,,6.0,8.0,（株）ジェイテクト,1.0,11.333333333333336,6.0,8.0,100.0,423.0,香川工場,0.0,1.デフ・大物ギヤ・Brg
1856,9036652A003,2023-12-27,2023,12,52,27,2,水曜日,"RACE, TAPERED ROLLER BEARING, INNER",（株）ジェイテクト,手配,香川工場,1Y,安城第１工場,1.0,1.0,1.9,11.98,PT- 9 ｾﾝﾖｳ,0.57,1.0,60.0,391.0,391.0,6.5166666666666675,6.5166666666666675,405.95,6.765833333333332,0.14780145338095824,0.7178014533809582,1.92,0.2599999999999998,,,12.37,4.0,2.0,（株）ジェイテクト,1.0,10.541666666666666,4.0,7.0,100.0,415.0,香川工場,0.0,1.デフ・大物ギヤ・Brg
1857,9036652A003,2023-12-28,2023,12,52,28,3,木曜日,"RACE, TAPERED ROLLER BEARING, INNER",（株）ジェイテクト,手配,香川工場,1Y,安城第１工場,1.0,1.0,1.9,11.98,PT- 9 ｾﾝﾖｳ,0.57,1.0,60.0,397.0,397.0,6.616666666666666,6.616666666666666,405.95,6.765833333333332,0.14780145338095824,0.7178014533809582,1.9199999999999997,0.2400000000000002,0.5899999999999999,10.3,11.934999999999999,7.0,0.0,（株）ジェイテクト,1.0,9.208333333333334,7.0,7.0,100.0,384.5,香川工場,0.0,1.デフ・大物ギヤ・Brg
1858,9036652A003,2023-12-29,2023,12,52,29,4,金曜日,"RACE, TAPERED ROLLER BEARING, INNER",（株）ジェイテクト,手配,香川工場,1Y,安城第１工場,1.0,1.0,1.9,11.98,PT- 9 ｾﾝﾖｳ,0.57,1.0,60.0,0.0,0.0,0.0,0.0,405.95,6.765833333333332,0.14780145338095824,0.7178014533809582,,,,,,0.0,0.0,,0.0,8.0,0.0,0.0,0.0,0.0,,,1.デフ・大物ギヤ・Brg
1859,9036652A003,2023-12-30,2023,12,52,30,5,土曜日,"RACE, TAPERED ROLLER BEARING, INNER",（株）ジェイテクト,手配,香川工場,1Y,安城第１工場,1.0,1.0,1.9,11.98,PT- 9 ｾﾝﾖｳ,0.57,1.0,60.0,0.0,0.0,0.0,0.0,405.95,6.765833333333332,0.14780145338095824,0.7178014533809582,,,,,,0.0,0.0,,0.0,8.0,0.0,0.0,0.0,0.0,,,1.デフ・大物ギヤ・Brg
1860,9036652A004,2023-12-01,2023,12,48,1,4,金曜日,"RACE, TAPERED ROLLER BEARING, OUTER",（株）ジェイテクト,手配,香川工場,1Y,安城第１工場,1.0,1.0,1.9,7.0,PT- 9 ｾﾝﾖｳ,0.57,1.0,63.0,411.0,411.0,6.523809523809524,6.523809523809524,405.95,6.443650793650794,0.15519152605000616,0.7251915260500061,1.92,0.2599999999999998,3.53,0.20000000000000018,3.9999999999999996,7.0,7.0,（株）ジェイテクト,1.0,9.916666666666666,7.0,6.0,94.61500000000001,369.5,香川工場,0.0,1.デフ・大物ギヤ・Brg
1861,9036652A004,2023-12-02,2023,12,48,2,5,土曜日,"RACE, TAPERED ROLLER BEARING, OUTER",（株）ジェイテクト,手配,香川工場,1Y,安城第１工場,1.0,1.0,1.9,7.0,PT- 9 ｾﾝﾖｳ,0.57,1.0,63.0,0.0,0.0,0.0,0.0,405.95,6.443650793650794,0.15519152605000616,0.7251915260500061,,,,,,0.0,0.0,,0.0,9.0,0.0,0.0,0.0,0.0,,,1.デフ・大物ギヤ・Brg
1862,9036652A004,2023-12-03,2023,12,48,3,6,日曜日,"RACE, TAPERED ROLLER BEARING, OUTER",（株）ジェイテクト,手配,香川工場,1Y,安城第１工場,1.0,1.0,1.9,7.0,PT- 9 ｾﾝﾖｳ,0.57,1.0,63.0,0.0,0.0,0.0,0.0,405.95,6.443650793650794,0.15519152605000616,0.7251915260500061,,,,,,0.0,0.0,,0.0,9.0,0.0,0.0,0.0,0.0,,,1.デフ・大物ギヤ・Brg
1863,9036652A004,2023-12-04,2023,12,49,4,0,月曜日,"RACE, TAPERED ROLLER BEARING, OUTER",（株）ジェイテクト,手配,香川工場,1Y,安城第１工場,1.0,1.0,1.9,7.0,PT- 9 ｾﾝﾖｳ,0.57,1.0,63.0,417.0,417.0,6.6190476190476195,6.6190476190476195,405.95,6.443650793650794,0.15519152605000616,0.7251915260500061,3.93,0.5700000000000003,1.2999999999999998,0.2400000000000002,2.12,7.0,6.0,（株）ジェイテクト,1.0,8.166666666666666,7.0,7.0,96.84,378.5,香川工場,0.0,1.デフ・大物ギヤ・Brg
1864,9036652A004,2023-12-05,2023,12,49,5,1,火曜日,"RACE, TAPERED ROLLER BEARING, OUTER",（株）ジェイテクト,手配,香川工場,1Y,安城第１工場,1.0,1.0,1.9,7.0,PT- 9 ｾﾝﾖｳ,0.57,1.0,63.0,420.0,420.0,6.666666666666668,6.666666666666668,405.95,6.443650793650794,0.15519152605000616,0.7251915260500061,,,1.5900000000000007,0.22999999999999954,,7.0,7.0,（株）ジェイテクト,1.0,10.375,7.0,7.0,99.01,386.0,香川工場,0.0,1.デフ・大物ギヤ・Brg
1865,9036652A004,2023-12-06,2023,12,49,6,2,水曜日,"RACE, TAPERED ROLLER BEARING, OUTER",（株）ジェイテクト,手配,香川工場,1Y,安城第１工場,1.0,1.0,1.9,7.0,PT- 9 ｾﾝﾖｳ,0.57,1.0,63.0,422.0,422.0,6.6984126984126995,6.6984126984126995,405.95,6.443650793650794,0.15519152605000616,0.7251915260500061,1.93,0.2999999999999998,0.7900000000000003,0.33499999999999996,1.4,4.0,7.0,（株）ジェイテクト,1.0,8.208333333333334,4.0,7.0,99.455,388.5,香川工場,0.0,1.デフ・大物ギヤ・Brg
