,Unnamed: 0,品番,年,週番号,在庫数（箱）,入庫数（箱）,出庫数（箱）,仕入先名,日量数（箱数）,発注～印刷LT,発注～検収LT,発注～順立装置入庫LT,発注～順立装置出庫LT,発注～回収LT,基準在庫日数,基準在庫日数（基準在庫枚数込み）,基準在庫枚数,箱種類,納入回数（間隔）,納入回数（回数）,納入回数（遅れ）,収容数,納入かんばん数,合計日量数（箱数）,印刷検収LT,検収入庫LT,入庫出庫LT,出庫回収LT,社内LT（検収～回収LT）,不等ピッチ係数,社内LT/設計値LT,社内LT/設計値LT（基準在庫枚数込み）,設計値MIN,順立装置在庫量/設計値MIN,順立装置在庫量/設計値MAX,時間稼働率,加工数,使用工程,回収かんばん数,先週からの順立装置在庫量増加率,先週からの社内LT増加率,先週からの回収かんばん増加率,納入数/日量数（箱数）,入庫数/納入数（箱数）,出庫数/入庫数（箱数）,回収数/出庫数（箱数）,回収数/納入数（箱数）,出庫数/納入数（箱数）,便Ave,年＆週番号,納入かんばん数（週合計）-日量数（箱数週合計）,上限-下限,条件チェック,差分
531,999,35145ECB010    ,2023,52,,,,三共鋼業（株）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0.0,0.0,-0.4666666666666667,,,,,,,,2023-52,,,False,
532,1021,35145ECE010    ,2024,2,,,,三共鋼業（株）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,0.0,0.0,0.0,,,,,,,,2024-2,,,False,
533,1022,35145ECE010    ,2024,4,,,,三共鋼業（株）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0.0,0.0,-0.7142857142857143,,,,,,,,2024-4,,,False,
534,1004,35145ECE010    ,2023,31,,,,三共鋼業（株）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,0.0,0.0,0.125,,,,,,,,2023-31,,,False,
535,1005,35145ECE010    ,2023,32,,,,三共鋼業（株）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,0.0,0.0,-0.03703703703703709,,,,,,,,2023-32,,,False,
536,1006,35145ECE010    ,2023,34,,,,三共鋼業（株）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,0.0,0.0,0.03846153846153855,,,,,,,,2023-34,,,False,
537,1007,35145ECE010    ,2023,35,,,,三共鋼業（株）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,0.0,0.0,-0.03703703703703709,,,,,,,,2023-35,,,False,
538,1008,35145ECE010    ,2023,36,,,,三共鋼業（株）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,0.0,0.0,0.03846153846153855,,,,,,,,2023-36,,,False,
539,1009,35145ECE010    ,2023,37,,,,三共鋼業（株）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,0.0,0.0,-0.07407407407407407,,,,,,,,2023-37,,,False,
540,1010,35145ECE010    ,2023,38,,,,三共鋼業（株）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,0.0,0.0,0.0,,,,,,,,2023-38,,,False,
541,1011,35145ECE010    ,2023,39,,,,三共鋼業（株）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,0.0,0.0,0.0,,,,,,,,2023-39,,,False,
542,1012,35145ECE010    ,2023,40,,,,三共鋼業（株）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,0.0,0.0,0.0,,,,,,,,2023-40,,,False,
543,1013,35145ECE010    ,2023,41,,,,三共鋼業（株）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,0.0,0.0,-0.040000000000000036,,,,,,,,2023-41,,,False,
544,1014,35145ECE010    ,2023,42,,,,三共鋼業（株）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,0.0,0.0,0.0,,,,,,,,2023-42,,,False,
545,1015,35145ECE010    ,2023,43,,,,三共鋼業（株）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,0.0,0.0,0.0,,,,,,,,2023-43,,,False,
546,1016,35145ECE010    ,2023,44,,,,三共鋼業（株）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,0.0,0.0,0.04166666666666674,,,,,,,,2023-44,,,False,
547,1017,35145ECE010    ,2023,45,,,,三共鋼業（株）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,0.0,0.0,0.040000000000000036,,,,,,,,2023-45,,,False,
548,1018,35145ECE010    ,2023,46,,,,三共鋼業（株）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,0.0,0.0,-0.11538461538461542,,,,,,,,2023-46,,,False,
549,1019,35145ECE010    ,2023,47,,,,三共鋼業（株）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,0.0,0.0,0.04347826086956519,,,,,,,,2023-47,,,False,
550,13,35145ECE010    ,2023,48,6.0,4.0,6.0,三共鋼業（株）,4.11,0.1,1.86,2.14,5.865,6.32,0.65,0.8963357556349304,1.0,三共鋼業（株）,1.0,1.0,1.74,100.0,4.0,4.11,1.76,0.28,3.725,0.4550000000000001,4.46,0.0,6.861538461538461,4.975813998227377,1.12614,5.327934359848687,1.1026087723553928,94.615,369.5,2.MGケース,22,0.0,0.0,-0.08333333333333337,0.9732360097323599,1.0,1.5,3.6666666666666665,5.5,1.5,4.11,2023-48,-0.11000000000000032,4.11,False,-0.11000000000000032
551,133,35145ECE010    ,2023,49,7.0,19.0,20.0,三共鋼業（株）,4.2,0.11,1.87,1.96,4.38,5.1850000000000005,0.65,0.8963357556349304,1.0,三共鋼業（株）,1.0,1.0,1.74,100.0,14.0,16.79,1.76,0.08999999999999986,2.42,0.8050000000000006,3.3150000000000004,0.0,5.1000000000000005,3.698390897785597,1.1508,6.082725060827251,1.2588116817724069,98.915,386.0,2.MGケース,21,0.16666666666666674,-0.25672645739910305,-0.04545454545454541,0.8338296605122096,1.3571428571428572,1.0526315789473684,1.05,1.5,1.4285714285714286,4.2,2023-49,-2.789999999999999,4.2,False,-3.7864285714285706
552,255,35145ECE010    ,2023,50,6.0,21.0,18.0,三共鋼業（株）,3.91,0.1,1.86,2.23,5.18,5.56,0.65,0.8963357556349304,1.0,三共鋼業（株）,1.0,1.0,1.74,100.0,21.0,19.61,1.76,0.3699999999999999,2.95,0.3799999999999999,3.6999999999999993,0.0,5.6923076923076925,4.127917442475627,1.0713400000000002,5.600462971605652,1.1590081980513207,99.77,390.0,2.MGケース,20,-0.1428571428571429,0.11613876319758633,-0.04761904761904767,1.0708822029576748,1.0,0.8571428571428571,1.1111111111111112,0.9523809523809524,0.8571428571428571,3.91,2023-50,1.3900000000000006,3.91,False,1.3900000000000006
553,378,35145ECE010    ,2023,51,9.0,21.0,18.0,三共鋼業（株）,4.02,0.1,1.87,2.0,4.94,5.16,0.65,0.8963357556349304,1.0,三共鋼業（株）,1.0,1.0,1.74,100.0,19.0,20.290000000000006,1.77,0.1299999999999999,2.9400000000000004,0.21999999999999967,3.29,0.0,5.06153846153846,3.6704995637148143,1.10148,8.17082470857392,1.6909410650674124,100.0,371.5,2.MGケース,19,0.5,-0.11081081081081068,-0.05000000000000005,0.9364218827008376,1.1052631578947372,0.8571428571428571,1.0555555555555556,1.0,0.9473684210526316,4.02,2023-51,-1.2900000000000063,4.02,False,-1.4257894736842178
554,1020,35145ECE010    ,2023,52,,,,三共鋼業（株）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0.0,0.0,-0.4736842105263158,,,,,,,,2023-52,,,False,
555,1042,35145ECE020    ,2024,2,,,,（株）浅賀井製作所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0.0,0.0,0.0,,,,,,,,2024-2,,,False,
556,1043,35145ECE020    ,2024,4,,,,（株）浅賀井製作所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0.0,0.0,-0.375,,,,,,,,2024-4,,,False,
557,1025,35145ECE020    ,2023,31,,,,（株）浅賀井製作所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,0.0,0.0,0.19047619047619047,,,,,,,,2023-31,,,False,
558,1026,35145ECE020    ,2023,32,,,,（株）浅賀井製作所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,0.0,0.0,0.040000000000000036,,,,,,,,2023-32,,,False,
559,1027,35145ECE020    ,2023,34,,,,（株）浅賀井製作所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,0.0,0.0,0.03846153846153855,,,,,,,,2023-34,,,False,
560,1028,35145ECE020    ,2023,35,,,,（株）浅賀井製作所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,0.0,0.0,0.0,,,,,,,,2023-35,,,False,
561,1029,35145ECE020    ,2023,36,,,,（株）浅賀井製作所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,0.0,0.0,0.0,,,,,,,,2023-36,,,False,
562,1030,35145ECE020    ,2023,37,,,,（株）浅賀井製作所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,0.0,0.0,-0.07407407407407407,,,,,,,,2023-37,,,False,
563,1031,35145ECE020    ,2023,38,,,,（株）浅賀井製作所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,0.0,0.0,0.040000000000000036,,,,,,,,2023-38,,,False,
564,1032,35145ECE020    ,2023,39,,,,（株）浅賀井製作所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,0.0,0.0,-0.038461538461538436,,,,,,,,2023-39,,,False,
565,1033,35145ECE020    ,2023,40,,,,（株）浅賀井製作所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,0.0,0.0,0.040000000000000036,,,,,,,,2023-40,,,False,
566,1034,35145ECE020    ,2023,41,,,,（株）浅賀井製作所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,0.0,0.0,-0.11538461538461542,,,,,,,,2023-41,,,False,
567,1035,35145ECE020    ,2023,42,,,,（株）浅賀井製作所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,0.0,0.0,0.08695652173913038,,,,,,,,2023-42,,,False,
568,1036,35145ECE020    ,2023,43,,,,（株）浅賀井製作所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,0.0,0.0,-0.07999999999999996,,,,,,,,2023-43,,,False,
569,1037,35145ECE020    ,2023,44,,,,（株）浅賀井製作所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,0.0,0.0,0.13043478260869554,,,,,,,,2023-44,,,False,
570,1038,35145ECE020    ,2023,45,,,,（株）浅賀井製作所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,0.0,0.0,-0.038461538461538436,,,,,,,,2023-45,,,False,
571,1039,35145ECE020    ,2023,46,,,,（株）浅賀井製作所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,0.0,0.0,0.0,,,,,,,,2023-46,,,False,
572,1040,35145ECE020    ,2023,47,,,,（株）浅賀井製作所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,0.0,0.0,-0.07999999999999996,,,,,,,,2023-47,,,False,
573,14,35145ECE020    ,2023,48,5.0,9.0,6.0,（株）浅賀井製作所,4.11,0.29,1.74,1.98,4.86,5.29,0.65,0.8963357556349304,1.0,（株）浅賀井製作所,1.0,4.0,6.88,100.0,5.0,4.11,1.45,0.24,2.8800000000000003,0.4299999999999997,3.55,0.13,5.461538461538462,3.960569438050938,0.8096700000000001,6.175355391702793,2.447776684437525,94.615,369.5,2.MGケース,23,0.0,0.0,0.0,1.21654501216545,1.8,0.6666666666666666,3.8333333333333335,4.6,1.2,1.0275,2023-48,0.8899999999999997,1.5618000000000003,True,1.6019999999999994
574,134,35145ECE020    ,2023,49,4.0,19.0,20.0,（株）浅賀井製作所,4.22,0.58,1.83,2.01,4.07,4.61,0.65,0.8963357556349304,1.0,（株）浅賀井製作所,1.0,4.0,6.88,100.0,15.0,16.79,1.25,0.17999999999999972,2.0600000000000005,0.54,2.78,0.13,4.276923076923077,3.1015163486708763,0.83134,4.811509129838574,1.907177663135209,98.915,386.0,2.MGケース,21,-0.2,-0.21690140845070427,-0.08695652173913049,0.8933889219773675,1.2666666666666666,1.0526315789473684,1.05,1.4,1.3333333333333333,1.055,2023-49,-1.7899999999999991,1.6036,False,-2.2673333333333323
575,256,35145ECE020    ,2023,50,4.0,18.0,18.0,（株）浅賀井製作所,3.91,0.29,1.73,2.01,4.36,4.9,0.65,0.8963357556349304,1.0,（株）浅賀井製作所,1.0,4.0,6.88,100.0,21.0,19.61,1.44,0.2799999999999998,2.3500000000000005,0.54,3.1700000000000004,0.13,4.876923076923077,3.536621160175064,0.77027,5.192984278240098,2.0583861223607642,99.77,390.0,2.MGケース,20,0.0,0.1402877697841729,-0.04761904761904767,1.0708822029576748,0.8571428571428571,1.0,1.1111111111111112,0.9523809523809524,0.8571428571428571,0.9775,2023-50,1.3900000000000006,1.4858000000000002,False,1.191428571428572
576,379,35145ECE020    ,2023,51,5.0,19.0,19.0,（株）浅賀井製作所,4.02,0.62,1.92,2.23,4.8,5.71,0.65,0.8963357556349304,1.0,（株）浅賀井製作所,1.0,4.0,6.88,100.0,19.0,20.290000000000006,1.2999999999999998,0.31000000000000005,2.57,0.91,3.79,0.13,5.830769230769231,4.228326245130439,0.7919399999999999,6.31360961689017,2.5025776549846346,100.0,371.5,2.MGケース,18,0.25,0.19558359621451094,-0.09999999999999998,0.9364218827008376,1.0,1.0,0.9473684210526316,0.9473684210526316,1.0,1.005,2023-51,-1.2900000000000063,1.5275999999999998,False,-1.2900000000000063
577,1041,35145ECE020    ,2023,52,,,,（株）浅賀井製作所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0.0,0.0,-0.4444444444444444,,,,,,,,2023-52,,,False,
578,1063,35165ECE010    ,2024,2,,,,（株）松尾製作所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0.0,0.0,0.0,,,,,,,,2024-2,,,False,
579,1064,35165ECE010    ,2024,4,,,,（株）松尾製作所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,-0.8333333333333334,,,,,,,,2024-4,,,False,
580,1046,35165ECE010    ,2023,31,,,,（株）松尾製作所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,0.0,0.0,1.0,,,,,,,,2023-31,,,False,
581,1047,35165ECE010    ,2023,32,,,,（株）松尾製作所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0.0,0.0,-0.0714285714285714,,,,,,,,2023-32,,,False,
582,1048,35165ECE010    ,2023,34,,,,（株）松尾製作所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0.0,0.0,0.0,,,,,,,,2023-34,,,False,
583,1049,35165ECE010    ,2023,35,,,,（株）松尾製作所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0.0,0.0,0.0,,,,,,,,2023-35,,,False,
584,1050,35165ECE010    ,2023,36,,,,（株）松尾製作所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0.0,0.0,0.0,,,,,,,,2023-36,,,False,
585,1051,35165ECE010    ,2023,37,,,,（株）松尾製作所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0.0,0.0,0.0,,,,,,,,2023-37,,,False,
586,1052,35165ECE010    ,2023,38,,,,（株）松尾製作所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0.0,0.0,0.0,,,,,,,,2023-38,,,False,
587,1053,35165ECE010    ,2023,39,,,,（株）松尾製作所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,0.0,0.0,-0.07692307692307687,,,,,,,,2023-39,,,False,
588,1054,35165ECE010    ,2023,40,,,,（株）松尾製作所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0.0,0.0,0.08333333333333326,,,,,,,,2023-40,,,False,
589,1055,35165ECE010    ,2023,41,,,,（株）松尾製作所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,0.0,0.0,-0.07692307692307687,,,,,,,,2023-41,,,False,
590,1056,35165ECE010    ,2023,42,,,,（株）松尾製作所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,0.0,0.0,0.0,,,,,,,,2023-42,,,False,
591,1057,35165ECE010    ,2023,43,,,,（株）松尾製作所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,0.0,0.0,0.0,,,,,,,,2023-43,,,False,
592,1058,35165ECE010    ,2023,44,,,,（株）松尾製作所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0.0,0.0,0.08333333333333326,,,,,,,,2023-44,,,False,
593,1059,35165ECE010    ,2023,45,,,,（株）松尾製作所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,0.0,0.0,-0.07692307692307687,,,,,,,,2023-45,,,False,
594,1060,35165ECE010    ,2023,46,,,,（株）松尾製作所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,0.0,0.0,0.0,,,,,,,,2023-46,,,False,
595,1061,35165ECE010    ,2023,47,,,,（株）松尾製作所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,0.0,0.0,0.0,,,,,,,,2023-47,,,False,
596,15,35165ECE010    ,2023,48,4.0,3.0,3.0,（株）松尾製作所,2.055,0.06,1.3,1.65,1.86,4.42,0.63,1.1226715112698609,1.0,（株）松尾製作所,1.0,1.0,1.21,200.0,1.0,2.055,1.24,0.3499999999999999,0.2100000000000002,2.56,3.12,0.0,4.9523809523809526,2.7790853946858847,0.454155,8.807565698935385,1.5314492678715343,94.615,369.5,2.MGケース,12,0.0,0.0,0.0,0.48661800486617995,3.0,1.0,4.0,12.0,3.0,2.055,2023-48,-1.0550000000000002,2.055,False,-3.1650000000000005
597,135,35165ECE010    ,2023,49,3.0,10.0,11.0,（株）松尾製作所,2.1,0.09,1.31,1.65,4.94,6.43,0.63,1.1226715112698609,1.0,（株）松尾製作所,1.0,1.0,1.21,200.0,7.0,8.395,1.22,0.33999999999999986,3.2900000000000005,1.489999999999999,5.119999999999999,0.0,8.126984126984128,4.560550391279401,0.4641,6.464124111182934,1.1239743733842866,98.915,386.0,2.MGケース,10,-0.25,0.6410256410256407,-0.16666666666666666,0.8338296605122096,1.4285714285714286,1.1,0.9090909090909092,1.4285714285714286,1.5714285714285714,2.1,2023-49,-1.3949999999999996,2.1,False,-1.9928571428571422
598,257,35165ECE010    ,2023,50,4.0,9.0,9.0,（株）松尾製作所,1.955,0.06,1.3,1.66,5.41,6.44,0.63,1.1226715112698609,1.0,（株）松尾製作所,1.0,1.0,1.21,200.0,11.0,9.805,1.24,0.3599999999999999,3.75,1.0300000000000002,5.1400000000000015,0.0,8.15873015873016,4.578365041245337,0.432055,9.258080568446148,1.6097842687856792,99.77,390.0,2.MGケース,10,0.3333333333333333,0.003906250000000444,0.0,1.1218765935747068,0.8181818181818182,1.0,1.1111111111111112,0.9090909090909092,0.8181818181818182,1.955,2023-50,1.1950000000000003,1.955,False,0.977727272727273
599,380,35165ECE010    ,2023,51,4.0,10.0,9.0,（株）松尾製作所,2.0475,0.07,1.315,1.665,4.445,6.02,0.63,1.1226715112698609,1.0,（株）松尾製作所,1.0,1.0,1.21,200.0,8.0,10.145,1.245,0.3500000000000001,2.78,1.5749999999999993,4.705,0.0,7.4682539682539675,4.190896404486246,0.4524975000000001,8.839827844352731,1.5370589721494519,100.0,371.5,2.MGケース,9,0.0,-0.08463035019455277,-0.09999999999999998,0.7885657959586003,1.25,0.9,1.0,1.125,1.125,2.0475,2023-51,-2.1449999999999996,2.0475,False,-2.6812499999999995
600,1062,35165ECE010    ,2023,52,,,,（株）松尾製作所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0.0,0.0,-0.4444444444444444,,,,,,,,2023-52,,,False,
601,1084,35174ECB010    ,2024,2,,,,（株）浅賀井製作所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,0.0,0.0,0.0,,,,,,,,2024-2,,,False,
602,1085,35174ECB010    ,2024,3,,,,（株）浅賀井製作所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,-0.9523809523809524,,,,,,,,2024-3,,,False,
603,1086,35174ECB010    ,2024,4,,,,（株）浅賀井製作所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,0.0,0.0,21.0,,,,,,,,2024-4,,,False,
604,1067,35174ECB010    ,2023,31,,,,（株）浅賀井製作所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,0.0,0.0,0.3600000000000001,,,,,,,,2023-31,,,False,
605,1068,35174ECB010    ,2023,32,,,,（株）浅賀井製作所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,0.0,0.0,0.02941176470588225,,,,,,,,2023-32,,,False,
606,1069,35174ECB010    ,2023,34,,,,（株）浅賀井製作所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,0.0,0.0,-0.06666666666666665,,,,,,,,2023-34,,,False,
607,1070,35174ECB010    ,2023,35,,,,（株）浅賀井製作所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,0.0,0.0,-0.05102040816326525,,,,,,,,2023-35,,,False,
608,1071,35174ECB010    ,2023,36,,,,（株）浅賀井製作所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,0.0,0.0,0.10752688172043,,,,,,,,2023-36,,,False,
609,1072,35174ECB010    ,2023,37,,,,（株）浅賀井製作所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,0.0,0.0,-0.03883495145631066,,,,,,,,2023-37,,,False,
610,1073,35174ECB010    ,2023,38,,,,（株）浅賀井製作所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,0.0,0.0,-0.0505050505050505,,,,,,,,2023-38,,,False,
611,1074,35174ECB010    ,2023,39,,,,（株）浅賀井製作所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0.0,0.0,0.06382978723404252,,,,,,,,2023-39,,,False,
612,1075,35174ECB010    ,2023,40,,,,（株）浅賀井製作所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,0.0,0.0,-0.08999999999999997,,,,,,,,2023-40,,,False,
613,1076,35174ECB010    ,2023,41,,,,（株）浅賀井製作所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,0.0,0.0,-0.03296703296703296,,,,,,,,2023-41,,,False,
614,1077,35174ECB010    ,2023,42,,,,（株）浅賀井製作所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,0.0,0.0,-0.02272727272727271,,,,,,,,2023-42,,,False,
615,1078,35174ECB010    ,2023,43,,,,（株）浅賀井製作所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,0.0,0.0,0.08139534883720922,,,,,,,,2023-43,,,False,
616,1079,35174ECB010    ,2023,44,,,,（株）浅賀井製作所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0.0,0.0,0.07526881720430101,,,,,,,,2023-44,,,False,
617,1080,35174ECB010    ,2023,45,,,,（株）浅賀井製作所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,0.0,0.0,-0.020000000000000014,,,,,,,,2023-45,,,False,
618,1081,35174ECB010    ,2023,46,,,,（株）浅賀井製作所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,0.0,0.0,-0.061224489795918324,,,,,,,,2023-46,,,False,
619,1082,35174ECB010    ,2023,47,,,,（株）浅賀井製作所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,0.0,0.0,0.07608695652173902,,,,,,,,2023-47,,,False,
620,16,35174ECB010    ,2023,48,13.0,28.0,23.0,（株）浅賀井製作所,16.85,0.58,1.83,1.99,4.56,4.88,0.91,0.9680467276157309,1.0,（株）浅賀井製作所,1.0,4.0,6.88,20.0,19.0,16.85,1.25,0.15999999999999992,2.5699999999999994,0.3200000000000003,3.05,0.13,3.351648351648352,3.1506743558878147,3.3194500000000007,3.916311437135669,1.552340750735869,94.615,369.5,2.MGケース,79,0.0,0.0,-0.202020202020202,1.127596439169139,1.4736842105263157,0.8214285714285714,3.4347826086956523,4.157894736842104,1.2105263157894737,4.2125,2023-48,2.1499999999999986,6.4030000000000005,False,3.168421052631577
621,136,35174ECB010    ,2023,49,11.0,86.0,82.0,（株）浅賀井製作所,16.3,0.58,1.81,2.0,3.03,3.56,0.91,0.9680467276157309,1.0,（株）浅賀井製作所,1.0,4.0,6.88,20.0,71.0,81.80000000000003,1.23,0.18999999999999995,1.0299999999999998,0.5300000000000002,1.75,0.13,1.9230769230769231,1.80776397468973,3.2111000000000005,3.4256173896795485,1.3578402932935032,98.915,386.0,2.MGケース,82,-0.15384615384615385,-0.4262295081967212,0.03797468354430378,0.8679706601466991,1.2112676056338028,0.9534883720930232,1.0,1.1549295774647887,1.1549295774647887,4.075,2023-49,-10.800000000000026,6.194000000000001,False,-13.081690140845101
622,258,35174ECB010    ,2023,50,10.0,70.0,81.0,（株）浅賀井製作所,17.8,0.29,1.83,2.05,3.0,3.3,0.91,0.9680467276157309,1.0,（株）浅賀井製作所,1.0,4.0,6.88,20.0,85.0,88.85000000000002,1.54,0.21999999999999967,0.9500000000000002,0.2999999999999998,1.4699999999999998,0.13,1.615384615384615,1.518521738739373,3.5066000000000006,2.8517652426852216,1.1303777722514865,99.77,390.0,2.MGケース,91,-0.09090909090909094,-0.16000000000000014,0.10975609756097572,0.956668542487338,0.8235294117647058,1.1571428571428573,1.1234567901234571,1.0705882352941176,0.9529411764705882,4.45,2023-50,-3.8500000000000227,6.764,False,-3.170588235294136
623,381,35174ECB010    ,2023,51,12.0,91.0,76.0,（株）浅賀井製作所,17.2,0.61,1.83,2.08,4.42,4.61,0.91,0.9680467276157309,1.0,（株）浅賀井製作所,1.0,4.0,6.88,20.0,91.0,85.65,1.2200000000000002,0.25,2.34,0.1900000000000004,2.78,0.13,3.054945054945055,2.8717621997928284,3.3884000000000003,3.5414945106835085,1.4037714660053344,100.0,371.5,2.MGケース,77,0.2,0.8911564625850341,-0.15384615384615385,1.0624635143023935,1.0,0.8351648351648352,1.013157894736842,0.8461538461538461,0.8351648351648352,4.3,2023-51,5.349999999999994,6.536,False,5.349999999999994
624,1083,35174ECB010    ,2023,52,,,,（株）浅賀井製作所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,0.0,0.0,-0.4545454545454546,,,,,,,,2023-52,,,False,
625,1106,35174ECE010    ,2024,2,,,,（株）浅賀井製作所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,0.0,0.0,0.0,,,,,,,,2024-2,,,False,
626,1107,35174ECE010    ,2024,4,,,,（株）浅賀井製作所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0.0,0.0,-0.6818181818181819,,,,,,,,2024-4,,,False,
627,1089,35174ECE010    ,2023,31,,,,（株）浅賀井製作所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,0.0,0.0,0.5111111111111111,,,,,,,,2023-31,,,False,
628,1090,35174ECE010    ,2023,32,,,,（株）浅賀井製作所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,0.0,0.0,-0.029411764705882363,,,,,,,,2023-32,,,False,
629,1091,35174ECE010    ,2023,34,,,,（株）浅賀井製作所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,0.0,0.0,-0.015151515151515138,,,,,,,,2023-34,,,False,
630,1092,35174ECE010    ,2023,35,,,,（株）浅賀井製作所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,0.0,0.0,0.030769230769230663,,,,,,,,2023-35,,,False,
631,1093,35174ECE010    ,2023,36,,,,（株）浅賀井製作所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,0.0,0.0,-0.0149253731343284,,,,,,,,2023-36,,,False,
