="タイトル：かんばん手配品番一覧"

="ダウンロード日時：2023/07/12 13:19:02"

="手配担当工場：＜第１＞；手配担当整備室：＜第１工場＞；発注区分：＜かんばん＞；手配区分：＜仕入先手配：指定あり；仕入先直送：指定あり；仕入先支給：指定なし；他工場手配：指定なし；受給手配：指定なし；＞;品番上位桁：＜＞；仕入先ｺｰﾄﾞ：＜＞；"

="検索件数：＜  557＞；"
="IX000 処理が正常に完了しました；"

="品番",="加工図符号",="類別",="品名",="整備室",="整備室名",="手配区分",="工程内外製",="工程ｺｰﾄﾞ",="仕入先名/工場名",="発送場所",="発送場所名",="受給区分",="資材区分",="後工程内外製",="後工程ｺｰﾄﾞ",="後工程仕入先名/工場名",="受入場所",="受入場所名",="中継区分",="中継工場",="中継場所",="中継場所名","納入ｻｲｸﾙ.間隔","納入ｻｲｸﾙ.回数","納入ｻｲｸﾙ.情報","基準在庫.日数","基準在庫.枚数","MIN在庫日数","MAX在庫日数","便平均上限振れ率","便平均下限振れ率",="かんばん情報.仕入先",="かんばん情報.仕入先名",="かんばん情報.背番号",="かんばん情報.工場置場所",="かんばん情報.拠点置場所",="かんばん情報.品名略ｺｰﾄﾞ",="かんばん情報.品名略名",="かんばん情報.通箱ｺｰﾄﾞ",="かんばん情報.通箱名","かんばん情報.収容数",="かんばん情報.ｺﾝﾍﾞｱ区分",="かんばん情報.ﾌﾞﾛｯｸ区分",="かんばん情報.専用品区分",="かんばん情報.不良率","かんばん情報.保証率",="かんばん情報.設変符号",="かんばん情報.部品大別区分",="かんばん情報.部品大別名称",="かんばん情報.発注形態区分",="かんばん情報.発注形態名称",="かんばん情報.PLコード",="登録箱種",="縦(mm)",="横(mm)",="高(mm)",="容積(m3)",="総重量(Kg)",="パレタイズ発注",="箱数",="設定計画NO",="設定日",="設定担当部署コード",="担当部署名",="設定担当者コード",="担当者名"
="90564-63A046",="",="",="SHIM",="1Y",="第１工場",="手配",="Ｐ",="6454",="（株）ムロコーポレーション",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","01"," 0.73","  0.93"," 3.0","  0.93","  0.93","1.10","0.50",="205",="（株）ムロコーポレーション",="298",="S-SM-3-17",="10343",="0370",="ｼﾑ",="012",="TP-131 ﾊﾝﾖｳ","    100",="",="",="",="00"," 0.5",="",="06",="計画",="02",="計画・２社",="",="TP131ﾌﾀﾅｼ",=" 335.000",=" 168.000",=" 103.000",="   0.006",="   6.500",="しない",="",="MASTER01",="2022/04/19",="NE00",="１工工務Ｇ",="46548",="磯貝　玲奈"
="90564-63A047",="",="",="SHIM",="1Y",="第１工場",="手配",="Ｐ",="6454",="（株）ムロコーポレーション",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","01"," 0.73","  0.93"," 3.0","  0.93","  0.93","1.10","0.50",="205",="（株）ムロコーポレーション",="299",="S-SM-3-18",="10344",="0370",="ｼﾑ",="012",="TP-131 ﾊﾝﾖｳ","    100",="",="",="",="00"," 0.5",="",="06",="計画",="02",="計画・２社",="",="TP131ﾌﾀﾅｼ",=" 335.000",=" 168.000",=" 103.000",="   0.006",="   6.500",="しない",="",="MASTER01",="2022/04/19",="NE00",="１工工務Ｇ",="46548",="磯貝　玲奈"
="90564-63A048",="",="",="SHIM",="1Y",="第１工場",="手配",="Ｐ",="6454",="（株）ムロコーポレーション",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","01"," 0.73","  0.93"," 3.0","  0.93","  0.93","1.10","0.50",="205",="（株）ムロコーポレーション",="300",="S-SM-3-19",="10345",="0370",="ｼﾑ",="012",="TP-131 ﾊﾝﾖｳ","    100",="",="",="",="00"," 0.5",="",="06",="計画",="02",="計画・２社",="",="TP131ﾌﾀﾅｼ",=" 335.000",=" 168.000",=" 103.000",="   0.006",="   6.500",="しない",="",="MASTER01",="2022/04/19",="NE00",="１工工務Ｇ",="46548",="磯貝　玲奈"
="90564-63A049",="",="",="SHIM",="1Y",="第１工場",="手配",="Ｐ",="6454",="（株）ムロコーポレーション",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","01"," 0.73","  0.93"," 3.0","  0.93","  0.93","1.10","0.50",="205",="（株）ムロコーポレーション",="301",="S-SM-3-20",="10346",="0370",="ｼﾑ",="012",="TP-131 ﾊﾝﾖｳ","    100",="",="",="",="00"," 0.5",="",="06",="計画",="02",="計画・２社",="",="TP131ﾌﾀﾅｼ",=" 335.000",=" 168.000",=" 103.000",="   0.006",="   6.500",="しない",="",="MASTER01",="2022/04/19",="NE00",="１工工務Ｇ",="46548",="磯貝　玲奈"
="90564-63A050",="",="",="SHIM",="1Y",="第１工場",="手配",="Ｐ",="6454",="（株）ムロコーポレーション",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","01"," 0.73","  0.93"," 3.0","  0.93","  0.93","1.10","0.50",="205",="（株）ムロコーポレーション",="302",="S-SM-3-21",="10347",="0370",="ｼﾑ",="012",="TP-131 ﾊﾝﾖｳ","    100",="",="",="",="00"," 0.5",="",="06",="計画",="02",="計画・２社",="",="TP131ﾌﾀﾅｼ",=" 335.000",=" 168.000",=" 103.000",="   0.006",="   6.500",="しない",="",="MASTER01",="2022/04/19",="NE00",="１工工務Ｇ",="46548",="磯貝　玲奈"
="90564-63A051",="",="",="SHIM",="1Y",="第１工場",="手配",="Ｐ",="6454",="（株）ムロコーポレーション",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","01"," 0.73","  0.93"," 3.0","  0.93","  0.93","1.10","0.50",="205",="（株）ムロコーポレーション",="303",="S-SM-3-22",="10348",="0370",="ｼﾑ",="012",="TP-131 ﾊﾝﾖｳ","    100",="",="",="",="00"," 0.5",="",="06",="計画",="02",="計画・２社",="",="TP131ﾌﾀﾅｼ",=" 335.000",=" 168.000",=" 103.000",="   0.006",="   6.500",="しない",="",="MASTER01",="2022/04/19",="NE00",="１工工務Ｇ",="46548",="磯貝　玲奈"
="90564-63A052",="",="",="SHIM",="1Y",="第１工場",="手配",="Ｐ",="6454",="（株）ムロコーポレーション",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","01"," 0.73","  0.93"," 3.0","  0.93","  0.93","1.10","0.50",="205",="（株）ムロコーポレーション",="304",="S-SM-3-23",="10349",="0370",="ｼﾑ",="012",="TP-131 ﾊﾝﾖｳ","    100",="",="",="",="00"," 0.5",="",="06",="計画",="02",="計画・２社",="",="TP131ﾌﾀﾅｼ",=" 335.000",=" 168.000",=" 103.000",="   0.006",="   6.500",="しない",="",="MASTER01",="2022/04/19",="NE00",="１工工務Ｇ",="46548",="磯貝　玲奈"
="90564-63A053",="",="",="SHIM",="1Y",="第１工場",="手配",="Ｐ",="6454",="（株）ムロコーポレーション",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","01"," 0.73","  0.93"," 3.0","  0.93","  0.93","1.10","0.50",="205",="（株）ムロコーポレーション",="305",="S-SM-3-24",="10350",="0370",="ｼﾑ",="012",="TP-131 ﾊﾝﾖｳ","    100",="",="",="",="00"," 0.5",="",="06",="計画",="02",="計画・２社",="",="TP131ﾌﾀﾅｼ",=" 335.000",=" 168.000",=" 103.000",="   0.006",="   6.500",="しない",="",="MASTER01",="2022/04/19",="NE00",="１工工務Ｇ",="46548",="磯貝　玲奈"
="90564-63A054",="",="",="SHIM",="1Y",="第１工場",="手配",="Ｐ",="6454",="（株）ムロコーポレーション",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","01"," 0.73","  0.93"," 3.0","  0.93","  0.93","1.10","0.50",="205",="（株）ムロコーポレーション",="306",="S-SM-3-25",="10351",="0370",="ｼﾑ",="012",="TP-131 ﾊﾝﾖｳ","    100",="",="",="",="00"," 0.5",="",="06",="計画",="02",="計画・２社",="",="TP131ﾌﾀﾅｼ",=" 335.000",=" 168.000",=" 103.000",="   0.006",="   6.500",="しない",="",="MASTER01",="2022/04/19",="NE00",="１工工務Ｇ",="46548",="磯貝　玲奈"
="90564-63A055",="",="",="SHIM",="1Y",="第１工場",="手配",="Ｐ",="6454",="（株）ムロコーポレーション",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","01"," 0.73","  0.93"," 3.0","  0.93","  0.93","1.10","0.50",="205",="（株）ムロコーポレーション",="307",="S-SM-3-26",="10352",="0370",="ｼﾑ",="012",="TP-131 ﾊﾝﾖｳ","    100",="",="",="",="00"," 0.5",="",="06",="計画",="02",="計画・２社",="",="TP131ﾌﾀﾅｼ",=" 335.000",=" 168.000",=" 103.000",="   0.006",="   6.500",="しない",="",="MASTER01",="2022/04/19",="NE00",="１工工務Ｇ",="46548",="磯貝　玲奈"
="90564-63A056",="",="",="SHIM",="1Y",="第１工場",="手配",="Ｐ",="6454",="（株）ムロコーポレーション",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","01"," 0.73","  0.93"," 3.0","  0.93","  0.93","1.10","0.50",="205",="（株）ムロコーポレーション",="308",="S-SM-3-27",="10353",="0370",="ｼﾑ",="012",="TP-131 ﾊﾝﾖｳ","    100",="",="",="",="00"," 0.5",="",="06",="計画",="02",="計画・２社",="",="TP131ﾌﾀﾅｼ",=" 335.000",=" 168.000",=" 103.000",="   0.006",="   6.500",="しない",="",="MASTER01",="2022/04/19",="NE00",="１工工務Ｇ",="46548",="磯貝　玲奈"
="90105-12A019",="",="","BOLT, FLANGE",="1Y",="第１工場",="手配",="Ｐ",="6616",="（株）メイドー",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","06"," 4.56","  0.48"," 3.0","  0.55","  0.55","1.10","0.50",="631",="（株）メイドー",="001",="",="",="1836",="ﾎﾞﾙﾄ ﾌﾗﾝｼﾞ",="014",="TP-331 ﾊﾝﾖｳ","    210",="",="",="",="00"," 0.8",="",="",="",="",="",="",="TP331ﾌﾀﾅｼ",=" 335.000",=" 335.000",=" 103.000",="   0.012",="  10.489",="しない",="",="MASTER01",="2023/04/25",="NE00",="１工工務Ｇ",="42678",="藤井　織花"
="82125-ECA010",="",="","WIRE, TRANSMISSION",="1Y",="第１工場",="手配",="Ｐ",="7002",="矢崎総業（株）",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","01"," 1.79","  0.82"," 3.0","  1.03","  1.03","1.10","0.50",="058",="矢崎総業（株）",="007",="",="",="6402",="ﾜｲﾔ- T/M",="016",="TP-332 ﾊﾝﾖｳ","    100",="",="",="",="00"," 0.5",="",="",="",="",="",="",="TP332ﾌﾀｱﾘ",=" 335.000",=" 335.000",=" 216.000",="   0.024",="   9.300",="しない",="",="MASTER01",="2023/04/25",="NE00",="１工工務Ｇ",="42678",="藤井　織花"
="82125-ECB010",="",="","WIRE, TRANSMISSION",="1Y",="第１工場",="手配",="Ｐ",="7002",="矢崎総業（株）",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","01"," 1.79","  0.58"," 3.0","  1.03","  1.03","1.10","0.50",="058",="矢崎総業（株）",="001",="M-MG-21",="30487",="6402",="ﾜｲﾔ-T/M",="016",="TP-332 ﾊﾝﾖｳ","    100",="",="",="",="00"," 0.5",="",="08",="専用",="01",="後補充",="",="ＴＰ３３２フタアリ",=" 335.000",=" 335.000",=" 216.000",="   0.024",="   9.300",="しない",="",="MASTER01",="2023/06/19",="NE00",="１工工務Ｇ",="42678",="藤井　織花"
="82125-ECE010",="",="","WIRE, TRANSMISSION",="1Y",="第１工場",="手配",="Ｐ",="7002",="矢崎総業（株）",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","01"," 1.79","  0.58"," 3.0","  1.03","  1.03","1.10","0.50",="058",="矢崎総業（株）",="004",="S-TA-2-25",="30489",="6402",="ﾜｲﾔ-T/M",="016",="TP-332 ﾊﾝﾖｳ","    100",="",="",="",="00"," 0.5",="",="08",="専用",="01",="後補充",="",="ＴＰ３３２フタアリ",=" 335.000",=" 335.000",=" 216.000",="   0.024",="   5.800",="しない",="",="MASTER01",="2023/06/19",="NE00",="１工工務Ｇ",="42678",="藤井　織花"
="82824-ECA010",="",="","CONNECTOR, WIRING HARNESS",="1Y",="第１工場",="手配",="Ｐ",="7002",="矢崎総業（株）",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","01"," 1.79","  0.82"," 3.0","  1.03","  1.03","1.10","0.50",="058",="矢崎総業（株）",="009",="",="",="9208",="ﾜｲﾔﾘﾝｸﾞﾊｰﾈｽｺﾈｸﾀ",="014",="TP-331 ﾊﾝﾖｳ","     40",="",="",="",="00"," 0.5",="",="",="",="",="",="",="TP331ﾌﾀｱﾘ",=" 335.000",=" 335.000",=" 124.000",="   0.014",="   5.700",="しない",="",="MASTER01",="2023/04/25",="NE00",="１工工務Ｇ",="42678",="藤井　織花"
="82824-ECB010",="",="","CONNECTOR, WIRING HARNESS",="1Y",="第１工場",="手配",="Ｐ",="7002",="矢崎総業（株）",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","01"," 1.79","  0.57"," 3.0","  1.03","  1.03","1.10","0.50",="058",="矢崎総業（株）",="002",="M-MG-23",="20486",="9208",="ﾜｲﾔﾘﾝｸﾞﾊｰﾈｽｺﾈｸﾀ",="014",="TP-331 ﾊﾝﾖｳ","     32",="",="",="",="00"," 0.5",="",="08",="専用",="01",="後補充",="",="ＴＰ３３１フタアリ",=" 335.000",=" 335.000",=" 124.000",="   0.014",="   3.180",="しない",="",="MASTER01",="2023/06/19",="NE00",="１工工務Ｇ",="42678",="藤井　織花"
="82824-ECB020",="",="","CONNECTOR, WIRING HARNESS",="1Y",="第１工場",="手配",="Ｐ",="7002",="矢崎総業（株）",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","01"," 1.79","  0.58"," 3.0","  1.03","  1.03","1.10","0.50",="058",="矢崎総業（株）",="003",="M-MG-16",="20490",="9208",="ﾜｲﾔﾘﾝｸﾞﾊｰﾈｽｺﾈｸﾀ",="015",="TP-331 ｾﾝﾖｳ","     40",="",="",="",="00"," 0.5",="",="08",="専用",="01",="後補充",="",="ＴＰ３３１フタアリ",=" 335.000",=" 335.000",=" 124.000",="   0.014",="   5.700",="しない",="",="MASTER01",="2023/06/19",="NE00",="１工工務Ｇ",="42678",="藤井　織花"
="G1144-ECA020",="",="","TERMINAL, MOTOR CABLE",="1Y",="第１工場",="手配",="Ｐ",="7002",="矢崎総業（株）",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","01"," 1.79","  0.82"," 3.0","  1.03","  1.03","1.10","0.50",="058",="矢崎総業（株）",="008",="",="",="0033","ﾀｰﾐﾅﾙ,ﾓｰﾀｰ ｹｰﾌﾞﾙ",="014",="TP-331 ﾊﾝﾖｳ","      6",="",="",="",="00"," 0.5",="",="",="",="",="",="",="TP331ﾌﾀｱﾘ",=" 335.000",=" 335.000",=" 124.000",="   0.014",="   2.288",="しない",="",="MASTER01",="2023/04/25",="NE00",="１工工務Ｇ",="42678",="藤井　織花"
="G1144-ECE010",="",="","TERMINAL, MOTOR CABLE",="1Y",="第１工場",="手配",="Ｐ",="7002",="矢崎総業（株）",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","01"," 1.79","  0.58"," 3.0","  1.03","  1.03","1.10","0.50",="058",="矢崎総業（株）",="005",="M-MG-37",="20488",="0033","ﾀｰﾐﾅﾙ,ﾓｰﾀｰｹｰﾌﾞﾙ",="014",="TP-331 ﾊﾝﾖｳ","      8",="",="",="",="00"," 0.5",="",="08",="専用",="01",="後補充",="",="ＴＰ３３１フタアリ",=" 335.000",=" 335.000",=" 124.000",="   0.014",="   4.710",="しない",="",="MASTER01",="2023/06/19",="NE00",="１工工務Ｇ",="42678",="藤井　織花"
="G1174-ECA030",="",="","WIRE, MOTOR REVOLUTION SENSOR",="1Y",="第１工場",="手配",="Ｐ",="7002",="矢崎総業（株）",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","01"," 1.79","  0.82"," 3.0","  1.03","  1.03","1.10","0.50",="058",="矢崎総業（株）",="006",="",="",="6404","ﾜｲﾔ-,ﾓｰﾀｰ ﾚﾎﾞﾘｭｰｼｮﾝ ｾﾝｻｰ",="022",="TP-362 ﾊﾝﾖｳ","     50",="",="",="",="00"," 0.5",="",="",="",="",="",="",="TP331ﾌﾀｱﾘ",=" 625.000",=" 290.000",=" 172.000",="   0.031",="   6.250",="しない",="",="MASTER01",="2023/04/25",="NE00",="１工工務Ｇ",="42678",="藤井　織花"
="35847-ECB010",="",="","TUBE, TRANSAXLE LUBE APPLY",="1Y",="第１工場",="手配",="Ｐ",="7042",="（株）メタルテック",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","01"," 1.90","  0.51"," 3.0","  1.04","  1.04","1.10","0.50",="060",="（株）メタルテック",="001",="S-MG-15",="30354",="9168",="ﾁｭｰﾌﾞT/Aﾙｰﾌﾞｱﾌﾟﾗｲ",="016",="TP-332 ﾊﾝﾖｳ","     80",="",="",="",="00"," 0.5",="",="08",="専用",="01",="後補充",="",="ＴＰ３３２フタナシ",=" 335.000",=" 335.000",=" 195.000",="   0.022",="   2.900",="しない",="",="MASTER01",="2023/06/19",="NE00",="１工工務Ｇ",="42678",="藤井　織花"
="35847-ECB020",="",="","TUBE, TRANSAXLE LUBE APPLY",="1Y",="第１工場",="手配",="Ｐ",="7042",="（株）メタルテック",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","01"," 1.90","  0.50"," 3.0","  1.04","  1.04","1.10","0.50",="060",="（株）メタルテック",="002",="M-MG-25",="30355",="9168",="ﾁｭｰﾌﾞT/Aﾙｰﾌﾞｱﾌﾟﾗｲ",="016",="TP-332 ﾊﾝﾖｳ","     70",="",="",="",="00"," 0.5",="",="08",="専用",="01",="後補充",="",="ＴＰ３３２フタナシ",=" 335.000",=" 335.000",=" 195.000",="   0.022",="   2.740",="しない",="",="MASTER01",="2023/06/19",="NE00",="１工工務Ｇ",="42678",="藤井　織花"
="35847-ECE010",="",="","TUBE, TRANSAXLE LUBE APPLY",="1Y",="第１工場",="手配",="Ｐ",="7042",="（株）メタルテック",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","01"," 1.90","  0.50"," 3.0","  1.04","  1.04","1.10","0.50",="060",="（株）メタルテック",="004",="M-MG-44",="30357",="9168",="ﾁｭｰﾌﾞT/Aﾙｰﾌﾞｱﾌﾟﾗｲ",="016",="TP-332 ﾊﾝﾖｳ","     40",="",="",="",="00"," 0.5",="",="08",="専用",="01",="後補充",="",="ＴＰ３３２フタナシ",=" 335.000",=" 335.000",=" 195.000",="   0.022",="   3.300",="しない",="",="MASTER01",="2023/06/19",="NE00",="１工工務Ｇ",="42678",="藤井　織花"
="35847-ECE020",="",="","TUBE, TRANSAXLE LUBE APPLY",="1Y",="第１工場",="手配",="Ｐ",="7042",="（株）メタルテック",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","01"," 1.90","  0.49"," 3.0","  1.04","  1.04","1.10","0.50",="060",="（株）メタルテック",="005",="S-TA-2-24",="30358",="9168",="ﾁｭｰﾌﾞT/Aﾙｰﾌﾞｱﾌﾟﾗｲ",="016",="TP-332 ﾊﾝﾖｳ","     60",="",="",="",="00"," 0.5",="",="08",="専用",="01",="後補充",="",="ＴＰ３３２フタナシ",=" 335.000",=" 335.000",=" 195.000",="   0.022",="   3.500",="しない",="",="MASTER01",="2023/06/19",="NE00",="１工工務Ｇ",="42678",="藤井　織花"
="35882-ECB010",="",="","TUBE, DIFFERENTIAL GEAR LUBE APPLY",="1Y",="第１工場",="手配",="Ｐ",="7042",="（株）メタルテック",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","01"," 1.90","  0.50"," 3.0","  1.04","  1.04","1.10","0.50",="060",="（株）メタルテック",="003",="S-TA-2-22",="30356",="0342",="ﾁｭｰﾌﾞﾃﾞﾌｷﾞﾔﾘｭｰﾌﾞｱﾌﾟﾗｲ",="016",="TP-332 ﾊﾝﾖｳ","     50",="",="",="",="00"," 0.5",="",="08",="専用",="01",="後補充",="",="ＴＰ３３２フタナシ",=" 335.000",=" 335.000",=" 195.000",="   0.022",="   2.500",="しない",="",="MASTER01",="2023/06/19",="NE00",="１工工務Ｇ",="42678",="藤井　織花"
="01912-ECA020",="",="","CAP, SHIPPING",="1Y",="第１工場",="手配",="Ｐ",="9045",="日進工業（株）",="01",="丸共通運",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","01"," 0.81","  0.52"," 0.0","  0.52","  0.52","1.10","0.50",="085",="日進工業（株）",="001",="",="",="9998",="ｷｬｯﾌﾟｼｯﾋﾟﾝｸﾞ",="016",="TP-332 ﾊﾝﾖｳ","    100",="",="",="",="00"," 0.8",="",="",="",="",="",="",="TP332",=" 335.000",=" 335.000",=" 195.000",="   0.022",="   1.100",="しない",="",="MASTER01",="2023/04/25",="NE00",="１工工務Ｇ",="42678",="藤井　織花"
="35125-ECA010",="",="","TUBE, TRANSMISSION OIL PAN",="1Y",="第１工場",="手配",="Ｐ",="9407",="（株）ニフコ",="01",="名古屋事業所",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","01"," 2.14","  0.86"," 3.0","  1.07","  1.07","1.10","0.50",="071",="（株）ニフコ",="003",="",="",="0451",="ｵｲﾙﾊﾟﾝ",="012",="TP-131 ﾊﾝﾖｳ","    350",="",="",="",="00"," 0.5",="",="",="",="",="",="",="TP331ﾌﾀﾅｼ",=" 335.000",=" 168.000",=" 103.000",="   0.006",="   1.500",="しない",="",="MASTER01",="2023/04/25",="NE00",="１工工務Ｇ",="42678",="藤井　織花"
="35441-ECB010",="",="","STRAINER, OIL",="1Y",="第１工場",="手配",="Ｐ",="9407",="（株）ニフコ",="01",="名古屋事業所",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","01"," 2.14","  0.67"," 3.0","  1.07","  1.07","1.10","0.50",="071",="（株）ニフコ",="001",="R-1-1",="20141",="2387",="ｽﾄﾚｰﾅｰｵｲﾙ",="014",="TP-331 ﾊﾝﾖｳ","     48",="",="",="",="00"," 0.5",="",="08",="専用",="01",="後補充",="",="ＴＰ３３１フタナシ",=" 335.000",=" 335.000",=" 103.000",="   0.012",="   0.750",="しない",="",="MASTER01",="2023/06/19",="NE00",="１工工務Ｇ",="42678",="藤井　織花"
="35441-TFA010",="",="","STRAINER, OIL",="1Y",="第１工場",="手配",="Ｐ",="9407",="（株）ニフコ",="01",="名古屋事業所",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","01"," 2.14","  0.67"," 3.0","  1.07","  1.07","1.10","0.50",="071",="（株）ニフコ",="002",="R-4-1",="20140",="2387",="ｽﾄﾚｰﾅｰｵｲﾙ",="014",="TP-331 ﾊﾝﾖｳ","    100",="",="",="",="00"," 0.5",="",="08",="専用",="01",="後補充",="",="ＴＰ３３１フタナシ",=" 335.000",=" 335.000",=" 103.000",="   0.012",="   0.690",="しない",="",="MASTER01",="2023/06/19",="NE00",="１工工務Ｇ",="42678",="藤井　織花"
="35409-ECA020",="",="","SPRING SUB-ASSY, MANUAL DETENT",="1Y",="第１工場",="手配",="Ｐ",="9470",="サンコール（株）",="01",="豊田",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","01"," 2.26","  0.87"," 3.0","  1.08","  1.08","1.10","0.50",="068",="サンコール（株）",="002",="",="",="9162",="ｽﾌﾟﾘﾝｸﾞ S/A ﾃﾞｨﾃﾝﾄ",="012",="TP-131 ﾊﾝﾖｳ","    150",="",="",="",="00"," 0.5",="",="",="",="",="",="",="TP131ﾌﾀﾅｼ",=" 168.000",=" 335.000",=" 103.000",="   0.006",="   2.600",="しない",="",="MASTER01",="2023/04/25",="NE00",="１工工務Ｇ",="42678",="藤井　織花"
