,Unnamed: 0,Unnamed: 0.1,品番,Year,Week_Number,在庫数（箱）,入庫数（箱）,出庫数（箱）,基準在庫日数,基準在庫日数（基準在庫枚数込み）,基準在庫枚数,A,B,C,収容数,印刷検収LT,検収入庫LT,入庫出庫LT,出庫回収LT,社内LT（検収回収LT）,回収かんばん数,日量数（箱数）,社内LT/設計値LT,社内LT/設計値LT（基準在庫枚数込み）,順立装置在庫量/設計値MIN,不等ピッチ係数,順立装置在庫量/設計値MAX,時間稼働率,加工数,先週からの順立装置在庫量増加率,先週からの社内LT増加率,先週からの回収かんばん増加率,納入かんばん数,納入数/日量数,入庫数/納入数,出庫数/入庫数,回収数/出庫数,回収数/納入数,便Ave,箱種類_AW131ﾌﾀﾅｼ,箱種類_TP131ﾌﾀﾅｼ,箱種類_TP341ﾌﾀﾅｼ,箱種類_サンボックス＃２０Ｂフタナシ,箱種類_サンボックス＃２４Ａフタアリ,箱種類_サンボックス＃２４Ｂフタナシ,箱種類_サンボックス＃９Ｂフタナシ,箱種類_サンボックス＃９Ｆフタナシ,箱種類_サンボックス＃Ｋ１０Ｂフタナシ,箱種類_サンボックスＣ３フタナシ,箱種類_テンバコ１０フタナシ,箱種類_ＡＷ１３１フタナシ,箱種類_Ｔ２０３フタナシ,箱種類_ＴＰ１３１フタナシ,箱種類_ＴＰ３３１フタアリ,箱種類_ＴＰ３３１フタナシ,箱種類_ＴＰ３３１．５フタアリ,箱種類_ＴＰ３３１．５フタナシ,箱種類_ＴＰ３３２,箱種類_ＴＰ３３２フタアリ,箱種類_ＴＰ３３２フタナシ,箱種類_ＴＰ３４１フタナシ,箱種類_ＴＰ３４２フタアリ,箱種類_ＴＰ３４２フタナシ,箱種類_ＴＰ３６２フタナシ,箱種類_ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,箱種類_ｻﾝﾎﾞｯｸｽ＃K-10Bﾌﾀﾅｼ,仕入先名_アイコー（株）,仕入先名_アイシン機工（株）,仕入先名_アイシン精機（株）,仕入先名_サトープレス工業（株）,仕入先名_サンコール（株）,仕入先名_マレリ（株）,仕入先名_ミズショー（株）,仕入先名_三共鋼業（株）,仕入先名_中庸スプリング（株）,仕入先名_五興商事（株）,仕入先名_伊藤金属工業（株）,仕入先名_住友電気工業（株）,仕入先名_住友電装（株）,仕入先名_佐藤工業（株）,仕入先名_多摩川精機販売（株）,仕入先名_大橋鉄工（株）,仕入先名_小川工業（株）,仕入先名_岡谷鋼機（株）,仕入先名_愛産樹脂工業（株）,仕入先名_新光ゴム工業（株）,仕入先名_日本精工（株）,仕入先名_矢崎総業（株）,仕入先名_石黒ゴム工業（株）,仕入先名_（株）オンド,仕入先名_（株）オーハシテクニカ,仕入先名_（株）ギフ加藤製作所,仕入先名_（株）ジェイテクト,仕入先名_（株）ニフコ,仕入先名_（株）バルカー,仕入先名_（株）ムロコーポレーション,仕入先名_（株）メタルテック,仕入先名_（株）旭工業所,仕入先名_（株）杉浦製作所,仕入先名_（株）東郷製作所,仕入先名_（株）松尾製作所,仕入先名_（株）槌屋,仕入先名_（株）浅賀井製作所,仕入先名_（株）青山製作所,仕入先名_ＮＯＫ（株）,使用工程_1.デフ・大物ギヤ・Brg,使用工程_2.MGケース,使用工程_3.ギヤサブ・共通部品,使用工程_4.TA・カバー・メイン,使用工程_7.ファイナル前半,使用工程_8.ファイナル後半
156,163,241,35501ECB010    ,2023,37,4.0,21.0,18.0,0.6,0.8549781447304516,1.0,1.0,1.0,1.38,100.0,1.33,0.2599999999999998,0.8300000000000001,0.29000000000000004,2.04,21.0,19.37,3.4000000000000004,2.3860259032038176,0.8676676659305953,0.0,0.18862436924076195,99.44,462.0,-0.2,-0.3482428115015974,-0.045454545454545414,21.0,1.0841507485802788,1.0,0.8571428571428571,1.1666666666666667,1.0,19.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
157,164,242,35501ECB010    ,2023,38,4.0,21.0,18.0,0.6,0.8549781447304516,1.0,1.0,1.0,1.38,100.0,1.3199999999999998,0.27,1.2100000000000004,0.2999999999999998,1.81,19.0,18.73,3.016666666666667,2.117013178822995,0.8973156801428526,0.0,0.19451642935423416,99.905,450.0,0.0,-0.11274509803921573,-0.09523809523809523,21.0,1.1211959423384943,1.0,0.8571428571428571,1.0555555555555556,0.9047619047619048,18.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
158,165,243,35501ECB010    ,2023,39,4.5,21.0,19.0,0.6,0.8549781447304516,1.0,1.0,1.0,1.38,100.0,1.34,0.29499999999999993,1.0950000000000002,0.2549999999999999,2.31,22.0,19.66,3.85,2.7018234492160875,0.9617275190849484,0.0,0.20828774609746128,99.955,464.0,0.125,0.2762430939226519,0.1578947368421053,21.0,1.0681586978636826,1.0,0.9047619047619048,1.1578947368421053,1.0476190476190477,19.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
159,166,246,35505ECB010    ,2023,36,14.5,76.0,78.0,0.81,0.8711947547353085,1.0,1.0,2.0,2.34,24.0,1.1900000000000002,0.1499999999999999,0.7999999999999998,0.1900000000000004,1.2400000000000002,87.0,86.125,1.5308641975308643,1.4233327201065902,1.0081433649392073,0.1,0.2997298708417843,99.895,480.0,-0.1944444444444444,-0.11743772241992854,2.9545454545454546,82.0,0.9521044992743106,0.9268292682926828,1.0263157894736843,1.1153846153846154,1.0609756097560976,43.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
160,167,247,35505ECB010    ,2023,37,12.0,76.0,76.0,0.81,0.8711947547353085,1.0,1.0,2.0,2.34,24.0,1.1800000000000002,0.1299999999999999,0.52,0.22,1.0699999999999994,83.0,80.70833333333336,1.3209876543209869,1.2281983955758469,0.8903205463105794,0.1,0.26501823042505906,99.44,462.0,-0.1724137931034483,-0.13709677419354904,-0.04597701149425293,85.0,1.0531750129065562,0.8941176470588236,1.0,1.0921052631578947,0.9764705882352941,40.35416666666668,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
161,168,248,35505ECB010    ,2023,38,11.0,70.0,73.0,0.81,0.8711947547353085,1.0,1.0,2.0,2.34,24.0,1.1800000000000002,0.27,0.7499999999999998,0.18999999999999995,1.1999999999999995,79.0,78.04166666666666,1.4814814814814807,1.3774187613934734,0.8440140541128102,0.1,0.25133130925211233,99.905,450.0,-0.08333333333333337,0.12149532710280385,-0.048192771084337394,78.0,0.9994660971703152,0.8974358974358975,1.042857142857143,1.082191780821918,1.0128205128205128,39.02083333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
162,169,249,35505ECB010    ,2023,39,12.0,79.0,77.0,0.81,0.8711947547353085,1.0,1.0,2.0,2.34,24.0,1.18,0.1100000000000001,0.6900000000000002,0.16999999999999993,1.18,85.0,81.91666666666667,1.4567901234567902,1.354461782036916,0.8771876389641874,0.1,0.26125944208287555,99.955,464.0,0.09090909090909084,-0.016666666666666274,0.07594936708860756,87.0,1.06205493387589,0.9080459770114944,0.9746835443037974,1.103896103896104,0.9770114942528736,40.958333333333336,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
163,170,252,35556ECB010    ,2023,36,4.0,17.0,18.0,0.75,1.0049781447304516,1.0,1.0,2.0,3.8,100.0,1.915,0.43000000000000016,0.9299999999999996,0.2499999999999996,1.59,20.0,20.67,2.12,1.5821239579557809,0.8063215610385419,0.12,0.3285469096976884,99.895,480.0,-0.33333333333333337,-0.2723112128146453,2.333333333333333,18.0,0.8708272859216255,0.9444444444444444,1.0588235294117647,1.1111111111111112,1.1111111111111112,10.335,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
164,171,253,35556ECB010    ,2023,37,4.0,19.0,18.0,0.75,1.0049781447304516,1.0,1.0,2.0,3.8,100.0,1.9,0.4399999999999995,0.71,0.17999999999999972,1.5099999999999998,13.0,19.37,2.013333333333333,1.5025202368007733,0.8604371020478404,0.12,0.3474050591511891,99.44,462.0,0.0,-0.050314465408805235,-0.35,13.0,0.6711409395973156,1.4615384615384617,0.9473684210526316,0.7222222222222222,1.0,9.685,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
165,172,254,35556ECB010    ,2023,38,3.0,18.0,17.0,0.75,1.0049781447304516,1.0,1.0,2.0,3.8,100.0,1.92,0.4200000000000004,0.7000000000000002,0.27999999999999936,1.5,17.0,18.73,2.0,1.4925697716563977,0.6673785371062467,0.12,0.27350106848675565,99.905,450.0,-0.25,-0.0066225165562912025,0.3076923076923077,16.0,0.8542445274959957,1.125,0.9444444444444444,1.0,1.0625,9.365,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
166,173,255,35556ECB010    ,2023,39,5.0,22.0,18.0,0.75,1.0049781447304516,1.0,1.0,2.0,3.8,100.0,1.93,0.42000000000000015,1.0,0.21,1.6399999999999997,17.0,19.66,2.186666666666666,1.6318762836776608,1.0596812478806374,0.12,0.4211348637775091,99.955,464.0,0.6666666666666667,0.09333333333333303,0.0,19.0,0.9664292980671414,1.1578947368421053,0.8181818181818182,0.9444444444444444,0.8947368421052632,9.83,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
167,174,258,35557ECB010    ,2023,36,9.0,38.0,41.0,0.89,1.0072899465760077,1.0,1.0,2.0,4.94,46.0,2.51,0.2200000000000002,1.23,0.25,1.7299999999999995,41.0,44.93478260869565,1.9438202247191003,1.7174796649967934,0.6743780328685989,0.05,0.35449108841771304,99.895,480.0,-0.1818181818181817,0.05487804878048763,2.1538461538461537,37.0,0.8234155781325593,1.027027027027027,1.0789473684210529,1.0,1.108108108108108,22.467391304347824,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
168,175,259,35557ECB010    ,2023,37,7.0,33.0,38.0,0.89,1.0072899465760077,1.0,1.0,2.0,4.94,46.0,2.22,0.3799999999999999,0.6850000000000003,0.25,1.5500000000000005,28.0,42.10869565217392,1.7415730337078654,1.5387823588121563,0.5597186805240495,0.05,0.2951158169240867,99.44,462.0,-0.2222222222222222,-0.10404624277456608,-0.3170731707317073,27.0,0.6411977284460506,1.2222222222222223,1.1515151515151516,0.7368421052631579,1.037037037037037,21.05434782608696,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
169,176,260,35557ECB010    ,2023,38,8.0,37.0,39.0,0.89,1.0072899465760077,1.0,1.0,2.0,4.94,46.0,3.3450000000000006,0.2099999999999997,0.8499999999999999,0.2350000000000003,1.4449999999999998,36.0,40.71739130434782,1.6235955056179774,1.4345422635377842,0.6615361660743402,0.05,0.34697973724807984,99.905,450.0,0.1428571428571428,-0.0677419354838712,0.2857142857142858,37.0,0.9087026161238656,1.0,1.054054054054054,0.9230769230769232,0.972972972972973,20.35869565217391,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
170,177,261,35557ECB010    ,2023,39,11.0,41.0,41.0,0.89,1.0072899465760077,1.0,1.0,2.0,4.94,46.0,4.19,0.17999999999999972,1.2100000000000004,0.2250000000000001,1.755,40.0,42.73913043478261,1.9719101123595504,1.7422987353002155,0.86658377604461,0.05,0.4513171287569917,99.955,464.0,0.375,0.2145328719723183,0.11111111111111116,41.0,0.9593082400813836,1.0,1.0,0.975609756097561,0.975609756097561,21.369565217391305,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
171,178,264,35580ECB011    ,2023,36,54.0,232.0,306.0,0.9,0.9459016393442624,3.0,1.0,4.0,8.04,6.0,0.97,0.6499999999999999,0.965,0.16999999999999993,1.5700000000000005,338.0,344.5,1.7444444444444451,1.6597920277296363,0.6935792542738609,0.14,0.5190132864232639,99.895,480.0,-0.2230215827338129,-0.3276231263383296,2.4489795918367347,335.0,0.9724238026124818,0.6925373134328359,1.3189655172413792,1.1045751633986929,1.008955223880597,86.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
172,179,265,35580ECB011    ,2023,37,33.0,320.0,304.0,0.9,0.9459016393442624,3.0,1.0,4.0,8.04,6.0,0.98,0.48,0.5,0.16999999999999993,1.2600000000000002,334.0,322.6666666666667,1.4,1.3320623916811092,0.4525341914722446,0.14,0.3393227772864932,99.44,462.0,-0.3888888888888888,-0.19745222929936312,-0.011834319526627168,342.0,1.0599173553719008,0.935672514619883,0.95,1.0986842105263157,0.9766081871345028,80.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
173,180,266,35580ECB011    ,2023,38,78.0,309.0,284.0,0.9,0.9459016393442624,3.0,1.0,4.0,8.04,6.0,1.0099999999999998,0.49,1.2400000000000002,0.1800000000000006,2.2700000000000005,312.0,312.16666666666663,2.5222222222222226,2.399826689774697,1.1056040897901718,0.14,0.82317031007567,99.905,450.0,1.3636363636363638,0.8015873015873016,-0.06586826347305386,309.0,0.9898558462359852,1.0,0.9190938511326858,1.0985915492957747,1.0097087378640777,78.04166666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
174,181,267,35580ECB011    ,2023,39,85.0,275.0,311.0,0.9,0.9459016393442624,3.0,1.0,4.0,8.04,6.0,1.0099999999999998,0.3400000000000001,1.4700000000000006,0.16999999999999993,2.12,335.0,327.66666666666663,2.355555555555556,2.241247833622184,1.1478317233680535,0.14,0.854719489877293,99.955,464.0,0.08974358974358965,-0.0660792951541852,0.07371794871794868,338.0,1.031536113936928,0.8136094674556213,1.1309090909090909,1.0771704180064308,0.9911242603550297,81.91666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
175,182,270,35595ECB010    ,2023,36,10.0,45.0,47.0,0.57,0.6719912578921806,1.0,1.0,1.0,1.78,40.0,1.83,0.25,0.8199999999999994,0.21,1.3199999999999994,51.0,51.675,2.3157894736842097,1.964311268185858,0.6961049447814752,0.0,0.18196754426970974,99.895,480.0,-0.16666666666666666,-0.3972602739726029,2.923076923076924,45.0,0.8708272859216256,1.0,1.0444444444444445,1.0851063829787233,1.1333333333333333,51.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
176,183,271,35595ECB010    ,2023,37,7.0,50.0,44.0,0.57,0.6719912578921806,1.0,1.0,1.0,1.78,40.0,1.84,0.20000000000000007,0.75,0.21,1.22,50.0,48.425,2.1403508771929824,1.8154998084748093,0.5199763782159609,0.0,0.13627631409903704,99.44,462.0,-0.30000000000000004,-0.07575757575757536,-0.019607843137254943,50.0,1.0325245224574082,1.0,0.88,1.1363636363636365,1.0,48.425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
177,184,272,35595ECB010    ,2023,38,8.0,47.0,43.0,0.57,0.6719912578921806,1.0,1.0,1.0,1.78,40.0,1.82,0.17000000000000035,0.7600000000000002,0.2200000000000002,1.2100000000000002,47.0,46.825,2.12280701754386,1.8006186625037044,0.6145644082705005,0.0,0.16070448214022978,99.905,450.0,0.1428571428571428,-0.008196721311475197,-0.06000000000000005,47.0,1.003737319807795,1.0,0.9148936170212766,1.0930232558139534,1.0,46.825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
178,185,273,35595ECB010    ,2023,39,7.0,40.0,46.0,0.57,0.6719912578921806,1.0,1.0,1.0,1.78,40.0,1.83,0.18500000000000005,0.7749999999999999,0.21,1.1849999999999998,50.0,49.15,2.0789473684210527,1.7634157975759417,0.5123063299106391,0.0,0.1343059480246538,99.955,464.0,-0.125,-0.020661157024793653,0.06382978723404252,52.0,1.0579857578840286,0.7692307692307693,1.15,1.0869565217391304,0.9615384615384616,49.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
179,186,276,3559850A010    ,2023,36,1.0,19.0,18.0,0.9,1.1549781447304517,1.0,1.0,2.0,3.92,100.0,1.985,0.3500000000000001,0.9799999999999998,0.2650000000000001,1.89,20.0,20.67,2.1,1.6363946007316763,0.19666379537525416,0.32,0.08646656611987508,99.895,480.0,-0.8,-0.28136882129277585,2.333333333333333,19.0,0.919206579583938,1.0,0.9473684210526316,1.1111111111111112,1.0526315789473684,10.335,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
180,187,277,3559850A010    ,2023,37,1.5,18.0,18.0,0.9,1.1549781447304517,1.0,1.0,2.0,3.92,100.0,1.975,0.3300000000000001,0.5950000000000002,0.23,1.3400000000000003,20.0,19.37,1.4888888888888892,1.1601951137462685,0.31479406172481955,0.32,0.13675782136753886,99.44,462.0,0.5,-0.2910052910052907,0.0,20.0,1.0325245224574082,0.9,1.0,1.1111111111111112,1.0,9.685,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
181,188,278,3559850A010    ,2023,38,1.0,19.0,17.0,0.9,1.1549781447304517,1.0,1.0,2.0,3.92,100.0,1.99,0.31000000000000005,1.0100000000000002,0.2599999999999998,1.67,19.0,18.73,1.855555555555556,1.445914805937513,0.21703367060365744,0.32,0.09507028558502584,99.905,450.0,-0.33333333333333337,0.2462686567164176,-0.05000000000000005,19.0,1.0144153764014952,1.0,0.8947368421052632,1.1176470588235294,1.0,9.365,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
182,189,279,3559850A010    ,2023,39,3.0,20.0,18.0,0.9,1.1549781447304517,1.0,1.0,2.0,3.92,100.0,2.5,0.35499999999999976,1.0250000000000004,0.21999999999999967,1.7550000000000003,20.0,19.66,1.9500000000000004,1.5195092721079857,0.6203012182715927,0.32,0.2623914075845121,99.955,464.0,2.0,0.05089820359281472,0.05263157894736836,20.0,1.017293997965412,1.0,0.9,1.1111111111111112,1.0,9.83,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
183,190,282,35771ECB010    ,2023,36,27.0,437.0,459.0,0.79,0.8205973773676543,3.0,1.0,6.0,4.92,4.0,0.8200000000000001,0.2,0.22,0.11999999999999987,0.5699999999999998,504.0,516.75,0.7215189873417719,0.6946159172826863,0.5295571333307183,0.12,0.2400169459786692,99.895,480.0,-0.3414634146341463,-0.28301886792452857,2.652173913043478,494.0,0.9559748427672956,0.8846153846153846,1.0503432494279177,1.0980392156862746,1.0202429149797572,86.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
184,191,283,35771ECB010    ,2023,37,19.0,449.0,443.0,0.79,0.8205973773676543,3.0,1.0,6.0,4.92,4.0,0.8099999999999998,0.21,0.1399999999999999,0.1299999999999999,0.55,438.0,484.25,0.6962025316455697,0.6702434289569782,0.3976614714869749,0.12,0.1804051608904156,99.44,462.0,-0.2962962962962963,-0.03508771929824528,-0.13095238095238093,442.0,0.9127516778523492,1.015837104072398,0.9866369710467706,0.9887133182844244,0.9909502262443441,80.70833333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
185,192,284,35771ECB010    ,2023,38,26.5,431.0,433.0,0.79,0.8205973773676543,3.0,1.0,6.0,4.92,4.0,0.8,0.17999999999999985,0.2400000000000001,0.1499999999999999,0.54,452.0,468.25,0.6835443037974683,0.6580571847941241,0.5735847967561796,0.12,0.25973325511834205,99.905,450.0,0.3947368421052631,-0.018181818181818188,0.031963470319634764,454.0,0.9695675387079552,0.9493392070484582,1.0046403712296983,1.043879907621247,0.9955947136563876,78.04166666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
186,193,285,35771ECB010    ,2023,39,48.0,488.0,459.0,0.79,0.8205973773676543,3.0,1.0,6.0,4.92,4.0,0.8099999999999998,0.2200000000000002,0.4699999999999998,0.13000000000000034,0.8700000000000001,487.0,491.5,1.1012658227848102,1.0602032421683112,0.9897995655879684,0.12,0.4465886229750321,99.955,464.0,0.8113207547169812,0.6111111111111112,0.07743362831858414,474.0,0.9643947100712106,1.029535864978903,0.9405737704918032,1.0610021786492374,1.0274261603375527,81.91666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
187,194,288,35771ECE010    ,2023,36,47.0,381.0,400.0,0.79,0.8138230289279638,2.0,1.0,6.0,4.92,6.0,0.8200000000000001,0.2,0.4899999999999999,0.1200000000000001,0.8799999999999999,434.0,443.33333333333337,1.1139240506329111,1.0813161691420925,1.0744767323714692,0.12,0.4838874125015807,99.895,480.0,-0.17543859649122806,-0.3125000000000001,2.5867768595041323,425.0,0.9586466165413532,0.8964705882352941,1.0498687664041997,1.085,1.0211764705882354,73.8888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
