,品番,Year,Week_Number,在庫数（箱）,入庫数（箱）,出庫数（箱）,基準在庫日数,基準在庫日数（基準在庫枚数込み）,基準在庫枚数,箱種類,A,B,C,収容数,印刷検収LT,検収入庫LT,入庫出庫LT,出庫回収LT,社内LT（検収回収LT）,仕入先名,回収かんばん数,日量数（箱数）,社内LT/設計値LT,社内LT/設計値LT（基準在庫枚数込み）,順立装置在庫量/設計値MIN,不等ピッチ係数,順立装置在庫量/設計値MAX,時間稼働率,加工数,先週からの順立装置在庫量増加率,先週からの社内LT増加率,先週からの回収かんばん増加率,使用工程,納入かんばん数,納入数/日量数,入庫数/納入数,出庫数/入庫数,回収数/出庫数,回収数/納入数,便Ave
586,9034108A010    ,2023,36,1.0,4.0,3.0,0.47,1.7448907236522584,1.0,ＴＰ３３１フタナシ,1.0,2.0,1.06,1000.0,0.5599999999999999,0.26,3.39,1.6100000000000003,5.75,（株）杉浦製作所,3.0,1.6560000000000001,12.23404255319149,3.2953353021240117,5.86276441067492,0.12,0.14763275867341455,99.89500000000001,480.0,-0.5,-0.17621776504297992,0.5,2.MGケース,4.0,2.4154589371980673,1.0,0.75,1.0,0.75,0.8280000000000001
587,9034108A010    ,2023,37,1.0,2.0,1.0,0.47,1.7448907236522584,1.0,ＴＰ３３１フタナシ,1.0,2.0,1.06,1000.0,0.53,0.2399999999999999,0.6100000000000001,3.43,4.94,（株）杉浦製作所,3.0,0.8220000000000001,10.510638297872342,2.8311228508682813,11.811116622965532,0.12,0.08154467386046849,99.44,462.0,0.0,-0.14086956521739125,0.0,2.MGケース,2.0,2.4330900243309,1.0,0.5,3.0,1.5,0.41100000000000003
588,9034108A010    ,2023,38,1.0,5.0,2.0,0.47,1.7448907236522584,1.0,ＴＰ３３１フタナシ,1.0,2.0,1.06,1000.0,0.525,0.19,0.91,1.0700000000000003,3.5,（株）杉浦製作所,4.0,2.2699999999999996,7.446808510638299,2.005856270858094,4.276977032633336,0.12,0.18097984917755044,99.905,450.0,0.0,-0.2914979757085021,0.33333333333333326,2.MGケース,6.0,2.6431718061674014,0.8333333333333334,0.4,2.0,0.6666666666666666,1.1349999999999998
589,9034108A010    ,2023,39,1.0,4.0,1.0,0.47,1.7448907236522584,1.0,ＴＰ３３１フタナシ,1.0,2.0,1.06,1000.0,0.54,0.18999999999999972,1.0599999999999998,1.4350000000000007,3.4800000000000004,（株）杉浦製作所,4.0,2.3899999999999997,7.4042553191489375,1.9943942350246193,4.06223341593208,0.12,0.18598653171772433,99.955,464.0,0.0,-0.005714285714285561,0.0,2.MGケース,3.0,1.2552301255230127,1.3333333333333333,0.25,4.0,1.3333333333333333,1.1949999999999998
592,9034114A004    ,2023,36,1.0,3.0,2.0,0.5,1.7748907236522584,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,500.0,1.9000000000000001,0.30000000000000004,2.7749999999999995,0.8800000000000003,4.75,（株）青山製作所,4.0,2.49,9.5,2.6762210972773293,3.5645540742853066,0.08,0.24366150686602328,99.89500000000001,480.0,-0.5,-0.06771344455348394,1.0,2.MGケース,4.0,1.6064257028112447,0.75,0.6666666666666666,2.0,1.0,0.41500000000000004
593,9034114A004    ,2023,37,1.0,2.0,1.0,0.5,1.7748907236522584,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,500.0,0.93,0.31500000000000006,1.245,1.86,3.825,（株）青山製作所,4.0,1.6460000000000001,7.65,2.15506225201806,5.392308411282147,0.08,0.1739450570944836,99.44,462.0,0.0,-0.1947368421052631,0.0,2.MGケース,2.0,1.215066828675577,1.0,0.5,4.0,2.0,0.2743333333333334
594,9034114A004    ,2023,38,1.0,3.0,2.0,0.5,1.7748907236522584,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,500.0,0.8599999999999999,0.08999999999999986,0.03000000000000025,0.8300000000000001,0.9500000000000002,（株）青山製作所,1.0,0.758,1.9000000000000004,0.535244219455466,11.7094190566892,0.08,0.0842200838589736,99.905,450.0,0.0,-0.7516339869281046,-0.75,2.MGケース,3.0,3.9577836411609497,1.0,0.6666666666666666,0.5,0.3333333333333333,0.12633333333333333
595,9034114A004    ,2023,39,1.0,3.0,1.0,0.5,1.7748907236522584,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,500.0,0.9099999999999999,0.16499999999999992,0.5850000000000002,1.4600000000000002,3.6,（株）青山製作所,4.0,1.6139999999999999,7.2,2.0282938842522915,5.499219110886254,0.08,0.17097176094276256,99.955,464.0,0.0,2.7894736842105257,3.0,2.MGケース,5.0,3.0978934324659235,0.6,0.3333333333333333,4.0,0.8,0.26899999999999996
598,9034118A024    ,2023,36,4.0,11.0,12.0,0.52,1.7111514463981852,3.0,ＴＰ１３１フタナシ,1.0,6.0,5.76,200.0,0.92,0.18000000000000016,2.7099999999999995,0.29000000000000004,4.15,（株）青山製作所,13.0,13.3,7.980769230769231,2.42526750553574,2.669395381945989,0.08,0.720582829910845,99.89500000000001,480.0,-0.19999999999999996,0.646825396825397,3.333333333333333,2.MGケース,11.0,0.8270676691729323,1.0,1.0909090909090908,1.0833333333333333,1.1818181818181819,2.216666666666667
599,9034118A024    ,2023,37,5.0,11.0,12.0,0.52,1.7111514463981852,3.0,ＴＰ１３１フタナシ,1.0,6.0,5.76,200.0,0.8999999999999999,0.29000000000000004,2.26,0.23999999999999974,3.1000000000000005,（株）青山製作所,11.0,12.46,5.961538461538463,1.81164560654477,3.561693276472879,0.08,0.7985485653924761,99.44,462.0,0.25,-0.253012048192771,-0.15384615384615385,2.MGケース,11.0,0.8828250401284109,1.0,1.0909090909090908,0.9166666666666666,1.0,2.0766666666666667
600,9034118A024    ,2023,38,5.0,12.0,11.0,0.52,1.7111514463981852,3.0,ＴＰ１３１フタナシ,1.0,6.0,5.76,200.0,0.93,0.23,2.3,0.39000000000000057,2.8000000000000003,（株）青山製作所,11.0,12.265,5.384615384615385,1.636325063975921,3.618320279237837,0.08,0.7967191810458149,99.905,450.0,0.0,-0.09677419354838712,0.0,2.MGケース,13.0,1.059926620464737,0.9230769230769231,0.9166666666666666,1.0,0.8461538461538461,2.044166666666667
601,9034118A024    ,2023,39,6.0,12.0,12.0,0.52,1.7111514463981852,3.0,ＴＰ１３１フタナシ,1.0,6.0,5.76,200.0,0.89,0.21,3.02,0.3500000000000001,3.74,（株）青山製作所,13.0,12.43,7.1923076923076925,2.1856627640249804,4.284347374885156,0.08,0.8599051129484476,99.955,464.0,0.19999999999999996,0.33571428571428563,0.18181818181818188,2.MGケース,12.0,0.9654062751407885,1.0,1.0,1.0833333333333333,1.0833333333333333,2.0716666666666668
604,9036324A003    ,2023,36,7.0,86.0,84.0,0.74,0.7960951918406993,1.0,テンバコ１０フタナシ,1.0,8.0,9.0,22.0,1.14,0.21,0.3900000000000002,0.19000000000000017,0.8099999999999998,日本精工（株）,88.0,93.95454545454544,1.0945945945945943,1.0174662632079845,0.5960328979196905,0.09,0.410844454121624,99.89500000000001,480.0,-0.36363636363636365,-0.22857142857142865,2.52,1.デフ・大物ギヤ・Brg,84.0,0.8940493468795357,1.0238095238095237,0.9767441860465116,1.0476190476190477,1.0476190476190477,11.74431818181818
605,9036324A003    ,2023,37,7.0,84.0,80.0,0.74,0.7960951918406993,1.0,テンバコ１０フタナシ,1.0,8.0,9.0,22.0,1.13,0.23,0.3400000000000001,0.21,0.7999999999999998,日本精工（株）,69.0,88.04545454545455,1.081081081081081,1.0049049513165278,0.6360351058337634,0.09,0.43630045594288397,99.44,462.0,0.0,-0.012345679012345734,-0.21590909090909094,1.デフ・大物ギヤ・Brg,72.0,0.8177594217862674,1.1666666666666667,0.9523809523809523,0.8625,0.9583333333333334,11.005681818181818
606,9036324A003    ,2023,38,7.0,76.0,78.0,0.74,0.7960951918406993,1.0,テンバコ１０フタナシ,1.0,8.0,9.0,22.0,1.14,0.18999999999999995,0.33999999999999986,0.25,0.8199999999999998,日本精工（株）,77.0,85.13636363636365,1.108108108108108,1.030027575099441,0.6577682861719165,0.09,0.4499688643953645,99.905,450.0,0.0,0.025000000000000133,0.11594202898550732,1.デフ・大物ギヤ・Brg,76.0,0.8926855312333154,1.0,1.0263157894736843,0.9871794871794872,1.013157894736842,10.642045454545457
607,9036324A003    ,2023,39,9.0,87.0,83.0,0.74,0.7960951918406993,1.0,テンバコ１０フタナシ,1.0,8.0,9.0,22.0,1.15,0.21,0.47,0.2200000000000002,1.0099999999999998,日本精工（株）,85.0,89.36363636363635,1.3648648648648647,1.2686925010371164,0.8056968463886064,0.09,0.5473009993809493,99.955,464.0,0.2857142857142858,0.23170731707317072,0.10389610389610393,1.デフ・大物ギヤ・Brg,87.0,0.9735503560528995,1.0,0.9540229885057471,1.0240963855421688,0.9770114942528736,11.170454545454543
610,9036324A004    ,2023,36,19.0,147.0,145.0,0.74,0.7734857021367068,1.0,テンバコ１０フタナシ,1.0,8.0,9.0,30.0,1.14,0.21,0.53,0.1299999999999999,0.9000000000000001,日本精工（株）,149.0,157.56666666666663,1.2162162162162165,1.163563848063132,0.9646710387137721,0.09,0.6657594186611856,99.89500000000001,480.0,-0.20833333333333337,-0.15094339622641506,2.4651162790697674,1.デフ・大物ギヤ・Brg,143.0,0.9075523587899303,1.027972027972028,0.9863945578231292,1.0275862068965518,1.0419580419580419,19.69583333333333
611,9036324A004    ,2023,37,17.0,145.0,140.0,0.74,0.7734857021367068,1.0,テンバコ１０フタナシ,1.0,8.0,9.0,30.0,1.13,0.24,0.5599999999999998,0.15000000000000013,0.9900000000000002,日本精工（株）,121.0,147.63333333333338,1.3378378378378382,1.2799202328694455,0.9212011740799273,0.09,0.6353469400837377,99.44,462.0,-0.10526315789473684,0.10000000000000009,-0.18791946308724827,1.デフ・大物ギヤ・Brg,125.0,0.8466922555881686,1.16,0.9655172413793104,0.8642857142857143,0.968,18.454166666666673
612,9036324A004    ,2023,38,17.5,129.0,134.0,0.74,0.7734857021367068,1.0,テンバコ１０フタナシ,1.0,8.0,9.0,30.0,1.14,0.18999999999999995,0.6299999999999998,0.15000000000000036,1.0300000000000002,日本精工（株）,132.0,144.2,1.3918918918918923,1.3316341816722514,0.9708737864077669,0.09,0.6677892194183102,99.905,450.0,0.02941176470588225,0.04040404040404044,0.09090909090909083,1.デフ・大物ギヤ・Brg,129.0,0.8945908460471568,1.0,1.0387596899224807,0.9850746268656716,1.0232558139534884,18.025
613,9036324A004    ,2023,39,21.0,142.0,137.0,0.74,0.7734857021367068,1.0,テンバコ１０フタナシ,1.0,8.0,9.0,30.0,1.15,0.21999999999999972,0.79,0.14000000000000012,1.2000000000000002,日本精工（株）,139.0,148.39999999999998,1.621621621621622,1.5514184640841762,1.1320754716981134,0.09,0.7748484067919328,99.955,464.0,0.19999999999999996,0.16504854368932032,0.05303030303030298,1.デフ・大物ギヤ・Brg,143.0,0.9636118598382751,0.993006993006993,0.9647887323943662,1.0145985401459854,0.972027972027972,18.549999999999997
616,9036324A005    ,2023,36,18.0,112.0,113.0,0.69,0.7336755530346001,1.0,サンボックス＃Ｋ１０Ｂフタナシ,1.0,8.0,9.0,22.0,1.1349999999999998,0.18999999999999995,0.7000000000000003,0.125,1.045,日本精工（株）,116.0,120.9090909090909,1.5144927536231885,1.4243353150826845,1.1909774436090226,0.09,0.8053666644749015,99.89500000000001,480.0,-0.09999999999999998,-0.027906976744186296,2.411764705882353,1.デフ・大物ギヤ・Brg,110.0,0.9097744360902256,1.018181818181818,1.0089285714285714,1.0265486725663717,1.0545454545454545,15.113636363636363
617,9036324A005    ,2023,37,16.0,111.0,108.0,0.69,0.7336755530346001,1.0,サンボックス＃Ｋ１０Ｂフタナシ,1.0,8.0,9.0,22.0,1.13,0.245,0.6550000000000001,0.15499999999999992,1.0499999999999998,日本精工（株）,92.0,113.27272727272728,1.5217391304347825,1.431150316590257,1.130016051364366,0.09,0.7636231567635854,99.44,462.0,-0.11111111111111116,0.004784688995215225,-0.2068965517241379,1.デフ・大物ギヤ・Brg,96.0,0.8475120385232744,1.15625,0.972972972972973,0.8518518518518519,0.9583333333333334,14.15909090909091
618,9036324A005    ,2023,38,16.5,101.0,103.0,0.69,0.7336755530346001,1.0,サンボックス＃Ｋ１０Ｂフタナシ,1.0,8.0,9.0,22.0,1.14,0.18999999999999995,0.75,0.15999999999999992,1.08,日本精工（株）,103.0,111.50000000000001,1.5652173913043481,1.4720403256356933,1.183856502242152,0.09,0.7972417752956885,99.905,450.0,0.03125,0.028571428571428914,0.11956521739130443,1.デフ・大物ギヤ・Brg,102.0,0.9147982062780268,0.9901960784313726,1.0198019801980198,1.0,1.0098039215686274,13.937500000000002
619,9036324A005    ,2023,39,20.0,106.0,104.0,0.69,0.7336755530346001,1.0,サンボックス＃Ｋ１０Ｂフタナシ,1.0,8.0,9.0,22.0,1.15,0.20500000000000002,0.915,0.13000000000000012,1.29,日本精工（株）,106.0,113.0,1.8695652173913044,1.7582703889537448,1.415929203539823,0.09,0.9438000480252237,99.955,464.0,0.21212121212121215,0.19444444444444442,0.029126213592232997,1.デフ・大物ギヤ・Brg,106.0,0.9380530973451328,1.0,0.9811320754716981,1.0192307692307692,1.0,14.125
622,9036340A010    ,2023,36,15.0,109.0,106.0,0.74,0.8739428085468268,3.0,ｻﾝﾎﾞｯｸｽ＃K-10Bﾌﾀﾅｼ,1.0,8.0,9.0,80.0,1.13,0.18999999999999995,0.5499999999999998,0.27000000000000024,1.0299999999999998,日本精工（株）,112.0,118.175,1.3918918918918917,1.1785668237406306,1.0154431986460757,0.09,0.6913695081828727,99.89500000000001,480.0,-0.11764705882352944,-0.16260162601626027,2.6129032258064515,,106.0,0.8969748254707003,1.028301886792453,0.9724770642201835,1.0566037735849056,1.0566037735849056,14.771875
623,9036340A010    ,2023,37,15.0,107.0,102.0,0.74,0.8739428085468268,3.0,ｻﾝﾎﾞｯｸｽ＃K-10Bﾌﾀﾅｼ,1.0,8.0,9.0,80.0,1.13,0.24,0.6399999999999999,0.2799999999999998,1.2000000000000002,日本精工（株）,89.0,110.72500000000001,1.621621621621622,1.3730875616395701,1.083766087152856,0.09,0.733114858723485,99.44,462.0,0.0,0.16504854368932076,-0.2053571428571429,,93.0,0.8399187175434635,1.1505376344086022,0.9532710280373832,0.8725490196078431,0.956989247311828,13.840625000000001
624,9036340A010    ,2023,38,15.0,96.0,100.0,0.74,0.8739428085468268,3.0,ｻﾝﾎﾞｯｸｽ＃K-10Bﾌﾀﾅｼ,1.0,8.0,9.0,80.0,1.14,0.18999999999999995,0.7599999999999999,0.2999999999999998,1.2400000000000002,日本精工（株）,98.0,108.15000000000002,1.6756756756756759,1.418857147027556,1.1095700416088763,0.09,0.7486591499049767,99.905,450.0,0.0,0.03333333333333344,0.101123595505618,,96.0,0.8876560332871011,1.0,1.0416666666666667,0.98,1.0208333333333333,13.518750000000002
625,9036340A010    ,2023,39,18.0,106.0,104.0,0.74,0.8739428085468268,3.0,ｻﾝﾎﾞｯｸｽ＃K-10Bﾌﾀﾅｼ,1.0,8.0,9.0,80.0,1.15,0.2,0.7950000000000003,0.29499999999999993,1.4049999999999998,日本精工（株）,104.0,111.30000000000001,1.8986486486486485,1.6076566867529962,1.2938005390835579,0.09,0.8665803070987758,99.955,464.0,0.19999999999999996,0.1330645161290318,0.061224489795918435,,106.0,0.9523809523809523,1.0,0.9811320754716981,1.0,0.9811320754716981,13.912500000000001
628,9036345A004    ,2023,36,16.0,35.0,47.0,0.64,0.7404571064101202,1.0,サンボックス＃９Ｂフタナシ,1.0,1.0,2.29,90.0,2.33,0.25,1.8050000000000002,0.13500000000000023,2.1749999999999994,岡谷鋼機（株）,52.0,52.522222222222226,3.398437499999999,2.937374739429299,0.9259360473976374,0.0,0.2853358621824174,99.89500000000001,480.0,-0.08571428571428574,0.24285714285714244,3.0,4.TA・カバー・メイン,48.0,0.9138988787814681,0.7291666666666666,1.3428571428571427,1.1063829787234043,1.0833333333333333,52.522222222222226
629,9036345A004    ,2023,37,12.0,39.0,46.0,0.64,0.7404571064101202,1.0,サンボックス＃９Ｂフタナシ,1.0,1.0,2.29,90.0,2.31,0.25,1.34,0.13999999999999968,1.79,岡谷鋼機（株）,51.0,49.211111111111116,2.796875,2.417425647622274,0.7411774152261175,0.0,0.22895151389324572,99.44,462.0,-0.25,-0.17701149425287332,-0.019230769230769273,4.TA・カバー・メイン,50.0,1.0160307067058025,0.78,1.1794871794871795,1.108695652173913,1.02,49.211111111111116
630,9036345A004    ,2023,38,12.0,37.0,44.0,0.64,0.7404571064101202,1.0,サンボックス＃９Ｂフタナシ,1.0,1.0,2.29,90.0,2.31,0.28500000000000014,1.5150000000000001,0.13999999999999968,2.1500000000000004,岡谷鋼機（株）,48.0,48.06666666666666,3.3593750000000004,2.903611811389883,0.758824496541025,0.0,0.2342431261683594,99.905,450.0,0.0,0.20111731843575442,-0.05882352941176472,4.TA・カバー・メイン,48.0,0.998613037447989,0.7708333333333334,1.1891891891891893,1.0909090909090908,1.0,48.06666666666666
631,9036345A004    ,2023,39,12.0,40.0,46.0,0.64,0.7404571064101202,1.0,サンボックス＃９Ｂフタナシ,1.0,1.0,2.29,90.0,2.31,0.27,1.4400000000000004,0.10999999999999943,1.7699999999999996,岡谷鋼機（株）,51.0,49.46666666666666,2.765624999999999,2.3904153051907397,0.7373483315445809,0.0,0.22780189929974295,99.955,464.0,0.0,-0.176744186046512,0.0625,4.TA・カバー・メイン,51.0,1.0309973045822103,0.7843137254901961,1.15,1.108695652173913,1.0,49.46666666666666
634,9036628A005    ,2023,36,8.0,30.0,31.0,0.62,0.772986886838271,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,60.0,1.93,0.27,1.33,0.25,1.8100000000000005,（株）ジェイテクト,35.0,34.45,2.9193548387096784,2.3415662423503694,0.8007607226865522,0.0,0.21637258504201254,99.89500000000001,480.0,-0.11111111111111116,-0.02688172043010728,2.888888888888889,1.デフ・大物ギヤ・Brg,30.0,0.8708272859216255,1.0,1.0333333333333334,1.1290322580645162,1.1666666666666667,34.45
635,9036628A005    ,2023,37,6.0,33.0,30.0,0.62,0.772986886838271,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,60.0,1.92,0.27,0.9799999999999996,0.23999999999999974,1.64,（株）ジェイテクト,33.0,32.28333333333334,2.6451612903225805,2.1216401311903894,0.6408772898011499,0.0,0.17371980014161642,99.44,462.0,-0.25,-0.09392265193370197,-0.05714285714285716,1.デフ・大物ギヤ・Brg,33.0,1.022199277232834,1.0,0.9090909090909091,1.1,1.0,32.28333333333334
636,9036628A005    ,2023,38,5.0,30.0,28.0,0.62,0.772986886838271,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,60.0,1.93,0.26000000000000023,1.0049999999999997,0.25,1.6150000000000004,（株）ジェイテクト,30.0,31.21666666666667,2.60483870967742,2.0892980560198047,0.5523132720879282,0.0,0.15001584194854317,99.905,450.0,-0.16666666666666663,-0.01524390243902407,-0.09090909090909094,1.デフ・大物ギヤ・Brg,30.0,0.9610250934329951,1.0,0.9333333333333333,1.0714285714285714,1.0,31.21666666666667
637,9036628A005    ,2023,39,4.0,36.0,30.0,0.62,0.772986886838271,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,60.0,1.97,0.2999999999999998,0.5850000000000004,0.2250000000000001,1.3000000000000003,（株）ジェイテクト,34.0,32.766666666666666,2.0967741935483875,1.681787908870431,0.4209492405374119,0.0,0.11485688365226235,99.955,464.0,-0.19999999999999996,-0.195046439628483,0.1333333333333333,1.デフ・大物ギヤ・Brg,36.0,1.0986775178026449,1.0,0.8333333333333334,1.1333333333333333,0.9444444444444444,32.766666666666666
640,9036628A006    ,2023,36,7.0,20.0,23.0,0.62,0.8239825157843613,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,80.0,1.93,0.2700000000000005,1.7800000000000002,0.3799999999999999,2.34,（株）ジェイテクト,25.0,25.8375,3.7741935483870965,2.839866083532754,0.934220843134311,0.0,0.24943346672776903,99.89500000000001,480.0,0.0,0.25806451612903203,2.5714285714285716,1.デフ・大物ギヤ・Brg,21.0,0.8127721335268505,0.9523809523809523,1.15,1.0869565217391304,1.1904761904761905,25.8375
641,9036628A006    ,2023,37,4.0,24.0,23.0,0.62,0.8239825157843613,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,80.0,1.92,0.27,0.9900000000000002,0.3600000000000003,1.6700000000000004,（株）ジェイテクト,25.0,24.2125,2.693548387096775,2.026742033974231,0.5696687020454667,0.0,0.15388880648428438,99.44,462.0,-0.4285714285714286,-0.2863247863247861,0.0,1.デフ・大物ギヤ・Brg,25.0,1.0325245224574084,0.96,0.9583333333333334,1.0869565217391304,1.0,24.2125
642,9036628A006    ,2023,38,4.0,22.0,21.0,0.62,0.8239825157843613,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,80.0,1.92,0.26000000000000023,0.9849999999999999,0.39500000000000046,1.8950000000000005,（株）ジェイテクト,24.0,23.4125,3.0564516129032264,2.299806080467765,0.5891341568937901,0.0,0.158905085756061,99.905,450.0,0.0,0.1347305389221558,-0.040000000000000036,1.デフ・大物ギヤ・Brg,23.0,0.9823812066203951,0.9565217391304348,0.9545454545454546,1.1428571428571428,1.0434782608695652,23.4125
643,9036628A006    ,2023,39,4.0,26.0,23.0,0.62,0.8239825157843613,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,80.0,1.93,0.3200000000000003,0.7800000000000002,0.3700000000000001,1.7000000000000002,（株）ジェイテクト,25.0,24.575000000000003,2.741935483870968,2.063150573506702,0.5612656540498824,0.0,0.15171620045617407,99.955,464.0,0.0,-0.10290237467018482,0.04166666666666674,1.デフ・大物ギヤ・Brg,26.0,1.0579857578840284,1.0,0.8846153846153846,1.0869565217391304,0.9615384615384616,24.575000000000003
646,9036628A007    ,2023,36,11.0,33.0,33.0,0.57,0.7129381735677821,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,72.0,1.93,0.28000000000000025,1.8900000000000008,0.1900000000000004,2.8,（株）ジェイテクト,37.0,36.94444444444444,4.912280701754386,3.927409281491913,1.0267046927663988,0.0,0.27625439274512353,99.89500000000001,480.0,0.0,0.48541114058355417,2.7,1.デフ・大物ギヤ・Brg,33.0,0.8932330827067669,1.0,1.0,1.121212121212121,1.121212121212121,36.94444444444444
647,9036628A007    ,2023,37,8.0,37.0,31.0,0.57,0.7129381735677821,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,72.0,1.92,0.25,1.1500000000000004,0.18000000000000016,1.86,（株）ジェイテクト,35.0,34.61111111111111,3.2631578947368425,2.6089218798481997,0.7970332650689103,0.0,0.2154087249878093,99.44,462.0,-0.2727272727272727,-0.33571428571428563,-0.05405405405405406,1.デフ・大物ギヤ・Brg,37.0,1.0690208667736758,1.0,0.8378378378378378,1.1290322580645162,0.9459459459459459,34.61111111111111
