,品番,Year,Week_Number,在庫数（箱）,入庫数（箱）,出庫数（箱）
504,3548255A010    ,2023,36,6.0,6.0,8.0
505,3548255A010    ,2023,37,4.0,8.0,7.0
506,3548255A010    ,2023,38,4.0,7.0,8.0
507,3548255A010    ,2023,39,3.0,7.0,8.0
508,35482TFA010    ,2023,34,3.0,0.0,0.0
509,35482TFA010    ,2023,35,3.0,1.0,1.0
510,35482TFA010    ,2023,36,2.0,0.0,1.0
511,35482TFA010    ,2023,37,1.0,2.0,0.0
512,35482TFA010    ,2023,38,1.0,2.0,0.0
513,35482TFA010    ,2023,39,1.0,1.0,2.0
514,35501ECB010    ,2023,34,7.0,0.0,0.0
515,35501ECB010    ,2023,35,7.0,16.0,15.0
516,35501ECB010    ,2023,36,5.0,19.0,19.0
517,35501ECB010    ,2023,37,4.0,21.0,18.0
518,35501ECB010    ,2023,38,4.0,21.0,18.0
519,35501ECB010    ,2023,39,4.5,21.0,19.0
520,35505ECB010    ,2023,34,18.0,0.0,0.0
521,35505ECB010    ,2023,35,18.0,54.0,56.0
522,35505ECB010    ,2023,36,14.5,76.0,78.0
523,35505ECB010    ,2023,37,12.0,76.0,76.0
524,35505ECB010    ,2023,38,11.0,70.0,73.0
525,35505ECB010    ,2023,39,12.0,79.0,77.0
526,35556ECB010    ,2023,34,6.0,0.0,0.0
527,35556ECB010    ,2023,35,6.0,12.0,13.0
528,35556ECB010    ,2023,36,4.0,17.0,18.0
529,35556ECB010    ,2023,37,4.0,19.0,18.0
530,35556ECB010    ,2023,38,3.0,18.0,17.0
531,35556ECB010    ,2023,39,5.0,22.0,18.0
532,35557ECB010    ,2023,34,13.0,0.0,0.0
533,35557ECB010    ,2023,35,11.0,27.0,30.0
534,35557ECB010    ,2023,36,9.0,38.0,41.0
535,35557ECB010    ,2023,37,7.0,33.0,38.0
536,35557ECB010    ,2023,38,8.0,37.0,39.0
537,35557ECB010    ,2023,39,11.0,41.0,41.0
538,35580ECB011    ,2023,34,62.0,0.0,0.0
539,35580ECB011    ,2023,35,69.5,260.0,219.0
540,35580ECB011    ,2023,36,54.0,232.0,306.0
541,35580ECB011    ,2023,37,33.0,320.0,304.0
542,35580ECB011    ,2023,38,78.0,309.0,284.0
543,35580ECB011    ,2023,39,85.0,275.0,311.0
544,35595ECB010    ,2023,34,10.0,0.0,0.0
545,35595ECB010    ,2023,35,12.0,39.0,32.0
546,35595ECB010    ,2023,36,10.0,45.0,47.0
547,35595ECB010    ,2023,37,7.0,50.0,44.0
548,35595ECB010    ,2023,38,8.0,47.0,43.0
549,35595ECB010    ,2023,39,7.0,40.0,46.0
550,3559850A010    ,2023,34,7.0,0.0,0.0
551,3559850A010    ,2023,35,5.0,13.0,13.0
552,3559850A010    ,2023,36,1.0,19.0,18.0
553,3559850A010    ,2023,37,1.5,18.0,18.0
554,3559850A010    ,2023,38,1.0,19.0,17.0
555,3559850A010    ,2023,39,3.0,20.0,18.0
556,356030LC020    ,2023,34,4.0,0.0,0.0
557,356030LC020    ,2023,35,4.5,15.0,13.0
558,356030LC020    ,2023,36,5.0,20.0,20.0
559,356030LC020    ,2023,37,5.0,20.0,19.0
560,356030LC020    ,2023,38,5.0,21.0,20.0
561,356030LC020    ,2023,39,7.0,19.0,20.0
562,356170LC060    ,2023,34,4.0,0.0,0.0
563,356170LC060    ,2023,35,4.0,6.0,5.0
564,356170LC060    ,2023,36,5.0,6.0,6.0
565,356170LC060    ,2023,37,5.0,8.0,7.0
566,356170LC060    ,2023,38,5.0,7.0,6.0
567,356170LC060    ,2023,39,5.0,5.0,6.0
568,356340LC020    ,2023,34,6.0,0.0,0.0
569,356340LC020    ,2023,35,5.5,22.0,25.0
570,356340LC020    ,2023,36,8.0,30.0,36.0
571,356340LC020    ,2023,37,5.0,31.0,35.0
572,356340LC020    ,2023,38,7.0,40.0,36.0
573,356340LC020    ,2023,39,8.0,32.0,36.0
574,356340LC030    ,2023,34,2.0,0.0,0.0
575,356340LC030    ,2023,35,2.0,5.0,6.0
576,356340LC030    ,2023,36,2.0,7.0,9.0
577,356340LC030    ,2023,37,2.0,7.0,8.0
578,356340LC030    ,2023,38,2.0,11.0,9.0
579,356340LC030    ,2023,39,3.0,8.0,8.0
580,356680LC020    ,2023,34,13.0,0.0,0.0
581,356680LC020    ,2023,35,14.0,33.0,29.0
582,356680LC020    ,2023,36,15.0,43.0,40.0
583,356680LC020    ,2023,37,15.0,43.0,39.0
584,356680LC020    ,2023,38,15.5,44.0,39.0
585,356680LC020    ,2023,39,15.0,43.0,40.0
586,356790LC010    ,2023,39,1.0,1.0,0.0
587,356790LC020    ,2023,39,2.0,2.0,0.0
588,356790LC030    ,2023,39,1.0,1.0,0.0
589,356790LC040    ,2023,34,24.0,0.0,0.0
590,356790LC040    ,2023,35,24.0,15.0,16.0
591,356790LC040    ,2023,36,14.0,30.0,42.0
592,356790LC040    ,2023,37,15.0,42.0,25.0
593,356790LC040    ,2023,38,29.0,10.0,9.0
594,356790LC040    ,2023,39,28.0,14.0,11.0
595,356790LC050    ,2023,34,6.0,0.0,0.0
596,356790LC050    ,2023,35,6.0,27.0,26.0
597,356790LC050    ,2023,36,12.5,24.0,15.0
598,356790LC050    ,2023,37,11.5,13.0,31.0
599,356790LC050    ,2023,38,4.0,48.0,32.0
600,356790LC050    ,2023,39,8.0,43.0,43.0
601,356790LC060    ,2023,34,,0.0,0.0
602,356790LC060    ,2023,35,1.0,1.0,0.0
603,356790LC060    ,2023,36,5.0,3.0,1.0
604,356790LC060    ,2023,37,6.0,1.0,6.0
605,356790LC060    ,2023,38,8.0,11.0,10.0
606,356790LC060    ,2023,39,12.0,7.0,8.0
607,35704ECA020****,2023,34,1.0,0.0,0.0
608,35704ECA020****,2023,35,1.0,1.0,0.0
609,35704ECA020****,2023,36,2.0,2.0,0.0
610,35704ECA020****,2023,37,2.0,5.0,2.0
611,35704ECA020****,2023,38,2.0,0.0,0.0
612,35704ECA020****,2023,39,1.0,0.0,0.0
613,35705ECA020****,2023,34,1.0,0.0,0.0
614,35705ECA020****,2023,35,1.0,0.0,0.0
615,35705ECA020****,2023,36,1.0,2.0,0.0
616,35705ECA020****,2023,37,2.0,6.0,2.0
617,3572433040     ,2023,39,1.0,1.0,0.0
618,357710LC030    ,2023,34,87.0,0.0,0.0
619,357710LC030    ,2023,35,64.0,191.0,230.0
620,357710LC030    ,2023,36,68.0,314.0,319.0
621,357710LC030    ,2023,37,67.0,298.0,330.0
622,357710LC030    ,2023,38,67.0,390.0,380.0
623,357710LC030    ,2023,39,83.0,314.0,340.0
624,35771ECB010    ,2023,34,46.0,0.0,0.0
625,35771ECB010    ,2023,35,41.0,325.0,328.0
626,35771ECB010    ,2023,36,27.0,437.0,459.0
627,35771ECB010    ,2023,37,19.0,449.0,443.0
628,35771ECB010    ,2023,38,26.5,431.0,433.0
629,35771ECB010    ,2023,39,48.0,488.0,459.0
630,35771ECE010    ,2023,34,64.0,0.0,0.0
631,35771ECE010    ,2023,35,57.0,321.0,327.0
632,35771ECE010    ,2023,36,47.0,381.0,400.0
633,35771ECE010    ,2023,37,47.0,384.0,380.0
634,35771ECE010    ,2023,38,52.0,364.0,372.0
635,35771ECE010    ,2023,39,57.0,398.0,385.0
636,35782ECB010    ,2023,34,,0.0,0.0
637,35782ECB010    ,2023,35,4.0,146.0,122.0
638,35782ECB010    ,2023,36,5.0,180.0,126.0
639,35782ECB010    ,2023,37,4.0,323.0,237.0
640,35782ECB010    ,2023,38,6.0,185.0,91.0
641,35782ECB010    ,2023,39,7.0,154.0,104.0
642,35782ECE020    ,2023,34,,0.0,0.0
643,35782ECE020    ,2023,35,2.0,159.0,133.0
644,35782ECE020    ,2023,36,4.0,105.0,74.0
645,35782ECE020    ,2023,37,4.0,202.0,139.0
646,35782ECE020    ,2023,38,3.0,100.0,50.0
647,35782ECE020    ,2023,39,5.0,74.0,44.0
648,35782ECE030    ,2023,34,,0.0,0.0
649,35782ECE030    ,2023,35,4.0,241.0,188.0
650,35782ECE030    ,2023,36,2.0,159.0,92.0
651,35782ECE030    ,2023,37,3.0,311.0,155.0
652,35782ECE030    ,2023,38,2.0,177.0,156.0
653,35782ECE030    ,2023,39,5.0,97.0,58.0
654,357890LC160    ,2023,34,2.0,0.0,0.0
655,357890LC160    ,2023,35,2.0,4.0,3.0
656,357890LC160    ,2023,36,2.0,4.0,3.0
657,357890LC160    ,2023,37,3.0,3.0,3.0
658,357890LC160    ,2023,38,3.0,4.0,3.0
659,357890LC160    ,2023,39,3.0,3.0,3.0
660,357890LC170    ,2023,34,3.0,0.0,0.0
661,357890LC170    ,2023,35,3.5,3.0,3.0
662,357890LC170    ,2023,36,4.0,6.0,4.0
663,357890LC170    ,2023,37,4.0,4.0,5.0
664,357890LC170    ,2023,38,4.0,4.0,4.0
665,357890LC170    ,2023,39,4.0,4.0,4.0
666,357890LC180    ,2023,34,3.0,0.0,0.0
667,357890LC180    ,2023,35,3.0,5.0,4.0
668,357890LC180    ,2023,36,3.0,7.0,6.0
669,357890LC180    ,2023,37,3.0,6.0,6.0
670,357890LC180    ,2023,38,3.0,6.0,6.0
671,357890LC180    ,2023,39,4.0,7.0,6.0
672,35847ECB010    ,2023,34,7.0,0.0,0.0
673,35847ECB010    ,2023,35,9.0,22.0,20.0
674,35847ECB010    ,2023,36,7.0,26.0,28.0
675,35847ECB010    ,2023,37,5.0,28.0,28.0
676,35847ECB010    ,2023,38,4.0,28.0,27.0
677,35847ECB010    ,2023,39,5.0,30.0,28.0
678,35847ECB020    ,2023,34,5.0,0.0,0.0
679,35847ECB020    ,2023,35,8.0,22.0,17.0
680,35847ECB020    ,2023,36,8.0,23.0,27.0
681,35847ECB020    ,2023,37,5.0,29.0,24.0
682,35847ECB020    ,2023,38,7.0,27.0,24.0
683,35847ECB020    ,2023,39,8.0,30.0,26.0
684,35847ECE010    ,2023,34,17.0,0.0,0.0
685,35847ECE010    ,2023,35,21.5,54.0,49.0
686,35847ECE010    ,2023,36,18.0,59.0,60.0
687,35847ECE010    ,2023,37,16.0,65.0,56.0
688,35847ECE010    ,2023,38,19.0,61.0,56.0
689,35847ECE010    ,2023,39,18.0,62.0,57.0
690,35847ECE020    ,2023,34,12.0,0.0,0.0
691,35847ECE020    ,2023,35,16.0,36.0,32.0
692,35847ECE020    ,2023,36,14.0,41.0,40.0
693,35847ECE020    ,2023,37,12.0,43.0,37.0
694,35847ECE020    ,2023,38,14.0,40.0,38.0
695,35847ECE020    ,2023,39,12.0,42.0,38.0
696,35882ECB010    ,2023,34,9.0,0.0,0.0
697,35882ECB010    ,2023,35,12.5,35.0,31.0
698,35882ECB010    ,2023,36,10.0,39.0,42.0
699,35882ECB010    ,2023,37,7.0,44.0,40.0
700,35882ECB010    ,2023,38,7.0,40.0,39.0
701,35882ECB010    ,2023,39,8.0,46.0,41.0
702,358830LC030    ,2023,34,9.0,0.0,0.0
703,358830LC030    ,2023,35,7.0,11.0,14.0
704,358830LC030    ,2023,36,8.0,15.0,19.0
705,358830LC030    ,2023,37,7.0,16.0,19.0
706,358830LC030    ,2023,38,8.0,21.0,19.0
707,358830LC030    ,2023,39,8.0,16.0,20.0
708,358830LC040    ,2023,34,5.0,0.0,0.0
709,358830LC040    ,2023,35,4.0,6.0,7.0
710,358830LC040    ,2023,36,6.0,8.0,10.0
711,358830LC040    ,2023,37,6.0,9.0,11.0
712,358830LC040    ,2023,38,6.0,12.0,11.0
713,358830LC040    ,2023,39,6.0,9.0,10.0
714,36108ECB010    ,2023,34,7.0,0.0,0.0
715,36108ECB010    ,2023,35,6.0,7.0,9.0
716,36108ECB010    ,2023,36,5.0,12.0,13.0
717,36108ECB010    ,2023,37,3.0,10.0,12.0
718,36108ECB010    ,2023,38,3.0,13.0,12.0
719,36108ECB010    ,2023,39,3.0,13.0,11.0
720,3610LC010      ,2023,34,1.0,0.0,0.0
721,3610LC010      ,2023,35,1.0,0.0,0.0
722,391710LC010    ,2023,34,16.0,0.0,0.0
723,391710LC010    ,2023,35,20.5,182.0,181.0
724,391710LC010    ,2023,36,19.0,256.0,251.0
725,391710LC010    ,2023,37,19.0,260.0,252.0
726,391710LC010    ,2023,38,22.0,244.0,252.0
727,391710LC010    ,2023,39,22.0,263.0,248.0
728,39171ECB010    ,2023,39,11.0,26.0,27.0
729,39171ECE010    ,2023,39,21.0,28.0,27.0
730,41221ECA020****,2023,34,1.0,0.0,0.0
731,41221ECA020****,2023,35,1.0,0.0,0.0
732,41221ECA020****,2023,36,1.0,2.0,0.0
733,41221ECA020****,2023,37,2.0,5.0,2.0
734,41221ECB010    ,2023,34,,0.0,0.0
735,41221ECB010    ,2023,35,6.0,139.0,88.0
736,41221ECB010    ,2023,36,5.0,189.0,152.0
737,41221ECB010    ,2023,37,4.0,232.0,155.0
738,41221ECB010    ,2023,38,6.0,175.0,118.0
739,41221ECB010    ,2023,39,8.0,89.0,66.0
740,41221ECE010    ,2023,34,,0.0,0.0
741,41221ECE010    ,2023,35,7.0,169.0,92.0
742,41221ECE010    ,2023,36,7.0,200.0,159.0
743,41221ECE010    ,2023,37,10.5,278.0,211.0
744,41221ECE010    ,2023,38,10.0,174.0,112.0
745,41221ECE010    ,2023,39,8.0,83.0,70.0
746,41310ECA020    ,2023,36,3.0,3.0,0.0
747,41310ECA020    ,2023,37,3.0,6.0,0.0
748,41310ECB010    ,2023,34,34.0,0.0,0.0
749,41310ECB010    ,2023,35,68.5,710.0,655.0
750,41310ECB010    ,2023,36,55.0,978.0,924.0
751,41310ECB010    ,2023,37,47.0,876.0,905.0
752,41310ECB010    ,2023,38,57.5,802.0,862.0
753,41310ECB010    ,2023,39,82.5,916.0,916.0
754,41310ECE010    ,2023,34,157.0,0.0,0.0
755,41310ECE010    ,2023,35,157.0,994.0,982.0
756,41310ECE010    ,2023,36,136.0,1175.0,1202.0
757,41310ECE010    ,2023,37,152.5,1148.0,1150.0
758,41310ECE010    ,2023,38,145.0,1047.0,1123.0
759,41310ECE010    ,2023,39,132.0,1097.0,1150.0
760,5040043004E    ,2023,34,3.0,0.0,0.0
761,5040043004E    ,2023,35,3.0,2.0,2.0
762,5040043004E    ,2023,36,2.0,1.0,1.0
763,5040043004E    ,2023,37,2.0,0.0,1.0
764,5040043004E    ,2023,38,2.0,1.0,2.0
765,5040043004E    ,2023,39,2.0,2.0,1.0
766,5040056001E    ,2023,34,8.0,0.0,0.0
767,5040056001E    ,2023,35,8.0,26.0,22.0
768,5040056001E    ,2023,36,5.0,32.0,29.0
769,5040056001E    ,2023,37,5.0,32.0,30.0
770,5040056001E    ,2023,38,5.0,32.0,26.0
771,5040056001E    ,2023,39,6.0,32.0,30.0
772,821250LC030    ,2023,34,19.0,0.0,0.0
773,821250LC030    ,2023,35,16.0,30.0,36.0
774,821250LC030    ,2023,36,18.0,50.0,50.0
775,821250LC030    ,2023,37,17.0,44.0,49.0
776,821250LC030    ,2023,38,18.0,49.0,50.0
777,821250LC030    ,2023,39,20.0,50.0,51.0
778,82125ECB010    ,2023,34,6.0,0.0,0.0
779,82125ECB010    ,2023,35,7.0,16.0,13.0
780,82125ECB010    ,2023,36,5.0,16.0,20.0
781,82125ECB010    ,2023,37,3.0,20.0,18.0
782,82125ECB010    ,2023,38,3.0,20.0,17.0
783,82125ECB010    ,2023,39,3.0,15.0,18.0
784,82125ECB020    ,2023,34,19.0,0.0,0.0
785,82125ECB020    ,2023,35,20.0,97.0,100.0
786,82125ECB020    ,2023,36,17.0,140.0,133.0
787,82125ECB020    ,2023,37,19.5,134.0,133.0
788,82125ECB020    ,2023,38,21.0,126.0,133.0
789,82125ECB020    ,2023,39,23.0,148.0,148.0
790,82125ECC020    ,2023,34,31.0,0.0,0.0
791,82125ECC020    ,2023,35,26.0,57.0,67.0
792,82125ECC020    ,2023,36,15.0,80.0,88.0
793,82125ECC020    ,2023,37,16.0,95.0,90.0
794,82125ECC020    ,2023,38,14.0,73.0,83.0
795,82125ECC020    ,2023,39,16.0,94.0,89.0
796,82125ECE010    ,2023,34,9.0,0.0,0.0
797,82125ECE010    ,2023,35,9.0,20.0,19.0
798,82125ECE010    ,2023,36,8.0,24.0,23.0
799,82125ECE010    ,2023,37,7.0,26.0,24.0
800,82125ECE010    ,2023,38,6.0,24.0,23.0
801,82125ECE010    ,2023,39,5.0,20.0,23.0
802,82125ECE020    ,2023,34,22.0,0.0,0.0
803,82125ECE020    ,2023,35,22.0,144.0,151.0
804,82125ECE020    ,2023,36,9.0,204.0,140.0
805,82125ECE020    ,2023,37,11.0,205.0,200.0
806,82125ECE020    ,2023,38,13.0,164.0,178.0
807,82125ECE020    ,2023,39,11.0,214.0,195.0
808,82125ECE030    ,2023,34,10.0,0.0,0.0
809,82125ECE030    ,2023,35,14.0,142.0,133.0
810,82125ECE030    ,2023,36,48.5,171.0,172.0
811,82125ECE030    ,2023,37,37.0,182.0,178.0
812,82125ECE030    ,2023,38,43.0,155.0,168.0
813,82125ECE030    ,2023,39,40.0,177.0,173.0
814,82125ECE040    ,2023,34,1.0,0.0,0.0
815,82125ECE040    ,2023,35,1.0,0.0,0.0
816,82125ECE040    ,2023,36,2.0,5.0,2.0
817,82125ECE040    ,2023,37,4.0,0.0,0.0
818,82125ECE040    ,2023,38,4.0,2.0,2.0
819,82125ECE040    ,2023,39,4.0,1.0,1.0
820,828210LC020    ,2023,34,9.0,0.0,0.0
821,828210LC020    ,2023,35,8.0,10.0,9.0
822,828210LC020    ,2023,36,9.0,14.0,13.0
823,828210LC020    ,2023,37,9.0,13.0,13.0
824,828210LC020    ,2023,38,8.0,14.0,14.0
825,828210LC020    ,2023,39,8.0,13.0,13.0
826,82821CWA030    ,2023,34,14.0,0.0,0.0
827,82821CWA030    ,2023,35,13.0,17.0,17.0
828,82821CWA030    ,2023,36,10.0,21.0,22.0
829,82821CWA030    ,2023,37,9.0,21.0,20.0
830,82821CWA030    ,2023,38,10.0,20.0,20.0
831,82821CWA030    ,2023,39,11.0,21.0,20.0
832,82821ECB010    ,2023,34,9.0,0.0,0.0
833,82821ECB010    ,2023,35,8.0,6.0,8.0
834,82821ECB010    ,2023,36,5.0,11.0,10.0
835,82821ECB010    ,2023,37,5.0,10.0,10.0
836,82821ECB010    ,2023,38,5.0,10.0,11.0
837,82821ECB010    ,2023,39,6.0,11.0,10.0
838,82821ECB020    ,2023,34,13.0,0.0,0.0
839,82821ECB020    ,2023,35,12.0,17.0,16.0
840,82821ECB020    ,2023,36,11.0,22.0,21.0
841,82821ECB020    ,2023,37,10.0,21.0,20.0
842,82821ECB020    ,2023,38,10.0,19.0,20.0
843,82821ECB020    ,2023,39,12.0,22.0,20.0
844,82821ECB040    ,2023,34,7.0,0.0,0.0
845,82821ECB040    ,2023,35,6.0,14.0,13.0
846,82821ECB040    ,2023,36,4.0,18.0,18.0
847,82821ECB040    ,2023,37,4.0,18.0,18.0
848,82821ECB040    ,2023,38,4.0,16.0,17.0
849,82821ECB040    ,2023,39,5.0,18.0,18.0
850,82821ECB050    ,2023,34,23.0,0.0,0.0
851,82821ECB050    ,2023,35,22.0,36.0,33.0
852,82821ECB050    ,2023,36,19.0,42.0,44.0
853,82821ECB050    ,2023,37,17.0,43.0,41.0
854,82821ECB050    ,2023,38,18.0,39.0,40.0
855,82821ECB050    ,2023,39,19.0,41.0,42.0
856,82821ECE010    ,2023,34,35.0,0.0,0.0
857,82821ECE010    ,2023,35,34.0,43.0,39.0
858,82821ECE010    ,2023,36,34.0,49.0,48.0
859,82821ECE010    ,2023,37,33.0,47.0,46.0
860,82821ECE010    ,2023,38,32.0,43.0,45.0
861,82821ECE010    ,2023,39,33.0,44.0,46.0
862,82821XAE010    ,2023,34,25.0,0.0,0.0
863,82821XAE010    ,2023,35,23.0,38.0,33.0
864,82821XAE010    ,2023,36,21.0,45.0,44.0
865,82821XAE010    ,2023,37,20.0,42.0,43.0
866,82821XAE010    ,2023,38,20.0,38.0,40.0
867,82821XAE010    ,2023,39,23.0,45.0,41.0
868,82821XAE020    ,2023,34,3.0,0.0,0.0
869,82821XAE020    ,2023,35,3.0,3.0,3.0
870,82821XAE020    ,2023,36,2.0,4.0,4.0
871,82821XAE020    ,2023,37,1.0,5.0,4.0
872,82821XAE020    ,2023,38,1.0,4.0,4.0
873,82821XAE020    ,2023,39,2.0,5.0,4.0
874,82824ECB010    ,2023,34,10.0,0.0,0.0
875,82824ECB010    ,2023,35,11.0,48.0,41.0
876,82824ECB010    ,2023,36,11.0,57.0,55.0
877,82824ECB010    ,2023,37,7.0,62.0,54.0
878,82824ECB010    ,2023,38,8.0,59.0,54.0
879,82824ECB010    ,2023,39,8.0,50.0,57.0
880,82824ECB020    ,2023,34,24.0,0.0,0.0
881,82824ECB020    ,2023,35,24.0,93.0,82.0
882,82824ECB020    ,2023,36,24.0,110.0,107.0
883,82824ECB020    ,2023,37,20.0,116.0,102.0
884,82824ECB020    ,2023,38,22.0,102.0,100.0
885,82824ECB020    ,2023,39,17.0,94.0,104.0
886,82824ECE010    ,2023,34,7.0,0.0,0.0
887,82824ECE010    ,2023,35,18.5,59.0,44.0
888,82824ECE010    ,2023,36,17.5,52.0,53.0
889,82824ECE010    ,2023,37,15.0,74.0,69.0
890,82824ECE010    ,2023,38,14.0,67.0,63.0
891,82824ECE010    ,2023,39,14.0,56.0,51.0
892,9010506A003    ,2023,34,3.0,0.0,0.0
893,9010506A003    ,2023,35,3.0,2.0,2.0
894,9010506A003    ,2023,36,2.0,3.0,4.0
895,9010506A003    ,2023,37,2.0,2.0,3.0
896,9010506A003    ,2023,38,1.0,2.0,1.0
897,9010506A003    ,2023,39,1.0,4.0,0.0
898,9010506A089    ,2023,34,3.0,0.0,0.0
899,9010506A089    ,2023,35,3.0,4.0,4.0
900,9010506A089    ,2023,36,3.0,4.0,6.0
901,9010506A089    ,2023,37,3.0,6.0,6.0
902,9010506A089    ,2023,38,3.0,5.0,6.0
903,9010506A089    ,2023,39,3.0,6.0,6.0
904,9010508A014    ,2023,34,33.5,0.0,0.0
905,9010508A014    ,2023,35,19.0,302.0,306.0
906,9010508A014    ,2023,36,23.0,396.0,400.0
907,9010508A014    ,2023,37,19.0,391.0,388.0
908,9010508A014    ,2023,38,21.0,361.0,376.0
909,9010508A014    ,2023,39,21.0,382.0,386.0
910,9010508A042    ,2023,34,4.0,0.0,0.0
911,9010508A042    ,2023,35,2.0,19.0,17.0
912,9010508A042    ,2023,36,2.0,30.0,22.0
913,9010508A042    ,2023,37,2.0,32.0,30.0
914,9010508A042    ,2023,38,3.0,28.0,29.0
915,9010508A042    ,2023,39,3.0,26.0,21.0
916,9010512A017    ,2023,34,8.0,0.0,0.0
917,9010512A017    ,2023,35,8.0,26.0,24.0
918,9010512A017    ,2023,36,9.0,35.0,34.0
919,9010512A017    ,2023,37,7.0,30.0,33.0
920,9010512A017    ,2023,38,6.0,32.0,34.0
921,9010512A017    ,2023,39,7.0,34.0,34.0
922,9010512A018    ,2023,34,41.0,0.0,0.0
923,9010512A018    ,2023,35,32.0,254.0,229.0
924,9010512A018    ,2023,36,34.0,289.0,294.0
925,9010512A018    ,2023,37,21.0,271.0,285.0
926,9010512A018    ,2023,38,24.5,263.0,279.0
927,9010512A018    ,2023,39,30.0,284.0,288.0
928,9011006031     ,2023,34,2.0,0.0,0.0
929,9011006031     ,2023,35,3.0,4.0,3.0
930,9011006031     ,2023,36,3.0,4.0,4.0
931,9011006031     ,2023,37,3.0,4.0,4.0
932,9011006031     ,2023,38,3.0,4.0,4.0
933,9011006031     ,2023,39,3.0,3.0,3.0
934,9011606048     ,2023,34,4.0,0.0,0.0
935,9011606048     ,2023,35,4.0,1.0,0.0
936,9011606048     ,2023,36,4.0,0.0,1.0
937,9011606048     ,2023,37,3.0,0.0,1.0
938,9011606048     ,2023,38,2.0,2.0,1.0
939,9011606048     ,2023,39,3.0,0.0,1.0
940,9011906908     ,2023,34,3.0,0.0,0.0
941,9011906908     ,2023,35,3.0,2.0,2.0
942,9011906908     ,2023,36,3.0,2.0,3.0
943,9011906908     ,2023,37,3.0,3.0,2.0
944,9011906908     ,2023,38,3.0,3.0,3.0
945,9011906908     ,2023,39,3.0,3.0,3.0
946,9011906A059    ,2023,34,2.0,0.0,0.0
947,9011906A059    ,2023,35,2.0,3.0,3.0
948,9011906A059    ,2023,36,2.0,3.0,3.0
949,9011906A059    ,2023,37,2.0,3.0,4.0
950,9011906A059    ,2023,38,2.0,4.0,3.0
951,9011906A059    ,2023,39,2.0,4.0,4.0
952,9011906A062    ,2023,34,3.0,0.0,0.0
953,9011906A062    ,2023,35,4.0,3.0,3.0
954,9011906A062    ,2023,36,4.0,3.0,3.0
955,9011906A062    ,2023,37,3.0,4.0,4.0
956,9011906A062    ,2023,38,4.0,3.0,3.0
957,9011906A062    ,2023,39,3.0,5.0,4.0
958,9011906A063    ,2023,34,3.0,0.0,0.0
959,9011906A063    ,2023,35,3.0,1.0,1.0
960,9011906A063    ,2023,36,3.0,2.0,1.0
961,9011906A063    ,2023,37,3.0,2.0,2.0
962,9011906A063    ,2023,38,3.0,2.0,2.0
963,9011906A063    ,2023,39,3.0,2.0,2.0
964,9011906A065    ,2023,34,5.0,0.0,0.0
965,9011906A065    ,2023,35,4.0,8.0,9.0
966,9011906A065    ,2023,36,3.0,12.0,13.0
967,9011906A065    ,2023,37,2.0,13.0,14.0
968,9011906A065    ,2023,38,2.0,12.0,7.0
969,9011906A065    ,2023,39,3.0,13.0,11.0
970,9011908A038    ,2023,34,8.0,0.0,0.0
971,9011908A038    ,2023,35,8.0,33.0,29.0
972,9011908A038    ,2023,36,9.0,40.0,40.0
973,9011908A038    ,2023,37,9.0,40.0,42.0
974,9011908A038    ,2023,38,9.0,41.0,40.0
975,9011908A038    ,2023,39,11.0,41.0,41.0
976,9014860027     ,2023,34,4.0,0.0,0.0
977,9014860027     ,2023,35,3.0,0.0,0.0
978,9014860027     ,2023,36,3.0,0.0,1.0
979,9014860027     ,2023,37,2.0,2.0,0.0
980,9014860027     ,2023,38,3.0,0.0,1.0
981,9014860027     ,2023,39,3.0,0.0,1.0
982,9014906A004    ,2023,34,4.0,0.0,0.0
983,9014906A004    ,2023,35,4.0,6.0,5.0
984,9014906A004    ,2023,36,4.0,7.0,6.0
985,9014906A004    ,2023,37,4.0,5.0,6.0
986,9014906A004    ,2023,38,4.0,7.0,6.0
987,9014906A004    ,2023,39,4.0,7.0,6.0
988,9014908A008    ,2023,34,2.0,0.0,0.0
989,9014908A008    ,2023,35,1.0,8.0,6.0
990,9014908A008    ,2023,36,5.0,20.0,16.0
991,9014908A008    ,2023,37,4.0,11.0,11.0
992,9014908A008    ,2023,38,1.0,15.0,8.0
993,9014908A008    ,2023,39,8.0,18.0,15.0
994,9015905A007    ,2023,34,3.0,0.0,0.0
995,9015905A007    ,2023,35,3.0,10.0,9.0
996,9015905A007    ,2023,36,4.0,13.0,12.0
997,9015905A007    ,2023,37,5.0,12.0,13.0
998,9015905A007    ,2023,38,4.0,13.0,13.0
999,9015905A007    ,2023,39,5.0,11.0,13.0
1000,9015906A021    ,2023,34,5.0,0.0,0.0
1001,9015906A021    ,2023,35,5.0,25.0,23.0
1002,9015906A021    ,2023,36,4.0,31.0,30.0
1003,9015906A021    ,2023,37,5.0,30.0,29.0
1004,9015906A021    ,2023,38,5.0,26.0,27.0
1005,9015906A021    ,2023,39,6.0,29.0,29.0
1006,9015906A022    ,2023,34,8.0,0.0,0.0
1007,9015906A022    ,2023,35,7.0,34.0,33.0
1008,9015906A022    ,2023,36,6.0,42.0,43.0
1009,9015906A022    ,2023,37,6.0,42.0,40.0
1010,9015906A022    ,2023,38,7.0,38.0,39.0
1011,9015906A022    ,2023,39,8.0,40.0,42.0
