,品番,Year,Week_Number,基準在庫日数,基準在庫日数（基準在庫枚数込み）,基準在庫枚数,箱種類,A,B,C,収容数,印刷検収LT,検収入庫LT,入庫出庫LT,出庫回収LT,社内LT（検収回収LT）,仕入先名,回収かんばん数,日量数（箱数）
803,9056451A085    ,2023,39,0.93,4.999767441860465,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,0.76,0.15000000000000002,15.24,1.9499999999999995,18.61,（株）ムロコーポレーション,3,2.24
804,9056451A086    ,2023,35,0.93,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,0.77,0.15000000000000002,40.79,1.2300000000000042,42.0,（株）ムロコーポレーション,3,0.0
805,9056451A086    ,2023,35,0.93,6.976065259117083,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,0.76,0.17000000000000004,6.989999999999998,1.9800000000000004,9.14,（株）ムロコーポレーション,1,0.0
806,9056451A086    ,2023,36,0.93,6.976065259117083,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,0.76,0.2700000000000001,30.83,4.430000000000003,35.53,（株）ムロコーポレーション,1,0.53
807,9056451A086    ,2023,37,0.93,6.976065259117083,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,0.76,0.31999999999999995,25.044999999999998,1.540000000000001,27.895,（株）ムロコーポレーション,4,1.41
808,9056451A086    ,2023,38,0.93,6.976065259117083,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,0.76,0.15500000000000003,41.25,1.3999999999999986,43.93,（株）ムロコーポレーション,4,1.89
809,9056451A086    ,2023,39,0.93,6.976065259117083,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,0.76,0.17000000000000004,20.39,1.09,21.16,（株）ムロコーポレーション,5,2.4800000000000004
810,9056451A087    ,2023,35,0.93,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,0.76,0.16000000000000006,12.87,7.57,20.6,（株）ムロコーポレーション,1,0.0
811,9056451A087    ,2023,36,0.93,20.86670886075949,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,0.76,0.15000000000000002,33.410000000000004,6.769999999999996,40.33,（株）ムロコーポレーション,1,0.16
812,9056451A087    ,2023,37,0.93,20.86670886075949,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,0.76,0.2799999999999999,35.029999999999994,8.930000000000009,44.24,（株）ムロコーポレーション,1,0.14
813,9056451A087    ,2023,38,0.93,20.86670886075949,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,0.7599999999999999,0.2,35.35,3.900000000000002,39.45,（株）ムロコーポレーション,2,0.15
814,9056451A087    ,2023,39,0.93,20.86670886075949,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,0.76,0.17000000000000004,17.36,0.9000000000000004,18.18,（株）ムロコーポレーション,5,0.76
815,9056451A088    ,2023,37,0.93,58.72816513761467,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,0.7600000000000002,0.29000000000000004,13.03,25.18,38.5,（株）ムロコーポレーション,1,0.05
816,9056451A088    ,2023,39,0.93,58.72816513761467,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,0.78,0.2999999999999998,46.11,2.039999999999999,47.09,（株）ムロコーポレーション,3,0.16
817,9056451A089    ,2023,36,0.93,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,0.76,0.15000000000000002,14.03,24.32,38.5,（株）ムロコーポレーション,1,0.0
818,9056455A040    ,2023,36,0.93,6.53,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,0.81,0.33,165.95,7.060000000000002,173.34,（株）ムロコーポレーション,1,0.56
819,9056455A040    ,2023,37,0.93,6.53,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,0.81,0.25,212.21,0.060000000000002274,212.52,（株）ムロコーポレーション,1,0.56
820,9056455A041    ,2023,35,0.93,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,0.76,0.31999999999999995,16.73,3.02,20.07,（株）ムロコーポレーション,1,0.0
821,9056455A041    ,2023,35,0.93,6.976065259117083,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,0.78,9.32,7.710000000000001,3.809999999999999,20.84,（株）ムロコーポレーション,1,0.5
822,9056455A041    ,2023,36,0.93,6.976065259117083,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,0.7600000000000001,0.13999999999999996,55.839999999999996,3.565000000000004,59.545,（株）ムロコーポレーション,2,0.52
823,9056455A041    ,2023,37,0.93,6.976065259117083,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,0.7599999999999998,0.14000000000000012,45.83,7.149999999999999,53.12,（株）ムロコーポレーション,1,0.0
824,9056455A041    ,2023,39,0.93,6.976065259117083,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,0.76,0.33,37.79,11.720000000000004,49.84,（株）ムロコーポレーション,1,0.49
825,9056455A042    ,2023,35,0.93,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,0.7599999999999999,0.14500000000000007,25.455,2.3649999999999984,27.965,（株）ムロコーポレーション,2,0.0
826,9056455A042    ,2023,35,0.93,6.466028119507907,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,0.8200000000000001,0.12,19.67,2.009999999999998,21.8,（株）ムロコーポレーション,1,0.54
827,9056455A042    ,2023,36,0.93,6.466028119507907,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,0.7599999999999998,0.31999999999999995,23.56,2.0700000000000003,27.03,（株）ムロコーポレーション,3,1.14
828,9056455A042    ,2023,37,0.93,6.466028119507907,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,0.7600000000000001,1.295,23.604999999999993,3.584999999999999,28.485,（株）ムロコーポレーション,2,0.57
829,9056455A042    ,2023,39,0.93,6.466028119507907,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,0.76,0.13,7.01,2.2299999999999995,11.4,（株）ムロコーポレーション,3,1.56
830,9056455A043    ,2023,35,0.93,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,0.7600000000000001,0.285,22.354999999999997,2.545,25.185000000000002,（株）ムロコーポレーション,2,0.0
831,9056455A043    ,2023,35,0.93,6.74180811808118,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,0.7599999999999998,0.13000000000000034,37.71,1.0700000000000005,38.91,（株）ムロコーポレーション,1,0.0
832,9056455A043    ,2023,36,0.93,6.74180811808118,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,0.765,0.22000000000000003,31.95,1.3349999999999973,33.35,（株）ムロコーポレーション,4,1.6300000000000001
833,9056455A043    ,2023,37,0.93,6.74180811808118,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,0.765,4.82,29.880000000000003,2.4699999999999953,37.17,（株）ムロコーポレーション,2,1.03
834,9056455A043    ,2023,38,0.93,6.74180811808118,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,0.76,0.2500000000000001,23.13,1.7399999999999984,24.67,（株）ムロコーポレーション,3,1.47
835,9056455A043    ,2023,39,0.93,6.74180811808118,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,0.76,0.14,26.78,1.2199999999999989,28.14,（株）ムロコーポレーション,3,1.53
836,9056455A044    ,2023,35,0.93,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,0.79,0.135,23.505,2.8500000000000023,26.490000000000002,（株）ムロコーポレーション,2,0.0
837,9056455A044    ,2023,35,0.93,7.352018348623853,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,0.77,0.16000000000000006,32.8,1.9400000000000048,34.90000000000001,（株）ムロコーポレーション,1,0.0
838,9056455A044    ,2023,36,0.93,7.352018348623853,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,0.7600000000000002,0.14000000000000012,42.15000000000001,1.0399999999999991,43.51000000000001,（株）ムロコーポレーション,3,1.48
839,9056455A044    ,2023,37,0.93,7.352018348623853,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,0.76,0.2249999999999999,27.689999999999998,1.5250000000000004,29.884999999999998,（株）ムロコーポレーション,4,1.42
840,9056455A044    ,2023,38,0.93,7.352018348623853,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,0.76,0.14500000000000002,19.045,1.08,20.14,（株）ムロコーポレーション,4,1.78
841,9056455A044    ,2023,39,0.93,7.352018348623853,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,0.755,0.17000000000000004,16.990000000000002,1.9449999999999985,19.104999999999997,（株）ムロコーポレーション,2,0.96
842,9056455A045    ,2023,35,0.93,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,0.76,0.21999999999999997,5.874999999999998,5.245000000000001,36.865,（株）ムロコーポレーション,4,0.0
843,9056455A045    ,2023,36,0.93,6.976065259117083,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,0.76,0.2700000000000001,42.75,1.4199999999999946,43.54,（株）ムロコーポレーション,3,1.06
844,9056455A045    ,2023,37,0.93,6.976065259117083,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,0.77,0.15000000000000002,43.82,1.2900000000000065,46.64,（株）ムロコーポレーション,3,1.51
845,9056455A045    ,2023,38,0.93,6.976065259117083,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,0.76,0.16000000000000006,4.81,1.3600000000000003,6.34,（株）ムロコーポレーション,3,1.41
846,9056455A045    ,2023,39,0.93,6.976065259117083,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,0.76,0.16000000000000014,1.7399999999999998,1.6100000000000003,4.94,（株）ムロコーポレーション,3,0.98
847,9056455A046    ,2023,35,0.93,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,0.76,0.14,40.8,2.719999999999999,43.66,（株）ムロコーポレーション,1,0.0
848,9056455A046    ,2023,36,0.93,17.73,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,0.7799999999999998,0.20000000000000015,44.61,5.510000000000005,50.32,（株）ムロコーポレーション,1,0.19
849,9056455A046    ,2023,37,0.93,17.73,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,0.76,0.17000000000000004,47.05,1.759999999999998,50.9,（株）ムロコーポレーション,3,0.51
850,9056455A046    ,2023,38,0.93,17.73,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,0.77,0.30999999999999994,49.54,3.509999999999998,53.36,（株）ムロコーポレーション,1,0.17
851,9056455A046    ,2023,39,0.93,17.73,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,0.76,0.15000000000000002,50.76,2.759999999999998,55.93,（株）ムロコーポレーション,3,0.37
852,9056455A047    ,2023,36,0.93,23.673682310469317,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,0.76,0.35,20.46,32.79,53.6,（株）ムロコーポレーション,1,0.14
853,9056455A047    ,2023,37,0.93,23.673682310469317,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,0.7699999999999999,0.16499999999999998,52.114999999999995,4.68,56.96,（株）ムロコーポレーション,2,0.26
854,9056455A047    ,2023,38,0.93,23.673682310469317,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,0.75,0.2200000000000002,72.63,6.480000000000004,79.33,（株）ムロコーポレーション,1,0.13
855,9056455A048    ,2023,37,0.93,42.37736842105263,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,0.77,0.15000000000000002,63.13,21.19,84.47,（株）ムロコーポレーション,1,0.08
856,9056457A132    ,2023,38,0.93,17.00142857142857,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,0.75,0.4700000000000001,50.11,27.010000000000005,77.59,（株）ムロコーポレーション,1,0.18
857,9056457A133    ,2023,35,0.93,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,0.76,0.2500000000000001,1.22,3.87,5.34,（株）ムロコーポレーション,1,0.0
858,9056457A133    ,2023,36,0.93,11.465117056856187,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,0.76,0.2600000000000001,3.01,9.03,12.3,（株）ムロコーポレーション,1,0.3
859,9056457A133    ,2023,38,0.93,11.465117056856187,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,0.76,0.15000000000000002,33.13,13.229999999999995,46.51,（株）ムロコーポレーション,1,0.28
860,9056457A133    ,2023,39,0.93,11.465117056856187,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,0.76,2.3000000000000003,22.18,7.349999999999998,31.83,（株）ムロコーポレーション,1,0.29
861,9056457A134    ,2023,35,0.93,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,0.7600000000000001,0.2750000000000001,10.66,3.1800000000000006,14.115,（株）ムロコーポレーション,2,0.0
862,9056457A134    ,2023,35,0.93,3.53438197602315,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,0.76,0.16000000000000006,21.33,1.3699999999999974,22.86,（株）ムロコーポレーション,1,1.12
863,9056457A134    ,2023,36,0.93,3.53438197602315,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,0.75,0.31999999999999995,29.54,5.719999999999999,35.58,（株）ムロコーポレーション,1,1.22
864,9056457A134    ,2023,37,0.93,3.53438197602315,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,0.76,1.235,14.815,3.6800000000000006,19.73,（株）ムロコーポレーション,2,2.44
865,9056457A134    ,2023,38,0.93,3.53438197602315,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,0.77,0.17999999999999972,16.700000000000006,1.4399999999999975,21.3,（株）ムロコーポレーション,3,3.42
866,9056457A134    ,2023,39,0.93,3.53438197602315,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,0.76,0.2500000000000001,34.779999999999994,1.8300000000000052,36.86,（株）ムロコーポレーション,1,1.18
867,9056457A135    ,2023,35,0.93,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,0.76,0.16000000000000006,20.13,1.4200000000000008,21.4,（株）ムロコーポレーション,3,0.0
868,9056457A135    ,2023,35,0.93,2.6028624535315985,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,0.76,0.14,1.2400000000000002,1.17,2.5500000000000003,（株）ムロコーポレーション,1,1.73
869,9056457A135    ,2023,36,0.93,2.6028624535315985,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,0.76,0.2650000000000008,25.235,1.3699999999999992,28.215,（株）ムロコーポレーション,4,5.66
870,9056457A135    ,2023,37,0.93,2.6028624535315985,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,0.8200000000000001,0.13,28.92,1.75,31.809999999999995,（株）ムロコーポレーション,3,5.279999999999999
871,9056457A135    ,2023,38,0.93,2.6028624535315985,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,0.76,0.2600000000000001,22.67,0.75,25.71,（株）ムロコーポレーション,5,6.96
872,9056457A135    ,2023,39,0.93,2.6028624535315985,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,0.76,0.16000000000000006,14.78,1.0599999999999996,18.32,（株）ムロコーポレーション,3,5.35
873,9056457A136    ,2023,35,0.93,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,0.77,0.21000000000000008,6.77,0.9900000000000002,12.32,（株）ムロコーポレーション,4,0.0
874,9056457A136    ,2023,35,0.93,4.0815757878939465,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,0.7599999999999999,0.2,4.49,1.045,5.735,（株）ムロコーポレーション,2,0.92
875,9056457A136    ,2023,36,0.93,4.0815757878939465,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,0.76,0.16499999999999987,7.574999999999999,0.7500000000000004,8.379999999999999,（株）ムロコーポレーション,6,4.02
876,9056457A136    ,2023,37,0.93,4.0815757878939465,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,0.76,0.17999999999999972,6.72,0.79,7.85,（株）ムロコーポレーション,5,3.71
877,9056457A136    ,2023,38,0.93,4.0815757878939465,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,0.76,0.14500000000000002,6.165,0.9099999999999997,7.220000000000001,（株）ムロコーポレーション,2,1.7999999999999998
878,9056457A136    ,2023,39,0.93,4.0815757878939465,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,0.76,0.14500000000000007,4.605,0.7000000000000002,6.285,（株）ムロコーポレーション,6,4.7
879,9056457A137    ,2023,35,0.93,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,0.7599999999999999,0.25,4.455000000000001,1.0150000000000003,6.695,（株）ムロコーポレーション,4,0.0
880,9056457A137    ,2023,35,0.93,7.08234375,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,0.7600000000000001,0.15499999999999986,4.74,1.1050000000000004,6.0,（株）ムロコーポレーション,2,0.47
881,9056457A137    ,2023,36,0.93,7.08234375,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,0.76,0.16499999999999998,1.76,0.6399999999999999,3.46,（株）ムロコーポレーション,6,2.06
882,9056457A137    ,2023,37,0.93,7.08234375,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,0.76,0.16000000000000003,0.69,0.97,2.855,（株）ムロコーポレーション,4,1.3800000000000001
883,9056457A137    ,2023,38,0.93,7.08234375,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,0.76,0.17000000000000004,3.21,1.0449999999999997,4.425000000000001,（株）ムロコーポレーション,2,0.48
884,9056457A137    ,2023,39,0.93,7.08234375,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,0.765,0.1600000000000001,2.4250000000000003,0.9049999999999998,4.239999999999999,（株）ムロコーポレーション,6,1.93
885,9056457A138    ,2023,35,0.93,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,0.76,0.31999999999999995,21.23,1.2799999999999994,24.39,（株）ムロコーポレーション,3,0.0
886,9056457A138    ,2023,35,0.93,23.83909090909091,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,0.7600000000000002,0.13999999999999968,1.46,1.54,3.14,（株）ムロコーポレーション,1,0.13
887,9056457A138    ,2023,36,0.93,23.83909090909091,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,0.76,0.15500000000000003,2.03,1.9949999999999997,5.129999999999999,（株）ムロコーポレーション,4,0.56
888,9056457A138    ,2023,37,0.93,23.83909090909091,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,0.76,0.14,1.83,1.21,5.05,（株）ムロコーポレーション,3,0.24
889,9056457A138    ,2023,39,0.93,23.83909090909091,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,0.7599999999999999,0.15500000000000008,6.78,2.3900000000000006,9.325000000000001,（株）ムロコーポレーション,2,0.26
890,9056457A139    ,2023,35,0.93,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,0.8200000000000001,0.12,18.19,1.1099999999999994,19.42,（株）ムロコーポレーション,1,0.0
891,9056457A139    ,2023,36,0.93,56.19315789473684,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,0.7550000000000001,0.22999999999999993,15.560000000000002,5.030000000000001,20.82,（株）ムロコーポレーション,2,0.12
892,9056457A139    ,2023,37,0.93,56.19315789473684,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,0.76,0.13,7.15,6.299999999999999,13.58,（株）ムロコーポレーション,1,0.05
893,9056457A139    ,2023,39,0.93,56.19315789473684,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,0.76,0.15000000000000002,12.41,12.05,24.610000000000007,（株）ムロコーポレーション,1,0.05
894,9056457A140    ,2023,35,0.93,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,0.76,0.16500000000000004,15.370000000000001,4.579999999999998,20.115,（株）ムロコーポレーション,2,0.0
895,9056463A028    ,2023,36,0.93,4.339090909090909,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,0.77,2.24,70.58,15.47,88.28999999999998,（株）ムロコーポレーション,1,0.93
896,9056463A029    ,2023,36,0.93,4.776153846153846,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,0.7599999999999998,0.3600000000000003,72.21,11.829999999999998,84.39999999999998,（株）ムロコーポレーション,1,0.83
897,9056463A030    ,2023,36,0.93,2.8258772193800783,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,0.75,0.4800000000000001,53.36,6.6699999999999955,60.51,（株）ムロコーポレーション,1,1.68
898,9056463A030    ,2023,39,0.93,2.8258772193800783,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,0.76,0.30999999999999994,53.07,25.139999999999993,78.52,（株）ムロコーポレーション,1,1.47
899,9056463A031    ,2023,35,0.93,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,0.8200000000000001,0.12,17.37,1.0300000000000011,18.52,（株）ムロコーポレーション,1,0.0
900,9056463A031    ,2023,35,0.93,3.988252427184466,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,0.78,9.32,8.169999999999998,2.5600000000000023,20.05,（株）ムロコーポレーション,1,0.95
901,9056463A031    ,2023,36,0.93,3.988252427184466,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,0.78,9.32,10.72,5.27,25.31,（株）ムロコーポレーション,1,1.03
902,9056463A031    ,2023,37,0.93,3.988252427184466,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,0.7599999999999998,0.25,15.06,5.550000000000002,20.86,（株）ムロコーポレーション,1,0.92
903,9056463A031    ,2023,39,0.93,3.988252427184466,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,0.76,0.17000000000000004,18.73,13.499999999999995,32.4,（株）ムロコーポレーション,1,0.96
904,9056463A032    ,2023,35,0.93,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,0.76,0.33,8.73,1.1799999999999995,19.23,（株）ムロコーポレーション,3,0.0
905,9056463A032    ,2023,35,0.93,8.756086956521738,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,0.76,0.2500000000000001,7.93,1.7300000000000004,9.91,（株）ムロコーポレーション,1,0.0
906,9056463A032    ,2023,36,0.93,8.756086956521738,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,0.7600000000000001,0.15499999999999997,7.82,2.255,10.23,（株）ムロコーポレーション,2,0.81
907,9056463A032    ,2023,37,0.93,8.756086956521738,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,0.765,0.15499999999999997,7.93,3.7749999999999995,11.86,（株）ムロコーポレーション,2,0.72
908,9056463A032    ,2023,38,0.93,8.756086956521738,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,0.76,0.34,9.510000000000002,6.639999999999999,16.49,（株）ムロコーポレーション,1,0.35
909,9056463A032    ,2023,39,0.93,8.756086956521738,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,0.75,0.14,14.27,3.0,17.41,（株）ムロコーポレーション,1,0.37
910,9056463A033    ,2023,35,0.93,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,0.76,0.2600000000000001,1.46,0.8700000000000001,4.01,（株）ムロコーポレーション,5,0.0
911,9056463A033    ,2023,35,0.93,23.83909090909091,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,0.76,0.14,1.7000000000000002,1.02,2.8600000000000003,（株）ムロコーポレーション,1,0.13
912,9056463A033    ,2023,36,0.93,23.83909090909091,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,0.76,0.15000000000000002,2.75,1.04,5.4,（株）ムロコーポレーション,5,0.56
913,9056463A033    ,2023,37,0.93,23.83909090909091,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,0.755,0.17000000000000004,2.7199999999999998,2.515,5.405,（株）ムロコーポレーション,2,0.26
914,9056463A033    ,2023,38,0.93,23.83909090909091,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,0.76,0.17000000000000004,1.42,1.92,3.56,（株）ムロコーポレーション,3,0.25
915,9056463A033    ,2023,39,0.93,23.83909090909091,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,0.76,0.16000000000000014,0.6600000000000001,1.3,2.5000000000000004,（株）ムロコーポレーション,3,0.38
916,9056463A034    ,2023,35,0.93,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,0.76,0.2550000000000001,1.9249999999999998,0.81,4.16,（株）ムロコーポレーション,4,0.0
917,9056463A034    ,2023,35,0.93,56.19315789473684,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,0.7600000000000002,0.1499999999999999,2.43,0.75,3.33,（株）ムロコーポレーション,1,0.05
918,9056463A034    ,2023,36,0.93,56.19315789473684,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,0.76,0.16499999999999998,1.585,0.845,3.8049999999999997,（株）ムロコーポレーション,6,0.3
919,9056463A034    ,2023,37,0.93,56.19315789473684,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,0.755,0.17000000000000004,2.8899999999999997,1.93,4.99,（株）ムロコーポレーション,2,0.11
920,9056463A034    ,2023,38,0.93,56.19315789473684,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,0.76,0.16500000000000004,1.185,1.1600000000000004,3.3049999999999997,（株）ムロコーポレーション,4,0.15000000000000002
921,9056463A034    ,2023,39,0.93,56.19315789473684,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,0.765,0.1650000000000001,2.1950000000000003,0.7050000000000001,3.02,（株）ムロコーポレーション,6,0.16999999999999998
922,9056463A035    ,2023,35,0.93,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,0.76,0.1499999999999999,2.09,1.1800000000000006,5.18,（株）ムロコーポレーション,5,0.0
923,9056463A035    ,2023,36,0.93,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,0.77,0.16999999999999993,1.1800000000000006,1.16,3.51,（株）ムロコーポレーション,3,0.0
924,9056463A035    ,2023,37,0.93,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,0.76,0.14,0.3500000000000001,0.8399999999999999,3.88,（株）ムロコーポレーション,3,0.0
925,9056463A035    ,2023,38,0.93,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,0.76,0.16500000000000004,0.615,0.9000000000000001,1.475,（株）ムロコーポレーション,4,0.0
926,9056463A035    ,2023,39,0.93,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,0.76,0.17000000000000004,1.13,0.7500000000000002,2.14,（株）ムロコーポレーション,5,0.0
927,9056463A036    ,2023,35,0.93,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,0.7600000000000001,0.2750000000000001,10.36,4.005,14.64,（株）ムロコーポレーション,2,0.0
