,品番,Year,Week_Number,在庫数（箱）,入庫数（箱）,出庫数（箱）,基準在庫日数,基準在庫日数（基準在庫枚数込み）,基準在庫枚数,箱種類,A,B,C,収容数,印刷検収LT,検収入庫LT,入庫出庫LT,出庫回収LT,社内LT（検収回収LT）,仕入先名,回収かんばん数,日量数（箱数）,社内LT/設計値LT,社内LT/設計値LT（基準在庫枚数込み）,順立装置在庫量/設計値MIN,不等ピッチ係数,順立装置在庫量/設計値MAX
237,35482TFA010    ,2023,39,1.0,1.0,2.0,0.66,3.209781447304517,1.0,ＡＷ１３１フタナシ,1.0,1.0,1.78,1000,2.83,0.22499999999999998,26.474999999999998,5.0600000000000005,31.759999999999998,サトープレス工業（株）,2,0.774,48.12121212121212,9.89475468078088,4.64744483482981,0.0,0.18314532494103145
238,35501ECB010    ,2023,35,7.0,16.0,15.0,0.6,0.6,1.0,ＴＰ３３１フタナシ,1.0,1.0,1.38,100,1.33,0.26000000000000023,1.375,0.3349999999999995,4.135,大橋鉄工（株）,16,0.0,6.891666666666667,6.891666666666667,inf,0.0,0.0
239,35501ECB010    ,2023,35,7.0,16.0,15.0,0.6,0.8549781447304516,1.0,ＴＰ３３１フタナシ,1.0,1.0,1.38,100,1.35,0.25,1.0000000000000002,0.29000000000000004,1.5399999999999998,大橋鉄工（株）,5,3.93,2.5666666666666664,1.8012156328107247,7.4839095943721,0.0,0.6029072396716393
240,35501ECB010    ,2023,36,5.0,19.0,19.0,0.6,0.8549781447304516,1.0,ＴＰ３３１フタナシ,1.0,1.0,1.38,100,1.35,0.27,1.695,0.2899999999999998,3.13,大橋鉄工（株）,22,20.67,5.216666666666667,3.660912292660759,1.0163717155948009,0.0,0.22007166513039886
241,35501ECB010    ,2023,37,4.0,21.0,18.0,0.6,0.8549781447304516,1.0,ＴＰ３３１フタナシ,1.0,1.0,1.38,100,1.33,0.2599999999999998,0.8300000000000001,0.29000000000000004,2.04,大橋鉄工（株）,21,19.37,3.4000000000000004,2.3860259032038176,0.8676676659305953,0.0,0.18862436924076195
242,35501ECB010    ,2023,38,4.0,21.0,18.0,0.6,0.8549781447304516,1.0,ＴＰ３３１フタナシ,1.0,1.0,1.38,100,1.3199999999999998,0.27,1.2100000000000004,0.2999999999999998,1.81,大橋鉄工（株）,19,18.73,3.016666666666667,2.117013178822995,0.8973156801428526,0.0,0.19451642935423416
243,35501ECB010    ,2023,39,4.5,21.0,19.0,0.6,0.8549781447304516,1.0,ＴＰ３３１フタナシ,1.0,1.0,1.38,100,1.34,0.29499999999999993,1.0950000000000002,0.2549999999999999,2.31,大橋鉄工（株）,22,19.66,3.85,2.7018234492160875,0.9617275190849484,0.0,0.20828774609746126
244,35505ECB010    ,2023,35,18.0,54.0,56.0,0.81,0.81,1.0,ＴＰ１３１フタナシ,1.0,2.0,2.34,24,1.19,0.09000000000000008,1.1050000000000002,0.2200000000000002,1.8599999999999999,中庸スプリング（株）,56,0.0,2.296296296296296,2.296296296296296,inf,0.1,0.0
245,35505ECB010    ,2023,35,18.0,54.0,56.0,0.81,0.8711947547353085,1.0,ＴＰ１３１フタナシ,1.0,2.0,2.34,24,1.1800000000000002,0.30499999999999994,0.9450000000000001,0.19000000000000017,1.4049999999999998,中庸スプリング（株）,22,16.375,1.7345679012345676,1.6127277997981924,6.582255336654935,0.1,1.1546969777580058
246,35505ECB010    ,2023,36,14.5,76.0,78.0,0.81,0.8711947547353085,1.0,ＴＰ１３１フタナシ,1.0,2.0,2.34,24,1.1900000000000002,0.1499999999999999,0.7999999999999998,0.1900000000000004,1.2400000000000002,中庸スプリング（株）,87,86.125,1.5308641975308643,1.42333272010659,1.0081433649392073,0.1,0.2997298708417843
247,35505ECB010    ,2023,37,12.0,76.0,76.0,0.81,0.8711947547353085,1.0,ＴＰ１３１フタナシ,1.0,2.0,2.34,24,1.1800000000000002,0.1299999999999999,0.52,0.22,1.0699999999999994,中庸スプリング（株）,83,80.70833333333336,1.3209876543209869,1.2281983955758469,0.8903205463105794,0.1,0.26501823042505906
248,35505ECB010    ,2023,38,11.0,70.0,73.0,0.81,0.8711947547353085,1.0,ＴＰ１３１フタナシ,1.0,2.0,2.34,24,1.1800000000000002,0.27,0.7499999999999998,0.18999999999999995,1.1999999999999995,中庸スプリング（株）,79,78.04166666666666,1.4814814814814807,1.3774187613934734,0.8440140541128102,0.1,0.25133130925211233
249,35505ECB010    ,2023,39,12.0,79.0,77.0,0.81,0.8711947547353085,1.0,ＴＰ１３１フタナシ,1.0,2.0,2.34,24,1.18,0.1100000000000001,0.6900000000000002,0.16999999999999993,1.18,中庸スプリング（株）,85,81.91666666666667,1.45679012345679,1.354461782036916,0.8771876389641874,0.1,0.26125944208287555
250,35556ECB010    ,2023,35,6.0,12.0,13.0,0.75,0.75,1.0,ＡＷ１３１フタナシ,1.0,2.0,3.8,100,1.93,0.44,1.6499999999999997,0.2700000000000005,3.61,（株）ギフ加藤製作所,13,0.0,4.8133333333333335,4.8133333333333335,inf,0.12,0.0
251,35556ECB010    ,2023,35,6.0,12.0,13.0,0.75,1.0049781447304516,1.0,ＡＷ１３１フタナシ,1.0,2.0,3.8,100,1.835,0.4399999999999997,1.5550000000000002,0.2799999999999998,2.185,（株）ギフ加藤製作所,6,3.9300000000000006,2.9133333333333336,2.174176634046152,6.361323155216285,0.12,0.7039920799398233
252,35556ECB010    ,2023,36,4.0,17.0,18.0,0.75,1.0049781447304516,1.0,ＡＷ１３１フタナシ,1.0,2.0,3.8,100,1.915,0.43000000000000016,0.9299999999999997,0.24999999999999956,1.59,（株）ギフ加藤製作所,20,20.67,2.12,1.5821239579557813,0.806321561038542,0.12,0.3285469096976884
253,35556ECB010    ,2023,37,4.0,19.0,18.0,0.75,1.0049781447304516,1.0,ＡＷ１３１フタナシ,1.0,2.0,3.8,100,1.9,0.4399999999999995,0.71,0.17999999999999972,1.5099999999999998,（株）ギフ加藤製作所,13,19.369999999999997,2.013333333333333,1.5025202368007733,0.8604371020478404,0.12,0.3474050591511891
254,35556ECB010    ,2023,38,3.0,18.0,17.0,0.75,1.0049781447304516,1.0,ＡＷ１３１フタナシ,1.0,2.0,3.8,100,1.92,0.4200000000000004,0.7000000000000002,0.27999999999999936,1.5,（株）ギフ加藤製作所,17,18.73,2.0,1.4925697716563975,0.6673785371062467,0.12,0.27350106848675565
255,35556ECB010    ,2023,39,5.0,22.0,18.0,0.75,1.0049781447304516,1.0,ＡＷ１３１フタナシ,1.0,2.0,3.8,100,1.93,0.42000000000000015,1.0,0.21,1.6399999999999997,（株）ギフ加藤製作所,17,19.66,2.186666666666666,1.6318762836776608,1.0596812478806374,0.12,0.42113486377750914
256,35557ECB010    ,2023,35,11.0,27.0,30.0,0.89,0.89,1.0,ＴＰ１３１フタナシ,1.0,2.0,4.94,46,2.51,0.16000000000000014,0.7450000000000006,0.2699999999999996,2.255,小川工業（株）,30,0.0,2.533707865168539,2.533707865168539,inf,0.05,0.0
257,35557ECB010    ,2023,35,11.0,27.0,30.0,0.89,1.0072899465760077,1.0,ＴＰ１３１フタナシ,1.0,2.0,4.94,46,2.5,0.41000000000000014,0.77,0.26000000000000023,1.6399999999999997,小川工業（株）,13,8.543478260869565,1.8426966292134828,1.6281310119044747,4.335123927999246,0.05,1.2176173326198998
258,35557ECB010    ,2023,36,9.0,38.0,41.0,0.89,1.0072899465760077,1.0,ＴＰ１３１フタナシ,1.0,2.0,4.94,46,2.51,0.2200000000000002,1.23,0.25,1.7299999999999995,小川工業（株）,41,44.93478260869565,1.9438202247191005,1.7174796649967934,0.6743780328685989,0.05,0.35449108841771304
259,35557ECB010    ,2023,37,7.0,33.0,38.0,0.89,1.0072899465760077,1.0,ＴＰ１３１フタナシ,1.0,2.0,4.94,46,2.22,0.3799999999999999,0.6850000000000003,0.25,1.5500000000000003,小川工業（株）,28,42.108695652173914,1.7415730337078654,1.5387823588121565,0.5597186805240495,0.05,0.29511581692408667
260,35557ECB010    ,2023,38,8.0,37.0,39.0,0.89,1.0072899465760077,1.0,ＴＰ１３１フタナシ,1.0,2.0,4.94,46,3.3450000000000006,0.20999999999999974,0.8499999999999999,0.23500000000000032,1.4449999999999998,小川工業（株）,36,40.71739130434782,1.6235955056179774,1.4345422635377842,0.6615361660743402,0.05,0.34697973724807984
261,35557ECB010    ,2023,39,11.0,41.0,41.0,0.89,1.0072899465760077,1.0,ＴＰ１３１フタナシ,1.0,2.0,4.94,46,4.1899999999999995,0.17999999999999972,1.2100000000000004,0.2250000000000001,1.755,小川工業（株）,40,42.73913043478261,1.9719101123595504,1.7422987353002155,0.86658377604461,0.05,0.4513171287569917
262,35580ECB011    ,2023,35,69.5,260.0,219.0,0.9,0.9,3.0,ＴＰ３４２フタアリ,1.0,4.0,8.04,6,1.02,0.5800000000000001,1.13,0.1899999999999995,3.62,アイシン精機（株）,216,0.0,4.022222222222222,4.022222222222222,inf,0.14,0.0
263,35580ECB011    ,2023,35,69.5,260.0,219.0,0.9,0.9459016393442624,3.0,ＴＰ３４２フタアリ,1.0,4.0,8.04,6,0.96,0.3800000000000001,1.755,0.18999999999999995,2.335,アイシン精機（株）,98,65.5,2.5944444444444446,2.468544194107452,4.694994257920692,0.14,2.8547963192633756
264,35580ECB011    ,2023,36,54.0,232.0,306.0,0.9,0.9459016393442624,3.0,ＴＰ３４２フタアリ,1.0,4.0,8.04,6,0.97,0.6499999999999999,0.9650000000000001,0.16999999999999993,1.5700000000000005,アイシン精機（株）,338,344.5,1.744444444444445,1.6597920277296363,0.693579254273861,0.14,0.5190132864232639
265,35580ECB011    ,2023,37,33.0,320.0,304.0,0.9,0.9459016393442624,3.0,ＴＰ３４２フタアリ,1.0,4.0,8.04,6,0.98,0.48,0.5,0.16999999999999993,1.2600000000000002,アイシン精機（株）,334,322.6666666666667,1.4000000000000001,1.3320623916811092,0.45253419147224455,0.14,0.3393227772864932
266,35580ECB011    ,2023,38,78.0,309.0,284.0,0.9,0.9459016393442624,3.0,ＴＰ３４２フタアリ,1.0,4.0,8.04,6,1.0099999999999998,0.49,1.2400000000000002,0.1800000000000006,2.2700000000000005,アイシン精機（株）,312,312.16666666666663,2.5222222222222226,2.399826689774697,1.1056040897901718,0.14,0.82317031007567
267,35580ECB011    ,2023,39,85.0,275.0,311.0,0.9,0.9459016393442624,3.0,ＴＰ３４２フタアリ,1.0,4.0,8.04,6,1.0099999999999998,0.3400000000000001,1.4700000000000006,0.16999999999999993,2.12,アイシン精機（株）,335,327.66666666666663,2.3555555555555556,2.2412478336221837,1.1478317233680535,0.14,0.854719489877293
268,35595ECB010    ,2023,35,12.0,39.0,32.0,0.57,0.57,1.0,ＴＰ３３１フタナシ,1.0,1.0,1.78,40,3.82,0.19000000000000014,0.75,0.2699999999999996,1.2900000000000005,サトープレス工業（株）,33,0.0,2.263157894736843,2.263157894736843,inf,0.0,0.0
269,35595ECB010    ,2023,35,12.0,39.0,32.0,0.57,0.6719912578921806,1.0,ＴＰ３３１フタナシ,1.0,1.0,1.78,40,1.82,0.23999999999999974,1.77,0.25,2.19,サトープレス工業（株）,13,9.825000000000001,3.842105263157895,3.2589709676719933,4.393431819429951,0.0,0.8157892296588805
270,35595ECB010    ,2023,36,10.0,45.0,47.0,0.57,0.6719912578921806,1.0,ＴＰ３３１フタナシ,1.0,1.0,1.78,40,1.83,0.25,0.8199999999999994,0.21,1.3199999999999994,サトープレス工業（株）,51,51.675,2.3157894736842097,1.964311268185858,0.6961049447814752,0.0,0.18196754426970974
271,35595ECB010    ,2023,37,7.0,50.0,44.0,0.57,0.6719912578921806,1.0,ＴＰ３３１フタナシ,1.0,1.0,1.78,40,1.84,0.20000000000000015,0.75,0.21,1.22,サトープレス工業（株）,50,48.425000000000004,2.1403508771929824,1.815499808474809,0.5199763782159609,0.0,0.13627631409903704
272,35595ECB010    ,2023,38,8.0,47.0,43.0,0.57,0.6719912578921806,1.0,ＴＰ３３１フタナシ,1.0,1.0,1.78,40,1.82,0.17000000000000035,0.7600000000000002,0.2200000000000002,1.2100000000000002,サトープレス工業（株）,47,46.824999999999996,2.12280701754386,1.8006186625037044,0.6145644082705005,0.0,0.16070448214022978
273,35595ECB010    ,2023,39,7.0,40.0,46.0,0.57,0.6719912578921806,1.0,ＴＰ３３１フタナシ,1.0,1.0,1.78,40,1.83,0.18500000000000005,0.7749999999999999,0.21,1.1849999999999998,サトープレス工業（株）,50,49.15,2.0789473684210527,1.7634157975759415,0.5123063299106391,0.0,0.1343059480246538
274,3559850A010    ,2023,35,5.0,13.0,13.0,0.9,0.9,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.92,100,2.0,0.5500000000000003,2.6500000000000004,0.2999999999999998,3.5600000000000005,アイコー（株）,13,0.0,3.955555555555556,3.955555555555556,inf,0.32,0.0
275,3559850A010    ,2023,35,5.0,13.0,13.0,0.9,1.1549781447304517,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.92,100,2.91,0.4750000000000001,1.77,0.29499999999999993,2.6300000000000003,アイコー（株）,6,3.9300000000000006,2.9222222222222225,2.277099365039317,5.171807443265271,0.32,0.6818205889611074
276,3559850A010    ,2023,36,1.0,19.0,18.0,0.9,1.1549781447304517,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.92,100,1.9849999999999999,0.3500000000000001,0.9799999999999998,0.2650000000000001,1.8899999999999997,アイコー（株）,20,20.67,2.0999999999999996,1.6363946007316763,0.19666379537525416,0.32,0.08646656611987508
277,3559850A010    ,2023,37,1.5,18.0,18.0,0.9,1.1549781447304517,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.92,100,1.975,0.3300000000000001,0.5950000000000002,0.22999999999999998,1.3400000000000003,アイコー（株）,20,19.37,1.4888888888888892,1.1601951137462683,0.31479406172481955,0.32,0.13675782136753883
278,3559850A010    ,2023,38,1.0,19.0,17.0,0.9,1.1549781447304517,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.92,100,1.99,0.31000000000000005,1.0100000000000002,0.2599999999999998,1.67,アイコー（株）,19,18.73,1.8555555555555554,1.445914805937513,0.21703367060365744,0.32,0.09507028558502585
279,3559850A010    ,2023,39,3.0,20.0,18.0,0.9,1.1549781447304517,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.92,100,2.5,0.35499999999999976,1.0250000000000004,0.21999999999999972,1.7550000000000003,アイコー（株）,20,19.66,1.9500000000000004,1.5195092721079857,0.6203012182715927,0.32,0.26239140758451207
280,35771ECB010    ,2023,35,41.0,325.0,328.0,0.79,0.79,3.0,ＴＰ３４１フタナシ,1.0,6.0,4.92,4,0.8200000000000001,0.20000000000000015,0.41000000000000014,0.14000000000000012,0.7999999999999998,アイシン機工（株）,331,0.0,1.012658227848101,1.012658227848101,inf,0.12,0.0
281,35771ECB010    ,2023,35,41.0,325.0,328.0,0.79,0.8205973773676543,3.0,ＴＰ３４１フタナシ,1.0,6.0,4.92,4,0.8200000000000001,0.18000000000000016,0.47,0.1299999999999999,0.795,アイシン機工（株）,138,98.25,1.0063291139240507,0.9688064109469049,4.229420259954611,0.12,1.6067769770924905
282,35771ECB010    ,2023,36,27.0,437.0,459.0,0.79,0.8205973773676543,3.0,ＴＰ３４１フタナシ,1.0,6.0,4.92,4,0.8200000000000001,0.2,0.22,0.11999999999999987,0.5699999999999998,アイシン機工（株）,504,516.75,0.7215189873417719,0.6946159172826863,0.5295571333307183,0.12,0.24001694597866913
283,35771ECB010    ,2023,37,19.0,449.0,443.0,0.79,0.8205973773676543,3.0,ＴＰ３４１フタナシ,1.0,6.0,4.92,4,0.8099999999999998,0.21,0.1399999999999999,0.1299999999999999,0.55,アイシン機工（株）,438,484.25,0.6962025316455697,0.6702434289569782,0.39766147148697484,0.12,0.18040516089041553
284,35771ECB010    ,2023,38,26.5,431.0,433.0,0.79,0.8205973773676543,3.0,ＴＰ３４１フタナシ,1.0,6.0,4.92,4,0.8,0.17999999999999983,0.2400000000000001,0.1499999999999999,0.54,アイシン機工（株）,452,468.25,0.6835443037974683,0.6580571847941241,0.5735847967561796,0.12,0.25973325511834205
285,35771ECB010    ,2023,39,48.0,488.0,459.0,0.79,0.8205973773676543,3.0,ＴＰ３４１フタナシ,1.0,6.0,4.92,4,0.8099999999999998,0.2200000000000002,0.4699999999999998,0.13000000000000034,0.8700000000000001,アイシン機工（株）,487,491.5,1.1012658227848102,1.0602032421683112,0.9897995655879684,0.12,0.446588622975032
286,35771ECE010    ,2023,35,57.0,321.0,327.0,0.79,0.79,2.0,ＴＰ３４１フタナシ,1.0,6.0,4.92,6,0.8200000000000001,0.18000000000000016,0.8099999999999996,0.13000000000000012,1.1599999999999997,アイシン機工（株）,329,0.0,1.4683544303797464,1.4683544303797464,inf,0.12,0.0
287,35771ECE010    ,2023,35,57.0,321.0,327.0,0.79,0.8138230289279638,2.0,ＴＰ３４１フタナシ,1.0,6.0,4.92,6,0.8199999999999998,0.20000000000000015,0.9399999999999996,0.1399999999999999,1.28,アイシン機工（株）,121,81.16666666666677,1.620253164556962,1.5728235187521344,7.117487096953206,0.12,2.3073561802584974
288,35771ECE010    ,2023,36,47.0,381.0,400.0,0.79,0.8138230289279638,2.0,ＴＰ３４１フタナシ,1.0,6.0,4.92,6,0.8200000000000001,0.2,0.4899999999999999,0.1200000000000001,0.8799999999999999,アイシン機工（株）,434,443.33333333333337,1.1139240506329111,1.0813161691420923,1.0744767323714692,0.12,0.4838874125015807
289,35771ECE010    ,2023,37,47.0,384.0,380.0,0.79,0.8138230289279638,2.0,ＴＰ３４１フタナシ,1.0,6.0,4.92,6,0.8099999999999998,0.20000000000000015,0.34999999999999964,0.1399999999999999,0.76,アイシン機工（株）,371,415.3333333333334,0.9620253164556962,0.9338639642590798,1.1469133660144892,0.12,0.5157138998847322
290,35771ECE010    ,2023,38,52.0,364.0,372.0,0.79,0.8138230289279638,2.0,ＴＰ３４１フタナシ,1.0,6.0,4.92,6,0.8,0.18500000000000005,0.2749999999999999,0.1499999999999999,0.6099999999999999,アイシン機工（株）,390,408.83333333333337,0.772151898734177,0.7495487081553138,1.2890999438084638,0.12,0.5786157709302444
291,35771ECE010    ,2023,39,57.0,398.0,385.0,0.79,0.8138230289279638,2.0,ＴＰ３４１フタナシ,1.0,6.0,4.92,6,0.8049999999999999,0.2100000000000002,0.54,0.13999999999999968,0.9999999999999996,アイシン機工（株）,414,414.33333333333337,1.265822784810126,1.2287683740251045,1.3942945358874559,0.12,0.6252295472825509
292,35847ECB010    ,2023,35,9.0,22.0,20.0,0.51,0.51,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,80,3.91,0.16000000000000014,1.2000000000000002,0.20000000000000015,2.890000000000001,（株）メタルテック,21,0.0,5.666666666666669,5.666666666666669,inf,0.0,0.0
293,35847ECB010    ,2023,35,9.0,22.0,20.0,0.51,0.7139825157843613,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,80,2.92,0.11500000000000021,2.785,0.16500000000000004,3.040000000000001,（株）メタルテック,6,4.9125,5.960784313725492,4.257807345128531,6.31745196104238,0.0,0.7842742923125747
294,35847ECB010    ,2023,36,7.0,26.0,28.0,0.51,0.7139825157843613,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,80,1.93,0.14000000000000035,1.4049999999999998,0.1449999999999998,2.5100000000000002,（株）メタルテック,32,25.8375,4.921568627450981,3.515492248773885,0.934220843134311,0.0,0.24943346672776903
295,35847ECB010    ,2023,37,5.0,28.0,28.0,0.51,0.7139825157843613,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,80,1.93,0.17000000000000035,0.9899999999999998,0.2600000000000007,1.7400000000000002,（株）メタルテック,17,24.2125,3.4117647058823533,2.4370344672775137,0.7120858775568334,0.0,0.19131278578255762
296,35847ECB010    ,2023,38,4.0,28.0,27.0,0.51,0.7139825157843613,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,80,1.9400000000000004,0.14999999999999947,0.7000000000000002,0.31499999999999995,2.0,（株）メタルテック,28,23.4125,3.9215686274509802,2.801189042847717,0.5891341568937901,0.0,0.158905085756061
297,35847ECB010    ,2023,39,5.0,30.0,28.0,0.51,0.7139825157843613,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,80,1.94,0.1200000000000001,0.7400000000000002,0.3099999999999996,1.6899999999999995,（株）メタルテック,31,24.575000000000003,3.3137254901960773,2.36700474120632,0.701582067562353,0.0,0.18864128875106903
298,35847ECB020    ,2023,35,8.0,22.0,17.0,0.5,0.5,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,70,3.91,0.16000000000000014,2.01,0.3899999999999997,2.7700000000000005,（株）メタルテック,19,0.0,5.540000000000001,5.540000000000001,inf,0.0,0.0
299,35847ECB020    ,2023,35,8.0,22.0,17.0,0.5,0.6784847013113162,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,70,1.93,0.1200000000000001,1.9800000000000004,0.3899999999999997,2.390000000000001,（株）メタルテック,7,5.614285714285713,4.780000000000002,3.5225554760200444,4.9135737474774075,0.0,0.7401531586780453
300,35847ECB020    ,2023,36,8.0,23.0,27.0,0.5,0.6784847013113162,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,70,1.93,0.1299999999999999,1.7350000000000003,0.33999999999999986,2.37,（株）メタルテック,30,29.528571428571425,4.74,3.493078024337867,0.934220843134311,0.0,0.25047574076058554
301,35847ECB020    ,2023,37,5.0,29.0,24.0,0.5,0.6784847013113162,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,70,1.935,0.16000000000000014,0.7649999999999997,0.34499999999999975,1.35,（株）メタルテック,16,27.67142857142857,2.7,1.9897279885468862,0.6230751428622292,0.0,0.16847453805313692
302,35847ECB020    ,2023,38,7.0,27.0,24.0,0.5,0.6784847013113162,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,70,1.9400000000000004,0.14999999999999947,0.8899999999999997,0.16999999999999993,1.3099999999999996,（株）メタルテック,27,26.757142857142856,2.619999999999999,1.9307730851825333,0.9021116777436162,0.0,0.2414033534716758
303,35847ECB020    ,2023,39,8.0,30.0,26.0,0.5,0.6784847013113162,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,70,2.0700000000000003,0.10000000000000007,0.8500000000000001,0.15000000000000036,1.1899999999999995,（株）メタルテック,29,28.085714285714285,2.379999999999999,1.7539083750894766,0.9822148945872944,0.0,0.26253424726999486
304,35847ECE010    ,2023,35,21.5,54.0,49.0,0.5,0.5,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,40,3.91,0.11000000000000032,1.67,0.21,2.140000000000001,（株）メタルテック,49,0.0,4.280000000000002,4.280000000000002,inf,0.0,0.0
305,35847ECE010    ,2023,35,21.5,54.0,49.0,0.5,0.5794100964265456,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,40,1.93,0.1200000000000001,1.68,0.21999999999999972,2.0350000000000006,（株）メタルテック,18,12.175,4.070000000000001,3.5121928536465994,6.089357785173122,0.0,1.1391870509471995
306,35847ECE010    ,2023,36,18.0,59.0,60.0,0.5,0.5794100964265456,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,40,1.93,0.1299999999999999,1.7649999999999997,0.19999999999999973,2.1800000000000006,（株）メタルテック,66,66.49999999999999,4.360000000000001,3.762447381302008,0.9333679025149081,0.0,0.2543868737164618
307,35847ECE010    ,2023,37,16.0,65.0,56.0,0.5,0.5794100964265456,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,40,1.93,0.1499999999999999,1.2049999999999996,0.20499999999999985,1.865,（株）メタルテック,38,62.3,3.73,3.2187909936368087,0.8855925167432335,0.0,0.24132514345116055
308,35847ECE010    ,2023,38,19.0,61.0,56.0,0.5,0.5794100964265456,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,40,1.9400000000000004,0.14999999999999947,1.54,0.21999999999999972,1.8900000000000008,（株）メタルテック,61,61.32499999999999,3.7800000000000016,3.261938325991191,1.0683610498053056,0.0,0.29025531461749365
309,35847ECE010    ,2023,39,18.0,62.0,57.0,0.5,0.5794100964265456,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,40,1.94,0.1200000000000001,1.5099999999999998,0.20000000000000015,1.95,（株）メタルテック,63,62.15000000000001,3.9,3.3654919236417036,0.9986961466973671,0.0,0.27167270454443726
310,35847ECE020    ,2023,35,16.0,36.0,32.0,0.49,0.49,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,60,2.92,0.11500000000000021,1.9100000000000001,0.23499999999999988,2.5900000000000003,（株）メタルテック,32,0.0,5.2857142857142865,5.2857142857142865,inf,0.0,0.0
311,35847ECE020    ,2023,35,16.0,36.0,32.0,0.49,0.6091151446398185,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,60,1.93,0.1200000000000001,1.6400000000000006,0.26000000000000023,1.9300000000000006,（株）メタルテック,12,8.116666666666669,3.938775510204083,3.168530641511543,6.797422643914182,0.0,1.044391696478701
312,35847ECE020    ,2023,36,14.0,41.0,40.0,0.49,0.6091151446398185,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,60,1.93,0.1200000000000001,1.95,0.22000000000000064,2.4300000000000006,（株）メタルテック,45,44.33333333333333,4.959183673469389,3.9893935020067612,1.0889292196007259,0.0,0.2938773022261758
313,35847ECE020    ,2023,37,12.0,43.0,37.0,0.49,0.6091151446398185,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,60,1.93,0.1499999999999999,1.8949999999999998,0.19500000000000028,3.08,（株）メタルテック,24,41.53333333333333,6.285714285714286,5.056515220650544,0.9962915813361377,0.0,0.2690203461123623
314,35847ECE020    ,2023,38,14.0,40.0,38.0,0.49,0.6091151446398185,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,60,1.9400000000000004,0.14999999999999947,1.9549999999999996,0.23000000000000045,2.33,（株）メタルテック,40,40.883333333333326,4.755102040816327,3.825220929907717,1.1808201076795481,0.0,0.31740043524265865
315,35847ECE020    ,2023,39,12.0,42.0,38.0,0.49,0.6091151446398185,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,60,1.94,0.1200000000000001,1.54,0.21,1.95,（株）メタルテック,43,41.43333333333334,3.979591836734694,3.201365155931351,0.9986961466973672,0.0,0.26964052514749437
316,35882ECB010    ,2023,35,12.5,35.0,31.0,0.5,0.5,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,50,1.93,0.11500000000000021,1.0949999999999998,0.1549999999999998,1.7800000000000002,（株）メタルテック,28,0.0,3.5600000000000005,3.5600000000000005,inf,0.0,0.0
317,35882ECB010    ,2023,35,12.5,35.0,31.0,0.5,0.6274890723652258,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,50,1.93,0.17000000000000035,0.6199999999999999,0.1399999999999999,1.2500000000000004,（株）メタルテック,14,7.860000000000001,2.500000000000001,1.9920665634674932,5.483899271738176,0.0,0.9099578989937757
318,35882ECB010    ,2023,36,10.0,39.0,42.0,0.5,0.6274890723652258,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,50,1.93,0.1200000000000001,0.8499999999999999,0.25,1.6700000000000004,（株）メタルテック,46,41.34,3.3400000000000007,2.6614009287925704,0.8341257527984918,0.0,0.22603403122867968
319,35882ECB010    ,2023,37,7.0,44.0,40.0,0.5,0.6274890723652258,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,50,1.93,0.17000000000000035,0.5899999999999999,0.27999999999999936,1.41,（株）メタルテック,25,38.74,2.82,2.2470510835913315,0.6230751428622292,0.0,0.169491217044669
