,品番,Year,Week_Number,在庫数（箱）,入庫数（箱）,出庫数（箱）,基準在庫日数,基準在庫日数（基準在庫枚数込み）,基準在庫枚数,箱種類,A,B,C,収容数,印刷検収LT,検収入庫LT,入庫出庫LT,出庫回収LT,社内LT（検収回収LT）,仕入先名,回収かんばん数,日量数（箱数）,社内LT/設計値LT,社内LT/設計値LT（基準在庫枚数込み）,順立装置在庫量/設計値MIN,不等ピッチ係数,順立装置在庫量/設計値MAX
498,9020156A001    ,2023,35,8.0,16.0,13.0,0.75,0.75,1.0,ＴＰ１３１フタナシ,1.0,1.0,0.73,100,0.76,0.2600000000000001,3.04,0.33999999999999986,5.38,（株）ムロコーポレーション,13,0.0,7.173333333333333,7.173333333333333,inf,0.0,0.0
499,9020156A001    ,2023,35,8.0,16.0,13.0,0.75,1.0049781447304516,1.0,ＴＰ１３１フタナシ,1.0,1.0,0.73,100,0.76,0.14,1.975,0.45999999999999996,2.635,（株）ムロコーポレーション,6,3.93,3.513333333333333,2.621947565543071,11.766609304446305,0.0,0.5033627999879102
500,9020156A001    ,2023,36,5.0,14.0,20.0,0.75,1.0049781447304516,1.0,ＴＰ１３１フタナシ,1.0,1.0,0.73,100,0.76,0.16000000000000006,1.64,0.3999999999999999,2.63,（株）ムロコーポレーション,17,20.67,3.5066666666666664,2.6169723329708834,1.398245481569726,0.0,0.2164338622806201
501,9020156A001    ,2023,37,5.5,16.0,18.0,0.75,1.0049781447304516,1.0,ＴＰ１３１フタナシ,1.0,1.0,0.73,100,0.76,0.15000000000000002,0.99,0.21,3.91,（株）ムロコーポレーション,9,15.660000000000002,5.213333333333334,3.8906318714510095,2.0301345794668495,0.0,0.2977296558058602
502,9020156A001    ,2023,38,4.0,12.0,18.0,0.75,1.0049781447304516,1.0,ＴＰ１３１フタナシ,1.0,1.0,0.73,100,0.76,0.14000000000000012,1.7400000000000002,0.4600000000000002,2.2900000000000005,（株）ムロコーポレーション,13,18.73,3.053333333333334,2.2786565180621006,1.2344574096762944,0.0,0.1913787929230535
503,9020156A001    ,2023,39,4.0,17.0,19.0,0.75,1.0049781447304516,1.0,ＴＰ１３１フタナシ,1.0,1.0,0.73,100,0.77,0.16000000000000014,0.93,0.4650000000000001,1.705,（株）ムロコーポレーション,16,19.66,2.2733333333333334,1.696554307116105,1.17606242539354,0.0,0.18332593408526598
504,9020156A002    ,2023,35,6.0,21.0,20.0,0.73,0.73,1.0,ＴＰ１３１フタナシ,1.0,1.0,0.73,100,0.76,0.17000000000000004,1.0099999999999998,0.8799999999999999,4.0699999999999985,（株）ムロコーポレーション,19,0.0,5.5753424657534225,5.5753424657534225,inf,0.0,0.0
505,9020156A002    ,2023,35,6.0,21.0,20.0,0.73,0.928525241066364,1.0,ＴＰ１３１フタナシ,1.0,1.0,0.73,100,0.76,0.13999999999999985,0.94,0.405,1.5650000000000002,（株）ムロコーポレーション,8,4.87,2.1438356164383565,1.6854684512428302,7.121577191962112,0.0,0.49039330981432033
506,9020156A002    ,2023,36,4.0,19.0,23.0,0.73,0.928525241066364,1.0,ＴＰ１３１フタナシ,1.0,1.0,0.73,100,0.76,0.17999999999999972,0.7,0.7599999999999998,1.8600000000000003,（株）ムロコーポレーション,21,26.599999999999998,2.5479452054794525,2.0031765618604886,0.8692250858359772,0.0,0.13889262603691646
507,9020156A002    ,2023,37,5.0,21.0,18.0,0.73,0.928525241066364,1.0,ＴＰ１３１フタナシ,1.0,1.0,0.73,100,0.755,0.14,0.5650000000000001,1.4300000000000002,3.62,（株）ムロコーポレーション,10,20.17,4.958904109589041,3.898655459104821,1.4329069957385345,0.0,0.2211273275007754
508,9020156A002    ,2023,38,5.0,18.0,22.0,0.73,0.928525241066364,1.0,ＴＰ１３１フタナシ,1.0,1.0,0.73,100,0.76,0.16000000000000006,0.74,0.3299999999999992,1.3600000000000003,（株）ムロコーポレーション,17,19.53,1.8630136986301375,1.464688238779712,1.4798634973910003,0.0,0.2274136876065622
509,9020156A002    ,2023,39,4.0,20.0,23.0,0.73,0.928525241066364,1.0,ＴＰ１３１フタナシ,1.0,1.0,0.73,100,0.76,0.16000000000000014,0.91,0.6399999999999997,1.48,（株）ムロコーポレーション,19,24.86,2.0273972602739727,1.593925436319098,0.9300638488832259,0.0,0.14796694974569988
510,9025006A007    ,2023,35,3.0,17.0,12.0,0.76,0.76,1.0,ＡＷ１３１フタナシ,1.0,2.0,3.8,200,3.74,0.4700000000000006,0.39999999999999947,0.6400000000000006,2.2,（株）ギフ加藤製作所,11,0.0,2.8947368421052633,2.8947368421052633,inf,0.12,0.0
511,9025006A007    ,2023,35,3.0,17.0,12.0,0.76,1.0149781447304518,1.0,ＡＷ１３１フタナシ,1.0,2.0,3.8,200,1.75,0.3900000000000001,1.0299999999999994,0.33999999999999986,1.94,（株）ギフ加藤製作所,5,3.9300000000000006,2.552631578947368,1.9113712054511347,3.1806615776081424,0.12,0.5615704348169858
512,9025006A007    ,2023,36,2.0,17.0,14.0,0.76,1.0149781447304518,1.0,ＡＷ１３１フタナシ,1.0,2.0,3.8,200,2.835,0.405,0.4950000000000001,0.7700000000000005,1.76,（株）ギフ加藤製作所,18,8.22,2.3157894736842106,1.7340274853577307,1.0137875101378748,0.12,0.36135081903987654
513,9025006A007    ,2023,37,3.0,17.0,15.0,0.76,1.0149781447304518,1.0,ＡＷ１３１フタナシ,1.0,2.0,3.8,200,1.88,0.45,0.7400000000000002,0.6499999999999999,2.24,（株）ギフ加藤製作所,16,19.37,2.947368421052632,2.2069440722734757,0.6453278265358802,0.12,0.26551426803356937
514,9025006A007    ,2023,38,2.0,16.0,17.0,0.76,1.0149781447304518,1.0,ＡＷ１３１フタナシ,1.0,2.0,3.8,200,1.75,0.3900000000000001,0.28000000000000025,0.3700000000000001,1.1500000000000004,（株）ギフ加藤製作所,11,15.129999999999999,1.5131578947368425,1.133029322818972,0.5507821105970478,0.12,0.22542114588660356
515,9025006A007    ,2023,39,3.0,22.0,17.0,0.76,1.0149781447304518,1.0,ＡＷ１３１フタナシ,1.0,2.0,3.8,200,1.93,0.4200000000000004,0.3999999999999999,0.7300000000000004,1.95,（株）ギフ加藤製作所,17,19.66,2.5657894736842106,1.9212236343452127,0.6358087487283826,0.12,0.26203599569546565
516,9030106A018    ,2023,35,4.0,8.0,9.0,0.56,0.56,3.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,2000,1.8,0.22499999999999998,1.6150000000000002,0.8250000000000002,4.329999999999999,ＮＯＫ（株）,8,0.0,7.732142857142855,7.732142857142855,inf,0.03,0.0
517,9030106A018    ,2023,35,4.0,8.0,9.0,0.56,1.820453763354808,3.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,2000,1.53,0.2599999999999998,3.1099999999999994,0.22000000000000064,3.51,ＮＯＫ（株）,3,2.3495,6.2678571428571415,1.9280907159826053,7.533141112682609,0.03,0.45323898736073365
518,9030106A018    ,2023,36,3.0,12.0,11.0,0.56,1.820453763354808,3.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,2000,1.6600000000000001,0.23499999999999988,1.415,0.7649999999999999,3.85,ＮＯＫ（株）,12,12.5545,6.874999999999999,2.1148573380435987,1.0573369137110868,0.03,0.3767749910467593
519,9030106A018    ,2023,37,2.0,11.0,10.0,0.56,1.820453763354808,3.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,2000,1.7999999999999998,0.23499999999999976,0.8899999999999999,0.47,2.135,ＮＯＫ（株）,12,11.7635,3.812499999999999,1.1727845238241772,0.752289499054184,0.03,0.2769233730543338
520,9030106A018    ,2023,38,3.0,12.0,10.0,0.56,1.820453763354808,3.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,2000,1.7999999999999998,0.2599999999999997,0.6049999999999998,0.49500000000000055,3.5300000000000002,ＮＯＫ（株）,12,11.4615,6.303571428571429,1.9390769878685463,1.1581674547996197,0.03,0.4020373939229024
521,9030106A018    ,2023,39,3.0,14.0,11.0,0.56,1.820453763354808,3.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,2000,3.79,0.21999999999999972,0.8200000000000003,0.4900000000000002,4.2200000000000015,ＮＯＫ（株）,11,11.852999999999998,7.535714285714287,2.3181033679335035,1.1199136322606802,0.03,0.39271828910164347
522,9030111A014    ,2023,35,7.0,17.0,16.0,0.56,0.56,3.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000,1.78,0.21500000000000002,2.055,0.38500000000000023,3.85,ＮＯＫ（株）,16,0.0,6.874999999999999,6.874999999999999,inf,0.03,0.0
523,9030111A014    ,2023,35,7.0,17.0,16.0,0.56,1.2297140427341342,3.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000,1.79,0.2100000000000002,1.1,0.33999999999999986,2.53,ＮＯＫ（株）,7,4.4,4.517857142857142,2.0573888823574156,7.039420756234916,0.03,0.7400030277103534
524,9030111A014    ,2023,36,6.0,22.0,20.0,0.56,1.2297140427341342,3.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000,1.7999999999999998,0.2400000000000002,1.44,0.3200000000000003,2.82,ＮＯＫ（株）,23,23.634999999999998,5.035714285714285,2.2932160665011514,1.123277874608491,0.03,0.4248531178888776
525,9030111A014    ,2023,37,6.0,22.0,21.0,0.56,1.2297140427341342,3.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000,1.67,0.24,0.7,0.3400000000000003,2.615,ＮＯＫ（株）,24,22.145,4.669642857142857,2.1265106432271317,1.1988562910982923,0.03,0.4484772082718521
526,9030111A014    ,2023,38,6.0,18.0,21.0,0.56,1.2297140427341342,3.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000,1.7999999999999998,0.2499999999999996,1.3100000000000005,0.3099999999999996,2.0699999999999994,ＮＯＫ（株）,21,21.63,3.69642857142857,1.6833181764742489,1.2274004885053944,0.03,0.45718115626182304
527,9030111A014    ,2023,39,6.0,22.0,20.0,0.56,1.2297140427341342,3.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000,1.8,0.2200000000000002,1.4149999999999998,0.2999999999999998,2.185,ＮＯＫ（株）,24,22.26,3.901785714285714,1.776835852945041,1.1926627388307132,0.03,0.4465726861883236
528,9030115A011    ,2023,35,3.0,3.0,4.0,0.56,0.56,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000,1.645,0.23,3.9099999999999997,0.7150000000000003,5.885,ＮＯＫ（株）,4,0.0,10.50892857142857,10.50892857142857,inf,0.03,0.0
529,9030115A011    ,2023,35,3.0,3.0,4.0,0.56,1.5526262053318212,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000,1.51,0.2799999999999999,3.9399999999999995,0.6200000000000003,4.84,ＮＯＫ（株）,2,0.9740000000000001,8.642857142857142,3.117298924479775,13.628682015591213,0.03,0.21179886257641165
530,9030115A011    ,2023,36,3.0,6.0,5.0,0.56,1.5526262053318212,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000,1.55,0.24,1.2599999999999998,0.39000000000000057,2.6100000000000003,ＮＯＫ（株）,5,4.25,4.660714285714286,1.6810227671264903,3.123373243102551,0.03,0.5493626873301264
531,9030115A011    ,2023,37,3.0,4.0,5.0,0.56,1.5526262053318212,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000,1.53,0.23999999999999974,2.3,0.3100000000000005,2.6899999999999995,ＮＯＫ（株）,5,4.984,4.803571428571427,1.7325483691840067,2.6633901049730824,0.03,0.5550837235999679
532,9030115A011    ,2023,38,3.0,4.0,5.0,0.56,1.5526262053318212,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000,1.82,0.2400000000000002,6.249999999999999,0.16000000000000014,6.880000000000001,ＮＯＫ（株）,5,4.906000000000001,12.285714285714286,4.431201776946457,2.705735076067232,0.03,0.5551407342424652
533,9030115A011    ,2023,39,3.0,4.0,5.0,0.56,1.5526262053318212,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000,1.5299999999999998,0.26000000000000023,3.3600000000000003,0.17999999999999972,3.83,ＮＯＫ（株）,5,4.036,6.8392857142857135,2.4667881985036235,3.2889832218002586,0.03,0.544584870961687
534,9030117A010    ,2023,35,4.0,5.0,5.0,0.54,0.54,3.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000,1.49,0.27999999999999947,5.285,0.29000000000000004,5.745000000000001,ＮＯＫ（株）,4,0.0,10.63888888888889,10.63888888888889,inf,0.03,0.0
535,9030117A010    ,2023,35,4.0,5.0,5.0,0.54,2.8690203327171906,3.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000,1.795,0.22500000000000012,3.7800000000000002,1.3049999999999997,5.3100000000000005,ＮＯＫ（株）,2,1.273,9.833333333333334,1.850805983996289,13.903468220147518,0.03,0.27390472276805344
536,9030117A010    ,2023,36,4.0,6.0,6.0,0.54,2.8690203327171906,3.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000,1.7999999999999998,0.2100000000000002,4.3100000000000005,0.44,6.039999999999999,ＮＯＫ（株）,7,6.7940000000000005,11.185185185185183,2.1052482379166824,2.6051096620912255,0.03,0.6307347922960197
537,9030117A010    ,2023,37,4.0,6.0,5.0,0.54,2.8690203327171906,3.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000,3.535,0.19500000000000017,3.144999999999999,0.48999999999999977,4.760000000000001,ＮＯＫ（株）,6,6.366,8.814814814814815,1.6591029159740747,2.7802568401268912,0.03,0.6367848133519711
538,9030117A010    ,2023,38,4.0,5.0,6.0,0.54,2.8690203327171906,3.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000,1.7999999999999998,0.2499999999999996,5.48,0.4400000000000004,6.08,ＮＯＫ（株）,7,6.199,11.25925925925926,2.1191902792273893,2.8551564839889965,0.03,0.6385077834055739
539,9030117A010    ,2023,39,5.0,7.0,6.0,0.54,2.8690203327171906,3.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000,3.6550000000000002,0.21999999999999997,2.165,0.16999999999999993,2.69,ＮＯＫ（株）,6,5.242,4.981481481481481,0.9376022781450126,4.22050625816668,0.03,0.7038678409648249
540,9030119A010    ,2023,35,3.0,4.0,4.0,0.58,0.58,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000,6.300000000000001,0.21000000000000033,6.539999999999999,1.0600000000000005,7.8100000000000005,ＮＯＫ（株）,4,0.0,13.465517241379311,13.465517241379311,inf,0.03,0.0
541,9030119A010    ,2023,35,3.0,4.0,4.0,0.58,1.5726262053318207,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000,3.8,0.16999999999999993,2.92,1.1799999999999995,4.27,ＮＯＫ（株）,1,0.9740000000000001,7.362068965517241,2.7152033875074837,13.628682015591213,0.03,0.21179886257641165
542,9030119A010    ,2023,36,2.0,3.0,5.0,0.58,1.5726262053318207,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000,1.79,0.2100000000000002,5.88,1.1499999999999997,7.26,ＮＯＫ（株）,5,5.319999999999999,12.517241379310345,4.61648163777619,1.6634506620533638,0.03,0.43578200252515215
543,9030119A010    ,2023,37,2.0,5.0,5.0,0.58,1.5726262053318207,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000,2.535,0.23999999999999988,2.0600000000000005,1.0899999999999999,4.545,ＮＯＫ（株）,6,4.984,7.836206896551724,2.8900701162111275,1.7755934033153882,0.03,0.44279200340045943
544,9030119A010    ,2023,38,1.0,5.0,0.0,0.58,1.5726262053318207,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000,1.7999999999999998,0.2350000000000001,0.6399999999999997,1.5700000000000003,2.375,ＮＯＫ（株）,6,4.906000000000001,4.094827586206897,1.5102126569860128,0.9019116920224106,0.03,0.27776144447724194
545,9030119A010    ,2023,39,1.0,5.0,4.0,0.58,1.5726262053318207,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000,1.81,0.20500000000000018,0.5799999999999998,1.085,2.61,ＮＯＫ（株）,4,3.9859999999999998,4.5,1.6596442251509447,1.1100799701610506,0.03,0.3028119141454313
546,9030119A011    ,2023,35,7.0,13.0,13.0,0.54,0.54,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,200,1.77,0.20000000000000015,4.06,0.2699999999999996,4.85,ＮＯＫ（株）,13,0.0,8.981481481481481,8.981481481481481,inf,0.03,0.0
547,9030119A011    ,2023,35,7.0,13.0,13.0,0.54,0.7949781447304517,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,200,1.6600000000000001,0.22000000000000008,1.9050000000000002,0.2650000000000001,2.460000000000001,ＮＯＫ（株）,6,3.93,4.555555555555557,3.094424691177011,7.881285325046724,0.03,0.6970177867430849
548,9030119A011    ,2023,36,4.0,18.0,17.0,0.54,0.7949781447304517,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,200,1.55,0.25,0.8800000000000008,0.25,2.0700000000000003,ＮＯＫ（株）,21,20.67,3.8333333333333335,2.6038451669660208,0.8562706842887173,0.03,0.32720450168777415
549,9030119A011    ,2023,37,4.0,18.0,18.0,0.54,0.7949781447304517,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,200,1.7999999999999998,0.23999999999999974,1.0499999999999998,0.20000000000000015,1.36,ＮＯＫ（株）,19,19.37,2.5185185185185186,1.7107388536588346,0.9137385154490341,0.03,0.345804229303101
550,9030119A011    ,2023,38,3.0,16.0,18.0,0.54,0.7949781447304517,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,200,1.7999999999999998,0.25,0.8400000000000007,0.2999999999999998,1.4,ＮＯＫ（株）,19,18.73,2.592592592592592,1.761054702295859,0.7087205703783149,0.03,0.27247410538451355
551,9030119A011    ,2023,39,3.0,18.0,18.0,0.54,0.7949781447304517,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,200,1.8,0.23,0.79,0.25,1.3400000000000003,ＮＯＫ（株）,20,19.66,2.481481481481482,1.6855809293403226,0.6751951313929726,0.03,0.26113762568343857
552,9031150A014    ,2023,35,10.0,38.0,40.0,0.54,0.54,1.0,サンボックス＃２４Ｂフタナシ,1.0,2.0,3.52,84,1.8,0.2,1.0700000000000005,0.2599999999999998,1.69,ＮＯＫ（株）,39,0.0,3.1296296296296293,3.1296296296296293,inf,0.03,0.0
553,9031150A014    ,2023,35,10.0,38.0,40.0,0.54,0.6337599659827788,1.0,サンボックス＃２４Ｂフタナシ,1.0,2.0,3.52,84,1.53,0.2599999999999998,0.81,0.2599999999999998,1.2999999999999998,ＮＯＫ（株）,17,10.476190476190478,2.407407407407407,2.0512497945244537,4.223652453740949,0.03,1.001446367392664
554,9031150A014    ,2023,36,6.0,52.0,52.0,0.54,0.6337599659827788,1.0,サンボックス＃２４Ｂフタナシ,1.0,2.0,3.52,84,1.7999999999999998,0.25,0.54,0.23999999999999974,1.11,ＮＯＫ（株）,57,56.27380952380953,2.055555555555556,1.7514517476324185,0.4717767073355661,0.03,0.1909467563562614
555,9031150A014    ,2023,37,7.0,50.0,49.0,0.54,0.6337599659827788,1.0,サンボックス＃２４Ｂフタナシ,1.0,2.0,3.52,84,1.7999999999999998,0.2200000000000002,0.5,0.2999999999999998,1.12,ＮＯＫ（株）,55,52.726190476190474,2.074074074074074,1.7672305922056835,0.5874395826381632,0.03,0.23659163912460637
556,9031150A014    ,2023,38,6.0,43.0,47.0,0.54,0.6337599659827788,1.0,サンボックス＃２４Ｂフタナシ,1.0,2.0,3.52,84,1.7999999999999998,0.2699999999999998,0.52,0.29000000000000004,1.12,ＮＯＫ（株）,53,51.49999999999999,2.074074074074074,1.7672305922056835,0.5155082051722658,0.03,0.20804071680414976
557,9031150A014    ,2023,39,7.0,52.0,51.0,0.54,0.6337599659827788,1.0,サンボックス＃２４Ｂフタナシ,1.0,2.0,3.52,84,1.8,0.23,0.51,0.29000000000000004,1.2199999999999998,ＮＯＫ（株）,54,52.999999999999986,2.2592592592592586,1.9250190379383332,0.5844047420270497,0.03,0.23541752595121226
558,9031150A015    ,2023,35,10.0,38.0,40.0,0.53,0.53,1.0,サンボックス＃２４Ｂフタナシ,1.0,2.0,3.52,84,1.78,0.2,0.9400000000000004,0.2549999999999999,1.69,ＮＯＫ（株）,38,0.0,3.188679245283019,3.188679245283019,inf,0.03,0.0
559,9031150A015    ,2023,35,10.0,38.0,40.0,0.53,0.6237599659827788,1.0,サンボックス＃２４Ｂフタナシ,1.0,2.0,3.52,84,1.6600000000000001,0.2599999999999998,0.78,0.2649999999999999,1.2899999999999998,ＮＯＫ（株）,18,10.476190476190478,2.433962264150943,2.0681032293688673,4.223652453740949,0.03,1.001446367392664
560,9031150A015    ,2023,36,5.0,52.0,52.0,0.53,0.6237599659827788,1.0,サンボックス＃２４Ｂフタナシ,1.0,2.0,3.52,84,1.805,0.2549999999999999,0.34999999999999987,0.2450000000000001,0.97,ＮＯＫ（株）,56,56.27380952380953,1.8301886792452828,1.5550853740215518,0.39314725611297174,0.03,0.15952147389303986
561,9031150A015    ,2023,37,5.0,49.0,47.0,0.53,0.6237599659827788,1.0,サンボックス＃２４Ｂフタナシ,1.0,2.0,3.52,84,1.7999999999999998,0.2200000000000002,0.4700000000000002,0.3099999999999996,1.0799999999999998,ＮＯＫ（株）,55,52.726190476190474,2.0377358490566033,1.7314352617971913,0.4195997018844023,0.03,0.16995816449718168
562,9031150A015    ,2023,38,6.0,46.0,46.0,0.53,0.6237599659827788,1.0,サンボックス＃２４Ｂフタナシ,1.0,2.0,3.52,84,1.7999999999999998,0.2599999999999997,0.3650000000000002,0.2749999999999997,0.9049999999999998,ＮＯＫ（株）,52,51.49999999999999,1.7075471698113203,1.4508786221541279,0.5155082051722658,0.03,0.20804071680414976
563,9031150A015    ,2023,39,6.0,51.0,51.0,0.53,0.6237599659827788,1.0,サンボックス＃２４Ｂフタナシ,1.0,2.0,3.52,84,1.8,0.23,0.5,0.28500000000000014,1.18,ＮＯＫ（株）,54,52.999999999999986,2.2264150943396226,1.8917533415932277,0.5009183503088999,0.03,0.2023546093619557
564,9033106A003    ,2023,37,1.0,1.0,0.0,0.67,30.448786159954626,3.0,AW131ﾌﾀﾅｼ,1.0,1.0,1.78,5000,1.82,0.3200000000000001,28.66,12.979999999999995,41.96,サトープレス工業（株）,1,0.095,62.62686567164179,1.378051649729952,37.864445285876556,0.0,0.026340608367169054
565,9033106A003    ,2023,38,1.0,0.0,0.0,0.67,30.448786159954626,3.0,AW131ﾌﾀﾅｼ,1.0,1.0,1.78,5000,1.82,0.22,0.1499999999999999,56.18,56.55,サトープレス工業（株）,1,0.1,84.40298507462686,1.8572168920931549,35.97122302158273,0.0,0.027719087982180018
566,9033106A003    ,2023,39,1.0,5.0,1.0,0.67,30.448786159954626,3.0,AW131ﾌﾀﾅｼ,1.0,1.0,1.78,5000,1.82,0.18000000000000016,4.91,8.18,13.27,サトープレス工業（株）,1,0.1034,19.805970149253728,0.43581376053185084,34.788416848726044,0.0,0.028655769173850786
567,9033904A002    ,2023,35,2.0,4.0,3.0,0.61,0.61,1.0,AW131ﾌﾀﾅｼ,1.0,1.0,1.78,1000,1.82,0.19000000000000014,4.01,0.3500000000000005,4.550000000000002,サトープレス工業（株）,3,0.0,7.459016393442626,7.459016393442626,inf,0.0,0.0
568,9033904A002    ,2023,35,2.0,4.0,3.0,0.61,1.7261900712235567,1.0,AW131ﾌﾀﾅｼ,1.0,1.0,1.78,1000,2.825,0.20999999999999996,2.355,0.2650000000000001,2.83,サトープレス工業（株）,2,0.88,4.639344262295082,1.6394486604792262,8.17527795945062,0.0,0.21979765965087106
569,9033904A002    ,2023,36,3.0,5.0,3.0,0.61,1.7261900712235567,1.0,AW131ﾌﾀﾅｼ,1.0,1.0,1.78,1000,3.83,0.25,3.5799999999999987,0.46,4.53,サトープレス工業（株）,3,2.836,7.426229508196722,2.6242764777282312,3.80513642682469,0.0,0.44228632132475937
570,9033904A002    ,2023,37,2.0,5.0,5.0,0.61,1.7261900712235567,1.0,AW131ﾌﾀﾅｼ,1.0,1.0,1.78,1000,1.84,0.2200000000000002,3.3,0.5800000000000001,5.085,サトープレス工業（株）,4,2.738,8.336065573770492,2.9457937945359944,2.6275546399987384,0.0,0.3634741457860448
571,9033904A002    ,2023,38,2.0,3.0,3.0,0.61,1.7261900712235567,1.0,AW131ﾌﾀﾅｼ,1.0,1.0,1.78,1000,1.82,0.18500000000000005,2.5549999999999997,0.9600000000000001,5.04,サトープレス工業（株）,6,3.4490000000000003,8.262295081967213,2.919724822902933,2.085892897743272,0.0,0.350425764814449
572,9033904A002    ,2023,39,2.0,4.0,4.0,0.61,1.7261900712235567,1.0,AW131ﾌﾀﾅｼ,1.0,1.0,1.78,1000,2.82,0.16500000000000004,3.07,0.6600000000000001,3.8950000000000005,サトープレス工業（株）,4,3.575,6.385245901639345,2.2564143224616915,2.012376113095537,0.0,0.3468533224512328
573,9033904A003    ,2023,35,4.0,5.0,2.0,0.6,0.6,3.0,AW131ﾌﾀﾅｼ,1.0,1.0,1.78,2000,1.8250000000000002,0.19000000000000017,4.720000000000001,15.190000000000001,20.1,サトープレス工業（株）,2,0.0,33.50000000000001,33.50000000000001,inf,0.0,0.0
574,9033904A003    ,2023,36,3.0,2.0,3.0,0.6,8.24934434191355,3.0,AW131ﾌﾀﾅｼ,1.0,1.0,1.78,2000,7.325,4.35,6.8149999999999995,6.595000000000002,22.320000000000004,サトープレス工業（株）,4,0.8220000000000001,37.20000000000001,2.705669575046805,13.128183584519244,0.0,0.21441921192415622
575,9033904A003    ,2023,37,2.0,3.0,2.0,0.6,8.24934434191355,3.0,AW131ﾌﾀﾅｼ,1.0,1.0,1.78,2000,3.825,0.20999999999999996,6.82,4.85,11.879999999999999,サトープレス工業（株）,2,0.8230000000000001,19.8,1.4401144512345896,8.741487976083286,0.0,0.20821105323558145
576,9033904A003    ,2023,38,3.0,4.0,3.0,0.6,8.24934434191355,3.0,AW131ﾌﾀﾅｼ,1.0,1.0,1.78,2000,3.82,7.510000000000002,14.079999999999998,8.940000000000007,65.55,サトープレス工業（株）,5,0.7559999999999999,109.25,7.9460860503726725,14.274294849834417,0.0,0.19909617173885566
577,9033904A003    ,2023,39,4.0,4.0,3.0,0.6,8.24934434191355,3.0,AW131ﾌﾀﾅｼ,1.0,1.0,1.78,2000,2.82,5.5649999999999995,4.904999999999999,6.265000000000001,21.924999999999997,サトープレス工業（株）,4,0.841,36.541666666666664,2.6577869817608057,17.108786217161825,0.0,0.22232305539689887
578,9034108A006    ,2023,35,4.0,14.0,14.0,0.53,0.53,3.0,ＴＰ３３１フタナシ,1.0,2.0,1.06,1000,0.55,0.18999999999999995,0.8700000000000001,0.3300000000000001,2.09,（株）杉浦製作所,13,0.0,3.9433962264150937,3.9433962264150937,inf,0.12,0.0
579,9034108A006    ,2023,35,4.0,14.0,14.0,0.53,1.2845633114549897,3.0,ＴＰ３３１フタナシ,1.0,2.0,1.06,1000,0.55,0.20000000000000007,1.27,0.28,1.8200000000000005,（株）杉浦製作所,5,3.9130000000000003,3.433962264150944,1.4168238994297107,9.924597867700147,0.12,0.3312149962738061
580,9034108A006    ,2023,36,3.0,15.0,17.0,0.53,1.2845633114549897,3.0,ＴＰ３３１フタナシ,1.0,2.0,1.06,1000,0.55,0.2399999999999999,0.98,0.3500000000000001,1.97,（株）杉浦製作所,19,20.974999999999998,3.7169811320754715,1.533595099932159,1.3886156658990711,0.12,0.232110729623689
581,9034108A006    ,2023,37,2.0,23.0,18.0,0.53,1.2845633114549897,3.0,ＴＰ３３１フタナシ,1.0,2.0,1.06,1000,0.535,0.21,0.53,0.535,1.775,（株）杉浦製作所,22,19.653000000000002,3.3490566037735845,1.3817925392789756,0.9880158616066421,0.12,0.16953224388485644
