,Unnamed: 0,品番,Year,Week_Number,在庫数（箱）,入庫数（箱）,出庫数（箱）,基準在庫日数,基準在庫日数（基準在庫枚数込み）,基準在庫枚数,箱種類,A,B,C,収容数,印刷検収LT,検収入庫LT,入庫出庫LT,出庫回収LT,社内LT（検収回収LT）,仕入先名,回収かんばん数,日量数（箱数）,社内LT/設計値LT,社内LT/設計値LT（基準在庫枚数込み）,順立装置在庫量/設計値MIN,不等ピッチ係数,順立装置在庫量/設計値MAX,時間稼働率,加工数,先週からの順立装置在庫量増加率,先週からの社内LT増加率,先週からの回収かんばん増加率,使用工程,納入かんばん数,納入数/日量数,入庫数/納入数,出庫数/入庫数,回収数/出庫数,回収数/納入数
10,-1.6526688253477728,01912ECB040    ,0.0,0.45180859613612784,0.7104565319200975,0.12024966108692585,0.09048527675524913,-2.7623088653790915,-0.38234728620937664,-0.833970814558632,ＴＰ３４２フタナシ,0.0,-0.6385884892673834,-0.4576215843236179,-0.5319325837386235,0.5661891763303128,-0.5982875648964721,-0.32368299480806945,-0.37272752870488185,-0.3893224117052111,愛産樹脂工業（株）,0.11823078897073397,0.10045257950855674,-0.006992651356220893,1.6442003575116007,-0.2853943937622118,-0.667002075961709,-0.27730933719712525,0.5009909300095924,-1.3266070146124471,0.06804373027795352,0.22316602586074166,-0.56746678980963,8.ファイナル後半,0.10542100638759644,-0.25221419934472666,-0.10653591177824087,-0.25983988666663904,-0.016102480374112167,-0.1036544730622382
11,-1.6490997800025853,01912ECB040    ,0.0,1.3383226238858863,0.6857746751923104,0.19599521265723946,0.11757641617366789,-2.7623088653790915,-0.38234728620937664,-0.833970814558632,ＴＰ３４２フタナシ,0.0,-0.6385884892673834,-0.4576215843236179,-0.5319325837386235,0.5013466626300518,-0.5305034364145766,-0.3272288859382372,-0.37272752870488207,-0.40402433902826657,愛産樹脂工業（株）,0.13796235611315322,0.11621633805394023,-0.059303675599976485,1.4148404333096314,-0.28698172032772357,-0.667002075961709,-0.3366144924327442,0.7427789176461261,-0.02158059309807634,-0.06379395309843543,-0.2004773915825046,-0.5021887851859176,8.ファイナル後半,0.17191716902128976,-0.22063851983666874,-0.0664682087337042,-0.5357737031998109,-0.045473398803559946,-0.3411986826599186
12,-1.638392643967022,01912ECB060    ,0.0,-1.3212194593633888,-0.47427259101368446,-0.42374111837259915,-0.4107008024854978,0.4510110843752095,-0.17661583810965092,-0.833970814558632,ＴＰ３３１フタナシ,0.0,-0.6385884892673834,0.0383827131114186,0.17460630265489904,3.6187752059118155,-0.632179629137419,0.10448335915968278,0.23687714960911632,0.03625969501481627,新光ゴム工業（株）,-0.42109871292205875,-0.42139351067090985,0.053683901056070536,0.5668175551635489,-0.24156313858597747,-0.667002075961709,0.8232308067194734,0.4526333324822582,1.4698781743469187,-0.35148261218048404,0.19101834249122696,0.7174377021677415,8.ファイナル後半,-0.4265482946819501,-0.13292249010396637,-0.0664682087337042,0.935616396693556,-0.19179878521332985,0.5467092852537405
13,-1.6348235986218342,01912ECB060    ,0.0,-0.4347054316136305,-0.5236363044692587,-0.4168551591389343,-0.4174735873401025,0.4510110843752095,-0.17661583810965092,-0.833970814558632,ＴＰ３３１フタナシ,0.0,-0.6385884892673834,0.0383827131114186,0.17460630265489904,3.6187752059118155,-0.5305034364145766,-0.2607434272475924,0.11238041953090502,-0.10147415043275618,新光ゴム工業（株）,-0.42109871292205875,-0.41047773342420574,-0.10339036202403233,0.18587814855488702,-0.28636879294288015,-0.667002075961709,-0.11666596125387113,-1.747637355010315,-0.20801293902870074,-0.7921971537529838,-0.30719969016638754,-0.5308858790060037,8.ファイナル後半,-0.41989867841858075,-0.22926678537287234,-0.0664682087337042,-0.8684358127409196,0.2419514673584884,-0.21204843278156832
14,-1.6312545532766465,01912ECB060    ,0.0,0.45180859613612784,-0.5730000179248329,-0.4168551591389343,-0.4242463721947072,0.4510110843752095,-0.17661583810965092,-0.833970814558632,ＴＰ３３１フタナシ,0.0,-0.6385884892673834,0.0383827131114186,0.17460630265489904,3.6087994345733136,-0.6152335970169456,-0.34318539602399195,0.2111192054550036,-0.17730514399377928,新光ゴム工業（株）,-0.42109871292205875,-0.4171085207488512,-0.1898694506861115,-0.02385253598246622,-0.2983570975353604,-0.667002075961709,-0.6152628156106936,0.5009909300095924,-1.3266070146124471,-1.177822377628921,-0.25913309741197577,-0.5308858790060037,8.ファイナル後半,-0.41989867841858075,-0.12156502846081713,-0.0664682087337042,-1.6702367947117982,0.9648685549781857,-0.21204843278156832
15,-1.6276855079314587,01912ECB060    ,0.0,1.3383226238858863,-0.5730000179248329,-0.4030832406716045,-0.43779194190391657,0.4510110843752095,-0.17661583810965092,-0.833970814558632,ＴＰ３３１フタナシ,0.0,-0.6385884892673834,0.0383827131114186,0.17460630265489904,3.6087994345733128,-0.5813415327759982,-0.3737687070216885,0.3012720099943977,-0.2941467769296413,新光ゴム工業（株）,-0.4276759019695318,-0.41602945394366125,-0.3231178424001313,-0.3470089988920614,-0.29928713859281386,-0.667002075961709,-0.6465458499960184,0.7427789176461261,-0.02158059309807634,-0.02094670600110913,-0.36028048782732774,-0.697329023162503,8.ファイナル後半,-0.4065994458918421,0.045200729808725394,-0.0664682087337042,-3.502924753502377,5.013204245648489,-1.5127759494135264
16,-1.6169783718958957,1040043104R    ,0.0,-1.3212194593633888,-0.4249088775581102,-0.39619728143793964,-0.39038244792168375,0.26912504948345645,-0.08987100111624605,1.2492815816480711,AW131ﾌﾀﾅｼ,0.0,-0.1427057922332854,0.27980073398687877,1.385815822186652,0.25195237916751073,0.1812299126453246,-0.0830056343479354,0.09735495210767299,-0.09218872264977368,（株）ギフ加藤製作所,-0.4013671457796395,-0.381630680832128,-0.07123426007662241,-0.12521349335773047,-0.25924954361026803,0.7326334300765807,0.9655531303821318,0.4526333324822582,1.4698781743469187,-0.02094670600110913,0.546244130609803,0.8561403222981573,2.MGケース,-0.4065994458918421,-0.33799014491399043,0.41434422780073293,-0.06663483077004169,-0.19179878521332985,0.22152740609575083
17,-1.613409326550708,1040043104R    ,0.0,-0.4347054316136305,-0.47427259101368446,-0.3824253629706099,-0.39038244792168375,0.26912504948345645,-0.08987100111624605,1.2492815816480711,AW131ﾌﾀﾅｼ,0.0,-0.1427057922332854,0.27980073398687877,1.385815822186652,0.24696449349825983,0.21512197688627166,-0.27226757342063745,0.14672434506972185,-0.15796050277923257,（株）ギフ加藤製作所,-0.40794433482711256,-0.385358934837306,-0.14924192780853882,-0.26027218646850975,-0.2713077933575775,0.7326334300765807,0.53570352337077,-1.747637355010315,-0.20801293902870074,-0.5993845418150151,-0.24115604113713915,-0.6349128441038159,2.MGケース,-0.4065994458918421,-0.3194467814789405,1.375969100869608,-0.8684358127409196,-0.408673911499239,-0.21204843278156832
18,-1.6098402812055201,1040043104R    ,0.0,0.45180859613612784,-0.4249088775581102,-0.39619728143793964,-0.39038244792168375,0.26912504948345645,-0.08987100111624605,1.2492815816480711,AW131ﾌﾀﾅｼ,0.0,-0.1427057922332854,0.27980073398687877,1.385815822186652,0.15219466578249424,0.19817594476579883,-0.14771814747349632,0.22185168218588372,-0.09644454371697407,（株）ギフ加藤製作所,-0.41452152387458563,-0.39763214684764026,-0.07628181504751129,-0.1339525852648988,-0.2368332495343431,0.7326334300765807,1.2741856123804738,0.5009909300095924,-1.3266070146124471,0.7503037417507654,-0.028089258573092538,-0.649773839117789,2.MGケース,-0.4065994458918421,-0.23575947334457892,0.41434422780073293,-0.06663483077004169,-0.6255490377851481,-0.6456242716588878
19,-1.6062712358603324,1040043104R    ,0.0,1.3383226238858863,-0.37554516410253597,-0.3824253629706099,-0.39038244792168375,0.26912504948345645,-0.08987100111624605,1.2492815816480711,AW131ﾌﾀﾅｼ,0.0,-0.1427057922332854,0.27980073398687877,1.385815822186652,1.1647354566404111,0.1642838805248512,-0.2638460819864892,0.16818929853148248,-0.14480614675334083,（株）ギフ加藤製作所,-0.4013671457796395,-0.395355159502196,-0.13364039426215563,-0.23326044784635408,-0.2213136267604624,0.7326334300765807,1.6482435700866123,0.7427789176461261,-0.02158059309807634,0.5574911298127968,-0.21480632557734214,-0.25348063874517146,2.MGケース,-0.3933002133651034,-0.15216406033198404,0.30749701968196946,-0.8684358127409196,-0.19179878521332985,-0.5492740852417057
20,-1.5955640998247693,1040052001Z    ,0.0,-1.3212194593633888,-0.47427259101368446,-0.33422364833495577,-0.32265459937563684,-1.0647058730560646,-0.18755821833417566,1.2492815816480711,ＴＰ１３１フタナシ,0.0,1.8408249959031067,1.1401267720157917,-0.22913020385568525,-0.7306610976749011,-0.2593669224869953,-0.3529365966319531,-0.25681678001137537,-0.29801570517255066,（株）青山製作所,-0.3553268224473279,-0.35757218267119745,-0.1839254701985561,-0.3239226818718754,-0.25105261564948234,0.2660882613971508,1.141843413504113,0.4526333324822582,1.4698781743469187,-0.02094670600110913,0.13386606151083,4.8785163060802255,2.MGケース,-0.3667017483116261,-0.24976880373514584,0.9691278084173917,0.16918898745668723,-0.48096562026120865,0.25487939370169765
21,-1.5919950544795816,1040052001Z    ,0.0,-0.4347054316136305,-0.47427259101368446,-0.33422364833495577,-0.32942738423024154,-1.0647058730560646,-0.18755821833417566,1.2492815816480711,ＴＰ１３１フタナシ,0.0,1.8408249959031067,1.1401267720157917,-0.22913020385568525,-0.7406368690134028,-0.005176440679887382,-0.3086129575048567,-0.13232004993316443,-0.2755759213636765,（株）青山製作所,-0.36848120054227407,-0.3628267688529919,-0.14626361063875198,-0.25901946504178064,-0.24642600675547452,0.2660882613971508,1.1683072543915871,-1.747637355010315,-0.20801293902870074,-0.02094670600110913,-0.0773321827949825,-0.6418479751103366,2.MGケース,-0.37335136457499546,-0.25511448127868663,1.3359013978250716,-0.06663483077004169,-0.6000343170456295,0.040870806563534395
22,-1.5884260091343938,1040052001Z    ,0.0,0.45180859613612784,-0.47427259101368446,-0.32045172986762605,-0.32942738423024154,-1.0647058730560646,-0.18755821833417566,1.2492815816480711,ＴＰ１３１フタナシ,0.0,1.8408249959031067,1.1401267720157917,-0.22913020385568525,-0.7605884116904061,-0.23394787430628447,-0.3387530321112823,-0.18168944289521366,-0.33167538088586185,（株）青山製作所,-0.37505838958974713,-0.36404658350233704,-0.24041825953826246,-0.42127750711701734,-0.24526133859728055,0.2660882613971508,1.1730162000291244,0.5009909300095924,-1.3266070146124471,-0.02094670600110913,-0.28133428156321466,-0.5949024729123495,2.MGケース,-0.37335136457499546,-0.2494151257815565,1.8968492404485815,-0.48863534759681965,-0.7020932000037042,-0.21204843278156832
