KUMI_CD,LINE_CD,LINE_SUB_CD,KANRIBAN_CD,LINE_DATE,TYOKU_KBN,OFFICE_HOURS,WORKING_HOURS,LINE_START_TIME,LINE_END_TIME,LINE_STOP_HOURS,MACHINE_STOP_HOURS,HINPATU_STOP_CNT,HINPATU_STOP_TIME,HURYOU_QUANT_CNT,HURYOU_WEIGHT_CNT,TENAOSHI_CNT,HORYUU_CNT,LAST_SERIAL_NO,OPERATION_RATE,SPEC_OPERATION_RATE,OVERALL_EQUIPMENT_EFFICIENCY,TARGET_AVAILABLE_RATE,AVAILABLE_HOURS,KAKO_CNT,AVAILABLE_RATE,HURYOU_RATE,CHOKO_RATE,KANKEN_NG_RATE,SYUTUKEN_NG_RATE,DIRECT_MANHOURS,TOTAL_MANHOURS,TOTAL_TIME,DIRECT_TIME,INDIRECT_TIME,NOTES,KANRIBAN_STAFF_CD,CREATE_STAFF_CD,CREATE_TIME,UPDATE_STAFF_CD,UPDATE_TIME,FIRST_SERIAL_NO,KANSEI_SHOUNIN_STAFF,AUTHOR,PDF_NAME,HUB_CD
NH11,AS2650,A,M01,2023/11/18 0:00,1,750,0,< NULL >,< NULL >,0,0,< NULL >,< NULL >,0,0,0,0,< NULL >,0,0,0,< NULL >,0,0,0,0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,M01,M01,2023/11/17 8:01,< NULL >,< NULL >,< NULL >,< NULL >,< NULL >,< NULL >,IN000
NH12,AS2610,A,M01,2023/11/18 0:00,2,690,0,< NULL >,< NULL >,0,0,< NULL >,< NULL >,0,0,0,0,< NULL >,0,0,0,< NULL >,0,0,0,0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,M01,M01,2023/11/17 8:02,< NULL >,< NULL >,< NULL >,< NULL >,< NULL >,< NULL >,IN000
NH11,AS2610,A,M01,2023/11/18 0:00,1,750,0,< NULL >,< NULL >,0,0,< NULL >,< NULL >,0,0,0,0,< NULL >,0,0,0,< NULL >,0,0,0,0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,M01,M01,2023/11/17 8:01,< NULL >,< NULL >,< NULL >,< NULL >,< NULL >,< NULL >,IN000
NH12,AS2650,A,M01,2023/11/18 0:00,2,690,0,< NULL >,< NULL >,0,0,< NULL >,< NULL >,0,0,0,0,< NULL >,0,0,0,< NULL >,0,0,0,0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,M01,M01,2023/11/17 8:02,< NULL >,< NULL >,< NULL >,< NULL >,< NULL >,< NULL >,IN000
NH11,AS2650,A,M01,2023/11/17 0:00,1,750,0,2023/11/17 8:30,2023/11/17 17:15,0,0,< NULL >,< NULL >,0,0,0,0,< NULL >,0,0,0,< NULL >,0,0,0,0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,38362,M01,2023/11/17 8:01,38362,2023/11/17 9:50,23L2U10296,< NULL >,38362,< NULL >,IN000
NH12,AS2610,A,M01,2023/11/17 0:00,2,690,0,2023/11/17 22:00,< NULL >,0,0,< NULL >,< NULL >,0,0,0,0,< NULL >,0,0,0,< NULL >,0,0,0,0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,SYS_TT,M01,2023/11/17 8:02,SYS_TT,2023/11/17 8:15,< NULL >,< NULL >,< NULL >,< NULL >,IN000
NH11,AS2610,A,M01,2023/11/17 0:00,1,750,0,2023/11/17 8:30,2023/11/17 17:15,0,0,< NULL >,< NULL >,0,0,0,0,< NULL >,0,0,0,< NULL >,0,0,0,0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,29700,M01,2023/11/17 8:01,29700,2023/11/17 11:04,23L2Y10238,< NULL >,29700,< NULL >,IN000
NH12,AS2650,A,M01,2023/11/17 0:00,2,690,0,2023/11/17 22:00,< NULL >,0,0,< NULL >,< NULL >,0,0,0,0,< NULL >,0,0,0,< NULL >,0,0,0,0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,SYS_TT,M01,2023/11/17 8:02,SYS_TT,2023/11/17 8:15,< NULL >,< NULL >,< NULL >,< NULL >,IN000
NH11,AS2650,A,M01,2023/11/16 0:00,1,750,429,2023/11/16 8:30,2023/11/16 17:15,0,0,< NULL >,< NULL >,0,0,0,0,23L2U09847,100,98.6,98.6,< NULL >,0,464,98.6,0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,22027,M01,2023/11/16 8:02,22027,2023/11/16 19:51,23L2Y09382,22027,40377,< NULL >,IN000
NH11,AS2610,A,M01,2023/11/16 0:00,1,750,429,2023/11/16 8:30,2023/11/16 17:15,0,0,< NULL >,< NULL >,0,0,0,0,23L2Y09787,97.83,100.79,98.6,< NULL >,0,464,98.6,0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,29700,M01,2023/11/16 8:01,29700,2023/11/16 20:01,23L2Y09324,22027,29700,< NULL >,IN000
NH12,AS2650,A,M01,2023/11/16 0:00,2,690,0,2023/11/16 22:00,2023/11/17 6:50,0,0,< NULL >,< NULL >,0,0,0,0,23L2U10295,0,0,0,< NULL >,0,0,0,0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,39320,M01,2023/11/16 8:03,39320,2023/11/17 7:01,23L2U09848,< NULL >,43099,< NULL >,IN000
NH12,AS2610,A,M01,2023/11/16 0:00,2,690,0,2023/11/16 22:00,2023/11/17 6:50,0,0,< NULL >,< NULL >,0,0,0,0,23L2Y10237,0,0,0,< NULL >,0,0,0,0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,39320,M01,2023/11/16 8:02,39320,2023/11/17 6:52,23L2Y09788,< NULL >,39320,< NULL >,IN000
NH11,AS2650,A,M01,2023/11/15 0:00,1,750,369,2023/11/15 8:30,2023/11/15 17:15,0,0,< NULL >,< NULL >,0,0,0,0,23L2Y08937,100,99.57,99.57,< NULL >,0,403,99.57,0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,31853,M01,2023/11/15 8:01,31853,2023/11/15 18:53,23L2U08534,31853,33728,< NULL >,IN000
NH11,AS2610,A,M01,2023/11/15 0:00,1,750,369,2023/11/15 8:30,2023/11/15 17:15,0,0,< NULL >,< NULL >,0,0,0,0,23L2Y08875,99.86,99.7,99.57,< NULL >,0,403,99.57,0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,31853,M01,2023/11/15 8:01,31853,2023/11/15 18:53,23L2Y08471,31853,29700,< NULL >,IN000
NH12,AS2650,A,M01,2023/11/15 0:00,2,690,429,2023/11/15 22:00,2023/11/16 6:50,0,0,< NULL >,< NULL >,0,0,0,0,23L2Y09381,100,95.2,95.2,< NULL >,0,448,95.2,0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,22027,M01,2023/11/15 8:02,22027,2023/11/16 12:46,23L2Y08938,22027,43099,< NULL >,IN000
NH12,AS2610,A,M01,2023/11/15 0:00,2,690,429,2023/11/15 22:00,2023/11/16 6:50,0,0,< NULL >,< NULL >,0,0,0,0,23L2Y09323,94.94,100.28,95.2,< NULL >,0,448,95.2,0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,22027,M01,2023/11/15 8:02,22027,2023/11/16 12:47,23L2Y08876,22027,39320,< NULL >,IN000
NH11,AS2650,A,M01,2023/11/14 0:00,1,750,429,2023/11/14 8:30,2023/11/14 17:15,0,0,< NULL >,< NULL >,0,0,0,0,23L2Y07980,100,85.43,85.43,< NULL >,0,402,85.43,0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,40377,M01,2023/11/14 8:01,40377,2023/11/14 18:01,23L2U07579,22027,40377,< NULL >,IN000
NH11,AS2610,A,M01,2023/11/14 0:00,1,750,429,2023/11/14 8:30,2023/11/14 17:15,0,0,< NULL >,< NULL >,0,0,0,0,23L2Y07920,85.43,100,85.43,< NULL >,0,402,85.43,0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,40377,M01,2023/11/14 8:00,40377,2023/11/14 18:01,23L2U07558,22027,29700,< NULL >,IN000
NH12,AS2650,A,M01,2023/11/14 0:00,2,690,503,2023/11/14 22:00,2023/11/15 8:15,0,0,< NULL >,< NULL >,0,0,0,0,23L2U08533,100,100.05,100.05,< NULL >,0,552,100.05,0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,31853,M01,2023/11/14 8:02,31853,2023/11/15 12:45,23L2Y07981,31853,43099,< NULL >,IN000
NH12,AS2610,A,M01,2023/11/14 0:00,2,690,503,2023/11/14 22:00,2023/11/15 8:15,0,0,< NULL >,< NULL >,0,0,0,0,23L2Y08470,99.68,100.37,100.05,< NULL >,0,552,100.05,0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,31853,M01,2023/11/14 8:01,31853,2023/11/15 12:45,23L2Y07921,31853,39320,< NULL >,IN000
NH11,AS2650,A,M01,2023/11/13 0:00,1,750,419,2023/11/13 8:30,2023/11/13 17:15,0,0,< NULL >,< NULL >,0,0,0,0,< NULL >,100,70.71,70.71,< NULL >,0,325,70.71,0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,31853,M01,2023/11/13 8:02,31853,2023/11/13 19:42,23L2U07043,31853,38362,< NULL >,IN000
NH11,AS2610,A,M01,2023/11/13 0:00,1,750,399,2023/11/13 8:30,2023/11/13 17:15,0,0,< NULL >,< NULL >,0,0,0,0,23L2U07308,74.41,100.1,74.49,< NULL >,0,326,74.49,0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,31853,M01,2023/11/13 8:01,31853,2023/11/13 19:42,23L2U06982,31853,29700,< NULL >,IN000
NH12,AS2650,A,M01,2023/11/13 0:00,2,690,429,2023/11/13 22:00,2023/11/14 6:50,0,0,< NULL >,< NULL >,0,0,0,0,23L2U07578,100,44.63,44.63,< NULL >,0,210,44.63,0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,31853,M01,2023/11/13 8:03,31853,2023/11/15 12:43,23L2U07368,31853,43099,< NULL >,IN000
NH12,AS2610,A,M01,2023/11/13 0:00,2,690,429,2023/11/13 22:00,2023/11/14 6:50,0,0,< NULL >,< NULL >,0,0,0,0,23L2Y07518,44.62,100.03,44.63,< NULL >,0,210,44.63,0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,31853,M01,2023/11/13 8:02,31853,2023/11/15 12:43,23L2U07309,31853,39320,< NULL >,IN000
NH11,AS2650,A,M01,2023/11/12 0:00,1,750,0,2023/11/12 8:30,< NULL >,0,0,< NULL >,< NULL >,0,0,0,0,< NULL >,0,0,0,< NULL >,0,0,0,0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,SYS_TT,M01,2023/11/12 8:02,SYS_TT,2023/11/12 8:15,< NULL >,< NULL >,< NULL >,< NULL >,IN000
NH11,AS2610,A,M01,2023/11/12 0:00,1,750,0,2023/11/12 8:30,< NULL >,0,0,< NULL >,< NULL >,0,0,0,0,< NULL >,0,0,0,< NULL >,0,0,0,0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,SYS_TT,M01,2023/11/12 8:01,SYS_TT,2023/11/12 8:15,< NULL >,< NULL >,< NULL >,< NULL >,IN000
NH12,AS2650,A,M01,2023/11/12 0:00,2,690,0,2023/11/12 22:00,< NULL >,0,0,< NULL >,< NULL >,0,0,0,0,< NULL >,0,0,0,< NULL >,0,0,0,0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,SYS_TT,M01,2023/11/12 8:03,SYS_TT,2023/11/12 8:15,< NULL >,< NULL >,< NULL >,< NULL >,IN000
NH12,AS2610,A,M01,2023/11/12 0:00,2,690,0,2023/11/12 22:00,< NULL >,0,0,< NULL >,< NULL >,0,0,0,0,< NULL >,0,0,0,< NULL >,0,0,0,0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,SYS_TT,M01,2023/11/12 8:02,SYS_TT,2023/11/12 8:15,< NULL >,< NULL >,< NULL >,< NULL >,IN000
NH11,AS2650,A,M01,2023/11/11 0:00,2,690,0,2023/11/11 22:00,< NULL >,0,0,< NULL >,< NULL >,0,0,0,0,< NULL >,0,0,0,< NULL >,0,0,0,0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,SYS_TT,M01,2023/11/11 8:02,SYS_TT,2023/11/11 8:15,< NULL >,< NULL >,< NULL >,< NULL >,IN000
NH11,AS2610,A,M01,2023/11/11 0:00,2,690,0,2023/11/11 22:00,< NULL >,0,0,< NULL >,< NULL >,0,0,0,0,< NULL >,0,0,0,< NULL >,0,0,0,0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,SYS_TT,M01,2023/11/11 8:01,SYS_TT,2023/11/11 8:15,< NULL >,< NULL >,< NULL >,< NULL >,IN000
NH12,AS2650,A,M01,2023/11/11 0:00,1,750,0,2023/11/11 8:30,< NULL >,0,0,< NULL >,< NULL >,0,0,0,0,< NULL >,0,0,0,< NULL >,0,0,0,0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,SYS_TT,M01,2023/11/11 8:03,SYS_TT,2023/11/11 8:15,< NULL >,< NULL >,< NULL >,< NULL >,IN000
NH12,AS2610,A,M01,2023/11/11 0:00,1,750,0,2023/11/11 8:30,< NULL >,0,0,< NULL >,< NULL >,0,0,0,0,< NULL >,0,0,0,< NULL >,0,0,0,0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,SYS_TT,M01,2023/11/11 8:02,SYS_TT,2023/11/11 8:15,< NULL >,< NULL >,< NULL >,< NULL >,IN000
NH11,AS2610,A,M01,2023/11/10 0:00,2,690,429,2023/11/10 22:00,2023/11/11 6:45,0,0,< NULL >,< NULL >,0,0,0,0,23L2U06981,99.63,100.47,100.09,< NULL >,0,471,100.09,0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,31853,M01,2023/11/10 8:00,31853,2023/11/13 10:23,23L2U06511,31853,33728,< NULL >,IN000
NH11,AS2650,A,M01,2023/11/10 0:00,2,690,429,2023/11/10 22:00,2023/11/11 6:45,0,0,< NULL >,< NULL >,0,0,0,0,23L2U07042,100,100.09,100.09,< NULL >,0,471,100.09,0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,31853,M01,2023/11/10 8:01,31853,2023/11/13 10:22,23L2U06511,31853,33728,< NULL >,IN000
NH12,AS2650,A,M01,2023/11/10 0:00,1,750,429,2023/11/10 8:30,2023/11/10 17:20,0,0,< NULL >,< NULL >,0,0,0,0,23L2U06510,100,94.35,94.35,< NULL >,0,444,94.35,0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,31853,M01,2023/11/10 8:02,31853,2023/11/10 20:53,23L2Y06130,31853,43099,< NULL >,IN000
NH12,AS2610,A,M01,2023/11/10 0:00,1,750,429,2023/11/10 8:30,2023/11/10 17:20,0,0,< NULL >,< NULL >,0,0,0,0,23L2Y06510,93.92,100.47,94.35,< NULL >,0,444,94.35,0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,39320,M01,2023/11/10 8:01,39320,2023/11/10 21:56,23L2Y06067,31853,39320,< NULL >,IN000
NH11,AS2610,A,M01,2023/11/9 0:00,2,690,429,2023/11/9 22:00,2023/11/10 6:45,0,0,< NULL >,< NULL >,0,0,0,0,23L2Y06066,99.63,100.47,100.09,< NULL >,0,471,100.09,0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,31853,M01,2023/11/9 8:01,31853,2023/11/10 13:20,23L2U05596,31853,29700,< NULL >,IN000
NH11,AS2650,A,M01,2023/11/9 0:00,2,690,429,2023/11/9 22:00,2023/11/10 6:45,0,0,< NULL >,< NULL >,0,0,0,0,23L2Y06129,100,100.09,100.09,< NULL >,0,471,100.09,0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,31853,M01,2023/11/9 8:02,31853,2023/11/10 13:21,23L2Y05661,31853,40377,< NULL >,IN000
NH12,AS2650,A,M01,2023/11/9 0:00,1,750,429,2023/11/9 8:30,2023/11/9 17:20,0,0,< NULL >,< NULL >,0,0,0,0,23L2Y05660,100,95.84,95.84,< NULL >,0,451,95.84,0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,43099,M01,2023/11/9 8:02,43099,2023/11/9 19:53,23L2U05210,31853,43099,< NULL >,IN000
NH12,AS2610,A,M01,2023/11/9 0:00,1,750,429,2023/11/9 8:30,2023/11/9 17:20,0,0,< NULL >,< NULL >,0,0,0,0,23L2U05595,95.78,100.06,95.84,< NULL >,0,451,95.84,0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,31853,M01,2023/11/9 8:02,31853,2023/11/9 18:04,23L2U05146,31853,39320,< NULL >,IN000
NH11,AS2610,A,M01,2023/11/8 0:00,2,690,429,2023/11/8 22:00,2023/11/9 6:45,0,0,< NULL >,< NULL >,0,0,0,0,23L2U05145,100,100.09,100.09,< NULL >,0,471,100.09,0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,29700,M01,2023/11/8 8:00,29700,2023/11/9 22:42,23L2Y04675,31853,31573,< NULL >,IN000
NH11,AS2650,A,M01,2023/11/8 0:00,2,690,429,2023/11/8 22:00,2023/11/9 6:45,0,0,< NULL >,< NULL >,0,0,0,0,23L2U05209,100,100.09,100.09,< NULL >,0,471,100.09,0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,31853,M01,2023/11/8 8:01,31853,2023/11/9 11:06,23L2Y04741,31853,40377,< NULL >,IN000
NH12,AS2650,A,M01,2023/11/8 0:00,1,750,369,2023/11/8 8:30,2023/11/8 17:20,0,0,< NULL >,< NULL >,0,0,0,0,23L2Y04740,100,100.06,100.06,< NULL >,0,405,100.06,0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,31853,M01,2023/11/8 8:02,31853,2023/11/8 18:03,232Y04333,31853,43099,< NULL >,IN000
NH12,AS2610,A,M01,2023/11/8 0:00,1,750,369,2023/11/8 8:30,2023/11/8 17:20,0,0,< NULL >,< NULL >,0,0,0,0,23L2Y04674,99.81,100.25,100.06,< NULL >,0,405,100.06,0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,31853,M01,2023/11/8 8:01,31853,2023/11/8 18:03,23L2Y04270,31853,39320,< NULL >,IN000
NH11,AS2610,A,M01,2023/11/7 0:00,2,690,429,2023/11/7 22:00,2023/11/8 6:45,0,0,< NULL >,< NULL >,0,0,0,0,23L2U04248,91.66,100.16,91.8,< NULL >,0,432,91.8,0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,31853,M01,2023/11/7 8:00,31853,2023/11/8 11:39,23L2Y03839,31853,38362,< NULL >,IN000
NH11,AS2650,A,M01,2023/11/7 0:00,2,690,429,2023/11/7 22:00,2023/11/8 6:45,0,0,< NULL >,< NULL >,0,0,0,0,23L2Y04332,100,91.8,91.8,< NULL >,0,432,91.8,0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,31853,M01,2023/11/7 8:01,31853,2023/11/8 11:37,23L2Y03899,31853,40377,< NULL >,IN000
NH12,AS2650,A,M01,2023/11/7 0:00,1,750,429,2023/11/7 8:30,2023/11/7 17:20,0,0,< NULL >,< NULL >,0,0,0,0,23L2Y03898,100,97.12,97.12,< NULL >,0,457,97.12,0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,31853,M01,2023/11/7 8:02,31853,2023/11/7 17:49,23L2Y03444,31853,43099,< NULL >,IN000
NH12,AS2610,A,M01,2023/11/7 0:00,1,750,429,2023/11/7 8:30,2023/11/7 17:20,0,0,< NULL >,< NULL >,0,0,0,0,23L2Y03838,96.76,100.37,97.12,< NULL >,0,457,97.12,0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,39320,M01,2023/11/7 8:01,39320,2023/11/7 19:05,23L2U03382,31853,39320,< NULL >,IN000
NH11,AS2610,A,M01,2023/11/6 0:00,2,690,429,2023/11/6 22:00,2023/11/7 6:45,0,0,< NULL >,< NULL >,0,0,0,0,23L2U03381,98.18,100,98.18,< NULL >,0,462,98.18,0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,31853,M01,2023/11/6 8:01,31853,2023/11/7 9:43,23L2Y02920,31853,38362,< NULL >,IN000
NH11,AS2650,A,M01,2023/11/6 0:00,2,690,429,2023/11/6 22:00,2023/11/7 6:45,0,0,< NULL >,< NULL >,0,0,0,0,23L2Y03443,100,98.18,98.18,< NULL >,0,462,98.18,0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,31853,M01,2023/11/6 8:02,31853,2023/11/7 9:44,23L2U02981,31853,40377,< NULL >,IN000
NH12,AS2650,A,M01,2023/11/6 0:00,1,750,429,2023/11/6 8:30,2023/11/6 17:20,0,0,< NULL >,< NULL >,0,0,0,0,23L2U02980,100,77.78,77.78,< NULL >,0,366,77.78,0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,31853,M01,2023/11/6 8:02,31853,2023/11/6 17:39,23L2U02617,31853,43099,< NULL >,IN000
NH12,AS2610,A,M01,2023/11/6 0:00,1,750,429,2023/11/6 8:30,2023/11/6 17:20,0,0,< NULL >,< NULL >,0,0,0,0,23L2Y02919,77.51,100.35,77.78,< NULL >,0,366,77.78,0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,31853,M01,2023/11/6 8:02,31853,2023/11/6 17:39,23L2U02554,31853,39320,< NULL >,IN000
NH11,AS2610,A,M01,2023/11/5 0:00,2,690,0,2023/11/5 22:00,< NULL >,0,0,< NULL >,< NULL >,0,0,0,0,< NULL >,0,0,0,< NULL >,0,0,0,0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,SYS_TT,M01,2023/11/5 8:00,SYS_TT,2023/11/5 8:15,< NULL >,< NULL >,< NULL >,< NULL >,IN000
NH11,AS2650,A,M01,2023/11/5 0:00,2,690,0,2023/11/5 22:00,< NULL >,0,0,< NULL >,< NULL >,0,0,0,0,< NULL >,0,0,0,< NULL >,0,0,0,0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,SYS_TT,M01,2023/11/5 8:02,SYS_TT,2023/11/5 8:15,< NULL >,< NULL >,< NULL >,< NULL >,IN000
NH12,AS2650,A,M01,2023/11/5 0:00,1,750,0,2023/11/5 8:30,< NULL >,0,0,< NULL >,< NULL >,0,0,0,0,< NULL >,0,0,0,< NULL >,0,0,0,0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,SYS_TT,M01,2023/11/5 8:03,SYS_TT,2023/11/5 8:15,< NULL >,< NULL >,< NULL >,< NULL >,IN000
NH12,AS2610,A,M01,2023/11/5 0:00,1,750,0,2023/11/5 8:30,< NULL >,0,0,< NULL >,< NULL >,0,0,0,0,< NULL >,0,0,0,< NULL >,0,0,0,0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,SYS_TT,M01,2023/11/5 8:02,SYS_TT,2023/11/5 8:15,< NULL >,< NULL >,< NULL >,< NULL >,IN000
NH11,AS2610,A,M01,2023/11/4 0:00,1,750,0,2023/11/4 8:30,< NULL >,0,0,< NULL >,< NULL >,0,0,0,0,< NULL >,0,0,0,< NULL >,0,0,0,0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,SYS_TT,M01,2023/11/4 8:00,SYS_TT,2023/11/4 8:15,< NULL >,< NULL >,< NULL >,< NULL >,IN000
NH11,AS2650,A,M01,2023/11/4 0:00,1,750,0,2023/11/4 8:30,< NULL >,0,0,< NULL >,< NULL >,0,0,0,0,< NULL >,0,0,0,< NULL >,0,0,0,0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,SYS_TT,M01,2023/11/4 8:02,SYS_TT,2023/11/4 8:15,< NULL >,< NULL >,< NULL >,< NULL >,IN000
NH12,AS2650,A,M01,2023/11/4 0:00,2,690,0,2023/11/4 22:00,< NULL >,0,0,< NULL >,< NULL >,0,0,0,0,< NULL >,0,0,0,< NULL >,0,0,0,0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,SYS_TT,M01,2023/11/4 8:03,SYS_TT,2023/11/4 8:15,< NULL >,< NULL >,< NULL >,< NULL >,IN000
NH12,AS2610,A,M01,2023/11/4 0:00,2,690,0,2023/11/4 22:00,< NULL >,0,0,< NULL >,< NULL >,0,0,0,0,< NULL >,0,0,0,< NULL >,0,0,0,0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,SYS_TT,M01,2023/11/4 8:02,SYS_TT,2023/11/4 8:15,< NULL >,< NULL >,< NULL >,< NULL >,IN000
NH11,AS2610,A,M01,2023/11/3 0:00,1,750,429,2023/11/3 8:30,2023/11/3 17:15,0,0,< NULL >,< NULL >,0,0,0,0,23L2U02082,99.7,100.4,100.09,< NULL >,0,471,100.09,0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,31853,M01,2023/11/3 8:00,31853,2023/11/3 17:36,23L2U01614,31853,29700,< NULL >,IN000
NH11,AS2650,A,M01,2023/11/3 0:00,1,750,429,2023/11/3 8:30,2023/11/3 17:20,0,0,< NULL >,< NULL >,0,0,0,0,23L2Y02146,100,100.09,100.09,< NULL >,0,471,100.09,0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,40377,M01,2023/11/3 8:01,40377,2023/11/3 21:39,23L2U01674,31853,38362,< NULL >,IN000
NH12,AS2650,A,M01,2023/11/3 0:00,2,690,429,2023/11/3 22:00,2023/11/4 6:50,0,0,< NULL >,< NULL >,0,0,0,0,23L2U02616,100,100.09,100.09,< NULL >,0,471,100.09,0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,31853,M01,2023/11/3 8:02,31853,2023/11/6 9:41,23L2Y02147,31853,45037,< NULL >,IN000
NH12,AS2610,A,M01,2023/11/3 0:00,2,690,429,2023/11/3 22:00,2023/11/4 6:50,0,0,< NULL >,< NULL >,0,0,0,0,23L2U02553,99.77,100.33,100.09,< NULL >,0,471,100.09,0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,31853,M01,2023/11/3 8:01,31853,2023/11/6 9:41,23L2U02083,31853,39320,< NULL >,IN000
NH11,AS2610,A,M01,2023/11/2 0:00,1,750,429,2023/11/2 8:30,2023/11/2 17:15,0,0,< NULL >,< NULL >,0,0,0,0,23L2Y01143,97.04,100.08,97.12,< NULL >,0,457,97.12,0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,31853,M01,2023/11/2 8:00,31853,2023/11/2 18:55,23L2Y00687,31853,29700,< NULL >,IN000
NH11,AS2650,A,M01,2023/11/2 0:00,1,750,429,2023/11/2 8:30,2023/11/2 17:15,0,0,< NULL >,< NULL >,0,0,0,0,23L2U01200,100,97.12,97.12,< NULL >,0,457,97.12,0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,31853,M01,2023/11/2 8:01,31853,2023/11/2 18:55,23L2U00744,31853,40377,< NULL >,IN000
NH12,AS2650,A,M01,2023/11/2 0:00,2,690,429,2023/11/2 22:00,2023/11/3 6:50,0,0,< NULL >,< NULL >,0,0,0,0,23L2U01673,100,100.09,100.09,< NULL >,0,471,100.09,0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,31853,M01,2023/11/2 8:02,31853,2023/11/3 9:52,23L2Y01206,31853,43099,< NULL >,IN000
