,品番,加工図符号,設変符号,品名,ステータス,発注区分,整備室,整備室名,手配区分,工程内外製,工程コード,仕入先名/工場名,発送場所,発送場所名,受給区分,後工程内外製,後工程コード,後工程仕入先名/工場名,受入場所,受入場所名,箱種類,収容数,基準在庫日数,基準在庫枚数,サイクル間隔,サイクル回数,サイクル情報,更新,更新者,最終更新日時,マイナス必要数有無,当月必要数,当月稼働日数,翌月必要数,翌月稼働日数,翌々月必要数,翌々月稼働日数,翌々々月必要数,翌々々月稼働日数,1(土),2(日),3(月),4(火),5(水),6(木),7(金),8(土),9(日),10(月),11(火),12(水),13(木),14(金),15(土),16(日),17(月),18(火),19(水),20(木),21(金),22(土),23(日),24(月),25(火),26(水),27(木),28(金),29(土),30(日),Unnamed: 69,当月計算数,翌月計算数,翌々月計算数,翌々々月計算数,1(土).1,2(日).1,3(月).1,4(火).1,5(水).1,6(木).1,7(金).1,8(土).1,9(日).1,10(月).1,11(火).1,12(水).1,13(木).1,14(金).1,15(土).1,16(日).1,17(月).1,18(火).1,19(水).1,20(木).1,21(金).1,22(土).1,23(日).1,24(月).1,25(火).1,26(水).1,27(木).1,28(金).1,29(土).1,30(日).1,納入回数（間隔）,納入回数（回数）,納入回数（遅れ）,箱重量
116,90301-06A018,,,"RING, O",使用中,かんばん,1Y,第１工場,手配,Ｐ,4241,ＮＯＫ（株）,1,,――,Ｍ,1,第１,1Y,安城第１工場,ＴＰ３３１フタアリ,"2,000",  0.58,3,1,2,3.52,,,,,"94,621",20,"92,819",18,"117,784",22,"119,255",21,0,0,"4,642","4,660","4,360","4,660","4,660",0,0,"4,588","4,588","4,624","4,588","4,606",0,0,"4,750","5,094","4,732","5,094","4,432",0,0,"4,771","5,115","4,753","5,133","4,771",0,0,,"94,621","92,819","117,784","119,255",0,0,"4,642","4,660","4,360","4,660","4,660",0,0,"4,588","4,588","4,624","4,588","4,606",0,0,"4,750","5,094","4,732","5,094","4,432",0,0,"4,771","5,115","4,753","5,133","4,771",0,0,1,01, 1.79,   4.710
117,90301-11A014,,,"RING, O",使用中,かんばん,1Y,第１工場,手配,Ｐ,4241,ＮＯＫ（株）,1,,――,Ｍ,1,第１,1Y,安城第１工場,サンボックス＃２４Ｂフタナシ,"1,000",  0.53,3,1,2,3.52,,,,,"90,170",20,"87,745",18,"111,095",22,"113,680",21,0,0,"4,475","4,475","4,190","4,475","4,475",0,0,"4,475","4,475","4,475","4,475","4,475",0,0,"4,475","4,785","4,475","4,785","4,190",0,0,"4,475","4,785","4,475","4,785","4,475",0,0,,"90,170","87,745","111,095","113,680",0,0,"4,475","4,475","4,190","4,475","4,475",0,0,"4,475","4,475","4,475","4,475","4,475",0,0,"4,475","4,785","4,475","4,785","4,190",0,0,"4,475","4,785","4,475","4,785","4,475",0,0,1,02, 3.52,   5.560
118,90301-15A011,,,"RING, O",使用中,かんばん,1Y,第１工場,手配,Ｐ,4241,ＮＯＫ（株）,1,,――,Ｍ,1,第１,1Y,安城第１工場,ＴＰ３３２フタアリ,"1,000",  0.58,3,1,2,3.52,,,,,"21,078",20,"20,016",18,"25,166",22,"26,598",21,0,0,"1,082","1,070","1,004","1,070","1,070",0,0,"1,118","1,118","1,094","1,118","1,106",0,0,"1,010","1,070","1,022","1,070",956,0,0,996,"1,056","1,008","1,044",996,0,0,,"21,078","20,016","25,166","26,598",0,0,"1,082","1,070","1,004","1,070","1,070",0,0,"1,118","1,118","1,094","1,118","1,106",0,0,"1,010","1,070","1,022","1,070",956,0,0,996,"1,056","1,008","1,044",996,0,0,1,01, 1.79,   5.800
119,90301-17A010,,,"RING, O",使用中,かんばん,1Y,第１工場,手配,Ｐ,4241,ＮＯＫ（株）,1,,――,Ｍ,1,第１,1Y,安城第１工場,ＴＰ３３１フタアリ,"1,000",  0.58,3,1,2,3.52,,,,,"25,529",20,"25,090",18,"31,855",22,"32,173",21,0,0,"1,249","1,255","1,174","1,255","1,255",0,0,"1,231","1,231","1,243","1,231","1,237",0,0,"1,285","1,379","1,279","1,379","1,198",0,0,"1,292","1,386","1,286","1,392","1,292",0,0,,"25,529","25,090","31,855","32,173",0,0,"1,249","1,255","1,174","1,255","1,255",0,0,"1,231","1,231","1,243","1,231","1,237",0,0,"1,285","1,379","1,279","1,379","1,198",0,0,"1,292","1,386","1,286","1,392","1,292",0,0,1,01, 1.79,   5.700
120,90301-19A010,,,"RING, O",使用中,かんばん,1Y,第１工場,手配,Ｐ,4241,ＮＯＫ（株）,1,,――,Ｍ,1,第１,1Y,安城第１工場,ＴＰ３３１フタアリ,"1,000",  0.58,3,1,2,3.52,,,,,"21,078",20,"20,016",18,"25,166",22,"26,598",21,0,0,"1,082","1,070","1,004","1,070","1,070",0,0,"1,118","1,118","1,094","1,118","1,106",0,0,"1,010","1,070","1,022","1,070",956,0,0,996,"1,056","1,008","1,044",996,0,0,,"21,078","20,016","25,166","26,598",0,0,"1,082","1,070","1,004","1,070","1,070",0,0,"1,118","1,118","1,094","1,118","1,106",0,0,"1,010","1,070","1,022","1,070",956,0,0,996,"1,056","1,008","1,044",996,0,0,1,01, 1.79,   4.710
121,90301-19A011,,,"RING, O",使用中,かんばん,1Y,第１工場,手配,Ｐ,4241,ＮＯＫ（株）,1,,――,Ｍ,1,第１,1Y,安城第１工場,ＴＰ３３１フタアリ,200,  0.58,3,1,2,3.52,,,,,"14,990",20,"15,082",18,"19,272",22,"18,874",21,0,0,708,720,672,720,720,0,0,672,672,696,672,684,0,0,780,844,768,844,720,0,0,794,858,782,870,794,0,0,,"14,990","15,082","19,272","18,874",0,0,708,720,672,720,720,0,0,672,672,696,672,684,0,0,780,844,768,844,720,0,0,794,858,782,870,794,0,0,1,01, 1.79,   5.700
122,90311-50A014,,,"SEAL, TYPE T OIL",使用中,かんばん,1Y,第１工場,手配,Ｐ,4241,ＮＯＫ（株）,1,,――,Ｍ,1,第１,1Y,安城第１工場,ＴＰ１３１フタナシ,84,  0.63,3,1,2,3.52,,,,,"18,034",20,"17,549",18,"22,219",22,"22,736",21,0,0,895,895,838,895,895,0,0,895,895,895,895,895,0,0,895,957,895,957,838,0,0,895,957,895,957,895,0,0,,"18,034","17,549","22,219","22,736",0,0,895,895,838,895,895,0,0,895,895,895,895,895,0,0,895,957,895,957,838,0,0,895,957,895,957,895,0,0,1,01, 1.21,   1.530
123,90311-50A015,,,"SEAL, TYPE T OIL",使用中,かんばん,1Y,第１工場,手配,Ｐ,4241,ＮＯＫ（株）,1,,――,Ｍ,1,第１,1Y,安城第１工場,ＴＰ３３２フタナシ,84,  0.88,3,1,2,3.52,,,,,"18,034",20,"17,549",18,"22,219",22,"22,736",21,0,0,895,895,838,895,895,0,0,895,895,895,895,895,0,0,895,957,895,957,838,0,0,895,957,895,957,895,0,0,,"18,034","17,549","22,219","22,736",0,0,895,895,838,895,895,0,0,895,895,895,895,895,0,0,895,957,895,957,838,0,0,895,957,895,957,895,0,0,1,02, 6.20,   1.640
124,G1250-ECB010,,,"PIPE ASSY, MOTOR COOLING, NO.1",使用中,かんばん,1Y,第１工場,手配,Ｐ,4267,（株）バルカー,1,豊田営業所,――,Ｍ,1,第１,1Y,安城第１工場,TP131ﾌﾀﾅｼ,60,  0.81,3,1,2,6.2,,,,,"4,075",20,"3,960",18,"5,004",22,"4,208",21,0,0,168,168,156,168,168,0,0,162,162,174,162,168,0,0,234,254,234,248,216,0,0,241,255,235,261,241,0,0,,"4,075","3,960","5,004","4,208",0,0,168,168,156,168,168,0,0,162,162,174,162,168,0,0,234,254,234,248,216,0,0,241,255,235,261,241,0,0,1,02, 2.34,   2.450
125,G1250-ECC010,,,"PIPE ASSY, MOTOR COOLING, NO.1",使用中,かんばん,1Y,第１工場,手配,Ｐ,4267,（株）バルカー,1,豊田営業所,――,Ｍ,1,第１,1Y,安城第１工場,Aﾊﾟﾚﾌﾀﾅｼ,60,  0.63,3,1,2,6.2,,,,,"3,420",20,"3,581",18,"4,632",22,"5,229",21,0,0,186,192,180,192,192,0,0,174,174,174,174,174,0,0,156,168,150,174,144,0,0,156,174,156,174,156,0,0,,"3,420","3,581","4,632","5,229",0,0,186,192,180,192,192,0,0,174,174,174,174,174,0,0,156,168,150,174,144,0,0,156,174,156,174,156,0,0,1,24,19.68, 138.900
126,G1250-ECE010,,,"PIPE ASSY, MOTOR COOLING, NO.1",使用中,かんばん,1Y,第１工場,手配,Ｐ,4267,（株）バルカー,1,豊田営業所,――,Ｍ,1,第１,1Y,安城第１工場,AW131ﾌﾀﾅｼ,60,  0.59,3,1,2,6.2,,,,,"10,539",20,"10,008",18,"12,583",22,"13,299",21,0,0,541,535,502,535,535,0,0,559,559,547,559,553,0,0,505,535,511,535,478,0,0,498,528,504,522,498,0,0,,"10,539","10,008","12,583","13,299",0,0,541,535,502,535,535,0,0,559,559,547,559,553,0,0,505,535,511,535,478,0,0,498,528,504,522,498,0,0,1,02, 2.34,   1.850
127,90363-24A003,,,"BEARING, RADIAL BALL",使用中,かんばん,1Y,第１工場,手配,Ｐ,4287,日本精工（株）,2,三河分室,――,Ｍ,1,第１,1Y,安城第１工場,Aﾊﾟﾚﾌﾀﾅｼ,22,  0.62,3,1,8,9,,,,,"7,495",20,"7,541",18,"9,636",22,"9,437",21,0,0,354,360,336,360,360,0,0,336,336,348,336,342,0,0,390,422,384,422,360,0,0,397,429,391,435,397,0,0,,"7,495","7,541","9,636","9,437",0,0,354,360,336,360,360,0,0,336,336,348,336,342,0,0,390,422,384,422,360,0,0,397,429,391,435,397,0,0,1,24,19.68, 137.704
128,90363-24A004,,,"BEARING, RADIAL BALL",使用中,かんばん,1Y,第１工場,手配,Ｐ,4287,日本精工（株）,2,三河分室,――,Ｍ,1,第１,1Y,安城第１工場,ＴＰ３３１フタナシ,30,  0.63,3,1,8,9,,,,,"18,034",20,"17,549",18,"22,219",22,"22,736",21,0,0,895,895,838,895,895,0,0,895,895,895,895,895,0,0,895,957,895,957,838,0,0,895,957,895,957,895,0,0,,"18,034","17,549","22,219","22,736",0,0,895,895,838,895,895,0,0,895,895,895,895,895,0,0,895,957,895,957,838,0,0,895,957,895,957,895,0,0,1,01, 2.28,   2.288
129,90363-24A005,,,"BEARING, RADIAL BALL",使用中,かんばん,1Y,第１工場,手配,Ｐ,4287,日本精工（株）,2,三河分室,――,Ｍ,1,第１,1Y,安城第１工場,ＴＰ３３１フタナシ,22,  0.63,3,1,8,9,,,,,"10,539",20,"10,008",18,"12,583",22,"13,299",21,0,0,541,535,502,535,535,0,0,559,559,547,559,553,0,0,505,535,511,535,478,0,0,498,528,504,522,498,0,0,,"10,539","10,008","12,583","13,299",0,0,541,535,502,535,535,0,0,559,559,547,559,553,0,0,505,535,511,535,478,0,0,498,528,504,522,498,0,0,1,01, 2.28,   2.288
130,90363-40085,,,"BEARING, RADIAL BALL",使用中,かんばん,1Y,第１工場,手配,Ｐ,4287,日本精工（株）,2,三河分室,――,Ｍ,1,第１,1Y,安城第１工場,ＴＰ３６２フタナシ,80,  0.85,3,1,8,9,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01, 2.28,   6.250
131,90363-40A010,, A,"BEARING, RADIAL BALL",使用中,かんばん,1Y,第１工場,手配,Ｐ,4287,日本精工（株）,2,三河分室,――,Ｍ,1,第１,1Y,安城第１工場,ＴＰ３３１フタナシ,80,  0.63,3,1,8,9,,,,,"36,068",20,"35,098",18,"44,438",22,"45,472",21,0,0,"1,790","1,790","1,676","1,790","1,790",0,0,"1,790","1,790","1,790","1,790","1,790",0,0,"1,790","1,914","1,790","1,914","1,676",0,0,"1,790","1,914","1,790","1,914","1,790",0,0,,"36,068","35,098","44,438","45,472",0,0,"1,790","1,790","1,676","1,790","1,790",0,0,"1,790","1,790","1,790","1,790","1,790",0,0,"1,790","1,914","1,790","1,914","1,676",0,0,"1,790","1,914","1,790","1,914","1,790",0,0,1,01, 2.28,   2.288
132,35165-ECE010,, A,"PLATE, TRANSMISSION CASE",使用中,かんばん,1Y,第１工場,手配,Ｐ,6065,（株）松尾製作所,1,,――,Ｍ,1,第１,1Y,安城第１工場,ＴＰ３３１．５フタナシ,200,  0.85,3,1,1,1.21,,,,,"10,539",20,"10,008",18,"12,583",22,"13,299",21,0,0,541,535,502,535,535,0,0,559,559,547,559,553,0,0,505,535,511,535,478,0,0,498,528,504,522,498,0,0,,"10,539","10,008","12,583","13,299",0,0,541,535,502,535,535,0,0,559,559,547,559,553,0,0,505,535,511,535,478,0,0,498,528,504,522,498,0,0,1,01, 3.05,   4.110
133,35394-50A010,, A,"MAGNET, OIL CLEANER",使用中,かんばん,1Y,第１工場,手配,Ｐ,6095,ミズショー（株）,1,三河支店,――,Ｍ,1,第１,1Y,安城第１工場,ＴＰ３３１．５フタナシ,"2,000",  0.85,3,1,1,1.88,,,,,"36,068",20,"35,098",18,"44,438",22,"45,472",21,0,0,"1,790","1,790","1,676","1,790","1,790",0,0,"1,790","1,790","1,790","1,790","1,790",0,0,"1,790","1,914","1,790","1,914","1,676",0,0,"1,790","1,914","1,790","1,914","1,790",0,0,,"36,068","35,098","44,438","45,472",0,0,"1,790","1,790","1,676","1,790","1,790",0,0,"1,790","1,790","1,790","1,790","1,790",0,0,"1,790","1,914","1,790","1,914","1,676",0,0,"1,790","1,914","1,790","1,914","1,790",0,0,1,01, 3.05,   4.110
134,90250-06027,, A,"PIN, STRAIGHT",使用中,かんばん,1Y,第１工場,手配,Ｐ,6103,（株）水野鉄工所,1,,――,Ｍ,1,第１,1Y,安城第１工場,TP341ﾌﾀﾅｼ,"2,000",  0.78,3,1,1,1.81,,,,,"18,034",20,"17,549",18,"22,219",22,"22,736",21,0,0,895,895,838,895,895,0,0,895,895,895,895,895,0,0,895,957,895,957,838,0,0,895,957,895,957,895,0,0,,"18,034","17,549","22,219","22,736",0,0,895,895,838,895,895,0,0,895,895,895,895,895,0,0,895,957,895,957,838,0,0,895,957,895,957,895,0,0,1,06, 4.92,  10.500
135,90201-50A002,, A,"WASHER, PLATE",使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,TP341ﾌﾀﾅｼ,100,  0.78,3,1,1,0.73,,,,,"7,495",20,"7,541",18,"9,636",22,"9,437",21,0,0,354,360,336,360,360,0,0,336,336,348,336,342,0,0,390,422,384,422,360,0,0,397,429,391,435,397,0,0,,"7,495","7,541","9,636","9,437",0,0,354,360,336,360,360,0,0,336,336,348,336,342,0,0,390,422,384,422,360,0,0,397,429,391,435,397,0,0,1,06, 4.92,  10.500
136,90201-56A001,, A,"WASHER, PLATE",使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,TP341ﾌﾀﾅｼ,100,  0.78,3,1,1,0.73,,,,,"7,495",20,"7,541",18,"9,636",22,"9,437",21,0,0,354,360,336,360,360,0,0,336,336,348,336,342,0,0,390,422,384,422,360,0,0,397,429,391,435,397,0,0,,"7,495","7,541","9,636","9,437",0,0,354,360,336,360,360,0,0,336,336,348,336,342,0,0,390,422,384,422,360,0,0,397,429,391,435,397,0,0,1,06, 4.92,  10.500
137,90201-56A002,, A,"WASHER, PLATE",使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,TP341ﾌﾀﾅｼ,100,  0.78,3,1,1,0.73,,,,,"10,539",20,"10,008",18,"12,583",22,"13,299",21,0,0,541,535,502,535,535,0,0,559,559,547,559,553,0,0,505,535,511,535,478,0,0,498,528,504,522,498,0,0,,"10,539","10,008","12,583","13,299",0,0,541,535,502,535,535,0,0,559,559,547,559,553,0,0,505,535,511,535,478,0,0,498,528,504,522,498,0,0,1,06, 4.92,  10.500
138,90564-39A001,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,ＴＰ３４１フタナシ,100,  0.78,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,06, 4.92,   9.600
139,90564-39A002,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,ＴＰ３４１フタナシ,100,  0.78,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,06, 4.92,   9.600
140,90564-39A003,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,ＴＰ３４１フタナシ,100,  0.78,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,06, 4.92,   9.600
141,90564-39A004,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,ＴＰ３４１フタナシ,100,  0.78,3,1,1,0.73,,,,,"1,503",20,"1,422",18,"1,787",22,"1,889",21,0,0,77,76,72,76,76,0,0,80,80,78,80,79,0,0,72,76,73,76,68,0,0,71,75,72,75,71,0,0,,"1,496","1,421","1,786","1,888",0,0,76,75,71,75,75,0,0,79,79,77,79,78,0,0,71,75,72,75,67,0,0,70,74,71,74,70,0,0,1,06, 4.92,   9.600
142,90564-39A005,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,Aﾊﾟﾚﾌﾀﾅｼ,100,  0.63,3,1,1,0.73,,,,,"6,604",20,"6,266",18,"7,877",22,"8,326",21,0,0,339,335,315,335,335,0,0,350,350,343,350,347,0,0,317,335,320,335,300,0,0,312,331,316,327,312,0,0,,"6,597","6,265","7,876","8,325",0,0,338,334,314,334,334,0,0,349,349,342,349,346,0,0,316,334,319,334,299,0,0,311,330,315,326,311,0,0,1,24,19.68, 165.780
143,90564-39A006,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,Aﾊﾟﾚﾌﾀﾅｼ,100,  0.62,3,1,1,0.73,,,,,"2,340",20,"2,212",18,"2,781",22,"2,940",21,0,0,120,119,111,119,119,0,0,124,124,121,124,123,0,0,112,119,113,119,106,0,0,111,117,112,116,111,0,0,,"2,329","2,211","2,780","2,939",0,0,119,118,110,118,118,0,0,123,123,120,123,122,0,0,111,118,112,118,105,0,0,110,116,111,115,110,0,0,1,24,19.68, 164.536
144,90564-39A007,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,ＴＰ３３１フタナシ,100,  0.57,3,1,1,0.73,,,,,125,20,111,18,139,22,147,21,0,0,6,6,6,6,6,0,0,7,7,7,7,7,0,0,6,6,6,6,6,0,0,6,6,6,6,6,0,0,,115,110,138,146,0,0,5,5,5,5,5,0,0,6,6,6,6,6,0,0,5,5,5,5,5,0,0,5,5,5,5,5,0,0,1,01, 1.78,   2.470
145,90564-39A008,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,サンボックス＃２０Ｂフタナシ,100,  0.66,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,02, 1.82,   7.806
146,90564-39A009,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,サンボックス＃２０Ｂフタナシ,100,  0.66,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,02, 1.82,   7.806
147,90564-50A001,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,サンボックス＃２０Ｂフタナシ,100,  0.66,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,02, 1.82,   7.806
148,90564-50A002,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,サンボックス＃２０Ｂフタナシ,100,  0.66,3,1,1,0.73,,,,,"1,667",20,"1,667",18,"2,130",22,"2,086",21,0,0,79,80,75,80,80,0,0,75,75,77,75,76,0,0,87,94,85,94,80,0,0,88,95,87,97,88,0,0,,"1,656","1,666","2,129","2,085",0,0,78,79,74,79,79,0,0,74,74,76,74,75,0,0,86,93,84,93,79,0,0,87,94,86,96,87,0,0,1,02, 1.82,   7.806
149,90564-50A003,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,サンボックス＃２０Ｂフタナシ,100,  0.66,3,1,1,0.73,,,,,"4,704",20,"4,721",18,"6,033",22,"5,908",21,0,0,222,226,211,226,226,0,0,211,211,218,211,215,0,0,245,265,241,265,226,0,0,249,269,245,273,249,0,0,,"4,691","4,720","6,032","5,907",0,0,221,225,210,225,225,0,0,210,210,217,210,214,0,0,244,264,240,264,225,0,0,248,268,244,272,248,0,0,1,02, 1.82,   7.806
150,90564-50A004,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,サンボックス＃９Ｆフタナシ,100,  0.60,3,1,1,0.73,,,,,"1,158",20,"1,154",18,"1,475",22,"1,444",21,0,0,55,56,52,56,56,0,0,52,52,54,52,53,0,0,60,65,59,65,56,0,0,61,66,60,67,61,0,0,,"1,146","1,153","1,474","1,443",0,0,54,55,51,55,55,0,0,51,51,53,51,52,0,0,59,64,58,64,55,0,0,60,65,59,66,60,0,0,1,01, 1.90,   7.144
151,90564-50A005,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,ＴＰ３３１．５フタアリ,100,  0.81,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,02, 3.92,   0.019
152,90564-50A006,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,サンボックス＃９Ｆフタナシ,100,  0.34,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01, 1.90,   9.510
153,90564-50A007,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,Ｔ２０３フタナシ,100,  0.58,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,02, 1.82,   7.806
154,90564-50A008,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,サンボックス＃９Ｆフタナシ,100,  0.60,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01, 1.90,   9.880
155,90564-50A009,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,サンボックス＃９Ｆフタナシ,100,  0.61,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01, 1.90,  10.492
156,90564-51A066,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,Ｔ２０３フタナシ,100,  0.58,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,02, 1.82,   7.806
157,90564-51A067,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,サンボックス＃９Ｆフタナシ,100,  0.60,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01, 1.90,   9.880
