,品番,年,週番号,在庫数（箱）,入庫数（箱）,出庫数（箱）,日量数（箱数）,発注～印刷LT,発注～検収LT,発注～順立装置入庫LT,発注～順立装置出庫LT,発注～回収LT,基準在庫日数,基準在庫日数（基準在庫枚数込み）,基準在庫枚数,納入回数（間隔）,納入回数（回数）,納入回数（遅れ）,回収かんばん数,印刷検収LT,検収入庫LT,入庫出庫LT,出庫回収LT,社内LT（検収～回収LT）,不等ピッチ係数,社内LT/設計値LT,社内LT/設計値LT（基準在庫枚数込み）,順立装置在庫量/設計値MIN,順立装置在庫量/設計値MAX,時間稼働率,加工数,先週からの順立装置在庫量増加率,先週からの社内LT増加率,先週からの回収かんばん増加率,納入かんばん数,納入数/日量数,入庫数/納入数,出庫数/入庫数,回収数/出庫数,回収数/納入数,便Ave,仕入先名_アイシン機工（株）,仕入先名_アイシン精機（株）,仕入先名_サトープレス工業（株）,仕入先名_サンコール（株）,仕入先名_マレリ（株）,仕入先名_ミズショー（株）,仕入先名_三共鋼業（株）,仕入先名_住友商事（株）鉄鋼部輸送機材,仕入先名_住友電装（株）,仕入先名_佐藤工業（株）,仕入先名_岡谷鋼機（株）,仕入先名_愛産樹脂工業（株）,仕入先名_新光ゴム工業（株）,仕入先名_日本精工（株）,仕入先名_（株）オンド,仕入先名_（株）ギフ加藤製作所,仕入先名_（株）ジェイテクト,仕入先名_（株）ニフコ,仕入先名_（株）バルカー,仕入先名_（株）旭工業所,仕入先名_（株）槌屋,仕入先名_（株）浅賀井製作所,箱種類_TP341ﾌﾀﾅｼ,箱種類_サンボックス＃２０Ｂフタナシ,箱種類_サンボックス＃９Ｆフタナシ,箱種類_ＴＰ３４１フタナシ,箱種類_ＴＰ３４２フタアリ,箱種類_ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,箱種類_ﾃﾝﾊﾞｺ10ﾌﾀﾅｼ,使用工程_1.デフ・大物ギヤ・Brg,使用工程_2.MGケース,使用工程_3.ギヤサブ・共通部品,使用工程_4.TA・カバー・メイン,使用工程_7.ファイナル前半,使用工程_8.ファイナル後半,年＆週番号_2023-36,年＆週番号_2023-37,年＆週番号_2023-38
22,34989ECB030    ,2023,38,3.0,2.0,4.0,0.895,0.27,4.5,4.8,8.92,11.52,0.88,4.207048907618941,3.0,1.0,6.0,4.92,5.0,4.23,0.2999999999999998,4.12,2.6,7.02,0.0,7.9772727272727275,1.6686280939798015,33.97252000603956,0.08780546911397824,97.085,450.0,-0.25,-0.1741176470588236,0.6666666666666667,1.0,1.11731843575419,2.0,2.0,1.25,5.0,0.14916666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
25,34989ECE020    ,2023,37,2.0,3.0,2.0,0.434,0.25,4.49,4.85,8.44,13.89,0.88,7.437377049180328,3.0,1.0,6.0,4.92,3.0,4.24,0.35999999999999943,3.59,5.450000000000001,9.4,0.0,10.681818181818182,1.2638864397813436,46.705691866982185,0.04273529366763282,93.505,462.0,0.0,0.0,0.0,2.0,4.6082949308755765,1.5,0.6666666666666666,1.5,1.5,0.07233333333333332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
28,35145ECB010    ,2023,36,7.0,18.0,19.0,3.48,0.1,1.87,2.17,5.025,5.83,0.82,1.6205336891260838,3.0,1.0,4.0,4.0,20.0,1.77,0.2999999999999998,2.8550000000000004,0.8049999999999997,3.96,0.0,4.829268292682927,2.4436394174165774,16.091954022988507,0.4084978280525989,97.81,480.0,0.0,0.0,0.0,18.0,5.172413793103448,1.0,1.0555555555555556,1.0526315789473684,1.1111111111111112,0.87,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
29,35145ECB010    ,2023,37,7.0,21.0,17.0,3.36,0.1,3.82,3.91,5.3,5.7,0.82,1.6205336891260838,3.0,1.0,4.0,4.0,17.0,3.72,0.0900000000000003,1.3899999999999997,0.4000000000000004,1.8800000000000003,0.0,2.292682926829269,1.160111642611911,16.666666666666664,0.3960470730235366,93.505,462.0,0.0,-0.5252525252525251,-0.15000000000000002,18.0,5.3571428571428585,1.1666666666666667,0.8095238095238095,1.0,0.9444444444444444,0.84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
30,35145ECB010    ,2023,38,7.0,20.0,20.0,3.84,0.11,1.87,2.29,5.98,6.2,0.82,1.6205336891260838,3.0,1.0,4.0,4.0,19.0,1.76,0.4199999999999999,3.69,0.21999999999999967,4.33,0.0,5.2804878048780495,2.6719592619731767,14.583333333333336,0.4448587044019828,97.085,450.0,0.0,1.3031914893617018,0.11764705882352945,12.0,3.125,1.6666666666666667,1.0,0.95,1.5833333333333333,0.96,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
31,35145ECE010    ,2023,36,7.0,24.0,23.0,5.35,0.1,1.86,2.22,5.13,5.78,0.82,1.3893139766581268,3.0,1.0,4.0,4.0,27.0,1.76,0.3600000000000001,2.91,0.6500000000000004,3.92,0.0,4.780487804878049,2.8215364315481923,10.467289719626168,0.5798402923200192,97.81,480.0,0.0,0.0,0.0,24.0,4.485981308411216,1.0,0.9583333333333334,1.173913043478261,1.125,1.3375,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
32,35145ECE010    ,2023,37,7.0,26.0,23.0,5.47,0.1,1.87,2.23,5.01,5.57,0.82,1.3893139766581268,3.0,1.0,4.0,4.0,21.0,1.77,0.3599999999999999,2.78,0.5600000000000005,3.7,0.0,4.512195121951219,2.663184897124569,10.237659963436931,0.5892920600089848,93.505,462.0,0.0,-0.05612244897959173,-0.2222222222222222,21.0,3.839122486288848,1.238095238095238,0.8846153846153846,0.9130434782608696,1.0,1.3675,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
33,35145ECE010    ,2023,38,6.0,24.0,22.0,4.945,0.105,1.87,2.29,5.38,6.09,0.82,1.3893139766581268,3.0,1.0,4.0,4.0,24.0,1.765,0.4199999999999999,3.09,0.71,4.22,0.0,5.146341463414634,3.03747034212586,9.706774519716886,0.5361798756078954,97.085,450.0,-0.1428571428571429,0.14054054054054044,0.1428571428571428,17.0,3.4378159757330637,1.4117647058823528,0.9166666666666666,1.0909090909090908,1.4117647058823528,1.23625,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
34,35145ECE020    ,2023,36,6.0,23.0,25.0,5.35,0.56,1.84,2.17,4.43,4.61,0.87,1.4393139766581269,3.0,1.0,4.0,4.0,27.0,1.28,0.32999999999999985,2.26,0.1800000000000006,2.7700000000000005,0.13,3.1839080459770117,1.924527966046386,8.97196261682243,0.5672706066349454,97.81,480.0,0.0,0.0,0.0,25.0,4.672897196261682,0.92,1.0869565217391304,1.08,1.08,1.3375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
35,35145ECE020    ,2023,37,5.0,24.0,23.0,5.53,0.56,1.85,2.17,4.41,5.0,0.87,1.4393139766581269,3.0,1.0,4.0,4.0,25.0,1.29,0.31999999999999984,2.24,0.5899999999999999,3.15,0.13,3.6206896551724137,2.188542632868633,7.2332730560578655,0.5622859271728895,93.505,462.0,-0.16666666666666666,0.13718411552346546,-0.07407407407407407,26.0,4.701627486437613,0.9230769230769232,0.9583333333333334,1.0869565217391304,0.9615384615384616,1.3825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
36,35145ECE020    ,2023,38,5.0,22.0,22.0,5.11,0.29,1.83,2.15,4.81,5.24,0.87,1.4393139766581269,3.0,1.0,4.0,4.0,25.0,1.54,0.31999999999999984,2.66,0.4300000000000006,3.41,0.13,3.9195402298850577,2.369184247010172,7.8277886497064575,0.5341430286599617,97.085,450.0,0.0,0.08253968253968269,0.0,17.0,3.3268101761252438,1.2941176470588236,1.0,1.1363636363636365,1.4705882352941178,1.2775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
37,35174ECB010    ,2023,36,16.0,88.0,93.0,18.0,0.53,1.84,2.0,4.29,4.5,0.87,1.0301067378252171,3.0,1.0,4.0,4.0,103.0,1.31,0.15999999999999992,2.29,0.21,2.66,0.13,3.0574712643678166,2.5822566752799303,7.111111111111112,1.2788632326820604,97.81,480.0,0.0,0.0,0.0,98.0,5.4444444444444455,0.8979591836734694,1.056818181818182,1.10752688172043,1.0510204081632653,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
38,35174ECB010    ,2023,37,14.0,83.0,90.0,16.8,0.56,1.85,2.0,4.04,4.29,0.87,1.0301067378252171,3.0,1.0,4.0,4.0,99.0,1.29,0.1499999999999999,2.04,0.25,2.44,0.13,2.8045977011494254,2.3686865743169285,6.666666666666666,1.1958997722095672,93.505,462.0,-0.125,-0.08270676691729327,-0.03883495145631066,100.0,5.9523809523809526,0.83,1.0843373493975903,1.1,0.99,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
39,35174ECB010    ,2023,38,13.0,81.0,86.0,19.2,0.52,1.825,2.08,4.1400000000000015,4.455,0.87,1.0301067378252171,3.0,1.0,4.0,4.0,94.0,1.3050000000000002,0.2549999999999999,2.0600000000000005,0.3149999999999995,2.63,0.13,3.022988505747126,2.5531334796940666,5.416666666666666,1.1631374888159858,97.085,450.0,-0.0714285714285714,0.07786885245901631,-0.0505050505050505,73.0,3.8020833333333335,1.1095890410958904,1.0617283950617284,1.0930232558139534,1.2876712328767124,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
40,35174ECE010    ,2023,36,15.5,54.0,60.0,13.375,0.29,1.835,2.0,5.0950000000000015,5.555,0.87,1.0977255906632508,3.0,1.0,4.0,4.0,66.0,1.545,0.16500000000000006,3.0950000000000006,0.4599999999999991,3.72,0.13,4.275862068965518,3.3888250685240555,9.271028037383177,1.1668586806441117,97.81,480.0,0.0,0.0,0.0,61.0,4.5607476635514015,0.8852459016393442,1.1111111111111112,1.1,1.0819672131147542,3.34375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
41,35174ECE010    ,2023,37,15.0,55.0,57.0,13.825,0.56,1.85,2.0,4.61,5.03,0.87,1.0977255906632508,3.0,1.0,4.0,4.0,63.0,1.29,0.1499999999999999,2.6100000000000003,0.4199999999999999,3.18,0.13,3.655172413793104,2.896898848899596,8.679927667269439,1.1693692912628235,93.505,462.0,-0.032258064516129004,-0.14516129032258066,-0.04545454545454541,65.0,4.701627486437613,0.8461538461538461,1.0363636363636364,1.1052631578947372,0.9692307692307692,3.45625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
42,35174ECE010    ,2023,38,15.0,51.0,56.0,12.775,0.53,1.83,2.14,4.47,4.91,0.87,1.0977255906632508,3.0,1.0,4.0,4.0,61.0,1.3,0.31000000000000005,2.33,0.4400000000000004,3.08,0.13,3.5402298850574714,2.805801400820992,9.393346379647749,1.134142917543815,97.085,450.0,0.0,-0.03144654088050314,-0.031746031746031744,39.0,3.0528375733855184,1.3076923076923077,1.0980392156862746,1.0892857142857142,1.5641025641025639,3.19375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
43,35174ECE020    ,2023,36,9.0,25.0,28.0,5.761111111111113,0.41,1.83,1.985,5.6400000000000015,5.75,0.87,1.3823825789923143,3.0,1.0,6.0,4.92,30.0,1.42,0.1549999999999998,3.6550000000000007,0.10999999999999943,3.92,0.13,4.505747126436781,2.8356838834423668,15.833094425186994,0.5268908965589743,97.81,480.0,0.0,0.0,0.0,27.0,4.6865959498553496,0.925925925925926,1.12,1.0714285714285714,1.1111111111111112,0.9601851851851856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
44,35174ECE020    ,2023,37,8.0,26.0,26.0,6.144444444444448,0.56,1.85,2.0,4.67,5.6,0.87,1.3823825789923143,3.0,1.0,6.0,4.92,29.0,1.29,0.1499999999999999,2.67,0.9299999999999996,3.75,0.13,4.310344827586206,2.7127077966604274,13.195835980646098,0.5506936845820339,93.505,462.0,-0.11111111111111116,-0.04336734693877553,-0.033333333333333326,29.0,4.719710669077755,0.8965517241379308,1.0,1.1153846153846154,1.0,1.0240740740740746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
45,35174ECE020    ,2023,38,8.0,27.0,25.0,5.677777777777778,0.29,1.845,2.145,5.07,5.4049999999999985,0.87,1.3823825789923143,3.0,1.0,6.0,4.92,28.0,1.5550000000000002,0.2999999999999998,2.9250000000000003,0.3349999999999991,3.5599999999999987,0.13,4.091954022988504,2.5752639349629645,14.28042523932935,0.5157759611675884,97.085,450.0,0.0,-0.05066666666666697,-0.03448275862068961,18.0,3.1702544031311155,1.5,0.925925925925926,1.12,1.5555555555555556,0.9462962962962964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
46,35195ECE010    ,2023,36,7.0,12.0,12.0,2.675,0.1,2.86,3.08,5.94,6.42,0.82,1.9586279533162536,3.0,1.0,4.0,4.0,14.0,2.76,0.2200000000000002,2.8599999999999994,0.4800000000000004,3.56,0.0,4.341463414634147,1.8175988931294385,20.93457943925233,0.3220303822122284,97.81,480.0,0.0,0.0,0.0,12.0,4.485981308411216,1.0,1.0,1.1666666666666667,1.1666666666666667,0.66875,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
47,35195ECE010    ,2023,37,8.0,13.0,12.0,2.735,0.1,1.87,2.185,6.72,6.8450000000000015,0.82,1.9586279533162536,3.0,1.0,4.0,4.0,10.0,1.77,0.31499999999999995,4.535,0.1250000000000009,4.9750000000000005,0.0,6.0670731707317085,2.5400433969997067,23.40036563071298,0.33029372781192823,93.505,462.0,0.1428571428571428,0.3974719101123596,-0.2857142857142857,10.0,3.6563071297989036,1.3,0.9230769230769232,0.8333333333333334,1.0,0.68375,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
48,35195ECE010    ,2023,38,6.0,13.0,11.0,2.39,0.105,3.835,3.93,7.215,7.814999999999999,0.82,1.9586279533162536,3.0,1.0,4.0,4.0,12.0,3.73,0.0950000000000002,3.285,0.5999999999999996,3.98,0.0,4.853658536585366,2.0320347175997653,20.0836820083682,0.2884520804455438,97.085,450.0,-0.25,-0.20000000000000007,0.2,6.0,2.510460251046025,2.1666666666666665,0.8461538461538461,1.0909090909090908,2.0,0.5975,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
49,35195TFG010    ,2023,36,6.0,11.0,12.0,2.675,0.1,3.85,4.055,6.96,7.575,0.82,1.9586279533162536,3.0,1.0,4.0,4.0,12.0,3.75,0.20499999999999965,2.905,0.6150000000000002,3.725,0.0,4.5426829268292686,1.901841538457067,17.94392523364486,0.32006102097970085,97.81,480.0,0.0,0.0,0.0,11.0,4.112149532710281,1.0,1.0909090909090908,1.0,1.0909090909090908,0.66875,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
50,35195TFG010    ,2023,37,5.5,13.0,12.0,2.75,0.1,2.845,3.075,5.205,6.27,0.82,1.9586279533162536,3.0,1.0,4.0,4.0,12.0,2.745,0.23000000000000045,2.13,1.0649999999999995,3.425,0.0,4.176829268292684,1.7486730924068332,16.0,0.32689450222882616,93.505,462.0,-0.08333333333333337,-0.08053691275167796,0.0,10.0,3.636363636363636,1.3,0.9230769230769232,1.0,1.2,0.6875,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
51,35195TFG010    ,2023,38,5.0,13.0,11.0,2.39,0.1,1.87,2.29,5.85,6.54,0.82,1.9586279533162536,3.0,1.0,4.0,4.0,11.0,1.77,0.4199999999999999,3.56,0.6900000000000004,4.67,0.0,5.695121951219512,2.3843221435153032,16.736401673640167,0.2864771059243705,97.085,450.0,-0.09090909090909094,0.36350364963503656,-0.08333333333333337,8.0,3.3472803347280333,1.625,0.8461538461538461,1.0,1.375,0.5975,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
52,35198ECE010    ,2023,36,6.0,12.0,12.0,2.51,0.12,1.95,2.44,6.69,6.81,0.82,1.9586279533162536,3.0,1.0,4.0,4.0,13.0,1.83,0.49,4.25,0.11999999999999922,4.8599999999999985,0.0,5.926829268292682,2.481328826013784,19.123505976095622,0.3018639195045583,97.81,480.0,0.0,0.0,0.0,12.0,4.7808764940239055,1.0,1.0,1.0833333333333333,1.0833333333333333,0.6275,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
53,35198ECE010    ,2023,37,6.0,13.0,12.0,2.75,0.12,1.96,2.2,5.045,5.225,0.82,1.9586279533162536,3.0,1.0,4.0,4.0,12.0,1.84,0.2400000000000002,2.845,0.17999999999999972,3.265,0.0,3.981707317073171,1.6669832545133756,17.454545454545453,0.3282357329354719,93.505,462.0,0.0,-0.3281893004115225,-0.07692307692307687,13.0,4.727272727272728,1.0,0.9230769230769232,1.0,0.9230769230769232,0.6875,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
54,35198ECE010    ,2023,38,6.0,13.0,11.0,2.555,0.12,3.94,4.11,6.73,7.01,0.82,1.9586279533162536,3.0,1.0,4.0,4.0,13.0,3.82,0.17000000000000035,2.62,0.27999999999999936,3.07,0.0,3.7439024390243913,1.5674237645807234,18.786692759295498,0.30685525754598963,97.085,450.0,0.0,-0.059724349157733614,0.08333333333333326,7.0,2.7397260273972597,1.8571428571428568,0.8461538461538461,1.181818181818182,1.8571428571428568,0.63875,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
55,35300ECB010    ,2023,36,121.5,323.0,352.0,74.58333333333333,0.21,1.18,1.7,4.97,5.2,0.91,0.9499245868914272,3.0,1.0,2.0,1.82,392.0,0.97,0.52,3.27,0.23000000000000045,4.0200000000000005,0.14,4.417582417582418,4.2319148861650335,11.553548080351836,2.3110114990030763,97.81,480.0,0.0,0.0,0.0,376.0,5.041340782122905,0.8590425531914894,1.0897832817337458,1.1136363636363635,1.0425531914893618,37.29166666666666,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
56,35300ECB010    ,2023,37,134.0,328.0,339.0,74.58333333333333,0.18,1.18,1.68,5.16,5.33,0.91,0.9499245868914272,3.0,1.0,2.0,1.82,377.0,1.0,0.5,3.4800000000000004,0.16999999999999993,4.15,0.14,4.560439560439562,4.368767855120619,12.742184714132886,2.4924196011781605,93.505,462.0,0.10288065843621408,0.03233830845771135,-0.03826530612244894,389.0,5.215642458100558,0.8431876606683805,1.0335365853658536,1.1120943952802358,0.9691516709511568,37.29166666666666,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
57,35300ECB010    ,2023,38,126.5,270.0,331.0,74.58333333333333,0.2,1.18,1.53,5.335,5.53,0.91,0.9499245868914272,3.0,1.0,2.0,1.82,358.0,0.98,0.3500000000000001,3.805,0.19500000000000028,4.3500000000000005,0.14,4.780219780219781,4.579310884283059,12.029002733864255,2.3845502527050977,97.085,450.0,-0.05597014925373134,0.04819277108433728,-0.05039787798408489,180.0,2.4134078212290504,1.5,1.225925925925926,1.081570996978852,1.9888888888888892,37.29166666666666,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
58,35312ECB010    ,2023,36,6.0,30.0,29.0,5.7142857142857135,0.67,2.03,2.5,4.95,5.39,0.83,1.3343362241494328,3.0,1.0,4.0,4.0,33.0,1.36,0.4700000000000002,2.45,0.4399999999999995,3.36,0.0,4.048192771084337,2.518105960993316,8.4,0.5932203389830508,97.81,480.0,0.0,0.0,0.0,30.0,5.250000000000001,1.0,0.9666666666666668,1.137931034482759,1.1,1.4285714285714284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
59,35312ECB010    ,2023,37,5.0,30.0,27.0,5.333333333333333,0.67,2.02,2.28,4.575,5.29,0.83,1.3343362241494328,3.0,1.0,4.0,4.0,32.0,1.35,0.2599999999999998,2.2950000000000004,0.7149999999999999,3.27,0.0,3.9397590361445785,2.4506566941809953,7.5,0.5494505494505494,93.505,462.0,-0.16666666666666666,-0.02678571428571419,-0.03030303030303028,30.0,5.625,1.0,0.9,1.1851851851851851,1.0666666666666669,1.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
60,35312ECB010    ,2023,38,5.0,31.0,27.0,6.095238095238094,0.68,2.03,2.265,4.635,4.955,0.83,1.3343362241494328,3.0,1.0,4.0,4.0,30.0,1.3499999999999996,0.2349999999999999,2.37,0.3200000000000003,2.9250000000000003,0.0,3.5240963855421694,2.192101171400432,6.5625,0.5958714620131943,97.085,450.0,0.0,-0.10550458715596324,-0.0625,23.0,3.7734375000000013,1.3478260869565215,0.8709677419354839,1.1111111111111112,1.3043478260869563,1.5238095238095235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
61,3539450A010    ,2023,36,2.0,2.0,1.0,0.895,0.225,3.075,3.465,3.705,6.005000000000001,0.84,4.167048907618942,3.0,1.0,4.0,4.0,2.0,2.85,0.3899999999999997,0.2400000000000002,2.3000000000000007,2.9300000000000006,0.0,3.488095238095239,0.7031354958764348,17.877094972067038,0.11021958789881288,97.81,480.0,0.0,0.0,0.0,4.0,4.46927374301676,0.5,0.5,2.0,0.5,0.22375,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
62,3539450A010    ,2023,37,2.0,2.0,1.0,0.895,0.23,2.07,2.4850000000000003,8.67,10.035,0.84,4.167048907618942,3.0,1.0,4.0,4.0,4.0,1.84,0.4150000000000005,6.185,1.3650000000000002,7.965,0.0,9.482142857142858,1.9114246500531744,17.877094972067038,0.11021958789881288,93.505,462.0,0.0,1.718430034129692,1.0,3.0,3.35195530726257,0.6666666666666666,0.5,4.0,1.3333333333333333,0.22375,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
64,35409ECB010    ,2023,36,5.0,7.0,9.0,1.74,0.11,4.365,4.635,5.92,6.475,0.87,2.471067378252168,3.0,1.0,4.0,8.04,8.0,4.255,0.2699999999999996,1.285,0.5549999999999997,2.1099999999999994,0.0,2.4252873563218382,0.8538820181797073,12.714881497304447,0.3777324743005517,97.81,480.0,0.0,0.0,0.0,7.0,4.022988505747127,1.0,1.2857142857142858,0.8888888888888888,1.1428571428571428,0.435,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
65,35409ECB010    ,2023,37,3.0,9.0,8.0,1.6949999999999998,0.1,4.36,4.61,6.245,6.88,0.87,2.471067378252168,3.0,1.0,4.0,8.04,10.0,4.260000000000002,0.25,1.6349999999999998,0.6349999999999998,2.52,0.0,2.896551724137931,1.0198022207643902,7.8314668337379585,0.35971366071433225,93.505,462.0,-0.4,0.19431279620853115,0.25,9.0,5.3097345132743365,1.0,0.8888888888888888,1.25,1.1111111111111112,0.42375,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
66,35409ECB010    ,2023,38,3.0,10.0,9.0,1.86,0.1,4.355,4.625,6.18,6.795,0.87,2.471067378252168,3.0,1.0,4.0,8.04,10.0,4.255000000000001,0.2699999999999996,1.5549999999999995,0.6150000000000002,2.4399999999999995,0.0,2.8045977011494245,0.98742754708933,7.136739937196689,0.3898767241629411,97.085,450.0,0.0,-0.031746031746031966,0.0,6.0,3.2258064516129035,1.6666666666666667,0.9,1.1111111111111112,1.6666666666666667,0.465,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
67,35441ECB010    ,2023,36,27.0,89.0,91.0,18.64583333333333,0.07,2.23,2.57,6.01,6.08,0.86,1.019698347565709,3.0,1.0,4.0,8.04,99.0,2.16,0.33999999999999986,3.44,0.07000000000000027,3.85,0.0,4.476744186046512,3.775626398915888,6.4072774014930545,2.249807378711669,97.81,480.0,0.0,0.0,0.0,89.0,4.7731843575419015,1.0,1.0224719101123596,1.0879120879120878,1.1123595505617978,4.661458333333332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
