,品番,変更前）正常1,変更前）正常2,変更前）正常3,変更前）正常4,変更前）異常1,変更前）異常2,変更前）異常3,変更前）異常4,変更前）異常5,変更後）正常1,変更後）正常2,変更後）正常3,変更後）正常4,変更後）異常1,変更後）異常2,変更後）異常3,変更後）異常4,変更後）異常5,差分）正常1,差分）正常2,差分）正常3,差分）正常4,差分）異常1,差分）異常2,差分）異常3,差分）異常4,差分）異常5,品名,収容数,仕入先名/工場名,A,B,C,整備室,箱種,箱サイズ,箱重量,手配区分,変更前）かんばん数,変更後）かんばん数,変更前）社内LT,変更後）社内LT,差分）社内LT,変更前）基準在庫日数（基準在庫枚数込み）,変更前）社内LT-基準在庫日数（基準在庫枚数込み）,変更後）基準在庫日数（基準在庫枚数込み）,変更後）社内LT-基準在庫日数（基準在庫枚数込み）,変更前）計算社内かんばん数,変更前）計算社内かんばん数MAX,変更後）計算社内かんばん数,変更後）計算社内かんばん数MAX,,,,変更前）方率
47,82821ECE010,0,0,0,0,0,0,0,20,80,0,0,0,0,0,0,0,7.547169811,92.45283019,0,0,0,0,0,0,0,-12.45283019,12.45283019,"COVER, CONNECTOR",50,石黒ゴム工業（株）,1,2,3.64,1Y,ＴＰ３３２フタナシ,0.022,3.1,手配,10,53,6.675,5.86,-0.815,1.570501852,5.104498148,1.170584347,4.689415653,59.2178,64.4718,57.924,63.244,,,,
95,9036659A009,0,0,0,0,0,12.30769231,50.76923077,6.153846154,30.76923077,0,0,1.538461538,6.153846154,15.38461538,15.38461538,11.53846154,16.92307692,33.07692308,0,0,1.538461538,6.153846154,15.38461538,3.076923077,-39.23076923,10.76923077,2.307692308,"RACE, TAPERED ROLLER BEARING, INNER",36,（株）ジェイテクト,1,1,1.9,1Y,サンボックス＃９Ｆフタナシ,0.013,9.88,手配,65,130,2.06,1.26,-0.8,1.136232277,0.923767723,0.630562292,0.629437708,80.08333333,105.7777778,78.47027778,104.7313889,,,,
33,35847ECB020,0,0,7.692307692,0,7.692307692,15.38461538,15.38461538,23.07692308,30.76923077,0,0,0,0,3.333333333,10,10,20,56.66666667,0,0,-7.692307692,0,-4.358974359,-5.384615385,-5.384615385,-3.076923077,25.8974359,"TUBE, TRANSAXLE LUBE APPLY",70,（株）メタルテック,1,1,1.9,1Y,ＴＰ３３２フタナシ,0.022,2.74,手配,13,30,3.15,2.37,-0.78,1.548849558,1.601150442,0.679312027,1.690687973,17.27142857,22.98,15.76428571,21.67,,,,
83,9036324A005,0,0,0,0,3.03030303,24.24242424,45.45454545,0,27.27272727,0,0,1.724137931,8.620689655,21.55172414,26.72413793,18.96551724,0.862068966,21.55172414,0,0,1.724137931,8.620689655,18.52142111,2.481713689,-26.48902821,0.862068966,-5.721003135,"BEARING, RADIAL BALL",22,日本精工（株）,1,8,9,1Y,サンボックス＃Ｋ１０Ｂフタナシ,0.015,11.86,手配,33,123,1.76,1.045,-0.715,0.95,0.81,0.734252874,0.310747126,57.31636364,60.30159091,83.21818182,86.24090909,,,,
16,35195ECE010,0,0,0,25,0,12.5,25,0,37.5,0,0,14.28571429,0,0,14.28571429,28.57142857,28.57142857,14.28571429,0,0,14.28571429,-25,0,1.785714286,3.571428571,28.57142857,-23.21428571,"CLAMP, TUBE",400,三共鋼業（株）,1,1,1.74,1Y,ＴＰ１３１フタナシ,0.006,3.44,手配,8,14,3.965,3.27,-0.695,2.191713949,1.773286051,1.826896552,1.443103448,11.1437,13.7707,11.246,13.906,,,,
9,35145ECB010,0,0,0,0,10,0,40,30,20,0,0,15,0,10,5,20,15,35,0,0,15,0,0,5,-20,-15,15,"PLATE, OIL",100,三共鋼業（株）,1,1,1.74,1Y,ＴＰ１３１フタナシ,0.006,4.63,手配,10,20,3.51,2.825,-0.685,1.756927939,1.753072061,1.388480117,1.436519883,15.3876,19.3836,15.8154,19.9494,,,,
62,9015906A022,0,0,15.38461538,7.692307692,15.38461538,23.07692308,15.38461538,15.38461538,7.692307692,0,2.272727273,2.272727273,9.090909091,25,34.09090909,9.090909091,0,18.18181818,0,2.272727273,-13.11188811,1.398601399,9.615384615,11.01398601,-6.293706294,-15.38461538,10.48951049,"SCREW, W/WASHER",1500,（株）青山製作所,1,6,5.76,1Y,ＴＰ３３１フタナシ,0.012,10.13,手配,13,45,1.8,1.13,-0.67,1.272927879,0.527072121,0.848055377,0.281944623,26.5875,28.12916667,27.1077,28.68336667,,,,
12,35174ECB010,0,0,14.28571429,9.523809524,0,14.28571429,23.80952381,19.04761905,19.04761905,0,5.825242718,14.5631068,14.5631068,11.65048544,6.796116505,13.59223301,8.737864078,24.27184466,0,5.825242718,0.27739251,5.039297272,11.65048544,-7.489597781,-10.2172908,-10.30975497,5.224225613,"PLATE, OIL RESERVOIR LOCK",20,（株）浅賀井製作所,1,4,6.88,1Y,ＴＰ３３２フタナシ,0.022,3.52,手配,21,103,1.9,1.28,-0.62,1.225385588,0.674614412,0.921232008,0.358767992,89.913,94.908,90.9145,96.082,,,,
61,9015906A021,0,9.090909091,0,27.27272727,9.090909091,27.27272727,0,18.18181818,9.090909091,0,12.90322581,16.12903226,3.225806452,12.90322581,25.80645161,9.677419355,6.451612903,12.90322581,0,3.812316716,16.12903226,-24.04692082,3.812316716,-1.46627566,9.677419355,-11.73020528,3.812316716,"SCREW, W/WASHER",1200,（株）青山製作所,1,6,5.76,1Y,ＴＰ３３１フタナシ,0.012,9.71,手配,11,32,1.88,1.28,-0.6,1.408980044,0.471019956,1.000708091,0.279291909,19.89913333,20.98241111,20.28263333,21.39049444,,,,
75,9031150A015,0,8.333333333,33.33333333,8.333333333,0,0,8.333333333,25,16.66666667,0,0,0,19.64285714,17.85714286,12.5,14.28571429,10.71428571,25,0,-8.333333333,-33.33333333,11.30952381,17.85714286,12.5,5.952380952,-14.28571429,8.333333333,"SEAL, TYPE T OIL",84,ＮＯＫ（株）,1,2,3.52,1Y,サンボックス＃２４Ｂフタナシ,0.021,5.56,手配,12,56,1.525,0.97,-0.555,1.281208647,0.243791353,0.624645348,0.345354652,32.18154762,37.6875,30.82511905,36.4525,,,,
35,35847ECE020,0,0,4.761904762,9.523809524,4.761904762,19.04761905,9.523809524,19.04761905,33.33333333,0,0,2.222222222,2.222222222,2.222222222,4.444444444,8.888888889,15.55555556,64.44444444,0,0,-2.53968254,-7.301587302,-2.53968254,-14.6031746,-0.634920635,-3.492063492,31.11111111,"TUBE, TRANSAXLE LUBE APPLY",60,（株）メタルテック,1,1,1.9,1Y,ＴＰ３３２フタナシ,0.022,3.5,手配,21,45,2.97,2.43,-0.54,1.388514185,1.581485815,0.610689655,1.819310345,24.45383333,33.2105,22.72333333,31.59,,,,
74,9031150A014,0,0,23.07692308,15.38461538,7.692307692,30.76923077,7.692307692,7.692307692,7.692307692,0,0,1.754385965,8.771929825,8.771929825,17.54385965,24.56140351,12.28070175,26.31578947,0,0,-21.32253711,-6.61268556,1.079622132,-13.22537112,16.86909582,4.588394062,18.62348178,"SEAL, TYPE T OIL",84,ＮＯＫ（株）,1,2,3.52,1Y,サンボックス＃２４Ｂフタナシ,0.021,5.258,手配,13,57,1.63,1.11,-0.52,1.281208647,0.348791353,0.634645348,0.475354652,32.73214286,38.23809524,31.38785714,37.0152381,,,,
27,35580ECB011,0,0,0,0,5.426356589,23.25581395,38.75968992,24.03100775,8.527131783,0,0,0.887573964,3.25443787,8.579881657,21.00591716,27.21893491,0,39.05325444,0,0,0.887573964,3.25443787,3.153525068,-2.249896794,-11.54075501,-24.03100775,30.52612265,"ACTUATOR ASSY, SHIFT CONTROL",6,アイシン精機（株）,1,4,8.04,1Y,ＴＰ３４２フタアリ,0.036,10.68,手配,129,338,2.09,1.57,-0.52,1.163620272,0.926379728,0.946114432,0.623885568,302.7,319.35,313.05,330.275,,,,
13,35174ECE010,0,0,11.11111111,11.11111111,11.11111111,11.11111111,0,44.44444444,11.11111111,0,0,3.03030303,3.03030303,3.03030303,10.60606061,18.18181818,24.24242424,37.87878788,0,0,-8.080808081,-8.080808081,-8.080808081,-0.505050505,18.18181818,-20.2020202,26.76767677,"PLATE, OIL RESERVOIR LOCK",40,（株）浅賀井製作所,1,4,6.88,1Y,ＴＰ３３２フタナシ,0.022,4.85,手配,9,66,2.65,2.175,-0.475,1.31234279,1.33765721,0.95045977,1.22454023,60.13725,63.421,58.855,62.18,,,,
96,9036659A010,0,0,0,0,0,9.375,51.5625,4.6875,34.375,0,0,1.526717557,3.053435115,3.053435115,10.6870229,15.26717557,32.0610687,34.35114504,0,0,1.526717557,3.053435115,3.053435115,1.312022901,-36.29532443,27.3735687,-0.023854962,"RACE, TAPERED ROLLER BEARING, OUTER",36,（株）ジェイテクト,1,1,1.9,1Y,サンボックス＃９Ｆフタナシ,0.013,7.144,手配,64,131,2.06,1.63,-0.43,1.136232277,0.923767723,0.630562292,0.999437708,80.08333333,105.7777778,78.47027778,104.7313889,,,,
81,9036324A003,0,0,3.703703704,37.03703704,18.51851852,7.407407407,18.51851852,14.81481481,0,0,3.409090909,12.5,32.95454545,26.13636364,10.22727273,3.409090909,0,11.36363636,0,3.409090909,8.796296296,-4.082491582,7.617845118,2.81986532,-15.10942761,-14.81481481,11.36363636,"BEARING, RADIAL BALL",22,日本精工（株）,1,8,9,1Y,テンバコ１０フタナシ,0.015,12.85,手配,27,93,1.23,0.81,-0.42,1.109924147,0.120075853,0.796355209,0.013644791,70.20545455,72.47590909,69.58681818,71.93568182,,,,
19,35300ECB010,0,0,0,0,0,0,0,58.01526718,41.98473282,0,0,0,0,0,0,12.75510204,40.56122449,46.68367347,0,0,0,0,0,0,12.75510204,-17.45404269,4.698940645,"PUMP ASSY, OIL W/MOTOR",12,アイシン精機（株）,1,4,8.04,1Y,ＴＰ３４１フタナシ,0.017,6.97,手配,131,392,2.8,2.38,-0.42,1.158744092,1.641255908,0.950562292,1.429437708,353.7291667,373,361.4641667,381.16,,,,
51,82824ECB020,0,0,9.375,14.0625,0,9.375,26.5625,15.625,25,0,0,0,1.694915254,9.322033898,9.322033898,14.40677966,29.66101695,35.59322034,0,0,-9.375,-12.36758475,9.322033898,-0.052966102,-12.15572034,14.03601695,10.59322034,"CONNECTOR, WIRING HARNESS",40,矢崎総業（株）,1,1,1.79,1Y,ＴＰ３３１フタアリ,0.014,5.7,手配,64,118,2.005,1.59,-0.415,1.159146975,0.845853025,0.625069213,0.964930787,70.0625,93.1875,69.5415,93.1765,,,,
63,9015906A023,0,0,25,0,0,0,25,25,25,0,0,10,10,20,10,0,10,40,0,0,-15,10,20,10,-25,-15,15,"SCREW, W/WASHER",1300,（株）青山製作所,1,6,5.76,1Y,ＴＰ３３１フタナシ,0.012,9.67,手配,4,11,4.625,4.26,-0.365,2.349550646,2.275449354,1.985063862,2.274936138,8.55,8.905769231,8.6724,9.036015385,,,,
79,9034118090,0,0,20,0,20,20,0,20,20,0,0,0,13.33333333,6.666666667,40,0,20,20,0,0,-20,13.33333333,-13.33333333,20,0,0,0,"PLUG, W/HEAD STRAIGHT SCREW",300,（株）杉浦製作所,1,2,1.06,1Y,ＴＰ３３１フタナシ,0.012,10.36,手配,8,15,2.63,2.29,-0.34,1.948602312,0.681397688,1.554057302,0.735942698,11.325,12.86666667,11.5086,13.08426667,,,,
36,35882ECB010,0,0,28.57142857,0,9.523809524,14.28571429,14.28571429,9.523809524,23.80952381,0,0,8.695652174,0,6.52173913,2.173913043,13.04347826,26.08695652,43.47826087,0,0,-19.8757764,0,-3.002070393,-12.11180124,-1.242236025,16.563147,19.66873706,"TUBE, DIFFERENTIAL GEAR LUBE APPLY",50,（株）メタルテック,1,1,1.9,1Y,ＴＰ３３２フタナシ,0.022,2.5,手配,21,46,1.95,1.67,-0.28,1.40346397,0.54653603,0.62808002,1.04191998,22.98,30.972,21.67,29.938,,,,
37,41310ECB010,0,0,47.2972973,12.16216216,14.86486486,1.351351351,0,24.32432432,0,0,1.736465781,11.95097038,20.53115424,33.40143003,10.41879469,6.026557712,1.123595506,14.81103166,0,1.736465781,-35.34632692,8.368992077,18.53656517,9.067443337,6.026557712,-23.20072882,14.81103166,"GEAR ASSY, DIFFERENTIAL",2,（株）オンド,1,4,4,1Y,サンボックス＃２４Ａフタアリ,0.033,16.99,手配,74,1027,1.06,0.79,-0.27,1.324538559,-0.264538559,0.700246402,0.089753598,702.3,752.25,715.115,766.79,,,,
8,33490ECE010,0,0,17.1875,32.8125,0,4.6875,29.6875,6.25,9.375,0.147058824,1.176470588,1.911764706,11.61764706,21.02941176,19.85294118,21.76470588,4.558823529,17.94117647,0.147058824,1.176470588,-15.27573529,-21.19485294,21.02941176,15.16544118,-7.922794118,-1.691176471,8.566176471,"COOLER ASSY, OIL",4,マレリ（株）,1,2,3.92,1Y,ＴＰ３３１．５フタアリ,0.019,0.019,手配,128,680,1.445,1.19,-0.255,1.253234279,0.191765721,0.834137931,0.355862069,534.9675,600.6425,541.65,608.15,,,,
107,G1163ECE010,0,0,12.5,37.5,3.125,0,18.75,9.375,18.75,0,1.960784314,3.921568627,12.74509804,16.66666667,18.62745098,24.50980392,6.862745098,14.70588235,0,1.960784314,-8.578431373,-24.75490196,13.54166667,18.62745098,5.759803922,-2.512254902,-4.044117647,"BOLT, MOTOR STATOR YOKE",100,（株）青山製作所,1,6,5.76,1Y,ＴＰ３３１フタナシ,0.012,7.77,手配,32,103,1.1,0.85,-0.25,1.100641865,-0.000641865,0.581440329,0.268559671,56.0265,59.3615,55.696,59.136,,,,
82,9036324A004,0,0,0,31.48148148,51.85185185,5.555555556,0,0,11.11111111,0,3.355704698,10.06711409,14.09395973,35.5704698,17.44966443,2.013422819,1.342281879,16.10738255,0,3.355704698,10.06711409,-17.38752175,-16.28138205,11.89410887,2.013422819,1.342281879,4.996271439,"BEARING, RADIAL BALL",30,日本精工（株）,1,8,9,1Y,テンバコ１０フタナシ,0.015,9.978,手配,54,158,1.11,0.9,-0.21,1.046860231,0.063139769,0.77380191,0.12619809,117.0833333,120.9375,116.0236667,119.9628333,,,,
84,9036340A010,0,0,3.225806452,25.80645161,38.70967742,9.677419355,3.225806452,3.225806452,16.12903226,0,0,5.357142857,19.64285714,31.25,19.64285714,2.678571429,1.785714286,19.64285714,0,0,2.131336406,-6.16359447,-7.459677419,9.965437788,-0.547235023,-1.440092166,3.513824885,"BEARING, RADIAL BALL",80,日本精工（株）,1,8,9,1Y,サンボックス＃Ｋ１０Ｂフタナシ,0.015,9.301,手配,31,118,1.23,1.03,-0.2,1.099146975,0.130853025,0.87520764,0.15479236,90.875,93.765625,89.26775,92.222125,,,,
30,35771ECB010,1.694915254,0,17.79661017,72.88135593,5.084745763,0,0,0,2.542372881,0,22.61904762,38.29365079,21.23015873,1.388888889,0.198412698,0,4.166666667,12.1031746,-1.694915254,22.61904762,20.49704062,-51.6511972,-3.695856874,0.198412698,0,4.166666667,9.560801722,"SHAFT, OUTPUT",4,アイシン機工（株）,1,6,4.92,1Y,ＴＰ３４１フタナシ,0.017,10.5,手配,118,511,0.75,0.57,-0.18,0.939077118,-0.189077118,0.820739205,-0.250739205,392.61,409.26,406.065,423.29,,,,
65,9020156A001,0,0,0,0,0,50,25,25,0,0,0,5.882352941,5.882352941,5.882352941,5.882352941,11.76470588,17.64705882,47.05882353,0,0,5.882352941,5.882352941,5.882352941,-44.11764706,-13.23529412,-7.352941176,47.05882353,"WASHER, PLATE",100,（株）ムロコーポレーション,1,1,0.73,1Y,ＴＰ１３１フタナシ,0.006,13.86,手配,4,20,2.79,2.63,-0.16,1.656927939,1.133072061,1.006160039,1.623839961,17.5854,21.5814,16.5025,20.6365,,,,
54,9010508A014,0,0,0,32.40740741,43.51851852,1.851851852,8.333333333,3.703703704,10.18518519,0,0,0.285714286,2,8.285714286,29.42857143,40.28571429,2.857142857,16.85714286,0,0,0.285714286,-30.40740741,-35.23280423,27.57671958,31.95238095,-0.846560847,6.671957672,"BOLT, FLANGE",500,（株）青山製作所,1,6,5.76,1Y,ＴＰ３３１フタナシ,0.012,8.83,手配,108,355,1.08,0.94,-0.14,0.992730808,0.087269192,0.584710658,0.355289342,192.0108,203.6781333,196.0446,207.9609333,,,,
104,9167180618,0,0,0,0,0,100,0,0,0,7.142857143,0,7.142857143,14.28571429,7.142857143,7.142857143,14.28571429,28.57142857,14.28571429,7.142857143,0,7.142857143,14.28571429,7.142857143,-92.85714286,14.28571429,28.57142857,14.28571429,"BOLT, FLANGE W/WASHER",1000,（株）青山製作所,1,6,5.76,1Y,ＴＰ３３１フタナシ,0.012,9.43,手配,1,14,2.79,2.695,-0.095,2.026224791,0.763775209,1.656730336,1.038269664,10.35375,10.81625,10.51593,10.98863,,,,
31,35771ECE010,0.943396226,0,0,50,22.64150943,16.03773585,1.886792453,0.943396226,7.547169811,0,15.20737327,19.8156682,11.52073733,12.90322581,11.29032258,5.299539171,2.534562212,21.42857143,-0.943396226,15.20737327,19.8156682,-38.47926267,-9.738283628,-4.747413268,3.412746718,1.591165986,13.88140162,"SHAFT, OUTPUT",6,アイシン機工（株）,1,6,4.92,1Y,ＴＰ３４１フタナシ,0.017,9.6,手配,106,440,0.94,0.88,-0.06,0.944851418,-0.004851418,0.814137931,0.065862069,344.51,359.1044444,347.8,362.5777778,,,,
24,35505ECB010,4.545454545,4.545454545,18.18181818,18.18181818,9.090909091,4.545454545,0,20.45454545,20.45454545,0,6.896551724,5.747126437,17.24137931,10.34482759,12.64367816,10.34482759,14.94252874,21.83908046,-4.545454545,2.351097179,-12.43469175,-0.940438871,1.253918495,8.098223615,10.34482759,-5.512016719,1.384535005,"LEVER SUB-ASSY, PARKING LOCK",24,中庸スプリング（株）,1,2,2.34,1Y,ＴＰ１３１フタナシ,0.009,2.45,手配,44,87,1.25,1.24,-0.01,1.194462705,0.055537295,0.871478409,0.368521591,70.4325,78.7575,70.76125,79.37375,,,,
6,3040052001B,0,16.66666667,33.33333333,41.66666667,0,0,0,8.333333333,0,0,10.52631579,18.42105263,21.05263158,13.15789474,0,7.894736842,5.263157895,23.68421053,0,-6.140350877,-14.9122807,-20.61403509,13.15789474,0,7.894736842,-3.070175439,23.68421053,"PLUG, W/HEAD STRAIGHT SCREW",500,（株）青山製作所,1,6,5.76,1Y,ＴＰ３３１フタナシ,0.012,11.97,手配,12,39,0.88,0.89,0.01,1.304344053,-0.424344053,0.890623117,-0.000623117,24.97208,26.38054667,25.43072,26.86858667,,,,
56,9010512A018,0,0,24.10714286,38.39285714,13.39285714,4.464285714,0,2.678571429,16.96428571,0,0.3125,5.9375,18.4375,31.875,25.625,1.875,0,15.9375,0,0.3125,-18.16964286,-19.95535714,18.48214286,21.16071429,1.875,-2.678571429,-1.026785714,"BOLT, FLANGE",200,（株）青山製作所,1,6,5.76,1Y,ＴＰ３３１フタナシ,0.012,9.85,手配,112,324,0.935,0.95,0.015,0.996871816,-0.061871816,0.789132768,0.160867232,174.4284,185.0104,243.4704,254.3024,,,,
38,41310ECE010,0,0,28.09917355,29.75206612,32.23140496,5.785123967,0,4.132231405,0,0,1.338582677,3.385826772,6.929133858,16.22047244,16.45669291,24.09448819,8.11023622,23.46456693,0,1.338582677,-24.71334678,-22.82293226,-16.01093252,10.67156895,24.09448819,3.978004816,23.46456693,"GEAR ASSY, DIFFERENTIAL",2,（株）オンド,1,4,4,1Y,サンボックス＃２４Ａフタアリ,0.033,14.51,手配,121,1321,1.1,1.15,0.05,1.321617139,-0.221617139,0.712068966,0.437931034,922.45,988.125,934,1000.5,,,,
99,9093003179,0,0,0,0,0,0,33.33333333,66.66666667,0,0,0,10,0,0,0,0,0,90,0,0,10,0,0,0,-33.33333333,-66.66666667,90,"PLUG, BREATHER",500,（株）青山製作所,1,6,5.76,1Y,ＴＰ３３１フタナシ,0.012,9.18,手配,3,10,6.13,6.19,0.06,2.564337186,3.565662814,1.197499732,4.992500268,7.625,7.933333333,5.727,6.042133333,,,,
71,9030117A010,0,0,0,0,0,0,100,0,0,0,0,28.57142857,0,0,0,14.28571429,42.85714286,14.28571429,0,0,28.57142857,0,0,0,-85.71428571,42.85714286,14.28571429,"RING, O",1000,ＮＯＫ（株）,1,2,3.52,1Y,ＴＰ１３１フタナシ,0.006,0.8,手配,1,7,5.86,6.04,0.18,3.245686745,2.614313255,2.887592786,3.152407214,6.57642,7.23872,6.66876,7.34816,,,,
101,9155180614,0,25,0,50,0,0,25,0,0,0,18.75,12.5,12.5,6.25,12.5,6.25,25,6.25,0,-6.25,12.5,-37.5,6.25,12.5,-18.75,25,6.25,"BOLT, FLANGE",1500,（株）青山製作所,1,6,5.76,1Y,ＴＰ３３１フタナシ,0.012,10.13,手配,4,16,1.75,1.935,0.185,1.940734005,-0.190734005,1.579055284,0.355944716,11.09856,11.59847111,11.29512,11.80716444,,,,
112,G9201ECE010,0,0,0,0,10.86956522,0,38.04347826,8.695652174,42.39130435,0,0,1.524390244,7.62195122,2.743902439,6.097560976,15.54878049,20.12195122,46.34146341,0,0,1.524390244,7.62195122,-8.125662778,6.097560976,-22.49469777,11.42629905,3.950159067,"COVER SUB-ASSY, INVERTER",8,佐藤工業（株）,1,2,1.82,1Y,サンボックス＃２０Ｂフタナシ,0.027,7.806,手配,98,328,2.055,2.265,0.21,0.996480296,1.058519704,0.892186991,1.372813009,219.7275,252.565,287.95,321.2,,,,
46,82821ECB050,0,0,0,0,0,0,62.5,0,37.5,0,0,0,0,0,0,6.382978723,36.17021277,57.44680851,0,0,0,0,0,0,-56.11702128,36.17021277,19.94680851,"COVER, CONNECTOR",100,石黒ゴム工業（株）,1,2,3.64,1Y,ＴＰ３３２フタナシ,0.022,3.1,手配,8,47,3.09,3.34,0.25,1.602973226,1.487026774,0.969529892,2.370470108,41.3875,46.0125,40.2341,44.9611,,,,
40,82125ECB010,0,0,0,11.11111111,11.11111111,11.11111111,44.44444444,11.11111111,11.11111111,0,0,9.523809524,9.523809524,4.761904762,4.761904762,0,9.523809524,61.9047619,0,0,9.523809524,-1.587301587,-6.349206349,-6.349206349,-44.44444444,-1.587301587,50.79365079,"WIRE, TRANSMISSION",100,矢崎総業（株）,1,1,1.79,1Y,ＴＰ３３２フタアリ,0.024,9.3,手配,9,21,2.89,3.15,0.26,1.756927939,1.133072061,0.836160039,2.313839961,14.5884,18.5844,12.9886,17.1226,,,,
66,9020156A002,0,0,12.5,37.5,12.5,0,0,12.5,25,0,0,4.761904762,9.523809524,14.28571429,14.28571429,9.523809524,14.28571429,33.33333333,0,0,-7.738095238,-27.97619048,1.785714286,14.28571429,9.523809524,1.785714286,8.333333333,"WASHER, PLATE",100,（株）ムロコーポレーション,1,1,0.73,1Y,ＴＰ１３１フタナシ,0.006,10.47,手配,8,25,1.585,1.86,0.275,1.510856974,0.074143026,0.931149425,0.928850575,21.6517,26.9057,20.418,25.738,,,,
77,9034108A006,0,20,20,20,0,0,0,40,0,0,5.263157895,10.52631579,10.52631579,15.78947368,5.263157895,5.263157895,10.52631579,36.84210526,0,-14.73684211,-9.473684211,-9.473684211,15.78947368,5.263157895,5.263157895,-29.47368421,36.84210526,"PLUG, W/HEAD STRAIGHT SCREW",1000,（株）杉浦製作所,1,2,1.06,1Y,ＴＰ３３１フタナシ,0.012,7.4,手配,7,19,1.63,1.97,0.34,1.706499326,-0.076499326,1.291329305,0.678670695,13.86394,15.91374,14.11675,16.21425,,,,
67,9025006A007,0,0,0,100,0,0,0,0,0,0,0,5.555555556,11.11111111,22.22222222,11.11111111,11.11111111,0,38.88888889,0,0,5.555555556,-88.88888889,22.22222222,11.11111111,11.11111111,0,38.88888889,"PIN, STRAIGHT",200,（株）ギフ加藤製作所,1,2,3.8,1Y,ＡＷ１３１フタナシ,0.005,0.84,手配,2,18,1.4,1.76,0.36,1.836927939,-0.436927939,1.016160039,0.743839961,18.1848,20.1828,16.7092,18.7762,,,,
26,35557ECB010,0,0,11.11111111,44.44444444,0,22.22222222,11.11111111,0,11.11111111,0,2.43902439,12.19512195,7.317073171,4.87804878,7.317073171,26.82926829,12.19512195,26.82926829,0,2.43902439,1.08401084,-37.12737127,4.87804878,-14.90514905,15.71815718,12.19512195,15.71815718,"PAWL, PARKING LOCK",46,小川工業（株）,1,2,5,1Y,ＴＰ１３１フタナシ,0.006,9.466,手配,9,45,1.35,1.73,0.38,1.434386852,-0.084386852,1.007833618,0.722166382,41.65695652,46.00043478,40.99195652,45.48543478,,,,
49,82821XAE020,0,0,0,0,0,100,0,0,0,0,0,0,25,0,0,0,25,50,0,0,0,25,0,-100,0,25,50,"COVER, CONNECTOR",400,石黒ゴム工業（株）,1,2,3.64,1Y,ＴＰ３３２フタナシ,0.022,1.42,手配,1,4,6.08,6.47,0.39,4.187711757,1.892288243,2.078602098,4.391397902,7.04595,7.54545,5.185675,5.702425,,,,
73,9030119A011,0,20,0,40,0,0,0,40,0,0,0,4.761904762,19.04761905,9.523809524,4.761904762,9.523809524,14.28571429,38.0952381,0,-20,4.761904762,-20.95238095,9.523809524,4.761904762,9.523809524,-25.71428571,38.0952381,"RING, O",200,ＮＯＫ（株）,1,2,3.52,1Y,ＴＰ１３１フタナシ,0.006,0.58,手配,5,21,1.64,2.07,0.43,1.736927939,-0.096927939,0.796160039,1.273839961,13.7892,15.7872,12.1618,14.2288,,,,
0,019128GA010,0,0,36.84210526,10.52631579,0,0,5.263157895,15.78947368,31.57894737,0,0,0,1.075268817,7.52688172,9.677419355,16.12903226,15.05376344,50.53763441,0,0,-36.84210526,-9.451046972,7.52688172,9.677419355,10.86587436,-0.735710243,18.95868704,"CAP, SHIPPING",50,石黒ゴム工業（株）,1,2,3.64,1Y,ＴＰ３４２フタナシ,0.033,2.11,手配,19,93,2.86,3.51,0.65,1.441433719,1.418566281,1.139749973,2.370250027,101.975,111.225,102.1578,111.6118,,,,
70,9030115A011,0,100,0,0,0,0,0,0,0,0,0,0,20,20,0,20,20,20,0,-100,0,20,20,0,20,20,20,"RING, O",1000,ＮＯＫ（株）,1,2,3.52,1Y,ＴＰ１３１フタナシ,0.006,0.7,手配,1,5,1.93,2.61,0.68,3.914284872,-1.984284872,1.565747126,1.044252874,5.94224,6.46764,3.9792,4.5112,,,,
69,9030111A014,0,14.28571429,14.28571429,14.28571429,0,14.28571429,14.28571429,28.57142857,0,0,0,4.347826087,4.347826087,8.695652174,13.04347826,13.04347826,13.04347826,43.47826087,0,-14.28571429,-9.937888199,-9.937888199,8.695652174,-1.242236025,-1.242236025,-15.52795031,43.47826087,"RING, O",1000,ＮＯＫ（株）,1,2,3.52,1Y,ＴＰ１３１フタナシ,0.006,0.6,手配,7,23,2.08,2.82,0.74,1.655734874,0.424265126,1.236038202,1.583961798,15.95,18.2625,16.2356,18.5991,,,,
64,9020150A002,0,0,16.66666667,50,0,0,33.33333333,0,0,0,0,5.882352941,11.76470588,5.882352941,5.882352941,17.64705882,17.64705882,35.29411765,0,0,-10.78431373,-38.23529412,5.882352941,5.882352941,-15.68627451,17.64705882,35.29411765,"WASHER, PLATE",100,（株）ムロコーポレーション,1,1,0.73,1Y,ＴＰ１３１フタナシ,0.006,6.9,手配,6,20,1.305,2.1,0.795,1.656927939,-0.351927939,0.986160039,1.113839961,17.1858,21.1818,16.0891,20.2231,,,,
2,1040043104R,0,0,0,0,0,0,100,0,0,0,0,0,12.5,0,25,0,37.5,25,0,0,0,12.5,0,25,-100,37.5,25,"PIN, STRAIGHT",1000,（株）ギフ加藤製作所,1,2,3.8,1Y,ＡＷ１３１フタナシ,0.005,13.4,手配,1,9,5.13,6.11,0.98,2.724337186,2.405662814,2.440095504,3.669904496,9.9375,10.8625,10.0905,11.0359,,,,
