,ROWID,かんばんシリアル,伝票番号,品番,品名,収容数,仕入先名,仕入先工場名,納入日,納入便,ステータス,発注日時,印刷日時,検収日時,順立装置入庫日時,順立装置出庫日時,回収日時,発注印刷LT,発注検収LT,発注順立装置入庫LT,発注順立装置出庫LT,発注回収LT,更新日時,整備室コード,前工程コード,前工程工場コード,拠点所番地,結合キー,印刷検収LT,検収入庫LT,入庫出庫LT,出庫回収LT,社内LT,日量数,平均日量数,基準在庫枚数日数,A,B,C,整備室,箱種,箱サイズ,箱重量,基準在庫日数,基準在庫枚数,手配区分,基準在庫日数（基準在庫枚数込み）,実績在庫日数,在庫状態,設計値_検収入庫LT,設計値_入庫出庫LT,設計値_出庫回収LT,設計値_出庫回収LT（基準在庫枚数込み）,差分_検収入庫LT,差分_入庫出庫LT,差分_出庫回収LT,差分_出庫回収LT（基準在庫枚数込み）
4815,47828,1Z23F00020541,XBSY900,35847ECB020    ,ﾁｭｰﾌﾞT/Aﾙｰﾌﾞｱﾌﾟﾗｲ             ,70,（株）メタルテック,,2023/6/12 0:00,1,回収済,2023/6/8 6:43,2023/6/8 8:56,2023/6/12 7:17,2023/6/12 13:55,2023/6/14 16:38,2023/6/15 5:24,0.09,4.02,4.3,6.41,6.94,2023/6/18 13:22,1Y,7042,1,30355,1Z23F00020541XBSY90035847ECB020    30355,3.93,0.28,2.11,0.53,2.92,409,420.6818182,0.499189627,1,1,1.9,1Y,TP332ﾌﾀﾅｼ,0.022,2.74,0.83,3,手配,1.329189627,2.92,異常4,0.43,0.29,0.11,0.609189627,-0.15,1.82,0.42,-0.079189627
4816,47829,1Z23F00020542,XBSY900,35847ECE020    ,ﾁｭｰﾌﾞT/Aﾙｰﾌﾞｱﾌﾟﾗｲ             ,60,（株）メタルテック,,2023/6/12 0:00,1,回収済,2023/6/8 6:43,2023/6/8 8:56,2023/6/12 7:17,2023/6/12 10:30,2023/6/15 0:24,2023/6/15 5:24,0.09,4.02,4.16,6.74,6.94,2023/6/18 13:22,1Y,7042,1,30358,1Z23F00020542XBSY90035847ECE020    30358,3.93,0.14,2.58,0.2,2.92,510,543.5909091,0.331131365,1,1,1.9,1Y,TP332ﾌﾀﾅｼ,0.022,3.5,0.83,3,手配,1.161131365,2.92,異常4,0.43,0.29,0.11,0.441131365,-0.29,2.29,0.09,-0.241131365
4817,47830,1Z23F00020560,XBTA240,354260LC010    ,ﾋﾟｽﾄﾝK-0ｸﾗｯﾁ                  ,9,（株）旭工業所,本社工場,2023/6/12 0:00,1,回収済,2023/6/8 9:55,2023/6/8 13:00,2023/6/12 11:06,2023/6/13 1:48,2023/6/14 19:59,2023/6/15 1:07,0.13,4.05,4.66,6.42,6.63,2023/6/18 13:22,1Z,38,1,30036,1Z23F00020560XBTA240354260LC010    30036,3.92,0.61,1.76,0.21,2.58,,,,,,,,,,,,,,,,,,,,,,,,
4818,47831,1Z23F00020585,XBTA100,G11340LC010    ,"ﾌﾟﾚｰﾄ,ﾓｰﾀｰﾛｰﾀｰｴﾝﾄﾞ,LH         ",24,太平洋工業（株）,養老工場,2023/6/12 0:00,1,回収済,2023/6/8 6:43,2023/6/8 11:20,2023/6/12 9:53,2023/6/12 17:22,2023/6/14 17:36,2023/6/15 0:25,0.19,4.13,4.44,6.45,6.74,2023/6/18 13:22,1Z,3031,1,30031,1Z23F00020585XBTA100G11340LC010    30031,3.94,0.31,2.01,0.29,2.61,,,,,,,,,,,,,,,,,,,,,,,,
4819,47832,1Z23F00020586,XBTA100,G11370LC010    ,"ﾌﾟﾚｰﾄ,ﾓｰﾀｰﾛｰﾀｰｴﾝﾄﾞ,LH         ",24,太平洋工業（株）,養老工場,2023/6/12 0:00,1,回収済,2023/6/8 6:43,2023/6/8 11:20,2023/6/12 9:53,2023/6/12 15:46,2023/6/15 15:42,2023/6/15 23:20,0.19,4.13,4.38,7.37,7.69,2023/6/18 13:22,1Z,3031,1,60032,1Z23F00020586XBTA100G11370LC010    60032,3.94,0.25,2.99,0.32,3.56,,,,,,,,,,,,,,,,,,,,,,,,
4821,47834,1Z23F00020654,XBTA050,9036652A004    ,ﾚｰｽﾃｰﾊﾟｰﾄﾞﾛｰﾗｰﾍﾞｱﾘﾝｸﾞｱｳﾀｰ     ,63,（株）ジェイテクト,香川工場,2023/6/12 0:00,1,回収済,2023/6/8 8:56,2023/6/8 11:06,2023/6/12 9:15,2023/6/12 17:37,2023/6/15 3:54,2023/6/15 6:44,0.09,4.01,4.36,6.79,6.91,2023/6/18 13:22,1Y,1814,2,40133,1Z23F00020654XBTA0509036652A004    40133,3.92,0.35,2.43,0.12,2.9,510,543.5909091,0.347687934,1,1,1.9,1Y,ｻﾝﾎﾞｯｸｽ＃9Fﾌﾀﾅｼ,0.013,7,0.81,3,手配,1.157687934,2.9,異常4,0.43,0.29,0.09,0.437687934,-0.08,2.14,0.03,-0.317687934
4822,47835,1Z23F00020662,XBTA340,35145ECB010    ,ｵｲﾙﾌﾟﾚｰﾄ                      ,100,三共鋼業（株）,東浦南工場,2023/6/12 0:00,1,回収済,2023/6/8 10:27,2023/6/8 13:14,2023/6/12 7:21,2023/6/12 15:40,2023/6/15 7:46,2023/6/15 14:14,0.12,3.87,4.22,6.89,7.16,2023/6/18 13:22,1Y,2036,1,10447,1Z23F00020662XBTA34035145ECB010    10447,3.75,0.35,2.67,0.27,3.29,409,420.6818182,0.713128039,1,1,1.74,1Y,TP131ﾌﾀﾅｼ,0.006,4.63,0.82,3,手配,1.533128039,3.29,異常4,0.43,0.28,0.11,0.823128039,-0.08,2.39,0.16,-0.553128039
4823,47836,1Z23F00020685,XBSY620,G1174ECE010    ,"ﾜｲﾔ-,ﾓｰﾀｰﾚﾎﾞﾘｭｰｼｮﾝｾﾝｻｰ        ",50,住友電装（株）,,2023/6/12 0:00,1,回収済,2023/6/8 4:34,2023/6/9 8:46,2023/6/12 12:25,2023/6/13 4:34,2023/6/15 4:32,2023/6/15 9:25,1.17,4.33,5,7,7.2,2023/6/18 13:22,1Y,2506,1,50454,1Z23F00020685XBSY620G1174ECE010    50454,3.16,0.67,2,0.2,2.87,510,543.5909091,0.275942805,1,1,2.28,1Y,TP362ﾌﾀﾅｼ,0.044,5.9,0.87,3,手配,1.145942805,2.87,異常4,0.43,0.33,0.11,0.385942805,0.24,1.67,0.09,-0.185942805
4824,47837,1Z23F00020691,XBTA360,G117362010     ,"ｾﾝｻｰ,ﾓｰﾀｰﾚﾎﾞﾘｭｰｼｮﾝ            ",18,多摩川精機販売（株）,,2023/6/13 0:00,1,回収済,2023/6/8 10:27,2023/6/8 13:00,2023/6/13 13:21,2023/6/13 22:50,2023/6/15 7:28,2023/6/15 10:57,0.11,5.12,5.52,6.88,7.02,2023/6/18 13:22,1Y,3102,1,30468,1Z23F00020691XBTA360G117362010     30468,5.01,0.4,1.36,0.14,1.9,919,964.2727273,0.056000754,1,1,3.05,1Y,TP331.5ﾌﾀﾅｼ,0.017,4.11,0.95,3,手配,1.006000754,1.9,異常3,0.43,0.41,0.11,0.166000754,-0.03,0.95,0.03,-0.026000754
4825,47838,1Z23F00020692,XBTA360,G117362010     ,"ｾﾝｻｰ,ﾓｰﾀｰﾚﾎﾞﾘｭｰｼｮﾝ            ",18,多摩川精機販売（株）,,2023/6/13 0:00,1,回収済,2023/6/8 10:27,2023/6/8 13:00,2023/6/13 13:21,2023/6/13 22:56,2023/6/15 1:35,2023/6/15 4:21,0.11,5.12,5.52,6.63,6.75,2023/6/18 13:22,1Y,3102,1,30468,1Z23F00020692XBTA360G117362010     30468,5.01,0.4,1.11,0.12,1.63,919,964.2727273,0.056000754,1,1,3.05,1Y,TP331.5ﾌﾀﾅｼ,0.017,4.11,0.95,3,手配,1.006000754,1.63,異常3,0.43,0.41,0.11,0.166000754,-0.03,0.7,0.01,-0.046000754
4826,47839,1Z23F00020723,XBTA240,354710LC010    ,ｶﾊﾞｰﾊﾞﾙﾌﾞﾎﾞﾃﾞｨｰ               ,45,（株）旭工業所,本社工場,2023/6/12 0:00,1,回収済,2023/6/8 9:55,2023/6/8 13:00,2023/6/12 11:06,2023/6/12 16:51,2023/6/14 9:41,2023/6/15 12:11,0.13,4.05,4.29,5.99,7.09,2023/6/18 13:22,1Z,38,1,30103,1Z23F00020723XBTA240354710LC010    30103,3.92,0.24,1.7,1.1,3.04,,,,,,,,,,,,,,,,,,,,,,,,
4827,47840,1Z23F00020725,XBTA640,9036366A001    ,ﾍﾞｱﾘﾝｸﾞﾗｼﾞｱﾙﾎﾞｰﾙ              ,48,岡谷鋼機（株）,刈谷支店,2023/6/12 0:00,1,回収済,2023/6/8 11:44,2023/6/8 14:55,2023/6/12 9:23,2023/6/12 15:17,2023/6/14 16:44,2023/6/15 0:25,0.13,3.9,4.15,6.21,6.53,2023/6/18 13:22,1Z,831,1,40004,1Z23F00020725XBTA6409036366A001    40004,3.77,0.25,2.06,0.32,2.63,,,,,,,,,,,,,,,,,,,,,,,,
4829,47842,1Z23F00020736,XBTA780,G11170LC010    ,"ﾘﾝｸﾞ,ﾚﾎﾞﾘｭｰｼｮﾝｾﾝｻｰﾛｰﾀｰｴﾝﾄﾞ    ",60,アイコー（株）,,2023/6/12 0:00,1,回収済,2023/6/8 1:15,2023/6/8 13:01,2023/6/12 9:39,2023/6/12 19:28,2023/6/15 5:18,2023/6/15 12:11,0.49,4.35,4.76,7.17,7.46,2023/6/18 13:22,1Z,2411,1,10034,1Z23F00020736XBTA780G11170LC010    10034,3.86,0.41,2.41,0.29,3.11,,,,,,,,,,,,,,,,,,,,,,,,
4830,47843,1Z23F00020737,XBTA890,821250LC030    ,ﾜｲﾔ-T/M                       ,25,住友電装（株）,,2023/6/12 0:00,2,回収済,2023/6/8 3:36,2023/6/9 18:50,2023/6/12 23:17,2023/6/13 7:55,2023/6/14 20:00,2023/6/15 5:24,1.63,4.82,5.18,6.68,7.07,2023/6/18 13:22,1Z,2506,1,50006,1Z23F00020737XBTA890821250LC030    50006,3.19,0.36,1.5,0.39,2.25,,,,,,,,,,,,,,,,,,,,,,,,
4831,47844,1Z23F00020738,XBSY660,G114434010     ,"ﾀｰﾐﾅﾙ,ﾓｰﾀｰｹｰﾌﾞﾙ               ",6,住友電気工業（株）,,2023/6/12 0:00,1,回収済,2023/6/8 4:34,2023/6/9 8:37,2023/6/12 12:25,2023/6/13 5:00,2023/6/15 6:50,2023/6/15 12:11,1.17,4.33,5.02,7.09,7.32,2023/6/18 13:22,1Z,2508,1,20019,1Z23F00020738XBSY660G114434010     20019,3.16,0.69,2.07,0.23,2.99,,,,,,,,,,,,,,,,,,,,,,,,
4833,47846,1Z23F00020748,XBTB420,356790LC050    ,ﾌﾗﾝｼﾞ K-0 ｸﾗｯﾁ                ,20,アイシン化工（株）,本社工場,2023/6/12 0:00,1,回収済,2023/6/8 4:34,2023/6/8 8:32,2023/6/12 10:18,2023/6/12 17:12,2023/6/15 12:36,2023/6/15 19:38,0.16,4.24,4.53,7.33,7.63,2023/6/18 13:22,1Z,5607,1,20052,1Z23F00020748XBTB420356790LC050    20052,4.08,0.29,2.8,0.3,3.39,,,,,,,,,,,,,,,,,,,,,,,,
4835,47848,1Z23F00020801,XBTB440,01912ECB010    ,ｷｬｯﾌﾟｼｯﾋﾟﾝｸﾞ                  ,300,石黒ゴム工業（株）,,2023/6/12 0:00,1,回収済,2023/6/8 10:27,2023/6/8 13:00,2023/6/12 9:30,2023/6/13 0:51,2023/6/15 4:42,2023/6/15 9:52,0.11,3.96,4.6,6.76,6.98,2023/6/18 13:22,1Y,208,1,30464,1Z23F00020801XBTB44001912ECB010    30464,3.85,0.64,2.16,0.22,3.02,"1,836",1928.181818,0.466760962,1,2,3.64,1Y,TP332ﾌﾀﾅｼ,0.022,3.21,1.07,3,手配,1.536760962,3.02,異常3,0.43,0.53,0.11,0.576760962,0.21,1.63,0.11,-0.356760962
4836,47849,1Z23F00020802,XBTB440,82821CWA030    ,ｶﾊﾞ-ｺﾈｸﾀ-                     ,200,石黒ゴム工業（株）,,2023/6/12 0:00,1,回収済,2023/6/8 10:27,2023/6/8 13:00,2023/6/12 9:30,2023/6/13 0:50,2023/6/15 7:13,2023/6/15 16:31,0.11,3.96,4.6,6.87,7.25,2023/6/18 13:22,1Y,208,1,30462,1Z23F00020802XBTB44082821CWA030    30462,3.85,0.64,2.27,0.38,3.29,918,964.0909091,0.622347949,1,2,3.64,1Y,TP332ﾌﾀﾅｼ,0.022,1.42,1.07,3,手配,1.692347949,3.29,異常3,0.43,0.53,0.11,0.732347949,0.21,1.74,0.27,-0.352347949
4837,47850,1Z23F00020809,XBTB440,82821XAE010    ,ｶﾊﾞ-ｺﾈｸﾀ-                     ,100,石黒ゴム工業（株）,,2023/6/12 0:00,1,回収済,2023/6/8 10:27,2023/6/8 13:00,2023/6/12 9:30,2023/6/13 0:45,2023/6/15 0:56,2023/6/15 4:21,0.11,3.96,4.6,6.6,6.75,2023/6/18 13:22,1Y,208,1,10461,1Z23F00020809XBTB44082821XAE010    10461,3.85,0.64,2,0.15,2.79,919,964.2727273,0.311115301,1,2,3.64,1Y,TP131ﾌﾀﾅｼ,0.006,0.37,1.07,3,手配,1.381115301,2.79,異常4,0.43,0.53,0.11,0.421115301,0.21,1.47,0.04,-0.271115301
4838,47851,1Z23F00020811,XBTA450,9036345A004    ,ﾍﾞｱﾘﾝｸﾞﾗｼﾞｱﾙﾎﾞｰﾙ              ,90,岡谷鋼機（株）,刈谷支店,2023/6/12 0:00,1,回収済,2023/6/8 11:44,2023/6/8 14:55,2023/6/12 21:56,2023/6/13 7:37,2023/6/14 18:10,2023/6/15 0:25,0.13,4.43,4.83,6.27,6.53,2023/6/18 13:22,1Y,831,1,40443,1Z23F00020811XBTA4509036345A004    40443,4.3,0.4,1.44,0.26,2.1,919,964.2727273,0.280003771,1,1,2.29,1Y,ｻﾝﾎﾞｯｸｽ＃9Bﾌﾀﾅｼ,0.013,12,0.87,3,手配,1.150003771,2.1,異常3,0.43,0.33,0.11,0.390003771,-0.03,1.11,0.15,-0.130003771
4839,47852,1Z23F00020825,XBTB450,1040043104R    ,ﾋﾟﾝｽﾄﾚ-ﾄ                      ,1000,（株）ギフ加藤製作所,本社工場（ＡＷ発行拠点）,2023/6/12 0:00,1,回収済,2023/6/8 11:44,2023/6/8 15:14,2023/6/12 13:33,2023/6/12 22:58,2023/6/13 5:28,2023/6/15 1:07,0.15,4.08,4.47,4.74,6.56,2023/6/18 13:22,1Y,1014,1,10127,1Z23F00020825XBTB4501040043104R    10127,3.93,0.39,0.27,1.82,2.48,"1,838",1928.545455,1.555576506,1,2,3.8,1Y,AW131ﾌﾀﾅｼ,0.005,13.4,0.9,3,手配,2.455576506,2.48,異常1,0.43,0.36,0.11,1.665576506,-0.04,-0.09,1.71,0.154423494
4840,47853,1Z23F00020827,XBTB450,9025006A007    ,ﾋﾟﾝｽﾄﾚ-ﾄ                      ,200,（株）ギフ加藤製作所,本社工場（ＡＷ発行拠点）,2023/6/12 0:00,1,回収済,2023/6/8 11:44,2023/6/8 15:14,2023/6/12 13:33,2023/6/12 22:57,2023/6/13 22:55,2023/6/15 1:07,0.15,4.08,4.47,5.47,6.56,2023/6/18 13:22,1Y,1014,1,10125,1Z23F00020827XBTB4509025006A007    10125,3.93,0.39,1,1.09,2.48,818,841.3636364,0.713128039,1,2,3.8,1Y,AW131ﾌﾀﾅｼ,0.005,0.84,0.9,3,手配,1.613128039,2.48,異常3,0.43,0.36,0.11,0.823128039,-0.04,0.64,0.98,0.266871961
4841,47854,1Z23F00020874,XBTA730,35198ECE010    ,ﾌﾞﾗｹｯﾄﾜｲﾔｰﾊｰﾈｽｸﾗﾝﾌﾟ           ,200,サトープレス工業（株）,本社工場,2023/6/12 0:00,1,回収済,2023/6/8 11:44,2023/6/8 14:35,2023/6/12 10:19,2023/6/12 16:08,2023/6/15 0:34,2023/6/15 10:57,0.12,3.94,4.18,6.53,6.97,2023/6/18 13:22,1Y,2020,1,20434,1Z23F00020874XBTA73035198ECE010    20434,3.82,0.24,2.35,0.44,3.03,510,543.5909091,1.103771218,1,1,1.78,1Y,TP331ﾌﾀﾅｼ,0.012,5.28,0.82,3,手配,1.923771218,3.03,異常3,0.43,0.28,0.11,1.213771218,-0.19,2.07,0.33,-0.773771218
4842,47855,1Z23F00020890,XBTA360,G117362010     ,"ｾﾝｻｰ,ﾓｰﾀｰﾚﾎﾞﾘｭｰｼｮﾝ            ",18,多摩川精機販売（株）,,2023/6/13 0:00,1,回収済,2023/6/8 10:27,2023/6/8 13:00,2023/6/13 13:21,2023/6/13 23:04,2023/6/15 9:01,2023/6/15 11:53,0.11,5.12,5.53,6.94,7.06,2023/6/18 13:22,1Y,3102,1,30468,1Z23F00020890XBTA360G117362010     30468,5.01,0.41,1.41,0.12,1.94,919,964.2727273,0.056000754,1,1,3.05,1Y,TP331.5ﾌﾀﾅｼ,0.017,4.11,0.95,3,手配,1.006000754,1.94,異常3,0.43,0.41,0.11,0.166000754,-0.02,1,0.01,-0.046000754
4843,47856,1Z23F00020894,XBTB490,2030044001J    ,ｼｰﾙﾀｲﾌﾟTｵｲﾙ                   ,400,ＮＯＫ（株）,,2023/6/12 0:00,1,回収済,2023/6/8 11:44,2023/6/8 15:00,2023/6/12 10:15,2023/6/12 14:43,2023/6/14 23:24,2023/6/15 18:06,0.14,3.94,4.12,6.49,7.27,2023/6/18 13:22,1Y,4241,1,10412,1Z23F00020894XBTB4902030044001J    10412,3.8,0.18,2.37,0.78,3.33,409,420.6818182,2.852512156,1,2,3.52,1Y,TP131ﾌﾀﾅｼ,0.006,1.68,0.8,3,手配,3.652512156,3.33,正常4,0.43,0.26,0.11,2.962512156,-0.25,2.11,0.67,-2.182512156
4844,47857,1Z23F00020897,XBTB490,9030119A011    ,ﾘﾝｸﾞO                         ,200,ＮＯＫ（株）,,2023/6/12 0:00,1,回収済,2023/6/8 11:44,2023/6/8 15:00,2023/6/12 10:15,2023/6/12 14:41,2023/6/15 0:17,2023/6/15 3:32,0.14,3.94,4.12,6.52,6.66,2023/6/18 13:22,1Y,4241,1,10413,1Z23F00020897XBTB4909030119A011    10413,3.8,0.18,2.4,0.14,2.72,818,841.3636364,0.713128039,1,2,3.52,1Y,TP131ﾌﾀﾅｼ,0.006,0.58,0.8,3,手配,1.513128039,2.72,異常3,0.43,0.26,0.11,0.823128039,-0.25,2.14,0.03,-0.683128039
4845,47858,1Z23F00020900,XBTA860,G1250ECC010    ,"ﾊﾟｲﾌﾟASSY,ﾓｰﾀｰｸﾘｰﾆﾝｸﾞNO.1     ",60,（株）バルカー,豊田営業所,2023/6/13 0:00,1,回収済,2023/6/8 3:36,2023/6/8 12:41,2023/6/13 9:26,2023/6/13 15:15,2023/6/14 10:17,2023/6/15 3:32,0.38,5.24,5.49,6.28,7,2023/6/18 13:22,1Y,4267,1,30144,1Z23F00020900XBTA860G1250ECC010    30144,4.86,0.25,0.79,0.72,1.76,186,185.3636364,0.971064247,1,2,6.2,1Y,TP332ﾌﾀﾅｼ,0.022,2.036,1.14,3,手配,2.111064247,1.76,正常4,0.43,0.6,0.11,1.081064247,-0.18,0.19,0.61,-0.361064247
4847,47860,1Z23F00020915,XBSY900,35847ECE010    ,ﾁｭｰﾌﾞT/Aﾙｰﾌﾞｱﾌﾟﾗｲ             ,40,（株）メタルテック,,2023/6/12 0:00,1,回収済,2023/6/8 6:43,2023/6/8 8:56,2023/6/12 7:17,2023/6/12 10:44,2023/6/14 18:35,2023/6/15 1:45,0.09,4.02,4.17,6.49,6.79,2023/6/18 13:22,1Y,7042,1,30357,1Z23F00020915XBSY90035847ECE010    30357,3.93,0.15,2.32,0.3,2.77,510,543.5909091,0.220754244,1,1,1.9,1Y,TP332ﾌﾀﾅｼ,0.022,3.3,0.83,3,手配,1.050754244,2.77,異常4,0.43,0.29,0.11,0.330754244,-0.28,2.03,0.19,-0.030754244
4848,47861,1Z23F00020942,XBTB500,019120LC070    ,ｷｬｯﾌﾟｼｯﾋﾟﾝｸﾞ                  ,100,石黒ゴム工業（株）,,2023/6/12 0:00,1,回収済,2023/6/8 10:27,2023/6/8 13:00,2023/6/12 9:30,2023/6/12 19:20,2023/6/15 1:26,2023/6/15 7:43,0.11,3.96,4.37,6.62,6.89,2023/6/18 13:22,1Z,208,1,20117,1Z23F00020942XBTB500019120LC070    20117,3.85,0.41,2.25,0.27,2.93,,,,,,,,,,,,,,,,,,,,,,,,
4849,47862,1Z23F00020943,XBSY800,351980LC030    ,ﾌﾞﾗｹｯﾄﾜｲﾔｰﾊｰﾈｽｸﾗﾝﾌﾟ           ,50,盟和精工（株）,,2023/6/12 0:00,1,回収済,2023/6/8 5:34,2023/6/8 10:40,2023/6/13 4:04,2023/6/13 3:46,2023/6/14 16:44,2023/6/15 3:32,0.21,4.94,4.93,6.47,6.92,2023/6/18 13:22,1Z,817,1,20011,1Z23F00020943XBSY800351980LC030    20011,4.73,-0.01,1.54,0.45,1.98,,,,,,,,,,,,,,,,,,,,,,,,
4851,47864,1Z23F00020977,XBTB440,019128GA010    ,ｷﾔﾂﾌﾟｼﾂﾋﾟﾝｸﾞ                  ,50,石黒ゴム工業（株）,,2023/6/12 0:00,1,回収済,2023/6/8 10:27,2023/6/8 13:00,2023/6/12 9:30,2023/6/13 0:52,2023/6/14 15:55,2023/6/15 0:25,0.11,3.96,4.6,6.23,6.58,2023/6/18 13:22,1Y,208,1,50460,1Z23F00020977XBTB440019128GA010    50460,3.85,0.64,1.63,0.35,2.62,919,964.2727273,0.155557651,1,2,3.64,1Y,TP342ﾌﾀﾅｼ,0.033,2.11,1.07,3,手配,1.225557651,2.62,異常4,0.43,0.53,0.11,0.265557651,0.21,1.1,0.24,0.084442349
4852,47865,1Z23F00020979,XBTB440,82821XAE010    ,ｶﾊﾞ-ｺﾈｸﾀ-                     ,100,石黒ゴム工業（株）,,2023/6/12 0:00,1,回収済,2023/6/8 10:27,2023/6/8 13:00,2023/6/12 9:30,2023/6/13 0:48,2023/6/14 18:02,2023/6/15 0:25,0.11,3.96,4.6,6.32,6.58,2023/6/18 13:22,1Y,208,1,10461,1Z23F00020979XBTB44082821XAE010    10461,3.85,0.64,1.72,0.26,2.62,919,964.2727273,0.311115301,1,2,3.64,1Y,TP131ﾌﾀﾅｼ,0.006,0.37,1.07,3,手配,1.381115301,2.62,異常3,0.43,0.53,0.11,0.421115301,0.21,1.19,0.15,-0.161115301
4853,47866,1Z23F00021002,XBTA050,9036652A004    ,ﾚｰｽﾃｰﾊﾟｰﾄﾞﾛｰﾗｰﾍﾞｱﾘﾝｸﾞｱｳﾀｰ     ,63,（株）ジェイテクト,香川工場,2023/6/12 0:00,1,回収済,2023/6/8 8:56,2023/6/8 11:06,2023/6/12 9:15,2023/6/12 17:33,2023/6/14 22:40,2023/6/15 3:32,0.09,4.01,4.36,6.57,6.78,2023/6/18 13:22,1Y,1814,2,40133,1Z23F00021002XBTA0509036652A004    40133,3.92,0.35,2.21,0.21,2.77,510,543.5909091,0.347687934,1,1,1.9,1Y,ｻﾝﾎﾞｯｸｽ＃9Fﾌﾀﾅｼ,0.013,7,0.81,3,手配,1.157687934,2.77,異常4,0.43,0.29,0.09,0.437687934,-0.08,1.92,0.12,-0.227687934
4854,47867,1Z23F00021023,XBSY620,G1174ECE010    ,"ﾜｲﾔ-,ﾓｰﾀｰﾚﾎﾞﾘｭｰｼｮﾝｾﾝｻｰ        ",50,住友電装（株）,,2023/6/12 0:00,1,回収済,2023/6/8 4:34,2023/6/9 8:46,2023/6/12 12:25,2023/6/13 4:34,2023/6/15 1:35,2023/6/15 5:24,1.17,4.33,5,6.88,7.03,2023/6/18 13:22,1Y,2506,1,50454,1Z23F00021023XBSY620G1174ECE010    50454,3.16,0.67,1.88,0.15,2.7,510,543.5909091,0.275942805,1,1,2.28,1Y,TP362ﾌﾀﾅｼ,0.044,5.9,0.87,3,手配,1.145942805,2.7,異常4,0.43,0.33,0.11,0.385942805,0.24,1.55,0.04,-0.235942805
4855,47868,1Z23F00021028,XBTA360,G117362010     ,"ｾﾝｻｰ,ﾓｰﾀｰﾚﾎﾞﾘｭｰｼｮﾝ            ",18,多摩川精機販売（株）,,2023/6/13 0:00,1,回収済,2023/6/8 10:27,2023/6/8 13:00,2023/6/13 13:21,2023/6/13 23:04,2023/6/15 12:19,2023/6/15 15:33,0.11,5.12,5.53,7.08,7.21,2023/6/18 13:22,1Y,3102,1,30468,1Z23F00021028XBTA360G117362010     30468,5.01,0.41,1.55,0.13,2.09,919,964.2727273,0.056000754,1,1,3.05,1Y,TP331.5ﾌﾀﾅｼ,0.017,4.11,0.95,3,手配,1.006000754,2.09,異常4,0.43,0.41,0.11,0.166000754,-0.02,1.14,0.02,-0.036000754
4856,47869,1Z23F00021029,XBTA360,G117362010     ,"ｾﾝｻｰ,ﾓｰﾀｰﾚﾎﾞﾘｭｰｼｮﾝ            ",18,多摩川精機販売（株）,,2023/6/13 0:00,1,回収済,2023/6/8 10:27,2023/6/8 13:00,2023/6/13 13:21,2023/6/13 22:57,2023/6/14 22:40,2023/6/15 0:25,0.11,5.12,5.52,6.51,6.58,2023/6/18 13:22,1Y,3102,1,30468,1Z23F00021029XBTA360G117362010     30468,5.01,0.4,0.99,0.07,1.46,919,964.2727273,0.056000754,1,1,3.05,1Y,TP331.5ﾌﾀﾅｼ,0.017,4.11,0.95,3,手配,1.006000754,1.46,異常2,0.43,0.41,0.11,0.166000754,-0.03,0.58,-0.04,-0.096000754
4857,47870,1Z23F00021046,XBTA240,354260LC010    ,ﾋﾟｽﾄﾝK-0ｸﾗｯﾁ                  ,9,（株）旭工業所,本社工場,2023/6/12 0:00,1,回収済,2023/6/8 9:55,2023/6/8 13:00,2023/6/12 11:06,2023/6/13 1:48,2023/6/14 22:19,2023/6/15 3:32,0.13,4.05,4.66,6.52,6.73,2023/6/18 13:22,1Z,38,1,30036,1Z23F00021046XBTA240354260LC010    30036,3.92,0.61,1.86,0.21,2.68,,,,,,,,,,,,,,,,,,,,,,,,
4858,47871,1Z23F00021113,XBTA890,821250LC030    ,ﾜｲﾔ-T/M                       ,25,住友電装（株）,,2023/6/12 0:00,2,回収済,2023/6/8 3:36,2023/6/9 18:50,2023/6/12 23:17,2023/6/13 7:55,2023/6/14 16:51,2023/6/15 1:46,1.63,4.82,5.18,6.55,6.92,2023/6/18 13:22,1Z,2506,1,50006,1Z23F00021113XBTA890821250LC030    50006,3.19,0.36,1.37,0.37,2.1,,,,,,,,,,,,,,,,,,,,,,,,
4859,47872,1Z23F00021116,XBTA100,G11370LC010    ,"ﾌﾟﾚｰﾄ,ﾓｰﾀｰﾛｰﾀｰｴﾝﾄﾞ,LH         ",24,太平洋工業（株）,養老工場,2023/6/12 0:00,1,回収済,2023/6/8 6:43,2023/6/8 11:20,2023/6/12 9:53,2023/6/12 15:43,2023/6/15 11:16,2023/6/15 16:32,0.19,4.13,4.37,7.19,7.41,2023/6/18 13:22,1Z,3031,1,60032,1Z23F00021116XBTA100G11370LC010    60032,3.94,0.24,2.82,0.22,3.28,,,,,,,,,,,,,,,,,,,,,,,,
4860,47873,1Z23F00021118,XBTB560,352800LA010    ,ｿﾚﾉｲﾄﾞｱﾂｼ-                    ,40,（株）デンソー,大安工場,2023/6/12 0:00,2,回収済,2023/6/8 6:13,2023/6/8 11:20,2023/6/12 18:01,2023/6/12 23:52,2023/6/14 6:05,2023/6/15 0:25,0.21,4.49,4.74,5.99,6.76,2023/6/18 13:22,1Z,4270,1,40091,1Z23F00021118XBTB560352800LA010    40091,4.28,0.25,1.25,0.77,2.27,,,,,,,,,,,,,,,,,,,,,,,,
