,ROWID,かんばんシリアル,伝票番号,品番,品名,収容数,仕入先名,仕入先工場名,納入日,納入便,ステータス,発注日時,印刷日時,検収日時,順立装置入庫日時,順立装置出庫日時,回収日時,発注印刷LT,発注検収LT,発注順立装置入庫LT,発注順立装置出庫LT,発注回収LT,更新日時,整備室コード,前工程コード,前工程工場コード,拠点所番地,結合キー,印刷検収LT,検収入庫LT,入庫出庫LT,出庫回収LT,社内LT,日量数,平均日量数,基準在庫枚数日数,A,B,C,整備室,箱種,箱サイズ,箱重量,基準在庫日数,基準在庫枚数,手配区分,基準在庫日数（基準在庫枚数込み）,実績在庫日数,在庫状態,設計値_検収入庫LT,設計値_入庫出庫LT,設計値_出庫回収LT,設計値_出庫回収LT（基準在庫枚数込み）,差分_検収入庫LT,差分_入庫出庫LT,差分_出庫回収LT,差分_出庫回収LT（基準在庫枚数込み）
9495,52858,1Z23F00027814,XBTE350,41310ECE010    ,ｷﾞﾔﾃﾞﾌﾘﾝｸﾞ                    ,2,（株）オンド,本社工場,2023/6/12 0:00,4,回収済,2023/6/9 14:48,2023/6/9 16:30,2023/6/12 19:04,2023/6/13 8:54,2023/6/14 7:41,2023/6/14 10:41,0.07,3.18,3.75,4.7,4.83,2023/6/17 13:23,1Y,930,1,60124,1Z23F00027814XBTE35041310ECE010    60124,3.11,0.57,0.95,0.13,1.65,579,543.5909091,0.011037712,1,4,4,1Y,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,0.033,14.51,1.1,3,手配,1.111037712,1.65,異常2,0.43,0.18,0.09,0.101037712,0.14,0.77,0.04,0.028962288
9496,52859,1Z23F00027815,XBTE350,41310ECE010    ,ｷﾞﾔﾃﾞﾌﾘﾝｸﾞ                    ,2,（株）オンド,本社工場,2023/6/12 0:00,4,回収済,2023/6/9 14:48,2023/6/9 16:30,2023/6/12 19:04,2023/6/13 8:49,2023/6/14 7:21,2023/6/14 9:14,0.07,3.18,3.75,4.69,4.77,2023/6/17 13:23,1Y,930,1,60124,1Z23F00027815XBTE35041310ECE010    60124,3.11,0.57,0.94,0.08,1.59,579,543.5909091,0.011037712,1,4,4,1Y,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,0.033,14.51,1.1,3,手配,1.111037712,1.59,異常2,0.43,0.18,0.09,0.101037712,0.14,0.76,-0.01,-0.021037712
9497,52860,1Z23F00027816,XBTE350,41310ECE010    ,ｷﾞﾔﾃﾞﾌﾘﾝｸﾞ                    ,2,（株）オンド,本社工場,2023/6/12 0:00,4,回収済,2023/6/9 14:48,2023/6/9 16:30,2023/6/12 19:04,2023/6/13 8:44,2023/6/14 4:10,2023/6/14 5:58,0.07,3.18,3.75,4.56,4.63,2023/6/17 13:23,1Y,930,1,60124,1Z23F00027816XBTE35041310ECE010    60124,3.11,0.57,0.81,0.07,1.45,579,543.5909091,0.011037712,1,4,4,1Y,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,0.033,14.51,1.1,3,手配,1.111037712,1.45,異常2,0.43,0.18,0.09,0.101037712,0.14,0.63,-0.02,-0.031037712
9498,52861,1Z23F00027817,XBTE350,41310ECE010    ,ｷﾞﾔﾃﾞﾌﾘﾝｸﾞ                    ,2,（株）オンド,本社工場,2023/6/12 0:00,4,回収済,2023/6/9 14:48,2023/6/9 16:30,2023/6/12 19:04,2023/6/13 8:40,2023/6/14 4:31,2023/6/14 5:58,0.07,3.18,3.74,4.57,4.63,2023/6/17 13:23,1Y,930,1,60124,1Z23F00027817XBTE35041310ECE010    60124,3.11,0.56,0.83,0.06,1.45,579,543.5909091,0.011037712,1,4,4,1Y,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,0.033,14.51,1.1,3,手配,1.111037712,1.45,異常2,0.43,0.18,0.09,0.101037712,0.13,0.65,-0.03,-0.041037712
9499,52862,1Z23F00027818,XBTE350,41310ECE010    ,ｷﾞﾔﾃﾞﾌﾘﾝｸﾞ                    ,2,（株）オンド,本社工場,2023/6/12 0:00,4,回収済,2023/6/9 14:48,2023/6/9 16:30,2023/6/12 19:04,2023/6/13 8:54,2023/6/14 7:32,2023/6/14 9:14,0.07,3.18,3.75,4.7,4.77,2023/6/17 13:23,1Y,930,1,60124,1Z23F00027818XBTE35041310ECE010    60124,3.11,0.57,0.95,0.07,1.59,579,543.5909091,0.011037712,1,4,4,1Y,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,0.033,14.51,1.1,3,手配,1.111037712,1.59,異常2,0.43,0.18,0.09,0.101037712,0.14,0.77,-0.02,-0.031037712
9500,52863,1Z23F00027819,XBTE350,41310ECE010    ,ｷﾞﾔﾃﾞﾌﾘﾝｸﾞ                    ,2,（株）オンド,本社工場,2023/6/12 0:00,4,回収済,2023/6/9 14:48,2023/6/9 16:30,2023/6/12 19:04,2023/6/13 8:48,2023/6/14 7:18,2023/6/14 9:14,0.07,3.18,3.75,4.69,4.77,2023/6/17 13:23,1Y,930,1,60124,1Z23F00027819XBTE35041310ECE010    60124,3.11,0.57,0.94,0.08,1.59,579,543.5909091,0.011037712,1,4,4,1Y,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,0.033,14.51,1.1,3,手配,1.111037712,1.59,異常2,0.43,0.18,0.09,0.101037712,0.14,0.76,-0.01,-0.021037712
9501,52864,1Z23F00027820,XBTE350,41310ECE010    ,ｷﾞﾔﾃﾞﾌﾘﾝｸﾞ                    ,2,（株）オンド,本社工場,2023/6/12 0:00,4,回収済,2023/6/9 14:48,2023/6/9 16:30,2023/6/12 19:04,2023/6/13 8:44,2023/6/14 4:06,2023/6/14 5:58,0.07,3.18,3.75,4.55,4.63,2023/6/17 13:23,1Y,930,1,60124,1Z23F00027820XBTE35041310ECE010    60124,3.11,0.57,0.8,0.08,1.45,579,543.5909091,0.011037712,1,4,4,1Y,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,0.033,14.51,1.1,3,手配,1.111037712,1.45,異常2,0.43,0.18,0.09,0.101037712,0.14,0.62,-0.01,-0.021037712
9502,52865,1Z23F00027821,XBTE350,41310ECE010    ,ｷﾞﾔﾃﾞﾌﾘﾝｸﾞ                    ,2,（株）オンド,本社工場,2023/6/12 0:00,4,回収済,2023/6/9 14:48,2023/6/9 16:30,2023/6/12 19:04,2023/6/13 8:01,2023/6/14 6:42,2023/6/14 9:14,0.07,3.18,3.72,4.66,4.77,2023/6/17 13:23,1Y,930,1,60124,1Z23F00027821XBTE35041310ECE010    60124,3.11,0.54,0.94,0.11,1.59,579,543.5909091,0.011037712,1,4,4,1Y,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,0.033,14.51,1.1,3,手配,1.111037712,1.59,異常2,0.43,0.18,0.09,0.101037712,0.11,0.76,0.02,0.008962288
9503,52866,1Z23F00027822,XBTE350,41310ECE010    ,ｷﾞﾔﾃﾞﾌﾘﾝｸﾞ                    ,2,（株）オンド,本社工場,2023/6/12 0:00,4,回収済,2023/6/9 14:48,2023/6/9 16:30,2023/6/12 19:04,2023/6/13 7:58,2023/6/14 3:44,2023/6/14 5:24,0.07,3.18,3.72,4.54,4.61,2023/6/17 13:23,1Y,930,1,60124,1Z23F00027822XBTE35041310ECE010    60124,3.11,0.54,0.82,0.07,1.43,579,543.5909091,0.011037712,1,4,4,1Y,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,0.033,14.51,1.1,3,手配,1.111037712,1.43,異常2,0.43,0.18,0.09,0.101037712,0.11,0.64,-0.02,-0.031037712
9504,52867,1Z23F00027823,XBTE350,41310ECE010    ,ｷﾞﾔﾃﾞﾌﾘﾝｸﾞ                    ,2,（株）オンド,本社工場,2023/6/12 0:00,4,回収済,2023/6/9 14:48,2023/6/9 16:30,2023/6/12 19:04,2023/6/13 8:42,2023/6/14 6:14,2023/6/14 7:38,0.07,3.18,3.75,4.64,4.7,2023/6/17 13:23,1Y,930,1,60124,1Z23F00027823XBTE35041310ECE010    60124,3.11,0.57,0.89,0.06,1.52,579,543.5909091,0.011037712,1,4,4,1Y,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,0.033,14.51,1.1,3,手配,1.111037712,1.52,異常2,0.43,0.18,0.09,0.101037712,0.14,0.71,-0.03,-0.041037712
9505,52868,1Z23F00027824,XBTE350,41310ECE010    ,ｷﾞﾔﾃﾞﾌﾘﾝｸﾞ                    ,2,（株）オンド,本社工場,2023/6/12 0:00,4,回収済,2023/6/9 14:48,2023/6/9 16:30,2023/6/12 19:04,2023/6/13 8:45,2023/6/14 7:03,2023/6/14 9:14,0.07,3.18,3.75,4.68,4.77,2023/6/17 13:23,1Y,930,1,60124,1Z23F00027824XBTE35041310ECE010    60124,3.11,0.57,0.93,0.09,1.59,579,543.5909091,0.011037712,1,4,4,1Y,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,0.033,14.51,1.1,3,手配,1.111037712,1.59,異常2,0.43,0.18,0.09,0.101037712,0.14,0.75,-1.39E-16,-0.011037712
9506,52869,1Z23F00027853,XBTE170,G9201ECB030    ,ｶﾊﾞｰ ｲﾝﾊﾞｰﾀｰ                  ,8,佐藤工業（株）,藤塗装,2023/6/12 0:00,2,回収済,2023/6/9 17:08,2023/6/12 8:12,2023/6/12 18:55,2023/6/12 22:56,2023/6/13 17:05,2023/6/14 0:25,2.63,3.07,3.24,4,4.3,2023/6/17 13:23,1Y,2017,3,50495,1Z23F00027853XBTE170G9201ECB030    50495,0.44,0.17,0.76,0.3,1.23,450,420.6363636,0.057056408,1,2,1.82,1Y,T-20-3ﾌﾀﾅｼ,0.027,7.806,0.74,3,手配,0.797056408,1.23,異常3,0.43,0.2,0.11,0.167056408,-0.26,0.56,0.19,0.132943592
9507,52870,1Z23F00027856,XBTE170,G9201ECE010    ,ｶﾊﾞｰｲﾝﾊﾞｰﾀｰ                   ,8,佐藤工業（株）,藤塗装,2023/6/12 0:00,2,回収済,2023/6/9 17:08,2023/6/12 8:12,2023/6/12 18:55,2023/6/14 11:33,2023/6/14 11:58,2023/6/14 18:06,2.63,3.07,4.77,4.79,5.04,2023/6/17 13:23,1Y,2017,3,50446,1Z23F00027856XBTE170G9201ECE010    50446,0.44,1.7,0.02,0.25,1.97,579,543.5454545,0.044154541,1,2,1.82,1Y,ｻﾝﾎﾞｯｸｽ＃20Bﾌﾀﾅｼ,0.027,7.806,0.74,3,手配,0.784154541,1.97,異常4,0.43,0.2,0.11,0.154154541,1.27,-0.18,0.14,0.095845459
9508,52871,1Z23F00027869,XBTE540,35771ECE010    ,ｼｬﾌﾄｱｳﾄﾌﾟｯﾄ                   ,6,アイシン機工（株）,吉良工場,2023/6/12 0:00,3,回収済,2023/6/9 14:48,2023/6/9 23:40,2023/6/12 18:24,2023/6/13 0:26,2023/6/14 3:27,2023/6/14 10:41,0.37,3.15,3.4,4.53,4.83,2023/6/17 13:23,1Y,2038,6,40427,1Z23F00027869XBTE54035771ECE010    40427,2.78,0.25,1.13,0.3,1.68,579,543.5909091,0.033113137,1,6,4.92,1Y,TP341ﾌﾀﾅｼ,0.017,9.6,0.7,3,手配,0.733113137,1.68,異常4,0.43,0.2,0.11,0.143113137,-0.18,0.93,0.19,0.156886863
9509,52872,1Z23F00027884,XBTD700,35505ECB010    ,ﾚﾊﾞｰS/Aﾊﾟｰｷﾝｸﾞﾛｯｸ             ,24,中庸スプリング（株）,,2023/6/12 0:00,2,回収済,2023/6/9 12:15,2023/6/9 16:02,2023/6/12 20:41,2023/6/13 4:11,2023/6/13 17:37,2023/6/14 0:25,0.16,3.35,3.66,4.22,4.51,2023/6/17 13:23,1Y,3236,1,10478,1Z23F00027884XBTD70035505ECB010    10478,3.19,0.31,0.56,0.29,1.16,450,420.6818182,0.171150729,1,2,2.34,1Y,TP131ﾌﾀﾅｼ,0.009,2.45,0.81,3,手配,0.981150729,1.16,異常1,0.43,0.27,0.11,0.281150729,-0.12,0.29,0.18,0.008849271
9510,52873,1Z23F00027887,XBTE820,9031150A015    ,ｼｰﾙﾀｲﾌﾟTｵｲﾙ                   ,84,ＮＯＫ（株）,,2023/6/13 0:00,2,回収済,2023/6/10 1:30,2023/6/12 9:02,2023/6/13 21:42,2023/6/14 6:07,2023/6/14 11:12,2023/6/14 19:25,2.31,3.84,4.19,4.4,4.75,2023/6/17 13:23,1Y,4241,1,50420,1Z23F00027887XBTE8209031150A015    50420,1.53,0.35,0.21,0.35,0.91,"1,029",964.2727273,0.261336853,1,2,3.52,1Y,ｻﾝﾎﾞｯｸｽ＃24Bﾌﾀﾅｼ,0.021,5.56,0.8,3,手配,1.061336853,0.91,正常4,0.43,0.26,0.11,0.371336853,-0.08,-0.05,0.24,-0.021336853
9511,52874,1Z23F00027892,XBTE700,9036324A005    ,ﾍﾞｱﾘﾝｸﾞﾗｼﾞｱﾙﾎﾞｰﾙ              ,22,日本精工（株）,三河分室,2023/6/12 0:00,5,回収済,2023/6/9 14:48,2023/6/9 20:05,2023/6/12 23:08,2023/6/13 3:37,2023/6/14 2:05,2023/6/14 4:19,0.22,3.35,3.53,4.47,4.56,2023/6/17 13:23,1Y,4287,2,40482,1Z23F00027892XBTE7009036324A005    40482,3.13,0.18,0.94,0.09,1.21,579,543.5909091,0.121414834,1,8,9,1Y,ｻﾝﾎﾞｯｸｽ＃K-10Bﾌﾀﾅｼ,0.015,11.86,0.74,3,手配,0.861414834,1.21,異常2,0.43,0.22,0.09,0.211414834,-0.25,0.72,-1.39E-16,-0.121414834
9512,52875,1Z23F00027893,XBTE700,9036324A005    ,ﾍﾞｱﾘﾝｸﾞﾗｼﾞｱﾙﾎﾞｰﾙ              ,22,日本精工（株）,三河分室,2023/6/12 0:00,5,回収済,2023/6/9 14:48,2023/6/9 20:05,2023/6/12 23:08,2023/6/13 3:37,2023/6/14 0:17,2023/6/14 1:46,0.22,3.35,3.53,4.4,4.46,2023/6/17 13:23,1Y,4287,2,40482,1Z23F00027893XBTE7009036324A005    40482,3.13,0.18,0.87,0.06,1.11,579,543.5909091,0.121414834,1,8,9,1Y,ｻﾝﾎﾞｯｸｽ＃K-10Bﾌﾀﾅｼ,0.015,11.86,0.74,3,手配,0.861414834,1.11,異常2,0.43,0.22,0.09,0.211414834,-0.25,0.65,-0.03,-0.151414834
9513,52876,1Z23F00027894,XBTE700,9036340A010    ,ﾍﾞｱﾘﾝｸﾞ ﾗｼﾞｱﾙﾎﾞｰﾙ             ,80,日本精工（株）,三河分室,2023/6/12 0:00,5,回収済,2023/6/9 14:48,2023/6/9 20:05,2023/6/12 23:08,2023/6/13 3:38,2023/6/13 17:36,2023/6/14 4:19,0.22,3.35,3.53,4.12,4.56,2023/6/17 13:23,1Y,4287,2,40503,1Z23F00027894XBTE7009036340A010    40503,3.13,0.18,0.59,0.44,1.21,"2,058",1928.545455,0.12444612,1,8,9,1Y,ｻﾝﾎﾞｯｸｽ＃K-10Bﾌﾀﾅｼ,0.015,9.301,0.76,3,手配,0.88444612,1.21,異常2,,,,,,,,
9514,52877,1Z23F00027895,XBTE700,9036340A010    ,ﾍﾞｱﾘﾝｸﾞ ﾗｼﾞｱﾙﾎﾞｰﾙ             ,80,日本精工（株）,三河分室,2023/6/12 0:00,5,回収済,2023/6/9 14:48,2023/6/9 20:05,2023/6/12 23:08,2023/6/13 3:41,2023/6/13 23:00,2023/6/14 3:32,0.22,3.35,3.54,4.34,4.53,2023/6/17 13:23,1Y,4287,2,40503,1Z23F00027895XBTE7009036340A010    40503,3.13,0.19,0.8,0.19,1.18,"2,058",1928.545455,0.12444612,1,8,9,1Y,ｻﾝﾎﾞｯｸｽ＃K-10Bﾌﾀﾅｼ,0.015,9.301,0.76,3,手配,0.88444612,1.18,異常2,,,,,,,,
9515,52878,1Z23F00027909,XBTE350,41310ECB010    ,ﾃﾞﾌｹｰｽS/A                     ,2,（株）オンド,本社工場,2023/6/12 0:00,4,回収済,2023/6/9 14:48,2023/6/9 16:30,2023/6/12 19:04,2023/6/13 5:42,2023/6/14 0:29,2023/6/14 1:46,0.07,3.18,3.62,4.4,4.46,2023/6/17 13:23,1Y,930,1,60123,1Z23F00027909XBTE35041310ECB010    60123,3.11,0.44,0.78,0.06,1.28,450,420.6818182,0.014262561,1,4,4,1Y,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,0.033,16.99,1.1,3,手配,1.114262561,1.28,異常1,0.43,0.18,0.09,0.104262561,0.01,0.6,-0.03,-0.044262561
9516,52879,1Z23F00027910,XBTE350,41310ECB010    ,ﾃﾞﾌｹｰｽS/A                     ,2,（株）オンド,本社工場,2023/6/12 0:00,4,回収済,2023/6/9 14:48,2023/6/9 16:30,2023/6/12 19:04,2023/6/13 5:50,2023/6/14 1:03,2023/6/14 3:32,0.07,3.18,3.63,4.43,4.53,2023/6/17 13:23,1Y,930,1,60123,1Z23F00027910XBTE35041310ECB010    60123,3.11,0.45,0.8,0.1,1.35,450,420.6818182,0.014262561,1,4,4,1Y,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,0.033,16.99,1.1,3,手配,1.114262561,1.35,異常1,0.43,0.18,0.09,0.104262561,0.02,0.62,0.01,-0.004262561
9517,52880,1Z23F00027911,XBTE350,41310ECB010    ,ﾃﾞﾌｹｰｽS/A                     ,2,（株）オンド,本社工場,2023/6/12 0:00,4,回収済,2023/6/9 14:48,2023/6/9 16:30,2023/6/12 19:04,2023/6/13 5:58,2023/6/14 6:09,2023/6/14 7:38,0.07,3.18,3.63,4.64,4.7,2023/6/17 13:23,1Y,930,1,60123,1Z23F00027911XBTE35041310ECB010    60123,3.11,0.45,1.01,0.06,1.52,450,420.6818182,0.014262561,1,4,4,1Y,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,0.033,16.99,1.1,3,手配,1.114262561,1.52,異常2,0.43,0.18,0.09,0.104262561,0.02,0.83,-0.03,-0.044262561
9518,52881,1Z23F00027931,XBTE570,9010508A014    ,ﾎﾞﾙﾄﾌﾗﾝｼﾞ                     ,500,（株）青山製作所,,2023/6/12 0:00,4,回収済,2023/6/9 14:48,2023/6/9 22:06,2023/6/12 20:20,2023/6/13 8:41,2023/6/14 4:26,2023/6/14 12:09,0.3,3.23,3.75,4.57,4.89,2023/6/17 13:23,1Z,24,1,20073,1Z23F00027931XBTE5709010508A014    20073,2.93,0.52,0.82,0.32,1.66,"38,910",36467.5,0.041132515,1,6,5.76,1Y,TP331ﾌﾀﾅｼ,0.012,8.83,0.74,3,手配,0.781132515,1.66,異常4,0.43,0.18,0.11,0.151132515,0.09,0.64,0.21,0.168867485
9519,52882,1Z23F00027935,XBTE110,351060LC040    ,"ﾊﾟﾝS/A,T/Aｵｲﾙ                 ",14,佐藤工業（株）,藤塗装,2023/6/12 0:00,1,回収済,2023/6/10 6:37,2023/6/12 8:12,2023/6/12 16:02,2023/6/13 12:01,2023/6/14 0:23,2023/6/14 5:59,2.07,2.39,3.23,3.74,3.97,2023/6/17 13:23,1Z,2017,3,50107,1Z23F00027935XBTE110351060LC040    50107,0.32,0.84,0.51,0.23,1.58,,,,,,,,,,,,,,,,,,,,,,,,
9520,52883,1Z23F00027936,XBTE110,351190LC010    ,ｶﾊﾞｰT/Aﾊｳｼﾞﾝｸﾞ                ,14,佐藤工業（株）,藤塗装,2023/6/12 0:00,1,回収済,2023/6/10 6:37,2023/6/12 8:12,2023/6/12 16:02,2023/6/13 9:30,2023/6/14 9:15,2023/6/14 16:35,2.07,2.39,3.12,4.11,4.42,2023/6/17 13:23,1Z,2017,3,50079,1Z23F00027936XBTE110351190LC010    50079,0.32,0.73,0.99,0.31,2.03,,,,,,,,,,,,,,,,,,,,,,,,
9521,52884,1Z23F00027996,XBTE630,35580ECB011    ,"ｱｷｭｴｰﾀｰASSY,ｼﾌﾄ ｺﾝﾄﾛｰﾙ        ",6,アイシン精機（株）,半田工場,2023/6/12 0:00,3,回収済,2023/6/9 17:05,2023/6/9 21:37,2023/6/12 20:53,2023/6/13 6:36,2023/6/14 17:01,2023/6/14 23:27,0.19,3.16,3.56,5,5.27,2023/6/17 13:23,1Y,1,12,50501,1Z23F00027996XBTE63035580ECB011    50501,2.97,0.4,1.44,0.27,2.11,450,420.6363636,0.042792306,1,4,8.04,1Y,TP342ﾌﾀｱﾘ,0.036,10.68,0.91,3,手配,0.952792306,2.11,異常4,,,,,,,,
9522,52885,1Z23F00027997,XBTE630,35580ECB011    ,"ｱｷｭｴｰﾀｰASSY,ｼﾌﾄ ｺﾝﾄﾛｰﾙ        ",6,アイシン精機（株）,半田工場,2023/6/12 0:00,3,回収済,2023/6/9 17:05,2023/6/9 21:37,2023/6/12 20:53,2023/6/13 6:36,2023/6/14 16:35,2023/6/14 23:27,0.19,3.16,3.56,4.98,5.27,2023/6/17 13:23,1Y,1,12,50501,1Z23F00027997XBTE63035580ECB011    50501,2.97,0.4,1.42,0.29,2.11,450,420.6363636,0.042792306,1,4,8.04,1Y,TP342ﾌﾀｱﾘ,0.036,10.68,0.91,3,手配,0.952792306,2.11,異常4,,,,,,,,
9523,52886,1Z23F00028003,XBTE530,9010508A042    ,ﾎﾞﾙﾄﾌﾗﾝｼﾞ                     ,300,（株）青山製作所,,2023/6/12 0:00,4,回収済,2023/6/9 14:48,2023/6/9 22:06,2023/6/12 20:20,2023/6/13 8:51,2023/6/13 22:41,2023/6/14 0:25,0.3,3.23,3.75,4.33,4.4,2023/6/17 13:23,1Y,24,1,20368,1Z23F00028003XBTE5309010508A042    20368,2.93,0.52,0.58,0.07,1.17,"2,250",2103.409091,0.427876823,1,6,5.76,1Y,TP331ﾌﾀﾅｼ,0.012,10.22,0.74,3,手配,1.167876823,1.17,異常1,0.43,0.18,0.11,0.537876823,0.09,0.4,-0.04,-0.467876823
9524,52887,1Z23F00028008,XBTE530,9015906A021    ,ｽｸﾘｭｰW/ﾜｯｼｬｰ                  ,1200,（株）青山製作所,,2023/6/12 0:00,4,回収済,2023/6/9 14:48,2023/6/9 22:06,2023/6/12 20:20,2023/6/13 8:46,2023/6/14 5:37,2023/6/14 9:14,0.3,3.23,3.75,4.62,4.77,2023/6/17 13:23,1Y,24,1,20383,1Z23F00028008XBTE5309015906A021    20383,2.93,0.52,0.87,0.15,1.54,"8,674",8133.318182,0.442623775,1,6,5.76,1Y,TP331ﾌﾀﾅｼ,0.012,9.71,0.74,3,手配,1.182623775,1.54,異常2,0.43,0.18,0.11,0.552623775,0.09,0.69,0.04,-0.402623775
9525,52888,1Z23F00028012,XBTE340,35174ECB010    ,ﾌﾟﾚｰﾄｵｲﾙﾘｻﾞｰﾊﾞｰﾛｯｸ            ,20,（株）浅賀井製作所,安城工場,2023/6/13 0:00,1,回収済,2023/6/9 14:48,2023/6/12 8:06,2023/6/13 10:16,2023/6/13 14:50,2023/6/14 1:48,2023/6/14 5:24,2.72,3.81,4,4.46,4.61,2023/6/17 13:23,1Y,30,1,30391,1Z23F00028012XBTE34035174ECB010    30391,1.09,0.19,0.46,0.15,0.8,450,420.6818182,0.142625608,1,4,6.88,1Y,TP332ﾌﾀﾅｼ,0.022,3.52,0.87,3,手配,1.012625608,0.8,正常4,0.43,0.33,0.11,0.252625608,-0.24,0.13,0.04,-0.102625608
9526,52889,1Z23F00028013,XBTD060,35312ECB010    ,"ｶﾊﾞｰS/A,T/MO/P                ",63,（株）旭工業所,本社工場,2023/6/13 0:00,1,回収済,2023/6/9 17:05,2023/6/12 9:13,2023/6/13 17:16,2023/6/13 23:49,2023/6/14 3:45,2023/6/14 7:38,2.67,4.01,4.28,4.44,4.61,2023/6/17 13:23,1Y,38,1,20359,1Z23F00028013XBTD06035312ECB010    20359,1.34,0.27,0.16,0.17,0.6,450,420.6818182,0.449270665,1,1,1.9,1Y,TP331ﾌﾀｱﾘ,0.014,4.718,0.83,3,手配,1.279270665,0.6,正常2,0.43,0.29,0.11,0.559270665,-0.16,-0.13,0.06,-0.389270665
9527,52890,1Z23F00028021,XBTE350,41310ECB010    ,ﾃﾞﾌｹｰｽS/A                     ,2,（株）オンド,本社工場,2023/6/12 0:00,4,回収済,2023/6/9 14:48,2023/6/9 16:30,2023/6/12 19:04,2023/6/13 5:57,2023/6/14 6:09,2023/6/14 7:38,0.07,3.18,3.63,4.64,4.7,2023/6/17 13:23,1Y,930,1,60123,1Z23F00028021XBTE35041310ECB010    60123,3.11,0.45,1.01,0.06,1.52,450,420.6818182,0.014262561,1,4,4,1Y,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,0.033,16.99,1.1,3,手配,1.114262561,1.52,異常2,0.43,0.18,0.09,0.104262561,0.02,0.83,-0.03,-0.044262561
9528,52891,1Z23F00028023,XBTE350,41310ECB010    ,ﾃﾞﾌｹｰｽS/A                     ,2,（株）オンド,本社工場,2023/6/12 0:00,4,回収済,2023/6/9 14:48,2023/6/9 16:30,2023/6/12 19:04,2023/6/13 5:41,2023/6/14 4:56,2023/6/14 6:44,0.07,3.18,3.62,4.59,4.66,2023/6/17 13:23,1Y,930,1,60123,1Z23F00028023XBTE35041310ECB010    60123,3.11,0.44,0.97,0.07,1.48,450,420.6818182,0.014262561,1,4,4,1Y,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,0.033,16.99,1.1,3,手配,1.114262561,1.48,異常2,0.43,0.18,0.09,0.104262561,0.01,0.79,-0.02,-0.034262561
9529,52892,1Z23F00028025,XBTE350,41310ECB010    ,ﾃﾞﾌｹｰｽS/A                     ,2,（株）オンド,本社工場,2023/6/12 0:00,4,回収済,2023/6/9 14:48,2023/6/9 16:30,2023/6/12 19:04,2023/6/13 5:51,2023/6/14 1:26,2023/6/14 3:32,0.07,3.18,3.63,4.44,4.53,2023/6/17 13:23,1Y,930,1,60123,1Z23F00028025XBTE35041310ECB010    60123,3.11,0.45,0.81,0.09,1.35,450,420.6818182,0.014262561,1,4,4,1Y,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,0.033,16.99,1.1,3,手配,1.114262561,1.35,異常1,0.43,0.18,0.09,0.104262561,0.02,0.63,-1.39E-16,-0.014262561
9530,52893,1Z23F00028026,XBTE350,41310ECE010    ,ｷﾞﾔﾃﾞﾌﾘﾝｸﾞ                    ,2,（株）オンド,本社工場,2023/6/12 0:00,4,回収済,2023/6/9 14:48,2023/6/9 16:30,2023/6/12 19:04,2023/6/13 8:52,2023/6/14 7:02,2023/6/14 9:14,0.07,3.18,3.75,4.68,4.77,2023/6/17 13:23,1Y,930,1,60124,1Z23F00028026XBTE35041310ECE010    60124,3.11,0.57,0.93,0.09,1.59,579,543.5909091,0.011037712,1,4,4,1Y,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,0.033,14.51,1.1,3,手配,1.111037712,1.59,異常2,0.43,0.18,0.09,0.101037712,0.14,0.75,-1.39E-16,-0.011037712
9531,52894,1Z23F00028027,XBTE350,41310ECE010    ,ｷﾞﾔﾃﾞﾌﾘﾝｸﾞ                    ,2,（株）オンド,本社工場,2023/6/12 0:00,4,回収済,2023/6/9 14:48,2023/6/9 16:30,2023/6/12 19:04,2023/6/13 6:40,2023/6/14 3:44,2023/6/14 5:24,0.07,3.18,3.66,4.54,4.61,2023/6/17 13:23,1Y,930,1,60124,1Z23F00028027XBTE35041310ECE010    60124,3.11,0.48,0.88,0.07,1.43,579,543.5909091,0.011037712,1,4,4,1Y,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,0.033,14.51,1.1,3,手配,1.111037712,1.43,異常2,0.43,0.18,0.09,0.101037712,0.05,0.7,-0.02,-0.031037712
