,品番,変更前）正常1,変更前）正常2,変更前）正常3,変更前）正常4,変更前）異常1,変更前）異常2,変更前）異常3,変更前）異常4,変更前）異常5,変更後）正常1,変更後）正常2,変更後）正常3,変更後）正常4,変更後）異常1,変更後）異常2,変更後）異常3,変更後）異常4,変更後）異常5,差分）正常1,差分）正常2,差分）正常3,差分）正常4,差分）異常1,差分）異常2,差分）異常3,差分）異常4,差分）異常5,品名,収容数,仕入先名/工場名,A,B,C,整備室,箱種,箱サイズ,箱重量,手配区分,変更前）かんばん数,変更後）かんばん数,変更前）社内LT,変更後）社内LT,差分）社内LT,変更前）基準在庫日数（基準在庫枚数込み）,変更前）社内LT-基準在庫日数（基準在庫枚数込み）,変更後）基準在庫日数（基準在庫枚数込み）,変更後）社内LT-基準在庫日数（基準在庫枚数込み）,変更前）計算社内かんばん数,変更前）計算社内かんばん数MAX,変更後）計算社内かんばん数,変更後）計算社内かんばん数MAX
17,35195TFG010,0.0,33.33333333333333,0.0,16.666666666666664,0.0,16.666666666666664,0.0,16.666666666666664,16.666666666666664,0.0,0.0,0.0,7.6923076923076925,0.0,0.0,7.6923076923076925,7.6923076923076925,76.92307692307693,0.0,-33.33333333333333,0.0,-8.974358974358971,0.0,-16.666666666666664,7.6923076923076925,-8.974358974358971,60.25641025641027,"CLAMP, TRANSAXLE APPLY TUBE, NO.1",400.0,三共鋼業（株）,1.0,1.0,1.74,1Y,ＴＰ１３１フタナシ,0.006,3.88,手配,6.0,13.0,2.4850000000000003,3.76,1.2749999999999995,2.1917139489856057,0.29328605101439464,1.0222988505747128,2.7377011494252868,11.143699999999999,13.770699999999998,9.246,11.906
18,35198ECE010,0.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,33.33333333333333,33.33333333333333,0.0,0.0,0.0,7.6923076923076925,0.0,15.384615384615385,15.384615384615385,7.6923076923076925,53.84615384615385,0.0,-33.33333333333333,0.0,7.6923076923076925,0.0,15.384615384615385,15.384615384615385,-25.641025641025635,20.512820512820518,"BRACKET, WIRE HARNESS CLAMP",200.0,サトープレス工業（株）,1.0,1.0,1.78,1Y,ＴＰ３３１フタナシ,0.012,5.28,手配,6.0,13.0,5.904999999999999,4.04,-1.8649999999999993,2.1917139489856057,3.7132860510143937,0.9822988505747127,3.0577011494252875,10.6183,13.2453,8.713999999999999,11.373999999999999
19,35300ECB010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.01526717557252,41.98473282442748,0.0,0.0,0.0,0.0,0.0,0.0,12.755102040816327,40.56122448979592,46.683673469387756,0.0,0.0,0.0,0.0,0.0,0.0,12.755102040816327,-17.4540426857766,4.698940644960274,"PUMP ASSY, OIL W/MOTOR",12.0,アイシン精機（株）,1.0,4.0,8.04,1Y,ＴＰ３４１フタナシ,0.017,6.97,手配,131.0,392.0,2.7999999999999994,2.38,-0.4199999999999995,1.158744092461765,1.6412559075382345,0.9505622920914268,1.4294377079085732,353.7291666666667,373.0,361.4641666666667,381.16
20,35352ECB010,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,0.0,100.0,"ROTOR, TRANSMISSION OIL PUMP DRIVEN",504.0,五興商事（株）,1.0,1.0,1.97,1Y,ＴＰ３３１フタアリ,0.013999999999999999,9.96,手配,2.0,4.0,7.77,18.395,10.625,4.713716814159292,3.056283185840708,1.9310465967309096,16.46395340326909,5.537142857142857,6.33,3.624761904761905,4.445
21,3539450A010,0.0,0.0,0.0,0.0,50.0,0.0,50.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,60.0,0.0,20.0,0.0,0.0,-30.0,0.0,-50.0,0.0,60.0,"MAGNET, OIL CLEANER",2000.0,ミズショー（株）,1.0,1.0,1.88,1Y,サンボックスＣ３フタナシ,0.011000000000000001,8.717,手配,2.0,5.0,5.595,30.74,25.145,4.2786743718122695,1.3163256281877302,4.090191007618842,26.649808992381157,6.2837499999999995,7.208749999999999,6.3561700000000005,7.301570000000001
22,3548255A010,0.0,0.0,0.0,0.0,25.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,12.5,75.0,0.0,0.0,0.0,0.0,-12.5,0.0,0.0,-62.5,75.0,"CLAMP, TEMPERATURE SENSOR",300.0,サトープレス工業（株）,1.0,1.0,1.78,1Y,ＡＷ１３１フタナシ,0.006,4.74,手配,4.0,8.0,6.96,5.285,-1.6749999999999998,2.7725709234784075,4.1874290765215925,1.1734482758620683,4.111551724137932,7.991299999999999,9.742633333333332,6.054,7.827333333333334
23,35501ECB010,0.0,25.0,0.0,50.0,0.0,0.0,0.0,12.5,12.5,0.0,0.0,13.636363636363635,9.090909090909092,9.090909090909092,0.0,4.545454545454546,9.090909090909092,54.54545454545454,0.0,-25.0,13.636363636363635,-40.90909090909091,9.090909090909092,0.0,4.545454545454546,-3.4090909090909083,42.04545454545454,"ROD SUB-ASSY, PARKING LOCK",100.0,大橋鉄工（株）,1.0,1.0,1.39,1Y,ＴＰ３３１フタナシ,0.011000000000000001,5.837000000000001,手配,8.0,22.0,1.3299999999999996,3.13,1.8000000000000003,1.71692793931732,-0.3869279393173204,0.8561600390339102,2.2738399609660895,14.988,18.983999999999998,13.402000000000001,17.536
24,35505ECB010,4.545454545454546,4.545454545454546,18.181818181818183,18.181818181818183,9.090909090909092,4.545454545454546,0.0,20.454545454545457,20.454545454545457,0.0,6.896551724137931,5.747126436781609,17.24137931034483,10.344827586206897,12.643678160919542,10.344827586206897,14.942528735632186,21.839080459770116,-4.545454545454546,2.3510971786833847,-12.434691745036574,-0.9404388714733543,1.253918495297805,8.098223615464995,10.344827586206897,-5.512016718913271,1.3845350052246594,"LEVER SUB-ASSY, PARKING LOCK",24.0,中庸スプリング（株）,1.0,2.0,2.34,1Y,ＴＰ１３１フタナシ,0.009000000000000001,2.45,手配,44.0,87.0,1.2499999999999996,1.2400000000000002,-0.009999999999999343,1.194462705436159,0.0555372945638406,0.8714784093681376,0.36852159063186263,70.4325,78.75750000000001,70.76125,79.37375
25,35556ECB010,0.0,0.0,0.0,0.0,40.0,0.0,0.0,60.0,0.0,0.0,0.0,15.0,0.0,15.0,20.0,10.0,5.0,35.0,0.0,0.0,15.0,0.0,-25.0,20.0,10.0,-55.0,35.0,"SHAFT, PARKING LOCK PAWL",100.0,（株）ギフ加藤製作所,1.0,2.0,3.8,1Y,ＡＷ１３１フタナシ,0.005,7.0,手配,5.0,21.0,5.4300000000000015,1.59,-3.8400000000000016,1.8369279393173197,3.593072060682682,1.0061600390339114,0.5838399609660887,17.985,19.983,16.5025,18.5695
26,35557ECB010,0.0,0.0,11.11111111111111,44.44444444444444,0.0,22.22222222222222,11.11111111111111,0.0,11.11111111111111,0.0,2.4390243902439024,12.195121951219512,7.317073170731707,4.878048780487805,7.317073170731707,26.82926829268293,12.195121951219512,26.82926829268293,0.0,2.4390243902439024,1.0840108401084017,-37.12737127371274,4.878048780487805,-14.905149051490515,15.718157181571819,12.195121951219512,15.718157181571819,"PAWL, PARKING LOCK",46.0,小川工業（株）,1.0,2.0,5.0,1Y,ＴＰ１３１フタナシ,0.006,9.466000000000001,手配,9.0,45.0,1.35,1.7299999999999995,0.37999999999999945,1.4343868520859668,-0.08438685208596675,1.007833617955598,0.7221663820444015,41.656956521739126,46.00043478260869,40.99195652173913,45.48543478260869
27,35580ECB011,0.0,0.0,0.0,0.0,5.426356589147287,23.25581395348837,38.759689922480625,24.031007751937985,8.527131782945736,0.0,0.0,0.8875739644970414,3.2544378698224854,8.579881656804734,21.005917159763314,27.218934911242602,0.0,39.053254437869825,0.0,0.0,0.8875739644970414,3.2544378698224854,3.153525067657447,-2.249896793725057,-11.540755011238023,-24.031007751937985,30.526122654924087,"ACTUATOR ASSY, SHIFT CONTROL",6.0,アイシン精機（株）,1.0,4.0,8.04,1Y,ＴＰ３４２フタアリ,0.036000000000000004,10.68,手配,129.0,338.0,2.09,1.5700000000000005,-0.5199999999999994,1.1636202718364779,0.926379728163522,0.9461144321093113,0.6238855678906892,302.7,319.34999999999997,313.05,330.27500000000003
28,35595ECB010,0.0,6.896551724137931,17.24137931034483,3.4482758620689653,3.4482758620689653,6.896551724137931,10.344827586206897,17.24137931034483,34.48275862068966,0.0,0.0,0.0,15.686274509803921,11.76470588235294,3.9215686274509802,21.568627450980394,9.803921568627452,37.254901960784316,0.0,-6.896551724137931,-17.24137931034483,12.237998647734955,8.316430020283974,-2.9749830966869504,11.223799864773497,-7.4374577417173775,2.772143340094658,"BRACKET, PARKING LOCK PAWL",40.0,サトープレス工業（株）,1.0,1.0,1.78,1Y,ＴＰ３３１フタナシ,0.012,2.47,手配,29.0,51.0,3.02,1.3199999999999994,-1.7000000000000006,1.320771175726929,1.699228824273071,0.6724640156135637,0.6475359843864357,31.4715,41.4615,30.454749999999997,40.78975
29,3559850A010,0.0,0.0,25.0,0.0,0.0,25.0,0.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0,5.0,5.0,20.0,25.0,0.0,0.0,-10.0,15.0,15.0,-20.0,5.0,-30.0,25.0,"PIN SUB-ASSY, PARKING LOCK",100.0,アイコー（株）,1.0,2.0,3.92,1Y,ＴＰ１３１フタナシ,0.006,3.86,手配,4.0,20.0,4.165,1.8899999999999997,-2.2750000000000004,2.0469279393173205,2.1180720606826795,1.1561600390339108,0.7338399609660888,20.982,22.98,19.603,21.67
30,35771ECB010,1.694915254237288,0.0,17.796610169491526,72.88135593220339,5.084745762711865,0.0,0.0,0.0,2.5423728813559325,0.0,22.61904761904762,38.2936507936508,21.23015873015873,1.3888888888888888,0.1984126984126984,0.0,4.166666666666666,12.103174603174603,-1.694915254237288,22.61904761904762,20.497040624159272,-51.651197202044656,-3.6958568738229762,0.1984126984126984,0.0,4.166666666666666,9.56080172181867,"SHAFT, OUTPUT",4.0,アイシン機工（株）,1.0,6.0,4.92,1Y,ＴＰ３４１フタナシ,0.017,10.5,手配,118.0,511.0,0.75,0.5699999999999998,-0.18000000000000016,0.9390771175726956,-0.18907711757269563,0.820739204684062,-0.2507392046840622,392.61,409.26,406.065,423.29
31,35771ECE010,0.9433962264150944,0.0,0.0,50.0,22.641509433962266,16.037735849056602,1.8867924528301887,0.9433962264150944,7.547169811320755,0.0,15.207373271889402,19.81566820276498,11.52073732718894,12.903225806451612,11.29032258064516,5.299539170506913,2.5345622119815667,21.428571428571427,-0.9433962264150944,15.207373271889402,19.81566820276498,-38.47926267281106,-9.738283627510654,-4.747413268411442,3.412746717676724,1.5911659855664724,13.881401617250672,"SHAFT, OUTPUT",6.0,アイシン機工（株）,1.0,6.0,4.92,1Y,ＴＰ３４１フタナシ,0.017,9.6,手配,106.0,440.0,0.94,0.8799999999999999,-0.06000000000000005,0.9448514184695682,-0.004851418469568269,0.8141379310344943,0.06586206896550562,344.51,359.1044444444444,347.8,362.5777777777778
32,35847ECB010,0.0,0.0,6.666666666666667,0.0,6.666666666666667,6.666666666666667,26.666666666666668,6.666666666666667,46.666666666666664,0.0,0.0,3.125,6.25,9.375,6.25,3.125,9.375,62.5,0.0,0.0,-3.541666666666667,6.25,2.708333333333333,-0.41666666666666696,-23.541666666666668,2.708333333333333,15.833333333333336,"TUBE, TRANSAXLE LUBE APPLY",80.0,（株）メタルテック,1.0,1.0,1.9,1Y,ＴＰ３３２フタナシ,0.022000000000000002,2.9,手配,15.0,32.0,3.850000000000001,2.5100000000000002,-1.3400000000000007,1.6215423514538545,2.2284576485461463,0.7149280312271282,1.795071968772872,15.737250000000001,20.73225,14.177125,19.344625
33,35847ECB020,0.0,0.0,7.6923076923076925,0.0,7.6923076923076925,15.384615384615385,15.384615384615385,23.076923076923077,30.76923076923077,0.0,0.0,0.0,0.0,3.3333333333333335,10.0,10.0,20.0,56.666666666666664,0.0,0.0,-7.6923076923076925,0.0,-4.3589743589743595,-5.384615384615385,-5.384615384615385,-3.0769230769230766,25.897435897435894,"TUBE, TRANSAXLE LUBE APPLY",70.0,（株）メタルテック,1.0,1.0,1.9,1Y,ＴＰ３３２フタナシ,0.022000000000000002,2.74,手配,13.0,30.0,3.1500000000000004,2.37,-0.7800000000000002,1.5488495575221233,1.601150442477877,0.6793120273237383,1.6906879726762618,17.271428571428572,22.98,15.764285714285714,21.67
34,35847ECE010,0.0,0.0,15.625,15.625,0.0,3.125,6.25,15.625,43.75,0.0,0.0,1.5151515151515151,0.0,9.090909090909092,3.0303030303030303,4.545454545454546,12.121212121212121,69.6969696969697,0.0,0.0,-14.109848484848484,-15.625,9.090909090909092,-0.09469696969696972,-1.7045454545454541,-3.503787878787879,25.946969696969703,"TUBE, TRANSAXLE LUBE APPLY",40.0,（株）メタルテック,1.0,1.0,1.9,1Y,ＴＰ３３２フタナシ,0.022000000000000002,3.3,手配,32.0,66.0,3.1000000000000005,2.1800000000000006,-0.9199999999999999,1.2723427897971191,1.8276572102028814,0.580459770114942,1.5995402298850587,35.8375,48.9725,34.25,47.55
35,35847ECE020,0.0,0.0,4.761904761904762,9.523809523809524,4.761904761904762,19.047619047619047,9.523809523809524,19.047619047619047,33.33333333333333,0.0,0.0,2.2222222222222223,2.2222222222222223,2.2222222222222223,4.444444444444445,8.88888888888889,15.555555555555555,64.44444444444444,0.0,0.0,-2.5396825396825395,-7.301587301587301,-2.5396825396825395,-14.603174603174603,-0.6349206349206344,-3.492063492063492,31.111111111111114,"TUBE, TRANSAXLE LUBE APPLY",60.0,（株）メタルテック,1.0,1.0,1.9,1Y,ＴＰ３３２フタナシ,0.022000000000000002,3.5,手配,21.0,45.0,2.9700000000000006,2.4300000000000006,-0.54,1.38851418469568,1.5814858153043205,0.6106896551724142,1.8193103448275862,24.453833333333332,33.210499999999996,22.723333333333333,31.59
36,35882ECB010,0.0,0.0,28.57142857142857,0.0,9.523809523809524,14.285714285714285,14.285714285714285,9.523809523809524,23.809523809523807,0.0,0.0,8.695652173913043,0.0,6.521739130434782,2.1739130434782608,13.043478260869565,26.08695652173913,43.47826086956522,0.0,0.0,-19.875776397515526,0.0,-3.0020703933747415,-12.111801242236023,-1.2422360248447202,16.563146997929607,19.668737060041412,"TUBE, DIFFERENTIAL GEAR LUBE APPLY",50.0,（株）メタルテック,1.0,1.0,1.9,1Y,ＴＰ３３２フタナシ,0.022000000000000002,2.5,手配,21.0,46.0,1.95,1.6700000000000004,-0.2799999999999996,1.4034639696586597,0.5465360303413402,0.6280800195169556,1.0419199804830448,22.98,30.972,21.67,29.938000000000002
37,41310ECB010,0.0,0.0,47.2972972972973,12.162162162162163,14.864864864864865,1.3513513513513513,0.0,24.324324324324326,0.0,0.0,1.7364657814096014,11.95097037793667,20.531154239019408,33.40143003064352,10.41879468845761,6.026557711950971,1.1235955056179776,14.81103166496425,0.0,1.7364657814096014,-35.34632691936063,8.368992076857245,18.536565165778654,9.067443337106258,6.026557711950971,-23.20072881870635,14.81103166496425,"GEAR ASSY, DIFFERENTIAL",2.0,（株）オンド,1.0,4.0,4.0,1Y,サンボックス＃２４Ａフタアリ,0.033,16.99,手配,74.0,1027.0,1.06,0.79,-0.27,1.3245385587863443,-0.26453855878634425,0.700246401561346,0.08975359843865405,702.3,752.25,715.1149999999999,766.7899999999998
38,41310ECE010,0.0,0.0,28.09917355371901,29.75206611570248,32.231404958677686,5.785123966942149,0.0,4.132231404958678,0.0,0.0,1.3385826771653544,3.385826771653543,6.929133858267717,16.22047244094488,16.456692913385826,24.094488188976378,8.11023622047244,23.46456692913386,0.0,1.3385826771653544,-24.713346782065464,-22.822932257434765,-16.010932517732805,10.671568946443678,24.094488188976378,3.9780048155137626,23.46456692913386,"GEAR ASSY, DIFFERENTIAL",2.0,（株）オンド,1.0,4.0,4.0,1Y,サンボックス＃２４Ａフタアリ,0.033,14.51,手配,121.0,1321.0,1.1,1.15,0.04999999999999982,1.3216171394898486,-0.2216171394898485,0.712068965517256,0.43793103448274395,922.4499999999999,988.1249999999999,933.9999999999999,1000.4999999999999
39,5040056001E,0.0,8.333333333333332,12.5,0.0,8.333333333333332,12.5,20.833333333333336,8.333333333333332,29.166666666666668,0.0,0.0,5.88235294117647,8.823529411764707,11.76470588235294,2.941176470588235,35.294117647058826,8.823529411764707,26.47058823529412,0.0,-8.333333333333332,-6.61764705882353,8.823529411764707,3.431372549019608,-9.558823529411764,14.46078431372549,0.49019607843137436,-2.6960784313725483,"CLAMP, TUBE",300.0,サトープレス工業（株）,1.0,1.0,1.78,1Y,ＡＷ１３１フタナシ,0.006,1.545,手配,24.0,34.0,2.84,1.8250000000000002,-1.0149999999999997,1.466156763590391,1.373843236409609,1.0410880702610397,0.7839119297389605,22.313999999999997,28.973999999999997,22.981,29.871000000000002
