かんばんシリアル,伝票番号,拠点所番地,品番,品名,収容数,仕入先名,仕入先工場名,ステータス,納入日,納入便,発注日時,印刷日時,検収日時,順立装置入庫日時,順立装置出庫日時,回収日時,発注印刷LT,発注検収LT,発注順立装置入庫LT,発注順立装置出庫LT,発注回収LT,更新日時,印刷検収LT,検収入庫LT,入庫出庫LT,出庫回収LT,社内LT,平均日量数,基準在庫枚数日数,A,B,C,整備室,箱種,箱サイズ,箱重量,基準在庫日数,基準在庫枚数,手配区分,基準在庫日数（基準在庫枚数込み）,実績在庫日数,在庫状態
1Z23J00000063,XCEN670,30439,33490ECB010    ,ｵｲﾙｸｰﾗｰASSY                   ,4,マレリ（株）,澁澤倉庫,回収済,2023/9/5,1,2023/9/1 0:35,2023/9/1 8:22,2023/9/5 7:37,2023/9/5 10:10,2023/9/5 22:14,2023/9/6 10:49,0.32,4.29,4.4,4.9,5.43,2023/9/9 13:23,3.97,0.11,0.5,0.53,1.14,390.3809524,0.030739205,1,2,3.92,1Y,ＴＰ３３１．５フタアリ,0.019,0.019,0.82,3,手配,0.850739205,1.14,異常2
1Z23J00000063,XCEN670,30439,33490ECB010    ,ｵｲﾙｸｰﾗｰASSY                   ,4,マレリ（株）,澁澤倉庫,回収済,2023/9/5,1,2023/9/1 0:35,2023/9/1 8:22,2023/9/5 7:37,2023/9/6 5:41,2023/9/6 5:46,2023/9/6 10:49,0.32,4.29,5.21,5.22,5.43,2023/9/9 13:23,3.97,0.92,0.01,0.21,1.14,390.3809524,0.030739205,1,2,3.92,1Y,ＴＰ３３１．５フタアリ,0.019,0.019,0.82,3,手配,0.850739205,1.14,異常2
1Z23J00000064,XCEN670,30439,33490ECB010    ,ｵｲﾙｸｰﾗｰASSY                   ,4,マレリ（株）,澁澤倉庫,回収済,2023/9/5,1,2023/9/1 0:35,2023/9/1 8:22,2023/9/5 7:37,2023/9/5 10:21,2023/9/6 7:01,2023/9/6 12:22,0.32,4.29,4.41,5.27,5.49,2023/9/9 13:23,3.97,0.12,0.86,0.22,1.2,390.3809524,0.030739205,1,2,3.92,1Y,ＴＰ３３１．５フタアリ,0.019,0.019,0.82,3,手配,0.850739205,1.2,異常2
1Z23J00000066,XCEN670,30439,33490ECB010    ,ｵｲﾙｸｰﾗｰASSY                   ,4,マレリ（株）,澁澤倉庫,回収済,2023/9/5,1,2023/9/1 0:35,2023/9/1 8:22,2023/9/5 7:37,2023/9/5 10:13,2023/9/6 4:23,2023/9/6 7:15,0.32,4.29,4.4,5.16,5.28,2023/9/9 13:23,3.97,0.11,0.76,0.12,0.99,390.3809524,0.030739205,1,2,3.92,1Y,ＴＰ３３１．５フタアリ,0.019,0.019,0.82,3,手配,0.850739205,0.99,異常1
1Z23J00000070,XCEN670,30440,33490ECE010    ,ｵｲﾙｸｰﾗｰASSY                   ,4,マレリ（株）,澁澤倉庫,回収済,2023/9/5,1,2023/9/1 0:35,2023/9/1 8:22,2023/9/5 7:37,2023/9/5 9:24,2023/9/6 0:55,2023/9/6 3:41,0.32,4.29,4.37,5.01,5.13,2023/9/9 13:23,3.97,0.08,0.64,0.12,0.84,497.1428571,0.024137931,1,2,3.92,1Y,ＴＰ３３１．５フタアリ,0.019,0.019,0.81,3,手配,0.834137931,0.84,異常1
1Z23J00000071,XCEN670,30440,33490ECE010    ,ｵｲﾙｸｰﾗｰASSY                   ,4,マレリ（株）,澁澤倉庫,回収済,2023/9/5,1,2023/9/1 0:35,2023/9/1 8:22,2023/9/5 7:37,2023/9/5 9:24,2023/9/6 4:31,2023/9/6 7:15,0.32,4.29,4.37,5.16,5.28,2023/9/9 13:23,3.97,0.08,0.79,0.12,0.99,497.1428571,0.024137931,1,2,3.92,1Y,ＴＰ３３１．５フタアリ,0.019,0.019,0.81,3,手配,0.834137931,0.99,異常1
1Z23J00000073,XCEN670,30440,33490ECE010    ,ｵｲﾙｸｰﾗｰASSY                   ,4,マレリ（株）,澁澤倉庫,回収済,2023/9/5,1,2023/9/1 0:35,2023/9/1 8:22,2023/9/5 7:37,2023/9/5 9:23,2023/9/6 9:25,2023/9/6 12:22,0.32,4.29,4.37,5.37,5.49,2023/9/9 13:23,3.97,0.08,1,0.12,1.2,497.1428571,0.024137931,1,2,3.92,1Y,ＴＰ３３１．５フタアリ,0.019,0.019,0.81,3,手配,0.834137931,1.2,異常2
1Z23J00000074,XCEN670,30440,33490ECE010    ,ｵｲﾙｸｰﾗｰASSY                   ,4,マレリ（株）,澁澤倉庫,回収済,2023/9/5,1,2023/9/1 0:35,2023/9/1 8:22,2023/9/5 7:37,2023/9/5 9:24,2023/9/6 9:43,2023/9/6 12:22,0.32,4.29,4.37,5.38,5.49,2023/9/9 13:23,3.97,0.08,1.01,0.11,1.2,497.1428571,0.024137931,1,2,3.92,1Y,ＴＰ３３１．５フタアリ,0.019,0.019,0.81,3,手配,0.834137931,1.2,異常2
1Z23J00000075,XCEN670,30440,33490ECE010    ,ｵｲﾙｸｰﾗｰASSY                   ,4,マレリ（株）,澁澤倉庫,回収済,2023/9/5,1,2023/9/1 0:35,2023/9/1 8:22,2023/9/5 7:37,2023/9/5 9:23,2023/9/6 4:22,2023/9/6 7:15,0.32,4.29,4.37,5.16,5.28,2023/9/9 13:23,3.97,0.08,0.79,0.12,0.99,497.1428571,0.024137931,1,2,3.92,1Y,ＴＰ３３１．５フタアリ,0.019,0.019,0.81,3,手配,0.834137931,0.99,異常1
1Z23J00000076,XCEN670,30440,33490ECE010    ,ｵｲﾙｸｰﾗｰASSY                   ,4,マレリ（株）,澁澤倉庫,回収済,2023/9/5,1,2023/9/1 0:35,2023/9/1 8:22,2023/9/5 7:37,2023/9/5 9:27,2023/9/6 5:17,2023/9/6 7:15,0.32,4.29,4.37,5.2,5.28,2023/9/9 13:23,3.97,0.08,0.83,0.08,0.99,497.1428571,0.024137931,1,2,3.92,1Y,ＴＰ３３１．５フタアリ,0.019,0.019,0.81,3,手配,0.834137931,0.99,異常1
1Z23J00000081,XCEN670,30440,33490ECE010    ,ｵｲﾙｸｰﾗｰASSY                   ,4,マレリ（株）,澁澤倉庫,回収済,2023/9/5,1,2023/9/1 0:35,2023/9/1 8:22,2023/9/5 7:37,2023/9/5 9:29,2023/9/6 6:31,2023/9/6 10:49,0.32,4.29,4.37,5.25,5.43,2023/9/9 13:23,3.97,0.08,0.88,0.18,1.14,497.1428571,0.024137931,1,2,3.92,1Y,ＴＰ３３１．５フタアリ,0.019,0.019,0.81,3,手配,0.834137931,1.14,異常2
1Z23J00000082,XCEN670,30440,33490ECE010    ,ｵｲﾙｸｰﾗｰASSY                   ,4,マレリ（株）,澁澤倉庫,回収済,2023/9/5,1,2023/9/1 0:35,2023/9/1 8:22,2023/9/5 7:37,2023/9/5 9:30,2023/9/6 0:55,2023/9/6 3:41,0.32,4.29,4.37,5.01,5.13,2023/9/9 13:23,3.97,0.08,0.64,0.12,0.84,497.1428571,0.024137931,1,2,3.92,1Y,ＴＰ３３１．５フタアリ,0.019,0.019,0.81,3,手配,0.834137931,0.84,異常1
1Z23J00000083,XCEN670,30440,33490ECE010    ,ｵｲﾙｸｰﾗｰASSY                   ,4,マレリ（株）,澁澤倉庫,回収済,2023/9/5,1,2023/9/1 0:35,2023/9/1 8:22,2023/9/5 7:37,2023/9/5 9:30,2023/9/6 7:00,2023/9/6 10:49,0.32,4.29,4.37,5.27,5.43,2023/9/9 13:23,3.97,0.08,0.9,0.16,1.14,497.1428571,0.024137931,1,2,3.92,1Y,ＴＰ３３１．５フタアリ,0.019,0.019,0.81,3,手配,0.834137931,1.14,異常2
1Z23J00000092,XCEN190,40139,9036659A009    ,ﾚｰｽﾃｰﾊﾟｰﾄﾞﾛｰﾗｰﾍﾞｱﾘﾝｸﾞｲﾝﾅｰ     ,36,（株）ジェイテクト,香川工場,回収済,2023/9/5,1,2023/9/1 8:55,2023/9/1 11:04,2023/9/5 9:12,2023/9/5 15:48,2023/9/5 17:07,2023/9/6 0:26,0.09,4.01,4.29,4.34,4.65,2023/9/9 13:23,3.92,0.28,0.05,0.31,0.64,887.5238095,0.040562292,1,1,1.9,1Y,サンボックス＃９Ｆフタナシ,0.013,9.88,0.59,1,手配,0.630562292,0.64,異常1
1Z23J00000093,XCEN190,40139,9036659A009    ,ﾚｰｽﾃｰﾊﾟｰﾄﾞﾛｰﾗｰﾍﾞｱﾘﾝｸﾞｲﾝﾅｰ     ,36,（株）ジェイテクト,香川工場,回収済,2023/9/5,1,2023/9/1 8:55,2023/9/1 11:04,2023/9/5 9:12,2023/9/5 15:42,2023/9/6 4:27,2023/9/6 7:15,0.09,4.01,4.28,4.81,4.93,2023/9/9 13:23,3.92,0.27,0.53,0.12,0.92,887.5238095,0.040562292,1,1,1.9,1Y,サンボックス＃９Ｆフタナシ,0.013,9.88,0.59,1,手配,0.630562292,0.92,異常2
1Z23J00000095,XCEN190,40137,9036659A010    ,ﾚｰｽﾃｰﾊﾟｰﾄﾞﾛｰﾗｰﾍﾞｱﾘﾝｸﾞｱｳﾀｰ     ,36,（株）ジェイテクト,香川工場,回収済,2023/9/5,1,2023/9/1 8:55,2023/9/1 11:04,2023/9/5 9:12,2023/9/5 14:43,2023/9/6 4:55,2023/9/6 7:15,0.09,4.01,4.24,4.83,4.93,2023/9/9 13:23,3.92,0.23,0.59,0.1,0.92,887.5238095,0.040562292,1,1,1.9,1Y,サンボックス＃９Ｆフタナシ,0.013,7.144,0.59,1,手配,0.630562292,0.92,異常2
1Z23J00000125,XCEN710,10478,35505ECB010    ,ﾚﾊﾞｰS/Aﾊﾟｰｷﾝｸﾞﾛｯｸ             ,24,中庸スプリング（株）,< NULL >,回収済,2023/9/4,1,2023/9/1 1:57,2023/9/1 9:29,2023/9/4 7:22,2023/9/4 11:07,2023/9/5 6:16,2023/9/5 9:18,0.31,3.23,3.38,4.18,4.31,2023/9/8 13:23,2.92,0.15,0.8,0.13,1.08,390.3809524,0.061478409,1,2,2.34,1Y,ＴＰ１３１フタナシ,0.009,2.45,0.81,1,手配,0.871478409,1.08,異常1
1Z23J00000126,XCEN340,10397,34989ECB020    ,ﾗﾍﾞﾙ                          ,500,（株）槌屋,知立工場,回収済,2023/9/5,1,2023/9/1 6:47,2023/9/1 13:16,2023/9/5 18:42,2023/9/6 3:48,2023/9/6 22:31,2023/9/7 18:12,0.27,4.5,4.88,5.65,6.48,2023/9/10 13:22,4.23,0.38,0.77,0.83,1.98,716.7692308,0.697574587,1,1,2.33,1Y,ＴＰ１３１フタナシ,0.006,1,0.81,1,手配,1.507574587,1.98,異常2
1Z23J00000126,XCEN340,10397,34989ECB020    ,ﾗﾍﾞﾙ                          ,500,（株）槌屋,知立工場,回収済,2023/9/5,1,2023/9/1 6:47,2023/9/1 13:16,2023/9/5 18:42,2023/9/7 5:38,2023/9/7 6:24,2023/9/7 18:12,0.27,4.5,5.95,5.98,6.48,2023/9/10 13:22,4.23,1.45,0.03,0.5,1.98,716.7692308,0.697574587,1,1,2.33,1Y,ＴＰ１３１フタナシ,0.006,1,0.81,1,手配,1.507574587,1.98,異常2
1Z23J00000130,XCEN610,50420,9031150A015    ,ｼｰﾙﾀｲﾌﾟTｵｲﾙ                   ,84,ＮＯＫ（株）,< NULL >,回収済,2023/9/4,2,2023/9/1 1:14,2023/9/1 9:01,2023/9/4 21:48,2023/9/5 4:02,2023/9/5 12:31,2023/9/5 18:21,0.32,3.86,4.12,4.47,4.71,2023/9/8 13:23,3.54,0.26,0.35,0.24,0.85,887.5238095,0.094645348,1,2,3.52,1Y,サンボックス＃２４Ｂフタナシ,0.021,5.56,0.53,1,手配,0.624645348,0.85,異常2
1Z23J00000145,XCEN480,20490,82824ECB020    ,ﾜｲﾔﾘﾝｸﾞﾊｰﾈｽｺﾈｸﾀ               ,40,矢崎総業（株）,< NULL >,回収済,2023/9/5,1,2023/9/1 10:50,2023/9/1 14:04,2023/9/5 10:26,2023/9/5 14:16,2023/9/6 3:10,2023/9/6 6:33,0.14,3.98,4.14,4.68,4.82,2023/9/9 13:23,3.84,0.16,0.54,0.14,0.84,887.5238095,0.045069213,1,1,1.79,1Y,ＴＰ３３１フタアリ,0.014,5.7,0.58,1,手配,0.625069213,0.84,異常2
1Z23J00000160,XCEP110,50495,G9201ECB030    ,ｶﾊﾞｰｲﾝﾊﾞｰﾀｰ                   ,8,佐藤工業（株）,藤塗装,回収済,2023/9/6,1,2023/9/1 6:47,2023/9/5 9:02,2023/9/6 7:27,2023/9/6 23:54,2023/9/7 3:19,2023/9/7 7:06,4.09,5.03,5.71,5.85,6.01,2023/9/10 13:22,0.94,0.68,0.14,0.16,0.98,390.3333333,0.040990606,1,2,5.82,1Y,Ｔ２０３フタナシ,0.027,7.806,0.78,2,手配,0.820990606,0.98,異常1
1Z23J00000161,XCEP110,50446,G9201ECE010    ,ｶﾊﾞｰｲﾝﾊﾞｰﾀｰ                   ,8,佐藤工業（株）,藤塗装,回収済,2023/9/6,1,2023/9/1 6:47,2023/9/5 9:02,2023/9/6 7:27,2023/9/7 0:00,2023/9/7 8:55,2023/9/7 12:18,4.09,5.03,5.72,6.09,6.23,2023/9/10 13:22,0.94,0.69,0.37,0.14,1.2,497.0952381,0.032186991,1,2,5.82,1Y,サンボックス＃２０Ｂフタナシ,0.027,7.806,0.86,2,手配,0.892186991,1.2,異常2
1Z23J00000162,XCEP110,50446,G9201ECE010    ,ｶﾊﾞｰｲﾝﾊﾞｰﾀｰ                   ,8,佐藤工業（株）,藤塗装,回収済,2023/9/6,1,2023/9/1 6:47,2023/9/5 9:02,2023/9/6 7:27,2023/9/6 23:57,2023/9/7 6:00,2023/9/7 9:56,4.09,5.03,5.71,5.97,6.13,2023/9/10 13:22,0.94,0.68,0.26,0.16,1.1,497.0952381,0.032186991,1,2,5.82,1Y,サンボックス＃２０Ｂフタナシ,0.027,7.806,0.86,2,手配,0.892186991,1.1,異常1
1Z23J00000164,XCEP110,50446,G9201ECE010    ,ｶﾊﾞｰｲﾝﾊﾞｰﾀｰ                   ,8,佐藤工業（株）,藤塗装,回収済,2023/9/6,1,2023/9/1 6:47,2023/9/5 9:02,2023/9/6 7:27,2023/9/7 0:00,2023/9/7 3:40,2023/9/7 7:06,4.09,5.03,5.72,5.87,6.01,2023/9/10 13:22,0.94,0.69,0.15,0.14,0.98,497.0952381,0.032186991,1,2,5.82,1Y,サンボックス＃２０Ｂフタナシ,0.027,7.806,0.86,2,手配,0.892186991,0.98,異常1
1Z23J00000168,XCEP110,50446,G9201ECE010    ,ｶﾊﾞｰｲﾝﾊﾞｰﾀｰ                   ,8,佐藤工業（株）,藤塗装,回収済,2023/9/6,1,2023/9/1 6:47,2023/9/5 9:02,2023/9/6 7:27,2023/9/6 23:56,2023/9/7 6:00,2023/9/7 9:56,4.09,5.03,5.71,5.97,6.13,2023/9/10 13:22,0.94,0.68,0.26,0.16,1.1,497.0952381,0.032186991,1,2,5.82,1Y,サンボックス＃２０Ｂフタナシ,0.027,7.806,0.86,2,手配,0.892186991,1.1,異常1
1Z23J00000247,XCEP380,20379,3040052001B    ,ﾌﾟﾗｸﾞｳｲｽﾞﾍﾂﾄﾞｽﾄﾚ-ﾄｽｸﾘﾕ-       ,500,（株）青山製作所,< NULL >,回収済,2023/9/4,1,2023/9/1 3:41,2023/9/1 11:03,2023/9/4 8:18,2023/9/4 11:04,2023/9/4 22:52,2023/9/5 7:16,0.31,3.19,3.31,3.8,4.15,2023/9/8 13:23,2.88,0.12,0.49,0.35,0.96,4047.238095,0.370623117,1,6,5.76,1Y,ＴＰ３３１フタナシ,0.012,11.97,0.52,3,手配,0.890623117,0.96,異常1
1Z23J00000250,XCEP380,20380,9010508A014    ,ﾎﾞﾙﾄﾌﾗﾝｼﾞ                     ,500,（株）青山製作所,< NULL >,回収済,2023/9/4,1,2023/9/1 3:41,2023/9/1 11:03,2023/9/4 8:18,2023/9/4 11:13,2023/9/4 22:42,2023/9/5 1:54,0.31,3.19,3.31,3.79,3.93,2023/9/8 13:23,2.88,0.12,0.48,0.14,0.74,33549.04762,0.044710658,1,6,5.76,1Y,ＴＰ３３１フタナシ,0.012,8.83,0.54,3,手配,0.584710658,0.74,異常2
1Z23J00000251,XCEP380,20380,9010508A014    ,ﾎﾞﾙﾄﾌﾗﾝｼﾞ                     ,500,（株）青山製作所,< NULL >,回収済,2023/9/4,1,2023/9/1 3:41,2023/9/1 11:03,2023/9/4 8:18,2023/9/4 11:07,2023/9/4 23:27,2023/9/5 1:07,0.31,3.19,3.31,3.82,3.89,2023/9/8 13:23,2.88,0.12,0.51,0.07,0.7,33549.04762,0.044710658,1,6,5.76,1Y,ＴＰ３３１フタナシ,0.012,8.83,0.54,3,手配,0.584710658,0.7,異常1
1Z23J00000256,XCEP380,20389,9010512A018    ,ﾎﾞﾙﾄﾌﾗﾝｼﾞ                     ,200,（株）青山製作所,< NULL >,回収済,2023/9/4,1,2023/9/1 3:41,2023/9/1 11:03,2023/9/4 8:18,2023/9/4 11:22,2023/9/5 2:21,2023/9/5 7:16,0.31,3.19,3.32,3.94,4.15,2023/9/8 13:23,2.88,0.13,0.62,0.21,0.96,12211.80952,0.049132768,1,6,5.76,1Y,ＴＰ３３１フタナシ,0.012,9.85,0.74,3,手配,0.789132768,0.96,異常1
1Z23J00000257,XCEP380,20389,9010512A018    ,ﾎﾞﾙﾄﾌﾗﾝｼﾞ                     ,200,（株）青山製作所,< NULL >,回収済,2023/9/4,1,2023/9/1 3:41,2023/9/1 11:03,2023/9/4 8:18,2023/9/4 11:21,2023/9/5 3:52,2023/9/5 7:16,0.31,3.19,3.32,4.01,4.15,2023/9/8 13:23,2.88,0.13,0.69,0.14,0.96,12211.80952,0.049132768,1,6,5.76,1Y,ＴＰ３３１フタナシ,0.012,9.85,0.74,3,手配,0.789132768,0.96,異常1
1Z23J00000258,XCEP380,20389,9010512A018    ,ﾎﾞﾙﾄﾌﾗﾝｼﾞ                     ,200,（株）青山製作所,< NULL >,回収済,2023/9/4,1,2023/9/1 3:41,2023/9/1 11:03,2023/9/4 8:18,2023/9/4 11:24,2023/9/5 3:53,2023/9/5 7:16,0.31,3.19,3.32,4.01,4.15,2023/9/8 13:23,2.88,0.13,0.69,0.14,0.96,12211.80952,0.049132768,1,6,5.76,1Y,ＴＰ３３１フタナシ,0.012,9.85,0.74,3,手配,0.789132768,0.96,異常1
1Z23J00000259,XCEP380,20383,9015906A021    ,ｽｸﾘｭｰW/ﾜｯｼｬｰ                  ,1200,（株）青山製作所,< NULL >,回収済,2023/9/4,1,2023/9/1 3:41,2023/9/1 11:03,2023/9/4 8:18,2023/9/4 11:18,2023/9/5 14:22,2023/9/5 16:31,0.31,3.19,3.32,4.45,4.53,2023/9/8 13:23,2.88,0.13,1.13,0.08,1.34,7488.952381,0.480708091,1,6,5.76,1Y,ＴＰ３３１フタナシ,0.012,9.71,0.52,3,手配,1.000708091,1.34,異常2
1Z23J00000260,XCEP380,20386,9015906A022    ,ｽｸﾘｭｰW/ﾜｯｼｬｰ                  ,1500,（株）青山製作所,< NULL >,回収済,2023/9/4,1,2023/9/1 3:41,2023/9/1 11:03,2023/9/4 8:18,2023/9/4 11:14,2023/9/5 5:57,2023/9/5 10:50,0.31,3.19,3.31,4.09,4.3,2023/9/8 13:23,2.88,0.12,0.78,0.21,1.11,13311.42857,0.338055377,1,6,5.76,1Y,ＴＰ３３１フタナシ,0.012,10.13,0.51,3,手配,0.848055377,1.11,異常2
1Z23J00000261,XCEP380,20386,9015906A022    ,ｽｸﾘｭｰW/ﾜｯｼｬｰ                  ,1500,（株）青山製作所,< NULL >,回収済,2023/9/4,1,2023/9/1 3:41,2023/9/1 11:03,2023/9/4 8:18,2023/9/4 11:15,2023/9/5 7:19,2023/9/5 11:33,0.31,3.19,3.32,4.15,4.33,2023/9/8 13:23,2.88,0.13,0.83,0.18,1.14,13311.42857,0.338055377,1,6,5.76,1Y,ＴＰ３３１フタナシ,0.012,10.13,0.51,3,手配,0.848055377,1.14,異常2
1Z23J00000267,XCEP310,30391,35174ECB010    ,ﾌﾟﾚｰﾄｵｲﾙﾘｻﾞｰﾊﾞｰﾛｯｸ            ,20,（株）浅賀井製作所,安城工場,回収済,2023/9/4,3,2023/9/1 3:41,2023/9/1 10:30,2023/9/4 21:54,2023/9/5 3:11,2023/9/5 23:19,2023/9/6 1:28,0.28,3.76,3.98,4.82,4.91,2023/9/9 13:23,3.48,0.22,0.84,0.09,1.15,390.3809524,0.051232008,1,4,6.88,1Y,ＴＰ３３２フタナシ,0.022,3.52,0.87,1,手配,0.921232008,1.15,異常1
1Z23J00000307,XCEP480,30439,33490ECB010    ,ｵｲﾙｸｰﾗｰASSY                   ,4,マレリ（株）,澁澤倉庫,回収済,2023/9/5,2,2023/9/1 10:50,2023/9/1 14:02,2023/9/5 13:01,2023/9/6 0:28,2023/9/6 11:28,2023/9/6 16:31,0.13,4.09,4.57,5.03,5.24,2023/9/9 13:23,3.96,0.48,0.46,0.21,1.15,390.3809524,0.030739205,1,2,3.92,1Y,ＴＰ３３１．５フタアリ,0.019,0.019,0.82,3,手配,0.850739205,1.15,異常2
1Z23J00000308,XCEP480,30439,33490ECB010    ,ｵｲﾙｸｰﾗｰASSY                   ,4,マレリ（株）,澁澤倉庫,回収済,2023/9/5,2,2023/9/1 10:50,2023/9/1 14:02,2023/9/5 13:01,2023/9/6 0:27,2023/9/6 11:28,2023/9/6 16:31,0.13,4.09,4.57,5.03,5.24,2023/9/9 13:23,3.96,0.48,0.46,0.21,1.15,390.3809524,0.030739205,1,2,3.92,1Y,ＴＰ３３１．５フタアリ,0.019,0.019,0.82,3,手配,0.850739205,1.15,異常2
1Z23J00000309,XCEP480,30439,33490ECB010    ,ｵｲﾙｸｰﾗｰASSY                   ,4,マレリ（株）,澁澤倉庫,回収済,2023/9/5,2,2023/9/1 10:50,2023/9/1 14:02,2023/9/5 13:01,2023/9/6 0:30,2023/9/6 6:14,2023/9/6 10:49,0.13,4.09,4.57,4.81,5,2023/9/9 13:23,3.96,0.48,0.24,0.19,0.91,390.3809524,0.030739205,1,2,3.92,1Y,ＴＰ３３１．５フタアリ,0.019,0.019,0.82,3,手配,0.850739205,0.91,異常1
1Z23J00000310,XCEP480,30439,33490ECB010    ,ｵｲﾙｸｰﾗｰASSY                   ,4,マレリ（株）,澁澤倉庫,回収済,2023/9/5,2,2023/9/1 10:50,2023/9/1 14:02,2023/9/5 13:01,2023/9/6 0:33,2023/9/6 11:42,2023/9/6 16:31,0.13,4.09,4.57,5.04,5.24,2023/9/9 13:23,3.96,0.48,0.47,0.2,1.15,390.3809524,0.030739205,1,2,3.92,1Y,ＴＰ３３１．５フタアリ,0.019,0.019,0.82,3,手配,0.850739205,1.15,異常2
1Z23J00000311,XCEP480,30439,33490ECB010    ,ｵｲﾙｸｰﾗｰASSY                   ,4,マレリ（株）,澁澤倉庫,回収済,2023/9/5,2,2023/9/1 10:50,2023/9/1 14:02,2023/9/5 13:01,2023/9/6 0:39,2023/9/6 10:18,2023/9/6 15:46,0.13,4.09,4.58,4.98,5.21,2023/9/9 13:23,3.96,0.49,0.4,0.23,1.12,390.3809524,0.030739205,1,2,3.92,1Y,ＴＰ３３１．５フタアリ,0.019,0.019,0.82,3,手配,0.850739205,1.12,異常2
1Z23J00000312,XCEP480,30440,33490ECE010    ,ｵｲﾙｸｰﾗｰASSY                   ,4,マレリ（株）,澁澤倉庫,回収済,2023/9/5,2,2023/9/1 10:50,2023/9/1 14:02,2023/9/5 13:01,2023/9/5 23:57,2023/9/6 9:09,2023/9/6 12:22,0.13,4.09,4.55,4.93,5.06,2023/9/9 13:23,3.96,0.46,0.38,0.13,0.97,497.1428571,0.024137931,1,2,3.92,1Y,ＴＰ３３１．５フタアリ,0.019,0.019,0.81,3,手配,0.834137931,0.97,異常1
1Z23J00000318,XCEP480,30440,33490ECE010    ,ｵｲﾙｸｰﾗｰASSY                   ,4,マレリ（株）,澁澤倉庫,回収済,2023/9/5,2,2023/9/1 10:50,2023/9/1 14:02,2023/9/5 13:01,2023/9/6 0:02,2023/9/6 15:04,2023/9/6 16:31,0.13,4.09,4.55,5.18,5.24,2023/9/9 13:23,3.96,0.46,0.63,0.06,1.15,497.1428571,0.024137931,1,2,3.92,1Y,ＴＰ３３１．５フタアリ,0.019,0.019,0.81,3,手配,0.834137931,1.15,異常2
1Z23J00000325,XCEN190,40137,9036659A010    ,ﾚｰｽﾃｰﾊﾟｰﾄﾞﾛｰﾗｰﾍﾞｱﾘﾝｸﾞｱｳﾀｰ     ,36,（株）ジェイテクト,香川工場,回収済,2023/9/5,1,2023/9/1 8:55,2023/9/1 11:04,2023/9/5 9:12,2023/9/5 14:37,2023/9/6 3:58,2023/9/6 6:33,0.09,4.01,4.24,4.79,4.9,2023/9/9 13:23,3.92,0.23,0.55,0.11,0.89,887.5238095,0.040562292,1,1,1.9,1Y,サンボックス＃９Ｆフタナシ,0.013,7.144,0.59,1,手配,0.630562292,0.89,異常2
1Z23J00000327,XCEN440,10447,35145ECB010    ,ｵｲﾙﾌﾟﾚｰﾄ                      ,100,三共鋼業（株）,東浦南工場,回収済,2023/9/5,1,2023/9/1 10:50,2023/9/1 13:14,2023/9/5 7:22,2023/9/5 15:08,2023/9/6 12:33,2023/9/7 1:55,0.1,3.86,4.18,5.07,5.63,2023/9/10 13:22,3.76,0.32,0.89,0.56,1.77,390.3809524,0.768480117,1,1,1.74,1Y,ＴＰ１３１フタナシ,0.006,4.63,0.62,3,手配,1.388480117,1.77,異常2
1Z23J00000359,XCEN710,10480,9094906A012    ,ｸﾗﾝﾌﾟﾜｲﾔﾘﾝｸﾞ                  ,500,中庸スプリング（株）,< NULL >,回収済,2023/9/4,1,2023/9/1 1:57,2023/9/1 9:29,2023/9/4 7:22,2023/9/4 11:08,2023/9/5 11:09,2023/9/5 14:55,0.31,3.23,3.38,4.38,4.54,2023/9/8 13:23,2.92,0.15,1,0.16,1.31,3052.952381,0.491327677,1,2,2.34,1Y,AW131ﾌﾀﾅｼ,0.006,1.85,0.59,3,手配,1.081327677,1.31,異常1
1Z23J00000360,XCEN610,10417,9030111A014    ,ﾘﾝｸﾞO                         ,1000,ＮＯＫ（株）,< NULL >,回収済,2023/9/4,2,2023/9/1 1:14,2023/9/1 9:01,2023/9/4 21:48,2023/9/5 4:03,2023/9/6 2:21,2023/9/6 10:06,0.32,3.86,4.12,5.05,5.37,2023/9/9 13:23,3.54,0.26,0.93,0.32,1.51,4437.619048,0.676038202,1,2,3.52,1Y,ＴＰ１３１フタナシ,0.006,0.6,0.56,3,手配,1.236038202,1.51,異常1
1Z23J00000361,XCEN940,30142,G1250ECB010    ,"ﾊﾟｲﾌﾟASSY,ﾓｰﾀｰｸﾘｰﾆﾝｸﾞNO.1     ",60,（株）バルカー,豊田営業所,回収済,2023/9/6,1,2023/9/1 3:41,2023/9/1 12:41,2023/9/6 9:18,2023/9/6 17:31,2023/9/7 15:47,2023/9/8 1:06,0.38,5.23,5.58,6.5,6.89,2023/9/11 13:23,4.85,0.35,0.92,0.39,1.66,239.5238095,0.250497018,1,2,6.2,1Y,ＴＰ３３２フタナシ,0.022,1.94,0.87,1,手配,1.120497018,1.66,異常2
