品番,加工図符号,類別,品名,整備室,整備室名,手配区分,工程内外製,工程ｺｰﾄﾞ,仕入先名/工場名,発送場所,発送場所名,受給区分,資材区分,後工程内外製,後工程ｺｰﾄﾞ,後工程仕入先名/工場名,受入場所,受入場所名,中継区分,中継工場,中継場所,中継場所名,納入ｻｲｸﾙ間隔,納入ｻｲｸﾙ回数,納入ｻｲｸﾙ情報,基準在庫日数,基準在庫枚数,MIN在庫日数,MAX在庫日数,便平均上限振れ率,便平均下限振れ率,かんばん情報.仕入先,かんばん情報.仕入先名,かんばん情報.背番号,かんばん情報.工場置場所,かんばん情報.拠点置場所,かんばん情報.品名略ｺｰﾄﾞ,かんばん情報.品名略名,かんばん情報.通箱ｺｰﾄﾞ,かんばん情報.通箱名,かんばん情報収容数,かんばん情報.ｺﾝﾍﾞｱ区分,かんばん情報.ﾌﾞﾛｯｸ区分,かんばん情報.専用品区分,かんばん情報.不良率,かんばん情報.保証率,かんばん情報.設変符号,かんばん情報.部品大別区分,かんばん情報.部品大別名称,かんばん情報.発注形態区分,かんばん情報.発注形態名称,かんばん情報.PLコード,登録箱種,縦(mm),横(mm),高(mm),容積(m3),総重量(Kg),パレタイズ発注,箱数,設定計画NO,設定日,設定担当部署コード,担当部署名,設定担当者コード,担当者名
90564-63A027,9056463A027,,SHIM,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5,205,（株）ムロコーポレーション,279,S-SM-3-7,10324,370,ｼﾑ,12,TP-131 ﾊﾝﾖｳ,100,,,,0,0.5,,6,計画,2,計画・２社,,TP131ﾌﾀﾅｼ,335,168,103,0.006,7.43,しない,,MASTER01,2022/4/19,NE00,１工工務Ｇ,46548,長畑　玲奈
90564-63A028,9056463A028,,SHIM,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5,205,（株）ムロコーポレーション,280,S-SM-3-8,10325,370,ｼﾑ,12,TP-131 ﾊﾝﾖｳ,100,,,,0,0.5,,6,計画,2,計画・２社,,TP131ﾌﾀﾅｼ,335,168,103,0.006,7.43,しない,,MASTER01,2022/4/19,NE00,１工工務Ｇ,46548,長畑　玲奈
90564-63A029,9056463A029,,SHIM,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5,205,（株）ムロコーポレーション,281,S-SM-3-9,10326,370,ｼﾑ,12,TP-131 ﾊﾝﾖｳ,100,,,,0,0.5,,6,計画,2,計画・２社,,TP131ﾌﾀﾅｼ,335,168,103,0.006,7.43,しない,,MASTER01,2022/4/19,NE00,１工工務Ｇ,46548,長畑　玲奈
90564-63A030,9056463A030,,SHIM,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5,205,（株）ムロコーポレーション,282,S-SM-1-11,10327,370,ｼﾑ,12,TP-131 ﾊﾝﾖｳ,100,,,,0,0.5,,6,計画,2,計画・２社,,TP131ﾌﾀﾅｼ,335,168,103,0.006,7.43,しない,,MASTER01,2022/4/19,NE00,１工工務Ｇ,46548,長畑　玲奈
90564-63A031,9056463A031,,SHIM,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5,205,（株）ムロコーポレーション,283,S-SM-1-12,10328,370,ｼﾑ,12,TP-131 ﾊﾝﾖｳ,100,,,,0,0.5,,6,計画,2,計画・２社,,TP131ﾌﾀﾅｼ,335,168,103,0.006,7.43,しない,,MASTER01,2022/4/19,NE00,１工工務Ｇ,46548,長畑　玲奈
90564-63A032,9056463A032,,SHIM,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5,205,（株）ムロコーポレーション,284,S-SM-1-13,10329,370,ｼﾑ,12,TP-131 ﾊﾝﾖｳ,100,,,,0,0.5,,6,計画,2,計画・２社,,TP131ﾌﾀﾅｼ,335,168,103,0.006,7.43,しない,,MASTER01,2022/4/19,NE00,１工工務Ｇ,46548,長畑　玲奈
90564-63A033,9056463A033,,SHIM,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5,205,（株）ムロコーポレーション,285,S-SM-1-14,10330,370,ｼﾑ,12,TP-131 ﾊﾝﾖｳ,100,,,,0,0.5,,6,計画,2,計画・２社,,TP131ﾌﾀﾅｼ,335,168,103,0.006,7.43,しない,,MASTER01,2022/4/19,NE00,１工工務Ｇ,46548,長畑　玲奈
90564-63A034,9056463A034,,SHIM,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5,205,（株）ムロコーポレーション,286,S-SM-1-15,10331,370,ｼﾑ,12,TP-131 ﾊﾝﾖｳ,100,,,,0,0.5,,6,計画,2,計画・２社,,TP131ﾌﾀﾅｼ,335,168,103,0.006,7.43,しない,,MASTER01,2022/4/19,NE00,１工工務Ｇ,46548,長畑　玲奈
90564-63A035,9056463A035,,SHIM,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5,205,（株）ムロコーポレーション,287,S-SM-1-16,10332,370,ｼﾑ,12,TP-131 ﾊﾝﾖｳ,100,,,,0,0.5,,6,計画,2,計画・２社,,TP131ﾌﾀﾅｼ,335,168,103,0.006,6.5,しない,,MASTER01,2022/4/19,NE00,１工工務Ｇ,46548,長畑　玲奈
90564-63A036,9056463A036,,SHIM,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5,205,（株）ムロコーポレーション,288,S-SM-1-17,10333,370,ｼﾑ,12,TP-131 ﾊﾝﾖｳ,100,,,,0,0.5,,6,計画,2,計画・２社,,TP131ﾌﾀﾅｼ,335,168,103,0.006,6.5,しない,,MASTER01,2022/4/19,NE00,１工工務Ｇ,46548,長畑　玲奈
90564-63A037,9056463A037,,SHIM,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5,205,（株）ムロコーポレーション,289,S-SM-1-18,10334,370,ｼﾑ,12,TP-131 ﾊﾝﾖｳ,100,,,,0,0.5,,6,計画,2,計画・２社,,TP131ﾌﾀﾅｼ,335,168,103,0.006,6.5,しない,,MASTER01,2022/4/19,NE00,１工工務Ｇ,46548,長畑　玲奈
90564-63A038,9056463A038,,SHIM,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5,205,（株）ムロコーポレーション,290,S-SM-1-19,10335,370,ｼﾑ,12,TP-131 ﾊﾝﾖｳ,100,,,,0,0.5,,6,計画,2,計画・２社,,TP131ﾌﾀﾅｼ,335,168,103,0.006,6.5,しない,,MASTER01,2022/4/19,NE00,１工工務Ｇ,46548,長畑　玲奈
90564-63A039,9056463A039,,SHIM,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5,205,（株）ムロコーポレーション,291,S-SM-3-10,10336,370,ｼﾑ,12,TP-131 ﾊﾝﾖｳ,100,,,,0,0.5,,6,計画,2,計画・２社,,TP131ﾌﾀﾅｼ,335,168,103,0.006,6.5,しない,,MASTER01,2022/4/19,NE00,１工工務Ｇ,46548,長畑　玲奈
90564-63A040,9056463A040,,SHIM,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5,205,（株）ムロコーポレーション,292,S-SM-3-11,10337,370,ｼﾑ,12,TP-131 ﾊﾝﾖｳ,100,,,,0,0.5,,6,計画,2,計画・２社,,TP131ﾌﾀﾅｼ,335,168,103,0.006,6.5,しない,,MASTER01,2022/4/19,NE00,１工工務Ｇ,46548,長畑　玲奈
90564-63A041,9056463A041,,SHIM,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5,205,（株）ムロコーポレーション,293,S-SM-3-12,10338,370,ｼﾑ,12,TP-131 ﾊﾝﾖｳ,100,,,,0,0.5,,6,計画,2,計画・２社,,TP131ﾌﾀﾅｼ,335,168,103,0.006,6.5,しない,,MASTER01,2022/4/19,NE00,１工工務Ｇ,46548,長畑　玲奈
90564-63A042,9056463A042,,SHIM,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5,205,（株）ムロコーポレーション,294,S-SM-3-13,10339,370,ｼﾑ,12,TP-131 ﾊﾝﾖｳ,100,,,,0,0.5,,6,計画,2,計画・２社,,TP131ﾌﾀﾅｼ,335,168,103,0.006,6.5,しない,,MASTER01,2022/4/19,NE00,１工工務Ｇ,46548,長畑　玲奈
90564-63A043,9056463A043,,SHIM,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5,205,（株）ムロコーポレーション,295,S-SM-3-14,10340,370,ｼﾑ,12,TP-131 ﾊﾝﾖｳ,100,,,,0,0.5,,6,計画,2,計画・２社,,TP131ﾌﾀﾅｼ,335,168,103,0.006,6.5,しない,,MASTER01,2022/4/19,NE00,１工工務Ｇ,46548,長畑　玲奈
90564-63A044,9056463A044,,SHIM,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5,205,（株）ムロコーポレーション,296,S-SM-3-15,10341,370,ｼﾑ,12,TP-131 ﾊﾝﾖｳ,100,,,,0,0.5,,6,計画,2,計画・２社,,TP131ﾌﾀﾅｼ,335,168,103,0.006,6.5,しない,,MASTER01,2022/4/19,NE00,１工工務Ｇ,46548,長畑　玲奈
90564-63A045,9056463A045,,SHIM,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5,205,（株）ムロコーポレーション,297,S-SM-3-16,10342,370,ｼﾑ,12,TP-131 ﾊﾝﾖｳ,100,,,,0,0.5,,6,計画,2,計画・２社,,TP131ﾌﾀﾅｼ,335,168,103,0.006,6.5,しない,,MASTER01,2022/4/19,NE00,１工工務Ｇ,46548,長畑　玲奈
90564-63A046,9056463A046,,SHIM,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5,205,（株）ムロコーポレーション,298,S-SM-3-17,10343,370,ｼﾑ,12,TP-131 ﾊﾝﾖｳ,100,,,,0,0.5,,6,計画,2,計画・２社,,TP131ﾌﾀﾅｼ,335,168,103,0.006,6.5,しない,,MASTER01,2022/4/19,NE00,１工工務Ｇ,46548,長畑　玲奈
90564-63A047,9056463A047,,SHIM,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5,205,（株）ムロコーポレーション,299,S-SM-3-18,10344,370,ｼﾑ,12,TP-131 ﾊﾝﾖｳ,100,,,,0,0.5,,6,計画,2,計画・２社,,TP131ﾌﾀﾅｼ,335,168,103,0.006,6.5,しない,,MASTER01,2022/4/19,NE00,１工工務Ｇ,46548,長畑　玲奈
90564-63A048,9056463A048,,SHIM,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5,205,（株）ムロコーポレーション,300,S-SM-3-19,10345,370,ｼﾑ,12,TP-131 ﾊﾝﾖｳ,100,,,,0,0.5,,6,計画,2,計画・２社,,TP131ﾌﾀﾅｼ,335,168,103,0.006,6.5,しない,,MASTER01,2022/4/19,NE00,１工工務Ｇ,46548,長畑　玲奈
90564-63A049,9056463A049,,SHIM,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5,205,（株）ムロコーポレーション,301,S-SM-3-20,10346,370,ｼﾑ,12,TP-131 ﾊﾝﾖｳ,100,,,,0,0.5,,6,計画,2,計画・２社,,TP131ﾌﾀﾅｼ,335,168,103,0.006,6.5,しない,,MASTER01,2022/4/19,NE00,１工工務Ｇ,46548,長畑　玲奈
90564-63A050,9056463A050,,SHIM,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5,205,（株）ムロコーポレーション,302,S-SM-3-21,10347,370,ｼﾑ,12,TP-131 ﾊﾝﾖｳ,100,,,,0,0.5,,6,計画,2,計画・２社,,TP131ﾌﾀﾅｼ,335,168,103,0.006,6.5,しない,,MASTER01,2022/4/19,NE00,１工工務Ｇ,46548,長畑　玲奈
90564-63A051,9056463A051,,SHIM,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5,205,（株）ムロコーポレーション,303,S-SM-3-22,10348,370,ｼﾑ,12,TP-131 ﾊﾝﾖｳ,100,,,,0,0.5,,6,計画,2,計画・２社,,TP131ﾌﾀﾅｼ,335,168,103,0.006,6.5,しない,,MASTER01,2022/4/19,NE00,１工工務Ｇ,46548,長畑　玲奈
90564-63A052,9056463A052,,SHIM,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5,205,（株）ムロコーポレーション,304,S-SM-3-23,10349,370,ｼﾑ,12,TP-131 ﾊﾝﾖｳ,100,,,,0,0.5,,6,計画,2,計画・２社,,TP131ﾌﾀﾅｼ,335,168,103,0.006,6.5,しない,,MASTER01,2022/4/19,NE00,１工工務Ｇ,46548,長畑　玲奈
90564-63A053,9056463A053,,SHIM,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5,205,（株）ムロコーポレーション,305,S-SM-3-24,10350,370,ｼﾑ,12,TP-131 ﾊﾝﾖｳ,100,,,,0,0.5,,6,計画,2,計画・２社,,TP131ﾌﾀﾅｼ,335,168,103,0.006,6.5,しない,,MASTER01,2022/4/19,NE00,１工工務Ｇ,46548,長畑　玲奈
90564-63A054,9056463A054,,SHIM,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5,205,（株）ムロコーポレーション,306,S-SM-3-25,10351,370,ｼﾑ,12,TP-131 ﾊﾝﾖｳ,100,,,,0,0.5,,6,計画,2,計画・２社,,TP131ﾌﾀﾅｼ,335,168,103,0.006,6.5,しない,,MASTER01,2022/4/19,NE00,１工工務Ｇ,46548,長畑　玲奈
90564-63A055,9056463A055,,SHIM,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5,205,（株）ムロコーポレーション,307,S-SM-3-26,10352,370,ｼﾑ,12,TP-131 ﾊﾝﾖｳ,100,,,,0,0.5,,6,計画,2,計画・２社,,TP131ﾌﾀﾅｼ,335,168,103,0.006,6.5,しない,,MASTER01,2022/4/19,NE00,１工工務Ｇ,46548,長畑　玲奈
90564-63A056,9056463A056,,SHIM,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5,205,（株）ムロコーポレーション,308,S-SM-3-27,10353,370,ｼﾑ,12,TP-131 ﾊﾝﾖｳ,100,,,,0,0.5,,6,計画,2,計画・２社,,TP131ﾌﾀﾅｼ,335,168,103,0.006,6.5,しない,,MASTER01,2022/4/19,NE00,１工工務Ｇ,46548,長畑　玲奈
90949-06A012,9094906A012,,"CLAMP, WIRING",1Y,第１工場,手配,Ｐ,3236,中庸スプリング（株）,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,2,2.34,0.81,3,1.02,1.02,1.1,0.5,38,中庸スプリング（株）,3,S-MG-9,10480,568,ｸﾗﾝﾌﾟﾜｲﾔﾘﾝｸﾞ,12,TP-131 ﾊﾝﾖｳ,500,,,,0,0.5,,8,専用,1,後補充,,AW131ﾌﾀﾅｼ,165,335,105,0.006,1.85,しない,,MASTER01,2023/4/25,NE00,１工工務Ｇ,42678,藤井　織花
G1126-ECB010,G1126ECB010,,"MAGNET, MOTOR ROTOR",1Y,第１工場,直送,Ｐ,3407,（株）槌屋,2,デカル,――,――,Ｐ,6108,（株）三井ハイテック,1,岡谷物流,直接,,,,1,1,1,1,1,1,1,1,0.5,135,（株）槌屋,1,CHOKUSOU,,120,ﾏｸﾞﾈﾂﾄ,11,ﾀﾞﾝﾎﾞ-ﾙ ﾊﾞｺ,288,,,,0,1,,,,,,,,275,205,155,0.009,8.01,しない,,MASTER01,2022/1/27,NE00,１工工務Ｇ,39091,佐竹　良太
G1126-ECE010,G1126ECE010,,"MAGNET, MOTOR ROTOR",1Y,第１工場,直送,Ｐ,3407,（株）槌屋,2,デカル,――,――,Ｐ,6108,（株）三井ハイテック,1,岡谷物流,直接,,,,1,1,1,1,1,1,1,1,0.5,135,（株）槌屋,2,CHOKUSOU,,120,ﾏｸﾞﾈﾂﾄ,11,ﾀﾞﾝﾎﾞ-ﾙ ﾊﾞｺ,576,,,,0,1,,,,,,,,275,205,155,0.009,11.51,しない,,MASTER01,2022/1/27,NE00,１工工務Ｇ,39091,佐竹　良太
G1131-ECF010,G1131ECF010,,"(FO), ROTOR SHAFT",1Y,第１工場,直送,Ｐ,1825,（株）コタニ,1,丸共通運発行,――,――,Ｐ,2038,アイシン機工（株）,6,吉良工場,直接,,,,1,1,1,1.25,3,1.25,1.25,1.1,0.5,220,（株）コタニ,1,CHOKUSOU,,9116,ﾛｰﾀｰｼｬﾌﾄ,91,ｼﾞﾕｼﾊﾟﾚ ﾊﾝﾖｳ,130,,,,0,0.5,,,,,,,,0,0,0,0,0,しない,,MASTER01,2022/1/27,NE00,１工工務Ｇ,39091,佐竹　良太
G1131-ECF020,G1131ECF020,,"(FO), ROTOR SHAFT",1Y,第１工場,直送,Ｐ,1825,（株）コタニ,1,丸共通運発行,――,――,Ｐ,2038,アイシン機工（株）,6,吉良工場,直接,,,,1,1,1,1.25,3,1.25,1.25,1.1,0.5,220,（株）コタニ,2,CHOKUSOU,,9116,ﾛｰﾀｰｼｬﾌﾄ,91,ｼﾞﾕｼﾊﾟﾚ ﾊﾝﾖｳ,130,,,,0,0.5,,,,,,,,0,0,0,0,0,しない,,MASTER01,2022/1/27,NE00,１工工務Ｇ,39091,佐竹　良太
G1131-ECF030,G1131ECF030,,"(FO), ROTOR SHAFT",1Y,第１工場,直送,Ｐ,1825,（株）コタニ,1,丸共通運発行,――,――,Ｐ,2038,アイシン機工（株）,6,吉良工場,直接,,,,1,1,1,1.25,3,1.25,1.25,1.1,0.5,220,（株）コタニ,3,CHOKUSOU,,9116,ﾛｰﾀｰｼｬﾌﾄ,91,ｼﾞﾕｼﾊﾟﾚ ﾊﾝﾖｳ,170,,,,0,0.5,,,,,,,,0,0,0,0,0,しない,,MASTER01,2022/1/27,NE00,１工工務Ｇ,39091,佐竹　良太
G1131-ECF040,G1131ECF040,,"(FO), ROTOR SHAFT",1Y,第１工場,直送,Ｐ,1819,（株）ゴーシュー,1,,――,――,Ｐ,4003,エヌティーテクノ（株）,1,本社工場,直接,,,,1,1,1,1,1,1,1,1.1,0.5,87,（株）ゴーシュー,1,CHOKUSOU,,9116,ﾛｰﾀｰｼｬﾌﾄ,4,Bﾊﾟﾚ ﾊﾝﾖｳ,90,,,,0,1,,,,,,,,535,830,540,0.24,305.9,しない,,MASTER01,2023/1/17,NE00,１工工務Ｇ,46548,長畑　玲奈
G1133-ECD010,G1133ECD010,,"(CA), MOTOR ROTOR END PLATE",1Y,第１工場,直送,Ｐ,3008,ダイキャスト東和産業（株）,1,,――,――,Ｐ,38,（株）旭工業所,1,本社工場,直接,,,,1,1,2,0,0,0,0,1.2,0.5,32,ダイキャスト東和産業（株）,2,CHOKUSO,,136,"ﾌﾟﾚｰﾄ,ﾓｰﾀｰ ﾛｰﾀｰ ｴﾝﾄﾞ",4,Bﾊﾟﾚ ﾊﾝﾖｳ,700,,,,0,0.5,,,,,,,,800,400,500,0.16,109.81,しない,,MASTER01,2023/1/17,NE00,１工工務Ｇ,46548,長畑　玲奈
G1144-ECA020,G1144ECA020,,"TERMINAL, MOTOR CABLE",1Y,第１工場,手配,Ｐ,7002,矢崎総業（株）,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,1.79,0.82,3,1.03,1.03,1.1,0.5,58,矢崎総業（株）,8,,,33,"ﾀｰﾐﾅﾙ,ﾓｰﾀｰ ｹｰﾌﾞﾙ",14,TP-331 ﾊﾝﾖｳ,6,,,,0,0.5,,,,,,,TP331ﾌﾀｱﾘ,335,335,124,0.014,2.288,しない,,MASTER01,2023/4/25,NE00,１工工務Ｇ,42678,藤井　織花
G1144-ECB010,G1144ECB010,,"TERMINAL, MOTOR CABLE",1Y,第１工場,手配,Ｐ,2508,住友電気工業（株）,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,2.28,0.87,3,1.08,1.08,1.1,0.5,623,住友電気工業（株）,1,M-MG-14,20452,33,"ﾀｰﾐﾅﾙ,ﾓｰﾀｰｹｰﾌﾞﾙ",14,TP-331 ﾊﾝﾖｳ,6,,,,0,0.5,,8,専用,1,後補充,,TP331ﾌﾀﾅｼ,335,335,110,0.012,2.288,しない,,MASTER01,2023/4/25,NE00,１工工務Ｇ,42678,藤井　織花
G1144-ECE010,G1144ECE010,,"TERMINAL, MOTOR CABLE",1Y,第１工場,手配,Ｐ,7002,矢崎総業（株）,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,1.79,0.82,3,1.03,1.03,1.1,0.5,58,矢崎総業（株）,5,M-MG-37,20488,33,"ﾀｰﾐﾅﾙ,ﾓｰﾀｰｹｰﾌﾞﾙ",14,TP-331 ﾊﾝﾖｳ,8,,,,0,0.5,,8,専用,1,後補充,,TP331ﾌﾀｱﾘ,335,335,124,0.014,4.71,しない,,MASTER01,2023/4/25,NE00,１工工務Ｇ,42678,藤井　織花
G1163-ECA010,G1163ECA010,,"BOLT, MOTOR STATOR YOKE",1Y,第１工場,手配,Ｐ,24,（株）青山製作所,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,6,5.76,0.53,3,0.95,0.95,1.1,0.5,6,（株）青山製作所,28,,,1840,"ﾎﾞﾙﾄ,ﾓｰﾀｰ ｽﾃｰﾀｰ ﾖｰｸ",14,TP-331 ﾊﾝﾖｳ,70,,,,0,0.5,,,,,,,TP331ﾌﾀﾅｼ,335,335,103,0.012,7.69,しない,,MASTER01,2023/4/25,NE00,１工工務Ｇ,42678,藤井　織花
G1163-ECB010,G1163ECB010,,"BOLT, MOTOR STATOR YOKE",1Y,第１工場,手配,Ｐ,24,（株）青山製作所,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,6,5.76,0.74,3,0.95,0.95,1.1,0.5,6,（株）青山製作所,24,M-ST-5,20365,1840,"ﾎﾞﾙﾄ,ﾓｰﾀｰｽﾃｰﾀｰﾖｰｸ",14,TP-331 ﾊﾝﾖｳ,80,,,,0,0.5,,8,専用,1,後補充,,TP331ﾌﾀﾅｼ,335,335,103,0.012,7.438,しない,,MASTER01,2023/4/27,NE00,１工工務Ｇ,42678,藤井　織花
G1163-ECE010,G1163ECE010,,"BOLT, MOTOR STATOR YOKE",1Y,第１工場,手配,Ｐ,24,（株）青山製作所,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,6,5.76,0.74,3,0.95,0.95,1.1,0.5,6,（株）青山製作所,25,M-ST-4,20372,1840,"ﾎﾞﾙﾄ,ﾓｰﾀｰｽﾃｰﾀｰﾖｰｸ",14,TP-331 ﾊﾝﾖｳ,100,,,,0,0.5,,8,専用,1,後補充,,TP331ﾌﾀﾅｼ,335,335,103,0.012,7.77,しない,,MASTER01,2023/4/27,NE00,１工工務Ｇ,42678,藤井　織花
G1172-ECA010,G1172ECA010,,"ROTOR, MOTOR REVOLUTION SENSOR",1Y,第１工場,手配,Ｐ,3102,多摩川精機販売（株）,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,3.05,0.95,3,1.16,1.16,1.1,0.5,619,多摩川精機販売（株）,2,,,1105,"ﾛｰﾀｰ,ﾓｰﾀｰ ﾚﾎﾞﾘｭｰｼｮﾝ ｾﾝｻｰ",56,TP-331-5 ﾊﾝﾖｳ,270,,,,0,0.5,,,,,,,TP331.5ﾌﾀﾅｼ,335,335,149,0.017,7.54,しない,,MASTER01,2023/4/25,NE00,１工工務Ｇ,42678,藤井　織花
G1173-62010,G117362010,,"SENSOR, MOTOR REVOLUTION",1Y,第１工場,手配,Ｐ,3102,多摩川精機販売（株）,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,3.05,0.95,3,1.16,1.16,1.1,0.5,619,多摩川精機販売（株）,1,S-MG-20,30468,3306,"ｾﾝｻｰ,ﾓｰﾀｰﾚﾎﾞﾘｭｰｼｮﾝ",56,TP-331-5 ﾊﾝﾖｳ,18,,,,0,0.5,,8,専用,1,後補充,,TP331.5ﾌﾀﾅｼ,335,335,149,0.017,4.11,しない,,MASTER01,2023/4/25,NE00,１工工務Ｇ,42678,藤井　織花
