,品番,変更前）正常1,変更前）正常2,変更前）正常3,変更前）正常4,変更前）異常1,変更前）異常2,変更前）異常3,変更前）異常4,変更前）異常5,変更後）正常1,変更後）正常2,変更後）正常3,変更後）正常4,変更後）異常1,変更後）異常2,変更後）異常3,変更後）異常4,変更後）異常5,差分）正常1,差分）正常2,差分）正常3,差分）正常4,差分）異常1,差分）異常2,差分）異常3,差分）異常4,差分）異常5,品名,変更前）かんばん数,変更後）かんばん数,変更前）社内LT,変更後）社内LT,差分）社内LT,変更前）基準在庫日数（基準在庫枚数込み）,変更前）社内LT-基準在庫日数（基準在庫枚数込み）,変更後）基準在庫日数（基準在庫枚数込み）,変更後）社内LT-基準在庫日数（基準在庫枚数込み）,変更前）計算社内かんばん数,変更前）計算社内かんばん数MAX,変更後）計算社内かんばん数,変更後）計算社内かんばん数MAX,収容数,仕入先名/工場名,A,B,C,整備室,箱種,箱サイズ,箱重量,手配区分,変更前）基準在庫日数,変更後）基準在庫日数,
22,35174ECE010,0,4.615384615,26.15384615,4.615384615,4.615384615,0,0,35.38461538,24.61538462,0,0,3.03030303,3.03030303,3.03030303,10.60606061,18.18181818,24.24242424,37.87878788,0,-4.615384615,-23.12354312,-1.585081585,-1.585081585,10.60606061,18.18181818,-11.14219114,13.26340326,"PLATE, OIL RESERVOIR LOCK",65,66,2.65,2.175,-0.475,1.090754244,1.559245756,0.95045977,1.22454023,62.09475,65.491,58.855,62.18,40,（株）浅賀井製作所,1,4,6.88,1Y,TP332ﾌﾀﾅｼ,0.022,4.85,手配,0.87,0.87,0
86,9030115A011,0,25,0,0,0,0,75,0,0,0,0,0,20,20,0,20,20,20,0,-25,0,20,20,0,-55,20,20,"RING, O",4,5,5.86,2.61,-3.25,3.559428046,2.300571954,1.565747126,1.044252874,6.04304,6.58644,3.9792,4.5112,1000,ＮＯＫ（株）,1,2,3.52,1Y,TP131ﾌﾀﾅｼ,0.006,0.7,手配,0.56,0.56,0
29,35312ECB010,0,2.941176471,5.882352941,11.76470588,11.76470588,8.823529412,17.64705882,20.58823529,20.58823529,0,0,9.090909091,6.060606061,9.090909091,0,18.18181818,15.15151515,42.42424242,0,-2.941176471,3.20855615,-5.704099822,-2.673796791,-8.823529412,0.534759358,-5.436720143,21.83600713,"COVER, TRANSMISSION, OIL PUMP",34,33,2.35,1.91,-0.44,1.279270665,1.070729335,0.751380825,1.158619175,22.89142857,29.63428571,20.35761905,26.91952381,63,（株）旭工業所,1,1,1.9,1Y,TP331ﾌﾀｱﾘ,0.014,4.718,手配,0.59,0.59,0
105,9036628A006,0,0,4,8,12,16,8,44,8,0,0,0,0,0,8,16,28,48,0,0,-4,-8,-12,-8,8,-16,40,"RACE, TAPERED ROLLER BEARING, OUTER",25,25,2.77,2.34,-0.43,1.380502431,1.389497569,0.824928031,1.515071969,19.7265,25.0365,17.01925,22.18675,80,（株）ジェイテクト,1,1,1.9,1Y,ｻﾝﾎﾞｯｸｽ＃9Fﾌﾀﾅｼ,0.013,10.94,手配,0.63,0.62,0.01
49,35847ECE020,0,0,0,2.380952381,9.523809524,4.761904762,21.42857143,30.95238095,30.95238095,0,0,2.222222222,2.222222222,2.222222222,4.444444444,8.888888889,15.55555556,64.44444444,0,0,2.222222222,-0.158730159,-7.301587302,-0.317460317,-12.53968254,-15.3968254,33.49206349,"TUBE, TRANSAXLE LUBE APPLY",42,45,2.86,2.43,-0.43,1.161131365,1.698868635,0.610689655,1.819310345,25.18883333,34.2455,22.72333333,31.59,60,（株）メタルテック,1,1,1.9,1Y,TP332ﾌﾀﾅｼ,0.022,3.5,手配,0.49,0.49,0
17,35145ECB010,0,0,25,5,5,5,5,30,25,0,0,15,0,10,5,20,15,35,0,0,-10,-5,5,0,15,-15,10,"PLATE, OIL",20,20,3.21,2.825,-0.385,1.533128039,1.676871961,1.388480117,1.436519883,16.1688,20.4168,15.8154,19.9494,100,三共鋼業（株）,1,1,1.74,1Y,TP131ﾌﾀﾅｼ,0.006,4.63,手配,0.62,0.62,0
109,9036630A018,0,0,0,0,3.333333333,10,23.33333333,42.5,20.83333333,0,0,0,1.62601626,0,11.38211382,22.76422764,27.64227642,36.58536585,0,0,0,1.62601626,-3.333333333,1.382113821,-0.569105691,-14.85772358,15.75203252,"RACE, TAPERED ROLLER BEARING, INNER",120,123,1.59,1.21,-0.38,0.658223814,0.931776186,0.468447258,0.741552742,46.31421053,71.79315789,45.29421053,70.17315789,38,（株）ジェイテクト,1,1,1.9,1Y,ｻﾝﾎﾞｯｸｽ＃9Fﾌﾀﾅｼ,0.013,9.51,手配,0.34,0.34,0
102,9036340A010,0,0,0,3.47826087,11.30434783,27.82608696,34.7826087,0,22.60869565,0,0,5.357142857,19.64285714,31.25,19.64285714,2.678571429,1.785714286,19.64285714,0,0,5.357142857,16.16459627,19.94565217,-8.183229814,-32.10403727,1.785714286,-2.965838509,"BEARING, RADIAL BALL",115,118,1.41,1.03,-0.38,0.88444612,0.52555388,0.87520764,0.15479236,94.979,98.004625,89.26775,92.222125,80,日本精工（株）,1,8,9,1Y,ｻﾝﾎﾞｯｸｽ＃K-10Bﾌﾀﾅｼ,0.015,9.301,手配,0.76,0.73,0.03
94,9034108A010,0,0,0,0,0,33.33333333,33.33333333,0,33.33333333,0,0,0,0,0,33.33333333,0,0,66.66666667,0,0,0,0,0,0,-33.33333333,0,33.33333333,"PLUG, W/HEAD STRAIGHT SCREW",3,3,7.88,5.75,-2.13,4.335640194,3.544359806,1.750800195,3.999199805,4.99656,5.42136,2.94298,3.35638,1000,（株）杉浦製作所,1,2,1.06,1Y,TP331ﾌﾀﾅｼ,0.012,7.4,手配,0.47,0.47,0
56,82125ECE010,0,0,8,12,8,16,8,24,24,0,3.846153846,3.846153846,7.692307692,0,7.692307692,3.846153846,26.92307692,46.15384615,0,3.846153846,-4.153846154,-4.307692308,-8,-8.307692308,-4.153846154,2.923076923,22.15384615,"WIRE, TRANSMISSION",25,26,2.65,2.285,-0.365,1.371885609,1.278114391,0.781149425,1.503850575,18.7586,24.1926,16.428,21.748,100,矢崎総業（株）,1,1,1.79,1Y,TP332ﾌﾀｱﾘ,0.024,5.8,手配,0.58,0.58,0
51,36108ECB010,0,7.142857143,7.142857143,28.57142857,0,0,14.28571429,7.142857143,35.71428571,0,14.28571429,7.142857143,7.142857143,0,14.28571429,0,7.142857143,50,0,7.142857143,0,-21.42857143,0,14.28571429,-14.28571429,0,14.28571429,"SHAFT SUB-ASSY, OIL PUMP DRIVE",14,14,3.305,2.945,-0.36,1.909692058,1.395307942,1.024240059,1.920759941,12.0624,14.8944,9.8192,12.5752,150,（株）オーハシテクニカ,1,1,1.97,1Y,TP331.5ﾌﾀﾅｼ,0.017,6.85,手配,0.64,0.64,0
129,G1174ECB010,0,0,2.43902439,2.43902439,7.317073171,12.19512195,24.3902439,29.26829268,21.95121951,0,0,2.5,2.5,7.5,5,30,10,42.5,0,0,0.06097561,0.06097561,0.182926829,-7.195121951,5.609756098,-19.26829268,20.54878049,"WIRE, MOTOR REVOLUTION SENSOR",41,40,2.47,2.11,-0.36,1.226564019,1.243435981,0.97808002,1.13191998,39.108,47.604,36.139,44.407,50,住友電装（株）,1,1,2.28,1Y,TP362ﾌﾀﾅｼ,0.044,6.25,手配,0.85,0.85,0
99,9036324A003,0,0,6.382978723,9.574468085,28.72340426,30.85106383,6.382978723,4.255319149,13.82978723,0,3.409090909,12.5,32.95454545,26.13636364,10.22727273,3.409090909,0,11.36363636,0,3.409090909,6.117021277,23.38007737,-2.587040619,-20.6237911,-2.973887814,-4.255319149,-2.46615087,"BEARING, RADIAL BALL",94,93,1.165,0.81,-0.355,0.896888169,0.268111831,0.796355209,0.013644791,74.44363636,76.85727273,69.58681818,71.93568182,22,日本精工（株）,1,8,9,1Y,ﾃﾝﾊﾞｺ10ﾌﾀﾅｼ,0.015,12.85,手配,0.74,0.73,0.01
100,9036324A004,0,0,0,3.205128205,22.43589744,28.84615385,26.28205128,0,19.23076923,0,3.355704698,10.06711409,14.09395973,35.5704698,17.44966443,2.013422819,1.342281879,16.10738255,0,3.355704698,10.06711409,10.88883153,13.13457236,-11.39648942,-24.26862846,1.342281879,-3.12338668,"BEARING, RADIAL BALL",156,158,1.22,0.9,-0.32,0.83333459,0.38666541,0.77380191,0.12619809,122.4113333,126.4455,116.0236667,119.9628333,30,日本精工（株）,1,8,9,1Y,ﾃﾝﾊﾞｺ10ﾌﾀﾅｼ,0.015,9.978,手配,0.74,0.73,0.01
40,35557ECB010,0,4.444444444,13.33333333,2.222222222,11.11111111,11.11111111,13.33333333,26.66666667,17.77777778,0,2.43902439,12.19512195,7.317073171,4.87804878,7.317073171,26.82926829,12.19512195,26.82926829,0,-2.005420054,-1.138211382,5.094850949,-6.233062331,-3.79403794,13.49593496,-14.47154472,9.051490515,"PAWL, PARKING LOCK",45,45,2.04,1.73,-0.31,1.218038898,0.821961102,1.007833618,0.722166382,44.09478261,48.71217391,40.99195652,45.48543478,46,小川工業（株）,1,2,4.94,1Y,TP131ﾌﾀﾅｼ,0.006,9.466,手配,0.89,0.89,0
11,33490ECB010,0,1.176470588,6.666666667,19.21568627,24.11764706,18.62745098,18.03921569,6.666666667,5.490196078,0.194174757,1.553398058,2.524271845,22.91262136,27.37864078,22.52427184,6.796116505,0.776699029,15.33980583,0.194174757,0.37692747,-4.142394822,3.696935085,3.260993718,3.896820864,-11.24309918,-5.889967638,9.849609747,"COOLER ASSY, OIL",511,515,1.28,0.99,-0.29,1.048525122,0.231474878,0.850739205,0.139260795,438.42,491.52,426.735,478.41,4,マレリ（株）,1,2,3.92,1Y,TP331.5ﾌﾀｱﾘ,0.019,0.019,手配,0.82,0.82,0
44,35771ECB010,0,0.78125,6.4453125,25.5859375,23.828125,20.8984375,7.2265625,0.1953125,15.0390625,0,22.61904762,38.29365079,21.23015873,1.388888889,0.198412698,0,4.166666667,12.1031746,0,21.83779762,31.84833829,-4.35577877,-22.43923611,-20.7000248,-7.2265625,3.971354167,-2.935887897,"SHAFT, OUTPUT",512,511,0.86,0.57,-0.29,0.728525122,0.131474878,0.820739205,-0.250739205,374.7,392.4,406.065,423.29,4,アイシン機工（株）,1,6,4.92,1Y,TP341ﾌﾀﾅｼ,0.017,10.5,手配,0.7,0.78,-0.08
125,G1144ECE010,0,0,0,3.680981595,3.374233129,4.90797546,18.40490798,38.65030675,30.98159509,0,0,0,0.606060606,2.727272727,4.848484848,10.60606061,39.09090909,42.12121212,0,0,0,-3.074920989,-0.646960402,-0.059490612,-7.798847369,0.440602342,11.13961703,"TERMINAL, MOTOR CABLE",327,330,2.03,1.755,-0.275,0.864150849,1.165849151,0.612183908,1.142816092,199.9825,267.9075,194.85,261.35,8,矢崎総業（株）,1,1,1.79,1Y,TP331ﾌﾀｱﾘ,0.014,4.71,手配,0.58,0.58,0
106,9036628A007,0,0,5.405405405,5.405405405,2.702702703,8.108108108,10.81081081,35.13513514,32.43243243,0,0,0,2.702702703,2.702702703,2.702702703,16.21621622,18.91891892,56.75675676,0,0,-5.405405405,-2.702702703,0,-5.405405405,5.405405405,-16.21621622,24.32432432,"RACE, TAPERED ROLLER BEARING, INNER",37,37,3.07,2.8,-0.27,1.207357639,1.862642361,0.714827586,2.085172414,24.88694444,32.43416667,22.05833333,29.44722222,72,（株）ジェイテクト,1,1,1.9,1Y,ｻﾝﾎﾞｯｸｽ＃9Fﾌﾀﾅｼ,0.013,11.644,手配,0.58,0.57,0.01
28,35300ECB010,0,0,0,0,0,0,0.258397933,54.78036176,44.96124031,0,0,0,0,0,0,12.75510204,40.56122449,46.68367347,0,0,0,0,0,0,12.49670411,-14.21913727,1.722433159,"PUMP ASSY, OIL W/MOTOR",387,392,2.65,2.38,-0.27,0.947333836,1.702666164,0.950562292,1.429437708,370.1091667,390.28,361.4641667,381.16,12,アイシン精機（株）,1,4,8.04,1Y,TP341ﾌﾀﾅｼ,0.017,6.97,手配,0.91,0.91,0
50,35882ECB010,0,0,4.545454545,11.36363636,13.63636364,9.090909091,27.27272727,15.90909091,18.18181818,0,0,8.695652174,0,6.52173913,2.173913043,13.04347826,26.08695652,43.47826087,0,0,4.150197628,-11.36363636,-7.114624506,-6.916996047,-14.22924901,10.17786561,25.29644269,"TUBE, DIFFERENTIAL GEAR LUBE APPLY",44,46,1.925,1.67,-0.255,1.186564019,0.738435981,0.62808002,1.04191998,24.24,32.736,21.67,29.938,50,（株）メタルテック,1,1,1.9,1Y,TP332ﾌﾀﾅｼ,0.022,2.5,手配,0.5,0.5,0
101,9036324A005,0,0,2.542372881,4.237288136,11.86440678,30.50847458,28.81355932,0.847457627,21.18644068,0,0,1.724137931,8.620689655,21.55172414,26.72413793,18.96551724,0.862068966,21.55172414,0,0,-0.81823495,4.38340152,9.687317358,-3.784336645,-9.848042081,0.014611338,0.36528346,"BEARING, RADIAL BALL",118,123,1.3,1.045,-0.255,0.861414834,0.438585166,0.734252874,0.310747126,94.39,97.4775,83.21818182,86.24090909,22,日本精工（株）,1,8,9,1Y,ｻﾝﾎﾞｯｸｽ＃K-10Bﾌﾀﾅｼ,0.015,11.86,手配,0.74,0.68,0.06
74,9011906A065,0,7.142857143,0,21.42857143,7.142857143,7.142857143,14.28571429,14.28571429,28.57142857,0,0,0,0,0,23.07692308,15.38461538,23.07692308,38.46153846,0,-7.142857143,0,-21.42857143,-7.142857143,15.93406593,1.098901099,8.791208791,9.89010989,"BOLT, FLANGE W/WASHER",14,14,3.255,2,-1.255,1.777051004,1.477948996,0.905576779,1.094423221,10.69719,11.18129,8.51593,8.98863,1000,（株）青山製作所,1,6,5.76,1Y,TP331ﾌﾀﾅｼ,0.012,11.83,手配,0.53,0.53,0
121,9155180640,0,0,12.5,0,12.5,0,25,25,25,0,0,22.22222222,0,11.11111111,11.11111111,11.11111111,0,44.44444444,0,0,9.722222222,0,-1.388888889,11.11111111,-13.88888889,-25,19.44444444,"BOLT, FLANGE",8,9,5.295,4.16,-1.135,2.295576506,2.999423494,2.230095504,1.929904496,8.22828,8.551013333,8.10516,8.420293333,1000,（株）青山製作所,1,6,5.76,1Y,TP331ﾌﾀﾅｼ,0.012,11.53,手配,0.54,0.54,0
93,9034108A006,0,0,5.263157895,5.263157895,21.05263158,15.78947368,15.78947368,21.05263158,15.78947368,0,5.263157895,10.52631579,10.52631579,15.78947368,5.263157895,5.263157895,10.52631579,36.84210526,0,5.263157895,5.263157895,5.263157895,-5.263157895,-10.52631579,-10.52631579,-10.52631579,21.05263158,"PLUG, W/HEAD STRAIGHT SCREW",19,19,2.22,1.97,-0.25,1.471299529,0.748700471,1.291329305,0.678670695,14.38864,16.53744,14.11675,16.21425,1000,（株）杉浦製作所,1,2,1.06,1Y,TP331ﾌﾀﾅｼ,0.012,7.4,手配,0.53,0.53,0
48,35847ECE010,0,1.538461538,4.615384615,7.692307692,4.615384615,1.538461538,16.92307692,29.23076923,33.84615385,0,0,1.515151515,0,9.090909091,3.03030303,4.545454545,12.12121212,69.6969697,0,-1.538461538,-3.1002331,-7.692307692,4.475524476,1.491841492,-12.37762238,-17.10955711,35.85081585,"TUBE, TRANSAXLE LUBE APPLY",65,66,2.41,2.18,-0.23,1.050754244,1.359245756,0.58045977,1.59954023,36.9625,50.5475,34.25,47.55,40,（株）メタルテック,1,1,1.9,1Y,TP332ﾌﾀﾅｼ,0.022,3.3,手配,0.5,0.5,0
97,9034118090,0,6.25,6.25,12.5,18.75,6.25,12.5,25,12.5,0,0,0,13.33333333,6.666666667,40,0,20,20,0,-6.25,-6.25,0.833333333,-12.08333333,33.75,-12.5,-5,7.5,"PLUG, W/HEAD STRAIGHT SCREW",16,15,2.515,2.29,-0.225,1.703345904,0.811654096,1.554057302,0.735942698,11.7138,13.32746667,11.5086,13.08426667,300,（株）杉浦製作所,1,2,1.06,1Y,TP331ﾌﾀﾅｼ,0.012,10.36,手配,0.54,0.54,0
103,9036345A004,0,0,0,1.960784314,0,15.68627451,25.49019608,21.56862745,35.29411765,0,0,7.692307692,7.692307692,3.846153846,1.923076923,19.23076923,9.615384615,50,0,0,7.692307692,5.731523379,3.846153846,-13.76319759,-6.259426848,-11.95324284,14.70588235,"BEARING, RADIAL BALL",51,52,2.39,2.175,-0.215,1.150003771,1.239996229,0.74140573,1.43359427,37.42488889,48.18266667,34.61422222,45.11866667,90,岡谷鋼機（株）,1,1,2.29,1Y,ｻﾝﾎﾞｯｸｽ＃9Bﾌﾀﾅｼ,0.013,12,手配,0.64,0.64,0
53,41310ECE010,0,1.233616037,3.855050116,23.82420971,22.97609869,21.20277564,3.623747109,16.7309175,6.553585197,0,1.338582677,3.385826772,6.929133858,16.22047244,16.45669291,24.09448819,8.11023622,23.46456693,0,0.10496664,-0.469223344,-16.89507586,-6.755626248,-4.746082723,20.47074108,-8.620681281,16.91098173,"GEAR ASSY, DIFFERENTIAL",1299,1321,1.36,1.15,-0.21,1.111037712,0.248962288,0.712068966,0.437931034,1497.35,1565.275,934,1000.5,2,（株）オンド,1,4,4,1Y,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,0.033,14.51,手配,1.1,0.7,0.4
123,9167180618,0,8.333333333,0,16.66666667,16.66666667,8.333333333,8.333333333,16.66666667,25,7.142857143,0,7.142857143,14.28571429,7.142857143,7.142857143,14.28571429,28.57142857,14.28571429,7.142857143,-8.333333333,7.142857143,-2.380952381,-9.523809524,-1.19047619,5.952380952,11.9047619,-10.71428571,"BOLT, FLANGE W/WASHER",12,14,2.61,2.695,0.085,1.777051004,0.832948996,1.656730336,1.038269664,10.69719,11.18129,10.51593,10.98863,1000,（株）青山製作所,1,6,5.76,1Y,TP331ﾌﾀﾅｼ,0.012,9.43,手配,0.53,0.53,0
46,35847ECB010,0,0,6.896551724,6.896551724,3.448275862,6.896551724,37.93103448,24.13793103,13.79310345,0,0,3.125,6.25,9.375,6.25,3.125,9.375,62.5,0,0,-3.771551724,-0.646551724,5.926724138,-0.646551724,-34.80603448,-14.76293103,48.70689655,"TUBE, TRANSAXLE LUBE APPLY",29,32,2.7,2.51,-0.19,1.400502431,1.299497569,0.714928031,1.795071969,16.5405,21.8505,14.177125,19.344625,80,（株）メタルテック,1,1,1.9,1Y,TP332ﾌﾀﾅｼ,0.022,2.9,手配,0.51,0.51,0
108,9036630A017,0,0,0,9.230769231,9.230769231,7.692307692,24.61538462,24.61538462,24.61538462,0,0,0,3.076923077,7.692307692,0,18.46153846,30.76923077,40,0,0,0,-6.153846154,-1.538461538,-7.692307692,-6.153846154,6.153846154,15.38461538,"RACE, TAPERED ROLLER BEARING, OUTER",65,65,2.04,1.85,-0.19,1.034003017,1.005996983,0.681124584,1.168875416,44.01402778,57.46125,40.39166667,53.52222222,72,（株）ジェイテクト,1,1,1.9,1Y,ｻﾝﾎﾞｯｸｽ＃9Fﾌﾀﾅｼ,0.013,10.492,手配,0.61,0.6,0.01
32,35409ECB010,0,10,20,0,0,0,30,20,20,0,0,10,0,20,0,0,10,60,0,-10,-10,0,20,0,-30,-10,40,"SPRING SUB-ASSY, MANUAL DETENT",10,10,4.26,4.085,-0.175,2.296256078,1.963743922,1.172320078,2.912679922,10.0092,12.1332,7.8211,9.8881,200,サンコール（株）,1,1,2.26,1Y,TP131ﾌﾀﾅｼ,0.006,2.6,手配,0.66,0.66,0
115,9036659A010,0,0,1.587301587,2.380952381,8.73015873,16.66666667,26.19047619,20.63492063,23.80952381,0,0,1.526717557,3.053435115,3.053435115,10.6870229,15.26717557,32.0610687,34.35114504,0,0,-0.06058403,0.672482734,-5.676723616,-5.979643766,-10.92330062,11.42614807,10.54162123,"RACE, TAPERED ROLLER BEARING, OUTER",127,131,1.77,1.63,-0.14,0.922001508,0.847998492,0.630562292,0.999437708,83.68333333,110.5777778,78.47027778,104.7313889,36,（株）ジェイテクト,1,1,1.9,1Y,ｻﾝﾎﾞｯｸｽ＃9Fﾌﾀﾅｼ,0.013,7.144,手配,0.6,0.59,0.01
34,35441TFA010,0,15,10,5,10,0,5,25,30,0,0,0,5.263157895,0,5.263157895,10.52631579,15.78947368,63.15789474,0,-15,-10,0.263157895,-10,5.263157895,5.526315789,-9.210526316,33.15789474,"STRAINER, OIL",20,19,3.45,3.33,-0.12,1.573128039,1.876871961,0.926160039,2.403839961,17.2308,21.4788,14.8489,18.9829,100,（株）ニフコ,1,1,2.14,1Y,TP331ﾌﾀﾅｼ,0.012,0.69,手配,0.67,0.67,0
23,35174ECE020,0,0,3.448275862,10.34482759,13.79310345,10.34482759,6.896551724,31.03448276,24.13793103,0,16.66666667,3.333333333,0,0,6.666666667,6.666666667,26.66666667,40,0,16.66666667,-0.114942529,-10.34482759,-13.79310345,-3.67816092,-0.229885057,-4.367816092,15.86206897,"PLATE, OIL RESERVOIR LOCK",29,30,3.05,2.93,-0.12,1.366697048,1.683302952,1.173103448,1.756896552,22.019,23.52844444,21.62,23.09777778,90,（株）浅賀井製作所,1,4,6.88,1Y,TP331ﾌﾀﾅｼ,0.012,1.795,手配,0.63,0.63,0
47,35847ECB020,0,0,0,13.79310345,0,17.24137931,24.13793103,24.13793103,20.68965517,0,0,0,0,3.333333333,10,10,20,56.66666667,0,0,0,-13.79310345,3.333333333,-7.24137931,-14.13793103,-4.137931034,35.97701149,"TUBE, TRANSAXLE LUBE APPLY",29,30,2.48,2.37,-0.11,1.329189627,1.150810373,0.679312027,1.690687973,18.17142857,24.24,15.76428571,21.67,70,（株）メタルテック,1,1,1.9,1Y,TP332ﾌﾀﾅｼ,0.022,2.74,手配,0.5,0.5,0
107,9036628A008,0,0,3.846153846,0,7.692307692,7.692307692,26.92307692,23.07692308,30.76923077,0,0,0,0,7.692307692,0,11.53846154,23.07692308,57.69230769,0,0,-3.846153846,0,0,-7.692307692,-15.38461538,0,26.92307692,"RACE, TAPERED ROLLER BEARING, OUTER",26,26,2.98,2.89,-0.09,1.361885609,1.618114391,0.781149425,2.108850575,19.0303,24.4643,16.428,21.748,100,（株）ジェイテクト,1,1,1.9,1Y,ｻﾝﾎﾞｯｸｽ＃9Fﾌﾀﾅｼ,0.013,10.1,手配,0.59,0.58,0.01
85,9030111A014,0,4.166666667,4.166666667,16.66666667,0,8.333333333,20.83333333,25,20.83333333,0,0,4.347826087,4.347826087,8.695652174,13.04347826,13.04347826,13.04347826,43.47826087,0,-4.166666667,0.18115942,-12.31884058,8.695652174,4.710144928,-7.789855072,-11.95652174,22.64492754,"RING, O",24,23,2.635,2.82,0.185,1.422230602,1.212769398,1.236038202,1.583961798,16.5548,18.9753,16.2356,18.5991,1000,ＮＯＫ（株）,1,2,3.52,1Y,TP131ﾌﾀﾅｼ,0.006,0.6,手配,0.56,0.56,0
64,82821XAE020,0,0,0,20,0,0,60,20,0,0,0,0,25,0,0,0,25,50,0,0,0,5,0,0,-60,5,50,"COVER, CONNECTOR",5,4,6.52,6.47,-0.05,3.922512156,2.597487844,2.078602098,4.391397902,7.3011,7.8321,5.185675,5.702425,400,石黒ゴム工業（株）,1,2,3.64,1Y,TP332ﾌﾀﾅｼ,0.022,1.42,手配,0.81,0.81,0
92,9033904A002,0,20,20,0,20,0,20,20,0,0,0,0,0,0,33.33333333,0,66.66666667,0,0,-20,-20,0,-20,33.33333333,-20,46.66666667,0,CAP,5,3,4.16,4.53,0.37,3.931153012,0.228846988,1.736730336,2.793269664,5.95301,6.92121,3.88347,4.82887,1000,サトープレス工業（株）,1,1,1.78,1Y,AW131ﾌﾀﾅｼ,0.006,0.97,手配,0.61,0.61,0
124,G1144ECB010,0,0,8.620689655,10.63218391,14.08045977,9.770114943,33.62068966,9.482758621,13.79310345,0,0,0,1.166180758,7.288629738,9.329446064,18.36734694,37.31778426,26.53061224,0,0,-8.620689655,-9.46600315,-6.791830033,-0.440668878,-15.25334272,27.83502564,12.7375088,"TERMINAL, MOTOR CABLE",348,343,1.51,1.5,-0.01,0.912787682,0.597212318,0.660739205,0.839260795,226.02,296.82,219.035,287.935,6,住友電気工業（株）,1,1,2.28,1Y,TP331ﾌﾀﾅｼ,0.012,2.288,手配,0.63,0.63,0
43,3559850A010,0,0,9.523809524,38.0952381,14.28571429,0,14.28571429,23.80952381,0,0,0,15,15,15,5,5,20,25,0,0,5.476190476,-23.0952381,0.714285714,5,-9.285714286,-3.80952381,25,"PIN SUB-ASSY, PARKING LOCK",21,20,1.89,1.89,0,1.823128039,0.066871961,1.156160039,0.733839961,22.116,24.24,19.603,21.67,100,アイコー（株）,1,2,3.92,1Y,TP131ﾌﾀﾅｼ,0.006,3.86,手配,0.9,0.9,0
57,82821CWA030,0,0,0,0,0,0,21.73913043,30.43478261,47.82608696,0,0,0,0,0,4.347826087,8.695652174,13.04347826,73.91304348,0,0,0,0,0,4.347826087,-13.04347826,-17.39130435,26.08695652,"COVER, CONNECTOR",23,23,4.75,4.79,0.04,1.692347949,3.057652051,1.109059783,3.680940217,23.07355,25.49205,20.61705,22.98055,200,石黒ゴム工業（株）,1,2,3.64,1Y,TP332ﾌﾀﾅｼ,0.022,1.42,手配,0.83,0.83,0
66,82824ECB020,0,0,1.834862385,12.8440367,21.10091743,11.00917431,22.93577982,12.8440367,17.43119266,0,0,0,1.694915254,9.322033898,9.322033898,14.40677966,29.66101695,35.59322034,0,0,-1.834862385,-11.14912144,-11.77888353,-1.687140414,-8.529000155,16.81698025,18.16202768,"CONNECTOR, WIRING HARNESS",109,118,1.55,1.59,0.04,0.94444612,0.60555388,0.625069213,0.964930787,73.1945,97.3995,69.5415,93.1765,40,矢崎総業（株）,1,1,1.79,1Y,TP331ﾌﾀｱﾘ,0.014,5.7,手配,0.58,0.58,0
81,9020156A001,0,4,16,8,8,12,12,40,0,0,0,5.882352941,5.882352941,5.882352941,5.882352941,11.76470588,17.64705882,47.05882353,0,-4,-10.11764706,-2.117647059,-2.117647059,-6.117647059,-0.235294118,-22.35294118,47.05882353,"WASHER, PLATE",25,20,2.58,2.63,0.05,1.643128039,0.936871961,1.006160039,1.623839961,18.5052,22.7532,16.5025,20.6365,100,（株）ムロコーポレーション,1,1,0.73,1Y,TP131ﾌﾀﾅｼ,0.006,13.86,手配,0.73,0.75,-0.02
45,35771ECE010,0,1.382488479,12.21198157,29.26267281,13.13364055,2.073732719,5.760368664,17.74193548,18.43317972,0,15.20737327,19.8156682,11.52073733,12.90322581,11.29032258,5.299539171,2.534562212,21.42857143,0,13.82488479,7.603686636,-17.74193548,-0.230414747,9.216589862,-0.460829493,-15.20737327,2.995391705,"SHAFT, OUTPUT",434,440,0.82,0.88,0.06,0.733113137,0.086886863,0.814137931,0.065862069,215.8316667,230.9261111,347.8,362.5777778,6,アイシン機工（株）,1,6,4.92,1Y,TP341ﾌﾀﾅｼ,0.017,9.6,手配,0.47,0.78,-0.31
87,9030117A010,0,0,12.5,0,37.5,0,0,50,0,0,0,28.57142857,0,0,0,14.28571429,42.85714286,14.28571429,0,0,16.07142857,0,-37.5,0,14.28571429,-7.142857143,14.28571429,"RING, O",8,7,4.73,6.04,1.31,2.966136073,1.763863927,2.887592786,3.152407214,6.7611,7.4576,6.66876,7.34816,1000,ＮＯＫ（株）,1,2,3.52,1Y,TP131ﾌﾀﾅｼ,0.006,0.8,手配,0.54,0.54,0
54,5040056001E,0,0,9.375,12.5,25,9.375,6.25,9.375,28.125,0,0,5.882352941,8.823529412,11.76470588,2.941176471,35.29411765,8.823529412,26.47058824,0,0,-3.492647059,-3.676470588,-13.23529412,-6.433823529,29.04411765,-0.551470588,-1.654411765,"CLAMP, TUBE",32,34,1.735,1.825,0.09,1.247876823,0.487123177,1.04108807,0.78391193,23.532,30.612,22.981,29.871,300,サトープレス工業（株）,1,1,1.78,1Y,AW131ﾌﾀﾅｼ,0.006,1.545,手配,0.58,0.58,0
