品番,加工図符号,設変符号,品名,ステータス,発注区分,整備室,整備室名,手配区分,工程内外製,工程コード,仕入先名/工場名,発送場所,発送場所名,受給区分,後工程内外製,後工程コード,後工程仕入先名/工場名,受入場所,受入場所名,箱種類,収容数,基準在庫日数,基準在庫枚数,サイクル間隔,サイクル回数,サイクル情報,更新,更新者,最終更新日時,マイナス必要数有無,当月必要数,当月稼働日数,翌月必要数,翌月稼働日数,翌々月必要数,翌々月稼働日数,翌々々月必要数,翌々々月稼働日数,1(水),2(木),3(金),4(土),5(日),6(月),7(火),8(水),9(木),10(金),11(土),12(日),13(月),14(火),15(水),16(木),17(金),18(土),19(日),20(月),21(火),22(水),23(木),24(金),25(土),26(日),27(月),28(火),29(水),30(木),31(金),当月計算数,翌月計算数,翌々月計算数,翌々々月計算数,1(水),2(木),3(金),4(土),5(日),6(月),7(火),8(水),9(木),10(金),11(土),12(日),13(月),14(火),15(水),16(木),17(金),18(土),19(日),20(月),21(火),22(水),23(木),24(金),25(土),26(日),27(月),28(火),29(水),30(木),31(金)
90564-55A027,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,0,23.0,0,20.0,0,18.0,0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-55A028,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,0,23.0,0,20.0,0,18.0,0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-55A029,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,0,23.0,0,20.0,0,18.0,0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-55A030,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,0,23.0,0,20.0,0,18.0,0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-55A031,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,0,23.0,0,20.0,0,18.0,0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-55A032,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,0,23.0,0,20.0,0,18.0,0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-55A033,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,0,23.0,0,20.0,0,18.0,0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-55A034,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,0,23.0,0,20.0,0,18.0,0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-55A035,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,0,23.0,0,20.0,0,18.0,0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-55A036,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,24,23.0,15,20.0,16,18.0,22,22.0,1,1,1,0,0,1,1,1,1,2,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,18,14,15,21,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-55A037,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,121,23.0,85,20.0,96,18.0,128,22.0,5,5,5,0,0,6,6,6,6,7,0,0,5,5,5,5,5,0,0,5,5,5,5,5,0,0,5,5,5,5,5,113,84,95,127,4,4,4,0,0,6,5,5,5,6,0,0,4,4,4,4,4,0,0,4,4,4,4,4,0,0,4,4,4,4,4
90564-55A038,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,364,23.0,262,20.0,294,18.0,392,22.0,15,16,16,0,0,19,19,19,19,19,0,0,15,15,15,16,15,0,0,15,15,15,16,15,0,0,14,14,14,15,13,351,261,293,391,14,15,15,0,0,18,18,18,18,18,0,0,14,14,14,15,14,0,0,14,14,14,15,14,0,0,13,13,13,14,12
90564-55A039,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,797,23.0,587,20.0,659,18.0,879,22.0,34,34,35,0,0,42,41,42,42,42,0,0,33,33,33,34,33,0,0,33,32,33,35,33,0,0,30,30,31,33,29,787,586,658,878,33,33,34,0,0,41,40,41,41,41,0,0,32,32,32,33,32,0,0,32,31,32,34,32,0,0,29,29,30,32,28
90564-55A040,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,"1,293",23.0,955,20.0,"1,072",18.0,"1,430",22.0,55,55,56,0,0,68,67,68,68,69,0,0,53,54,54,56,54,0,0,54,52,54,57,53,0,0,48,48,50,53,47,"1,281",954,"1,071","1,429",54,54,55,0,0,67,66,67,67,68,0,0,52,53,53,55,53,0,0,53,51,53,56,52,0,0,47,47,49,52,46
90564-55A041,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,"1,196",23.0,884,20.0,992,18.0,"1,324",22.0,51,51,52,0,0,63,62,63,63,63,0,0,49,50,50,51,50,0,0,50,49,50,52,49,0,0,45,45,46,49,43,"1,186",883,992,"1,323",50,50,51,0,0,62,61,62,62,63,0,0,48,49,49,51,49,0,0,49,48,49,51,48,0,0,44,44,45,48,42
90564-55A042,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,"1,312",23.0,969,20.0,"1,088",18.0,"1,451",22.0,55,56,57,0,0,69,68,69,69,70,0,0,54,55,55,56,55,0,0,55,53,55,57,54,0,0,49,49,51,54,47,"1,300",968,"1,087","1,450",54,55,56,0,0,68,67,68,68,69,0,0,53,54,54,55,54,0,0,54,52,54,56,53,0,0,48,48,50,53,46
90564-55A043,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,"1,245",23.0,920,20.0,"1,032",18.0,"1,377",22.0,53,53,54,0,0,65,65,65,65,66,0,0,51,52,52,54,52,0,0,52,51,52,54,51,0,0,47,47,48,51,45,"1,233",919,"1,031","1,376",52,52,53,0,0,65,64,64,64,65,0,0,50,51,51,53,51,0,0,51,50,51,53,50,0,0,46,46,47,50,44
90564-55A044,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,"1,129",23.0,835,20.0,937,18.0,"1,250",22.0,48,48,49,0,0,59,59,59,59,60,0,0,47,47,47,49,47,0,0,47,46,47,49,47,0,0,42,42,44,46,41,"1,120",834,936,"1,249",47,47,48,0,0,59,58,58,58,59,0,0,46,46,46,48,46,0,0,46,45,46,48,46,0,0,41,41,43,45,40
90564-55A045,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,"1,196",23.0,884,20.0,992,18.0,"1,324",22.0,51,51,52,0,0,63,62,63,63,63,0,0,49,50,50,51,50,0,0,50,49,50,52,49,0,0,45,45,46,49,43,"1,186",883,992,"1,323",50,50,51,0,0,62,61,62,62,63,0,0,48,49,49,51,49,0,0,49,48,49,51,48,0,0,44,44,45,48,42
90564-55A046,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,429,23.0,312,20.0,350,18.0,466,22.0,18,18,19,0,0,22,22,22,22,23,0,0,18,18,18,18,18,0,0,18,17,18,19,18,0,0,16,16,17,18,16,417,311,349,465,17,17,18,0,0,22,21,21,21,22,0,0,17,17,17,17,17,0,0,17,16,17,18,17,0,0,15,15,16,17,15
90564-55A047,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,313,23.0,227,20.0,254,18.0,339,22.0,13,13,14,0,0,16,16,16,16,17,0,0,13,13,13,14,13,0,0,13,13,13,14,13,0,0,12,12,12,13,11,303,226,253,338,12,12,13,0,0,16,15,15,15,16,0,0,12,12,12,13,12,0,0,12,12,12,13,12,0,0,11,11,11,12,10
90564-55A048,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,172,23.0,121,20.0,135,18.0,181,22.0,7,7,8,0,0,9,9,9,9,9,0,0,7,7,7,7,7,0,0,7,7,7,8,7,0,0,7,7,7,7,6,161,120,134,180,6,6,7,0,0,8,8,8,8,8,0,0,6,6,6,6,6,0,0,6,6,6,7,6,0,0,6,6,6,6,5
90564-55A049,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,24,23.0,15,20.0,16,18.0,22,22.0,1,1,1,0,0,1,1,1,1,2,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,18,14,15,21,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-55A050,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,0,23.0,0,20.0,0,18.0,0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-55A051,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,0,23.0,0,20.0,0,18.0,0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-55A052,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,0,23.0,0,20.0,0,18.0,0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-55A053,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,0,23.0,0,20.0,0,18.0,0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-55A054,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,0,23.0,0,20.0,0,18.0,0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-55A055,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,0,23.0,0,20.0,0,18.0,0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-55A056,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,0,23.0,0,20.0,0,18.0,0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-55A057,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,0,23.0,0,20.0,0,18.0,0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-55A058,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,0,23.0,0,20.0,0,18.0,0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-55A059,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,0,23.0,0,20.0,0,18.0,0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-55A060,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,0,23.0,0,20.0,0,18.0,0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-55A061,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,0,23.0,0,20.0,0,18.0,0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-55A062,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,0,23.0,0,20.0,0,18.0,0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-55A063,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,0,23.0,0,20.0,0,18.0,0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-55A064,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,0,23.0,0,20.0,0,18.0,0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-55A065,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,0,23.0,0,20.0,0,18.0,0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-55A066,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,0,23.0,0,20.0,0,18.0,0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-57A114,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,0,23.0,0,20.0,0,18.0,0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-57A115,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,0,23.0,0,20.0,0,18.0,0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-57A116,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,0,23.0,0,20.0,0,18.0,0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-57A117,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,0,23.0,0,20.0,0,18.0,0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-57A118,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,0,23.0,0,20.0,0,18.0,0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-57A119,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,0,23.0,0,20.0,0,18.0,0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-57A120,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,0,23.0,0,20.0,0,18.0,0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
