品番,加工図符号,設変符号,品名,ステータス,発注区分,整備室,整備室名,手配区分,工程内外製,工程コード,仕入先名/工場名,発送場所,発送場所名,受給区分,後工程内外製,後工程コード,後工程仕入先名/工場名,受入場所,受入場所名,箱種類,収容数,基準在庫日数,基準在庫枚数,サイクル間隔,サイクル回数,サイクル情報,更新,更新者,最終更新日時,マイナス必要数有無,当月必要数,当月稼働日数,翌月必要数,翌月稼働日数,翌々月必要数,翌々月稼働日数,翌々々月必要数,翌々々月稼働日数,1(金),2(土),3(日),4(月),5(火),6(水),7(木),8(金),9(土),10(日),11(月),12(火),13(水),14(木),15(金),16(土),17(日),18(月),19(火),20(水),21(木),22(金),23(土),24(日),25(月),26(火),27(水),28(木),29(金),30(土),,当月計算数,翌月計算数,翌々月計算数,翌々々月計算数,1(金),2(土),3(日),4(月),5(火),6(水),7(木),8(金),9(土),10(日),11(月),12(火),13(水),14(木),15(金),16(土),17(日),18(月),19(火),20(水),21(木),22(金),23(土),24(日),25(月),26(火),27(水),28(木),29(金),30(土)
35145-ECE010,35145ECE010, A,"PLATE, OIL",使用中,かんばん,1Y,第１工場,手配,Ｐ,2036,三共鋼業（株）,1,東浦南工場,――,Ｍ,1,第１,1Y,安城第１工場,AW-131 ｾﾝﾖｳ,100,0.65,1,1,1,1.74,,,5.35,535,"10,440",21,"11,129",22,"11,729",22,0,20,487,0,0,535,534,529,534,528,0,0,462,522,463,523,462,0,0,494,493,500,499,455,0,0,493,493,467,499,468,0,,"10,440","11,129","11,729",0,487,0,0,535,534,529,534,528,0,0,462,522,463,523,462,0,0,494,493,500,499,455,0,0,493,493,467,499,468,0
35195-ECE010,35195ECE010,,"CLAMP, TUBE",使用中,かんばん,1Y,第１工場,手配,Ｐ,2036,三共鋼業（株）,1,東浦南工場,――,Ｍ,1,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,400,0.62,3,1,1,1.74,,,2.675,1070,"20,880",21,"22,258",22,"23,458",22,0,20,974,0,0,"1,070","1,068","1,058","1,068","1,056",0,0,924,"1,044",926,"1,046",924,0,0,988,986,"1,000",998,910,0,0,986,986,934,998,936,0,,"20,880","22,258","23,458",0,974,0,0,"1,070","1,068","1,058","1,068","1,056",0,0,924,"1,044",926,"1,046",924,0,0,988,986,"1,000",998,910,0,0,986,986,934,998,936,0
35195-TFG010,35195TFG010, A,"CLAMP, TRANSAXLE APPLY TUBE, NO.1",使用中,かんばん,1Y,第１工場,手配,Ｐ,2036,三共鋼業（株）,1,東浦南工場,――,Ｍ,1,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,400,0.62,1,1,1,1.74,,,2.675,1070,"20,880",21,"22,258",22,"23,458",22,0,20,974,0,0,"1,070","1,068","1,058","1,068","1,056",0,0,924,"1,044",926,"1,046",924,0,0,988,986,"1,000",998,910,0,0,986,986,934,998,936,0,,"20,880","22,258","23,458",0,974,0,0,"1,070","1,068","1,058","1,068","1,056",0,0,924,"1,044",926,"1,046",924,0,0,988,986,"1,000",998,910,0,0,986,986,934,998,936,0
35257-ECA010,35257ECA010,,"PLATE, OIL GUIDE",使用中,かんばん,1Y,第１工場,手配,Ｐ,2036,三共鋼業（株）,1,東浦南工場,――,Ｍ,1,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,50,0.82,3,1,1,1.74,,,0,0,0,21,0,22,42,22,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35285-ECA010,35285ECA010,,"CLAMP, SOLENOID",使用中,かんばん,1Y,第１工場,手配,Ｐ,2036,三共鋼業（株）,1,東浦南工場,――,Ｍ,1,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,500,0.82,3,1,1,1.74,,,0,0,0,21,0,22,42,22,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90462-14A008,9046214A008,,CLAMP,使用中,かんばん,1Y,第１工場,手配,Ｐ,2036,三共鋼業（株）,1,東浦南工場,――,Ｍ,1,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,50,0.82,3,1,1,1.74,,,0,0,0,21,0,22,42,22,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90462-14A009,9046214A009,,CLAMP,使用中,かんばん,1Y,第１工場,手配,Ｐ,2036,三共鋼業（株）,1,東浦南工場,――,Ｍ,1,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,200,0.82,3,1,1,1.74,,,0,0,0,21,0,22,42,22,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35771-ECB010,35771ECB010, C,"SHAFT, OUTPUT",使用中,かんばん,1Y,第１工場,手配,Ｐ,2038,アイシン機工（株）,6,吉良工場,――,Ｍ,1,第１,1Y,安城第１工場,TP-341 ﾊﾝﾖｳ,4,0.78,3,1,6,4.92,,,106,424,"8,198",21,"7,413",22,"9,307",22,0,20,393,0,0,411,411,417,411,417,0,0,383,423,383,424,384,0,0,384,384,379,378,360,0,0,384,384,355,379,354,0,,"8,198","7,413","9,307",0,393,0,0,411,411,417,411,417,0,0,383,423,383,424,384,0,0,384,384,379,378,360,0,0,384,384,355,379,354,0
35771-ECE010,35771ECE010, D,"SHAFT, OUTPUT",使用中,かんばん,1Y,第１工場,手配,Ｐ,2038,アイシン機工（株）,6,吉良工場,――,Ｍ,1,第１,1Y,安城第１工場,TP-341 ﾊﾝﾖｳ,6,0.78,2,1,6,4.92,,,89.16666667,535,"10,440",21,"11,129",22,"11,729",22,0,20,487,0,0,535,534,529,534,528,0,0,462,522,463,523,462,0,0,494,493,500,499,455,0,0,493,493,467,499,468,0,,"10,440","11,129","11,729",0,487,0,0,535,534,529,534,528,0,0,462,522,463,523,462,0,0,494,493,500,499,455,0,0,493,493,467,499,468,0
35141-ECA020,35141ECA020, D,"CASE, TRANSAXLE",使用中,かんばん,1Y,第１工場,手配,Ｐ,2041,（株）アイシン福井,1,本社工場,――,Ｍ,1,第１,1Y,安城第１工場,Aﾊﾟﾚ ﾊﾝﾖｳ,6,0.62,3,1,24,19.68,,,0,0,0,21,0,22,42,22,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35141-ECB010,35141ECB010, D,"CASE, TRANSAXLE",使用中,かんばん,1Y,第１工場,手配,Ｐ,2041,（株）アイシン福井,1,本社工場,――,Ｍ,1,第１,1Y,安城第１工場,Aﾊﾟﾚ ﾊﾝﾖｳ,16,0.62,3,1,24,19.68,,,26.5,424,"8,198",21,"7,413",22,"9,307",22,0,20,393,0,0,411,411,417,411,417,0,0,383,423,383,424,384,0,0,384,384,379,378,360,0,0,384,384,355,379,354,0,,"8,198","7,413","9,307",0,393,0,0,411,411,417,411,417,0,0,383,423,383,424,384,0,0,384,384,379,378,360,0,0,384,384,355,379,354,0
35141-ECE010,35141ECE010, B,"CASE, TRANSAXLE",使用中,かんばん,1Y,第１工場,手配,Ｐ,2041,（株）アイシン福井,1,本社工場,――,Ｍ,1,第１,1Y,安城第１工場,Aﾊﾟﾚ ﾊﾝﾖｳ,20,0.63,3,1,24,19.68,,,26.75,535,"10,440",21,"11,129",22,"11,729",22,0,20,487,0,0,535,534,529,534,528,0,0,462,522,463,523,462,0,0,494,493,500,499,455,0,0,493,493,467,499,468,0,,"10,440","11,129","11,729",0,487,0,0,535,534,529,534,528,0,0,462,522,463,523,462,0,0,494,493,500,499,455,0,0,493,493,467,499,468,0
39171-ECA040,39171ECA040, D,"COVER, MOTOR HOUSING",使用中,かんばん,1Y,第１工場,手配,Ｐ,2041,（株）アイシン福井,1,本社工場,――,Ｍ,1,第１,1Y,安城第１工場,Aﾊﾟﾚ ﾊﾝﾖｳ,36,0.62,3,1,24,19.68,,,0,0,0,21,0,22,42,22,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39171-ECB010,39171ECB010, B,"COVER, MOTOR HOUSING",使用中,かんばん,1Y,第１工場,手配,Ｐ,2041,（株）アイシン福井,1,本社工場,――,Ｍ,1,第１,1Y,安城第１工場,Aﾊﾟﾚ ﾊﾝﾖｳ,16,0.62,3,1,24,19.68,,,26.5,424,"8,198",21,"7,413",22,"9,307",22,0,20,393,0,0,411,411,417,411,417,0,0,383,423,383,424,384,0,0,384,384,379,378,360,0,0,384,384,355,379,354,0,,"8,198","7,413","9,307",0,393,0,0,411,411,417,411,417,0,0,383,423,383,424,384,0,0,384,384,379,378,360,0,0,384,384,355,379,354,0
39171-ECE010,39171ECE010, A,"COVER, MOTOR HOUSING",使用中,かんばん,1Y,第１工場,手配,Ｐ,2041,（株）アイシン福井,1,本社工場,――,Ｍ,1,第１,1Y,安城第１工場,Aﾊﾟﾚ ﾊﾝﾖｳ,20,0.63,3,1,24,19.68,,,26.75,535,"10,440",21,"11,129",22,"11,729",22,0,20,487,0,0,535,534,529,534,528,0,0,462,522,463,523,462,0,0,494,493,500,499,455,0,0,493,493,467,499,468,0,,"10,440","11,129","11,729",0,487,0,0,535,534,529,534,528,0,0,462,522,463,523,462,0,0,494,493,500,499,455,0,0,493,493,467,499,468,0
01912-ECB060,01912ECB060,,"CAP, SHIPPING",使用中,かんばん,1Y,第１工場,手配,Ｐ,2242,新光ゴム工業（株）,1,本社,――,Ｍ,1,第１,1Y,安城第１工場,TP-331 ﾊﾝﾖｳ,400,0.78,1,1,1,3.25,,,1.06,424,"8,198",26,"8,057",22,"9,951",22,0,20,393,0,0,411,411,417,411,417,0,0,383,423,383,424,384,0,0,384,384,379,378,360,0,0,384,384,355,379,354,0,,"8,198","8,057","9,951",0,393,0,0,411,411,417,411,417,0,0,383,423,383,424,384,0,0,384,384,379,378,360,0,0,384,384,355,379,354,0
2030 052 002N,2030052002N, A,"PLUG, W/HEAD STRAIGHT SCREW",使用中,かんばん,1Y,第１工場,手配,Ｐ,2408,（株）杉浦製作所,1,,――,Ｍ,1,第１,1Y,安城第１工場,TP-331 ﾊﾝﾖｳ,300,0.5,3,1,2,1.06,,,3.156666667,947,"18,638",21,"18,542",22,"21,036",22,0,20,880,0,0,946,945,946,945,945,0,0,845,945,846,947,846,0,0,878,877,879,877,815,0,0,877,877,822,878,822,0,,"18,638","18,542","21,036",0,880,0,0,946,945,946,945,945,0,0,845,945,846,947,846,0,0,878,877,879,877,815,0,0,877,877,822,878,822,0
90116-06048,9011606048, G,"BOLT, STUD",使用中,かんばん,1Y,第１工場,手配,Ｐ,2408,（株）杉浦製作所,1,,――,Ｍ,1,第１,1Y,安城第１工場,TP-331 ﾊﾝﾖｳ,"3,000",0.61,1,1,2,1.06,,,0.278666667,836,"16,123",21,"16,458",22,"16,919",22,0,20,752,0,0,836,834,823,834,822,0,0,714,804,715,805,714,0,0,763,763,770,769,701,0,0,757,751,719,763,714,0,,"16,123","16,458","16,919",0,752,0,0,836,834,823,834,822,0,0,714,804,715,805,714,0,0,763,763,770,769,701,0,0,757,751,719,763,714,0
90341-08A006,9034108A006,,"PLUG, W/HEAD STRAIGHT SCREW",使用中,かんばん,1Y,第１工場,手配,Ｐ,2408,（株）杉浦製作所,1,,――,Ｍ,1,第１,1Y,安城第１工場,TP-331 ﾊﾝﾖｳ,"1,000",0.53,3,1,2,1.06,,,4.212,4212,"82,750",21,"81,581",22,"93,493",22,0,20,"3,913",0,0,"4,195","4,191","4,201","4,191","4,197",0,0,"3,763","4,203","3,767","4,212","3,768",0,0,"3,896","3,892","3,895","3,886","3,620",0,0,"3,892","3,892","3,643","3,891","3,642",0,,"82,750","81,581","93,493",0,"3,913",0,0,"4,195","4,191","4,201","4,191","4,197",0,0,"3,763","4,203","3,767","4,212","3,768",0,0,"3,896","3,892","3,895","3,886","3,620",0,0,"3,892","3,892","3,643","3,891","3,642",0
90341-08A007,9034108A007,,"PLUG, W/HEAD STRAIGHT SCREW",使用中,かんばん,1Y,第１工場,手配,Ｐ,2408,（株）杉浦製作所,1,,――,Ｍ,1,第１,1Y,安城第１工場,TP-331 ﾊﾝﾖｳ,"1,000",0.77,3,1,2,1.06,,,0,0,0,21,0,22,42,22,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90341-08A010,9034108A010,,"PLUG, W/HEAD STRAIGHT SCREW",使用中,かんばん,1Y,第１工場,手配,Ｐ,2408,（株）杉浦製作所,1,,――,Ｍ,1,第１,1Y,安城第１工場,TP-331 ﾊﾝﾖｳ,"1,000",0.47,1,1,2,1.06,,,0.848,848,"16,396",21,"14,826",22,"18,614",22,0,20,786,0,0,822,822,834,822,834,0,0,766,846,766,848,768,0,0,768,768,758,756,720,0,0,768,768,710,758,708,0,,"16,396","14,826","18,614",0,786,0,0,822,822,834,822,834,0,0,766,846,766,848,768,0,0,768,768,758,756,720,0,0,768,768,710,758,708,0
90341-18090,9034118090,,"PLUG, W/HEAD STRAIGHT SCREW",使用中,かんばん,1Y,第１工場,手配,Ｐ,2408,（株）杉浦製作所,1,,――,Ｍ,1,第１,1Y,安城第１工場,TP-331 ﾊﾝﾖｳ,300,0.54,3,1,2,1.06,,,3.156666667,947,"18,638",21,"18,542",22,"21,078",22,0,20,880,0,0,946,945,946,945,945,0,0,845,945,846,947,846,0,0,878,877,879,877,815,0,0,877,877,822,878,822,0,,"18,638","18,542","21,078",0,880,0,0,946,945,946,945,945,0,0,845,945,846,947,846,0,0,878,877,879,877,815,0,0,877,877,822,878,822,0
35598-50A010,3559850A010, A,"PIN SUB-ASSY, PARKING LOCK",使用中,かんばん,1Y,第１工場,手配,Ｐ,2411,アイコー（株）,1,,――,Ｍ,1,第１,1Y,安城第１工場,AW-131 ｾﾝﾖｳ,100,0.9,1,1,2,3.92,,,4.24,424,"8,198",21,"7,413",22,"9,349",22,0,20,393,0,0,411,411,417,411,417,0,0,383,423,383,424,384,0,0,384,384,379,378,360,0,0,384,384,355,379,354,0,,"8,198","7,413","9,349",0,393,0,0,411,411,417,411,417,0,0,383,423,383,424,384,0,0,384,384,379,378,360,0,0,384,384,355,379,354,0
90560-20006,9056020006, D,SPACER,使用中,かんばん,1Y,第１工場,手配,Ｐ,2411,アイコー（株）,1,,――,Ｍ,1,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,400,1.11,3,1,2,3.92,,,0,0,0,21,0,22,42,22,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90341-18060,9034118060, C,"PLUG, W/HEAD STRAIGHT SCREW",使用中,かんばん,1Y,第１工場,手配,Ｐ,2502,住友商事（株）鉄鋼部輸送機材,1,鉄鋼部輸送機材,――,Ｍ,1,第１,1Y,安城第１工場,TP-331 ﾊﾝﾖｳ,300,0.74,1,1,1,3,,,1.783333333,535,"10,440",21,"11,129",22,"11,771",22,0,20,487,0,0,535,534,529,534,528,0,0,462,522,463,523,462,0,0,494,493,500,499,455,0,0,493,493,467,499,468,0,,"10,440","11,129","11,771",0,487,0,0,535,534,529,534,528,0,0,462,522,463,523,462,0,0,494,493,500,499,455,0,0,493,493,467,499,468,0
G1174-ECB010,G1174ECB010, A,"WIRE, MOTOR REVOLUTION SENSOR",使用中,かんばん,1Y,第１工場,手配,Ｐ,2506,住友電装（株）,1,,――,Ｍ,1,第１,1Y,安城第１工場,TP-362 ﾊﾝﾖｳ,50,0.85,1,1,1,2.28,,,8.48,424,"8,198",21,"7,413",22,"9,307",22,0,20,393,0,0,411,411,417,411,417,0,0,383,423,383,424,384,0,0,384,384,379,378,360,0,0,384,384,355,379,354,0,,"8,198","7,413","9,307",0,393,0,0,411,411,417,411,417,0,0,383,423,383,424,384,0,0,384,384,379,378,360,0,0,384,384,355,379,354,0
G1174-ECE010,G1174ECE010, A,"WIRE, MOTOR REVOLUTION SENSOR",使用中,かんばん,1Y,第１工場,手配,Ｐ,2506,住友電装（株）,1,,――,Ｍ,1,第１,1Y,安城第１工場,TP-362 ﾊﾝﾖｳ,50,0.87,1,1,1,2.28,,,10.7,535,"10,440",21,"11,129",22,"11,729",22,0,20,487,0,0,535,534,529,534,528,0,0,462,522,463,523,462,0,0,494,493,500,499,455,0,0,493,493,467,499,468,0,,"10,440","11,129","11,729",0,487,0,0,535,534,529,534,528,0,0,462,522,463,523,462,0,0,494,493,500,499,455,0,0,493,493,467,499,468,0
82824-ECE010,82824ECE010,,"CONNECTOR, WIRING HARNESS",使用中,かんばん,1Y,第１工場,手配,Ｐ,2506,住友電装（株）,4,四日市物流センター,――,Ｍ,1,第１,1Y,安城第１工場,TP-332 ﾊﾝﾖｳ,45,0.36,1,1,1,3.25,,,11.88888889,535,"10,440",21,"11,129",22,"11,729",22,0,20,487,0,0,535,534,529,534,528,0,0,462,522,463,523,462,0,0,494,493,500,499,455,0,0,493,493,467,499,468,0,,"10,440","11,129","11,729",0,487,0,0,535,534,529,534,528,0,0,462,522,463,523,462,0,0,494,493,500,499,455,0,0,493,493,467,499,468,0
G1144-ECB010,G1144ECB010, A,"TERMINAL, MOTOR CABLE",使用中,かんばん,1Y,第１工場,手配,Ｐ,2508,住友電気工業（株）,1,,――,Ｍ,1,第１,1Y,安城第１工場,TP-331 ﾊﾝﾖｳ,6,0.63,2,1,1,2.28,,,70.66666667,424,"8,198",21,"7,413",22,"9,307",22,0,20,393,0,0,411,411,417,411,417,0,0,383,423,383,424,384,0,0,384,384,379,378,360,0,0,384,384,355,379,354,0,,"8,198","7,413","9,307",0,393,0,0,411,411,417,411,417,0,0,383,423,383,424,384,0,0,384,384,379,378,360,0,0,384,384,355,379,354,0
G1173-62010,G117362010,,"SENSOR, MOTOR REVOLUTION",使用中,かんばん,1Y,第１工場,手配,Ｐ,3102,多摩川精機販売（株）,1,,――,Ｍ,1,第１,1Y,安城第１工場,TP-331-5 ﾊﾝﾖｳ,18,0.85,1,1,1,3.05,,,52.61111111,947,"18,638",21,"18,542",22,"21,036",22,0,20,880,0,0,946,945,946,945,945,0,0,845,945,846,947,846,0,0,878,877,879,877,815,0,0,877,877,822,878,822,0,,"18,638","18,542","21,036",0,880,0,0,946,945,946,945,945,0,0,845,945,846,947,846,0,0,878,877,879,877,815,0,0,877,877,822,878,822,0
G1173-ECA010,G1173ECA010,,"SENSOR, MOTOR REVOLUTION",使用中,かんばん,1Y,第１工場,手配,Ｐ,3102,多摩川精機販売（株）,1,,――,Ｍ,1,第１,1Y,安城第１工場,TP-331-5 ﾊﾝﾖｳ,18,0.95,3,1,1,3.05,,,0,0,0,21,0,22,42,22,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y0217-82011,Y021782011,,"CAP, SHIPPING",使用中,かんばん,1Y,第１工場,手配,Ｐ,3227,（株）チューゲン,1,本社工場,――,Ｍ,1,第１,1Y,安城第１工場,TP-332 ﾊﾝﾖｳ,400,0.54,3,1,1,2.19,,,1.06,424,"8,198",26,"8,057",22,"9,993",22,0,20,393,0,0,411,411,417,411,417,0,0,383,423,383,424,384,0,0,384,384,379,378,360,0,0,384,384,355,379,354,0,,"8,198","8,057","9,993",0,393,0,0,411,411,417,411,417,0,0,383,423,383,424,384,0,0,384,384,379,378,360,0,0,384,384,355,379,354,0
35195-10A010,3519510A010, A,"CLAMP, TRANSAXLE APPLY TUBE, NO.1",使用中,かんばん,1Y,第１工場,手配,Ｐ,3236,中庸スプリング（株）,1,,――,Ｍ,1,第１,1Y,安城第１工場,AW-131 ｾﾝﾖｳ,600,0.63,1,1,2,2.34,,,0.706666667,424,"8,198",21,"7,413",22,"9,307",22,0,20,393,0,0,411,411,417,411,417,0,0,383,423,383,424,384,0,0,384,384,379,378,360,0,0,384,384,355,379,354,0,,"8,198","7,413","9,307",0,393,0,0,411,411,417,411,417,0,0,383,423,383,424,384,0,0,384,384,379,378,360,0,0,384,384,355,379,354,0
35505-ECA020,35505ECA020,,"LEVER SUB-ASSY, PARKING LOCK",使用中,かんばん,1Y,第１工場,手配,Ｐ,3236,中庸スプリング（株）,1,,――,Ｍ,1,第１,1Y,安城第１工場,TP-331 ﾊﾝﾖｳ,60,0.81,3,1,2,2.34,,,0,0,0,21,0,22,42,22,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35505-ECB010,35505ECB010,,"LEVER SUB-ASSY, PARKING LOCK",使用中,かんばん,1Y,第１工場,手配,Ｐ,3236,中庸スプリング（株）,1,,――,Ｍ,1,第１,1Y,安城第１工場,AW-131 ｾﾝﾖｳ,24,0.81,1,1,2,2.34,,,17.66666667,424,"8,198",21,"7,413",22,"9,307",22,0,20,393,0,0,411,411,417,411,417,0,0,383,423,383,424,384,0,0,384,384,379,378,360,0,0,384,384,355,379,354,0,,"8,198","7,413","9,307",0,393,0,0,411,411,417,411,417,0,0,383,423,383,424,384,0,0,384,384,379,378,360,0,0,384,384,355,379,354,0
90949-06A012,9094906A012,,"CLAMP, WIRING",使用中,かんばん,1Y,第１工場,手配,Ｐ,3236,中庸スプリング（株）,1,,――,Ｍ,1,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,500,0.59,3,1,2,2.34,,,6.53,3265,"64,112",21,"63,039",22,"72,499",22,0,20,"3,033",0,0,"3,249","3,246","3,255","3,246","3,252",0,0,"2,918","3,258","2,921","3,265","2,922",0,0,"3,018","3,015","3,016","3,009","2,805",0,0,"3,015","3,015","2,821","3,013","2,820",0,,"64,112","63,039","72,499",0,"3,033",0,0,"3,249","3,246","3,255","3,246","3,252",0,0,"2,918","3,258","2,921","3,265","2,922",0,0,"3,018","3,015","3,016","3,009","2,805",0,0,"3,015","3,015","2,821","3,013","2,820",0
34989-ECA040,34989ECA040,,LABEL,使用中,かんばん,1Y,第１工場,手配,Ｐ,3407,（株）槌屋,1,知立工場,――,Ｍ,1,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,500,0.88,3,1,1,2.33,,,0,0,0,21,0,22,42,22,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34989-ECB010,34989ECB010,,LABEL,使用中,かんばん,1Y,第１工場,手配,Ｐ,3407,（株）槌屋,1,知立工場,――,Ｍ,1,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,500,0.81,1,1,1,2.33,,,0.522,261,"5,030",21,"5,218",22,"4,375",22,0,20,242,0,0,255,255,261,255,261,0,0,224,252,224,252,231,0,0,234,234,234,234,216,0,0,240,240,223,241,222,0,,"5,030","5,218","4,375",0,242,0,0,255,255,261,255,261,0,0,224,252,224,252,231,0,0,234,234,234,234,216,0,0,240,240,223,241,222,0
34989-ECB020,34989ECB020, A,LABEL,使用中,かんばん,1Y,第１工場,手配,Ｐ,3407,（株）槌屋,1,知立工場,――,Ｍ,1,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,500,0.81,1,1,1,2.33,,,1.892,946,"18,636",26,"19,184",22,"21,678",22,0,20,880,0,0,946,945,946,945,945,0,0,845,945,846,946,846,0,0,877,877,879,877,815,0,0,877,877,822,878,822,0,,"18,636","19,184","21,678",0,880,0,0,946,945,946,945,945,0,0,845,945,846,946,846,0,0,877,877,879,877,815,0,0,877,877,822,878,822,0
34989-ECB030,34989ECB030, A,LABEL,使用中,かんばん,1Y,第１工場,手配,Ｐ,3407,（株）槌屋,1,知立工場,――,Ｍ,1,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,"1,000",0.8,1,1,1,2.33,,,0.946,946,"18,636",26,"19,184",22,"21,720",22,0,20,880,0,0,946,945,946,945,945,0,0,845,945,846,946,846,0,0,877,877,879,877,815,0,0,877,877,822,878,822,0,,"18,636","19,184","21,720",0,880,0,0,946,945,946,945,945,0,0,845,945,846,946,846,0,0,877,877,879,877,815,0,0,877,877,822,878,822,0
34989-ECC010,34989ECC010,,LABEL,使用中,かんばん,1Y,第１工場,手配,Ｐ,3407,（株）槌屋,1,知立工場,――,Ｍ,1,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,500,0.78,1,1,1,2.33,,,0.342,171,"3,167",26,"2,831",22,"5,377",22,0,20,151,0,0,156,156,156,156,156,0,0,159,171,159,171,153,0,0,150,150,145,144,144,0,0,144,144,132,138,132,0,,"3,167","2,831","5,377",0,151,0,0,156,156,156,156,156,0,0,159,171,159,171,153,0,0,150,150,145,144,144,0,0,144,144,132,138,132,0
34989-ECE010,34989ECE010,,LABEL,使用中,かんばん,1Y,第１工場,手配,Ｐ,3407,（株）槌屋,1,知立工場,――,Ｍ,1,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,500,0.72,1,1,1,2.33,,,0.348,174,"3,163",21,"2,914",22,"3,519",22,0,20,144,0,0,169,174,162,168,162,0,0,138,162,138,162,138,0,0,150,150,150,150,138,0,0,144,138,144,144,138,0,,"3,163","2,914","3,519",0,144,0,0,169,174,162,168,162,0,0,138,162,138,162,138,0,0,150,150,150,150,138,0,0,144,138,144,144,138,0
34989-ECE020,34989ECE020, A,LABEL,使用中,かんばん,1Y,第１工場,手配,Ｐ,3407,（株）槌屋,1,知立工場,――,Ｍ,1,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,500,0.82,1,1,1,2.33,,,0.47,235,"4,701",21,"5,714",22,"6,420",22,0,20,222,0,0,234,228,235,228,234,0,0,210,234,211,235,210,0,0,223,217,230,223,209,0,0,223,235,209,235,216,0,,"4,701","5,714","6,420",0,222,0,0,234,228,235,228,234,0,0,210,234,211,235,210,0,0,223,217,230,223,209,0,0,223,235,209,235,216,0
