部品品番,合計最小値,合計最大値,外れ値超過有無
33490ECB010,0.0,36.0,False
9014908A008,0.0,63.0,False
9030119A011,0.0,36.0,False
34119TGB010,0.0,63.0,False
9015906A021,0.0,63.0,False
G9210ECB010,0.0,24.0,True
9015906A023,0.0,63.0,False
82125ECB020,0.0,24.0,True
9015905A007,0.0,63.0,False
G9351ECB010,0.0,55.0,False
9015906A022,0.0,63.0,False
G9201ECB030,0.0,36.0,False
G9221ECB010,0.0,36.0,False
A0173169T,0.0,36.0,False
35288ECB020,0.0,36.0,False
34119ECB010,0.0,63.0,False
35580ECB011,0.0,36.0,False
1040183011P,0.0,36.0,False
Y8535ECB010,0.0,63.0,False
9941300063,0.0,24.0,True
0355244003Z,0.0,63.0,False
EC15(01)Z005,0.0,36.0,False
019128GA010,0.0,63.0,False
01912ECB040,0.0,63.0,False
C1000001T,0.0,63.0,False
82821ECB010,0.0,63.0,False
82821ECB020,0.0,63.0,False
82821XAE010,0.0,63.0,False
Y021782011,0.0,36.0,False
82821XAE020,0.0,36.0,False
01912ECB060,0.0,36.0,False
01912ECB010,0.0,63.0,False
82821ECB080,0.0,36.0,False
82821CWA030,0.0,63.0,False
82821ECB050,0.0,63.0,False
34989ECB010,0.0,24.0,True
34989ECB020,0.0,63.0,False
34989ECB030,0.0,63.0,False
35989TMA010,0.0,63.0,False
30610ECB016,0.0,6.0,True
9941300072,0.0,6.0,True
30610ECB017,0.0,6.0,False
G9210ECB020,0.0,6.0,False
9941300080,0.0,6.0,False
34989ECE040,0.0,6.0,False
30610ECB018,0.0,6.0,True
30600ECB018,0.0,6.0,True
EC15(01)M003,0.0,6.0,True
9031150A014,0.0,6.0,True
9031150A015,0.0,6.0,True
EC15(01)F007,0.0,6.0,True
9034118060,0.0,37.0,False
33490ECB020,0.0,6.0,True
G9210ECB031,0.0,6.0,True
35580ECB020,0.0,6.0,True
9941300107,0.0,6.0,True
EC15(01)Z008,0.0,6.0,True
01912ECB070,0.0,6.0,True
34989ECB050,0.0,6.0,True
30610ECC013,0.0,18.0,False
30600ECC010,0.0,18.0,False
EC08(04)B012,0.0,18.0,False
G1100ECC010,0.0,18.0,False
EC08(04)R002,0.0,18.0,False
G1190ECC020,0.0,18.0,False
G1110ECC020,0.0,18.0,False
G1101ECC010,0.0,18.0,False
G1131ECC010,0.0,18.0,False
G1131ECF020,0.0,18.0,False
G1133ECE010,0.0,50.0,False
G1180ECE010,0.0,50.0,False
G1108ECE010,0.0,50.0,False
G1135ECE010,0.0,50.0,False
G1135ECE020,0.0,50.0,False
G1126ECE010,0.0,50.0,False
EC08(04)S002,0.0,18.0,False
G1104ECC010,0.0,18.0,False
G1106ECE010,0.0,50.0,False
G1161ECE010,0.0,50.0,False
G1161ECE020,0.0,50.0,False
G1146ECC010,0.0,18.0,False
G1146ECC020,0.0,18.0,False
G1146ECC030,0.0,18.0,False
G11B1ECE010,0.0,50.0,False
G1158ECE010,0.0,50.0,False
Y0241ECE010,0.0,50.0,False
G11A1ECE010,0.0,50.0,False
Y0014ECE010,0.0,50.0,False
G11A2ECE010,0.0,50.0,False
G11A3ECE010,0.0,50.0,False
G11A4ECE010,0.0,50.0,False
G11A5ECE010,0.0,50.0,False
G11A6ECE010,0.0,50.0,False
G1163ECE010,0.0,50.0,False
EC08(04)T002,0.0,18.0,False
G1250ECC010,0.0,18.0,False
G1251ECC010,0.0,18.0,False
G9210ECC010,0.0,18.0,False
82125ECC020,0.0,18.0,False
9941300064,0.0,18.0,False
34989ECC010,0.0,18.0,False
30610ECD018,0.0,18.0,False
30600ECD016,0.0,27.0,True
EC08(04)B010,0.0,37.0,False
G1100ECE040,0.0,37.0,False
9030135A001,0.0,37.0,False
EC08(04)S001,0.0,37.0,False
G1104ECE010,0.0,37.0,False
G1146ECE010,0.0,37.0,False
G1146ECE020,0.0,37.0,False
G1146ECE030,0.0,37.0,False
G1153ECE010,0.0,37.0,False
EC08(04)T001,0.0,37.0,False
G1144ECE010,0.0,37.0,False
36296ECB010,0.0,37.0,False
9017906A005,0.0,37.0,False
G1174ECE010,0.0,37.0,False
3548255A010,0.0,37.0,False
82824ECE010,0.0,37.0,False
G1250ECE010,0.0,37.0,False
G1251ECE010,0.0,37.0,False
EC08(04)R004,0.0,37.0,False
G1190ECE020,0.0,37.0,False
G1110ECE020,0.0,37.0,False
G1101ECE020,0.0,37.0,False
G1131ECE020,0.0,37.0,False
G1131ECF030,0.0,37.0,False
EC08(04)B011,0.0,37.0,False
39104ECE020,0.0,37.0,False
39121ECE020,0.0,37.0,False
39121ECD030,0.0,37.0,False
9036628A008,0.0,37.0,False
9036652A004,0.0,37.0,False
9030115A011,0.0,37.0,False
9034118A024,0.0,37.0,False
35198ECE010,0.0,37.0,False
35145ECE020,0.0,37.0,False
A0033156T,0.0,37.0,False
35108ECE010,0.0,37.0,False
39171ECE010,0.0,37.0,False
39171ECD020,0.0,37.0,False
EC08(01)J001,0.0,27.0,True
35070ECE010,0.0,27.0,True
35782ECE010,0.0,27.0,True
9033114006,0.0,37.0,False
9036324A005,0.0,37.0,False
35070ECE030,0.0,27.0,True
35782ECE030,0.0,27.0,True
9020156A002,0.0,37.0,False
9056439A001,0.0,37.0,False
9056439A002,0.0,37.0,False
9056439A003,0.0,37.0,False
9056439A004,0.0,37.0,False
9056439A005,0.0,37.0,False
9056439A006,0.0,37.0,False
9056439A007,0.0,37.0,False
9056439A008,0.0,37.0,False
9056439A009,0.0,37.0,False
EC08(01)U001,0.0,27.0,True
41206ECE010,0.0,27.0,True
35080ECE010,0.0,27.0,True
35783ECE010,0.0,27.0,True
35783ECF020,0.0,27.0,True
41211ECE011,0.0,37.0,False
41211ECF010,0.0,37.0,False
9036628A007,0.0,37.0,False
9056457A114,0.0,37.0,False
9056457A115,0.0,37.0,False
9056457A116,0.0,37.0,False
9056457A117,0.0,37.0,False
9056457A118,0.0,37.0,False
9056457A119,0.0,37.0,False
9056457A120,0.0,37.0,False
9056457A121,0.0,37.0,False
9056457A122,0.0,37.0,False
9056457A123,0.0,37.0,False
9056457A124,0.0,37.0,False
9056457A125,0.0,37.0,False
9056457A126,0.0,37.0,False
9056457A127,0.0,37.0,False
9056457A128,0.0,37.0,False
9056457A129,0.0,37.0,False
9056457A130,0.0,37.0,False
9056457A131,0.0,37.0,False
9056457A132,0.0,37.0,False
9056457A133,0.0,37.0,False
9056457A134,0.0,37.0,False
9056457A135,0.0,37.0,False
9056457A136,0.0,37.0,False
9056457A137,0.0,37.0,False
9056457A138,0.0,37.0,False
9056457A139,0.0,37.0,False
9056457A140,0.0,37.0,False
9056457A141,0.0,37.0,False
9056457A142,0.0,37.0,False
9056457A143,0.0,37.0,False
9056457A144,0.0,37.0,False
9056457A145,0.0,37.0,False
9056457A146,0.0,37.0,False
9056457A147,0.0,37.0,False
9056457A148,0.0,37.0,False
9056457A149,0.0,37.0,False
9056457A150,0.0,37.0,False
9056457A151,0.0,37.0,False
9056457A152,0.0,37.0,False
9056457A153,0.0,37.0,False
9056457A154,0.0,37.0,False
9056457A155,0.0,37.0,False
9056457A156,0.0,37.0,False
9056457A157,0.0,37.0,False
9056457A158,0.0,37.0,False
9056457A159,0.0,37.0,False
EC08(01)M001,0.0,37.0,False
41300ECE010,0.0,37.0,False
41310ECE010,0.0,37.0,False
41311ECE010,0.0,37.0,False
41331ECE010,0.0,37.0,False
41341ECE010,0.0,37.0,False
41342ECE010,0.0,37.0,False
41351ECE010,0.0,37.0,False
41221ECE010,0.0,37.0,False
41221ECF030,0.0,37.0,False
9036652A003,0.0,37.0,False
9056463A011,0.0,37.0,False
9056463A012,0.0,37.0,False
9056463A013,0.0,37.0,False
9056463A014,0.0,37.0,False
9056463A015,0.0,37.0,False
9056463A016,0.0,37.0,False
9056463A017,0.0,37.0,False
9056463A018,0.0,37.0,False
9056463A019,0.0,37.0,False
9056463A020,0.0,37.0,False
9056463A021,0.0,37.0,False
9056463A022,0.0,37.0,False
9056463A023,0.0,37.0,False
9056463A024,0.0,37.0,False
9056463A025,0.0,37.0,False
9056463A026,0.0,37.0,False
9056463A027,0.0,37.0,False
9056463A028,0.0,37.0,False
9056463A029,0.0,37.0,False
9056463A030,0.0,37.0,False
9056463A031,0.0,37.0,False
9056463A032,0.0,37.0,False
9056463A033,0.0,37.0,False
9056463A034,0.0,37.0,False
9056463A035,0.0,37.0,False
9056463A036,0.0,37.0,False
9056463A037,0.0,37.0,False
9056463A038,0.0,37.0,False
9056463A039,0.0,37.0,False
9056463A040,0.0,37.0,False
9056463A041,0.0,37.0,False
9056463A042,0.0,37.0,False
9056463A043,0.0,37.0,False
9056463A044,0.0,37.0,False
9056463A045,0.0,37.0,False
9056463A046,0.0,37.0,False
9056463A047,0.0,37.0,False
9056463A048,0.0,37.0,False
9056463A049,0.0,37.0,False
9056463A050,0.0,37.0,False
9056463A051,0.0,37.0,False
9056463A052,0.0,37.0,False
9056463A053,0.0,37.0,False
9056463A054,0.0,37.0,False
9056463A055,0.0,37.0,False
9056463A056,0.0,37.0,False
35771ECE010,0.0,37.0,False
35771ECF020,0.0,37.0,False
EC08(01)X001,0.0,37.0,False
82125ECE010,0.0,37.0,False
EC08(01)F001,0.0,37.0,False
35141ECE010,0.0,37.0,False
35141ECD030,0.0,37.0,False
1040052001Z,0.0,37.0,False
EC08(01)K002,0.0,37.0,False
35174ECE010,0.0,37.0,False
A0033148T,0.0,37.0,False
35174ECE020,0.0,37.0,False
A0033149T,0.0,37.0,False
35195TFG010,0.0,37.0,False
35847ECE010,0.0,37.0,False
35145ECE010,0.0,37.0,False
35195ECE010,0.0,37.0,False
35847ECE020,0.0,37.0,False
35165ECE010,0.0,37.0,False
33490ECE010,0.0,37.0,False
9030119A010,0.0,37.0,False
G9210ECE010,0.0,18.0,False
82125ECE020,0.0,24.0,True
G9351ECE010,0.0,24.0,True
G9201ECE010,0.0,37.0,False
G9221ECE010,0.0,37.0,False
A0173170T,0.0,37.0,False
35288ECE010,0.0,37.0,False
9941300065,0.0,18.0,False
9011606048,0.0,37.0,False
EC08(01)Z001,0.0,30.0,False
82821ECE010,0.0,30.0,False
34989ECE010,0.0,23.0,True
30610ECD020,0.0,6.0,True
G9210ECE030,0.0,6.0,True
9941300073,0.0,6.0,True
34989ECE030,0.0,12.0,True
30610ECD022,0.0,30.0,True
30600ECD017,0.0,30.0,True
EC08(01)J002,0.0,30.0,True
35070ECE020,0.0,30.0,True
35782ECE020,0.0,30.0,True
EC08(01)U002,0.0,30.0,True
41206ECE020,0.0,30.0,True
35080ECE020,0.0,30.0,True
35783ECE020,0.0,30.0,True
35783ECF030,0.0,30.0,True
G9210ECE020,0.0,30.0,True
82125ECE030,0.0,30.0,True
9941300074,0.0,30.0,True
34989ECE020,0.0,30.0,True
30610ECD025,0.0,12.0,False
9941300077,0.0,12.0,False
30610ECD027,0.0,18.0,True
G9210ECE011,0.0,21.0,True
9941300093,0.0,18.0,True
EC08(01)Z003,0.0,37.0,False
82821ECE020,0.0,37.0,False
30610ECD028,0.0,6.0,True
9941300094,0.0,6.0,True
30610ECD029,0.0,6.0,True
82125ECE040,0.0,6.0,True
9941300095,0.0,6.0,True
30610ECD030,0.0,24.0,True
G9210ECE021,0.0,30.0,False
9941300096,0.0,24.0,True
30610ECD031,0.0,12.0,True
9941300097,0.0,12.0,True
30610ECD032,0.0,12.0,True
G9210ECE031,0.0,12.0,True
9941300098,0.0,12.0,True
30610ECE009,0.0,6.0,True
30600ECE009,0.0,6.0,True
EC12(04)B006,0.0,6.0,True
G1100ECA080,0.0,6.0,True
EC12(04)R001,0.0,6.0,True
G1190ECA050,0.0,6.0,True
G1110ECA040,0.0,6.0,True
G1101ECA040,0.0,6.0,True
G1131ECA030,0.0,6.0,True
G1131ECF040,0.0,6.0,True
G1108ECA010,0.0,6.0,True
G1135ECA010,0.0,6.0,True
G1135ECA020,0.0,6.0,True
G1126ECA010,0.0,6.0,True
Y0270ECA010,0.0,6.0,True
G1133ECA010,0.0,6.0,True
G1133ECD010,0.0,6.0,True
9020156A003,0.0,6.0,True
9017947A002,0.0,6.0,True
9033128A001,0.0,6.0,True
A0013218T,0.0,6.0,True
G1172ECA010,0.0,6.0,True
G111847040,0.0,6.0,True
EC12(04)S001,0.0,6.0,True
G1104ECA040,0.0,6.0,True
G1106ECA010,0.0,6.0,True
G1161ECA010,0.0,6.0,True
G1161ECA020,0.0,6.0,True
Y0014ECA010,0.0,6.0,True
G1158ECA010,0.0,6.0,True
Y0240ECA010,0.0,6.0,True
G1159ECA010,0.0,6.0,True
Y0240ECA020,0.0,6.0,True
Y023000023,0.0,6.0,True
G1152ECA100,0.0,6.0,True
G1152ECA110,0.0,6.0,True
G1152ECA120,0.0,6.0,True
G1152ECA130,0.0,6.0,True
G1154ECA010,0.0,6.0,True
G1156ECA020,0.0,6.0,True
G1155ECA010,0.0,6.0,True
G1153ECA010,0.0,6.0,True
Y027180200,0.0,6.0,True
Y81408GB010,0.0,6.0,True
Y86558GB010,0.0,6.0,True
G1163ECA010,0.0,6.0,True
EC12(04)T001,0.0,6.0,True
G1144ECA020,0.0,6.0,True
9015906A017,0.0,6.0,True
G1173ECA010,0.0,6.0,True
G1174ECA030,0.0,6.0,True
90980ECA010,0.0,6.0,True
82824ECA010,0.0,6.0,True
9046214A008,0.0,6.0,True
A0013212T,0.0,6.0,True
35285ECA010,0.0,6.0,True
A0013222T,0.0,6.0,True
EC12(04)B005,0.0,6.0,True
39104ECA050,0.0,6.0,True
39121ECA060,0.0,6.0,True
39121ECD040,0.0,6.0,True
1040113002P,0.0,6.0,True
9036335A018,0.0,6.0,True
9036651A031,0.0,6.0,True
9034120A033,0.0,6.0,True
35125ECA030,0.0,6.0,True
9034120A009,0.0,6.0,True
9030117A005,0.0,6.0,True
9034108A007,0.0,6.0,True
39171ECA060,0.0,6.0,True
39171ECD040,0.0,6.0,True
35145ECA010,0.0,6.0,True
A0033154T,0.0,6.0,True
35145ECA020,0.0,6.0,True
9046214A009,0.0,6.0,True
A0013213T,0.0,6.0,True
EC12(04)X001,0.0,6.0,True
EC12(01)J003,0.0,6.0,True
35070ECA060,0.0,6.0,True
35782ECA050,0.0,6.0,True
35782ECF010,0.0,6.0,True
EC12(01)U003,0.0,6.0,True
35080ECA050,0.0,6.0,True
35705ECA060,0.0,6.0,True
35783ECA060,0.0,6.0,True
35783ECF040,0.0,6.0,True
41211ECA050,0.0,6.0,True
41211ECF020,0.0,6.0,True
9056446A001,0.0,6.0,True
9056446A002,0.0,6.0,True
9056446A003,0.0,6.0,True
9056446A004,0.0,6.0,True
9056446A005,0.0,6.0,True
9056446A006,0.0,6.0,True
9056446A007,0.0,6.0,True
9056446A008,0.0,6.0,True
9056446A009,0.0,6.0,True
9056446A010,0.0,6.0,True
9056446A011,0.0,6.0,True
9056446A012,0.0,6.0,True
9056446A013,0.0,6.0,True
9056446A014,0.0,6.0,True
9056446A015,0.0,6.0,True
9056446A016,0.0,6.0,True
9056446A017,0.0,6.0,True
9056446A018,0.0,6.0,True
9056446A019,0.0,6.0,True
9056446A020,0.0,6.0,True
9056446A021,0.0,6.0,True
9056446A022,0.0,6.0,True
9056446A023,0.0,6.0,True
9056446A024,0.0,6.0,True
9056446A025,0.0,6.0,True
9056447A040,0.0,6.0,True
9056447A041,0.0,6.0,True
9056447A042,0.0,6.0,True
9056447A043,0.0,6.0,True
9056447A044,0.0,6.0,True
9056447A045,0.0,6.0,True
9056447A046,0.0,6.0,True
9056447A047,0.0,6.0,True
9056447A048,0.0,6.0,True
9056447A049,0.0,6.0,True
9056447A050,0.0,6.0,True
9056447A051,0.0,6.0,True
9056447A052,0.0,6.0,True
9056447A053,0.0,6.0,True
9056447A054,0.0,6.0,True
9056447A055,0.0,6.0,True
9056447A056,0.0,6.0,True
9056447A057,0.0,6.0,True
9056447A058,0.0,6.0,True
9056447A059,0.0,6.0,True
9056447A060,0.0,6.0,True
9056447A061,0.0,6.0,True
9056447A062,0.0,6.0,True
9056447A063,0.0,6.0,True
9056447A064,0.0,6.0,True
EC12(01)M003,0.0,6.0,True
41300ECA060,0.0,6.0,True
41310ECA030,0.0,6.0,True
41221ECA050,0.0,6.0,True
41221ECF040,0.0,6.0,True
9030131A001,0.0,6.0,True
9010512A019,0.0,6.0,True
9036651A030,0.0,6.0,True
9056456A061,0.0,6.0,True
9056456A062,0.0,6.0,True
9056456A063,0.0,6.0,True
9056456A064,0.0,6.0,True
9056456A065,0.0,6.0,True
9056456A066,0.0,6.0,True
9056456A067,0.0,6.0,True
9056456A068,0.0,6.0,True
9056456A069,0.0,6.0,True
9056456A070,0.0,6.0,True
9056456A071,0.0,6.0,True
9056456A072,0.0,6.0,True
9056456A073,0.0,6.0,True
9056456A074,0.0,6.0,True
9056456A075,0.0,6.0,True
9056456A076,0.0,6.0,True
9056456A077,0.0,6.0,True
9056456A078,0.0,6.0,True
9056456A079,0.0,6.0,True
9056456A080,0.0,6.0,True
9056456A081,0.0,6.0,True
9056456A082,0.0,6.0,True
9056456A152,0.0,6.0,True
9056456A153,0.0,6.0,True
9056456A154,0.0,6.0,True
9056456A155,0.0,6.0,True
9056456A156,0.0,6.0,True
9056456A157,0.0,6.0,True
9056456A158,0.0,6.0,True
9056456A159,0.0,6.0,True
9056456A160,0.0,6.0,True
9056456A161,0.0,6.0,True
9056456A162,0.0,6.0,True
9056456A163,0.0,6.0,True
9056456A164,0.0,6.0,True
9056456A165,0.0,6.0,True
9056456A166,0.0,6.0,True
9056456A167,0.0,6.0,True
9056456A168,0.0,6.0,True
9056456A169,0.0,6.0,True
9056456A170,0.0,6.0,True
9056456A171,0.0,6.0,True
9056456A172,0.0,6.0,True
9056456A173,0.0,6.0,True
9056456A174,0.0,6.0,True
9056456A175,0.0,6.0,True
9031140A056,0.0,6.0,True
EC12(01)F003,0.0,6.0,True
35104ECA060,0.0,6.0,True
