,JIKANWARI_KBN,KUMI_CD,LINE_DATE,LINE_DATE_修正済,PLAN_PRODUCT_CNT,PRODUCT_CNT,TYOKU_KBN(1),時間割区分_開始時刻,生産台数_加重平均済,計画生産台数_加重平均済,調整日時,計画達成率_加重平均済,日時
681,2,NH11,2023-10-14,2023-10-14,120.0,0.0,2,22:00,0.0,120.0,22:00:00,0.0,2023-10-14 22:00:00
685,3,NH11,2023-10-14,2023-10-14,130.0,0.0,2,23:00,0.0,130.0,23:00:00,0.0,2023-10-14 23:00:00
689,4,NH11,2023-10-14,2023-10-15,108.0,0.0,2,0:00,0.0,108.0,00:00:00,0.0,2023-10-15 00:00:00
693,5,NH11,2023-10-14,2023-10-15,128.0,0.0,2,1:00,0.0,128.0,01:00:00,0.0,2023-10-15 01:00:00
697,6,NH11,2023-10-14,2023-10-15,0.0,0.0,2,2:00,0.0,0.0,02:00:00,,2023-10-15 02:00:00
701,7,NH11,2023-10-14,2023-10-15,122.0,0.0,2,3:00,0.0,122.0,03:00:00,0.0,2023-10-15 03:00:00
705,8,NH11,2023-10-14,2023-10-15,130.0,0.0,2,4:00,0.0,130.0,04:00:00,0.0,2023-10-15 04:00:00
709,9,NH11,2023-10-14,2023-10-15,106.0,0.0,2,5:00,0.0,106.0,05:00:00,0.0,2023-10-15 05:00:00
713,10,NH11,2023-10-14,2023-10-15,98.0,0.0,2,6:00,0.0,98.0,06:00:00,0.0,2023-10-15 06:00:00
717,11,NH11,2023-10-14,2023-10-15,0.0,0.0,2,7:00,0.0,0.0,07:00:00,,2023-10-15 07:00:00
728,1,NH11,2023-10-15,2023-10-15,120.0,0.0,1,8:30,0.0,60.0,08:00:00,0.0,2023-10-15 08:00:00
732,2,NH11,2023-10-15,2023-10-15,130.0,0.0,1,9:30,0.0,125.0,09:00:00,0.0,2023-10-15 09:00:00
736,3,NH11,2023-10-15,2023-10-15,108.0,0.0,1,10:30,0.0,119.0,10:00:00,0.0,2023-10-15 10:00:00
740,4,NH11,2023-10-15,2023-10-15,130.0,0.0,1,11:30,0.0,119.0,11:00:00,0.0,2023-10-15 11:00:00
744,5,NH11,2023-10-15,2023-10-15,0.0,0.0,1,12:30,0.0,65.0,12:00:00,0.0,2023-10-15 12:00:00
748,6,NH11,2023-10-15,2023-10-15,98.0,0.0,1,13:25,0.0,49.0,13:00:00,0.0,2023-10-15 13:00:00
752,7,NH11,2023-10-15,2023-10-15,130.0,0.0,1,14:20,0.0,119.33333333333331,14:00:00,0.0,2023-10-15 14:00:00
756,8,NH11,2023-10-15,2023-10-15,106.0,0.0,1,15:20,0.0,113.99999999999999,15:00:00,0.0,2023-10-15 15:00:00
760,9,NH11,2023-10-15,2023-10-15,120.0,0.0,1,16:20,0.0,115.33333333333333,16:00:00,0.0,2023-10-15 16:00:00
764,10,NH11,2023-10-15,2023-10-15,0.0,0.0,1,17:20,0.0,40.0,17:00:00,0.0,2023-10-15 17:00:00
768,11,NH11,2023-10-15,2023-10-15,0.0,0.0,1,18:30,0.0,0.0,18:00:00,,2023-10-15 18:00:00
772,12,NH11,2023-10-15,2023-10-15,0.0,0.0,1,19:30,0.0,0.0,19:00:00,,2023-10-15 19:00:00
776,13,NH11,2023-10-15,2023-10-15,0.0,0.0,1,20:30,0.0,0.0,20:00:00,,2023-10-15 20:00:00
731,1,NH12,2023-10-15,2023-10-15,0.0,0.0,2,21:00,0.0,0.0,21:00:00,,2023-10-15 21:00:00
735,2,NH12,2023-10-15,2023-10-15,120.0,0.0,2,22:00,0.0,120.0,22:00:00,0.0,2023-10-15 22:00:00
739,3,NH12,2023-10-15,2023-10-15,130.0,0.0,2,23:00,0.0,130.0,23:00:00,0.0,2023-10-15 23:00:00
743,4,NH12,2023-10-15,2023-10-16,108.0,0.0,2,0:00,0.0,108.0,00:00:00,0.0,2023-10-16 00:00:00
747,5,NH12,2023-10-15,2023-10-16,128.0,0.0,2,1:00,0.0,128.0,01:00:00,0.0,2023-10-16 01:00:00
751,6,NH12,2023-10-15,2023-10-16,0.0,0.0,2,2:00,0.0,0.0,02:00:00,,2023-10-16 02:00:00
755,7,NH12,2023-10-15,2023-10-16,122.0,0.0,2,3:00,0.0,122.0,03:00:00,0.0,2023-10-16 03:00:00
759,8,NH12,2023-10-15,2023-10-16,130.0,0.0,2,4:00,0.0,130.0,04:00:00,0.0,2023-10-16 04:00:00
763,9,NH12,2023-10-15,2023-10-16,84.0,0.0,2,5:00,0.0,84.0,05:00:00,0.0,2023-10-16 05:00:00
767,10,NH12,2023-10-15,2023-10-16,0.0,0.0,2,6:00,0.0,0.0,06:00:00,,2023-10-16 06:00:00
771,11,NH12,2023-10-15,2023-10-16,0.0,0.0,2,7:00,0.0,0.0,07:00:00,,2023-10-16 07:00:00
780,1,NH11,2023-10-16,2023-10-16,120.0,120.0,1,8:30,60.0,60.0,08:00:00,1.0,2023-10-16 08:00:00
784,2,NH11,2023-10-16,2023-10-16,130.0,130.0,1,9:30,125.0,125.0,09:00:00,1.0,2023-10-16 09:00:00
788,3,NH11,2023-10-16,2023-10-16,108.0,86.0,1,10:30,108.0,119.0,10:00:00,0.907563025210084,2023-10-16 10:00:00
792,4,NH11,2023-10-16,2023-10-16,130.0,96.0,1,11:30,91.0,119.0,11:00:00,0.7647058823529411,2023-10-16 11:00:00
796,5,NH11,2023-10-16,2023-10-16,0.0,0.0,1,12:30,48.0,65.0,12:00:00,0.7384615384615385,2023-10-16 12:00:00
800,6,NH11,2023-10-16,2023-10-16,98.0,98.0,1,13:25,49.0,49.0,13:00:00,1.0,2023-10-16 13:00:00
804,7,NH11,2023-10-16,2023-10-16,130.0,130.0,1,14:20,119.33333333333331,119.33333333333331,14:00:00,1.0,2023-10-16 14:00:00
808,8,NH11,2023-10-16,2023-10-16,106.0,106.0,1,15:20,113.99999999999999,113.99999999999999,15:00:00,1.0,2023-10-16 15:00:00
812,9,NH11,2023-10-16,2023-10-16,120.0,120.0,1,16:20,115.33333333333333,115.33333333333333,16:00:00,1.0,2023-10-16 16:00:00
816,10,NH11,2023-10-16,2023-10-16,0.0,0.0,1,17:20,40.0,40.0,17:00:00,1.0,2023-10-16 17:00:00
820,11,NH11,2023-10-16,2023-10-16,0.0,0.0,1,18:30,0.0,0.0,18:00:00,,2023-10-16 18:00:00
824,12,NH11,2023-10-16,2023-10-16,0.0,0.0,1,19:30,0.0,0.0,19:00:00,,2023-10-16 19:00:00
828,13,NH11,2023-10-16,2023-10-16,0.0,0.0,1,20:30,0.0,0.0,20:00:00,,2023-10-16 20:00:00
783,1,NH12,2023-10-16,2023-10-16,0.0,0.0,2,21:00,0.0,0.0,21:00:00,,2023-10-16 21:00:00
787,2,NH12,2023-10-16,2023-10-16,120.0,120.0,2,22:00,120.0,120.0,22:00:00,1.0,2023-10-16 22:00:00
791,3,NH12,2023-10-16,2023-10-16,130.0,130.0,2,23:00,130.0,130.0,23:00:00,1.0,2023-10-16 23:00:00
795,4,NH12,2023-10-16,2023-10-17,108.0,56.0,2,0:00,56.0,108.0,00:00:00,0.5185185185185185,2023-10-17 00:00:00
799,5,NH12,2023-10-16,2023-10-17,128.0,128.0,2,1:00,128.0,128.0,01:00:00,1.0,2023-10-17 01:00:00
803,6,NH12,2023-10-16,2023-10-17,0.0,0.0,2,2:00,0.0,0.0,02:00:00,,2023-10-17 02:00:00
807,7,NH12,2023-10-16,2023-10-17,122.0,119.0,2,3:00,119.0,122.0,03:00:00,0.9754098360655737,2023-10-17 03:00:00
811,8,NH12,2023-10-16,2023-10-17,130.0,130.0,2,4:00,130.0,130.0,04:00:00,1.0,2023-10-17 04:00:00
815,9,NH12,2023-10-16,2023-10-17,106.0,106.0,2,5:00,106.0,106.0,05:00:00,1.0,2023-10-17 05:00:00
819,10,NH12,2023-10-16,2023-10-17,98.0,101.0,2,6:00,101.0,98.0,06:00:00,1.030612244897959,2023-10-17 06:00:00
823,11,NH12,2023-10-16,2023-10-17,0.0,0.0,2,7:00,0.0,0.0,07:00:00,,2023-10-17 07:00:00
832,1,NH11,2023-10-17,2023-10-17,120.0,114.0,1,8:30,57.0,60.0,08:00:00,0.95,2023-10-17 08:00:00
836,2,NH11,2023-10-17,2023-10-17,130.0,126.0,1,9:30,120.0,125.0,09:00:00,0.96,2023-10-17 09:00:00
840,3,NH11,2023-10-17,2023-10-17,108.0,102.0,1,10:30,114.0,119.0,10:00:00,0.957983193277311,2023-10-17 10:00:00
844,4,NH11,2023-10-17,2023-10-17,130.0,130.0,1,11:30,116.0,119.0,11:00:00,0.9747899159663865,2023-10-17 11:00:00
848,5,NH11,2023-10-17,2023-10-17,0.0,0.0,1,12:30,65.0,65.0,12:00:00,1.0,2023-10-17 12:00:00
852,6,NH11,2023-10-17,2023-10-17,98.0,84.0,1,13:25,42.0,49.0,13:00:00,0.8571428571428571,2023-10-17 13:00:00
856,7,NH11,2023-10-17,2023-10-17,130.0,130.0,1,14:20,114.66666666666666,119.33333333333331,14:00:00,0.9608938547486034,2023-10-17 14:00:00
860,8,NH11,2023-10-17,2023-10-17,106.0,106.0,1,15:20,113.99999999999999,113.99999999999999,15:00:00,1.0,2023-10-17 15:00:00
864,9,NH11,2023-10-17,2023-10-17,120.0,120.0,1,16:20,115.33333333333333,115.33333333333333,16:00:00,1.0,2023-10-17 16:00:00
868,10,NH11,2023-10-17,2023-10-17,0.0,0.0,1,17:20,40.0,40.0,17:00:00,1.0,2023-10-17 17:00:00
872,11,NH11,2023-10-17,2023-10-17,0.0,0.0,1,18:30,0.0,0.0,18:00:00,,2023-10-17 18:00:00
876,12,NH11,2023-10-17,2023-10-17,0.0,0.0,1,19:30,0.0,0.0,19:00:00,,2023-10-17 19:00:00
880,13,NH11,2023-10-17,2023-10-17,0.0,0.0,1,20:30,0.0,0.0,20:00:00,,2023-10-17 20:00:00
835,1,NH12,2023-10-17,2023-10-17,0.0,0.0,2,21:00,0.0,0.0,21:00:00,,2023-10-17 21:00:00
839,2,NH12,2023-10-17,2023-10-17,120.0,120.0,2,22:00,120.0,120.0,22:00:00,1.0,2023-10-17 22:00:00
843,3,NH12,2023-10-17,2023-10-17,130.0,130.0,2,23:00,130.0,130.0,23:00:00,1.0,2023-10-17 23:00:00
847,4,NH12,2023-10-17,2023-10-18,108.0,108.0,2,0:00,108.0,108.0,00:00:00,1.0,2023-10-18 00:00:00
851,5,NH12,2023-10-17,2023-10-18,128.0,128.0,2,1:00,128.0,128.0,01:00:00,1.0,2023-10-18 01:00:00
855,6,NH12,2023-10-17,2023-10-18,0.0,0.0,2,2:00,0.0,0.0,02:00:00,,2023-10-18 02:00:00
859,7,NH12,2023-10-17,2023-10-18,122.0,122.0,2,3:00,122.0,122.0,03:00:00,1.0,2023-10-18 03:00:00
863,8,NH12,2023-10-17,2023-10-18,130.0,130.0,2,4:00,130.0,130.0,04:00:00,1.0,2023-10-18 04:00:00
867,9,NH12,2023-10-17,2023-10-18,106.0,106.0,2,5:00,106.0,106.0,05:00:00,1.0,2023-10-18 05:00:00
871,10,NH12,2023-10-17,2023-10-18,98.0,98.0,2,6:00,98.0,98.0,06:00:00,1.0,2023-10-18 06:00:00
875,11,NH12,2023-10-17,2023-10-18,0.0,0.0,2,7:00,0.0,0.0,07:00:00,,2023-10-18 07:00:00
884,1,NH11,2023-10-18,2023-10-18,120.0,120.0,1,8:30,60.0,60.0,08:00:00,1.0,2023-10-18 08:00:00
888,2,NH11,2023-10-18,2023-10-18,130.0,120.0,1,9:30,120.0,125.0,09:00:00,0.96,2023-10-18 09:00:00
892,3,NH11,2023-10-18,2023-10-18,108.0,88.0,1,10:30,104.0,119.0,10:00:00,0.8739495798319328,2023-10-18 10:00:00
896,4,NH11,2023-10-18,2023-10-18,130.0,130.0,1,11:30,109.0,119.0,11:00:00,0.9159663865546218,2023-10-18 11:00:00
900,5,NH11,2023-10-18,2023-10-18,0.0,0.0,1,12:30,65.0,65.0,12:00:00,1.0,2023-10-18 12:00:00
904,6,NH11,2023-10-18,2023-10-18,0.0,0.0,1,13:25,0.0,0.0,13:00:00,,2023-10-18 13:00:00
908,7,NH11,2023-10-18,2023-10-18,96.0,96.0,1,14:20,64.0,64.0,14:00:00,1.0,2023-10-18 14:00:00
912,8,NH11,2023-10-18,2023-10-18,108.0,108.0,1,15:20,104.0,104.0,15:00:00,1.0,2023-10-18 15:00:00
916,9,NH11,2023-10-18,2023-10-18,118.0,118.0,1,16:20,114.66666666666666,114.66666666666666,16:00:00,1.0,2023-10-18 16:00:00
920,10,NH11,2023-10-18,2023-10-18,0.0,0.0,1,17:20,39.33333333333333,39.33333333333333,17:00:00,1.0,2023-10-18 17:00:00
924,11,NH11,2023-10-18,2023-10-18,0.0,0.0,1,18:30,0.0,0.0,18:00:00,,2023-10-18 18:00:00
928,12,NH11,2023-10-18,2023-10-18,0.0,0.0,1,19:30,0.0,0.0,19:00:00,,2023-10-18 19:00:00
932,13,NH11,2023-10-18,2023-10-18,0.0,0.0,1,20:30,0.0,0.0,20:00:00,,2023-10-18 20:00:00
887,1,NH12,2023-10-18,2023-10-18,0.0,0.0,2,21:00,0.0,0.0,21:00:00,,2023-10-18 21:00:00
891,2,NH12,2023-10-18,2023-10-18,120.0,120.0,2,22:00,120.0,120.0,22:00:00,1.0,2023-10-18 22:00:00
895,3,NH12,2023-10-18,2023-10-18,130.0,8.0,2,23:00,8.0,130.0,23:00:00,0.06153846153846154,2023-10-18 23:00:00
899,4,NH12,2023-10-18,2023-10-19,108.0,26.0,2,0:00,26.0,108.0,00:00:00,0.24074074074074073,2023-10-19 00:00:00
903,5,NH12,2023-10-18,2023-10-19,128.0,62.0,2,1:00,62.0,128.0,01:00:00,0.484375,2023-10-19 01:00:00
907,6,NH12,2023-10-18,2023-10-19,0.0,0.0,2,2:00,0.0,0.0,02:00:00,,2023-10-19 02:00:00
911,7,NH12,2023-10-18,2023-10-19,122.0,52.0,2,3:00,52.0,122.0,03:00:00,0.4262295081967213,2023-10-19 03:00:00
915,8,NH12,2023-10-18,2023-10-19,130.0,28.0,2,4:00,28.0,130.0,04:00:00,0.2153846153846154,2023-10-19 04:00:00
919,9,NH12,2023-10-18,2023-10-19,106.0,62.0,2,5:00,62.0,106.0,05:00:00,0.5849056603773585,2023-10-19 05:00:00
923,10,NH12,2023-10-18,2023-10-19,98.0,56.0,2,6:00,56.0,98.0,06:00:00,0.5714285714285714,2023-10-19 06:00:00
927,11,NH12,2023-10-18,2023-10-19,0.0,0.0,2,7:00,0.0,0.0,07:00:00,,2023-10-19 07:00:00
936,1,NH11,2023-10-19,2023-10-19,120.0,88.0,1,8:30,44.0,60.0,08:00:00,0.7333333333333333,2023-10-19 08:00:00
940,2,NH11,2023-10-19,2023-10-19,130.0,124.0,1,9:30,106.0,125.0,09:00:00,0.848,2023-10-19 09:00:00
944,3,NH11,2023-10-19,2023-10-19,108.0,104.0,1,10:30,114.0,119.0,10:00:00,0.957983193277311,2023-10-19 10:00:00
948,4,NH11,2023-10-19,2023-10-19,130.0,126.0,1,11:30,115.0,119.0,11:00:00,0.9663865546218487,2023-10-19 11:00:00
952,5,NH11,2023-10-19,2023-10-19,0.0,0.0,1,12:30,63.0,65.0,12:00:00,0.9692307692307692,2023-10-19 12:00:00
956,6,NH11,2023-10-19,2023-10-19,98.0,78.0,1,13:25,39.0,49.0,13:00:00,0.7959183673469388,2023-10-19 13:00:00
960,7,NH11,2023-10-19,2023-10-19,130.0,106.0,1,14:20,96.66666666666666,119.33333333333331,14:00:00,0.8100558659217878,2023-10-19 14:00:00
964,8,NH11,2023-10-19,2023-10-19,106.0,106.0,1,15:20,105.99999999999999,113.99999999999999,15:00:00,0.9298245614035088,2023-10-19 15:00:00
968,9,NH11,2023-10-19,2023-10-19,120.0,120.0,1,16:20,115.33333333333333,115.33333333333333,16:00:00,1.0,2023-10-19 16:00:00
972,10,NH11,2023-10-19,2023-10-19,0.0,1.0,1,17:20,40.666666666666664,40.0,17:00:00,1.0166666666666666,2023-10-19 17:00:00
976,11,NH11,2023-10-19,2023-10-19,0.0,1.0,1,18:30,1.0,0.0,18:00:00,inf,2023-10-19 18:00:00
980,12,NH11,2023-10-19,2023-10-19,0.0,2.0,1,19:30,1.5,0.0,19:00:00,inf,2023-10-19 19:00:00
984,13,NH11,2023-10-19,2023-10-19,0.0,0.0,1,20:30,1.0,0.0,20:00:00,inf,2023-10-19 20:00:00
939,1,NH12,2023-10-19,2023-10-19,0.0,0.0,2,21:00,0.0,0.0,21:00:00,,2023-10-19 21:00:00
943,2,NH12,2023-10-19,2023-10-19,120.0,120.0,2,22:00,120.0,120.0,22:00:00,1.0,2023-10-19 22:00:00
947,3,NH12,2023-10-19,2023-10-19,130.0,130.0,2,23:00,130.0,130.0,23:00:00,1.0,2023-10-19 23:00:00
951,4,NH12,2023-10-19,2023-10-20,108.0,108.0,2,0:00,108.0,108.0,00:00:00,1.0,2023-10-20 00:00:00
955,5,NH12,2023-10-19,2023-10-20,128.0,128.0,2,1:00,128.0,128.0,01:00:00,1.0,2023-10-20 01:00:00
959,6,NH12,2023-10-19,2023-10-20,0.0,0.0,2,2:00,0.0,0.0,02:00:00,,2023-10-20 02:00:00
