かんばんシリアル,伝票番号,拠点所番地,品番,品名,収容数,仕入先名,仕入先工場名,ステータス,納入日,納入便,発注日時,印刷日時,検収日時,順立装置入庫日時,順立装置出庫日時,組立投入日時,回収日時,発注取消日時,発注～印刷LT,発注～検収LT,発注～順立装置入庫LT,発注～順立装置出庫LT,発注～組立LT,発注～回収LT,更新日時,長期滞留フラグ
1Z22A00023508,XADM820,10275,9056457A127    ,< NULL >,< NULL >,< NULL >,< NULL >,順立装置出庫済,< NULL >,< NULL >,< NULL >,< NULL >,< NULL >,< NULL >,2023/06/26 12:21:52,< NULL >,< NULL >,< NULL >,< NULL >,< NULL >,< NULL >,< NULL >,< NULL >,< NULL >,2023/06/26 12:21:52,< NULL >
