,品番,Year,Week_Number,在庫数（箱）,入庫数（箱）,出庫数（箱）,基準在庫日数,基準在庫枚数,箱種類,A,B,C,収容数,納入便,社内LT（検収～回収LT）,日量数（箱数）,仕入先名,かんばん数,実績LT/設計値LT,順立装置在庫量-設計値MIN,不等ピッチ,順立装置在庫量-設計値MAX,AVAILABLE_RATE
193,35174ECB010    ,2023,37,13.691666666666666,0.6916666666666667,0.75,0.87,1.0,ＴＰ３３２フタナシ,1.0,4.0,6.88,20,2.55,1.5206000000000004,17.692999999999987,（株）浅賀井製作所,100,1.7478160919540235,3.485520999999997,0.13,8.793420999999993,90.551
194,35174ECE010    ,2023,37,14.683333333333334,0.4583333333333333,0.475,0.87,1.0,ＴＰ３３２フタナシ,1.0,4.0,6.88,40,2.5076923076923077,2.51723076923077,11.532692307692313,（株）浅賀井製作所,65,2.8933687002652526,2.2719403846153856,0.13,5.73174807692308,90.551
195,35174ECE020    ,2023,37,7.941666666666666,0.21666666666666667,0.21666666666666667,0.63,3.0,ＴＰ３３１フタナシ,1.0,4.0,6.88,90,2.566666666666667,2.4462068965517245,5.166283524904213,（株）浅賀井製作所,30,3.882868089764642,1.01775785440613,0.13,2.5676429118773942,90.551
196,3519510A010    ,2023,37,2.475,0.03333333333333333,0.025,0.63,1.0,ＡＷ１３１フタナシ,1.0,2.0,2.34,600,1.0,4.8175,0.6345833333333333,中庸スプリング（株）,4,7.646825396825396,0.10597541666666666,0.1,0.45499624999999994,90.551
197,35195ECE010    ,2023,37,7.516666666666667,0.10833333333333334,0.1,0.62,3.0,ＴＰ１３１フタナシ,1.0,1.0,1.74,400,1.0,4.723000000000001,2.5075000000000003,三共鋼業（株）,13,7.617741935483872,0.6870550000000002,0.0,3.3199300000000003,90.551
198,35195TFG010    ,2023,37,5.491666666666666,0.10833333333333334,0.1,0.62,1.0,ＴＰ１３１フタナシ,1.0,1.0,1.74,400,1.0,2.9419999999999997,2.2329999999999997,三共鋼業（株）,13,4.745161290322581,0.611842,0.0,2.956492,90.551
199,35198ECE010    ,2023,37,5.641666666666667,0.10833333333333334,0.1,0.58,1.0,ＴＰ３３１フタナシ,1.0,1.0,1.78,200,1.0,3.4576923076923074,2.3180769230769234,サトープレス工業（株）,13,5.961538461538462,0.6444253846153848,0.0,3.0784061538461542,90.551
200,35300ECB010    ,2023,37,131.25833333333333,2.7333333333333334,2.825,0.91,3.0,TP341ﾌﾀﾅｼ,1.0,4.0,8.04,12,2.4910025706940875,3.25606683804627,67.35175664095995,アイシン精機（株）,389,3.5780954264244724,15.22149700085695,0.14,35.427023993144935,90.551
201,35312ECB010    ,2023,37,4.579831932773109,0.25210084033613445,0.226890756302521,0.59,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.9,63,1.0,1.7653333333333336,5.565608465608466,（株）旭工業所,30,2.9920903954802265,1.6140264550264551,0.0,7.457915343915345,90.551
202,35352ECB010    ,2023,37,1.565217391304348,0.034782608695652174,0.008695652173913044,0.64,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.97,504,1.0,5.550000000000001,0.7385912698412699,五興商事（株）,4,8.671875000000002,0.21936160714285716,0.0,0.9948824404761905,90.551
203,3539450A010    ,2023,37,2.459227467811159,0.02575107296137339,0.017167381974248927,0.71,3.0,サンボックスＣ３フタナシ,1.0,1.0,1.88,2000,1.0,6.586666666666666,0.8773333333333334,ミズショー（株）,3,9.276995305164318,0.252672,0.0,1.1738720000000002,90.551
204,35409ECB010    ,2023,37,3.0083333333333333,0.075,0.06666666666666667,0.66,1.0,ＴＰ１３１フタナシ,1.0,1.0,2.26,200,1.0,3.0844444444444443,1.7105555555555556,サンコール（株）,9,4.673400673400673,0.5576411111111111,0.0,2.3537244444444445,90.551
205,35441ECB010    ,2023,37,21.733333333333334,0.6333333333333333,0.7166666666666667,0.67,3.0,ＴＰ３３１フタナシ,1.0,1.0,2.14,48,1.0,2.2215306122448992,17.00106292517007,（株）ニフコ,98,3.3157173317088047,5.338333758503403,0.0,23.189449829931977,90.551
206,35441TFA010    ,2023,37,3.566666666666667,0.125,0.14166666666666666,0.67,1.0,ＴＰ３３１フタナシ,1.0,1.0,2.14,100,1.0,2.2173684210526314,3.447894736842105,（株）ニフコ,19,3.3095051060487033,1.082638947368421,0.0,4.702928421052631,90.551
207,3548255A010    ,2023,37,4.233333333333333,0.06666666666666667,0.058333333333333334,0.57,1.0,ＡＷ１３１フタナシ,1.0,1.0,1.78,300,1.0,3.5712499999999996,1.46375,サトープレス工業（株）,8,6.265350877192982,0.4069225000000001,0.0,1.9438600000000001,90.551
208,35482TFA010    ,2023,37,1.0,0.06060606060606061,0.0,0.66,1.0,ＡＷ１３１フタナシ,1.0,1.0,1.78,1000,1.0,7.095000000000001,0.369,サトープレス工業（株）,2,10.75,0.10258200000000002,0.0,0.490032,90.551
209,35501ECB010    ,2023,37,3.941666666666667,0.175,0.15,0.6,1.0,ＴＰ３３１フタナシ,1.0,1.0,1.38,100,1.0,2.1238095238095234,3.6719047619047607,大橋鉄工（株）,21,3.539682539682539,0.873913333333333,0.0,4.729413333333332,90.551
210,35505ECB010    ,2023,37,11.525,0.6333333333333333,0.6333333333333333,0.81,1.0,ＴＰ１３１フタナシ,1.0,2.0,2.34,24,1.4588235294117646,1.5045882352941176,14.828921568627441,中庸スプリング（株）,85,1.8575163398692809,2.476429901960783,0.1,10.632336764705874,90.551
211,35556ECB010    ,2023,37,3.7583333333333333,0.15833333333333333,0.15,0.75,1.0,ＡＷ１３１フタナシ,1.0,2.0,3.8,100,1.4736842105263157,2.093846153846154,3.5115384615384615,（株）ギフ加藤製作所,19,2.791794871794872,0.8427692307692308,0.12,2.774115384615385,90.551
212,35557ECB010    ,2023,37,6.805084745762712,0.2796610169491525,0.3220338983050847,0.89,1.0,ＴＰ１３１フタナシ,1.0,2.0,4.94,46,1.4545454545454546,1.886923076923077,7.135451505016723,小川工業（株）,44,2.1201382886776146,2.119229096989967,0.05,6.043727424749164,90.551
213,35580ECB011    ,2023,37,32.03333333333333,2.6666666666666665,2.533333333333333,0.9,3.0,ＴＰ３４２フタアリ,1.0,4.0,8.04,6,2.453216374269006,2.002727272727275,58.82551319648097,アイシン精機（株）,342,2.225252525252528,13.294565982404698,0.14,30.942219941348988,90.551
214,35595ECB010    ,2023,37,7.183333333333334,0.4166666666666667,0.36666666666666664,0.57,1.0,ＴＰ３３１フタナシ,1.0,1.0,1.78,40,1.0,1.5207999999999995,8.910999999999994,サトープレス工業（株）,50,2.668070175438596,2.477257999999999,0.0,11.833807999999992,90.551
215,3559850A010    ,2023,37,2.379166666666667,0.075,0.075,0.9,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.92,100,1.5,1.9765000000000001,3.6864999999999997,アイコー（株）,20,2.196111111111111,0.906879,0.32,2.9344539999999997,90.551
216,35771ECB010    ,2023,37,19.452173913043477,3.9043478260869566,3.8521739130434782,0.79,3.0,ＴＰ３４１フタナシ,1.0,6.0,4.92,4,3.583497053045187,0.808619909502263,87.61142533936652,アイシン機工（株）,509,1.023569505699067,8.644327300150831,0.12,27.626802790346908,90.551
217,35771ECE010    ,2023,37,48.025,3.2,3.1666666666666665,0.79,2.0,ＴＰ３４１フタナシ,1.0,6.0,4.92,6,3.6178489702517163,1.4323746701846969,75.64819700967479,アイシン機工（株）,437,1.8131324939046796,7.463955438287913,0.12,23.854398123717452,90.551
218,35847ECB010    ,2023,37,4.983333333333333,0.23333333333333334,0.23333333333333334,0.51,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,80,1.0,2.2947058823529414,4.273529411764706,（株）メタルテック,29,4.499423298731258,1.2393235294117648,0.0,5.726529411764706,90.551
219,35847ECB020    ,2023,37,4.816666666666666,0.24166666666666667,0.2,0.5,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,70,1.0,2.009411764705883,4.946218487394957,（株）メタルテック,29,4.018823529411766,1.4344033613445377,0.0,6.627932773109243,90.551
220,35847ECE010    ,2023,37,15.375,0.5416666666666666,0.4666666666666667,0.5,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,40,1.0,2.4179487179487174,11.267948717948721,（株）メタルテック,65,4.835897435897435,3.267705128205129,0.0,15.099051282051287,90.551
221,35847ECE020    ,2023,37,11.841666666666667,0.35833333333333334,0.30833333333333335,0.49,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,60,1.0,2.992800000000001,7.4,（株）メタルテック,43,6.107755102040818,2.1460000000000004,0.0,9.916,90.551
222,35882ECB010    ,2023,37,6.808333333333334,0.36666666666666664,0.3333333333333333,0.5,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,50,1.0,1.9830769230769236,6.857692307692307,（株）メタルテック,45,3.9661538461538473,1.9887307692307692,0.0,9.189307692307693,90.551
223,36108ECB010    ,2023,37,3.066666666666667,0.08333333333333333,0.1,0.64,1.0,ＴＰ３３１．５フタナシ,1.0,1.0,1.97,150,1.0,2.6923076923076925,2.3446153846153845,（株）オーハシテクニカ,13,4.206730769230769,0.6963507692307692,0.0,3.1581969230769227,90.551
224,41310ECB010    ,2023,37,51.4,7.3,7.541666666666667,0.69,2.0,サンボックス＃２４Ａフタアリ,1.0,4.0,4.0,2,2.4961089494163424,0.984323394495412,174.89965596330276,（株）オンド,1028,1.4265556441962493,21.862456995412845,0.05,74.33235378440368,90.551
225,41310ECE010    ,2023,37,144.76666666666668,9.566666666666666,9.583333333333334,0.7,3.0,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,1.0,4.0,4.0,2,2.494296577946768,1.6134538878842584,225.4620253164557,（株）オンド,1315,2.304934125548941,28.182753164556967,0.05,95.82136075949369,90.551
226,5040056001E    ,2023,37,4.883333333333334,0.26666666666666666,0.25,0.58,3.0,AW131ﾌﾀﾅｼ,1.0,1.0,1.78,300,1.0,2.4199999999999995,6.4489898989898995,サトープレス工業（株）,33,4.1724137931034475,1.7928191919191923,0.0,8.564258585858587,90.551
227,82125ECB010    ,2023,37,3.033333333333333,0.16666666666666666,0.15,0.58,1.0,ＴＰ３３２フタアリ,1.0,1.0,1.79,100,1.0,1.9309999999999998,3.4974999999999996,矢崎総業（株）,20,3.329310344827586,0.9758024999999999,0.0,4.648177499999999,90.551
228,82125ECE010    ,2023,37,6.741666666666666,0.21666666666666667,0.2,0.58,1.0,ＴＰ３３２フタアリ,1.0,1.0,1.79,100,1.0,2.2961538461538455,4.473076923076923,矢崎総業（株）,26,3.9588859416445614,1.2479884615384618,0.0,5.944719230769231,90.551
229,82821CWA030    ,2023,37,9.55,0.175,0.16666666666666666,0.83,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,200,1.4782608695652173,3.8186956521739135,4.009347826086956,石黒ゴム工業（株）,23,4.600838135149294,0.9301686956521741,0.29,3.13531,90.551
230,82821ECB010    ,2023,37,4.991666666666666,0.08333333333333333,0.08333333333333333,0.83,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,400,1.5,4.446666666666667,1.9927083333333335,石黒ゴム工業（株）,12,5.357429718875503,0.4623083333333335,0.29,1.5582979166666668,90.551
231,82821ECB020    ,2023,37,9.833333333333334,0.175,0.16666666666666666,0.87,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.64,200,1.5217391304347827,4.07391304347826,4.01108695652174,石黒ゴム工業（株）,23,4.682658670664667,0.9305721739130437,0.29,3.1366700000000005,90.551
232,82821ECB040    ,2023,37,3.8583333333333334,0.15,0.15,0.83,1.0,ＴＰ３４２フタナシ,1.0,2.0,3.64,100,1.5,2.3794999999999993,3.4639999999999995,石黒ゴム工業（株）,20,2.866867469879517,0.8036479999999999,0.29,2.7088479999999997,90.551
233,82821ECB050    ,2023,37,17.083333333333332,0.35833333333333334,0.3416666666666667,0.83,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,100,1.4893617021276595,3.3614893617021266,8.084468085106378,石黒ゴム工業（株）,47,4.049987182773647,1.87559659574468,0.29,6.322054042553188,90.551
234,82821ECE010    ,2023,37,33.141666666666666,0.39166666666666666,0.38333333333333336,1.07,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,50,1.4901960784313726,5.167254901960782,9.161568627450984,石黒ゴム工業（株）,51,4.8292101887483945,2.1254839215686285,0.29,7.16434666666667,90.551
235,82821XAE010    ,2023,37,19.533333333333335,0.35,0.35833333333333334,0.87,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.64,100,1.4680851063829787,3.6448936170212765,8.104042553191494,石黒ゴム工業（株）,47,4.189532893127904,1.880137872340427,0.29,6.3373612765957485,90.551
236,82821XAE020    ,2023,37,1.3416666666666666,0.041666666666666664,0.03333333333333333,0.81,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,400,1.2,4.046,0.7609999999999999,石黒ゴム工業（株）,5,4.995061728395061,0.17655200000000001,0.29,0.595102,90.551
237,82824ECB010    ,2023,37,7.538461538461538,0.5299145299145299,0.46153846153846156,0.57,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.79,32,1.0,1.3193548387096774,11.18649193548387,矢崎総業（株）,62,2.314657611771364,3.1210312499999997,0.0,14.866847782258063,90.551
238,82824ECB020    ,2023,37,21.291666666666668,0.9666666666666667,0.85,0.58,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.79,40,1.0,1.8213793103448284,20.171120689655176,矢崎総業（株）,116,3.140309155766946,5.6277426724137944,0.0,26.80741939655173,90.551
239,82824ECE010    ,2023,37,14.866666666666667,0.6166666666666667,0.575,0.36,1.0,ＴＰ３３２,1.0,1.0,3.25,45,1.0,2.141807228915662,10.360642570281135,住友電装（株）,84,5.949464524765728,4.403273092369482,0.0,15.281947791164674,90.551
240,9010506A003    ,2023,37,2.0083333333333333,0.016666666666666666,0.025,0.52,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,2000,3.6666666666666665,8.92,0.763,（株）青山製作所,3,17.153846153846153,0.08596466666666666,0.08,0.25128133333333336,90.551
241,9010506A089    ,2023,37,3.0,0.05,0.05,0.5,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1500,3.4285714285714284,5.541666666666667,1.1722222222222223,（株）青山製作所,7,11.083333333333334,0.13207037037037037,0.08,0.38605185185185187,90.551
242,9010508A014    ,2023,37,25.175,1.6291666666666667,1.6166666666666667,0.54,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,500,3.4972375690607733,1.3924999999999987,61.057993827160516,（株）青山製作所,362,2.578703703703701,6.879200637860085,0.08,20.10843263374486,90.551
243,9010508A042    ,2023,37,2.3220338983050848,0.2711864406779661,0.2542372881355932,0.53,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,300,3.4722222222222223,1.1140625,5.898958333333332,（株）青山製作所,36,2.102004716981132,0.664615972222222,0.08,1.9427236111111106,90.551
244,9010512A018    ,2023,37,21.408333333333335,2.2583333333333333,2.375,0.74,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,200,3.490566037735849,1.0977777777777769,55.74187500000006,（株）青山製作所,318,1.4834834834834822,6.280251250000006,0.08,18.35765750000002,90.551
245,9011906A065    ,2023,37,2.05,0.10833333333333334,0.11666666666666667,0.53,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1000,3.0714285714285716,2.3400000000000003,2.470071428571429,（株）青山製作所,14,4.415094339622642,0.27829471428571434,0.08,0.8134768571428573,90.551
246,9014908A008    ,2023,37,3.425531914893617,0.11702127659574468,0.11702127659574468,0.52,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,800,3.3846153846153846,1.955,3.0106249999999997,（株）青山製作所,13,3.7596153846153846,0.3391970833333333,0.08,0.9914991666666666,90.551
247,9015905A007    ,2023,37,4.65,0.1,0.10833333333333334,0.53,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,2000,3.6666666666666665,3.700714285714286,2.4188571428571426,（株）青山製作所,15,6.982479784366578,0.2725245714285714,0.08,0.7966102857142856,90.551
248,9015906A021    ,2023,37,4.85,0.25,0.24166666666666667,0.52,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1200,3.6470588235294117,1.7937931034482757,5.606609195402302,（株）青山製作所,34,3.4496021220159148,0.6316779693486594,0.08,1.8464432950191583,90.551
249,9015906A022    ,2023,37,5.866666666666666,0.35,0.3333333333333333,0.51,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1500,3.6,1.651818181818182,8.100681818181817,（株）青山製作所,50,3.238859180035651,0.9126768181818181,0.08,2.6678245454545455,90.551
250,9015906A023    ,2023,37,4.383333333333334,0.09166666666666666,0.075,0.52,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1300,3.769230769230769,4.235454545454545,2.047972027972028,（株）青山製作所,13,8.145104895104895,0.23073818181818184,0.08,0.6744654545454545,90.551
251,9020150A002    ,2023,37,5.225,0.13333333333333333,0.15,0.73,1.0,ＴＰ１３１フタナシ,1.0,1.0,0.73,100,1.0,2.24,3.836666666666666,（株）ムロコーポレーション,20,3.068493150684932,0.6637433333333332,0.0,4.692243333333333,90.551
252,9020156A001    ,2023,37,5.225,0.13333333333333333,0.15,0.75,1.0,ＴＰ１３１フタナシ,1.0,1.0,0.73,100,1.0,2.877777777777778,3.3855555555555554,（株）ムロコーポレーション,20,3.8370370370370375,0.5857011111111111,0.0,4.1405344444444445,90.551
253,9020156A002    ,2023,37,4.683168316831683,0.2079207920792079,0.1782178217821782,0.73,1.0,ＴＰ１３１フタナシ,1.0,1.0,0.73,100,1.0,2.8037499999999995,4.35125,（株）ムロコーポレーション,28,3.840753424657534,0.7527662500000001,0.0,5.3215787500000005,90.551
254,9025006A007    ,2023,37,3.135135135135135,0.15315315315315314,0.13513513513513514,0.76,1.0,ＡＷ１３１フタナシ,1.0,2.0,3.8,200,1.6470588235294117,2.2808333333333337,3.214166666666667,（株）ギフ加藤製作所,17,3.0010964912280707,0.7714000000000001,0.12,2.539191666666667,90.551
255,9030106A018    ,2023,37,2.2083333333333335,0.09166666666666666,0.08333333333333333,0.56,3.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,2000,1.5,3.266666666666667,2.135666666666667,ＮＯＫ（株）,12,5.833333333333333,0.4826606666666667,0.03,1.6572773333333335,90.551
256,9030111A014    ,2023,37,6.216666666666667,0.18333333333333332,0.175,0.56,3.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000,1.565217391304348,2.628695652173912,4.048260869565218,ＮＯＫ（株）,23,4.694099378881986,0.9149069565217393,0.03,3.1414504347826093,90.551
257,9030115A011    ,2023,37,3.25,0.03333333333333333,0.041666666666666664,0.56,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000,2.0,4.464,0.9612,ＮＯＫ（株）,5,7.9714285714285715,0.21723119999999999,0.03,0.7458912,90.551
258,9030117A010    ,2023,37,4.416666666666667,0.05,0.041666666666666664,0.54,3.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000,1.3333333333333333,4.673333333333335,1.2898333333333334,ＮＯＫ（株）,6,8.654320987654323,0.2915023333333333,0.03,1.0009106666666667,90.551
259,9030119A010    ,2023,37,1.5583333333333333,0.041666666666666664,0.041666666666666664,0.58,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000,1.2,3.8400000000000003,1.004,ＮＯＫ（株）,5,6.620689655172415,0.226904,0.03,0.779104,90.551
260,9030119A011    ,2023,37,3.5,0.15,0.15,0.54,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,200,1.55,1.8124999999999996,3.4799999999999995,ＮＯＫ（株）,20,3.3564814814814805,0.7864799999999998,0.03,2.7004799999999993,90.551
261,9031150A014    ,2023,37,6.05,0.4166666666666667,0.4083333333333333,0.54,1.0,サンボックス＃２４Ｂフタナシ,1.0,2.0,3.52,84,1.5535714285714286,1.4272727272727268,9.657792207792205,ＮＯＫ（株）,56,2.643097643097642,2.1826610389610384,0.03,7.494446753246751,90.551
262,9031150A015    ,2023,37,5.205128205128205,0.4188034188034188,0.4017094017094017,0.53,1.0,サンボックス＃２４Ｂフタナシ,1.0,2.0,3.52,84,1.509090909090909,1.3762962962962957,9.666005291005288,ＮＯＫ（株）,55,2.596785464709992,2.184517195767195,0.03,7.500820105820103,90.551
263,9033106A003    ,2023,37,1.0,0.05263157894736842,0.0,0.67,3.0,AW131ﾌﾀﾅｼ,1.0,1.0,1.78,5000,1.0,13.270000000000001,0.1034,サトープレス工業（株）,1,19.80597014925373,0.028745200000000005,0.0,0.13731520000000003,90.551
264,9033904A002    ,2023,37,1.6779661016949152,0.0423728813559322,0.0423728813559322,0.61,1.0,AW131ﾌﾀﾅｼ,1.0,1.0,1.78,1000,1.0,4.618,0.8922000000000001,サトープレス工業（株）,5,7.570491803278689,0.24803160000000007,0.0,1.1848416000000002,90.551
265,9033904A003    ,2023,37,2.4833333333333334,0.025,0.016666666666666666,0.6,3.0,AW131ﾌﾀﾅｼ,1.0,1.0,1.78,2000,1.0,18.456666666666663,0.41766666666666663,サトープレス工業（株）,3,30.761111111111106,0.11611133333333334,0.0,0.5546613333333333,90.551
266,9034108A006    ,2023,37,2.45,0.19166666666666668,0.15,0.53,3.0,ＴＰ３３１フタナシ,1.0,2.0,1.06,1000,1.4782608695652173,2.3621739130434776,3.6234782608695655,（株）杉浦製作所,23,4.456931911402788,0.3732182608695653,0.12,2.3661313043478263,90.551
267,9034108A010    ,2023,37,1.1022727272727273,0.022727272727272728,0.011363636363636364,0.47,1.0,ＴＰ３３１フタナシ,1.0,2.0,1.06,1000,1.5,5.43,0.756,（株）杉浦製作所,2,11.553191489361701,0.077868,0.12,0.493668,90.551
268,9034114A004    ,2023,37,1.082191780821918,0.0273972602739726,0.0136986301369863,0.5,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,500,5.0,2.515,0.412,（株）青山製作所,3,5.03,0.046418666666666664,0.08,0.13568533333333332,90.551
269,9034118A024    ,2023,37,4.641666666666667,0.09166666666666666,0.1,0.52,3.0,ＴＰ１３１フタナシ,1.0,6.0,5.76,200,3.6923076923076925,3.397272727272727,2.2690909090909095,（株）青山製作所,13,6.5332167832167825,0.25565090909090915,0.08,0.7472872727272728,90.551
270,9036324A003    ,2023,37,6.681034482758621,0.7241379310344828,0.6896551724137931,0.74,1.0,テンバコ１０フタナシ,1.0,8.0,9.0,22,4.467391304347826,1.0695833333333336,15.807449494949505,日本精工（株）,92,1.4453828828828832,1.9759311868686884,0.09,4.742234848484852,90.551
271,9036324A004    ,2023,37,17.258333333333333,1.2083333333333333,1.1666666666666667,0.74,1.0,テンバコ１０フタナシ,1.0,8.0,9.0,30,4.45625,1.2841599999999997,26.4397333333333,日本精工（株）,160,1.735351351351351,3.3049666666666626,0.09,7.93191999999999,90.551
272,9036324A005    ,2023,37,15.891666666666667,0.925,0.9,0.69,1.0,サンボックス＃Ｋ１０Ｂフタナシ,1.0,8.0,9.0,22,4.463414634146342,1.427578947368421,20.433492822966485,日本精工（株）,123,2.068954996186118,2.5541866028708107,0.09,6.130047846889946,90.551
273,9036340A010    ,2023,37,14.916666666666666,0.8916666666666667,0.85,0.74,3.0,ｻﾝﾎﾞｯｸｽ＃K-10Bﾌﾀﾅｼ,1.0,8.0,9.0,80,4.427350427350428,1.6139784946236562,19.8002688172043,日本精工（株）,117,2.1810520197616974,2.4750336021505377,0.09,5.940080645161291,90.551
274,9036345A004    ,2023,37,12.016666666666667,0.325,0.38333333333333336,0.64,1.0,サンボックス＃９Ｂフタナシ,1.0,1.0,2.29,90,1.0,2.3385999999999996,9.036,岡谷鋼機（株）,50,3.6540624999999993,2.9728440000000003,0.0,12.460644,90.551
275,9036628A005    ,2023,37,6.175,0.275,0.25,0.62,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,60,1.0,2.101212121212122,5.892424242424241,（株）ジェイテクト,33,3.3890518084066485,1.70880303030303,0.0,7.895848484848483,90.551
276,9036628A006    ,2023,37,4.425,0.2,0.19166666666666668,0.62,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,80,1.0,2.0304000000000006,4.452000000000001,（株）ジェイテクト,25,3.2748387096774203,1.2910800000000002,0.0,5.965680000000001,90.551
277,9036628A007    ,2023,37,8.358333333333333,0.30833333333333335,0.25833333333333336,0.57,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,72,1.0,2.680540540540541,6.174924924924923,（株）ジェイテクト,37,4.7027027027027035,1.790728228228228,0.0,8.274399399399398,90.551
278,9036628A008    ,2023,37,6.291666666666667,0.21666666666666667,0.19166666666666668,0.58,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,100,1.0,2.6838461538461535,4.414230769230769,（株）ジェイテクト,26,4.627320954907161,1.280126923076923,0.0,5.91506923076923,90.551
279,9036630A017    ,2023,37,11.808333333333334,0.525,0.4666666666666667,0.6,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,72,1.0,1.9360317460317455,11.356922398589065,（株）ジェイテクト,64,3.226719576719576,3.293507495590829,0.0,15.218276014109346,90.551
280,9036630A018    ,2023,37,17.425,1.0083333333333333,0.9,0.34,3.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,38,1.0,1.5153719008264463,21.37124836885605,（株）ジェイテクト,121,4.4569761789013125,6.197662026968255,0.0,28.63747281426711,90.551
281,9036652A003    ,2023,37,9.558333333333334,0.35833333333333334,0.31666666666666665,0.57,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,60,1.0,2.4344186046511624,7.546899224806201,（株）ジェイテクト,43,4.270909832721338,2.188600775193798,0.0,10.112844961240308,90.551
282,9036652A004    ,2023,37,7.708333333333333,0.35,0.3,0.57,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,63,1.0,2.1430952380952384,7.227513227513226,（株）ジェイテクト,42,3.7598162071846293,2.0959788359788356,0.0,9.684867724867722,90.551
283,9036658A001    ,2023,37,5.945945945945946,0.3963963963963964,0.34234234234234234,0.57,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,45,1.0,1.512666666666667,7.919506172839508,（株）ジェイテクト,45,2.6538011695906443,2.2966567901234574,0.0,10.612138271604941,90.551
284,9036658A002    ,2023,37,5.426086956521739,0.4956521739130435,0.391304347826087,0.59,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,36,1.0,1.592456140350878,10.056530214424951,（株）ジェイテクト,57,2.699078203984539,2.916393762183236,0.0,13.475750487329433,90.551
285,9036659A009    ,2023,37,21.291666666666668,1.075,0.9416666666666667,0.59,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,36,1.0,1.7768750000000004,22.60807291666669,（株）ジェイテクト,128,3.0116525423728824,6.55634114583334,0.0,30.294817708333362,90.551
286,9036659A010    ,2023,37,20.533333333333335,1.0583333333333333,0.9416666666666667,0.59,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,36,1.0,1.7707812500000002,22.62977430555558,（株）ジェイテクト,128,3.0013241525423733,6.562634548611118,0.0,30.323897569444476,90.551
287,9050827A011    ,2023,37,2.65,0.075,0.06666666666666667,0.78,1.0,ＴＰ３３１フタナシ,1.0,8.0,11.12,200,5.5,3.1699999999999995,1.6364285714285713,（株）東郷製作所,10,4.064102564102563,0.24791892857142855,0.08,0.5342939285714285,90.551
288,9052409A003    ,2023,37,1.2833333333333334,0.025,0.025,0.78,1.0,ＴＰ３３１フタナシ,1.0,8.0,11.12,500,4.75,4.546666666666668,0.7793333333333333,（株）東郷製作所,4,5.8290598290598306,0.11806900000000001,0.08,0.25445233333333334,90.551
289,9056439A004    ,2023,37,11.266666666666667,0.008333333333333333,0.008333333333333333,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,,,（株）ムロコーポレーション,1,,,0.0,,90.551
