,品番,Year,Week_Number,基準在庫日数,基準在庫枚数,箱種類,A,B,C,収容数,納入便,社内LT（検収～回収LT）,日量数（箱数）,仕入先名,かんばん数
318,82821ECB010    ,2023,36,0.83,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,400,1.4545454545454546,4.533636363636363,2.080454545454546,石黒ゴム工業（株）,11
319,82821ECB010    ,2023,37,0.83,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,400,1.5,4.446666666666667,1.9927083333333335,石黒ゴム工業（株）,12
320,82821ECB010    ,2023,38,0.83,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,400,1.5454545454545454,4.769090909090909,2.006818181818182,石黒ゴム工業（株）,11
321,82821ECB010    ,2023,39,0.83,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,400,1.4166666666666667,4.850909090909091,1.4329545454545454,石黒ゴム工業（株）,12
322,82821ECB020    ,2023,35,0.87,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.64,200,1.6,5.1659999999999995,4.726999999999999,石黒ゴム工業（株）,5
323,82821ECB020    ,2023,36,0.87,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.64,200,1.5238095238095237,4.100952380952381,4.1811904761904755,石黒ゴム工業（株）,21
324,82821ECB020    ,2023,37,0.87,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.64,200,1.5217391304347827,4.07391304347826,4.01108695652174,石黒ゴム工業（株）,23
325,82821ECB020    ,2023,38,0.87,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.64,200,1.5217391304347827,4.4278260869565225,4.0315217391304365,石黒ゴム工業（株）,23
326,82821ECB020    ,2023,39,0.87,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.64,200,1.4545454545454546,4.255238095238095,2.5764285714285715,石黒ゴム工業（株）,22
327,82821ECB040    ,2023,35,0.83,1.0,ＴＰ３４２フタナシ,1.0,2.0,3.64,100,1.5,3.7749999999999995,4.125,石黒ゴム工業（株）,4
328,82821ECB040    ,2023,36,0.83,1.0,ＴＰ３４２フタナシ,1.0,2.0,3.64,100,1.5,2.42,3.603333333333334,石黒ゴム工業（株）,18
329,82821ECB040    ,2023,37,0.83,1.0,ＴＰ３４２フタナシ,1.0,2.0,3.64,100,1.5,2.3794999999999993,3.4639999999999995,石黒ゴム工業（株）,20
330,82821ECB040    ,2023,38,0.83,1.0,ＴＰ３４２フタナシ,1.0,2.0,3.64,100,1.4736842105263157,2.3573684210526316,3.622105263157895,石黒ゴム工業（株）,19
331,82821ECB040    ,2023,39,0.83,1.0,ＴＰ３４２フタナシ,1.0,2.0,3.64,100,1.5,2.5264999999999995,2.3735000000000004,石黒ゴム工業（株）,20
332,82821ECB050    ,2023,35,0.83,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,100,1.5555555555555556,4.79111111111111,9.45888888888889,石黒ゴム工業（株）,9
333,82821ECB050    ,2023,36,0.83,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,100,1.5476190476190477,3.3988095238095237,8.335952380952376,石黒ゴム工業（株）,42
334,82821ECB050    ,2023,37,0.83,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,100,1.4893617021276595,3.3614893617021266,8.084468085106378,石黒ゴム工業（株）,47
335,82821ECB050    ,2023,38,0.83,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,100,1.511111111111111,3.4153333333333324,8.21111111111111,石黒ゴム工業（株）,45
336,82821ECB050    ,2023,39,0.83,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,100,1.4565217391304348,3.675434782608696,5.236739130434782,石黒ゴム工業（株）,46
337,82821ECE010    ,2023,35,1.07,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,50,1.5454545454545454,6.028181818181818,10.649090909090912,石黒ゴム工業（株）,11
338,82821ECE010    ,2023,36,1.07,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,50,1.489795918367347,5.085510204081634,9.210612244897964,石黒ゴム工業（株）,49
339,82821ECE010    ,2023,37,1.07,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,50,1.4901960784313726,5.167254901960782,9.161568627450984,石黒ゴム工業（株）,51
340,82821ECE010    ,2023,38,1.07,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,50,1.5098039215686274,5.131764705882351,9.109019607843136,石黒ゴム工業（株）,51
341,82821ECE010    ,2023,39,1.07,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,50,1.46,5.349399999999999,5.7576,石黒ゴム工業（株）,50
342,82821XAE010    ,2023,35,0.87,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.64,100,1.5,4.90875,9.45625,石黒ゴム工業（株）,8
343,82821XAE010    ,2023,36,0.87,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.64,100,1.488888888888889,3.5655555555555547,8.367333333333328,石黒ゴム工業（株）,45
344,82821XAE010    ,2023,37,0.87,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.64,100,1.4680851063829787,3.6448936170212765,8.104042553191494,石黒ゴム工業（株）,47
345,82821XAE010    ,2023,38,0.87,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.64,100,1.5348837209302326,3.692790697674417,7.980697674418605,石黒ゴム工業（株）,43
346,82821XAE010    ,2023,39,0.87,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.64,100,1.4680851063829787,3.9380851063829776,5.365531914893616,石黒ゴム工業（株）,47
347,82821XAE020    ,2023,35,0.81,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,400,2.0,5.12,1.0425,石黒ゴム工業（株）,1
348,82821XAE020    ,2023,36,0.81,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,400,1.5,4.5525,0.9812500000000001,石黒ゴム工業（株）,4
349,82821XAE020    ,2023,37,0.81,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,400,1.2,4.046,0.7609999999999999,石黒ゴム工業（株）,5
350,82821XAE020    ,2023,38,0.81,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,400,1.2,3.784,0.7655,石黒ゴム工業（株）,5
351,82821XAE020    ,2023,39,0.81,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,400,1.2,4.544,0.6095,石黒ゴム工業（株）,5
352,82824ECB010    ,2023,35,0.57,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.79,32,1.0,3.6583333333333328,12.84375,矢崎総業（株）,12
353,82824ECB010    ,2023,36,0.57,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.79,32,1.0,1.5154385964912278,11.417214912280702,矢崎総業（株）,57
354,82824ECB010    ,2023,37,0.57,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.79,32,1.0,1.3193548387096774,11.18649193548387,矢崎総業（株）,62
355,82824ECB010    ,2023,38,0.57,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.79,32,1.0,1.4471186440677966,10.989936440677965,矢崎総業（株）,59
356,82824ECB010    ,2023,39,0.57,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.79,32,1.0,1.3710937499999996,9.28466796875,矢崎総業（株）,64
357,82824ECB020    ,2023,35,0.58,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.79,40,1.0,3.5637499999999993,22.64999999999999,矢崎総業（株）,24
358,82824ECB020    ,2023,36,0.58,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.79,40,1.0,1.7963636363636368,21.01750000000002,矢崎総業（株）,110
359,82824ECB020    ,2023,37,0.58,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.79,40,1.0,1.8213793103448284,20.171120689655176,矢崎総業（株）,116
360,82824ECB020    ,2023,38,0.58,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.79,40,1.0,1.8819417475728153,20.00485436893201,矢崎総業（株）,103
361,82824ECB020    ,2023,39,0.58,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.79,40,1.0,1.6590677966101703,16.09364406779662,矢崎総業（株）,118
362,82824ECE010    ,2023,35,0.36,1.0,ＴＰ３３２,1.0,1.0,3.25,45,1.0,3.4599999999999995,10.877777777777778,住友電装（株）,12
363,82824ECE010    ,2023,36,0.36,1.0,ＴＰ３３２,1.0,1.0,3.25,45,1.0,1.9705660377358485,10.504821802935009,住友電装（株）,53
364,82824ECE010    ,2023,37,0.36,1.0,ＴＰ３３２,1.0,1.0,3.25,45,1.0,2.141807228915662,10.360642570281135,住友電装（株）,84
365,82824ECE010    ,2023,38,0.36,1.0,ＴＰ３３２,1.0,1.0,3.25,45,1.0,2.2018181818181817,10.125656565656563,住友電装（株）,56
366,82824ECE010    ,2023,39,0.36,1.0,ＴＰ３３２,1.0,1.0,3.25,45,1.0,1.758,7.67353535353535,住友電装（株）,55
367,9010506A003    ,2023,36,0.52,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,2000,5.5,7.8566666666666665,0.5266666666666667,（株）青山製作所,4
368,9010506A003    ,2023,37,0.52,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,2000,3.6666666666666665,8.92,0.763,（株）青山製作所,3
369,9010506A003    ,2023,38,0.52,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,2000,3.0,2.9600000000000004,0.75,（株）青山製作所,3
370,9010506A003    ,2023,39,0.52,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,2000,5.0,5.0225,0.6214999999999999,（株）青山製作所,5
371,9010506A089    ,2023,35,0.5,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1500,3.5,6.39,1.26,（株）青山製作所,2
372,9010506A089    ,2023,36,0.5,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1500,3.8,4.59,0.9551999999999999,（株）青山製作所,5
373,9010506A089    ,2023,37,0.5,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1500,3.4285714285714284,5.541666666666667,1.1722222222222223,（株）青山製作所,7
374,9010506A089    ,2023,38,0.5,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1500,4.4,6.308000000000001,0.7178666666666667,（株）青山製作所,5
375,9010506A089    ,2023,39,0.5,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1500,2.857142857142857,4.976,1.2237333333333333,（株）青山製作所,7
376,9010508A014    ,2023,35,0.54,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,500,3.1076923076923078,2.8163333333333336,62.00500000000006,（株）青山製作所,65
377,9010508A014    ,2023,36,0.54,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,500,3.3693181818181817,1.2531976744186042,64.2875290697676,（株）青山製作所,352
378,9010508A014    ,2023,37,0.54,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,500,3.4972375690607733,1.3924999999999987,61.057993827160516,（株）青山製作所,362
379,9010508A014    ,2023,38,0.54,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,500,3.326984126984127,1.4495833333333368,59.947564102564264,（株）青山製作所,315
380,9010508A014    ,2023,39,0.54,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,500,3.408955223880597,1.279686520376176,52.806457680250915,（株）青山製作所,335
381,9010508A042    ,2023,35,0.53,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,300,3.2,1.9319999999999997,4.109999999999999,（株）青山製作所,5
382,9010508A042    ,2023,36,0.53,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,300,3.121212121212121,0.8706060606060607,6.209090909090905,（株）青山製作所,33
383,9010508A042    ,2023,37,0.53,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,300,3.4722222222222223,1.1140625,5.898958333333332,（株）青山製作所,36
384,9010508A042    ,2023,38,0.53,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,300,3.032258064516129,1.3967741935483868,5.685483870967743,（株）青山製作所,31
385,9010508A042    ,2023,39,0.53,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,300,3.1,1.368214285714286,4.648214285714286,（株）青山製作所,30
386,9010512A018    ,2023,35,0.74,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,200,3.1864406779661016,2.7747272727272736,56.69672727272727,（株）青山製作所,59
387,9010512A018    ,2023,36,0.74,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,200,3.514018691588785,1.1786538461538447,58.78749999999991,（株）青山製作所,321
388,9010512A018    ,2023,37,0.74,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,200,3.490566037735849,1.0977777777777769,55.74187500000006,（株）青山製作所,318
389,9010512A018    ,2023,38,0.74,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,200,3.320945945945946,1.0771578947368425,56.32428070175445,（株）青山製作所,296
390,9010512A018    ,2023,39,0.74,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,200,3.4345047923322682,1.105115511551155,49.92323432343248,（株）青山製作所,313
391,9011606048,2023,36,0.61,1.0,ＴＰ３３１フタナシ,1.0,2.0,1.06,3000,2.0,,,（株）杉浦製作所,1
392,9011606048,2023,38,0.61,1.0,ＴＰ３３１フタナシ,1.0,2.0,1.06,3000,2.0,15.23,0.2786666666666667,（株）杉浦製作所,2
393,9011906908,2023,35,0.54,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,2000,4.0,24.549999999999997,0.6785,（株）青山製作所,1
394,9011906908,2023,36,0.54,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,2000,3.6666666666666665,2.3533333333333335,0.452,（株）青山製作所,3
395,9011906908,2023,37,0.54,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,2000,2.3333333333333335,2.5033333333333334,0.6386666666666666,（株）青山製作所,3
396,9011906908,2023,38,0.54,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,2000,4.666666666666667,11.96,0.63325,（株）青山製作所,3
397,9011906908,2023,39,0.54,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,2000,3.0,3.0600000000000005,0.31625,（株）青山製作所,3
398,9011906A065    ,2023,35,0.53,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1000,4.0,3.74,2.835,（株）青山製作所,3
399,9011906A065    ,2023,36,0.53,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1000,3.4166666666666665,2.3175,2.5492500000000002,（株）青山製作所,12
400,9011906A065    ,2023,37,0.53,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1000,3.0714285714285716,2.3400000000000003,2.470071428571429,（株）青山製作所,14
401,9011906A065    ,2023,38,0.53,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1000,3.7857142857142856,1.9391666666666667,2.41175,（株）青山製作所,14
402,9011906A065    ,2023,39,0.53,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1000,2.7857142857142856,2.7192307692307693,1.434,（株）青山製作所,14
403,9014860027,2023,35,0.56,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,2000,1.0,,,（株）青山製作所,1
404,9014860027,2023,37,0.56,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,2000,1.5,,,（株）青山製作所,2
405,9014908A008    ,2023,35,0.52,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,800,4.5,2.745,3.5475,（株）青山製作所,2
406,9014908A008    ,2023,36,0.52,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,800,2.9565217391304346,2.5399999999999996,3.349602272727273,（株）青山製作所,23
407,9014908A008    ,2023,37,0.52,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,800,3.3846153846153846,1.955,3.0106249999999997,（株）青山製作所,13
408,9014908A008    ,2023,38,0.52,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,800,3.526315789473684,2.3850000000000002,2.9379166666666667,（株）青山製作所,19
409,9014908A008    ,2023,39,0.52,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,800,2.857142857142857,4.191,2.24025,（株）青山製作所,21
410,9015905A007    ,2023,35,0.53,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,2000,3.25,4.703333333333333,2.8349999999999995,（株）青山製作所,4
411,9015905A007    ,2023,36,0.53,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,2000,3.230769230769231,3.3453846153846163,2.134846153846154,（株）青山製作所,13
412,9015905A007    ,2023,37,0.53,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,2000,3.6666666666666665,3.700714285714286,2.4188571428571426,（株）青山製作所,15
413,9015905A007    ,2023,38,0.53,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,2000,3.357142857142857,3.060833333333333,2.42775,（株）青山製作所,14
414,9015905A007    ,2023,39,0.53,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,2000,3.6153846153846154,3.6154545454545453,1.9734545454545456,（株）青山製作所,13
415,9015906A021    ,2023,35,0.52,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1200,3.6666666666666665,2.7199999999999998,5.316666666666666,（株）青山製作所,6
416,9015906A021    ,2023,36,0.52,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1200,3.3333333333333335,1.6628125000000002,6.121458333333335,（株）青山製作所,33
417,9015906A021    ,2023,37,0.52,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1200,3.6470588235294117,1.7937931034482757,5.606609195402302,（株）青山製作所,34
418,9015906A021    ,2023,38,0.52,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1200,3.1724137931034484,1.7985714285714285,5.680119047619049,（株）青山製作所,29
419,9015906A021    ,2023,39,0.52,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1200,3.5454545454545454,1.9229032258064518,4.484489247311827,（株）青山製作所,33
420,9015906A022    ,2023,35,0.51,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1500,3.125,3.295714285714286,9.455714285714285,（株）青山製作所,8
421,9015906A022    ,2023,36,0.51,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1500,3.4,1.3858139534883722,8.653720930232552,（株）青山製作所,45
422,9015906A022    ,2023,37,0.51,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1500,3.6,1.651818181818182,8.100681818181817,（株）青山製作所,50
423,9015906A022    ,2023,38,0.51,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1500,3.2142857142857144,1.5372499999999998,8.037750000000004,（株）青山製作所,42
424,9015906A022    ,2023,39,0.51,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1500,3.6,1.5306976744186052,6.610930232558139,（株）青山製作所,45
425,9015906A023    ,2023,35,0.52,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1300,3.0,6.525,2.1807692307692306,（株）青山製作所,3
426,9015906A023    ,2023,36,0.52,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1300,2.6363636363636362,3.2990000000000004,2.11176923076923,（株）青山製作所,11
427,9015906A023    ,2023,37,0.52,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1300,3.769230769230769,4.235454545454545,2.047972027972028,（株）青山製作所,13
428,9015906A023    ,2023,38,0.52,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1300,3.6666666666666665,4.4087499999999995,2.025,（株）青山製作所,9
429,9015906A023    ,2023,39,0.52,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1300,3.6,4.678,1.4817692307692307,（株）青山製作所,10
430,9020150A002    ,2023,35,0.73,1.0,ＴＰ１３１フタナシ,1.0,1.0,0.73,100,1.0,,,（株）ムロコーポレーション,3
431,9020150A002    ,2023,36,0.73,1.0,ＴＰ１３１フタナシ,1.0,1.0,0.73,100,1.0,2.4717647058823538,3.8117647058823536,（株）ムロコーポレーション,21
432,9020150A002    ,2023,37,0.73,1.0,ＴＰ１３１フタナシ,1.0,1.0,0.73,100,1.0,2.24,3.836666666666666,（株）ムロコーポレーション,20
433,9020150A002    ,2023,38,0.73,1.0,ＴＰ１３１フタナシ,1.0,1.0,0.73,100,1.0,2.026923076923077,3.226923076923077,（株）ムロコーポレーション,18
434,9020150A002    ,2023,39,0.73,1.0,ＴＰ１３１フタナシ,1.0,1.0,0.73,100,1.0,2.862941176470588,2.76235294117647,（株）ムロコーポレーション,21
435,9020156A001    ,2023,35,0.75,1.0,ＴＰ１３１フタナシ,1.0,1.0,0.73,100,1.0,,,（株）ムロコーポレーション,3
436,9020156A001    ,2023,36,0.75,1.0,ＴＰ１３１フタナシ,1.0,1.0,0.73,100,1.0,3.036428571428572,3.4792857142857145,（株）ムロコーポレーション,19
437,9020156A001    ,2023,37,0.75,1.0,ＴＰ１３１フタナシ,1.0,1.0,0.73,100,1.0,2.877777777777778,3.3855555555555554,（株）ムロコーポレーション,20
438,9020156A001    ,2023,38,0.75,1.0,ＴＰ１３１フタナシ,1.0,1.0,0.73,100,1.0,2.4150000000000005,3.455833333333334,（株）ムロコーポレーション,17
439,9020156A001    ,2023,39,0.75,1.0,ＴＰ１３１フタナシ,1.0,1.0,0.73,100,1.0,2.4964705882352938,3.217647058823529,（株）ムロコーポレーション,22
440,9020156A002    ,2023,35,0.73,1.0,ＴＰ１３１フタナシ,1.0,1.0,0.73,100,1.0,,,（株）ムロコーポレーション,4
441,9020156A002    ,2023,36,0.73,1.0,ＴＰ１３１フタナシ,1.0,1.0,0.73,100,1.0,2.1605263157894736,5.006315789473686,（株）ムロコーポレーション,25
442,9020156A002    ,2023,37,0.73,1.0,ＴＰ１３１フタナシ,1.0,1.0,0.73,100,1.0,2.8037499999999995,4.35125,（株）ムロコーポレーション,28
443,9020156A002    ,2023,38,0.73,1.0,ＴＰ１３１フタナシ,1.0,1.0,0.73,100,1.0,2.3022222222222224,4.362222222222222,（株）ムロコーポレーション,23
444,9020156A002    ,2023,39,0.73,1.0,ＴＰ１３１フタナシ,1.0,1.0,0.73,100,1.0,2.3589999999999995,3.1990000000000003,（株）ムロコーポレーション,26
445,9025006027,2023,35,0.62,3.0,ＴＰ１３１フタナシ,1.0,1.0,1.81,2000,1.0,6.75,0.4725,（株）水野鉄工所,1
446,9025006027,2023,36,0.62,3.0,ＴＰ１３１フタナシ,1.0,1.0,1.81,2000,1.0,12.4,0.43925000000000003,（株）水野鉄工所,4
447,9025006027,2023,37,0.62,3.0,ＴＰ１３１フタナシ,1.0,1.0,1.81,2000,1.0,14.305,0.42474999999999996,（株）水野鉄工所,4
448,9025006027,2023,38,0.62,3.0,ＴＰ１３１フタナシ,1.0,1.0,1.81,2000,1.0,17.869999999999997,0.473,（株）水野鉄工所,3
449,9025006027,2023,39,0.62,3.0,ＴＰ１３１フタナシ,1.0,1.0,1.81,2000,1.0,4.23,0.0,（株）水野鉄工所,4
450,9025006A007    ,2023,36,0.76,1.0,ＡＷ１３１フタナシ,1.0,2.0,3.8,200,1.4782608695652173,2.4939999999999998,2.9825,（株）ギフ加藤製作所,23
451,9025006A007    ,2023,37,0.76,1.0,ＡＷ１３１フタナシ,1.0,2.0,3.8,200,1.6470588235294117,2.2808333333333337,3.214166666666667,（株）ギフ加藤製作所,17
452,9025006A007    ,2023,38,0.76,1.0,ＡＷ１３１フタナシ,1.0,2.0,3.8,200,1.7333333333333334,1.8827272727272728,3.4536363636363636,（株）ギフ加藤製作所,15
453,9025006A007    ,2023,39,0.76,1.0,ＡＷ１３１フタナシ,1.0,2.0,3.8,200,1.4545454545454546,2.417894736842106,2.8005263157894733,（株）ギフ加藤製作所,22
454,9030106A018    ,2023,35,0.56,3.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,2000,2.0,5.5200000000000005,1.25325,ＮＯＫ（株）,2
455,9030106A018    ,2023,36,0.56,3.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,2000,1.6363636363636365,4.427272727272728,2.4711363636363632,ＮＯＫ（株）,11
456,9030106A018    ,2023,37,0.56,3.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,2000,1.5,3.266666666666667,2.135666666666667,ＮＯＫ（株）,12
457,9030106A018    ,2023,38,0.56,3.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,2000,1.4285714285714286,5.505,1.4987857142857144,ＮＯＫ（株）,14
458,9030106A018    ,2023,39,0.56,3.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,2000,1.2857142857142858,4.2749999999999995,1.6297083333333333,ＮＯＫ（株）,14
459,9030111A014    ,2023,35,0.56,3.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000,1.6,4.247999999999999,4.726999999999999,ＮＯＫ（株）,5
460,9030111A014    ,2023,36,0.56,3.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000,1.5909090909090908,2.937272727272727,4.251363636363636,ＮＯＫ（株）,22
461,9030111A014    ,2023,37,0.56,3.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000,1.565217391304348,2.628695652173912,4.048260869565218,ＮＯＫ（株）,23
462,9030111A014    ,2023,38,0.56,3.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000,1.565217391304348,2.6322727272727264,4.172045454545455,ＮＯＫ（株）,23
463,9030111A014    ,2023,39,0.56,3.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000,1.3478260869565217,2.648260869565217,2.552391304347826,ＮＯＫ（株）,23
464,9030115A011    ,2023,35,0.56,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000,2.0,4.26,1.058,ＮＯＫ（株）,1
465,9030115A011    ,2023,36,0.56,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000,1.3333333333333333,4.778333333333333,1.0346666666666666,ＮＯＫ（株）,6
466,9030115A011    ,2023,37,0.56,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000,2.0,4.464,0.9612,ＮＯＫ（株）,5
467,9030115A011    ,2023,38,0.56,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000,1.8,6.028,0.8004,ＮＯＫ（株）,5
468,9030115A011    ,2023,39,0.56,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000,1.8,4.527500000000001,0.5255000000000001,ＮＯＫ（株）,5
469,9030117A010    ,2023,35,0.54,3.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000,1.0,6.520000000000001,1.356,ＮＯＫ（株）,1
470,9030117A010    ,2023,36,0.54,3.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000,1.5714285714285714,6.102857142857142,1.2842857142857145,ＮＯＫ（株）,7
471,9030117A010    ,2023,37,0.54,3.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000,1.3333333333333333,4.673333333333335,1.2898333333333334,ＮＯＫ（株）,6
472,9030117A010    ,2023,38,0.54,3.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000,1.7142857142857142,6.591428571428571,0.8904285714285713,ＮＯＫ（株）,7
473,9030117A010    ,2023,39,0.54,3.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000,1.625,5.031428571428571,1.1645714285714288,ＮＯＫ（株）,8
474,9030119A010    ,2023,35,0.58,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000,2.0,5.67,1.068,ＮＯＫ（株）,1
475,9030119A010    ,2023,36,0.58,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000,2.0,5.2875,0.979,ＮＯＫ（株）,4
476,9030119A010    ,2023,37,0.58,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000,1.2,3.8400000000000003,1.004,ＮＯＫ（株）,5
477,9030119A010    ,2023,38,0.58,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000,1.3333333333333333,2.69,0.8293333333333334,ＮＯＫ（株）,6
478,9030119A010    ,2023,39,0.58,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000,1.0,3.8280000000000003,0.5976000000000001,ＮＯＫ（株）,5
