,品番,Year,Week_Number,基準在庫日数,基準在庫枚数,箱種類,A,B,C,収容数,納入便,社内LT（検収～回収LT）,日量数（箱数）,仕入先名,かんばん数
159,35300ECB010    ,2023,36,0.91,3.0,TP341ﾌﾀﾅｼ,1.0,4.0,8.04,12,2.523936170212766,3.0633244680851033,69.78856382978701,アイシン精機（株）,376
160,35300ECB010    ,2023,37,0.91,3.0,TP341ﾌﾀﾅｼ,1.0,4.0,8.04,12,2.4910025706940875,3.25606683804627,67.35175664095995,アイシン精機（株）,389
161,35300ECB010    ,2023,38,0.91,3.0,TP341ﾌﾀﾅｼ,1.0,4.0,8.04,12,2.444126074498567,3.250773638968482,67.98543457497594,アイシン精機（株）,349
162,35300ECB010    ,2023,39,0.91,3.0,TP341ﾌﾀﾅｼ,1.0,4.0,8.04,12,2.4572192513368982,3.3762834224598888,43.79055258467007,アイシン精機（株）,374
163,35312ECB010    ,2023,35,0.59,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.9,63,1.0,3.7866666666666666,6.53968253968254,（株）旭工業所,6
164,35312ECB010    ,2023,36,0.59,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.9,63,1.0,2.085000000000001,5.999999999999999,（株）旭工業所,30
165,35312ECB010    ,2023,37,0.59,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.9,63,1.0,1.7653333333333336,5.565608465608466,（株）旭工業所,30
166,35312ECB010    ,2023,38,0.59,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.9,63,1.0,1.9135483870967744,5.642089093701996,（株）旭工業所,31
167,35312ECB010    ,2023,39,0.59,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.9,63,1.0,2.1037500000000002,4.7118055555555545,（株）旭工業所,32
168,35352ECB010    ,2023,35,0.64,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.97,504,1.0,7.200000000000001,0.8273809523809523,五興商事（株）,1
169,35352ECB010    ,2023,36,0.64,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.97,504,1.0,6.376666666666666,0.7632275132275131,五興商事（株）,3
170,35352ECB010    ,2023,37,0.64,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.97,504,1.0,5.550000000000001,0.7385912698412699,五興商事（株）,4
171,35352ECB010    ,2023,38,0.64,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.97,504,1.0,6.845000000000001,0.7916666666666667,五興商事（株）,4
172,35352ECB010    ,2023,39,0.64,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.97,504,1.0,3.2833333333333337,0.27843915343915343,五興商事（株）,3
173,3539450A010    ,2023,36,0.71,3.0,サンボックスＣ３フタナシ,1.0,1.0,1.88,2000,1.0,5.63,0.89625,ミズショー（株）,4
174,3539450A010    ,2023,37,0.71,3.0,サンボックスＣ３フタナシ,1.0,1.0,1.88,2000,1.0,6.586666666666666,0.8773333333333334,ミズショー（株）,3
175,3539450A010    ,2023,38,0.71,3.0,サンボックスＣ３フタナシ,1.0,1.0,1.88,2000,1.0,6.4399999999999995,0.8904,ミズショー（株）,5
176,3539450A010    ,2023,39,0.71,3.0,サンボックスＣ３フタナシ,1.0,1.0,1.88,2000,1.0,6.79,0.6303333333333333,ミズショー（株）,4
177,35409ECB010    ,2023,35,0.66,1.0,ＴＰ１３１フタナシ,1.0,1.0,2.26,200,1.0,4.585000000000001,2.055,サンコール（株）,2
178,35409ECB010    ,2023,36,0.66,1.0,ＴＰ１３１フタナシ,1.0,1.0,2.26,200,1.0,2.9857142857142853,1.7707142857142857,サンコール（株）,7
179,35409ECB010    ,2023,37,0.66,1.0,ＴＰ１３１フタナシ,1.0,1.0,2.26,200,1.0,3.0844444444444443,1.7105555555555556,サンコール（株）,9
180,35409ECB010    ,2023,38,0.66,1.0,ＴＰ１３１フタナシ,1.0,1.0,2.26,200,1.0,3.1370000000000005,1.733,サンコール（株）,10
181,35409ECB010    ,2023,39,0.66,1.0,ＴＰ１３１フタナシ,1.0,1.0,2.26,200,1.0,2.24,1.210625,サンコール（株）,10
182,35441ECB010    ,2023,35,0.67,3.0,ＴＰ３３１フタナシ,1.0,1.0,2.14,48,1.0,4.048,19.695833333333333,（株）ニフコ,20
183,35441ECB010    ,2023,36,0.67,3.0,ＴＰ３３１フタナシ,1.0,1.0,2.14,48,1.0,2.3641573033707877,17.594101123595497,（株）ニフコ,89
184,35441ECB010    ,2023,37,0.67,3.0,ＴＰ３３１フタナシ,1.0,1.0,2.14,48,1.0,2.2215306122448992,17.00106292517007,（株）ニフコ,98
185,35441ECB010    ,2023,38,0.67,3.0,ＴＰ３３１フタナシ,1.0,1.0,2.14,48,1.0,2.34784090909091,16.909801136363622,（株）ニフコ,88
186,35441ECB010    ,2023,39,0.67,3.0,ＴＰ３３１フタナシ,1.0,1.0,2.14,48,1.0,2.307346938775511,11.970238095238082,（株）ニフコ,98
187,35441TFA010    ,2023,35,0.67,1.0,ＴＰ３３１フタナシ,1.0,1.0,2.14,100,1.0,4.489999999999999,4.125,（株）ニフコ,4
188,35441TFA010    ,2023,36,0.67,1.0,ＴＰ３３１フタナシ,1.0,1.0,2.14,100,1.0,2.9087499999999995,3.7681250000000004,（株）ニフコ,16
189,35441TFA010    ,2023,37,0.67,1.0,ＴＰ３３１フタナシ,1.0,1.0,2.14,100,1.0,2.2173684210526314,3.447894736842105,（株）ニフコ,19
190,35441TFA010    ,2023,38,0.67,1.0,ＴＰ３３１フタナシ,1.0,1.0,2.14,100,1.0,2.3131578947368423,3.62,（株）ニフコ,19
191,35441TFA010    ,2023,39,0.67,1.0,ＴＰ３３１フタナシ,1.0,1.0,2.14,100,1.0,2.5368181818181816,2.3295454545454546,（株）ニフコ,22
192,3548255A010    ,2023,35,0.57,1.0,ＡＷ１３１フタナシ,1.0,1.0,1.78,300,1.0,4.82,1.7633333333333334,サトープレス工業（株）,2
193,3548255A010    ,2023,36,0.57,1.0,ＡＷ１３１フタナシ,1.0,1.0,1.78,300,1.0,6.03,1.6905555555555554,サトープレス工業（株）,6
194,3548255A010    ,2023,37,0.57,1.0,ＡＷ１３１フタナシ,1.0,1.0,1.78,300,1.0,3.5712499999999996,1.46375,サトープレス工業（株）,8
195,3548255A010    ,2023,38,0.57,1.0,ＡＷ１３１フタナシ,1.0,1.0,1.78,300,1.0,3.5828571428571427,1.399047619047619,サトープレス工業（株）,7
196,3548255A010    ,2023,39,0.57,1.0,ＡＷ１３１フタナシ,1.0,1.0,1.78,300,1.0,2.828888888888889,1.1181481481481481,サトープレス工業（株）,9
197,35482TFA010    ,2023,35,0.66,1.0,ＡＷ１３１フタナシ,1.0,1.0,1.78,1000,1.0,13.620000000000001,0.372,サトープレス工業（株）,1
198,35482TFA010    ,2023,37,0.66,1.0,ＡＷ１３１フタナシ,1.0,1.0,1.78,1000,1.0,7.095000000000001,0.369,サトープレス工業（株）,2
199,35482TFA010    ,2023,38,0.66,1.0,ＡＷ１３１フタナシ,1.0,1.0,1.78,1000,1.0,9.355,0.21,サトープレス工業（株）,2
200,35482TFA010    ,2023,39,0.66,1.0,ＡＷ１３１フタナシ,1.0,1.0,1.78,1000,1.0,10.08,0.417,サトープレス工業（株）,3
201,35501ECB010    ,2023,35,0.6,1.0,ＴＰ３３１フタナシ,1.0,1.0,1.38,100,1.0,4.13,4.13,大橋鉄工（株）,3
202,35501ECB010    ,2023,36,0.6,1.0,ＴＰ３３１フタナシ,1.0,1.0,1.38,100,1.0,2.3284210526315783,3.831578947368422,大橋鉄工（株）,19
203,35501ECB010    ,2023,37,0.6,1.0,ＴＰ３３１フタナシ,1.0,1.0,1.38,100,1.0,2.1238095238095234,3.6719047619047607,大橋鉄工（株）,21
204,35501ECB010    ,2023,38,0.6,1.0,ＴＰ３３１フタナシ,1.0,1.0,1.38,100,1.0,2.623333333333334,3.677619047619049,大橋鉄工（株）,21
205,35501ECB010    ,2023,39,0.6,1.0,ＴＰ３３１フタナシ,1.0,1.0,1.38,100,1.0,2.465238095238095,2.4247619047619047,大橋鉄工（株）,21
206,35505ECB010    ,2023,35,0.81,1.0,ＴＰ１３１フタナシ,1.0,2.0,2.34,24,1.5,3.335625,16.0703125,中庸スプリング（株）,16
207,35505ECB010    ,2023,36,0.81,1.0,ＴＰ１３１フタナシ,1.0,2.0,2.34,24,1.475609756097561,1.64890243902439,15.395325203252034,中庸スプリング（株）,82
208,35505ECB010    ,2023,37,0.81,1.0,ＴＰ１３１フタナシ,1.0,2.0,2.34,24,1.4588235294117646,1.5045882352941176,14.828921568627441,中庸スプリング（株）,85
209,35505ECB010    ,2023,38,0.81,1.0,ＴＰ１３１フタナシ,1.0,2.0,2.34,24,1.4743589743589745,1.5681818181818186,14.709415584415579,中庸スプリング（株）,78
210,35505ECB010    ,2023,39,0.81,1.0,ＴＰ１３１フタナシ,1.0,2.0,2.34,24,1.4597701149425288,1.5936046511627913,12.491279069767442,中庸スプリング（株）,87
211,35556ECB010    ,2023,35,0.75,1.0,ＡＷ１３１フタナシ,1.0,2.0,3.8,100,1.3333333333333333,4.4350000000000005,4.11,（株）ギフ加藤製作所,3
212,35556ECB010    ,2023,36,0.75,1.0,ＡＷ１３１フタナシ,1.0,2.0,3.8,100,1.55,2.203333333333333,3.6327777777777785,（株）ギフ加藤製作所,20
213,35556ECB010    ,2023,37,0.75,1.0,ＡＷ１３１フタナシ,1.0,2.0,3.8,100,1.4736842105263157,2.093846153846154,3.5115384615384615,（株）ギフ加藤製作所,19
214,35556ECB010    ,2023,38,0.75,1.0,ＡＷ１３１フタナシ,1.0,2.0,3.8,100,1.5263157894736843,1.9118750000000002,3.5143750000000002,（株）ギフ加藤製作所,19
215,35556ECB010    ,2023,39,0.75,1.0,ＡＷ１３１フタナシ,1.0,2.0,3.8,100,1.5,2.4800000000000004,3.1173684210526313,（株）ギフ加藤製作所,22
216,35557ECB010    ,2023,35,0.89,1.0,ＴＰ１３１フタナシ,1.0,2.0,4.94,46,1.5,3.9875000000000007,9.0,小川工業（株）,8
217,35557ECB010    ,2023,36,0.89,1.0,ＴＰ１３１フタナシ,1.0,2.0,4.94,46,1.4390243902439024,1.8727027027027028,7.877203290246766,小川工業（株）,41
218,35557ECB010    ,2023,37,0.89,1.0,ＴＰ１３１フタナシ,1.0,2.0,4.94,46,1.4545454545454546,1.886923076923077,7.135451505016723,小川工業（株）,44
219,35557ECB010    ,2023,38,0.89,1.0,ＴＰ１３１フタナシ,1.0,2.0,4.94,46,1.4761904761904763,1.8216216216216214,7.539365452408927,小川工業（株）,42
220,35557ECB010    ,2023,39,0.89,1.0,ＴＰ１３１フタナシ,1.0,2.0,4.94,46,1.434782608695652,2.155121951219512,6.496288441145282,小川工業（株）,46
221,35580ECB011    ,2023,35,0.9,3.0,ＴＰ３４２フタアリ,1.0,4.0,8.04,6,2.263157894736842,4.541228070175437,68.53508771929825,アイシン精機（株）,57
222,35580ECB011    ,2023,36,0.9,3.0,ＴＰ３４２フタアリ,1.0,4.0,8.04,6,2.4567164179104477,3.581377245508986,60.81137724550896,アイシン精機（株）,335
223,35580ECB011    ,2023,37,0.9,3.0,ＴＰ３４２フタアリ,1.0,4.0,8.04,6,2.453216374269006,2.002727272727275,58.82551319648097,アイシン精機（株）,342
224,35580ECB011    ,2023,38,0.9,3.0,ＴＰ３４２フタアリ,1.0,4.0,8.04,6,2.4466019417475726,2.8604530744336576,59.39590075512416,アイシン精機（株）,309
225,35580ECB011    ,2023,39,0.9,3.0,ＴＰ３４２フタアリ,1.0,4.0,8.04,6,2.4467455621301775,3.0803550295858018,38.67899408284023,アイシン精機（株）,338
226,35595ECB010    ,2023,35,0.57,1.0,ＴＰ３３１フタナシ,1.0,1.0,1.78,40,1.0,4.021111111111111,10.341666666666669,サトープレス工業（株）,9
227,35595ECB010    ,2023,36,0.57,1.0,ＴＰ３３１フタナシ,1.0,1.0,1.78,40,1.0,1.6204444444444435,9.310555555555554,サトープレス工業（株）,45
228,35595ECB010    ,2023,37,0.57,1.0,ＴＰ３３１フタナシ,1.0,1.0,1.78,40,1.0,1.5207999999999995,8.910999999999994,サトープレス工業（株）,50
229,35595ECB010    ,2023,38,0.57,1.0,ＴＰ３３１フタナシ,1.0,1.0,1.78,40,1.0,1.5721276595744682,8.628191489361702,サトープレス工業（株）,47
230,35595ECB010    ,2023,39,0.57,1.0,ＴＰ３３１フタナシ,1.0,1.0,1.78,40,1.0,1.616538461538461,7.250000000000002,サトープレス工業（株）,52
231,3559850A010    ,2023,35,0.9,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.92,100,1.3333333333333333,4.006666666666667,4.13,アイコー（株）,3
232,3559850A010    ,2023,36,0.9,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.92,100,1.4210526315789473,2.1310526315789473,3.8347368421052637,アイコー（株）,19
233,3559850A010    ,2023,37,0.9,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.92,100,1.5,1.9765000000000001,3.6864999999999997,アイコー（株）,20
234,3559850A010    ,2023,38,0.9,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.92,100,1.5263157894736843,2.033684210526316,3.617368421052632,アイコー（株）,19
235,3559850A010    ,2023,39,0.9,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.92,100,1.4,2.3879999999999995,2.744,アイコー（株）,20
236,35771ECB010    ,2023,35,0.79,3.0,ＴＰ３４１フタナシ,1.0,6.0,4.92,4,3.5113636363636362,2.3241975308641964,79.91666666666667,アイシン機工（株）,88
237,35771ECB010    ,2023,36,0.79,3.0,ＴＰ３４１フタナシ,1.0,6.0,4.92,4,3.6023622047244093,0.8001425661914452,92.71894093686355,アイシン機工（株）,508
238,35771ECB010    ,2023,37,0.79,3.0,ＴＰ３４１フタナシ,1.0,6.0,4.92,4,3.583497053045187,0.808619909502263,87.61142533936652,アイシン機工（株）,509
239,35771ECB010    ,2023,38,0.79,3.0,ＴＰ３４１フタナシ,1.0,6.0,4.92,4,3.5527426160337554,0.8141189427312787,86.76101321585904,アイシン機工（株）,474
240,35771ECB010    ,2023,39,0.79,3.0,ＴＰ３４１フタナシ,1.0,6.0,4.92,4,3.6108949416342413,1.093565400843882,80.87447257383967,アイシン機工（株）,514
241,35771ECE010    ,2023,35,0.79,2.0,ＴＰ３４１フタナシ,1.0,6.0,4.92,6,3.6164383561643834,2.6373134328358185,77.68159203980102,アイシン機工（株）,73
242,35771ECE010    ,2023,36,0.79,2.0,ＴＰ３４１フタナシ,1.0,6.0,4.92,6,3.6159090909090907,1.2344470588235295,79.70470588235317,アイシン機工（株）,440
243,35771ECE010    ,2023,37,0.79,2.0,ＴＰ３４１フタナシ,1.0,6.0,4.92,6,3.6178489702517163,1.4323746701846969,75.64819700967479,アイシン機工（株）,437
244,35771ECE010    ,2023,38,0.79,2.0,ＴＰ３４１フタナシ,1.0,6.0,4.92,6,3.547979797979798,1.2996344647519602,75.71366405570065,アイシン機工（株）,396
245,35771ECE010    ,2023,39,0.79,2.0,ＴＰ３４１フタナシ,1.0,6.0,4.92,6,3.5890736342042757,1.3082519280205662,64.08440445586973,アイシン機工（株）,421
246,35847ECB010    ,2023,35,0.51,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,80,1.0,4.045000000000001,5.1499999999999995,（株）メタルテック,6
247,35847ECB010    ,2023,36,0.51,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,80,1.0,2.2418518518518518,4.724537037037039,（株）メタルテック,27
248,35847ECB010    ,2023,37,0.51,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,80,1.0,2.2947058823529414,4.273529411764706,（株）メタルテック,29
249,35847ECB010    ,2023,38,0.51,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,80,1.0,2.108275862068966,4.582327586206895,（株）メタルテック,29
250,35847ECB010    ,2023,39,0.51,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,80,1.0,1.9567741935483862,3.5290322580645173,（株）メタルテック,31
251,35847ECB020    ,2023,35,0.5,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,70,1.0,4.593333333333333,5.871428571428571,（株）メタルテック,6
252,35847ECB020    ,2023,36,0.5,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,70,1.0,2.0791304347826083,5.072049689440993,（株）メタルテック,23
253,35847ECB020    ,2023,37,0.5,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,70,1.0,2.009411764705883,4.946218487394957,（株）メタルテック,29
254,35847ECB020    ,2023,38,0.5,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,70,1.0,1.8492592592592596,5.010052910052911,（株）メタルテック,27
255,35847ECB020    ,2023,39,0.5,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,70,1.0,2.073,4.357142857142857,（株）メタルテック,30
256,35847ECE010    ,2023,35,0.5,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,40,1.0,3.8285714285714287,13.257142857142856,（株）メタルテック,14
257,35847ECE010    ,2023,36,0.5,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,40,1.0,2.2540000000000004,12.00708333333334,（株）メタルテック,60
258,35847ECE010    ,2023,37,0.5,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,40,1.0,2.4179487179487174,11.267948717948721,（株）メタルテック,65
259,35847ECE010    ,2023,38,0.5,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,40,1.0,2.3398360655737704,11.282377049180333,（株）メタルテック,61
260,35847ECE010    ,2023,39,0.5,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,40,1.0,2.1130158730158732,8.279761904761905,（株）メタルテック,63
261,35847ECE020    ,2023,35,0.49,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,60,1.0,3.2133333333333334,7.818518518518518,（株）メタルテック,9
262,35847ECE020    ,2023,36,0.49,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,60,1.0,2.6036585365853666,7.828048780487806,（株）メタルテック,41
263,35847ECE020    ,2023,37,0.49,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,60,1.0,2.992800000000001,7.4,（株）メタルテック,43
264,35847ECE020    ,2023,38,0.49,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,60,1.0,2.6334999999999997,7.584999999999999,（株）メタルテック,40
265,35847ECE020    ,2023,39,0.49,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,60,1.0,2.256428571428571,5.524603174603176,（株）メタルテック,42
266,35882ECB010    ,2023,35,0.5,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,50,1.0,3.5677777777777777,7.293333333333333,（株）メタルテック,9
267,35882ECB010    ,2023,36,0.5,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,50,1.0,1.8157500000000002,7.346000000000004,（株）メタルテック,40
268,35882ECB010    ,2023,37,0.5,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,50,1.0,1.9830769230769236,6.857692307692307,（株）メタルテック,45
269,35882ECB010    ,2023,38,0.5,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,50,1.0,1.7036585365853658,6.976097560975614,（株）メタルテック,41
270,35882ECB010    ,2023,39,0.5,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,50,1.0,1.6943749999999997,5.903333333333335,（株）メタルテック,48
271,36108ECB010    ,2023,35,0.64,1.0,ＴＰ３３１．５フタナシ,1.0,1.0,1.97,150,1.0,4.233333333333333,2.7533333333333334,（株）オーハシテクニカ,3
272,36108ECB010    ,2023,36,0.64,1.0,ＴＰ３３１．５フタナシ,1.0,1.0,1.97,150,1.0,2.854166666666666,2.5038888888888895,（株）オーハシテクニカ,12
273,36108ECB010    ,2023,37,0.64,1.0,ＴＰ３３１．５フタナシ,1.0,1.0,1.97,150,1.0,2.6923076923076925,2.3446153846153845,（株）オーハシテクニカ,13
274,36108ECB010    ,2023,38,0.64,1.0,ＴＰ３３１．５フタナシ,1.0,1.0,1.97,150,1.0,2.7646153846153845,2.371282051282051,（株）オーハシテクニカ,13
275,36108ECB010    ,2023,39,0.64,1.0,ＴＰ３３１．５フタナシ,1.0,1.0,1.97,150,1.0,2.777692307692308,1.5841025641025641,（株）オーハシテクニカ,13
276,39171ECB010    ,2023,35,0.62,3.0,Aﾊﾟﾚﾌﾀﾅｼ,1.0,24.0,19.68,16,11.285714285714286,,,（株）アイシン福井,14
277,39171ECB010    ,2023,36,0.62,3.0,Aﾊﾟﾚﾌﾀﾅｼ,1.0,24.0,19.68,16,13.60759493670886,,,（株）アイシン福井,79
278,39171ECB010    ,2023,37,0.62,3.0,Aﾊﾟﾚﾌﾀﾅｼ,1.0,24.0,19.68,16,12.950617283950617,,,（株）アイシン福井,81
279,39171ECB010    ,2023,38,0.62,3.0,Aﾊﾟﾚﾌﾀﾅｼ,1.0,24.0,19.68,16,13.16842105263158,3.5819999999999994,26.25,（株）アイシン福井,95
280,39171ECB010    ,2023,39,0.62,3.0,Aﾊﾟﾚﾌﾀﾅｼ,1.0,24.0,19.68,16,11.44186046511628,0.9802325581395337,18.439922480620154,（株）アイシン福井,129
281,39171ECE010    ,2023,35,0.63,3.0,Aﾊﾟﾚﾌﾀﾅｼ,1.0,24.0,19.68,20,7.9,,,（株）アイシン福井,10
282,39171ECE010    ,2023,36,0.63,3.0,Aﾊﾟﾚﾌﾀﾅｼ,1.0,24.0,19.68,20,10.485714285714286,,,（株）アイシン福井,35
283,39171ECE010    ,2023,37,0.63,3.0,Aﾊﾟﾚﾌﾀﾅｼ,1.0,24.0,19.68,20,12.11111111111111,,,（株）アイシン福井,45
284,39171ECE010    ,2023,38,0.63,3.0,Aﾊﾟﾚﾌﾀﾅｼ,1.0,24.0,19.68,20,9.857142857142858,3.24,25.69705882352942,（株）アイシン福井,63
285,39171ECE010    ,2023,39,0.63,3.0,Aﾊﾟﾚﾌﾀﾅｼ,1.0,24.0,19.68,20,11.5,1.6125384615384613,16.676923076923053,（株）アイシン福井,130
286,41310ECB010    ,2023,35,0.69,2.0,サンボックス＃２４Ａフタアリ,1.0,4.0,4.0,2,2.357142857142857,2.6050000000000013,168.9041095890411,（株）オンド,182
287,41310ECB010    ,2023,36,0.69,2.0,サンボックス＃２４Ａフタアリ,1.0,4.0,4.0,2,2.52324431256182,0.9455072463768084,187.22017837235228,（株）オンド,1011
288,41310ECB010    ,2023,37,0.69,2.0,サンボックス＃２４Ａフタアリ,1.0,4.0,4.0,2,2.4961089494163424,0.984323394495412,174.89965596330276,（株）オンド,1028
289,41310ECB010    ,2023,38,0.69,2.0,サンボックス＃２４Ａフタアリ,1.0,4.0,4.0,2,2.4695652173913043,0.9516260162601633,172.40301974448315,（株）オンド,920
290,41310ECB010    ,2023,39,0.69,2.0,サンボックス＃２４Ａフタアリ,1.0,4.0,4.0,2,2.5045135406218657,1.132056367432149,161.812630480167,（株）オンド,997
291,41310ECE010    ,2023,35,0.7,3.0,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,1.0,4.0,4.0,2,2.4366812227074237,3.458651685393259,267.0842696629214,（株）オンド,229
292,41310ECE010    ,2023,36,0.7,3.0,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,1.0,4.0,4.0,2,2.532046332046332,1.3497294938917965,236.94851657940663,（株）オンド,1295
293,41310ECE010    ,2023,37,0.7,3.0,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,1.0,4.0,4.0,2,2.494296577946768,1.6134538878842584,225.4620253164557,（株）オンド,1315
294,41310ECE010    ,2023,38,0.7,3.0,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,1.0,4.0,4.0,2,2.467851099830795,1.4815246636771244,225.17219730941704,（株）オンド,1182
295,41310ECE010    ,2023,39,0.7,3.0,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,1.0,4.0,4.0,2,2.501605136436597,1.6208710217755378,183.55946398659967,（株）オンド,1246
296,5040056001E    ,2023,35,0.58,3.0,AW131ﾌﾀﾅｼ,1.0,1.0,1.78,300,1.0,4.4225,6.9,サトープレス工業（株）,4
297,5040056001E    ,2023,36,0.58,3.0,AW131ﾌﾀﾅｼ,1.0,1.0,1.78,300,1.0,2.0909374999999994,5.558333333333331,サトープレス工業（株）,32
298,5040056001E    ,2023,37,0.58,3.0,AW131ﾌﾀﾅｼ,1.0,1.0,1.78,300,1.0,2.4199999999999995,6.4489898989898995,サトープレス工業（株）,33
299,5040056001E    ,2023,38,0.58,3.0,AW131ﾌﾀﾅｼ,1.0,1.0,1.78,300,1.0,2.1087500000000006,5.003124999999999,サトープレス工業（株）,32
300,5040056001E    ,2023,39,0.58,3.0,AW131ﾌﾀﾅｼ,1.0,1.0,1.78,300,1.0,2.4085714285714275,4.94095238095238,サトープレス工業（株）,35
301,82125ECA020    ,2023,38,1.0,3.0,TP342ﾌﾀｱﾘ,1.0,6.0,3.3,6,6.0,,,（株）ＢｌｕＥ　Ｎｅｘｕｓ,7
302,82125ECB010    ,2023,35,0.58,1.0,ＴＰ３３２フタアリ,1.0,1.0,1.79,100,1.0,4.510000000000001,4.125,矢崎総業（株）,4
303,82125ECB010    ,2023,36,0.58,1.0,ＴＰ３３２フタアリ,1.0,1.0,1.79,100,1.0,2.2831249999999996,3.5725000000000007,矢崎総業（株）,16
304,82125ECB010    ,2023,37,0.58,1.0,ＴＰ３３２フタアリ,1.0,1.0,1.79,100,1.0,1.9309999999999998,3.4974999999999996,矢崎総業（株）,20
305,82125ECB010    ,2023,38,0.58,1.0,ＴＰ３３２フタアリ,1.0,1.0,1.79,100,1.0,2.053,3.446,矢崎総業（株）,20
306,82125ECB010    ,2023,39,0.58,1.0,ＴＰ３３２フタアリ,1.0,1.0,1.79,100,1.0,2.0320000000000005,2.534,矢崎総業（株）,20
307,82125ECE010    ,2023,35,0.58,1.0,ＴＰ３３２フタアリ,1.0,1.0,1.79,100,1.0,3.966666666666667,5.333333333333333,矢崎総業（株）,6
308,82125ECE010    ,2023,36,0.58,1.0,ＴＰ３３２フタアリ,1.0,1.0,1.79,100,1.0,2.611249999999999,4.750000000000003,矢崎総業（株）,24
309,82125ECE010    ,2023,37,0.58,1.0,ＴＰ３３２フタアリ,1.0,1.0,1.79,100,1.0,2.2961538461538455,4.473076923076923,矢崎総業（株）,26
310,82125ECE010    ,2023,38,0.58,1.0,ＴＰ３３２フタアリ,1.0,1.0,1.79,100,1.0,2.329583333333333,4.513333333333332,矢崎総業（株）,24
311,82125ECE010    ,2023,39,0.58,1.0,ＴＰ３３２フタアリ,1.0,1.0,1.79,100,1.0,2.1591666666666667,3.127916666666667,矢崎総業（株）,25
312,82821CWA030    ,2023,35,0.83,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,200,1.5,5.1025,4.72875,石黒ゴム工業（株）,4
313,82821CWA030    ,2023,36,0.83,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,200,1.4761904761904763,3.9542857142857146,4.156190476190476,石黒ゴム工業（株）,21
314,82821CWA030    ,2023,37,0.83,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,200,1.4782608695652173,3.8186956521739135,4.009347826086956,石黒ゴム工業（株）,23
315,82821CWA030    ,2023,38,0.83,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,200,1.5,3.9490909090909097,4.041363636363638,石黒ゴム工業（株）,22
316,82821CWA030    ,2023,39,0.83,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,200,1.4583333333333333,4.128695652173913,2.7230434782608692,石黒ゴム工業（株）,24
317,82821ECB010    ,2023,35,0.83,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,400,1.5,5.25,2.36375,石黒ゴム工業（株）,2
