,品番,Year,Week_Number,在庫数（箱）,入庫数（箱）,出庫数（箱）
47,0355141009R    ,2023,36,1.0,0.0,0.0
48,0355141009R    ,2023,38,1.0,0.0,0.008333333333333333
49,0355141009R    ,2023,39,1.7666666666666666,0.008333333333333333,0.0
50,0355183043P    ,2023,36,1.0,0.0,0.0
51,0355183043P    ,2023,37,1.0,0.043478260869565216,0.0
52,0355183043P    ,2023,38,1.0,0.0,0.008333333333333333
53,0355183043P    ,2023,39,1.3166666666666667,0.008333333333333333,0.0
54,1040043104R    ,2023,36,3.808333333333333,0.06666666666666667,0.06666666666666667
55,1040043104R    ,2023,37,3.375,0.08333333333333333,0.06666666666666667
56,1040043104R    ,2023,38,3.85,0.06666666666666667,0.06666666666666667
57,1040043104R    ,2023,39,4.308333333333334,0.08333333333333333,0.06666666666666667
58,1040052001Z    ,2023,36,2.725,0.07083333333333333,0.075
59,1040052001Z    ,2023,37,3.1083333333333334,0.07083333333333333,0.07083333333333333
60,1040052001Z    ,2023,38,2.8375,0.07916666666666666,0.07083333333333333
61,1040052001Z    ,2023,39,3.4375,0.08333333333333333,0.07083333333333333
62,1040052103H    ,2023,36,3.35,0.016666666666666666,0.008333333333333333
63,1040052103H    ,2023,37,4.158333333333333,0.008333333333333333,0.016666666666666666
64,1040052103H    ,2023,38,4.291666666666667,0.008333333333333333,0.008333333333333333
65,1040052103H    ,2023,39,4.208333333333333,0.008333333333333333,0.008333333333333333
66,1040141001S    ,2023,36,1.0,0.0,0.0
67,1040141001S    ,2023,37,1.0,0.0,0.0
68,1040141001S    ,2023,38,1.0,0.0,0.0
69,1040141001S    ,2023,39,1.0,0.0,0.0
70,1040183004C    ,2023,36,1.0,0.0,0.0
71,1040183004C    ,2023,37,1.0,0.0,0.008333333333333333
72,1040183004C    ,2023,38,1.0,0.0,0.0
73,1040183011P    ,2023,36,1.0136986301369864,0.136986301369863,0.0136986301369863
74,1040183011P    ,2023,37,1.0,0.1774193548387097,0.0
75,1040183011P    ,2023,38,1.4416666666666667,0.08333333333333333,0.08333333333333333
76,1040183011P    ,2023,39,1.6722689075630253,0.08403361344537816,0.08403361344537816
77,1040183017V    ,2023,36,1.1636363636363636,0.03636363636363636,0.02727272727272727
78,1040183017V    ,2023,37,1.0818181818181818,0.03636363636363636,0.00909090909090909
79,1040183017V    ,2023,38,2.325,0.025,0.025
80,1040183017V    ,2023,39,1.8333333333333333,0.025,0.025
81,2030044001J    ,2023,36,1.4583333333333333,0.025,0.03333333333333333
82,2030044001J    ,2023,37,1.0085470085470085,0.03418803418803419,0.02564102564102564
83,2030044001J    ,2023,38,1.3083333333333333,0.03333333333333333,0.03333333333333333
84,2030044001J    ,2023,39,1.2666666666666666,0.03333333333333333,0.041666666666666664
85,2030045013L    ,2023,36,2.7416666666666667,0.058333333333333334,0.041666666666666664
86,2030045013L    ,2023,37,2.466666666666667,0.03333333333333333,0.058333333333333334
87,2030045013L    ,2023,38,2.158333333333333,0.041666666666666664,0.041666666666666664
88,2030045013L    ,2023,39,2.3333333333333335,0.05,0.03333333333333333
89,2030052002N    ,2023,36,2.808333333333333,0.11666666666666667,0.11666666666666667
90,2030052002N    ,2023,37,2.3916666666666666,0.13333333333333333,0.125
91,2030052002N    ,2023,38,4.541666666666667,0.10833333333333334,0.10833333333333334
92,2030052002N    ,2023,39,4.708333333333333,0.15833333333333333,0.11666666666666667
93,2030113004A    ,2023,36,2.808333333333333,0.016666666666666666,0.008333333333333333
94,2030113004A    ,2023,37,3.875,0.008333333333333333,0.008333333333333333
95,2030113004A    ,2023,38,3.7583333333333333,0.008333333333333333,0.016666666666666666
96,2030113004A    ,2023,39,3.033333333333333,0.008333333333333333,0.008333333333333333
97,2030183013A    ,2023,36,2.158333333333333,0.09166666666666666,0.08333333333333333
98,2030183013A    ,2023,37,2.2666666666666666,0.08333333333333333,0.075
99,2030183013A    ,2023,38,2.25,0.09166666666666666,0.08333333333333333
100,2030183013A    ,2023,39,2.825,0.09166666666666666,0.08333333333333333
101,3040040039Y    ,2023,36,1.9416666666666667,0.008333333333333333,0.008333333333333333
102,3040040039Y    ,2023,37,2.375,0.016666666666666666,0.016666666666666666
103,3040040039Y    ,2023,38,2.2583333333333333,0.016666666666666666,0.008333333333333333
104,3040040039Y    ,2023,39,2.725,0.008333333333333333,0.008333333333333333
105,3040052001B    ,2023,36,3.23728813559322,0.3305084745762712,0.3220338983050847
106,3040052001B    ,2023,37,2.094488188976378,0.23622047244094488,0.18110236220472442
107,3040052001B    ,2023,38,2.4541484716157207,0.1615720524017467,0.13537117903930132
108,3040052001B    ,2023,39,3.0384615384615383,0.1794871794871795,0.15384615384615385
109,3040141002R    ,2023,39,1.0,0.04,0.08
110,321110LC010    ,2023,36,55.641666666666666,1.575,1.5
111,321110LC010    ,2023,37,49.05,1.5583333333333333,1.4333333333333333
112,321110LC010    ,2023,38,53.708333333333336,1.45,1.5
113,321110LC010    ,2023,39,51.358333333333334,1.625,1.4833333333333334
114,333560LC020    ,2023,36,5.641666666666667,0.09166666666666666,0.08333333333333333
115,333560LC020    ,2023,37,6.0,0.1,0.09166666666666666
116,333560LC020    ,2023,38,5.766666666666667,0.09166666666666666,0.09166666666666666
117,333560LC020    ,2023,39,5.383333333333334,0.075,0.08333333333333333
118,33490ECB010    ,2023,36,53.675,3.625,3.8666666666666667
119,33490ECB010    ,2023,37,39.28813559322034,3.76271186440678,3.694915254237288
120,33490ECB010    ,2023,38,44.625,3.4166666666666665,3.6
121,33490ECB010    ,2023,39,75.35,4.225,3.8666666666666667
122,33490ECE010    ,2023,36,97.175,5.041666666666667,5.166666666666667
123,33490ECE010    ,2023,37,77.775,4.933333333333334,4.9
124,33490ECE010    ,2023,38,92.025,4.55,4.783333333333333
125,33490ECE010    ,2023,39,119.19166666666666,5.325,4.841666666666667
126,34989ECB010    ,2023,36,3.1083333333333334,0.008333333333333333,0.025
127,34989ECB010    ,2023,37,2.191666666666667,0.016666666666666666,0.016666666666666666
128,34989ECB010    ,2023,38,1.525,0.016666666666666666,0.016666666666666666
129,34989ECB010    ,2023,39,1.325,0.016666666666666666,0.016666666666666666
130,34989ECB020    ,2023,36,7.208333333333333,0.05,0.075
131,34989ECB020    ,2023,37,5.8,0.06666666666666667,0.075
132,34989ECB020    ,2023,38,6.033333333333333,0.058333333333333334,0.075
133,34989ECB020    ,2023,39,5.875,0.06666666666666667,0.075
134,34989ECB030    ,2023,36,3.683333333333333,0.025,0.03333333333333333
135,34989ECB030    ,2023,37,3.55,0.03333333333333333,0.03333333333333333
136,34989ECB030    ,2023,38,3.25,0.016666666666666666,0.03333333333333333
137,34989ECB030    ,2023,39,3.45,0.03333333333333333,0.041666666666666664
138,34989ECC010    ,2023,36,3.4916666666666667,0.008333333333333333,0.016666666666666666
139,34989ECC010    ,2023,37,2.716666666666667,0.008333333333333333,0.008333333333333333
140,34989ECC010    ,2023,38,2.433333333333333,0.008333333333333333,0.008333333333333333
141,34989ECC010    ,2023,39,2.091666666666667,0.008333333333333333,0.008333333333333333
142,34989ECE010    ,2023,36,2.033333333333333,0.0,0.016666666666666666
143,34989ECE010    ,2023,37,2.1166666666666667,0.008333333333333333,0.008333333333333333
144,34989ECE010    ,2023,38,2.25,0.008333333333333333,0.008333333333333333
145,34989ECE010    ,2023,39,2.5,0.008333333333333333,0.008333333333333333
146,34989ECE020    ,2023,36,2.3,0.008333333333333333,0.025
147,34989ECE020    ,2023,37,1.7166666666666666,0.025,0.016666666666666666
148,34989ECE020    ,2023,38,2.066666666666667,0.016666666666666666,0.016666666666666666
149,34989ECE020    ,2023,39,2.0166666666666666,0.016666666666666666,0.016666666666666666
150,34989ECE030    ,2023,36,2.2083333333333335,0.008333333333333333,0.008333333333333333
151,34989ECE030    ,2023,37,1.8,0.008333333333333333,0.008333333333333333
152,34989ECE030    ,2023,38,1.975,0.016666666666666666,0.008333333333333333
153,34989ECE030    ,2023,39,2.2083333333333335,0.008333333333333333,0.008333333333333333
154,350610LC010    ,2023,36,100.97478991596638,5.529411764705882,5.159663865546219
155,350610LC010    ,2023,37,120.475,5.058333333333334,5.4
156,350610LC010    ,2023,38,126.21666666666667,5.291666666666667,5.258333333333334
157,350610LC010    ,2023,39,154.20833333333334,5.0,5.208333333333333
158,350710LC010    ,2023,36,53.6,2.55,2.6
159,350710LC010    ,2023,37,51.53333333333333,2.55,2.6416666666666666
160,350710LC010    ,2023,38,58.68333333333333,2.566666666666667,2.65
161,350710LC010    ,2023,39,65.5,2.3916666666666666,2.6
162,35080ECB010    ,2023,36,5.3076923076923075,6.615384615384615,4.846153846153846
163,35080ECB010    ,2023,37,5.875,6.4,4.325
164,35080ECB010    ,2023,38,4.344827586206897,5.862068965517241,4.827586206896552
165,35080ECB010    ,2023,39,6.25,7.6875,5.0
166,35080ECE010    ,2023,36,3.4838709677419355,5.451612903225806,3.6774193548387095
167,35080ECE010    ,2023,37,3.9591836734693877,4.530612244897959,2.9591836734693877
168,35080ECE010    ,2023,38,2.9615384615384617,3.8846153846153846,3.4615384615384617
169,35080ECE010    ,2023,39,5.413793103448276,3.6206896551724137,2.0689655172413794
170,35080ECE020    ,2023,36,3.375,3.84375,2.53125
171,35080ECE020    ,2023,37,3.5531914893617023,4.148936170212766,3.1702127659574466
172,35080ECE020    ,2023,38,3.0,2.5365853658536586,2.048780487804878
173,35080ECE020    ,2023,39,3.9444444444444446,4.277777777777778,2.7222222222222223
174,351060LC040    ,2023,36,39.175,0.9583333333333334,0.75
175,351060LC040    ,2023,37,44.666666666666664,0.5833333333333334,0.7416666666666667
176,351060LC040    ,2023,38,26.575,0.5833333333333334,0.7583333333333333
177,351060LC040    ,2023,39,16.775,0.575,0.725
178,351190LC010    ,2023,36,31.166666666666668,0.7416666666666667,0.7583333333333333
179,351190LC010    ,2023,37,44.65,0.7583333333333333,0.7583333333333333
180,351190LC010    ,2023,38,28.7,0.5833333333333334,0.75
181,351190LC010    ,2023,39,21.091666666666665,0.7,0.7333333333333333
182,35141ECB010    ,2023,39,11.870967741935484,0.9032258064516129,0.8709677419354839
183,35141ECE010    ,2023,39,23.580645161290324,0.6774193548387096,0.8709677419354839
184,35145ECB010    ,2023,36,6.35,0.15,0.15833333333333333
185,35145ECB010    ,2023,37,6.808333333333334,0.175,0.14166666666666666
186,35145ECB010    ,2023,38,6.766666666666667,0.16666666666666666,0.16666666666666666
187,35145ECB010    ,2023,39,6.983333333333333,0.16666666666666666,0.15
188,35145ECE010    ,2023,36,7.066666666666666,0.2,0.19166666666666668
189,35145ECE010    ,2023,37,6.691666666666666,0.21666666666666667,0.19166666666666668
190,35145ECE010    ,2023,38,5.958333333333333,0.2,0.18333333333333332
191,35145ECE010    ,2023,39,6.991666666666666,0.21666666666666667,0.19166666666666668
192,35145ECE020    ,2023,36,5.908333333333333,0.19166666666666668,0.20833333333333334
193,35145ECE020    ,2023,37,4.825,0.2,0.19166666666666668
194,35145ECE020    ,2023,38,5.1,0.18333333333333332,0.18333333333333332
195,35145ECE020    ,2023,39,6.541666666666667,0.2,0.2
196,35165ECE010    ,2023,36,6.616666666666666,0.08333333333333333,0.10833333333333334
197,35165ECE010    ,2023,37,4.166666666666667,0.09166666666666666,0.09166666666666666
198,35165ECE010    ,2023,38,4.791666666666667,0.10833333333333334,0.1
199,35165ECE010    ,2023,39,4.375,0.08333333333333333,0.09166666666666666
200,351680LC030    ,2023,36,15.416666666666666,0.425,0.44166666666666665
201,351680LC030    ,2023,37,14.8,0.45,0.43333333333333335
202,351680LC030    ,2023,38,14.708333333333334,0.44166666666666665,0.43333333333333335
203,351680LC030    ,2023,39,14.666666666666666,0.44166666666666665,0.425
204,351710LC010    ,2023,36,49.708333333333336,1.2333333333333334,1.3
205,351710LC010    ,2023,37,46.25833333333333,1.1333333333333333,1.3166666666666667
206,351710LC010    ,2023,38,48.38333333333333,1.1916666666666667,1.325
207,351710LC010    ,2023,39,50.391666666666666,1.15,1.3
208,351720LC010    ,2023,36,6.975,0.10833333333333334,0.10833333333333334
209,351720LC010    ,2023,37,6.875,0.1,0.1
210,351720LC010    ,2023,38,6.558333333333334,0.10833333333333334,0.1
211,351720LC010    ,2023,39,6.466666666666667,0.10833333333333334,0.1
212,35174ECB010    ,2023,36,15.833333333333334,0.7333333333333333,0.775
213,35174ECB010    ,2023,37,13.691666666666666,0.6916666666666667,0.75
214,35174ECB010    ,2023,38,12.916666666666666,0.675,0.7166666666666667
215,35174ECB010    ,2023,39,17.941666666666666,0.7666666666666667,0.7666666666666667
216,35174ECE010    ,2023,36,16.141666666666666,0.45,0.5
217,35174ECE010    ,2023,37,14.683333333333334,0.4583333333333333,0.475
218,35174ECE010    ,2023,38,14.716666666666667,0.425,0.4666666666666667
219,35174ECE010    ,2023,39,17.225,0.475,0.475
220,35174ECE020    ,2023,36,9.525,0.20833333333333334,0.23333333333333334
221,35174ECE020    ,2023,37,7.941666666666666,0.21666666666666667,0.21666666666666667
222,35174ECE020    ,2023,38,8.508333333333333,0.225,0.20833333333333334
223,35174ECE020    ,2023,39,11.708333333333334,0.23333333333333334,0.21666666666666667
224,3519510A010    ,2023,36,2.7,0.016666666666666666,0.025
225,3519510A010    ,2023,37,2.475,0.03333333333333333,0.025
226,3519510A010    ,2023,38,2.466666666666667,0.025,0.025
227,3519510A010    ,2023,39,2.3666666666666667,0.025,0.025
228,35195ECE010    ,2023,36,6.841666666666667,0.1,0.1
229,35195ECE010    ,2023,37,7.516666666666667,0.10833333333333334,0.1
230,35195ECE010    ,2023,38,6.516666666666667,0.10833333333333334,0.09166666666666666
231,35195ECE010    ,2023,39,8.216666666666667,0.1,0.1
232,35195TFG010    ,2023,36,5.783333333333333,0.09166666666666666,0.1
233,35195TFG010    ,2023,37,5.491666666666666,0.10833333333333334,0.1
234,35195TFG010    ,2023,38,4.683333333333334,0.10833333333333334,0.09166666666666666
235,35195TFG010    ,2023,39,5.591666666666667,0.10833333333333334,0.10833333333333334
236,351980LC020    ,2023,36,6.075,0.058333333333333334,0.058333333333333334
237,351980LC020    ,2023,37,5.975,0.058333333333333334,0.05
238,351980LC020    ,2023,38,5.941666666666666,0.058333333333333334,0.05
239,351980LC020    ,2023,39,5.933333333333334,0.041666666666666664,0.05
240,351980LC030    ,2023,36,12.35,0.16666666666666666,0.20833333333333334
241,351980LC030    ,2023,37,11.716666666666667,0.18333333333333332,0.2
242,351980LC030    ,2023,38,12.1,0.175,0.20833333333333334
243,351980LC030    ,2023,39,11.525,0.18333333333333332,0.21666666666666667
244,351980LC040    ,2023,36,6.066666666666666,0.041666666666666664,0.058333333333333334
245,351980LC040    ,2023,37,6.05,0.03333333333333333,0.05
246,351980LC040    ,2023,38,6.1,0.041666666666666664,0.05
247,351980LC040    ,2023,39,5.716666666666667,0.05,0.05
248,351988LA010    ,2023,36,5.85,0.041666666666666664,0.041666666666666664
249,351988LA010    ,2023,37,6.275,0.03333333333333333,0.03333333333333333
250,351988LA010    ,2023,38,5.783333333333333,0.041666666666666664,0.03333333333333333
251,351988LA010    ,2023,39,5.95,0.03333333333333333,0.041666666666666664
252,35198ECE010    ,2023,36,5.958333333333333,0.1,0.1
253,35198ECE010    ,2023,37,5.641666666666667,0.10833333333333334,0.1
254,35198ECE010    ,2023,38,5.633333333333334,0.10833333333333334,0.09166666666666666
255,35198ECE010    ,2023,39,5.808333333333334,0.08333333333333333,0.1
256,352400LC020    ,2023,36,6.841666666666667,0.10833333333333334,0.10833333333333334
257,352400LC020    ,2023,37,5.616666666666666,0.11666666666666667,0.1
258,352400LC020    ,2023,38,6.083333333333333,0.125,0.10833333333333334
259,352400LC020    ,2023,39,6.233333333333333,0.1,0.1
260,352450LC010    ,2023,36,5.608333333333333,0.058333333333333334,0.06666666666666667
261,352450LC010    ,2023,37,5.041666666666667,0.075,0.05
262,352450LC010    ,2023,38,5.675,0.06666666666666667,0.06666666666666667
263,352450LC010    ,2023,39,6.016666666666667,0.075,0.058333333333333334
264,35246TFG010    ,2023,36,1.0,0.0,0.0
265,35246TFG010    ,2023,37,1.0,0.0,0.0
266,35246TFG010    ,2023,38,1.0,0.0,0.008333333333333333
267,35246TFG010    ,2023,39,1.0,0.0,0.0
268,35275TBG010    ,2023,36,4.716666666666667,0.06666666666666667,0.075
269,35275TBG010    ,2023,37,4.141666666666667,0.08333333333333333,0.08333333333333333
270,35275TBG010    ,2023,38,4.275,0.08333333333333333,0.075
271,35275TBG010    ,2023,39,4.733333333333333,0.08333333333333333,0.075
272,352800LA010    ,2023,36,9.708333333333334,0.24166666666666667,0.26666666666666666
273,352800LA010    ,2023,37,7.483333333333333,0.25,0.25833333333333336
274,352800LA010    ,2023,38,8.566666666666666,0.23333333333333334,0.275
275,352800LA010    ,2023,39,8.508333333333333,0.23333333333333334,0.25833333333333336
276,35300ECB010    ,2023,36,118.98333333333333,2.691666666666667,2.933333333333333
277,35300ECB010    ,2023,37,131.25833333333333,2.7333333333333334,2.825
278,35300ECB010    ,2023,38,129.96666666666667,2.25,2.7583333333333333
279,35300ECB010    ,2023,39,131.71666666666667,2.908333333333333,2.85
280,35312ECB010    ,2023,36,6.158333333333333,0.25,0.24166666666666667
281,35312ECB010    ,2023,37,4.579831932773109,0.25210084033613445,0.226890756302521
282,35312ECB010    ,2023,38,4.975,0.25833333333333336,0.225
283,35312ECB010    ,2023,39,5.291666666666667,0.26666666666666666,0.24166666666666667
284,35352ECB010    ,2023,36,1.675,0.025,0.025
285,35352ECB010    ,2023,37,1.565217391304348,0.034782608695652174,0.008695652173913044
286,35352ECB010    ,2023,38,2.35,0.03333333333333333,0.025
287,35352ECB010    ,2023,39,2.3,0.025,0.03333333333333333
288,3539450A010    ,2023,36,2.511520737327189,0.027649769585253458,0.027649769585253458
289,3539450A010    ,2023,37,2.459227467811159,0.02575107296137339,0.017167381974248927
290,3539450A010    ,2023,38,2.9125,0.020833333333333332,0.025
291,3539450A010    ,2023,39,2.625,0.020833333333333332,0.016666666666666666
292,35409ECB010    ,2023,36,5.058333333333334,0.058333333333333334,0.075
293,35409ECB010    ,2023,37,3.0083333333333333,0.075,0.06666666666666667
294,35409ECB010    ,2023,38,2.8833333333333333,0.08333333333333333,0.075
295,35409ECB010    ,2023,39,2.425,0.075,0.075
296,354110LC030    ,2023,36,43.983333333333334,1.2916666666666667,1.35
297,354110LC030    ,2023,37,41.625,1.3083333333333333,1.3
298,354110LC030    ,2023,38,41.34166666666667,1.4,1.3583333333333334
299,354110LC030    ,2023,39,46.266666666666666,1.325,1.3
300,35419TRA010    ,2023,36,3.525,0.025,0.016666666666666666
301,35419TRA010    ,2023,37,4.208333333333333,0.025,0.016666666666666666
302,35419TRA010    ,2023,38,4.383333333333334,0.025,0.025
303,35419TRA010    ,2023,39,4.516666666666667,0.016666666666666666,0.025
304,354210LC040    ,2023,36,5.841666666666667,0.05,0.058333333333333334
305,354210LC040    ,2023,37,5.383333333333334,0.058333333333333334,0.058333333333333334
306,354210LC040    ,2023,38,5.475,0.058333333333333334,0.058333333333333334
307,354210LC040    ,2023,39,5.933333333333334,0.058333333333333334,0.058333333333333334
308,354260LC010    ,2023,36,44.24166666666667,1.2583333333333333,1.1666666666666667
309,354260LC010    ,2023,37,42.24166666666667,1.325,1.175
310,354260LC010    ,2023,38,42.083333333333336,1.3,1.1583333333333334
311,354260LC010    ,2023,39,44.55833333333333,1.2833333333333334,1.175
312,354320LC040    ,2023,36,8.8,0.10833333333333334,0.10833333333333334
313,354320LC040    ,2023,37,8.9,0.10833333333333334,0.1
314,354320LC040    ,2023,38,7.916666666666667,0.11666666666666667,0.1
315,354320LC040    ,2023,39,8.858333333333333,0.10833333333333334,0.10833333333333334
316,35441ECB010    ,2023,36,27.7,0.7416666666666667,0.7583333333333333
317,35441ECB010    ,2023,37,21.733333333333334,0.6333333333333333,0.7166666666666667
318,35441ECB010    ,2023,38,24.975,0.7333333333333333,0.6833333333333333
319,35441ECB010    ,2023,39,22.225,0.8166666666666667,0.7083333333333334
320,35441TFA010    ,2023,36,6.258333333333334,0.13333333333333333,0.15
321,35441TFA010    ,2023,37,3.566666666666667,0.125,0.14166666666666666
322,35441TFA010    ,2023,38,3.408333333333333,0.15833333333333333,0.14166666666666666
323,35441TFA010    ,2023,39,3.6120689655172415,0.1896551724137931,0.14655172413793102
324,354710LC010    ,2023,36,12.108333333333333,0.24166666666666667,0.24166666666666667
325,354710LC010    ,2023,37,11.25,0.25833333333333336,0.23333333333333334
326,354710LC010    ,2023,38,11.316666666666666,0.26666666666666666,0.24166666666666667
327,354710LC010    ,2023,39,11.375,0.2,0.23333333333333334
328,354820LC010    ,2023,36,4.558333333333334,0.025,0.016666666666666666
329,354820LC010    ,2023,37,4.841666666666667,0.025,0.025
330,354820LC010    ,2023,38,4.633333333333334,0.025,0.025
331,354820LC010    ,2023,39,5.05,0.016666666666666666,0.016666666666666666
332,3548255A010    ,2023,36,6.025,0.05,0.06666666666666667
333,3548255A010    ,2023,37,4.233333333333333,0.06666666666666667,0.058333333333333334
334,3548255A010    ,2023,38,4.333333333333333,0.058333333333333334,0.06666666666666667
335,3548255A010    ,2023,39,3.2083333333333335,0.058333333333333334,0.06666666666666667
336,35482TFA010    ,2023,36,1.6833333333333333,0.0,0.008333333333333333
337,35482TFA010    ,2023,37,1.0,0.06060606060606061,0.0
338,35482TFA010    ,2023,38,1.0,0.05555555555555555,0.0
339,35482TFA010    ,2023,39,1.275,0.008333333333333333,0.016666666666666666
340,35501ECB010    ,2023,36,5.041666666666667,0.15833333333333333,0.15833333333333333
341,35501ECB010    ,2023,37,3.941666666666667,0.175,0.15
342,35501ECB010    ,2023,38,4.183333333333334,0.175,0.15
343,35501ECB010    ,2023,39,4.525,0.175,0.15833333333333333
344,35505ECB010    ,2023,36,14.733333333333333,0.6333333333333333,0.65
345,35505ECB010    ,2023,37,11.525,0.6333333333333333,0.6333333333333333
346,35505ECB010    ,2023,38,10.633333333333333,0.5833333333333334,0.6083333333333333
347,35505ECB010    ,2023,39,12.733333333333333,0.6583333333333333,0.6416666666666667
348,35556ECB010    ,2023,36,4.325,0.14166666666666666,0.15
349,35556ECB010    ,2023,37,3.7583333333333333,0.15833333333333333,0.15
350,35556ECB010    ,2023,38,2.9916666666666667,0.15,0.14166666666666666
351,35556ECB010    ,2023,39,4.816666666666666,0.18333333333333332,0.15
352,35557ECB010    ,2023,36,8.816666666666666,0.31666666666666665,0.3416666666666667
353,35557ECB010    ,2023,37,6.805084745762712,0.2796610169491525,0.3220338983050847
354,35557ECB010    ,2023,38,8.258333333333333,0.30833333333333335,0.325
355,35557ECB010    ,2023,39,11.008333333333333,0.3416666666666667,0.3416666666666667
356,35580ECB011    ,2023,36,55.49166666666667,1.9333333333333333,2.55
357,35580ECB011    ,2023,37,32.03333333333333,2.6666666666666665,2.533333333333333
358,35580ECB011    ,2023,38,76.45833333333333,2.575,2.3666666666666667
359,35580ECB011    ,2023,39,87.13333333333334,2.2916666666666665,2.591666666666667
360,35595ECB010    ,2023,36,9.4,0.375,0.39166666666666666
361,35595ECB010    ,2023,37,7.183333333333334,0.4166666666666667,0.36666666666666664
362,35595ECB010    ,2023,38,7.875,0.39166666666666666,0.35833333333333334
363,35595ECB010    ,2023,39,7.725,0.3333333333333333,0.38333333333333336
364,3559850A010    ,2023,36,2.3916666666666666,0.07916666666666666,0.075
365,3559850A010    ,2023,37,2.379166666666667,0.075,0.075
366,3559850A010    ,2023,38,2.245833333333333,0.07916666666666666,0.07083333333333333
367,3559850A010    ,2023,39,3.0790697674418603,0.09302325581395349,0.08372093023255814
368,356030LC020    ,2023,36,5.441666666666666,0.16666666666666666,0.16666666666666666
369,356030LC020    ,2023,37,5.258333333333334,0.16666666666666666,0.15833333333333333
370,356030LC020    ,2023,38,5.316666666666666,0.175,0.16666666666666666
371,356030LC020    ,2023,39,6.408333333333333,0.15833333333333333,0.16666666666666666
372,356170LC060    ,2023,36,5.175,0.05,0.05
373,356170LC060    ,2023,37,5.241666666666666,0.06666666666666667,0.058333333333333334
374,356170LC060    ,2023,38,4.983333333333333,0.058333333333333334,0.05
375,356170LC060    ,2023,39,5.0,0.041666666666666664,0.05
376,356340LC020    ,2023,36,7.958333333333333,0.25,0.3
377,356340LC020    ,2023,37,5.7,0.25833333333333336,0.2916666666666667
