品番,Year,Week_Number,基準在庫日数,基準在庫枚数,箱種類,B,日量数（箱数）,収容数,納入便,社内LT（検収〜回収LT）,仕入先名,かんばん数
35556ECB010    ,2023,37,0.75,1.0,ＡＷ１３１フタナシ,2.0,0.0,100,2.0,1.13,（株）ギフ加藤製作所,1
35556ECB010    ,2023,37,0.75,1.0,ＡＷ１３１フタナシ,2.0,3.71,100,1.0,1.2349999999999999,（株）ギフ加藤製作所,2
35556ECB010    ,2023,37,0.75,1.0,ＡＷ１３１フタナシ,2.0,3.72,100,1.5,1.08,（株）ギフ加藤製作所,4
35556ECB010    ,2023,37,0.75,1.0,ＡＷ１３１フタナシ,2.0,3.78,100,1.0,4.1825,（株）ギフ加藤製作所,4
35556ECB010    ,2023,37,0.75,1.0,ＡＷ１３１フタナシ,2.0,4.11,100,1.0,0.8700000000000001,（株）ギフ加藤製作所,1
35556ECB010    ,2023,37,0.75,1.0,ＡＷ１３１フタナシ,2.0,4.12,100,1.0,1.6999999999999993,（株）ギフ加藤製作所,1
35556ECB010    ,2023,38,0.75,1.0,ＡＷ１３１フタナシ,2.0,0.0,100,1.0,0.48999999999999977,（株）ギフ加藤製作所,1
35556ECB010    ,2023,38,0.75,1.0,ＡＷ１３１フタナシ,2.0,3.6,100,1.5,1.27,（株）ギフ加藤製作所,4
35556ECB010    ,2023,38,0.75,1.0,ＡＷ１３１フタナシ,2.0,3.78,100,1.25,1.5100000000000002,（株）ギフ加藤製作所,4
35556ECB010    ,2023,38,0.75,1.0,ＡＷ１３１フタナシ,2.0,3.79,100,1.5,1.6049999999999998,（株）ギフ加藤製作所,4
35556ECB010    ,2023,38,0.75,1.0,ＡＷ１３１フタナシ,2.0,3.84,100,1.5,3.7200000000000006,（株）ギフ加藤製作所,2
35556ECB010    ,2023,38,0.75,1.0,ＡＷ１３１フタナシ,2.0,3.87,100,2.0,5.12,（株）ギフ加藤製作所,1
35556ECB010    ,2023,39,0.75,1.0,ＡＷ１３１フタナシ,2.0,0.0,100,1.25,3.6799999999999997,（株）ギフ加藤製作所,4
35556ECB010    ,2023,39,0.75,1.0,ＡＷ１３１フタナシ,2.0,3.54,100,1.5,1.7524999999999997,（株）ギフ加藤製作所,4
35556ECB010    ,2023,39,0.75,1.0,ＡＷ１３１フタナシ,2.0,3.87,100,1.3333333333333333,1.566666666666667,（株）ギフ加藤製作所,3
35556ECB010    ,2023,39,0.75,1.0,ＡＷ１３１フタナシ,2.0,4.11,100,2.0,5.57,（株）ギフ加藤製作所,2
35556ECB010    ,2023,39,0.75,1.0,ＡＷ１３１フタナシ,2.0,4.2,100,1.5,0.6900000000000002,（株）ギフ加藤製作所,2
35556ECB010    ,2023,39,0.75,1.0,ＡＷ１３１フタナシ,2.0,4.21,100,1.25,2.0425000000000004,（株）ギフ加藤製作所,4
35557ECB010    ,2023,35,0.89,1.0,ＴＰ１３１フタナシ,2.0,8.934782608695652,46,1.0,3.2950000000000004,小川工業（株）,2
35557ECB010    ,2023,35,0.89,1.0,ＴＰ１３１フタナシ,2.0,9.065217391304348,46,1.0,4.680000000000001,小川工業（株）,2
35557ECB010    ,2023,36,0.89,1.0,ＴＰ１３１フタナシ,2.0,0.0,46,1.25,1.6875,小川工業（株）,4
35557ECB010    ,2023,36,0.89,1.0,ＴＰ１３１フタナシ,2.0,8.065217391304348,46,1.5,3.548333333333334,小川工業（株）,6
35557ECB010    ,2023,36,0.89,1.0,ＴＰ１３１フタナシ,2.0,8.934782608695652,46,1.3076923076923077,1.703846153846154,小川工業（株）,13
35557ECB010    ,2023,36,0.89,1.0,ＴＰ１３１フタナシ,2.0,9.065217391304348,46,1.4285714285714286,1.364285714285714,小川工業（株）,14
35557ECB010    ,2023,37,0.89,1.0,ＴＰ１３１フタナシ,2.0,0.0,46,1.0,1.3775000000000002,小川工業（株）,4
35557ECB010    ,2023,37,0.89,1.0,ＴＰ１３１フタナシ,2.0,8.065217391304348,46,1.0,1.2849999999999997,小川工業（株）,4
35557ECB010    ,2023,37,0.89,1.0,ＴＰ１３１フタナシ,2.0,8.08695652173913,46,1.25,1.5950000000000002,小川工業（株）,4
35557ECB010    ,2023,37,0.89,1.0,ＴＰ１３１フタナシ,2.0,8.217391304347826,46,1.2,3.7879999999999994,小川工業（株）,5
35557ECB010    ,2023,37,0.89,1.0,ＴＰ１３１フタナシ,2.0,8.23913043478261,46,1.0,4.59,小川工業（株）,1
35557ECB010    ,2023,37,0.89,1.0,ＴＰ１３１フタナシ,2.0,8.934782608695652,46,1.0,0.9299999999999997,小川工業（株）,3
35557ECB010    ,2023,37,0.89,1.0,ＴＰ１３１フタナシ,2.0,8.956521739130435,46,1.0,1.142,小川工業（株）,5
35557ECB010    ,2023,38,0.89,1.0,ＴＰ１３１フタナシ,2.0,0.0,46,1.0,0.8833333333333333,小川工業（株）,3
35557ECB010    ,2023,38,0.89,1.0,ＴＰ１３１フタナシ,2.0,7.826086956521739,46,1.875,1.5250000000000001,小川工業（株）,8
35557ECB010    ,2023,38,0.89,1.0,ＴＰ１３１フタナシ,2.0,8.217391304347826,46,1.25,1.3458333333333332,小川工業（株）,12
35557ECB010    ,2023,38,0.89,1.0,ＴＰ１３１フタナシ,2.0,8.23913043478261,46,1.2857142857142858,1.3157142857142856,小川工業（株）,7
35557ECB010    ,2023,38,0.89,1.0,ＴＰ１３１フタナシ,2.0,8.347826086956522,46,1.25,3.1774999999999998,小川工業（株）,4
35557ECB010    ,2023,38,0.89,1.0,ＴＰ１３１フタナシ,2.0,8.41304347826087,46,2.0,4.93,小川工業（株）,1
35557ECB010    ,2023,38,0.89,1.0,ＴＰ１３１フタナシ,2.0,9.130434782608695,46,1.5,4.775,小川工業（株）,2
35557ECB010    ,2023,39,0.89,1.0,ＴＰ１３１フタナシ,2.0,0.0,46,1.6,3.2379999999999995,小川工業（株）,10
35557ECB010    ,2023,39,0.89,1.0,ＴＰ１３１フタナシ,2.0,7.695652173913044,46,1.125,1.775,小川工業（株）,8
35557ECB010    ,2023,39,0.89,1.0,ＴＰ１３１フタナシ,2.0,8.41304347826087,46,1.1428571428571428,1.6371428571428572,小川工業（株）,7
35557ECB010    ,2023,39,0.89,1.0,ＴＰ１３１フタナシ,2.0,8.934782608695652,46,1.5,5.805000000000001,小川工業（株）,2
35557ECB010    ,2023,39,0.89,1.0,ＴＰ１３１フタナシ,2.0,9.130434782608695,46,1.6,0.7120000000000003,小川工業（株）,5
35557ECB010    ,2023,39,0.89,1.0,ＴＰ１３１フタナシ,2.0,9.152173913043478,46,1.3333333333333333,1.6833333333333336,小川工業（株）,9
35580ECB011    ,2023,35,0.9,3.0,ＴＰ３４２フタアリ,4.0,68.5,6,2.2545454545454544,4.54981818181818,アイシン精機（株）,55
35580ECB011    ,2023,35,0.9,3.0,ＴＰ３４２フタアリ,4.0,69.5,6,2.5,4.305,アイシン精機（株）,2
35580ECB011    ,2023,36,0.9,3.0,ＴＰ３４２フタアリ,4.0,0.0,6,2.46875,1.4259375000000003,アイシン精機（株）,32
35580ECB011    ,2023,36,0.9,3.0,ＴＰ３４２フタアリ,4.0,61.833333333333336,6,2.0,3.031666666666667,アイシン精機（株）,36
35580ECB011    ,2023,36,0.9,3.0,ＴＰ３４２フタアリ,4.0,62.0,6,3.0,7.172499999999999,アイシン精機（株）,8
35580ECB011    ,2023,36,0.9,3.0,ＴＰ３４２フタアリ,4.0,63.0,6,1.9473684210526316,14.393421052631583,アイシン精機（株）,38
35580ECB011    ,2023,36,0.9,3.0,ＴＰ３４２フタアリ,4.0,68.5,6,2.663157894736842,2.8418947368421037,アイシン精機（株）,95
35580ECB011    ,2023,36,0.9,3.0,ＴＰ３４２フタアリ,4.0,69.5,6,2.56,1.3367999999999987,アイシン精機（株）,125
35580ECB011    ,2023,37,0.9,3.0,ＴＰ３４２フタアリ,4.0,0.0,6,1.9310344827586208,1.5506896551724139,アイシン精機（株）,29
35580ECB011    ,2023,37,0.9,3.0,ＴＰ３４２フタアリ,4.0,61.833333333333336,6,2.3943661971830985,1.1176056338028175,アイシン精機（株）,71
35580ECB011    ,2023,37,0.9,3.0,ＴＰ３４２フタアリ,4.0,62.0,6,2.5833333333333335,1.3485416666666667,アイシン精機（株）,48
35580ECB011    ,2023,37,0.9,3.0,ＴＰ３４２フタアリ,4.0,63.0,6,2.3220338983050848,3.9481355932203406,アイシン精機（株）,59
35580ECB011    ,2023,37,0.9,3.0,ＴＰ３４２フタアリ,4.0,63.166666666666664,6,3.3684210526315788,4.334210526315789,アイシン精機（株）,38
35580ECB011    ,2023,37,0.9,3.0,ＴＰ３４２フタアリ,4.0,68.5,6,2.3020833333333335,1.0024999999999993,アイシン精機（株）,96
35580ECB011    ,2023,38,0.9,3.0,ＴＰ３４２フタアリ,4.0,0.0,6,2.5833333333333335,1.9720833333333336,アイシン精機（株）,24
35580ECB011    ,2023,38,0.9,3.0,ＴＰ３４２フタアリ,4.0,60.0,6,2.225806451612903,1.8735483870967748,アイシン精機（株）,62
35580ECB011    ,2023,38,0.9,3.0,ＴＰ３４２フタアリ,4.0,63.0,6,2.5714285714285716,2.0523809523809518,アイシン精機（株）,63
35580ECB011    ,2023,38,0.9,3.0,ＴＰ３４２フタアリ,4.0,63.166666666666664,6,1.5,2.1892857142857145,アイシン精機（株）,28
35580ECB011    ,2023,38,0.9,3.0,ＴＰ３４２フタアリ,4.0,64.0,6,2.45,3.965500000000001,アイシン精機（株）,40
35580ECB011    ,2023,38,0.9,3.0,ＴＰ３４２フタアリ,4.0,64.5,6,3.8421052631578947,4.117368421052631,アイシン精機（株）,19
35580ECB011    ,2023,38,0.9,3.0,ＴＰ３４２フタアリ,4.0,70.0,6,2.4722222222222223,3.982638888888888,アイシン精機（株）,72
35580ECB011    ,2023,38,0.9,3.0,ＴＰ３４２フタアリ,4.0,70.16666666666667,6,3.0,6.1899999999999995,アイシン精機（株）,1
35580ECB011    ,2023,39,0.9,3.0,ＴＰ３４２フタアリ,4.0,0.0,6,2.7007299270072993,4.29956204379562,アイシン精機（株）,137
35580ECB011    ,2023,39,0.9,3.0,ＴＰ３４２フタアリ,4.0,59.0,6,2.1875,1.7345312499999994,アイシン精機（株）,64
35580ECB011    ,2023,39,0.9,3.0,ＴＰ３４２フタアリ,4.0,64.5,6,1.9166666666666667,1.9679166666666668,アイシン精機（株）,48
35580ECB011    ,2023,39,0.9,3.0,ＴＰ３４２フタアリ,4.0,68.5,6,3.4615384615384617,4.5126923076923084,アイシン精機（株）,26
35580ECB011    ,2023,39,0.9,3.0,ＴＰ３４２フタアリ,4.0,70.16666666666667,6,2.142857142857143,2.0526984126984122,アイシン精機（株）,63
35595ECB010    ,2023,35,0.57,1.0,ＴＰ３３１フタナシ,1.0,10.275,40,1.0,3.346,サトープレス工業（株）,5
35595ECB010    ,2023,35,0.57,1.0,ＴＰ３３１フタナシ,1.0,10.425,40,1.0,4.865,サトープレス工業（株）,4
35595ECB010    ,2023,36,0.57,1.0,ＴＰ３３１フタナシ,1.0,0.0,40,1.0,0.7025,サトープレス工業（株）,4
35595ECB010    ,2023,36,0.57,1.0,ＴＰ３３１フタナシ,1.0,9.275,40,1.0,3.348,サトープレス工業（株）,5
35595ECB010    ,2023,36,0.57,1.0,ＴＰ３３１フタナシ,1.0,10.275,40,1.0,1.6872222222222224,サトープレス工業（株）,18
35595ECB010    ,2023,36,0.57,1.0,ＴＰ３３１フタナシ,1.0,10.425,40,1.0,1.2777777777777777,サトープレス工業（株）,18
35595ECB010    ,2023,37,0.57,1.0,ＴＰ３３１フタナシ,1.0,0.0,40,1.0,1.0,サトープレス工業（株）,4
35595ECB010    ,2023,37,0.57,1.0,ＴＰ３３１フタナシ,1.0,9.275,40,1.0,1.1416666666666666,サトープレス工業（株）,12
35595ECB010    ,2023,37,0.57,1.0,ＴＰ３３１フタナシ,1.0,9.3,40,1.0,1.0799999999999998,サトープレス工業（株）,9
35595ECB010    ,2023,37,0.57,1.0,ＴＰ３３１フタナシ,1.0,9.45,40,1.0,3.5,サトープレス工業（株）,7
35595ECB010    ,2023,37,0.57,1.0,ＴＰ３３１フタナシ,1.0,9.475,40,1.0,4.630000000000001,サトープレス工業（株）,1
35595ECB010    ,2023,37,0.57,1.0,ＴＰ３３１フタナシ,1.0,10.275,40,1.0,1.1614285714285713,サトープレス工業（株）,7
35595ECB010    ,2023,37,0.57,1.0,ＴＰ３３１フタナシ,1.0,10.3,40,1.0,1.136,サトープレス工業（株）,10
35595ECB010    ,2023,38,0.57,1.0,ＴＰ３３１フタナシ,1.0,0.0,40,1.0,0.965,サトープレス工業（株）,4
35595ECB010    ,2023,38,0.57,1.0,ＴＰ３３１フタナシ,1.0,9.0,40,1.0,1.3222222222222224,サトープレス工業（株）,9
35595ECB010    ,2023,38,0.57,1.0,ＴＰ３３１フタナシ,1.0,9.45,40,1.0,1.1170588235294119,サトープレス工業（株）,17
35595ECB010    ,2023,38,0.57,1.0,ＴＰ３３１フタナシ,1.0,9.475,40,1.0,1.3433333333333333,サトープレス工業（株）,9
35595ECB010    ,2023,38,0.57,1.0,ＴＰ３３１フタナシ,1.0,9.6,40,1.0,3.265,サトープレス工業（株）,6
35595ECB010    ,2023,38,0.57,1.0,ＴＰ３３１フタナシ,1.0,10.5,40,1.0,3.73,サトープレス工業（株）,2
35595ECB010    ,2023,39,0.57,1.0,ＴＰ３３１フタナシ,1.0,0.0,40,1.0,2.681428571428572,サトープレス工業（株）,14
35595ECB010    ,2023,39,0.57,1.0,ＴＰ３３１フタナシ,1.0,8.85,40,1.0,1.3355555555555556,サトープレス工業（株）,9
35595ECB010    ,2023,39,0.57,1.0,ＴＰ３３１フタナシ,1.0,9.675,40,1.0,1.11,サトープレス工業（株）,9
35595ECB010    ,2023,39,0.57,1.0,ＴＰ３３１フタナシ,1.0,10.5,40,1.0,1.0333333333333334,サトープレス工業（株）,9
35595ECB010    ,2023,39,0.57,1.0,ＴＰ３３１フタナシ,1.0,10.525,40,1.0,1.3827272727272726,サトープレス工業（株）,11
3559850A010    ,2023,35,0.9,1.0,ＴＰ１３１フタナシ,2.0,4.11,100,1.0,3.4699999999999998,アイコー（株）,2
3559850A010    ,2023,35,0.9,1.0,ＴＰ１３１フタナシ,2.0,4.17,100,2.0,5.08,アイコー（株）,1
3559850A010    ,2023,36,0.9,1.0,ＴＰ１３１フタナシ,2.0,0.0,100,1.0,1.7299999999999995,アイコー（株）,1
3559850A010    ,2023,36,0.9,1.0,ＴＰ１３１フタナシ,2.0,3.71,100,1.5,3.7674999999999996,アイコー（株）,4
3559850A010    ,2023,36,0.9,1.0,ＴＰ１３１フタナシ,2.0,4.11,100,1.3333333333333333,2.3299999999999996,アイコー（株）,6
3559850A010    ,2023,36,0.9,1.0,ＴＰ１３１フタナシ,2.0,4.17,100,1.5,1.2137499999999997,アイコー（株）,8
3559850A010    ,2023,37,0.9,1.0,ＴＰ１３１フタナシ,2.0,0.0,100,1.0,0.79,アイコー（株）,1
3559850A010    ,2023,37,0.9,1.0,ＴＰ１３１フタナシ,2.0,3.71,100,1.6666666666666667,1.4000000000000001,アイコー（株）,3
3559850A010    ,2023,37,0.9,1.0,ＴＰ１３１フタナシ,2.0,3.72,100,1.5,1.1925000000000003,アイコー（株）,4
3559850A010    ,2023,37,0.9,1.0,ＴＰ１３１フタナシ,2.0,3.78,100,1.5,4.4399999999999995,アイコー（株）,4
3559850A010    ,2023,37,0.9,1.0,ＴＰ１３１フタナシ,2.0,3.79,100,2.0,4.460000000000001,アイコー（株）,1
3559850A010    ,2023,37,0.9,1.0,ＴＰ１３１フタナシ,2.0,4.11,100,1.3333333333333333,0.9866666666666664,アイコー（株）,3
3559850A010    ,2023,37,0.9,1.0,ＴＰ１３１フタナシ,2.0,4.12,100,1.5,1.1475000000000002,アイコー（株）,4
3559850A010    ,2023,38,0.9,1.0,ＴＰ１３１フタナシ,2.0,0.0,100,2.0,1.5699999999999998,アイコー（株）,1
3559850A010    ,2023,38,0.9,1.0,ＴＰ１３１フタナシ,2.0,3.6,100,1.25,1.56,アイコー（株）,4
3559850A010    ,2023,38,0.9,1.0,ＴＰ１３１フタナシ,2.0,3.78,100,1.6666666666666667,1.5133333333333334,アイコー（株）,6
3559850A010    ,2023,38,0.9,1.0,ＴＰ１３１フタナシ,2.0,3.79,100,1.3333333333333333,1.3666666666666665,アイコー（株）,3
3559850A010    ,2023,38,0.9,1.0,ＴＰ１３１フタナシ,2.0,3.84,100,1.5,3.075,アイコー（株）,2
3559850A010    ,2023,38,0.9,1.0,ＴＰ１３１フタナシ,2.0,4.2,100,1.6666666666666667,3.8333333333333335,アイコー（株）,3
3559850A010    ,2023,39,0.9,1.0,ＴＰ１３１フタナシ,2.0,0.0,100,1.5,4.581666666666667,アイコー（株）,6
3559850A010    ,2023,39,0.9,1.0,ＴＰ１３１フタナシ,2.0,3.54,100,1.5,1.4875,アイコー（株）,4
3559850A010    ,2023,39,0.9,1.0,ＴＰ１３１フタナシ,2.0,3.87,100,1.0,1.61,アイコー（株）,4
3559850A010    ,2023,39,0.9,1.0,ＴＰ１３１フタナシ,2.0,4.2,100,2.0,0.9049999999999998,アイコー（株）,2
3559850A010    ,2023,39,0.9,1.0,ＴＰ１３１フタナシ,2.0,4.21,100,1.25,1.5175,アイコー（株）,4
35771ECB010    ,2023,35,0.79,3.0,ＴＰ３４１フタナシ,6.0,0.0,4,1.1666666666666667,0.7549999999999998,アイシン機工（株）,18
35771ECB010    ,2023,35,0.79,3.0,ＴＰ３４１フタナシ,6.0,102.75,4,4.015873015873016,2.772539682539682,アイシン機工（株）,63
35771ECB010    ,2023,36,0.79,3.0,ＴＰ３４１フタナシ,6.0,0.0,4,2.4680851063829787,0.5865957446808512,アイシン機工（株）,47
35771ECB010    ,2023,36,0.79,3.0,ＴＰ３４１フタナシ,6.0,92.75,4,4.17948717948718,2.660256410256411,アイシン機工（株）,39
35771ECB010    ,2023,36,0.79,3.0,ＴＰ３４１フタナシ,6.0,102.75,4,3.6698564593301435,0.7012440191387557,アイシン機工（株）,209
35771ECB010    ,2023,36,0.79,3.0,ＴＰ３４１フタナシ,6.0,104.25,4,3.5510204081632653,0.5866836734693878,アイシン機工（株）,196
35771ECB010    ,2023,37,0.79,3.0,ＴＰ３４１フタナシ,6.0,0.0,4,2.6,0.6688888888888891,アイシン機工（株）,45
35771ECB010    ,2023,37,0.79,3.0,ＴＰ３４１フタナシ,6.0,92.75,4,3.223529411764706,0.5458823529411765,アイシン機工（株）,85
35771ECB010    ,2023,37,0.79,3.0,ＴＰ３４１フタナシ,6.0,93.0,4,3.707317073170732,0.47487804878048795,アイシン機工（株）,82
35771ECB010    ,2023,37,0.79,3.0,ＴＰ３４１フタナシ,6.0,94.5,4,4.388888888888889,2.785370370370371,アイシン機工（株）,54
35771ECB010    ,2023,37,0.79,3.0,ＴＰ３４１フタナシ,6.0,102.75,4,2.393939393939394,0.6646969696969693,アイシン機工（株）,66
35771ECB010    ,2023,37,0.79,3.0,ＴＰ３４１フタナシ,6.0,103.0,4,3.4454545454545453,0.43354545454545446,アイシン機工（株）,110
35771ECB010    ,2023,38,0.79,3.0,ＴＰ３４１フタナシ,6.0,0.0,4,1.9714285714285715,0.6028571428571429,アイシン機工（株）,35
35771ECB010    ,2023,38,0.79,3.0,ＴＰ３４１フタナシ,6.0,90.0,4,3.7282608695652173,0.506086956521739,アイシン機工（株）,92
35771ECB010    ,2023,38,0.79,3.0,ＴＰ３４１フタナシ,6.0,94.5,4,3.5672514619883042,0.546783625730994,アイシン機工（株）,171
35771ECB010    ,2023,38,0.79,3.0,ＴＰ３４１フタナシ,6.0,94.75,4,3.16,0.5625000000000004,アイシン機工（株）,100
35771ECB010    ,2023,38,0.79,3.0,ＴＰ３４１フタナシ,6.0,96.0,4,4.044444444444444,2.691333333333334,アイシン機工（株）,45
35771ECB010    ,2023,38,0.79,3.0,ＴＰ３４１フタナシ,6.0,105.0,4,5.818181818181818,2.826363636363636,アイシン機工（株）,11
35771ECB010    ,2023,39,0.79,3.0,ＴＰ３４１フタナシ,6.0,0.0,4,4.080459770114943,2.148160919540231,アイシン機工（株）,87
35771ECB010    ,2023,39,0.79,3.0,ＴＰ３４１フタナシ,6.0,88.5,4,3.5319148936170213,1.016276595744682,アイシン機工（株）,94
35771ECB010    ,2023,39,0.79,3.0,ＴＰ３４１フタナシ,6.0,96.75,4,3.1702127659574466,0.7819148936170209,アイシン機工（株）,94
35771ECB010    ,2023,39,0.79,3.0,ＴＰ３４１フタナシ,6.0,105.0,4,3.0526315789473686,0.7458947368421053,アイシン機工（株）,95
35771ECB010    ,2023,39,0.79,3.0,ＴＰ３４１フタナシ,6.0,105.25,4,3.4711538461538463,0.8804807692307688,アイシン機工（株）,104
35771ECE010    ,2023,35,0.79,2.0,ＴＰ３４１フタナシ,6.0,0.0,6,2.625,0.4962500000000001,アイシン機工（株）,8
35771ECE010    ,2023,35,0.79,2.0,ＴＰ３４１フタナシ,6.0,81.16666666666667,6,1.0,0.28500000000000003,アイシン機工（株）,6
35771ECE010    ,2023,35,0.79,2.0,ＴＰ３４１フタナシ,6.0,88.16666666666667,6,6.0,4.68,アイシン機工（株）,4
35771ECE010    ,2023,35,0.79,2.0,ＴＰ３４１フタナシ,6.0,89.0,6,3.56,3.4423999999999997,アイシン機工（株）,25
35771ECE010    ,2023,35,0.79,2.0,ＴＰ３４１フタナシ,6.0,89.16666666666667,6,3.9166666666666665,2.76,アイシン機工（株）,24
35771ECE010    ,2023,36,0.79,2.0,ＴＰ３４１フタナシ,6.0,0.0,6,3.3947368421052633,0.9086842105263159,アイシン機工（株）,38
35771ECE010    ,2023,36,0.79,2.0,ＴＰ３４１フタナシ,6.0,79.0,6,3.4047619047619047,3.1326190476190487,アイシン機工（株）,42
35771ECE010    ,2023,36,0.79,2.0,ＴＰ３４１フタナシ,6.0,88.0,6,3.4634146341463414,0.8479268292682929,アイシン機工（株）,82
35771ECE010    ,2023,36,0.79,2.0,ＴＰ３４１フタナシ,6.0,88.16666666666667,6,3.95,0.5721250000000004,アイシン機工（株）,80
35771ECE010    ,2023,36,0.79,2.0,ＴＰ３４１フタナシ,6.0,89.0,6,3.532967032967033,1.3337362637362626,アイシン機工（株）,182
35771ECE010    ,2023,36,0.79,2.0,ＴＰ３４１フタナシ,6.0,89.16666666666667,6,1.0,0.5,アイシン機工（株）,1
35771ECE010    ,2023,37,0.79,2.0,ＴＰ３４１フタナシ,6.0,0.0,6,3.0789473684210527,0.9500000000000001,アイシン機工（株）,38
35771ECE010    ,2023,37,0.79,2.0,ＴＰ３４１フタナシ,6.0,79.0,6,3.8840579710144927,0.8182608695652173,アイシン機工（株）,69
35771ECE010    ,2023,37,0.79,2.0,ＴＰ３４１フタナシ,6.0,79.16666666666667,6,3.240740740740741,0.7742592592592594,アイシン機工（株）,54
35771ECE010    ,2023,37,0.79,2.0,ＴＰ３４１フタナシ,6.0,83.16666666666667,6,3.888888888888889,3.8906666666666663,アイシン機工（株）,45
35771ECE010    ,2023,37,0.79,2.0,ＴＰ３４１フタナシ,6.0,83.33333333333333,6,3.7567567567567566,3.386486486486486,アイシン機工（株）,37
35771ECE010    ,2023,37,0.79,2.0,ＴＰ３４１フタナシ,6.0,89.0,6,2.0,0.9238297872340426,アイシン機工（株）,47
35771ECE010    ,2023,37,0.79,2.0,ＴＰ３４１フタナシ,6.0,89.16666666666667,6,3.438202247191011,0.7269662921348317,アイシン機工（株）,89
35771ECE010    ,2023,38,0.79,2.0,ＴＰ３４１フタナシ,6.0,0.0,6,3.392857142857143,1.0171428571428571,アイシン機工（株）,28
35771ECE010    ,2023,38,0.79,2.0,ＴＰ３４１フタナシ,6.0,75.83333333333333,6,3.5375,0.9234999999999998,アイシン機工（株）,80
35771ECE010    ,2023,38,0.79,2.0,ＴＰ３４１フタナシ,6.0,82.16666666666667,6,3.8181818181818183,3.0943181818181817,アイシン機工（株）,44
35771ECE010    ,2023,38,0.79,2.0,ＴＰ３４１フタナシ,6.0,83.16666666666667,6,3.4186046511627906,0.724573643410853,アイシン機工（株）,129
35771ECE010    ,2023,38,0.79,2.0,ＴＰ３４１フタナシ,6.0,83.33333333333333,6,3.1549295774647885,0.8008450704225352,アイシン機工（株）,71
35771ECE010    ,2023,38,0.79,2.0,ＴＰ３４１フタナシ,6.0,86.16666666666667,6,4.161290322580645,3.513548387096774,アイシン機工（株）,31
35771ECE010    ,2023,39,0.79,2.0,ＴＰ３４１フタナシ,6.0,0.0,6,3.9431818181818183,2.5337500000000017,アイシン機工（株）,88
35771ECE010    ,2023,39,0.79,2.0,ＴＰ３４１フタナシ,6.0,78.0,6,3.2625,1.0973749999999993,アイシン機工（株）,80
35771ECE010    ,2023,39,0.79,2.0,ＴＰ３４１フタナシ,6.0,81.83333333333333,6,3.3974358974358974,0.9988461538461539,アイシン機工（株）,78
35771ECE010    ,2023,39,0.79,2.0,ＴＰ３４１フタナシ,6.0,82.16666666666667,6,1.0,0.4850000000000001,アイシン機工（株）,4
35771ECE010    ,2023,39,0.79,2.0,ＴＰ３４１フタナシ,6.0,86.16666666666667,6,3.2949640287769784,0.8510791366906477,アイシン機工（株）,139
35847ECB010    ,2023,35,0.51,1.0,ＴＰ３３２フタナシ,1.0,5.1375,80,1.0,3.8840000000000003,（株）メタルテック,5
35847ECB010    ,2023,35,0.51,1.0,ＴＰ３３２フタナシ,1.0,5.2125,80,1.0,4.8500000000000005,（株）メタルテック,1
35847ECB010    ,2023,36,0.51,1.0,ＴＰ３３２フタナシ,1.0,0.0,80,1.0,1.36,（株）メタルテック,2
35847ECB010    ,2023,36,0.51,1.0,ＴＰ３３２フタナシ,1.0,4.6375,80,1.0,3.9775,（株）メタルテック,4
35847ECB010    ,2023,36,0.51,1.0,ＴＰ３３２フタナシ,1.0,5.1375,80,1.0,2.42,（株）メタルテック,6
35847ECB010    ,2023,36,0.51,1.0,ＴＰ３３２フタナシ,1.0,5.2125,80,1.0,1.8253333333333335,（株）メタルテック,15
35847ECB010    ,2023,37,0.51,1.0,ＴＰ３３２フタナシ,1.0,0.0,80,1.0,0.8600000000000001,（株）メタルテック,2
35847ECB010    ,2023,37,0.51,1.0,ＴＰ３３２フタナシ,1.0,4.6375,80,1.0,1.83,（株）メタルテック,2
35847ECB010    ,2023,37,0.51,1.0,ＴＰ３３２フタナシ,1.0,4.65,80,1.0,1.37,（株）メタルテック,2
35847ECB010    ,2023,37,0.51,1.0,ＴＰ３３２フタナシ,1.0,4.725,80,1.0,3.8340000000000005,（株）メタルテック,5
35847ECB010    ,2023,37,0.51,1.0,ＴＰ３３２フタナシ,1.0,4.7375,80,1.0,4.75,（株）メタルテック,1
35847ECB010    ,2023,37,0.51,1.0,ＴＰ３３２フタナシ,1.0,5.1375,80,1.0,1.0633333333333335,（株）メタルテック,3
35847ECB010    ,2023,37,0.51,1.0,ＴＰ３３２フタナシ,1.0,5.15,80,1.0,1.8900000000000003,（株）メタルテック,2
35847ECB010    ,2023,38,0.51,1.0,ＴＰ３３２フタナシ,1.0,0.0,80,1.0,0.8800000000000001,（株）メタルテック,1
35847ECB010    ,2023,38,0.51,1.0,ＴＰ３３２フタナシ,1.0,4.5,80,1.0,1.6649999999999998,（株）メタルテック,6
35847ECB010    ,2023,38,0.51,1.0,ＴＰ３３２フタナシ,1.0,4.725,80,1.0,1.255,（株）メタルテック,10
35847ECB010    ,2023,38,0.51,1.0,ＴＰ３３２フタナシ,1.0,4.7375,80,1.0,1.8479999999999996,（株）メタルテック,5
35847ECB010    ,2023,38,0.51,1.0,ＴＰ３３２フタナシ,1.0,4.8,80,1.0,3.7749999999999995,（株）メタルテック,4
